Although ^cs+con+++=Although
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Norman ^np++++=Norman
Knight ^nn++++=Knight:
: ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Warren ^np++++=Warren,
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
happy ^jj+atrb+++=happy
socks ^nns++++=socks?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
so ^ql+emph+++=so
glad ^jj++++=glad
you ^pp2+pp2+++=you
like ^vb++++=like
them ^pp3o+pp3+++=them,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
staring ^vbg+++xvbg+=staring
at ^rb++++=at
his ^pp$+pp3+++=his
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
seem ^vb+seem+++=seem
to ^to+vcmp+++=to
have ^vbi++++=have
got ^vbd+++xvbn+=got
so ^ql++++=so
much ^ap++++=much
whiter ^jjr++++=whiter
since ^cs+sub+++=since
the ^ati++++=the
moon ^np++++=moon
rose ^vbd+++xvbn+=rose."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
he ^pp3a+pp3+++=he
turned ^vbd+++xvbnx+=turned
his ^pp$+pp3+++=his
lean ^vb++++=lean
sorrowful ^jj+atrb+++=sorrowful
young ^jj+atrb+++=young
face ^nn++++=face
to ^in++++=to
Bertha ^np+++??+=Bertha.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
moon ^nn++++=moon,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
cry ^vbi++++=cry:
: ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
sure ^jj+pred+++=sure
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
often ^rb++++=often
often ^rb++++=often!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
really ^rb+emph+++=really
was ^vbd+bedz+vrb++=was
a ^at++++=a
most ^ql+emph+++=most
attractive ^jj+atrb+++=attractive
person ^nn++++=person.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
so ^ql++++=so
was ^vbd+bedz+vrb++=was
Face ^nn++++=Face,
, ^zz++++=EXTRAWORD
crouched ^j+++xvbn+=crouched
before ^in++++=before
the ^ati++++=the
fire ^nn++++=fire
in ^in++++=in
her ^pp$+pp3+++=her
banana ^nn+++??+=banana
skins ^nns++++=skins,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^ql++++=so
was ^vbd+bedz+vrb++=was
Mug ^nn++++=Mug,
, ^zz++++=EXTRAWORD
smoking ^vbg+++xvbg+=smoking
a ^at++++=a
cigarette ^nn+nom+++=cigarette
and ^cc++++=and
saying ^vbg+++xvbg+=saying
as ^ql++++=as
he ^pp3a+pp3+++=he
flicked ^vbd+++xvbnx+=flicked
the ^ati++++=the
ash ^nn++++=ash:
: ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+whq++=EXTRAWORD
doth ^vbz+doz+aux++=doth
the ^ati++++=the
bridegroom ^nn++++=bridegroom
tarry ^nn++++=tarry?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Bang ^uh++++=Bang
went ^vbd+++xvbn+=went
the ^ati++++=the
front ^jjb+atrb+++=front
door ^nn++++=door
open ^nn++++=open
and ^cc++++=and
shut ^vb+++xvbn+=shut.
. ^zz++++=EXTRAWORD
Harry ^np++++=Harry
shouted ^vbd+vpub++xvbn+=shouted:
: ^zz++++=EXTRAWORD
" ^zz++++="Hullo,
hullo ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
people ^nns++++=people.
. ^zz++++=EXTRAWORD
Down ^rp++++=Down
in ^in++++=in
five ^cd++++=five
minutes ^nns++++=minutes."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
they ^pp3a+pp3+++=they
heard ^vbd+vprv++xvbnx+=heard
him ^pp3o+pp3+++=him
swarm ^nn++++=swarm
up ^rp++++=up
the ^ati++++=the
stairs ^nns++++=stairs.
. ^zz++++=EXTRAWORD
Bertha ^np+++??+=Bertha
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
help ^vb++++=help
smiling ^jj+++xvbg+=smiling;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
knew ^vbd+vprv++xvbnx+=knew
how ^wrb+who+whcl++=how
he ^pp3a+pp3+++=he
loved ^vbd+++xvbnx+=loved
doing ^vbg+++xvbg+=doing
things ^nns++++=things
at ^rb++++=at
high ^jj+atrb+++=high
pressure ^nn++++=pressure.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What,
, ^zz++++=EXTRAWORD
after ^in++++=after
all ^abn++++=all,
, ^zz++++=EXTRAWORD
did ^vbd+dod+vrb++=did
an ^at++++=an
extra ^jj++++=extra
five ^cd++++=five
minutes ^nns++++=minutes
matter ^nn++++=matter?
? ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he
would ^md+prd+++=would
pretend ^vb+vprv+++=pretend
to ^to+vcmp+++=to
himself ^ppl+pp3+++=himself
that ^cs+sub+++=that
they ^pp3a+pp3+++=they
mattered ^vbd+++xvbnx+=mattered
beyond ^in++++=beyond
measure ^nn++++=measure.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
would ^md+prd+++=would
make ^vb++++=make
a ^at++++=a
great ^jj+atrb+++=great
point ^nn++++=point
of ^in++++=of
coming ^xvbg+++xvbg+=coming
into ^in++++=into
the ^ati++++=the
drawing ^jj+++xvbg+=drawing-room,
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
extravagantly ^jj++++=extravagantly
cool ^vb++++=cool
and ^cc+phrs+++=and
collected ^vbd+++xvbn+=collected.
. ^zz++++=EXTRAWORD
Harry ^np++++=Harry
had ^vb+hv+vrb++=had
such ^abl++++=such
a ^at++++=a
zest ^nn++++=zest
for ^in++++=for
life ^nn++++=life.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
how ^wrb+who+++=how
she ^pp3a+pp3+++=she
appreciated ^vbd+vprv+tht0+xvbnx+=appreciated
it ^pp3+it+++=it
in ^in++++=in
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
his ^pp$+pp3+++=his
passion ^nn++++=passion
for ^in++++=for
fighting ^xvbg+++xvbg+=fighting
for ^in++++=for
seeking ^nn++++=seeking
in ^in++++=in
everything ^pn++++=everything
that ^dt+pdem+++=that
came ^vbd+++xvbn+=came
up ^in+cmpx+++=up
against ^in"++++=against
him ^pp3o+pp3+++=him
another ^dt++++=another
test ^nn++++=test
of ^in++++=of
his ^pp$+pp3+++=his
power ^nn++++=power
and ^cc++++=and
of ^in++++=of
his ^pp$+pp3+++=his
courage ^nn+nom+++=courage
that ^tht+rel+++=that,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
understood ^vbd+vprv++xvbnx+=understood.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
when ^wrb+who+++=when
it ^pp3+it+++=it
made ^vbd+++xvbn+=made
him ^pp3o+pp3+++=him
just ^rb+emph+++=just
occasionally ^rb+cnj+++=occasionally,
, ^zz++++=EXTRAWORD
to ^in++++=to
other ^ap++++=other
people ^nns++++=people,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
him ^pp3o+pp3+++=him
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
a ^rb++++=a
little ^rb"++++=little
ridiculous ^jj++++=ridiculous
perhaps ^rb++++=perhaps
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
For ^in++++=For
there ^rn+pl+++=there
were ^vbd+bed+vrb++=were
moments ^nns+nom+++=moments
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
rushed ^vbd+++xvbnx+=rushed
into ^in++++=into
battle ^nn++++=battle
where ^wrb+who+++=where
no ^at++++=no
battle ^nn++++=battle
was ^vbd+bedz+vrb++=was
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
talked ^vbd+++xvbnx+=talked
and ^cc+phrs+++=and
laughed ^vbd+++xvbn+=laughed
and ^cc++++=and
positively ^rb++++=positively
forgot ^vbd+vprv++xvbn+=forgot
until ^cs+sub+++=until
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
in ^in++++=in
( ^zz++++=(just
just ^rb+emph+++=EXTRAWORD
as ^ql++++=as
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
imagined ^vprf+++xvbnx+=imagined)
) ^zz++++=EXTRAWORD
that ^dt+dem+++=that
Pearl ^nn++++=Pearl
Fulton ^np+++??+=Fulton
had ^vb+hv+aux++=had
not ^xnot++not++=not
turned ^vbd+++xvbn+=turned
up ^rb+phrv+++=up.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
wonder ^vb++++=wonder
if ^cs+cnd+++=if
Miss ^npt++++=Miss
Fulton ^np++++=Fulton
has ^vbz+hvz+aux++=has
forgotten ^vprf+++xvbnx+=forgotten?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
expect ^vb+vprv+++=expect
so ^rb+cnj+++=so,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Harry ^np++++=Harry.
. ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
she ^pp3a+pp3+++=she
on ^in++++=on
the ^ati++++=the
' ^zz++++='phone?"
phone ^nn++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Ah!
ah ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
There ^ex+pex+++=There's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
taxi ^nn++++=taxi,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
Bertha ^np+++??+=Bertha
smiled ^vbd+++xvbn+=smiled
with ^in++++=with
that ^dt+dem+++=that
little ^ap++++=little
air ^nn++++=air
of ^in++++=of
proprietorship ^nn+nom+++=proprietorship
that ^tht+rel+obj++=that
she ^pp3a+pp3+++=she
always ^rb++++=always
assumed ^vbd+vprv++xvbn+=assumed
while ^cs+sub+++=while
her ^pp3o+pp3+++=her
women ^nns++++=women
finds ^vbz+vprv+++=finds
were ^vbd+bed+vrb++=were
new ^jj+pred+++=new
and ^cc+phrs+++=and
mysterious ^jj++++=mysterious.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
lives ^nns++++=lives
in ^in++++=in
taxis ^nn++++=taxis."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="She'll
she ^pp3a+pp3+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
run ^vb+++xvbn+=run
to ^in+ppvb+++=to
fat ^nn++++=fat
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
does ^vbz+doz+vrb++=does,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Harry ^np++++=Harry
coolly ^rb+cnj+++=coolly,
, ^zz++++=EXTRAWORD
ringing ^vbg+++xvbg+=ringing
the ^ati++++=the
bell ^nn++++=bell
for ^in++++=for
dinner ^nn++++=dinner.
. ^zz++++=EXTRAWORD
" ^zz++++="Frightful
frightful ^jj+atrb+++=EXTRAWORD
danger ^nn++++=danger
for ^in++++=for
blonde ^jj+atrb+++=blonde
women ^nns++++=women."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Harry
harry ^np++++=EXTRAWORD
do ^vb+do+vrb++=don't!"
n't ^xnot++not++0=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
warned ^vbd+vpub++xvbn+=warned
Bertha ^np+++??+=Bertha,
, ^zz++++=EXTRAWORD
laughing ^vbg+++xvbg+=laughing
up ^rp++++=up
at ^in++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Came ^j+++xvbn+=Came
another ^dt++++=another
tiny ^jj+atrb+++=tiny
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
they ^pp3a+pp3+++=they
waited ^vbd+++xvbnx+=waited,
, ^zz++++=EXTRAWORD
laughing ^vbg+++xvbg+=laughing
and ^cc+phrs+++=and
talking ^vbg+++xvbg+=talking,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
a ^at++++=a
trifle ^nn++++=trifle
too ^ql++++=too
much ^ap++++=much
at ^rb++++=at
their ^pp$+pp3+++=their
ease ^nn++++=ease,
, ^zz++++=EXTRAWORD
a ^at++++=a
trifle ^nn++++=trifle
too ^rb++++=too
unaware ^jj++++=unaware.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then
Miss ^npt++++=Miss
Fulton ^np++++=Fulton,
, ^zz++++=EXTRAWORD
all ^abn++++=all
in ^in++++=in
silver ^nn++++=silver,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
silver ^nn++++=silver
fillet ^nn++++=fillet
binding ^jj++++=binding
her ^pp3o+pp3+++=her
pale ^nn++++=pale
blonde ^jj+atrb+++=blonde
hair ^nn++++=hair,
, ^zz++++=EXTRAWORD
came ^j+++xvbn+=came
in ^in++++=in
smiling ^xvbg+++xvbg+=smiling,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
head ^jjb++++=head
a ^rb++++=a
little ^rb"++++=little
on ^in++++=on
one ^cd1++++=one
side ^nn++++=side.
. ^zz++++=EXTRAWORD
" ^zz++++="Am
am ^vb+bem+vrb++=EXTRAWORD
I ^pp1a+pp1+++=I
late ^jj++++=late?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
at ^rb++++=at
all ^abn++++=all,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Bertha ^np+++??+=Bertha.
. ^zz++++=EXTRAWORD
" ^zz++++="Come
come ^vprf+++xvbn+=EXTRAWORD
along ^in+strn+++=along."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
she ^pp3a+pp3+++=she
took ^vbd+++xvbnx+=took
her ^pp$+pp3+++=her
arm ^vb++++=arm
and ^cc++++=and
they ^pp3a+pp3+++=they
moved ^vbd+++xvbnx+=moved
into ^in++++=into
the ^ati++++=the
dining ^jj+++xvbg+=dining-room.
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
was ^vbd+bedz+aux++=was
there ^rn+pl+++=there
in ^in++++=in
the ^ati++++=the
touch ^nn++++=touch
of ^in++++=of
that ^dt+dem+++=that
cool ^nn++++=cool
arm ^vb++++=arm
that ^dt+pdem+++=that
could ^md+pos+++=could
fan ^vb++++=fan
start ^nn++++=start
blazing ^jj++++=blazing
the ^ati++++=the
fire ^nn++++=fire
of ^in++++=of
bliss ^nn++++=bliss
that ^tht+rel+obj++=that
Bertha ^np+++??+=Bertha
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
to ^to++++=to
do ^vbi++++=do
with ^in+strn+++=with?
? ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Fulton ^np++++=Fulton
did ^vbd+dod+aux++=did
not ^xnot++not++=not
look ^vb++++=look
at ^rb++++=at
her ^pp$+pp3+++=her;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
then ^rn+tm+++=then
she ^pp3a+pp3+++=she
seldom ^rb++++=seldom
did ^vbd+dod+aux++=did
look ^vb++++=look
at ^rb++++=at
people ^nns++++=people
directly ^rb++++=directly.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
heavy ^jj+atrb+++=heavy
eyelids ^nns++++=eyelids
lay ^vbd+++xvbn+=lay
upon ^in++++=upon
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
and ^cc++++=and
the ^ati++++=the
strange ^jj++++=strange
half ^abn++++=half-smile
- ^zz++++=EXTRAWORD
smile ^nn++++=EXTRAWORD
came ^vbd+++xvbn+=came
and ^cc+phrs+++=and
went ^vbd+++xvbn+=went
upon ^in++++=upon
her ^pp$+pp3+++=her
lips ^nns++++=lips
as ^cs+sub+++=as
though ^cs+sub+++=though
she ^pp3a+pp3+++=she
lived ^vbd+++xvbnx+=lived
by ^in++++=by
listening ^xvbg+++xvbg+=listening
rather ^rb++++=rather
than ^in++++=than
seeing ^nn++++=seeing.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Bertha ^np+++??+=Bertha
knew ^vbd+vprv++xvbn+=knew,
, ^zz++++=EXTRAWORD
suddenly ^rb+cnj+++=suddenly,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
the ^ati++++=the
longest ^jjt++++=longest,
, ^zz++++=EXTRAWORD
most ^ql+emph+++=most
intimate ^jj++++=intimate
look ^vb++++=look
had ^vbd+hvd+aux++=had
passed ^vprf+++xvbnx+=passed
between ^in++++=between
them ^pp3o+pp3+++=them
as ^cs+sub+++=as
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
said ^vprf+++xvbnx+=said
to ^to+vcmp+++=to
each ^dt++++=each
other ^ap++++=other:
: ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
too ^ql++++=too?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
that ^dt+dem+++=that
Pearl ^nn++++=Pearl
Fulton ^np+++??+=Fulton,
, ^zz++++=EXTRAWORD
stirring ^nvbg+++xvbg+=stirring
the ^ati++++=the
beautiful ^jj+atrb+++=beautiful
red ^jj+atrb+++=red
soup ^nn++++=soup
in ^in++++=in
the ^ati++++=the
grey ^jj+atrb+++=grey
plate ^nn++++=plate,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
feeling ^nvbg+++xvbg+=feeling
just ^rb+emph+++=just
what ^wdt+who+++=what
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
feeling ^nvbg+++xvbg+=feeling.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
others ^aps++++=others?
? ^zz++++=EXTRAWORD
Face ^nn++++=Face
and ^cc++++=and
Mug ^nn++++=Mug,
, ^zz++++=EXTRAWORD
Eddie ^np++++=Eddie
and ^cc++++=and
Harry ^np++++=Harry,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
spoons ^nns++++=spoons
rising ^vwbg+++xvbg+=rising
and ^cc++++=and
falling ^xvbg+++xvbg+=falling
dabbing ^vbg+++xvbg+=dabbing
their ^pp$+pp3+++=their
lips ^nns++++=lips
with ^in++++=with
their ^pp$+pp3+++=their
napkins ^nns++++=napkins,
, ^zz++++=EXTRAWORD
crumbling ^jj+atrb++xvbg+=crumbling
bread ^nn++++=bread,
, ^zz++++=EXTRAWORD
fiddling ^vbg+nom++xvbg+=fiddling
with ^in++++=with
the ^ati++++=the
forks ^nns++++=forks
and ^cc++++=and
glasses ^nns++++=glasses
and ^cc++++=and
talking ^vbg+++xvbg+=talking.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
met ^vbd+++xvbnx+=met
her ^pp$+pp3+++=her
at ^in++++=at
the ^ati++++=the
Alpha ^np+++??+=Alpha
show ^nn++++=show
the ^ati++++=the
weirdest ^jjt++++=weirdest
little ^ap++++=little
person ^nn++++=person.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++0=She'd
'd ^md+prd+aux++=EXTRAWORD
not ^xnot++not++=not
only ^rb+down+++=only
cut ^vwbn+++xvbn+=cut
off ^rb+phrv+++=off
her ^pp3o+pp3+++=her
hair ^nn++++=hair,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
seemed ^vbd+seem++xvbnx+=seemed
to ^to+vcmp+++=to
have ^vbi++++=have
taken ^vbd+++xvbn+=taken
a ^at++++=a
dreadfully ^rb++++=dreadfully
good ^jj+atrb+++=good
snip ^nn+++??+=snip
off ^in+pl+++=off
her ^pp$+pp3+++=her
legs ^nns++++=legs
and ^cc++++=and
arms ^nns++++=arms
and ^cc++++=and
her ^pp$+pp3+++=her
neck ^nn++++=neck
and ^cc++++=and
her ^pp$+pp3+++=her
poor ^jj+atrb+++=poor
little ^jj+atrb+++=little
nose ^nn++++=nose
as ^rb++++=as
well ^rb++++=well."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Isn't
is ^vbz+bez+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
she ^pp3a+pp3+++=she
very ^ap+amp+++=very
liee ^nn++++=liee
with ^in++++=with
Michael ^np++++=Michael
Oat ^nn++++=Oat?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
man ^nn++++=man
who ^whp+rel+subj++=who
wrote ^vbd+vprv++xvbn+=wrote
Love ^nn++++=Love
in ^in++++=in
False ^jj+atrb+++=False
Teeth ^nns++++=Teeth?
? ^zz++++=EXTRAWORD
" ^zz++++="
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
wants ^vbz++++=wants
to ^to+vcmp+++=to
write ^vbi++++=write
a ^at++++=a
play ^nn++++=play
for ^in++++=for
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
act ^nn++++=act.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
man ^nn++++=man.
. ^zz++++=EXTRAWORD
Decides ^vbz+vprv+++=Decides
to ^to+vcmp+++=to
commit ^vbi++++=commit
suicide ^nn++++=suicide.
. ^zz++++=EXTRAWORD
Gives ^vbz++++=Gives
all ^rb++++=all
the ^ati++++=the
reasons ^nns++++=reasons
why ^wrb+who+++=why
he ^pp3a+pp3+++=he
should ^md+nec+++=should
and ^cc+cls+++=and
why ^wrb+who+++=why
he ^pp3a+pp3+++=he
should ^md+nec+++=shouldn't.
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
just ^rb+emph+++=just
as ^ql++++=as
he ^pp3a+pp3+++=he
has ^vbz+hvz+aux++=has
made ^vprf+++xvbnx+=made
up ^rp++++=up
his ^pp$+pp3+++=his
mind ^nn++++=mind
either ^dtx++++=either
to ^to++++=to
do ^vbi++++=do
it ^pp3+it+++=it
or ^cc++++=or
not ^xnot++not++=not
to ^to++++=to
do ^vbi++++=do
it ^pp3+it+++=it
curtain ^nn++++=curtain.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
half ^rb++++=half
a ^at++++=a
bad ^jj+atrb+++=bad
idea ^nn++++=idea."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What's
what ^wdt+who+++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
he ^pp3a+pp3+++=he
going ^md"++pmd"++=going
to ^md+prd+++=to
call ^vb++++=call
it ^pp3+it+++=it
est ^&fw++++0='Stomach
Trouble ^nn++++=Trouble'
' ^zz++++=EXTRAWORD
? ^zz++++=?"
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
come ^vprf+++xvbn+=come
across ^in+ppvb+++=across
the ^ati++++=the
same ^ap++++=same
idea ^nn++++=idea
in ^in++++=in
a ^rb++++=a
little ^rb"++++=little
French ^jj+atrb+++=French
review ^nn++++=review,
, ^zz++++=EXTRAWORD
quite ^rb++++=quite
unknown ^jj++++=unknown
in ^in++++=in
England ^np++++=England."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
share ^vb++++=share
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
dears ^nns+++??+=dears
dears ^nns+++??+=dears
and ^cc++++=and
she ^pp3a+pp3+++=she
loved ^vbd+++xvbnx+=loved
having ^vbg+hvg++xvbg+=having
them ^pp3o+pp3+++=them
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
at ^rb++++=at
her ^pp3o+pp3+++=her
table ^nn++++=table,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
giving ^jj+++xvbg+=giving
them ^pp3o+pp3+++=them
delicious ^jj+atrb+++=delicious
food ^nn++++=food
and ^cc++++=and
wine ^nn++++=wine.
. ^zz++++=EXTRAWORD
In ^in++++=In
fact ^nn++++=fact,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
longed ^vbd+++xvbnx+=longed
to ^to+vcmp+++=to
tell ^vbi++++=tell
them ^pp3o+pp3+++=them
how ^wrb+who+++=how
delightful ^jj++++=delightful
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
what ^wdt+who+++=what
a ^at++++=a
decorative ^jj+atrb+++=decorative
group ^nn++++=group
they ^pp3a+pp3+++=they
made ^vbd+++xvbnx+=made,
, ^zz++++=EXTRAWORD
how ^wrb+who+++=how
they ^pp3a+pp3+++=they
seemed ^vbd+seem++xvbnx+=seemed
to ^to+vcmp+++=to
set ^vbi++++=set
one ^cd1++++=one
another ^dt++++=another
off ^in+pl+++=off
and ^cc+cls+++=and
how ^wrb+who+++=how
they ^pp3a+pp3+++=they
reminded ^vbd+vsua++xvbnx+=reminded
her ^pp$+pp3+++=her
of ^in++++=of
a ^at++++=a
play ^nn++++=play
