Has ^vbz+hvz+aux++=Has
as ^cs+sub+++=as
if ^cs+cnd+++=if
even ^rb++++=even
the ^ati++++=the
generation ^nn+nom+++=generation
that ^tht+rel+subj++=that
knows ^vbz+vprv+tht0++=knows
her ^pp$+pp3+++=her
not ^xnot++not++=not
would ^md+prd+++=would
feel ^vb+vprv+++=feel
a ^at++++=a
certain ^jj+atrb+++=certain
degree ^nn++++=degree
of ^in++++=of
interest ^nn++++=interest
in ^in++++=in
the ^ati++++=the
tact ^nn++++=tact
and ^cc++++=and
power ^nn++++=power
by ^in++++=by
which ^whp+rel+pied++=which
this ^dt+dem+++=this
unusual ^jj+atrb+++=unusual
woman ^nn++++=woman
achieved ^vwbn+++xvbn+=achieved
the ^ati++++=the
difficult ^jj+atrb+++=difficult
reconciliation ^nn+nom+++=reconciliation
between ^in++++=between
genius ^nn++++=genius
and ^cc++++=and
domestic ^jj+atrb+++=domestic
life ^nn++++=life.
. ^zz++++=EXTRAWORD
In ^in++++=In
our ^pp$+pp1+++=our
times ^nns++++=times
and ^cc++++=and
to ^in++++=to
our ^pp$+pp1+++=our
women ^nns++++=women
such ^abl++++=such
a ^at++++=a
problem ^nn++++=problem
is ^vbz+bez+vrb++=is
practical ^jj+pred+++=practical,
, ^zz++++=EXTRAWORD
indeed ^rb++++=indeed.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
need ^nn++++=need
not ^xnot++not++=not
possess ^nns+nom+++=possess
genius ^nn++++=genius
to ^to++++=to
understand ^vbi+vprv+++=understand
it ^pp3+it+++=it
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
A ^at++++=A
career ^nn++++=career
is ^vbz+bez+vrb++=is
enough ^qlp++++=enough.
. ^zz++++=EXTRAWORD
The ^ati++++=The
author ^nn++++=author
of ^in++++=of
" ^zz++++="Sunnyside,"
sunnyside ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
Angel ^nn++++=Angel
on ^in++++=on
the ^ati++++=the
Right ^jj+atrb+++=Right
Shoulder ^nn+nom+++=Shoulder,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
" ^zz++++="Peep
peep ^nn++++=EXTRAWORD
at ^in++++=at
Number ^nn++++=Number
Five ^cd++++=Five,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
lived ^vbd+++xvbn+=lived
before ^in++++=before
women ^nns++++=women
had ^vb+hv+vrb++=had
careers ^nns+nom+++=careers
and ^cc++++=and
public ^jj+atrb+++=public
sympathy ^nn++++=sympathy
in ^in++++=in
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
nature ^nn++++=nature
was ^vbd+bedz+aux++=was
drawn ^vpsv++agls+xvbnx+=drawn
against ^in++++=against
the ^ati++++=the
grain ^nn++++=grain
of ^in++++=of
her ^pp$+pp3+++=her
times ^nns++++=times
and ^cc++++=and
of ^in++++=of
her ^pp$+pp3+++=her
circumstances ^nns+nom+++=circumstances;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
where ^wrb+who+++=where
our ^pp$+pp1+++=our
feet ^nns++++=feet
find ^vb+vprv+++=find
easy ^jj+atrb+++=easy
walking ^nvbg+++xvbg+=walking,
, ^zz++++=EXTRAWORD
hers ^pp$$++++=hers
were ^vbd+bed+aux++=were
hedged ^vpsv++agls+xvbnx+=hedged.
. ^zz++++=EXTRAWORD
A ^at++++=A
child ^nn++++=child's
's ^$++++=EXTRAWORD
memories ^nns++++=memories
go ^vb++++=go
for ^in+ppvb+++=for
something ^pn++++=something
by ^in++++=by
way ^in"++++=way
of ^in"++++=of
tribute ^nn++++=tribute
to ^in++++=to
the ^ati++++=the
achievement ^nn+nom+++=achievement
of ^in++++=of
one ^pn++++=one
of ^in++++=of
those ^dt+dem+++=those
rare ^jj+atrb+++=rare
women ^nns++++=women
of ^in++++=of
the ^ati++++=the
elder ^jjr+atrb+++=elder
time ^nn++++=time
whose ^whp+rel+obj++=whose
gifts ^nns++++=gifts
forced ^vwbn+++xvbn+=forced
her ^pp$+pp3+++=her
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
whose ^whp+who+++=whose
heart ^nn++++=heart
held ^vbd+vprv++xvbn+=held
her ^pp$+pp3+++=her
in ^in+strn+++=in.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can
remember ^nn+nom+++=remember
no ^at++++=no
time ^nn++++=time
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
understand ^vb+vprv+++=understand
that ^tht+vcmp+++=that
my ^pp$+pp1+++=my
mother ^nn++++=mother
must ^md+nec+++=must
write ^vb++++=write
books ^nns++++=books
because ^cs+cos+++=because
people ^nns++++=people
would ^md+prd+++=would
have ^vb+hv+aux++=have
and ^cc++++=and
read ^vb+vprv++xvbn+=read
them ^pp3o+pp3+++=them;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
[ ^zz++++=[pg
pg ^nn+++??+=EXTRAWORD
54 ^cd++++=54]
] ^zz++++=EXTRAWORD
cannot ^md+pos+not++=cannot
remember ^nn+nom+++=remember
one ^cd1++++=one
hour ^nn++++=hour
in ^in++++=in
which ^whp+rel+pied++=which
her ^pp$+pp3+++=her
children ^nns++++=children
needed ^vwbn+++xvbn+=needed
her ^pp$+pp3+++=her
and ^cc++++=and
did ^vbd+dod+aux++=did
not ^xnot++not++=not
find ^vb+vprv+++=find
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
first ^rb++++=first
distinct ^jj+atrb+++=distinct
vision ^nn++++=vision
of ^in++++=of
this ^dt+dem+++=this
kind ^rb++++=kind
of ^rb"++++=of
a ^at++++=a
mother ^nn++++=mother
gives ^vbz++++=gives
her ^pp$+pp3+++=her
by ^in++++=by
the ^ati++++=the
nursery ^nn+nom+++=nursery
lamp ^nn++++=lamp,
, ^zz++++=EXTRAWORD
reading ^vbg+++xvbg+=reading
to ^in++++=to
us ^pp1o+pp1+++=us
her ^pp$+pp3+++=her
own ^ap++++=own
stories ^nns++++=stories,
, ^zz++++=EXTRAWORD
written ^j+++xvbn+=written
for ^in++++=for
ourselves ^ppls+pp1+++=ourselves,
, ^zz++++=EXTRAWORD
never ^rb++++=never
meant ^vbd+vprv++xvbn+=meant
to ^to+vcmp+++=to
go ^vbi++++=go
beyond ^in++++=beyond
that ^dt+dem+++=that
little ^ap++++=little
public ^jj++++=public
of ^in++++=of
two ^cd++++=two,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
illustrated ^vpsv++agls+xvbn+=illustrated
in ^in++++=in
colored ^jj+atrb++xvbn+=colored
crayons ^nns+++??+=crayons
by ^in++++=by
her ^pp$+pp3+++=her
own ^ap++++=own
pencil ^nn++++=pencil.
. ^zz++++=EXTRAWORD
For ^in++++=For
her ^pp$+pp3+++=her
gift ^nn++++=gift
in ^in++++=in
this ^dt+dem+++=this
direction ^nn+nom+++=direction
was ^vbd+bedz+vrb++=was
of ^in++++=of
an ^at++++=an
original ^jj+atrb+++=original
quality ^nn+nom+++=quality,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vb+hv+aux++=had
she ^pp3a+pp3+++=she
not ^xnot++not++=not
been ^vprf+ben+vrb+xvbn+=been
a ^at++++=a
writer ^nn++++=writer
she ^pp3a+pp3+++=she
must ^md+nec+++=must
have ^vb+hv+aux++=have
achieved ^vprf+++xvbnx+=achieved
something ^pn++++=something
as ^in++++=as
an ^at++++=an
artist ^nn++++=artist.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
to ^to++++=to
keep ^vbi++++=keep
the ^ati++++=the
standards ^nns++++=standards
up ^rp++++=up,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^rb++++=a
little ^rb"++++=little
girl ^nn++++=girl's
's ^vbz+bez+vrb++0=EXTRAWORD
filial ^jj+atrb+++=filial
adoration ^nn+nom+++=adoration
down ^in+strn+++=down,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
these ^dt+dem+++=these
readings ^nns++++=readings
ended ^vbd+++xvbn+=ended
with ^in++++=with
some ^dti++++=some
classic ^jj+atrb+++=classic
Wordsworth ^np++++=Wordsworth,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
remember ^nn+nom+++=remember
most ^ql+emph+++=most
often ^rb++++=often
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
are ^vb+ber+vrb++=are
Seven ^cd++++=Seven,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
or ^cc++++=or
" ^zz++++="Lucy
lucy ^np++++=EXTRAWORD
Gray ^np++++=Gray."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
certain ^jj+pred+++=certain
that ^tht+jcmp+++=that
I ^pp1a+pp1+++=I
very ^ql+amp+++=very
early ^jj++++=early
had ^vb+hv+vrb++=had
the ^ati++++=the
conviction ^nn+nom+++=conviction
that ^tht+ncmp+++=that
a ^at++++=a
mother ^nn++++=mother
was ^vbd+bedz+vrb++=was
a ^at++++=a
being ^nn++++=being
of ^in++++=of
power ^nn++++=power
and ^cc++++=and
importance ^nn+nom+++=importance
to ^in++++=to
the ^ati++++=the
world ^nn++++=world;
; ^zz++++=EXTRAWORD
but ^cs+sub+++=but
that ^cs"++++=that
the ^ati++++=the
world ^nn++++=world
had ^vb+hv+vrb++=had
no ^at++++=no
business ^nns+nom+++=business
with ^in++++=with
her ^pp$+pp3+++=her
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
wanted ^vbd+++xvbn+=wanted
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
In ^in++++=In
a ^at++++=a
word ^nn++++=word,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
a ^at++++=a
strong ^jj+atrb+++=strong
and ^cc+phrs+++=and
lovely ^jj+atrb+++=lovely
symmetry ^nn++++=symmetry
a ^at++++=a
woman ^nn++++=woman
whose ^whp+rel+obj++=whose
heart ^nn++++=heart
had ^vb+hv+aux++=had
not ^xnot++not++=not
enfeebled ^vbd+++xvbn+=enfeebled
her ^pp$+pp3+++=her
head ^jjb++++=head,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
whose ^whp+who+++=whose
head ^nn++++=head
could ^md+pos+++=could
never ^rb++++=never
freeze ^nn++++=freeze
her ^pp3o+pp3+++=her
heart ^nn++++=heart.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hardly ^rb+down+++=hardly
know ^vb+vprv+++=know
which ^wdt+who+whcl++=which
of ^in++++=of
those ^dt+dem+++=those
charming ^jj+atrb++xvbg+=charming
ways ^nns++++=ways
in ^in++++=in
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
learned ^vbd+++xvbnx+=learned
to ^to+vcmp+++=to
spell ^vbi++++=spell
the ^ati++++=the
word ^nn++++=word
motherhood ^nn+nom+++=motherhood
impressed ^vwbn+++xvbn+=impressed
me ^pp1o+pp1+++=me
most ^ap+emph+++=most.
. ^zz++++=EXTRAWORD
All ^abn++++=All
seemed ^vb+++xvbn+=seemed
to ^to+vcmp+++=to
go ^vbi++++=go
on ^in++++=on
together ^nn+nom+++=together
side ^nn++++=side
by ^in++++=by
side ^nn++++=side
and ^cc++++=and
step ^nn++++=step
by ^in++++=by
step ^nn++++=step.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
she ^pp3a+pp3+++=she
sits ^vbz++++=sits
correcting ^jj+atrb++xvbg+=correcting
proof ^nn++++=proof-sheets,
- ^zz++++=EXTRAWORD
sheets ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
now ^rn+tm+++=now
she ^pp3a+pp3+++=she
is ^vbz+bez+aux++=is
painting ^vbg+++xvbgx+=painting
apostles ^nns++++=apostles
for ^in++++=for
the ^ati++++=the
baby ^nn++++=baby's
's ^$++++=EXTRAWORD
first ^rb++++=first
Bible ^nn++++=Bible
lesson ^nn++++=lesson.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
she ^pp3a+pp3+++=she
is ^vbz+bez+aux++=is
writing ^vbg+++xvbgx+=writing
her ^pp3o+pp3+++=her
new ^jj+atrb+++=new
book ^nn++++=book,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
now ^rn+tm+++=now
she ^pp3a+pp3+++=she
is ^vbz+bez+aux++=is
dyeing ^vbg+++xvbgx+=dyeing
things ^nns++++=things
canary ^nn++++=canary-yellow
- ^zz++++=EXTRAWORD
yellow ^jj++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
white ^jj++++=white-oak
- ^zz++++=EXTRAWORD
oak ^nn++++=EXTRAWORD
dye ^nn++++=dye
for ^in++++=for
the ^ati++++=the
professor ^nn++++=professor's
's ^$++++=EXTRAWORD
salary ^nn++++=salary
is ^vbz+bez+vrb++=is
small ^jj+pred+++=small,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
crushing ^jj+atrb++xvbg+=crushing
economy ^nn++++=economy
was ^vbd+bedz+vrb++=was
in ^in++++=in
those ^dt+dem+++=those
days ^nns++++=days
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
conditions ^nns+nom+++=conditions
of ^in++++=of
faculty ^nn++++=faculty
life ^nn++++=life
on ^in++++=on
Andover ^np+++??+=Andover
Hill ^nn++++=Hill.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
for ^in++++=for
her ^pp$+pp3+++=her
practical ^jj+atrb+++=practical
ingenuity ^nn+nom+++=ingenuity
was ^vbd+bedz+vrb++=was
unlimited ^jj+pred+++=unlimited
she ^pp3a+pp3+++=she
is ^vbz+bez+aux++=is
whittling ^nvbg+++xvbg+=whittling
little ^jj+atrb+++=little
wooden ^jj+atrb+++=wooden
feet ^nns++++=feet
to ^to++++=to
stretch ^vbi++++=stretch
the ^ati++++=the
children ^nns++++=children's
's ^$++++=EXTRAWORD
stockings ^nns++++=stockings
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
to ^to++++=to
save ^vbi++++=save
them ^pp3o+pp3+++=them
from ^in++++=from
shrinking ^xvbg+++xvbg+=shrinking;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
now ^rn+tm+++=now
she ^pp3a+pp3+++=she
is ^vbz+bez+aux++=is
reading ^vbg+++xvbgx+=reading
to ^in++++=to
us ^pp1o+pp1+++=us
from ^in++++=from
the ^ati++++=the
old ^jj+atrb+++=old,
, ^zz++++=EXTRAWORD
red ^jj+atrb+++=red
copy ^nn++++=copy
of ^in++++=of
Hazlitt ^np++++=Hazlitt's
's ^$++++=EXTRAWORD
" ^zz++++="British
british ^jj+atrb+++=EXTRAWORD
Poets ^nns++++=Poets,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
by ^in++++=by
the ^ati++++=the
register ^nn+nom+++=register,
, ^zz++++=EXTRAWORD
upon ^in++++=upon
a ^at++++=a
winter ^nn++++=winter
night ^nn++++=night.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
she ^pp3a+pp3+++=she
is ^vbz+bez+vrb++=is
a ^at++++=a
popular ^jj+atrb+++=popular
writer ^nn++++=writer,
, ^zz++++=EXTRAWORD
incredulous ^jj++++=incredulous
of ^in++++=of
her ^pp3o+pp3+++=her
first ^od++++=first
success ^nns+nom+++=success,
, ^zz++++=EXTRAWORD
with ^in++++=with
her ^pp$+pp3+++=her
future ^jjb++++=future
flashing ^jj+++xvbg+=flashing
before ^in++++=before
her ^pp$+pp3+++=her;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
now ^rn+tm+++=now
she ^pp3a+pp3+++=she
is ^vbz+bez+vrb++=is
a ^at++++=a
tired ^jj+atrb++xvbn+=tired,
, ^zz++++=EXTRAWORD
tender ^jj+atrb+++=tender
mother ^nn++++=mother,
, ^zz++++=EXTRAWORD
crooning ^jj++++=crooning
to ^in++++=to
a ^at++++=a
sick ^jj+atrb+++=sick
child ^nn++++=child,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
Ms ^nn++++=MS.
. ^zz++++=EXTRAWORD
lies ^vbz++++=lies
unprinted ^vbd+++xvbn+=unprinted
on ^in++++=on
the ^ati++++=the
table ^nn++++=table,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
publishers ^nns+nom+++=publishers
are ^vb+ber+aux++=are
wishing ^vbg+++xvbgx+=wishing
their ^pp$+pp3+++=their
professor ^nn++++=professor's
's ^$++++=EXTRAWORD
wife ^nn++++=wife
were ^vbd+bed+vrb++=were
a ^at++++=a
free ^jj+atrb+++=free
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
childless ^jj++++=childless
and ^cc+phrs+++=and
solitary ^jj++++=solitary,
, ^zz++++=EXTRAWORD
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
send ^vb++++=send
copy ^nn++++=copy
as ^ql++++=as
fast ^rb++++=fast
as ^ql++++=as
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
wanted ^vpsv++agls+xvbnx+=wanted.
. ^zz++++=EXTRAWORD
The ^ati++++=The
struggle ^nn++++=struggle
killed ^vbd+++xvbn+=killed
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
fought ^vbd+++xvbnx+=fought
till ^cs+sub+++=till
she ^pp3a+pp3+++=she
fell ^vbd+++xvbnx+=fell.
. ^zz++++=EXTRAWORD
In ^in++++=In
these ^dt+dem+++=these
different ^jj+atrb+++=different
days ^nns++++=days,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when,
, ^zz++++=EXTRAWORD
" ^zz++++="Pealing,
pealing ^nn+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
clock ^nn++++=clock
of ^in++++=of
time ^nn++++=time
Has ^vbz+hvz+aux++=Has
struck ^vprf+++xvbnx+=struck
the ^ati++++=the
Woman ^np++++=Woman's
's ^$++++=EXTRAWORD
Hour ^nn++++=Hour,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
sometimes ^rb++splt++=sometimes
been ^vprf+ben+vrb+xvbnx+=been
glad ^jj++++=glad,
, ^zz++++=EXTRAWORD
as ^ql++++=as
my ^pp$+pp1+++=my
time ^nn++++=time
came ^vbd+++xvbn+=came
to ^to++++=to
face ^vbi++++=face
the ^ati++++=the
long ^jj+atrb+++=long
question ^nn+nom+++=question
which ^whp+rel+obj++=which
life ^nn++++=life
puts ^vbz++++=puts
today ^nr+tm+++=to-day
to ^in++++=to
all ^abn++++=all
women ^nns++++=women
who ^whp+rel+subj++=who
think ^vb+vprv+++=think
and ^cc+phrs+++=and
feel ^vb+vprv+++=feel,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
who ^whp+rel+obj++=who
care ^nn++++=care
for ^in++++=for
other ^ap++++=other
women ^nns++++=women
and ^cc++++=and
are ^vb+ber+vrb++=are
loyal ^jj+pred+++=loyal
to ^in++++=to
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
those ^dt+dem+++=those
early ^jj+atrb+++=early
visions ^nns++++=visions
of ^in++++=of
my ^pp$+pp1+++=my
own ^ap++++=own
to ^to++++=to
look ^vbi++++=look
upon ^in+strn+++=upon.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
learning ^vbg+vprv++xvbgx+=learning
why ^wrb+who+whcl++=why
the ^ati++++=the
sun ^nn++++=sun
rose ^vbd+++xvbn+=rose
and ^cc++++=and
the ^ati++++=the
moon ^np++++=moon
set ^vbd+++xvbn+=set,
, ^zz++++=EXTRAWORD
how ^wrb+who+++=how
the ^ati++++=the
flowers ^nns+nom+++=flowers
grew ^vbd+++xvbn+=grew
and ^cc++++=and
the ^ati++++=the
rain ^nn++++=rain
fell ^vbd+++xvbn+=fell,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
God ^np++++=God
and ^cc++++=and
heaven ^nn++++=heaven
and ^cc++++=and
art ^nn++++=art
and ^cc++++=and
letters ^nns+nom+++=letters
existed ^vbd+++xvbn+=existed,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
intelligent ^jj+pred+++=intelligent
to ^to++++=to
say ^vbi+vpub+++=say
one ^cd1++++=one's
's ^vbz+bez+vrb++0=EXTRAWORD
prayers ^nns+nom+++=prayers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^cs+sub+++=that
well ^rb++++=well-bred
- ^zz++++=EXTRAWORD
bred ^jj+atrb+++=EXTRAWORD
children ^nns++++=children
never ^rb++++=never
told ^vbd+vpub++xvbn+=told
a ^at++++=a
lie ^nn++++=lie,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
learned ^vbd+vprv++xvbnx+=learned
that ^tht+vcmp+++=that
a ^at++++=a
mother ^nn++++=mother
can ^md+pos+++=can
be ^vb+be+vrb++=be
strong ^jj+pred+++=strong
and ^cc++++=and
still ^rb++++=still
be ^vb+be+vrb++=be
sweet ^jj+pred+++=sweet,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sweet ^jj++++=sweet
although ^cs+con+++=although
she ^pp3a+pp3+++=she
is ^vbz+bez+vrb++=is
strong ^jj+pred+++=strong;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
whom ^whp+wpor+++=whom
the ^ati++++=the
world ^nn++++=world
and ^cc++++=and
her ^pp$+pp3+++=her
children ^nns++++=children
both ^abx++++=both
have ^vb+hv+vrb++=have
need ^nn++++=need
of ^in+strn+++=of,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
of ^in++++=of
more ^rbr++++=more
value ^nn++++=value
to ^in++++=to
each ^dt++++=each,
, ^zz++++=EXTRAWORD
for ^in++++=for
this ^dt+dem+++=this
very ^ap+amp+++=very
reason ^nn++++=reason.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub+tht0+xvbnx+=said
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
impossible ^jj+pred+++=impossible
to ^to+jcmp+++=to
be ^vbi++vrb++=be
her ^pp$+pp3+++=her
daughter ^nn+nom+++=daughter
and ^cc++++=and
not ^xnot++not++=not
to ^to++++=to
write ^vbi++++=write.
. ^zz++++=EXTRAWORD
Rather ^rb+cnj+++=Rather,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
should ^md+nec+++=should
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
impossible ^jj++++=impossible
to ^to+jcmp+++=to
be ^vbi++vrb++=be
their ^pp$+pp3+++=their
daughter ^nn+nom+++=daughter
and ^cc++++=and
not ^xnot++not++=not
to ^to++++=to
have ^vbi++vrb++=have
something ^pn++++=something
to ^to++++=to
say ^vbi+vpub+++=say,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
pen ^nn++++=pen
to ^to++++=to
say ^vbi+vpub+++=say
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
comparatively ^rb++++=comparatively
recent ^jj+atrb+++=recent
close ^nn++++=close
of ^in++++=of
my ^pp$+pp1+++=my
father ^nn++++=father's
's ^$++++=EXTRAWORD
life ^nn++++=life
has ^vbz+hvz+vrb++=has
not ^xnot++not++=not
left ^jj+++xvbn+=left
him ^pp3o+pp3+++=him
yet ^rb++++=yet
forgotten ^vprf+++xvbn+=forgotten,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
can ^md+pos+++=can
hardly ^rb+down+++=hardly
be ^vb+be+vrb++=be
necessary ^jj+pred+++=necessary
for ^in++++=for
me ^pp1o+pp1+++=me
to ^to++++=to
do ^vbi++++=do
more ^ql++++=more
than ^cs+sub+++=than
to ^to++++=to
refer ^vbi++++=refer
to ^in++++=to
the ^ati++++=the
name ^nn++++=name
of ^in++++=of
Austin ^np++++=Austin
Phelps ^np+++??+=Phelps
to ^to++++=to
recall ^vbi+vprv+++=recall
to ^in++++=to
that ^dt+dem+++=that
part ^nn++++=part
of ^in++++=of
our ^pp$+pp1+++=our
public ^nn++++=public
which ^whp+rel+subj++=which
knew ^vbd+vprv++xvbn+=knew
and ^cc+phrs+++=and
loved ^vbd+++xvbn+=loved
him ^pp3o+pp3+++=him
the ^ati++++=the
quality ^nn+nom+++=quality
of ^in++++=of
his ^pp$+pp3+++=his
work ^nn++++=work.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
Still ^rb+atrb+++=Still
Hour ^nn++++=Hour"
" ^zz++++=EXTRAWORD
is ^vbz+bez+aux++=is
yet ^rb++splt++=yet
read ^vpsv++agls+xvbnx+=read,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
enough ^qlp++++=enough
who ^whp+who+++=who
remember ^nn+nom+++=remember
how ^wrb+who+++=how
widely ^rb++++=widely
this ^dt+dem+++=this
book ^nn++++=book
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
known ^vpsv++agls+xvbnx+=known
and ^cc+phrs+++=and
loved ^vbd+++xvbn+=loved,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
how ^wrb+who+++=how
marked ^jj+++xvbn+=marked
was ^vbd+bedz+vrb++=was
the ^ati++++=the
literary ^jj+atrb+++=literary
gift ^nn++++=gift
in ^in++++=in
all ^abn++++=all
the ^ati++++=the
professor ^nn++++=professor's
's ^$++++=EXTRAWORD
work ^nn++++=work.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
has ^vbz+hvz+aux++=has
fallen ^vprf+++xvbn+=fallen
to ^in++++=to
me ^pp1o+pp1+++=me
otherwise ^rb+cnj+++=otherwise
to ^to++++=to
say ^vbi+vpub+++=say
so ^ql++++=so
much ^ap++++=much
of ^in++++=of
my ^pp$+pp1+++=my
peculiar ^jj+atrb+++=peculiar
indebtedness ^nns+nom+++=indebtedness
to ^in++++=to
my ^pp$+pp1+++=my
father ^nn++++=father,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
forbid ^vb+vsua+tht0++=forbid
myself ^ppl+pp1+++=myself,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
spare ^vb++++=spare
my ^pp$+pp1+++=my
[ ^zz++++=[pg
pg ^nn+++??+=EXTRAWORD
56 ^cd++++=56]
] ^zz++++=EXTRAWORD
reader ^nn++++=reader,
, ^zz++++=EXTRAWORD
too ^ql++++=too
much ^ap++++=much
repetition ^nn+nom+++=repetition
of ^in++++=of
a ^at++++=a
loving ^jj+atrb++xvbg+=loving
credit ^nn++++=credit
which ^whp+rel+obj++=which
it ^pp3+it+++=it
would ^md+prd+++=would
not ^xnot++not++=not
be ^vb+be+vrb++=be
possible ^jj+pred+++=possible
altogether ^nn+nom+++=altogether
to ^to++++=to
omit ^vbi++++=omit
from ^in++++=from
this ^dt+dem+++=this
