Something ^pn++++=SOMETHING
? ^zz++++=EXTRAWORD
Did ^vbd+dod+aux++=Did
she ^pp3a+pp3+++=she
ever ^rb++++=ever
eat ^vb++++=eat
watermelon ^nn++++=watermelon?
? ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
the ^ati++++=the
appendix ^nn++++=appendix
" ^zz++++="
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Steve ^np++++=Steve
shook ^vbd+++xvbn+=shook
his ^pp$+pp3+++=his
head ^jjb++++=head
wearily ^rb++++=wearily.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
just ^rb+emph+++=just
a ^at++++=a
thought ^nn+++xvbn+=thought."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Doctor ^nn++++=Doctor
Blair ^np+++??+=Blair
drove ^vbd+++xvbn+=drove
slowly ^rb++++=slowly
off ^in+pl+++=off
down ^rp++++=down
the ^ati++++=the
narrow ^jj+atrb+++=narrow
tree ^nn++++=tree-lined
- ^zz++++=EXTRAWORD
lined ^vwbn+++xvbn+=EXTRAWORD
street ^npl++++=street,
, ^zz++++=EXTRAWORD
leaving ^vbg+++xvbg+=leaving
two ^cd++++=two
dark ^jj+atrb+++=dark
streaks ^nns++++=streaks,
, ^zz++++=EXTRAWORD
two ^cd++++=two
soiled ^jj+atrb+++=soiled
lines ^nns++++=lines
that ^tht+rel+subj++=that
marred ^vbd+++xvbn+=marred
the ^ati++++=the
pale ^nn++++=pale,
, ^zz++++=EXTRAWORD
glistening ^jj+atrb+++=glistening
snow ^nn++++=snow.
. ^zz++++=EXTRAWORD
" ^zz++++="Stop
stop ^vb++++=EXTRAWORD
here ^rn+pl+++=here,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Steve ^np++++=Steve
murmured ^vbd+++xvbn+=murmured.
. ^zz++++=EXTRAWORD
Ed ^np++++=Ed
Patterson ^np++++=Patterson
brought ^vbd+++xvbn+=brought
the ^ati++++=the
car ^nn++++=car
to ^in++++=to
a ^at++++=a
halt ^vb++++=halt
at ^rb++++=at
the ^ati++++=the
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
street ^nn++++=street.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
turned ^vbd+++xvbnx+=turned
off ^in+pl+++=off
the ^ati++++=the
motor ^nn++++=motor.
. ^zz++++=EXTRAWORD
The ^ati++++=The
two ^cd++++=two
men ^nns++++=men
sat ^vbd+++xvbn+=sat
in ^in++++=in
silence ^nn+nom+++=silence,
, ^zz++++=EXTRAWORD
neither ^dt++neg++=neither
of ^in++++=of
them ^pp3o+pp3+++=them
speaking ^nvbg+++xvbg+=speaking.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
street ^nn++++=street
children ^nns++++=children
were ^vbd+bed+aux++=were
playing ^vbg+++xvbgx+=playing.
. ^zz++++=EXTRAWORD
A ^at++++=A
high ^jj+atrb+++=high
school ^nn++++=school
boy ^nn++++=boy
was ^vbd+bedz+aux++=was
mowing ^vbg+++xvbgx+=mowing
a ^at++++=a
lawn ^nn++++=lawn,
, ^zz++++=EXTRAWORD
pushing ^nvbg+++xvbg+=pushing
the ^ati++++=the
machine ^nn++++=machine
over ^in++++=over
the ^ati++++=the
wet ^jj+atrb+++=wet
grass ^nn++++=grass.
. ^zz++++=EXTRAWORD
The ^ati++++=The
street ^nn++++=street
was ^vbd+bedz+vrb++=was
dark ^jj+pred+++=dark
in ^in++++=in
the ^ati++++=the
shade ^nn++++=shade
of ^in++++=of
the ^ati++++=the
great ^jj+atrb+++=great
trees ^nns++++=trees
growing ^vwbg+++xvbg+=growing
along ^in++++=along
each ^dt++++=each
side ^nn++++=side.
. ^zz++++=EXTRAWORD
" ^zz++++="Nice,"
nice ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ed ^np++++=Ed
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
Steve ^np++++=Steve
nodded ^vbd+++xvbn+=nodded
without ^in++++=without
answering ^nn++++=answering.
. ^zz++++=EXTRAWORD
Moodily ^rb+cnj+++=Moodily,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
watched ^vbd+++xvbnx+=watched
a ^at++++=a
young ^jj+atrb+++=young
girl ^nn++++=girl
walking ^vwbg+++xvbg+=walking
by ^in+strn+++=by,
, ^zz++++=EXTRAWORD
a ^at++++=a
shopping ^jj+atrb++xvbg+=shopping
bag ^nn++++=bag
under ^in++++=under
her ^pp$+pp3+++=her
arm ^vb++++=arm.
. ^zz++++=EXTRAWORD
The ^ati++++=The
girl ^nn++++=girl
climbed ^vbd+++xvbn+=climbed
the ^ati++++=the
stairs ^nns++++=stairs
of ^in++++=of
a ^at++++=a
porch ^nn++++=porch
and ^cc++++=and
disappeared ^vpsv++agls+xvbn+=disappeared
into ^in++++=into
an ^at++++=an
old ^jj++++=old-fashioned
- ^zz++++=EXTRAWORD
fashioned ^vwbn+++xvbn+=EXTRAWORD
yellow ^jj+atrb+++=yellow
house ^npl++++=house.
. ^zz++++=EXTRAWORD
Steve ^np++++=Steve
pushed ^vwbn+++xvbn+=pushed
the ^ati++++=the
car ^nn++++=car
door ^nn++++=door
open ^nn++++=open.
. ^zz++++=EXTRAWORD
" ^zz++++="Come
come ^vprf+++xvbn+=EXTRAWORD
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
Let ^vb++++0=Let's
us ^pp1o+pp1+++=EXTRAWORD
get ^vb++++=get
it ^pp3+it+++=it
over ^rb++++=over
with ^in+strn+++=with."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ed ^np++++=Ed
lifted ^vbd+++xvbn+=lifted
the ^ati++++=the
wreath ^nn++++=wreath
of ^in++++=of
flowers ^nns+nom+++=flowers
from ^in++++=from
the ^ati++++=the
back ^jjb+atrb+++=back
seat ^nn++++=seat
and ^cc++++=and
put ^vb+++xvbn+=put
them ^pp3o+pp3+++=them
in ^in++++=in
his ^pp$+pp3+++=his
son ^nn++++=son's
's ^$++++=EXTRAWORD
lap ^nn++++=lap.
. ^zz++++=EXTRAWORD
" ^zz++++="You'll
you ^pp2+pp2+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
have ^md"++pmd"++=have
to ^md+nec+++=to
carry ^vb++++=carry
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
your ^pp$+pp2+++=your
job ^nn++++=job."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="All
all ^abn++++=EXTRAWORD
right ^jj++++=right."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Steve ^np++++=Steve
grabbed ^vbd+++xvbn+=grabbed
the ^ati++++=the
flowers ^nns+nom+++=flowers
and ^cc++++=and
stepped ^vbd+++xvbn+=stepped
out ^rp+pl+++=out
onto ^in++++=onto
the ^ati++++=the
pavement ^nn+nom+++=pavement.
. ^zz++++=EXTRAWORD
The ^ati++++=The
two ^cd++++=two
men ^nns++++=men
walked ^vbd+++xvbn+=walked
up ^rp++++=up
the ^ati++++=the
street ^nn++++=street
together ^nn+nom+++=together,
, ^zz++++=EXTRAWORD
silent ^jj++++=silent
and ^cc+phrs+++=and
thoughtful ^jj++++=thoughtful.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
been ^vpsv++agls+xvbnx+=been
seven ^cd++++=seven
or ^cc++++=or
eight ^cd++++=eight
months ^nns++++=months,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Steve ^np++++=Steve
said ^vbd+vpub++xvbn+=said
abruptly ^rb++++=abruptly.
. ^zz++++=EXTRAWORD
" ^zz++++="At
at ^rb++++=EXTRAWORD
least ^rb"++++=least."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ed ^np++++=Ed
lit ^vbd+++xvbn+=lit
the ^ati++++=the
cigar ^nn++++=cigar
as ^ql++++=as
they ^pp3a+pp3+++=they
walked ^vbd+++xvbnx+=walked
along ^in+strn+++=along,
, ^zz++++=EXTRAWORD
puffing ^vbg+++xvbg+=puffing
clouds ^nns++++=clouds
of ^in++++=of
gray ^np++++=gray
smoke ^nn++++=smoke
around ^rp++++=around
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
" ^zz++++="Maybe
maybe ^rb+hdg+++=EXTRAWORD
a ^rb++++=a
little ^rb"++++=little
more ^rbr++++=more."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
never ^rb++++=never
should ^md+nec+++=should
have ^vb+hv+aux++=have
brought ^vprf+++xvbnx+=brought
her ^pp$+pp3+++=her
up ^rp++++=up
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
lived ^vbd+++xvbnx+=lived
in ^in++++=in
town ^nn++++=town
all ^abn++++=all
her ^pp3o+pp3+++=her
life ^nn++++=life.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
anything ^pn++++=anything
about ^in++++=about
the ^ati++++=the
country ^nn++++=country."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
would ^md+prd+++=would
have ^vb+hv+aux++=have
happened ^vprf+++xvbnx+=happened
anyhow ^rb++++=anyhow."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
we ^pp1a+pp1+++=we
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
closer ^rbr++++=closer
to ^in++++=to
a ^at++++=a
hospital ^npl+nom+++=hospital
" ^zz++++="
The ^ati++++=The
doctor ^nn++++=doctor
said ^vbd+vpub+tht0+xvbn+=said
it ^pp3+it+++=it
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
have ^vb+hv+aux++=have
made ^vprf+++xvbnx+=made
any ^dti++++=any
difference ^nn+nom+++=difference.
. ^zz++++=EXTRAWORD
Even ^cs+sub+++=Even
if ^cs+cnd+++=if
we ^pp1a+pp1+++=we'd
'd ^vbd+hvd+aux++0=EXTRAWORD
called ^vprf+++xvbnx+=called
him ^pp3o+pp3+++=him
right ^rb++++=right
away ^rp+pl+++=away
instead ^rb+cnj+++=instead
of ^in++++=of
waiting ^xvbg+++xvbg+=waiting
until ^in++++=until
morning ^nn++++=morning."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
came ^vbd+++xvbnx+=came
to ^in++++=to
the ^ati++++=the
corner ^nn++++=corner
and ^cc++++=and
turned ^vbd+++xvbn+=turned.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
as ^ql++++=as
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
" ^zz++++="
" ^zz++++="Forget
forget ^vb+vprv+tht0++=EXTRAWORD
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Steve ^np++++=Steve
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
suddenly ^rb++++=suddenly
tense ^jj++++=tense.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sounds ^nns++++=sounds
of ^in++++=of
the ^ati++++=the
children ^nns++++=children
had ^vbd+hvd+aux++=had
fallen ^vprf+++xvbn+=fallen
behind ^in+pl+++=behind
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
The ^ati++++=The
houses ^nns++++=houses
had ^vbd+hvd+aux++=had
thinned ^vprf+++xvbnx+=thinned
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
footsteps ^nns++++=footsteps
rang ^vbd+++xvbn+=rang
out ^rp+pl+++=out
against ^in++++=against
the ^ati++++=the
pavement ^nn+nom+++=pavement
as ^ql++++=as
they ^pp3a+pp3+++=they
walked ^vbd+++xvbnx+=walked
along ^in+strn+++=along.
. ^zz++++=EXTRAWORD
" ^zz++++="We're
we ^pp1a+pp1+++=EXTRAWORD
're ^vb+ber+vrb++0=EXTRAWORD
almost ^rb+hdg+++=almost
there ^rn+pl+++=there,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Steve ^np++++=Steve
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
came ^vbd+++xvbnx+=came
to ^in++++=to
a ^at++++=a
rise ^nn++++=rise.
. ^zz++++=EXTRAWORD
Beyond ^in++++=Beyond
the ^ati++++=the
rise ^nn++++=rise
was ^vbd+bedz+vrb++=was
a ^at++++=a
heavy ^jj+atrb+++=heavy
brass ^nn++++=brass
fence ^nn++++=fence,
, ^zz++++=EXTRAWORD
running ^jj+++xvbg+=running
the ^ati++++=the
length ^nn++++=length
of ^in++++=of
a ^at++++=a
small ^jj+atrb+++=small
field ^nn++++=field.
. ^zz++++=EXTRAWORD
A ^at++++=A
green ^jj+atrb+++=green
field ^nn++++=field,
, ^zz++++=EXTRAWORD
neat ^jj++++=neat
and ^cc++++=and
even ^rb++++=even.
. ^zz++++=EXTRAWORD
With ^in++++=With
carefully ^rb++++=carefully
placed ^xvbn+++xvbn+=placed
plaques ^nns+++??+=plaques
of ^in++++=of
white ^jj+atrb+++=white
marble ^nn++++=marble
criss ^nns+++??+=criss-crossing
- ^zz++++=EXTRAWORD
crossing ^vbg+++xvbg+=EXTRAWORD
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="Here
here ^rn+pl+++=EXTRAWORD
we ^pp1a+pp1+++=we
are ^vb+ber+vrb++=are,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Steve ^np++++=Steve
said ^vbd+vpub++xvbn+=said
tightly ^rb++++=tightly.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
keep ^vb++++=keep
it ^pp3+it+++=it
nice ^jj++++=nice."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Can
can ^md+pos+++=EXTRAWORD
we ^pp1a+pp1+++=we
get ^vb++++=get
in ^rb+phrv+++=in
from ^in++++=from
this ^dt+dem+++=this
side ^nn++++=side?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can
try ^vb++++=try."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ed ^np++++=Ed
started ^vbd+++xvbn+=started
along ^in++++=along
the ^ati++++=the
brass ^nn++++=brass
fence ^nn++++=fence,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
for ^in++++=for
a ^at++++=a
gate ^nn++++=gate.
. ^zz++++=EXTRAWORD
Suddenly ^rb++++=Suddenly
Steve ^np++++=Steve
halted ^vwbn+++xvbn+=halted,
, ^zz++++=EXTRAWORD
grunting ^vbg+++xvbg+=grunting.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stared ^vbd+++xvbnx+=stared
across ^in+pl+++=across
the ^ati++++=the
field ^nn++++=field,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
face ^nn++++=face
white ^jj++++=white.
. ^zz++++=EXTRAWORD
" ^zz++++="Look."
look ^vb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
is ^vbz+bez+vrb++=is
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ed ^np++++=Ed
took ^vbd+++xvbn+=took
off ^rb+phrv+++=off
his ^pp$+pp3+++=his
glasses ^nns++++=glasses
to ^to++++=to
see ^vbi+vprv+++=see.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
you ^pp2+pp2+++=you
looking ^vbg+++xvbg+=looking
at ^rb++++=at?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
right ^jj+pred+++=right."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Steve ^np++++=Steve's
's ^$++++=EXTRAWORD
voice ^nn++++=voice
was ^vbd+bedz+vrb++=was
low ^jj+pred+++=low
and ^cc++++=and
indistinct ^nn+++??+=indistinct.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
thought ^vbd+++xvbnx+=thought
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
something ^pn++++=something.
. ^zz++++=EXTRAWORD
Last ^rb++++=Last
time ^nn++++=time
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
. ^zz++++=.
. ^zz++++=.
. ^zz++++=.
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw.
. ^zz++++=EXTRAWORD
. ^zz++++=.
. ^zz++++=.
. ^zz++++=.
You ^pp2+pp2+++=You
see ^vb+vprv+tht0++=see
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
not ^xnot++not++=not
sure ^jj++++=sure.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
see ^vb+vprv+++=see
the ^ati++++=the
tree ^nn++++=tree,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
what ^wdt+who+++=what
you ^pp2+pp2+++=you
mean ^vb+vprv+++=mean."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
center ^nn++++=center
of ^in++++=of
the ^ati++++=the
neat ^jj+atrb+++=neat
green ^jj+atrb+++=green
field ^nn++++=field
the ^ati++++=the
lime ^nn++++=lime
apple ^nn++++=apple
tree ^nn++++=tree
rose ^vbd+++xvbn+=rose
proudly ^rb++++=proudly.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
bright ^jj+atrb+++=bright
leaves ^nns++++=leaves
sparkled ^vbd+++xvbn+=sparkled
in ^in++++=in
the ^ati++++=the
warm ^jj+atrb+++=warm
sunlight ^nn++++=sunlight.
. ^zz++++=EXTRAWORD
The ^ati++++=The
young ^jj+atrb+++=young
tree ^nn++++=tree
was ^vbd+bedz+vrb++=was
strong ^jj+pred+++=strong
and ^cc++++=and
very ^ql+amp+++=very
healthy ^jj++++=healthy.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
swayed ^vbd+++xvbn+=swayed
confidently ^rb++++=confidently
with ^in++++=with
the ^ati++++=the
wind ^nn++++=wind,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
supple ^jj+atrb+++=supple
trunk ^nn++++=trunk
moist ^jj++++=moist
with ^in++++=with
sweet ^nn++++=sweet
spring ^vb++++=spring
sap ^nn++++=sap.
. ^zz++++=EXTRAWORD
" ^zz++++="They're
they ^pp3a+pp3+++=EXTRAWORD
're ^vb+ber+vrb++0=EXTRAWORD
red ^jj+pred+++=red,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Steve ^np++++=Steve
said ^vbd+vpub++xvbn+=said
softly ^rb++++=softly.
. ^zz++++=EXTRAWORD
" ^zz++++="They're
they ^pp3a+pp3+++=EXTRAWORD
're ^vb+ber+vrb++0=EXTRAWORD
already ^rb++++=already
red ^jj+pred+++=red.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
the ^ati++++=the
hell ^nn++++=hell
can ^md+pos+++=can
they ^pp3a+pp3+++=they
be ^vb+be+vrb++=be
red ^jj+pred+++=red?
? ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
only ^rb+down+++=only
April ^nr++++=April.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
the ^ati++++=the
hell ^nn++++=hell
can ^md+pos+++=can
they ^pp3a+pp3+++=they
be ^vb+be+vrb++=be
red ^jj+pred+++=red
so ^ql++++=so
soon ^rb+tm+++=soon?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ed ^np++++=Ed
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
anything ^pn++++=anything
about ^in++++=about
apples ^nns++++=apples.
. ^zz++++=EXTRAWORD
A ^at++++=A
strange ^nn++++=strange
chill ^vb++++=chill
moved ^vbd+++xvbn+=moved
through ^rp++++=through
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
graveyards ^nns+++??+=graveyards
always ^rb++++=always
made ^vbd+++xvbn+=made
him ^pp3o+pp3+++=him
uncomfortable ^jj++++=uncomfortable.
. ^zz++++=EXTRAWORD
" ^zz++++="Maybe
maybe ^rb+hdg+++=EXTRAWORD
we ^pp1a+pp1+++=we
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
go ^vb++++=go."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Her
her ^pp$+pp3+++=EXTRAWORD
cheeks ^nns++++=cheeks
were ^vbd+bed+vrb++=were
that ^dt+dem+++=that
color ^nn++++=color,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Steve ^np++++=Steve
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
voice ^nn++++=voice
low ^jj++++=low.
. ^zz++++=EXTRAWORD
" ^zz++++="When
when ^wrb+who+++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
running ^vbg+++xvbgx+=running.
. ^zz++++=EXTRAWORD
Remember ^nn+nom+++=Remember?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
two ^cd++++=two
men ^nns++++=men
gazed ^vbd+++xvbn+=gazed
uneasily ^rb++++=uneasily
at ^in++++=at
the ^ati++++=the
little ^jj+atrb+++=little
apple ^nn++++=apple
tree ^nn++++=tree,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
shiny ^jj+atrb+++=shiny
red ^jj+atrb+++=red
fruit ^nn++++=fruit
glistening ^jj++++=glistening
in ^in++++=in
the ^ati++++=the
spring ^nn++++=spring
sunlight ^nn++++=sunlight,
, ^zz++++=EXTRAWORD
branches ^nns++++=branches
moving ^vwbg+++xvbg+=moving
gently ^rb++++=gently
with ^in++++=with
the ^ati++++=the
wind ^nn++++=wind.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
remember ^nn+nom+++=remember,
, ^zz++++=EXTRAWORD
all ^abn++++=all
right ^jj++++=right,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ed ^np++++=Ed
said ^vbd+vpub++xvbn+=said
grimly ^rb++++=grimly.
. ^zz++++=EXTRAWORD
" ^zz++++="Come
come ^vprf+++xvbn+=EXTRAWORD
on ^in+strn+++=on."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
took ^vbd+++xvbnx+=took
his ^pp$+pp3+++=his
son ^nn++++=son's
's ^$++++=EXTRAWORD
arm ^vb++++=arm
insistently ^jj++++=insistently,
, ^zz++++=EXTRAWORD
the ^ati++++=the
wreath ^nn++++=wreath
of ^in++++=of
flowers ^nns+nom+++=flowers
forgotten ^vwbn+++xvbn+=forgotten.
. ^zz++++=EXTRAWORD
" ^zz++++="Come
come ^vprf+++xvbn+=EXTRAWORD
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
steve ^np++++=Steve.
. ^zz++++=EXTRAWORD
let ^vb++++=Let's
us ^pp1o+pp1+++=EXTRAWORD
get ^vb++++=get
out ^rb+phrv+++=out
of ^in++++=of
here ^rn+pl+++=here."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
