Whenever ^nn+nom+++=Whenever
, ^zz++++=EXTRAWORD
instead ^rb+cnj+++=instead
of ^in++++=of
a ^at++++=a
man ^nn++++=man.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Sharp ^np++++=Sharp,
, ^zz++++=EXTRAWORD
a ^at++++=a
man ^nn++++=man
of ^in++++=of
high ^nn++++=high
standing ^vwbg+++xvbg+=standing
and ^cc++++=and
good ^jj+atrb+++=good
report ^nn++++=report,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
battling ^nvbg+++xvbg+=battling
for ^in++++=for
his ^pp$+pp3+++=his
reputation ^nn+nom+++=reputation.
. ^zz++++=EXTRAWORD
Presently ^rb+tm+++=Presently
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
dull ^jj+atrb+++=dull
sound ^nn++++=sound,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
another ^dt++++=another,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
still ^rb++++=still
one ^cd1++++=one
more ^rbr++++=more,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
blade ^nn++++=blade
flashing ^vwbg+++xvbg+=flashing
white ^jj++++=white
and ^cc++++=and
then ^rn+tm+++=then
red ^jj++++=red,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Edward ^np++++=Edward
Harris ^np++++=Harris
dropped ^vbd+++xvbn+=dropped
down ^rp++++=down
like ^in++++=like
some ^dti++++=some
stuffed ^jj+atrb++xvbn+=stuffed
effigy ^nn++++=effigy
of ^in++++=of
a ^at++++=a
man ^nn++++=man,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
boys ^nns++++=boys
make ^vb++++=make
for ^in+ppvb+++=for
sport ^nn++++=sport,
, ^zz++++=EXTRAWORD
with ^in++++=with
his ^pp$+pp3+++=his
limbs ^nns++++=limbs
all ^abn++++=all
crumpled ^jj+++xvbn+=crumpled
and ^cc+phrs+++=and
lax ^jj++++=lax,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
stone ^nn++++=stone
floor ^nn++++=floor
of ^in++++=of
the ^ati++++=the
Land ^nn++++=Land
Office ^nn++++=Office.
. ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj+atrb+++=old
watchman ^nn+nom+++=watchman
was ^vbd+bedz+vrb++=was
deaf ^jj+pred+++=deaf,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
heard ^vbn+vprv++xvbn+=heard
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
The ^ati++++=The
little ^ap++++=little
dog ^nn++++=dog
barked ^vbd+++xvbn+=barked
at ^in++++=at
the ^ati++++=the
foot ^nn++++=foot
of ^in++++=of
the ^ati++++=the
stairs ^nns++++=stairs
until ^cs+sub+++=until
his ^pp$+pp3+++=his
master ^npt++++=master
made ^vbd+++xvbn+=made
him ^pp3o+pp3+++=him
come ^vprf+++xvbn+=come
into ^in+ppvb+++=into
his ^pp$+pp3+++=his
room ^nn++++=room.
. ^zz++++=EXTRAWORD
Sharp ^jj++++=Sharp
stood ^vbd+++xvbn+=stood
there ^rn+pl+++=there
for ^in++++=for
several ^ap++++=several
minutes ^nns++++=minutes
holding ^vwbg+++xvbg+=holding
in ^in++++=in
his ^pp$+pp3+++=his
hand ^nn++++=hand
his ^pp$+pp3+++=his
bloody ^jj+atrb+++=bloody
clasp ^nn++++=clasp
knife ^nn++++=knife,
, ^zz++++=EXTRAWORD
listening ^jj+++xvbg+=listening
to ^in++++=to
the ^ati++++=the
cooing ^nn++++=cooing
of ^in++++=of
the ^ati++++=the
pigeons ^nns++++=pigeons
on ^in++++=on
the ^ati++++=the
roof ^nn++++=roof,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
loud ^jj++++=loud
ticking ^jj+++xvbg+=ticking
of ^in++++=of
the ^ati++++=the
clock ^nn++++=clock
above ^in+pl+++=above
the ^ati++++=the
receiver ^nn+nom+++=receiver's
's ^$++++=EXTRAWORD
desk ^nn++++=desk.
. ^zz++++=EXTRAWORD
A ^at++++=A
map ^nn++++=map
rustled ^vbd+++xvbn+=rustled
on ^in++++=on
the ^ati++++=the
wall ^nn++++=wall
and ^cc++++=and
his ^pp$+pp3+++=his
blood ^nn++++=blood
turned ^vbd+++xvbn+=turned
to ^in++++=to
ice ^nn++++=ice;
; ^zz++++=EXTRAWORD
a ^at++++=a
rat ^nn++++=rat
ran ^vbd+++xvbn+=ran
across ^in+ppvb+++=across
some ^dti++++=some
strewn ^xvbn+++xvbn+=strewn
papers ^nns++++=papers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
scalp ^nn++++=scalp
prickled ^vbd+++xvbn+=prickled,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
could ^md+pos+++=could
scarcely ^rb+down+splt++=scarcely
moisten ^vb++++=moisten
his ^pp$+pp3+++=his
dry ^jj+atrb+++=dry
lips ^nns++++=lips
with ^in++++=with
his ^pp$+pp3+++=his
tongue ^nn++++=tongue.
. ^zz++++=EXTRAWORD
Between ^in++++=Between
the ^ati++++=the
file ^nn++++=file
room ^nn++++=room
and ^cc++++=and
the ^ati++++=the
draftsman ^jj+atrb+++=draftsman's
's ^vbz+bez+vrb++0=EXTRAWORD
room ^nn++++=room
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
a ^at++++=a
door ^nn++++=door
that ^tht+rel+subj++=that
opens ^vbz++++=opens
on ^in++++=on
a ^at++++=a
small ^jj+atrb+++=small
dark ^jj+atrb+++=dark
spiral ^nn++++=spiral
stairway ^nn++++=stairway
that ^tht+rel+obj++=that
winds ^nns++++=winds
from ^in++++=from
the ^ati++++=the
lower ^jjr+atrb+++=lower
floor ^nn++++=floor
to ^in++++=to
the ^ati++++=the
ceiling ^nn+nom+++=ceiling
at ^in++++=at
the ^ati++++=the
top ^nn++++=top
of ^in++++=of
the ^ati++++=the
house ^nn++++=house.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
stairway ^nn++++=stairway
was ^vbd+bedz+aux++=was
not ^xnot++not++=not
used ^vbd+++xvbn+=used
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
is ^vbz+bez+vrb++=is
it ^pp3+it+++=it
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
unnecessary ^jj+pred+++=unnecessary,
, ^zz++++=EXTRAWORD
inconvenient ^jj++++=inconvenient,
, ^zz++++=EXTRAWORD
dusty ^jj++++=dusty,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dark ^jj++++=dark
as ^ql++++=as
night ^nn++++=night,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+vrb++=was
a ^at++++=a
blunder ^nn++++=blunder
of ^in++++=of
the ^ati++++=the
architect ^nn++++=architect
who ^whp+rel+subj++=who
designed ^vbd+++xvbn+=designed
the ^ati++++=the
building ^nvbg+++xvbg+=building.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
stairway ^nn++++=stairway
ends ^nns++++=ends
above ^jjb++++=above
at ^in++++=at
the ^ati++++=the
tent ^nn++++=tent-shaped
- ^zz++++=EXTRAWORD
shaped ^jj+atrb++xvbn+=EXTRAWORD
space ^nn++++=space
between ^in++++=between
the ^ati++++=the
roof ^nn++++=roof
and ^cc++++=and
the ^ati++++=the
joists ^nns++++=joists.
. ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
space ^nn++++=space
is ^vbz+bez+vrb++=is
dark ^jj+pred+++=dark
and ^cc+phrs+++=and
forbidding ^jj+++xvbg+=forbidding,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
being ^vbg+beg++xvbg+=being
useless ^jj++++=useless
is ^vbz+bez+aux++=is
rarely ^rb++splt++=rarely
visited ^vpsv++agls+xvbnx+=visited.
. ^zz++++=EXTRAWORD
Sharp ^jj++++=Sharp
opened ^jj+++xvbn+=opened
this ^dt+dem+++=this
door ^nn++++=door
and ^cc++++=and
gazed ^vpsv++agls+xvbn+=gazed
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment
up ^rp++++=up
this ^dt+dem+++=this
narrow ^jj+atrb+++=narrow
cobwebbed ^jj+atrb++xvbn+=cobwebbed
stairway ^nn++++=stairway.
. ^zz++++=EXTRAWORD
* ^zz++++=*
* ^zz++++=*
* ^zz++++=*
* ^zz++++=*
After ^cs+sub+++=After
dark ^jj++++=dark
that ^dt+dem+++=that
night ^nn++++=night
a ^at++++=a
man ^nn++++=man
opened ^vbd+++xvbn+=opened
cautiously ^rb++++=cautiously
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
lower ^jjr+atrb+++=lower
windows ^nns++++=windows
of ^in++++=of
the ^ati++++=the
Land ^nn++++=Land
Office ^nn++++=Office,
, ^zz++++=EXTRAWORD
crept ^j+++xvbn+=crept
out ^rp+pl+++=out
with ^in++++=with
great ^jj+atrb+++=great
circumspection ^nn+nom+++=circumspection
and ^cc++++=and
disappeared ^vpsv++agls+xvbn+=disappeared
in ^in++++=in
the ^ati++++=the
shadows ^nps++++=shadows.
. ^zz++++=EXTRAWORD
* ^zz++++=*
* ^zz++++=*
* ^zz++++=*
* ^zz++++=*
One ^cd1++++=One
afternoon ^nn++++=afternoon,
, ^zz++++=EXTRAWORD
a ^at++++=a
week ^nn++++=week
after ^in++++=after
this ^dt+dem+++=this
time ^nn++++=time,
, ^zz++++=EXTRAWORD
Sharp ^jj++++=Sharp
lingered ^jj+++xvbn+=lingered
behind ^in+pl+++=behind
again ^rb+tm+++=again
after ^cs+sub+++=after
the ^ati++++=the
clerks ^nns++++=clerks
had ^vbd+hvd+aux++=had
left ^vprf+++xvbnx+=left
and ^cc++++=and
the ^ati++++=the
office ^nn++++=office
closed ^vbd+++xvbn+=closed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
next ^ap++++=next
morning ^nn++++=morning
the ^ati++++=the
first ^od++++=first
comers ^nns++++=comers
noticed ^vbd+vprv++xvbn+=noticed
a ^at++++=a
broad ^jj+atrb+++=broad
mark ^nn++++=mark
in ^in++++=in
the ^ati++++=the
dust ^nn++++=dust
on ^in++++=on
the ^ati++++=the
upstairs ^jjb+atrb+++=upstairs
floor ^nn++++=floor,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
same ^ap++++=same
mark ^nn++++=mark
was ^vbd+bedz+aux++=was
observed ^vpsv++agls+xvbnx+=observed
below ^rb++++=below
stairs ^nns++++=stairs
near ^in+pl+++=near
a ^at++++=a
window ^nn++++=window.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
appeared ^vbd+seem++xvbn+=appeared
as ^cs+sub+++=as
if ^cs+cnd+++=if
some ^dti++++=some
heavy ^jj++++=heavy
and ^cc++++=and
rather ^rb++++=rather
bulky ^jj+atrb+++=bulky
object ^nn++++=object
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
dragged ^vpsv++agls+xvbnx+=dragged
along ^in++++=along
through ^in++++=through
the ^ati++++=the
limestone ^nn++++=limestone
dust ^nn++++=dust.
. ^zz++++=EXTRAWORD
A ^at++++=A
memorandum ^nn++++=memorandum
book ^nn++++=book
with ^in++++=with
" ^zz++++="E.
e ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Harris ^np++++=Harris"
" ^zz++++=EXTRAWORD
written ^xvbn+++xvbn+=written
on ^in++++=on
the ^ati++++=the
flyleaf ^nn+++??+=flyleaf
was ^vbd+bedz+aux++=was
picked ^vpsv++agls+xvbnx+=picked
up ^rp++++=up
on ^in++++=on
the ^ati++++=the
stairs ^nns++++=stairs,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
nothing ^pn++++=nothing
particular ^rb++++=particular
was ^vbd+bedz+aux++=was
thought ^vpsv++agls+xvbnx+=thought
of ^in++++=of
any ^dti++++=any
of ^in++++=of
these ^dt+dem+++=these
signs ^nns++++=signs.
. ^zz++++=EXTRAWORD
Circulars ^np+++??+=Circulars
and ^cc++++=and
advertisements ^nns+nom+++=advertisements
appeared ^vbd+seem++xvbn+=appeared
for ^in++++=for
a ^at++++=a
long ^jj+atrb+++=long
time ^nn++++=time
in ^in++++=in
the ^ati++++=the
papers ^nns++++=papers
asking ^vwbg+vsua++xvbg+=asking
for ^in++++=for
information ^nn+nom+++=information
concerning ^in++++=concerning
Edward ^np++++=Edward
Harris ^np++++=Harris,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
left ^vbd+++xvbn+=left
his ^pp$+pp3+++=his
mother ^nn++++=mother's
's ^$++++=EXTRAWORD
home ^nr++++=home
on ^in++++=on
a ^at++++=a
certain ^jj+atrb+++=certain
date ^nn++++=date
and ^cc++++=and
had ^vb+hv+aux++=had
never ^rb++splt++=never
been ^vprf+ben+aux+xvbnx+=been
heard ^vpsv++agls+xvbnx+=heard
of ^in++++=of
since ^in+strn+++=since.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
a ^at++++=a
while ^cs+sub+++=while
these ^dt+dem+++=these
things ^nns++++=things
were ^vbd+bed+aux++=were
succeeded ^vpsv++by+xvbnx+=succeeded
by ^in++++=by
affairs ^nns++++=affairs
of ^in++++=of
more ^rbr++++=more
recent ^jj+atrb+++=recent
interest ^nn++++=interest,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
faded ^vpsv++agls+xvbn+=faded
from ^in++++=from
the ^ati++++=the
public ^jj+atrb+++=public
mind ^nn++++=mind.
. ^zz++++=EXTRAWORD
* ^zz++++=*
* ^zz++++=*
* ^zz++++=*
* ^zz++++=*
Sharp ^jj++++=Sharp
died ^jj+++xvbn+=died
two ^cd++++=two
years ^nns++++=years
ago ^rb+cnj+++=ago,
, ^zz++++=EXTRAWORD
respected ^j+++xvbn+=respected
and ^cc+phrs+++=and
regretted ^jj+++xvbn+=regretted.
. ^zz++++=EXTRAWORD
The ^ati++++=The
last ^ap++++=last
two ^cd++++=two
years ^nns++++=years
of ^in++++=of
his ^pp$+pp3+++=his
life ^nn++++=life
were ^vbd+bed+aux++=were
clouded ^vpsv++agls+xvbnx+=clouded
with ^in++++=with
a ^at++++=a
settled ^jj+++xvbn+=settled
melancholy ^jj++++=melancholy
for ^in++++=for
which ^whp+rel+pied++=which
his ^pp$+pp3+++=his
friends ^nns++++=friends
could ^md+pos+++=could
assign ^vb++++=assign
no ^at++++=no
reason ^nn++++=reason.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bulk ^nn++++=bulk
of ^in++++=of
his ^pp$+pp3+++=his
comfortable ^jj+atrb+++=comfortable
fortune ^nn++++=fortune
was ^vbd+bedz+aux++=was
made ^vpsv++agls+xvbnx+=made
from ^in++++=from
the ^ati++++=the
land ^nn++++=land
he ^pp3a+pp3+++=he
obtained ^vbd+++xvbnx+=obtained
by ^in++++=by
fraud ^nn++++=fraud
and ^cc++++=and
crime ^nn++++=crime.
. ^zz++++=EXTRAWORD
The ^ati++++=The
disappearance ^nn+nom+++=disappearance
of ^in++++=of
the ^ati++++=the
file ^nn++++=file
was ^vbd+bedz+vrb++=was
a ^at++++=a
mystery ^nn+nom+++=mystery
that ^tht+rel+subj++=that
created ^vprf+++xvbn+=created
some ^dti++++=some
commotion ^nn+nom+++=commotion
in ^in++++=in
the ^ati++++=the
Land ^nn++++=Land
Office ^nn++++=Office,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
got ^vbd+++xvbnx+=got
his ^pp$+pp3+++=his
patent ^nn++++=patent.
. ^zz++++=EXTRAWORD
* ^zz++++=*
* ^zz++++=*
* ^zz++++=*
* ^zz++++=*
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
a ^at++++=a
well ^rb++++=well-known
- ^zz++++=EXTRAWORD
known ^jj+atrb++xvbn+=EXTRAWORD
tradition ^nn+nom+++=tradition
in ^in++++=in
Austin ^np++++=Austin
and ^cc++++=and
vicinity ^nn+nom+++=vicinity
that ^tht+rel+obj++=that
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
a ^at++++=a
buried ^jj+atrb++xvbn+=buried
treasure ^nn++++=treasure
of ^in++++=of
great ^jj+atrb+++=great
value ^nn++++=value
somewhere ^rb++++=somewhere
on ^in++++=on
the ^ati++++=the
banks ^nns++++=banks
of ^in++++=of
Shoal ^nn++++=Shoal
Creek ^nn++++=Creek,
, ^zz++++=EXTRAWORD
about ^in++++=about
a ^at++++=a
mile ^nn++++=mile
west ^np+pl+++=west
of ^in++++=of
the ^ati++++=the
city ^nn++++=city.
. ^zz++++=EXTRAWORD
Three ^cd++++=Three
young ^jj+atrb+++=young
men ^nns++++=men
living ^vwbg+++xvbg+=living
in ^in++++=in
Austin ^np++++=Austin
recently ^rb+tm+++=recently
became ^vbd+++xvbn+=became
possessed ^jj+++xvbn+=possessed
of ^in++++=of
what ^wdt+who+++=what
they ^pp3a+pp3+++=they
thought ^vbd+++xvbnx+=thought
was ^vbd+bedz+vrb++=was
a ^at++++=a
clue ^nn++++=clue
of ^in++++=of
the ^ati++++=the
whereabouts ^nn++++=whereabouts
of ^in++++=of
the ^ati++++=the
treasure ^nn++++=treasure,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Thursday ^nr++++=Thursday
night ^nn++++=night
they ^pp3a+pp3+++=they
repaired ^vbd+++xvbnx+=repaired
to ^in++++=to
the ^ati++++=the
place ^nn++++=place
after ^in++++=after
dark ^jj++++=dark
and ^cc+phrs+++=and
plied ^jj+++xvbn+=plied
the ^ati++++=the
pickaxe ^nn+++??+=pickaxe
and ^cc++++=and
shovel ^nn++++=shovel
with ^in++++=with
great ^jj+atrb+++=great
diligence ^nn+nom+++=diligence
for ^in++++=for
about ^in++++=about
three ^cd++++=three
hours ^nns++++=hours.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
that ^dt+dem+++=that
time ^nn++++=time
their ^pp$+pp3+++=their
efforts ^nns++++=efforts
were ^vbd+bed+aux++=were
rewarded ^vpsv++by+xvbnx+=rewarded
by ^in++++=by
the ^ati++++=the
finding ^jj+++xvbg+=finding
of ^in++++=of
a ^at++++=a
box ^nn++++=box
buried ^vwbn+++xvbn+=buried
about ^in++++=about
four ^cd++++=four
feet ^nns++++=feet
below ^in+pl+++=below
the ^ati++++=the
surface ^nn++++=surface,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
they ^pp3a+pp3+++=they
hastened ^vbd+++xvbnx+=hastened
to ^to++++=to
open ^vbi++++=open.
. ^zz++++=EXTRAWORD
The ^ati++++=The
light ^nn++++=light
of ^in++++=of
a ^at++++=a
lantern ^nn++++=lantern
disclosed ^vbd+vpub++xvbn+=disclosed
to ^in++++=to
their ^pp$+pp3+++=their
view ^nn++++=view
the ^ati++++=the
fleshless ^jj+atrb+++=fleshless
bones ^nns++++=bones
of ^in++++=of
a ^at++++=a
human ^jj+atrb+++=human
skeleton ^nn++++=skeleton
with ^in++++=with
clothing ^nn++++=clothing
still ^rb++++=still
wrapping ^vbg+++xvbg+=wrapping
its ^pp$+it+++=its
uncanny ^jj+atrb+++=uncanny
limbs ^nns++++=limbs.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
immediately ^rb+tm+++=immediately
left ^vbd+++xvbn+=left
the ^ati++++=the
scene ^nn++++=scene
and ^cc++++=and
notified ^vwbn+++xvbn+=notified
the ^ati++++=the
proper ^jj+atrb+++=proper
authorities ^nns+nom+++=authorities
of ^in++++=of
their ^pp$+pp3+++=their
ghastly ^jj++++=ghastly
find ^vb+vprv+++=find.
. ^zz++++=EXTRAWORD
On ^in++++=On
closer ^rbr++++=closer
examination ^nn+nom+++=examination,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
left ^jj+atrb++xvbn+=left
breast ^nn++++=breast
pocket ^nn++++=pocket
of ^in++++=of
the ^ati++++=the
skeleton ^nn++++=skeleton's
's ^$++++=EXTRAWORD
coat ^nn++++=coat,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+aux++=was
found ^vpsv++agls+xvbnx+=found
a ^at++++=a
flat ^nn++++=flat,
, ^zz++++=EXTRAWORD
oblong ^jj+atrb+++=oblong
packet ^nn++++=packet
of ^in++++=of
papers ^nns++++=papers,
, ^zz++++=EXTRAWORD
cut ^j+++xvbn+=cut
through ^in++++=through
and ^cc++++=and
through ^in++++=through
in ^in++++=in
three ^cd++++=three
places ^nns++++=places
by ^in++++=by
a ^at++++=a
knife ^nn++++=knife
blade ^nn++++=blade,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^rb++++=so
completely ^rb+amp+++=completely
soaked ^jj+++xvbn+=soaked
and ^cc+phrs+++=and
clotted ^jj+++xvbn+=clotted
with ^in++++=with
blood ^nn++++=blood
that ^tht+rel+obj++=that
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
become ^vprf+++xvbn+=become
an ^at++++=an
almost ^rb+hdg+++=almost
indistinguishable ^jj+atrb+++=indistinguishable
mass ^nn++++=mass.
. ^zz++++=EXTRAWORD
With ^in++++=With
the ^ati++++=the
aid ^nn++++=aid
of ^in++++=of
a ^at++++=a
microscope ^nn++++=microscope
and ^cc++++=and
the ^ati++++=the
exercise ^nn++++=exercise
of ^in++++=of
a ^rb++++=a
little ^rb"++++=little
imagination ^nn+nom+++=imagination
this ^dt+pdem+++=this
much ^rb++++=much
can ^md+pos+++=can
be ^vb+be+aux++=be
made ^vpsv++agls+xvbnx+=made
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
letter ^nn++++=letter;
; ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
top ^nn++++=top
of ^in++++=of
the ^ati++++=the
papers ^nns++++=papers:
: ^zz++++=EXTRAWORD
b ^zz++++=B--x
-- ^--+clp+++=EXTRAWORD
x ^zz++++=EXTRAWORD
a ^at++++=a----rip
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
rip ^vb++++=EXTRAWORD
n ^zz++++=N--2--92.
-- ^--+clp+++=EXTRAWORD
2--92. ^nn++++=EXTRAWORD
