Laura ^nn++++=Laura
No ^at++++=No
one ^cd1++++=one
else ^rb+cnj+++=else
had ^vbd+hvd+aux++=had
cared ^vprf+++xvbnx+=cared,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
would ^md+prd+++=would
care ^vb+vprv+++=care.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
speaks ^vbz++++=speaks
to ^in++++=to
the ^ati++++=the
dog ^nn++++=dog
pats ^nns++++=pats
him ^pp3o+pp3+++=him
tells ^vbz++++=tells
him ^pp3o+pp3+++=him
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is
all ^abn++++=all
right ^jj++++=right
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Howie ^np++++=Howie
turns ^vbz++++=turns
away ^rb+phrv+++=away.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
dog ^nn++++=dog
thinks ^vbz+vprv+tht0++=thinks
he ^pp3a+pp3+++=he
will ^md+prd+++=will
go ^vb++++=go
with ^in++++=with
this ^dt+dem+++=this
nice ^jj+atrb+++=nice
person ^nn++++=person!
! ^zz++++=EXTRAWORD
Howie ^np++++=Howie
laughs ^nns++++=laughs
and ^cc++++=and
tells ^vbz++++=tells
him ^pp3o+pp3+++=him
he ^pp3a+pp3+++=he
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
come ^vb++++=come.
. ^zz++++=EXTRAWORD
A ^rb++++=A
little ^rb"++++=little
girl ^nn++++=girl
has ^vbz+hvz+aux++=has
come ^vprf+++xvbn+=come
across ^in+ppvb+++=across
the ^ati++++=the
street ^nn++++=street.
. ^zz++++=EXTRAWORD
Howie ^np++++=Howie
tells ^vbz++++=tells
her ^pp$+pp3+++=her
to ^to++++=to
keep ^vbi++++=keep
the ^ati++++=the
dog ^nn++++=dog
from ^in++++=from
following ^xvbg+++xvbg+=following
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
again ^rb+tm+++=again
he ^pp3a+pp3+++=he
turns ^vbz++++=turns
to ^to++++=to
go ^vbi++++=go.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
just ^rb+emph+++=just
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
passes ^vbz++++=passes
from ^in++++=from
sight ^nn++++=sight
the ^ati++++=the
child ^nn++++=child
calls ^vbz++++=calls
something ^pn++++=something
to ^in++++=to
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
looks ^vbz++++=looks
back ^jjb++++=back
over ^in++++=over
his ^pp$+pp3+++=his
shoulder ^nn+nom+++=shoulder
and ^cc++++=and
smiles ^nns++++=smiles.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
sees ^vbz+vprv+++=sees
again ^rb+tm+++=again
the ^ati++++=the
smile ^nn++++=smile
that ^tht+rel+subj++=that
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
the ^ati++++=the
heart ^nn++++=heart
of ^in++++=of
her ^pp$+pp3+++=her
life ^nn++++=life.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
passes ^vbz++++=passes
from ^in++++=from
sight ^nn++++=sight.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
he ^pp3a+pp3+++=he
always ^rb++++=always
leaves ^vbz++++=leaves
friends ^nns++++=friends
behind ^in+pl+++=behind
him ^pp3o+pp3+++=him
just ^rb+emph+++=just
as ^ql++++=as
he ^pp3a+pp3+++=he
always ^rb++++=always
did ^vbd+dod+aux++=did
leave ^vb++++=leave
friends ^nns++++=friends
behind ^in+pl+++=behind
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
will ^md+prd+++=will
be ^vb+be+vrb++=be
little ^ap++++=little
murmurs ^nns++++=murmurs
of ^in++++=of
approval ^nn+nom+++=approval;
; ^zz++++=EXTRAWORD
sometimes ^rb++++=sometimes
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
applause ^nn++++=applause.
. ^zz++++=EXTRAWORD
Tonight ^nr+tm+++=Tonight
a ^at++++=a
woman ^nn++++=woman
near ^rb++++=near
Laura ^nn++++=Laura
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="Say,
say ^vb+vpub+++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
bet ^vbd+vpub+tht0+xvbnx+=bet
that ^tht+vcmp+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
an ^at++++=an
awful ^jj++++=awful
nice ^jj++++=nice
fellow ^jjb++++=fellow."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
never ^rb++++=never
left ^jj+++xvbn+=left
her ^pp3o+pp3+++=her
seat ^nn++++=seat
at ^rb++++=at
once ^rb"+tm+++=once,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
moving ^jj+++xvbg+=moving
would ^md+prd+++=would
break ^vb++++=break
a ^at++++=a
spell ^nn++++=spell.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^rb++++=a
little ^rb"++++=little
while ^cs+sub+++=while
after ^cs+sub+++=after
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
seen ^vprf+++xvbnx+=seen
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
smile ^nn++++=smile
would ^md+prd+++=would
stay ^vb++++=stay
with ^in++++=with
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
it ^pp3+it+++=it
would ^md+prd+++=would
fade ^vb++++=fade,
, ^zz++++=EXTRAWORD
as ^ql++++=as
things ^nns++++=things
fade ^vb++++=fade
in ^in++++=in
the ^ati++++=the
motion ^nn++++=motion
pictures ^nns++++=pictures.
. ^zz++++=EXTRAWORD
Somehow ^rb++++=Somehow
she ^pp3a+pp3+++=she
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
really ^rb+emph+++=really
have ^vb+hv+vrb++=have
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
why ^wrb+who+++=why
she ^pp3a+pp3+++=she
had ^md"++pmd"++=had
to ^md+nec+++=to
keep ^vb++++=keep
coming ^vbg+++xvbg+=coming
constantly ^rb++++=constantly
reaching ^vbg+++xvbg+=reaching
out ^rb+phrv+++=out
for ^in+ppvb+++=for
something ^pn++++=something
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
hers ^pp$$++++=hers
to ^to++++=to
keep ^vbi++++=keep.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
her ^pp$+pp3+++=her
moment ^nn++++=moment
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
rose ^vbd+++xvbnx+=rose
and ^cc+phrs+++=and
walked ^vbd+++xvbn+=walked
down ^rp++++=down
the ^ati++++=the
aisle ^nn++++=aisle.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
hard ^jj++++=hard
to ^to+jcmp+++=to
go ^vbi++++=go
away ^rp+pl+++=away
tonight ^nr+tm+++=tonight.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
all ^abn++++=all
the ^ati++++=the
time ^nn++++=time
the ^ati++++=the
fear ^vb++++=fear
that ^tht+vcmp+++=that
what ^wdt+who+++=what
happened ^vbd+++xvbn+=happened
the ^ati++++=the
night ^nn++++=night
before ^cs+sub+++=before
would ^nn++++=would
happen ^vb+++??+=happen
again ^rb+tm+++=again
that ^cs+sub+++=that
she ^pp3a+pp3+++=she
would ^md+prd+++=would
not ^xnot++not++=not
see ^vb+vprv+++=see
Howie ^np++++=Howie,
, ^zz++++=EXTRAWORD
after ^in++++=after
all ^abn++++=all.
. ^zz++++=EXTRAWORD
That ^cs+sub+++=That
made ^vprf+++xvbn+=made
her ^pp$+pp3+++=her
so ^pn+emph+++=so
tense ^jj++++=tense
that ^dt+dem+++=that
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
exhausted ^vpsv++agls+xvbnx+=exhausted
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then
" ^zz++++="munitions"
munitions ^nns+nom+++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
" ^zz++++="scrap-heap."
scrap ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
heap ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
because ^cs+cos+++=because
of ^in"++++=of
all ^abn++++=all
this ^dt+dem+++=this
that ^dt+dem+++=that
tonight ^nr+tm+++=tonight
her ^pp$+pp3+++=her
moment ^nn++++=moment
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
so ^ql+emph+++=so
brief ^jj++++=brief.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
for ^in++++=for
an ^at++++=an
instant ^nn+nom+++=instant
Howie ^np++++=Howie's
's ^$++++=EXTRAWORD
smile ^nn++++=smile
had ^vbd+hvd+aux++=had
brought ^vprf+++xvbnx+=brought
her ^pp$+pp3+++=her
into ^in++++=into
life ^nn++++=life.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
gone ^vpsv++agls+xvbnx+=gone
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vbd+hvd+aux++=had
passed ^vprf+++xvbnx+=passed.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+aux++=was
so ^ql++++=so
worn ^vwbn+++xvbn+=worn
that ^dt+pdem+++=that
when ^wrb+who+++=when,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
her ^pp3o+pp3+++=her
brother ^npt++++=brother
Tom ^np++++=Tom
stepped ^vbd+++xvbn+=stepped
up ^in+cmpx+++=up
to ^in"++++=to
her ^pp$+pp3+++=her
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
much ^ap++++=much
surprised ^jj+++xvbn+=surprised
or ^cc++++=or
even ^rb++++=even
angry ^jj++++=angry.
. ^zz++++=EXTRAWORD
Tom ^np++++=Tom
had ^vb+hv+vrb++=had
no ^at++++=no
business ^nns+nom+++=business
to ^to++++=to
be ^vbi+vbi+aux++=be
following ^vbg+++xvbgx+=following
her ^pp3o+pp3+++=her
about ^in+strn+++=about.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
told ^vprf+++xvbnx+=told
him ^pp3o+pp3+++=him
that ^cs+sub+++=that
she ^pp3a+pp3+++=she
would ^md+prd+++=would
have ^md"++pmd"++=have
to ^md+nec+++=to
manage ^vb++++=manage
it ^pp3+it+++=it
her ^pp$+pp3+++=her
own ^ap++++=own
way ^nn++++=way
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
would ^md+prd+++=would
have ^md"++pmd"++=have
to ^md+nec+++=to
let ^vb+++xvbn+=let
her ^pp$+pp3+++=her
alone ^rb++++=alone.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
here ^rn+pl+++=here
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
again ^rb+tm+++=again
to ^in++++=to
trouble ^nn++++=trouble
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
to ^to++++=to
talk ^vbi++++=talk
to ^in++++=to
her ^pp$+pp3+++=her
about ^in++++=about
being ^xvbg+++xvbg+=being
brave ^jj++++=brave
and ^cc+phrs+++=and
sane ^jj++++=sane
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
when ^wrb+who+whcl++=when
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=didn't
n't ^xnot++not++0=EXTRAWORD
have ^vb+hv+vrb++=have
any ^dti++++=any
idea ^nn++++=idea
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
talking ^vbg+++xvbgx+=talking
about ^in+strn+++=about!
! ^zz++++=EXTRAWORD
But ^cc+cls+++=But
it ^pp3+it+++=it
did ^vbd+dod+vrb++=didn't
n't ^xnot++not++0=EXTRAWORD
matter ^nn++++=matter
not ^xnot++not++=not
tonight ^nr+tm+++=tonight.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
him ^pp3o+pp3+++=him
do ^vb+do+aux++=do
things ^nns++++=things
get ^vb++++=get
the ^ati++++=the
tickets ^nns++++=tickets
and ^cc++++=and
all ^abn++++=all
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
let ^vb+++xvbn+=let
him ^pp3o+pp3+++=him
talk ^nn++++=talk
to ^in++++=to
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
matter ^vb++++=matter
either ^dtx++++=either.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he
talked ^vbd+++xvbnx+=talked
very ^ql+amp+++=very
little ^ap++++=little.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
seemed ^vbd+seem++xvbnx+=seemed
to ^to+vcmp+++=to
think ^vbi+vprv+tht0++=think
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
something ^pn++++=something
wrong ^jj++++=wrong
with ^in++++=with
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
her ^pp3o+pp3+++=her
and ^cc++++=and
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="O,
o ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Laura ^np++++=Laura!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
reproachfully ^rb+cnj+++=reproachfully,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
distressed ^jj+++xvbn+=distressed.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
thought ^vbd+++xvbnx+=thought
you ^pp2+pp2+++=you
were ^vbd+bed+aux++=weren't
n't ^xnot++not++0=EXTRAWORD
going ^md"++pmd"++=going
to ^md+prd+++=to
do ^vb++++=do
this ^dt+dem+++=this
any ^dti++++=any
more ^rbr++++=more,
, ^zz++++=EXTRAWORD
Laura ^np++++=Laura,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
gently ^rb+cnj+++=gently,
, ^zz++++=EXTRAWORD
after ^cs+sub+++=after
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
walked ^vprf+++xvbnx+=walked
a ^rb++++=a
little ^rb"++++=little
way ^nn++++=way.
. ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+whq++=EXTRAWORD
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you
know ^vb+vprv+tht0++=know
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
here ^rn+pl+++=here?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
asked ^vbd+vsua++xvbnx+=asked
listlessly ^jj++++=listlessly.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
sent ^vbd+++xvbnx+=sent
me ^pp1o+pp1+++=me
word ^nn++++=word
you ^pp2+pp2+++=you
had ^vbd+hvd+aux++=had
left ^vprf+++xvbnx+=left
home ^nr++++=home.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
traced ^vbd+++xvbnx+=traced
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
see ^vb+vprv+++=see
why ^wrb+who+whcl++=why
you ^pp2+pp2+++=you
should ^md+nec+++=should
trace ^vb++++=trace
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
as ^cs+sub+++=as
if ^cs+cnd+++=if
it ^pp3+it+++=it
mattered ^vbd+++xvbn+=mattered.
. ^zz++++=EXTRAWORD
" ^zz++++="O,
o ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Laura ^np++++=Laura!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
must ^md+nec+++=must
say ^vb+vpub+tht0++=say
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
think ^vb+vprv+++=think
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Edmunds ^np++++=Edmunds
was ^vbd+bedz+vrb++=was
much ^ap++++=much
of ^in++++=of
a ^at++++=a
friend ^nn++++=friend!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Edmunds ^np++++=Edmunds
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
told ^vprf+++xvbnx+=told
Laura ^nn++++=Laura
that ^tht+rel+obj++=that
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
this ^dt+dem+++=this
glimpse ^nn++++=glimpse
of ^in++++=of
her ^pp$+pp3+++=her
husband ^nn++++=husband
in ^in++++=in
" ^zz++++="The
the ^ati++++=EXTRAWORD
Cross ^nn++++=Cross
of ^in++++=of
Diamonds ^nns++++=Diamonds."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
hesitated ^vprf+++xvbnx+=hesitated
about ^in++++=about
telling ^xvbg+++xvbg+=telling
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
had ^vb+hv+aux++=had
finally ^rb++splt++=finally
said ^vprf++tht0+xvbnx+=said
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
characteristic ^jj++++=characteristic
and ^cc+phrs+++=and
beautiful ^jj++++=beautiful
a ^at++++=a
moment ^nn++++=moment
she ^pp3a+pp3+++=she
felt ^vbd+vprv+tht0+xvbnx+=felt
Laura ^np++++=Laura
should ^md+nec+++=should
see ^vb+vprv+++=see
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
From ^in++++=From
the ^ati++++=the
first ^od++++=first
Tom ^np++++=Tom
had ^vbd+hvd+aux++=had
opposed ^vprf+++xvbnx+=opposed
her ^pp$+pp3+++=her
seeing ^vbg+vprv++xvbg+=seeing
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
saying ^vbg+++xvbg+=saying
it ^pp3+it+++=it
would ^md+prd+++=would
be ^vb+be+vrb++=be
nothing ^pn++++=nothing
but ^cc++++=but
torture ^nn++++=torture
to ^in++++=to
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Torture ^nn++++=Torture
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
as ^cs+sub+++=as
if ^cs+cnd+++=if
that ^dt+dem+++=that
torture ^nn++++=torture
were ^vbd+bed+vrb++=were
all ^abn++++=all
there ^ex+pex+++=there
was ^vbd+bedz+aux++=was
left ^vpsv++agls+xvbnx+=left
of ^in++++=of
life ^nn++++=life.
. ^zz++++=EXTRAWORD
Tonight ^nr+tm+++=Tonight
everything ^pn++++=everything
was ^vbd+bedz+vrb++=was
as ^in++++=as
a ^at++++=a
world ^nn++++=world
of ^in++++=of
shadows ^nps++++=shadows.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
knew ^vbd+vprv++xvbnx+=knew
that ^tht+vcmp+++=that
her ^pp3o+pp3+++=her
brother ^npt++++=brother
was ^vbd+bedz+aux++=was
taking ^vbg+++xvbgx+=taking
her ^pp3o+pp3+++=her
to ^in++++=to
his ^pp$+pp3+++=his
home ^nr++++=home
instead ^rb+cnj+++=instead
of ^in++++=of
back ^nn++++=back
to ^in++++=to
her ^pp$+pp3+++=her
own ^ap++++=own.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
wanted ^vprf+++xvbnx+=wanted
to ^to+vcmp+++=to
do ^vbi++++=do
this ^dt+dem+++=this
before ^in+strn+++=before,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
refused ^vprf+++xvbnx+=refused.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
nothing ^pn++++=nothing
in ^in++++=in
her ^pp$+pp3+++=her
now ^rn+tm+++=now
that ^dt+pdem+++=that
could ^md+pos+++=could
refuse ^vb++++=refuse.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
went ^vbd+++xvbnx+=went
with ^in++++=with
him ^pp3o+pp3+++=him
as ^cs+sub+++=as
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
were ^vbd+bed+aux++=were
merely ^rb+down+splt++=merely
moving ^vbg+++xvbgx+=moving
in ^in++++=in
a ^at++++=a
picture ^nn++++=picture
and ^cc++++=and
had ^vb+hv+vrb++=had
no ^at++++=no
power ^nn++++=power
of ^in++++=of
her ^pp$+pp3+++=her
own ^ap++++=own
to ^to++++=to
get ^vbi++++=get
out ^rb+phrv+++=out
of ^in++++=of
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
the ^ati++++=the
way ^nn++++=way
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
through ^in++++=through
the ^ati++++=the
next ^ap++++=next
few ^ap++++=few
weeks ^nns++++=weeks.
. ^zz++++=EXTRAWORD
Tom ^np++++=Tom
and ^cc++++=and
his ^pp$+pp3+++=his
wife ^nn++++=wife
would ^md+prd+++=would
talk ^vb++++=talk
to ^in++++=to
her ^pp$+pp3+++=her
about ^in++++=about
trying ^vb+++xvbg+=trying
to ^to+vcmp+++=to
interest ^vbi++++=interest
herself ^ppl+pp3+++=herself
in ^in++++=in
life ^nn++++=life.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
made ^vbd+++xvbnx+=made
no ^at++++=no
resistance ^nn+nom+++=resistance,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
no ^at++++=no
argument ^nn+nom+++=argument
against ^in++++=against
this ^dt+pdem+++=this;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
no ^at++++=no
power ^nn++++=power
to ^to+ncmp+++=to
do ^vbi++++=do
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+tht0++=know
they ^pp3a+pp3+++=they
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
how ^wrb+who+whcl++=how
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
with ^in++++=with
her ^pp$+pp3+++=her
and ^cc++++=and
Howie ^np++++=Howie.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
herself ^ppl+pp3+++=herself
had ^vb+hv+aux++=had
never ^rb++splt++=never
been ^vprf+ben+aux+xvbnx+=been
outgoing ^vbg+++xvbgx+=outgoing.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
perhaps ^rb++++=perhaps
a ^at++++=a
habit ^nn++++=habit
of ^in++++=of
reserve ^nn++++=reserve
built ^vbd+++xvbn+=built
out ^rp+pl+++=out
of ^in++++=of
timidity ^nn+nom+++=timidity,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
girl ^nn++++=girl
whose ^whp+rel+obj++=whose
life ^nn++++=life
did ^vbd+dod+aux++=did
not ^xnot++not++=not
have ^vb+hv+vrb++=have
a ^at++++=a
real ^jj+atrb+++=real
contact ^nn++++=contact
with ^in++++=with
other ^ap++++=other
lives ^nns++++=lives.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
many ^ap++++=many
people ^nns++++=people
like ^in++++=like
that ^dt+dem+++=that
perhaps ^rb++++=perhaps
not ^xnot++not++=not;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
only ^rb+down+++=only
knew ^vbd+vprv++xvbn+=knew
that ^tht+vcmp+++=that
before ^cs+sub+++=before
Howie ^np++++=Howie
came ^vbd+++xvbn+=came
the ^ati++++=the
life ^nn++++=life
in ^in++++=in
her ^pp$+pp3+++=her
was ^vbd+bedz+vrb++=was
more ^rbr++++=more
as ^in++++=as
a ^at++++=a
thing ^nn++++=thing
unto ^in++++=unto
itself ^ppl++++=itself
than ^in++++=than
a ^at++++=a
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
life ^nn++++=life
of ^in++++=of
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Howie ^np++++=Howie
came ^vbd+++xvbn+=came!
! ^zz++++=EXTRAWORD
Howie ^np++++=Howie,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
could ^md+pos+++=could
get ^vb++++=get
on ^rb+phrv+++=on
with ^in+ppvb+++=with
any ^dti++++=any
one ^pn++++=one,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
found ^vbd+vprv++xvbn+=found
something ^pn++++=something
to ^to++++=to
like ^vbi++++=like
in ^in++++=in
every ^at++++=every
one ^pn++++=one;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
the ^ati++++=the
warmth ^nn++++=warmth
and ^cc++++=and
strength ^nn++++=strength
of ^in++++=of
