I ^pp1a+pp1+++=I.
his ^pp$+pp3+++=his
master ^nn++++=master
to ^to++++=to
take ^vbi++++=take
a ^at++++=a
part ^nn++++=part
of ^in++++=of
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Fitzwarren ^np++++=Fitzwarren
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
all ^abn++++=all
your ^pp$+pp2+++=your
own ^ap++++=own;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
feel ^vb+vprv+++=feel
sure ^jj++++=sure
that ^tht+jcmp+++=that
you ^pp2+pp2+++=you
will ^md+prd+++=will
make ^vb++++=make
good ^jj+atrb+++=good
use ^nn++++=use
of ^in++++=of
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Dick ^np++++=Dick
then ^rn+tm+++=then
offered ^vbd+++xvbn+=offered
some ^dti++++=some
of ^in++++=of
his ^pp$+pp3+++=his
jewels ^nns++++=jewels
to ^in++++=to
his ^pp$+pp3+++=his
mistress ^nns+nom+++=mistress
and ^cc++++=and
little ^jj+atrb+++=little
Alice ^np++++=Alice.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
thanked ^vbd+++xvbnx+=thanked
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
told ^vbd+vpub++xvbn+=told
him ^pp3o+pp3+++=him
that ^cs+sub+++=that
they ^pp3a+pp3+++=they
felt ^vbd+vprv++xvbnx+=felt
great ^jj+atrb+++=great
joy ^nn++++=joy
at ^rb++++=at
his ^pp$+pp3+++=his
good ^jj+atrb+++=good
luck ^nn++++=luck,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
wished ^vbd+vprv++xvbn+=wished
him ^pp3o+pp3+++=him
to ^to++++=to
keep ^vbi++++=keep
his ^pp$+pp3+++=his
riches ^nns++++=riches
for ^in++++=for
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
too ^rb++++=too
kind ^nn++++=kind-heart-ed
- ^zz++++=EXTRAWORD
heart ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
ed ^np++++=EXTRAWORD
to ^to++++=to
keep ^vbi++++=keep
everything ^pn++++=everything
for ^in++++=for
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
gave ^vbd+++xvbnx+=gave
nice ^jj+atrb+++=nice
presents ^nns++++=presents
to ^in++++=to
the ^ati++++=the
cap ^nn++++=cap-tain
- ^zz++++=EXTRAWORD
tain ^nn+++??+=EXTRAWORD
and ^cc++++=and
the ^ati++++=the
sailors ^nns++++=sailors,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^in++++=to
the ^ati++++=the
servants ^nns+nom+++=servants
in ^in++++=in
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Fitz-warren ^np++++=Fitz-warren's
's ^$++++=EXTRAWORD
house ^npl++++=house.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
even ^rb++++=even
remembered ^vbd+vprv++xvbn+=remembered
the ^ati++++=the
cross ^jj+atrb+++=cross
old ^jj+atrb+++=old
cook ^nn++++=cook.
. ^zz++++=EXTRAWORD
After ^in++++=After
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
Whittington ^np++++=Whittington's
's ^$++++=EXTRAWORD
face ^nn++++=face
was ^vbd+bedz+aux++=was
washed ^vpsv++agls+xvbnx+=washed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
hair ^nn++++=hair
curled ^vbd+++xvbn+=curled,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
dressed ^vpsv++agls+xvbnx+=dressed
in ^in++++=in
a ^at++++=a
nice ^jj+atrb+++=nice
suit ^nn++++=suit
of ^in++++=of
clothes ^nns++++=clothes;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
as ^ql++++=as
handsome ^jj++++=handsome
a ^at++++=a
young ^jj+atrb+++=young
man ^nn++++=man
as ^cs+sub+++=as
ever ^rb++++=ever
walked ^vbd+++xvbn+=walked
the ^ati++++=the
streets ^nns++++=streets
of ^in++++=of
London ^np++++=London.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
time ^nn++++=time
after ^in++++=after
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
fine ^jj+atrb+++=fine
wedding ^nn++++=wedding
at ^in++++=at
the ^ati++++=the
finest ^jjt++++=finest
church ^npl++++=church
in ^in++++=in
London ^np++++=London;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Miss ^npt++++=Miss
Alice ^np++++=Alice
became ^vbd+++xvbn+=became
the ^ati++++=the
wife ^nn++++=wife
of ^in++++=of
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Richard ^np++++=Richard
Whittington ^np+++??+=Whittington.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
lord ^npt++++=lord
mayor ^nn++++=mayor
was ^vbd+bedz+vrb++=was
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
great ^jj+atrb+++=great
judges ^nns++++=judges,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
sher ^np++++=sher-iffs,
- ^zz++++=EXTRAWORD
iffs ^nns+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
many ^ap++++=many
rich ^jj++++=rich
mer ^jjr++++=mer-chants;
- ^zz++++=EXTRAWORD
chants ^vbz++++=EXTRAWORD
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
everybody ^pn++++=everybody
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
happy ^jj++++=happy.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
Richard ^np++++=Richard
Whittington ^np+++??+=Whittington
became ^vbd+++xvbn+=became
a ^at++++=a
great ^jj+atrb+++=great
merchant ^nn+nom+++=merchant,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+vrb++=was
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
foremost ^jj+atrb+++=foremost
men ^nns++++=men
in ^in++++=in
London ^np++++=London.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
sheriff ^npt++++=sheriff
of ^in++++=of
the ^ati++++=the
city ^nn++++=city,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
thrice ^rb++++=thrice
lord ^npt++++=lord
mayor ^nn++++=mayor;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
King ^npt++++=King
Henry ^np++++=Henry
V ^zz++++=V.
. ^zz++++=EXTRAWORD
made ^j+++xvbn+=made
him ^pp3o+pp3+++=him
a ^at++++=a
knight ^nn++++=knight.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
built ^vbd+++xvbnx+=built
the ^ati++++=the
famous ^jj+atrb+++=famous
prison ^nn++++=prison
of ^in++++=of
New ^jj++++=New-gate
- ^zz++++=EXTRAWORD
gate ^nn++++=EXTRAWORD
in ^in++++=in
London ^np++++=London.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
arch ^nn++++=arch-way
- ^zz++++=EXTRAWORD
way ^nn++++=EXTRAWORD
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
the ^ati++++=the
prison ^nn++++=prison
was ^vbd+bedz+vrb++=was
a ^at++++=a
figure ^nn++++=figure,
, ^zz++++=EXTRAWORD
cut ^j+++xvbn+=cut
in ^in++++=in
stone ^nn++++=stone,
, ^zz++++=EXTRAWORD
of ^in++++=of
Sir ^npt++++=Sir
Richard ^np++++=Richard
Whittington ^np+++??+=Whittington
and ^cc++++=and
his ^pp$+pp3+++=his
cat ^nn++++=cat;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
three ^cd++++=three
hundred ^cd++++=hundred
years ^nns++++=years
this ^dt+dem+++=this
figure ^nn++++=figure
was ^vbd+bedz+aux++=was
shown ^vprf+++xvbn+=shown
to ^to+vcmp+++=to
all ^abn++++=all
who ^whp+who+++=who
visited ^xvbn+++xvbn+=visited
london ^np++++=London.
. ^zz++++=EXTRAWORD
