Everybody ^pn++++=EVERYBODY
half ^abn++++=half
a ^at++++=a
second ^od++++=second
of ^in++++=of
noon ^nn++++=noon.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bell ^nn++++=bell
was ^vbd+bedz+vrb++=was
about ^md"++pmd"++=about
to ^md+prd+++=to
strike ^vb++++=strike,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
matter ^nn++++=matter
of ^in++++=of
absolute ^jj++++=absolute
and ^cc++++=and
pre ^nn+++??+=pre-eminent
- ^zz++++=EXTRAWORD
eminent ^jj+atrb+++=EXTRAWORD
necessity ^nn+nom+++=necessity
that ^tht+rel+obj++=that
every ^at++++=every
body ^nn++++=body
should ^md+nec+++=should
look ^vb++++=look
well ^jj+pred+++=well
at ^rb++++=at
his ^pp$+pp3+++=his
watch ^nn++++=watch.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
evident ^jj+pred+++=evident,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
just ^rb+emph+++=just
at ^in++++=at
this ^dt+dem+++=this
moment ^nn++++=moment
the ^ati++++=the
fellow ^nn++++=fellow
in ^in++++=in
the ^ati++++=the
steeple ^nn++++=steeple
was ^vbd+bedz+aux++=was
doing ^vbg+++xvbgx+=doing
something ^pn++++=something
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
no ^at++++=no
business ^nns+nom+++=business
to ^to++++=to
do ^vbi++++=do
with ^in++++=with
the ^ati++++=the
clock ^nn++++=clock.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
as ^ql++++=as
it ^pp3+it+++=it
now ^rn+tm+++=now
began ^vbd+++xvbn+=began
to ^to++++=to
strike ^vbi++++=strike,
, ^zz++++=EXTRAWORD
nobody ^pn++++=nobody
had ^vb+hv+vrb++=had
any ^dti++++=any
time ^nn++++=time
to ^to++++=to
attend ^vbi++++=attend
to ^in++++=to
his ^pp$+pp3+++=his
manoeuvres ^nns++++=manoeuvres,
, ^zz++++=EXTRAWORD
for ^in++++=for
they ^pp3a+pp3+++=they
had ^vb+hv+vrb++=had
all ^abn++++=all
to ^to++++=to
count ^vbi++++=count
the ^ati++++=the
strokes ^nns+++??+=strokes
of ^in++++=of
the ^ati++++=the
bell ^nn++++=bell
as ^ql++++=as
it ^pp3+it+++=it
sounded ^vbd+++xvbn+=sounded.
. ^zz++++=EXTRAWORD
" ^zz++++="One!"
one ^pn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
clock ^nn++++=clock.
. ^zz++++=EXTRAWORD
" ^zz++++="Von!"
von ^&fw++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
echoed ^vbd+++xvbn+=echoed
every ^at++++=every
little ^jj+atrb+++=little
old ^jj+atrb+++=old
gentleman ^nn+nom+++=gentleman
in ^in++++=in
every ^at++++=every
leather ^nn++++=leather-bottomed
- ^zz++++=EXTRAWORD
bottomed ^jj+atrb++xvbn+=EXTRAWORD
arm ^nn++++=arm-chair
- ^zz++++=EXTRAWORD
chair ^nn++++=EXTRAWORD
in ^in++++=in
Vondervotteimittiss ^np+++??+=Vondervotteimittiss.
. ^zz++++=EXTRAWORD
" ^zz++++="Von!"
von ^&fw++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
his ^pp$+pp3+++=his
watch ^nn++++=watch
also ^rb++++=also;
; ^zz++++=EXTRAWORD
" ^zz++++="von!"
von ^&fw++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
watch ^nn++++=watch
of ^in++++=of
his ^pp$+pp3+++=his
vrow ^nn+++??+=vrow;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
" ^zz++++="von!"
von ^&fw++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
watches ^nns++++=watches
of ^in++++=of
the ^ati++++=the
boys ^nns++++=boys,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
little ^jj+atrb+++=little
gilt ^jj+atrb+++=gilt
repeaters ^nns+nom+++=repeaters
on ^in++++=on
the ^ati++++=the
tails ^nn++++=tails
of ^in++++=of
the ^ati++++=the
cat ^nn++++=cat
and ^cc++++=and
pig ^nn++++=pig.
. ^zz++++=EXTRAWORD
" ^zz++++="Two!"
two ^cd++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
continued ^vbd+++xvbn+=continued
the ^ati++++=the
big ^jj+atrb+++=big
bell ^nn++++=bell;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
" ^zz++++="Doo!"
doo ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
repeated ^vprf+++xvbn+=repeated
all ^abn++++=all
the ^ati++++=the
repeaters ^nns+nom+++=repeaters.
. ^zz++++=EXTRAWORD
" ^zz++++="Three!
three ^cd++++=EXTRAWORD
! ^zz++++=EXTRAWORD
Four ^cd++++=Four!
! ^zz++++=EXTRAWORD
Five ^cd++++=Five!
! ^zz++++=EXTRAWORD
Six ^cd++++=Six!
! ^zz++++=EXTRAWORD
Seven ^cd++++=Seven!
! ^zz++++=EXTRAWORD
Eight ^cd++++=Eight!
! ^zz++++=EXTRAWORD
Nine ^cd++++=Nine!
! ^zz++++=EXTRAWORD
Ten ^cd++++=Ten!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
bell ^nn++++=bell.
. ^zz++++=EXTRAWORD
" ^zz++++="Dree!
dree ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
Vour ^np+++??+=Vour!
! ^zz++++=EXTRAWORD
Fibe ^np+++??+=Fibe!
! ^zz++++=EXTRAWORD
Sax ^np+++??+=Sax!
! ^zz++++=EXTRAWORD
Seben ^np+++??+=Seben!
! ^zz++++=EXTRAWORD
Aight ^np+++??+=Aight!
! ^zz++++=EXTRAWORD
Noin ^np+++??+=Noin!
! ^zz++++=EXTRAWORD
Den ^&fw++++=Den!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
answered ^vbd+vpub++xvbn+=answered
the ^ati++++=the
others ^aps++++=others.
. ^zz++++=EXTRAWORD
" ^zz++++="Eleven!"
eleven ^cd++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
big ^jj+atrb+++=big
one ^pn++++=one.
. ^zz++++=EXTRAWORD
" ^zz++++="Eleben!"
eleben ^vwbn+++xvbn+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
assented ^vbd+++xvbn+=assented
the ^ati++++=the
little ^jj+atrb+++=little
ones ^pn++++=ones.
. ^zz++++=EXTRAWORD
" ^zz++++="Twelve!"
twelve ^cd++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
bell ^nn++++=bell.
. ^zz++++=EXTRAWORD
" ^zz++++="Dvelf!"
dvelf ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
replied ^vbd+vpub++xvbnx+=replied
perfectly ^rb+amp+++=perfectly
satisfied ^jj+++xvbn+=satisfied,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dropping ^vbg+++xvbg+=dropping
their ^pp$+pp3+++=their
voices ^nns++++=voices.
. ^zz++++=EXTRAWORD
" ^zz++++="Und
und ^&fw++++=EXTRAWORD
dvelf ^nn+++??+=dvelf
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
all ^abn++++=all
the ^ati++++=the
little ^jj+atrb+++=little
old ^jj+atrb+++=old
gentlemen ^nns++++=gentlemen,
, ^zz++++=EXTRAWORD
putting ^vbg+++xvbg+=putting
up ^rb+phrv+++=up
their ^pp$+pp3+++=their
watches ^nns++++=watches.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
big ^jj+atrb+++=big
bell ^nn++++=bell
had ^vb+hv+aux++=had
not ^xnot++not++=not
done ^vbd+++xvbn+=done
with ^in++++=with
them ^pp3o+pp3+++=them
yet ^rb++++=yet.
. ^zz++++=EXTRAWORD
" ^zz++++="Thirteen!"
thirteen ^cd++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
" ^zz++++="Der
der ^&fw++++=EXTRAWORD
Teufel ^np+++??+=Teufel!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
gasped ^vbd+++xvbn+=gasped
the ^ati++++=the
little ^jj+atrb+++=little
old ^jj+atrb+++=old
gentlemen ^nns++++=gentlemen,
, ^zz++++=EXTRAWORD
turning ^nvbg+++xvbg+=turning
pale ^nn++++=pale,
, ^zz++++=EXTRAWORD
dropping ^vbg+++xvbg+=dropping
their ^pp$+pp3+++=their
pipes ^nns++++=pipes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
putting ^vbg+++xvbg+=putting
down ^rb+phrv+++=down
all ^abn++++=all
their ^pp$+pp3+++=their
right ^jj+atrb+++=right
legs ^nns++++=legs
from ^in++++=from
over ^in++++=over
their ^pp$+pp3+++=their
left ^jj+atrb++xvbn+=left
knees ^nns++++=knees.
. ^zz++++=EXTRAWORD
" ^zz++++="Der
der ^&fw++++=EXTRAWORD
Teufel ^np+++??+=Teufel!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
groaned ^vbd+++xvbn+=groaned
they ^pp3a+pp3+++=they,
, ^zz++++=EXTRAWORD
" ^zz++++="Dirteen!
dirteen ^vwbn+++xvbn+=EXTRAWORD
! ^zz++++=EXTRAWORD
Dirteen ^np+++??+=Dirteen!!
! ^zz++++=EXTRAWORD
! ^zz++++=EXTRAWORD
- ^zz++++=-Mein
mein ^&fw++++=EXTRAWORD
Gott ^np+++??+=Gott,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
Dirteen ^np+++??+=Dirteen
o ^zz++++=o'clock!!"
'clock!!" ^nn+++??+=EXTRAWORD
Why ^wrb+who+++=Why
attempt ^nn++++=attempt
to ^to+ncmp+++=to
describe ^vbi++++=describe
the ^ati++++=the
terrible ^jj+atrb+++=terrible
scene ^nn++++=scene
which ^whp+rel+subj++=which
ensued ^vbd+++xvbn+=ensued?
? ^zz++++=EXTRAWORD
All ^abn++++=All
Vondervotteimittiss ^np+++??+=Vondervotteimittiss
flew ^vbd+++xvbn+=flew
at ^rb++++=at
once ^rb"+tm+++=once
into ^in++++=into
a ^at++++=a
lamentable ^jj+atrb+++=lamentable
state ^nn++++=state
of ^in++++=of
uproar ^nn++++=uproar.
. ^zz++++=EXTRAWORD
" ^zz++++="Vot
vot ^nn+++??+=EXTRAWORD
is ^vbz+bez+aux++=is
cum ^&fw++++=cum'd
'd ^md+prd+vrb++0=EXTRAWORD
to ^to++++=to
mein ^&fw++++=mein
pelly ^jj++++=pelly?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
roared ^vbd+++xvbn+=roared
all ^abn++++=all
the ^ati++++=the
boys ^nns++++=boys
- ^zz++++=-"I've
" ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
been ^vprf+ben+vrb+xvbnx+=been
ongry ^nn++++=ongry
for ^in++++=for
dis ^np++++=dis
hour ^nn++++=hour!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Vot
vot ^nn+++??+=EXTRAWORD
is ^vbz+bez+aux++=is
com ^nn+++??+=com'd
'd ^md+prd+vrb++0=EXTRAWORD
to ^to++++=to
mein ^&fw++++=mein
kraut ^nn+++??+=kraut?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
screamed ^vbd+++xvbn+=screamed
all ^rb++++=all
the ^ati++++=the
vrows ^nns+++??+=vrows,
, ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
done ^vpsv++agls+xvbnx+=done
to ^in++++=to
rags ^nns++++=rags
for ^in++++=for
this ^dt+dem+++=this
hour ^nn++++=hour!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Vot
vot ^nn+++??+=EXTRAWORD
is ^vbz+bez+aux++=is
cum ^&fw++++=cum'd
'd ^md+prd+vrb++0=EXTRAWORD
to ^to++++=to
mein ^&fw++++=mein
pipe ^nn++++=pipe?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
swore ^vbd+vpub++xvbn+=swore
all ^rb++++=all
the ^ati++++=the
little ^jj+atrb+++=little
old ^jj+atrb+++=old
gentlemen ^nns++++=gentlemen,
, ^zz++++=EXTRAWORD
" ^zz++++="Donder
donder ^jjr++++=EXTRAWORD
and ^cc++++=and
Blitzen ^np+++??+=Blitzen;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
smoked ^vpsv++agls+xvbnx+=smoked
out ^rb+phrv+++=out
for ^in+ppvb+++=for
dis ^np++++=dis
hour ^nn++++=hour!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
- ^zz++++=-and
and ^cc++++=EXTRAWORD
they ^pp3a+pp3+++=they
filled ^vbd+++xvbnx+=filled
them ^pp3o+pp3+++=them
up ^rp++++=up
again ^rb+tm+++=again
in ^in++++=in
a ^at++++=a
great ^jj+atrb+++=great
rage ^nn++++=rage,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sinking ^nvbg+++xvbg+=sinking
back ^jjb++++=back
in ^in++++=in
their ^pp$+pp3+++=their
arm ^nn++++=arm-chairs,
- ^zz++++=EXTRAWORD
chairs ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
puffed ^j+++xvbn+=puffed
away ^rp+pl+++=away
so ^ql++++=so
fast ^rb++++=fast
and ^cc+phrs+++=and
so ^rb++++=so
fiercely ^rb++++=fiercely
that ^cs+sub+++=that
the ^ati++++=the
whole ^jj+atrb+++=whole
valley ^nn++++=valley
was ^vbd+bedz+aux++=was
immediately ^rb+tm+splt++=immediately
filled ^vpsv++agls+xvbnx+=filled
with ^in++++=with
impenetrable ^jj+atrb+++=impenetrable
smoke ^nn++++=smoke.
. ^zz++++=EXTRAWORD
Meantime ^nn++++=Meantime
the ^ati++++=the
cabbages ^nns+nom+++=cabbages
all ^abn++++=all
turned ^jj+++xvbn+=turned
very ^ql+amp+++=very
red ^jj++++=red
in ^in++++=in
the ^ati++++=the
face ^nn++++=face,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
as ^cs+sub+++=as
if ^cs+cnd+++=if
old ^jj+atrb+++=old
Nick ^np++++=Nick
himself ^ppl+pp3+++=himself
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken
possession ^nn++++=possession
of ^in++++=of
every ^at++++=every
thing ^nn++++=thing
in ^in++++=in
the ^ati++++=the
shape ^nn++++=shape
of ^in++++=of
a ^at++++=a
timepiece ^nn+++??+=timepiece.
. ^zz++++=EXTRAWORD
The ^ati++++=The
clocks ^nns++++=clocks
carved ^vbd+++xvbn+=carved
upon ^in++++=upon
the ^ati++++=the
furniture ^nn++++=furniture
took ^vbd+++xvbn+=took
to ^to+vcmp+++=to
dancing ^vb++++=dancing
as ^cs+sub+++=as
if ^cs+cnd+++=if
bewitched ^vprf+++xvbn+=bewitched,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
those ^dt+dem+++=those
upon ^in++++=upon
the ^ati++++=the
mantel ^nn+++??+=mantel-pieces
- ^zz++++=EXTRAWORD
pieces ^nns++++=EXTRAWORD
could ^md+pos+++=could
scarcely ^rb+down+splt++=scarcely
contain ^vb++++=contain
themselves ^ppls+pp3+++=themselves
for ^in++++=for
fury ^nn++++=fury,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
kept ^vbd+++xvbn+=kept
such ^abl++++=such
a ^at++++=a
continual ^jj++++=continual
striking ^jj+++xvbg+=striking
of ^in++++=of
thirteen ^cd++++=thirteen,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
such ^abl++++=such
a ^at++++=a
frisking ^jj+++xvbg+=frisking
and ^cc+phrs+++=and
wriggling ^jj+++xvbg+=wriggling
of ^in++++=of
their ^pp$+pp3+++=their
pendulums ^nns+++??+=pendulums
as ^ql++++=as
was ^vbd+bedz+vrb++=was
really ^rb+emph+++=really
horrible ^jj+pred+++=horrible
to ^to++++=to
see ^vbi+vprv+++=see.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But,
, ^zz++++=EXTRAWORD
worse ^jjr++++=worse
than ^in++++=than
all ^abn++++=all,
, ^zz++++=EXTRAWORD
neither ^dt++neg++=neither
the ^ati++++=the
cats ^nns++++=cats
nor ^cc++neg++=nor
the ^ati++++=the
pigs ^nns++++=pigs
could ^md+pos+++=could
put ^vb+++xvbn+=put
up ^rb+phrv+++=up
any ^dti++++=any
longer ^rbr++++=longer
with ^in++++=with
the ^ati++++=the
behavior ^nn++++=behavior
of ^in++++=of
the ^ati++++=the
little ^jj+atrb+++=little
repeaters ^nns+nom+++=repeaters
tied ^vbd+++xvbn+=tied
to ^in++++=to
their ^pp$+pp3+++=their
tails ^nns++++=tails,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
resented ^vbd+++xvbn+=resented
it ^pp3+it+++=it
by ^in++++=by
scampering ^xvbg+++xvbg+=scampering
all ^abn++++=all
over ^in++++=over
the ^ati++++=the
place ^nn++++=place,
, ^zz++++=EXTRAWORD
scratching ^nvbg+++xvbg+=scratching
and ^cc++++=and
poking ^nvbg+++xvbg+=poking,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
squeaking ^jj++++=squeaking
and ^cc++++=and
screeching ^nn++++=screeching,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
caterwauling ^nn+nom+++=caterwauling
and ^cc++++=and
squalling ^nn+nom+++=squalling,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
flying ^jj+++xvbg+=flying
into ^in++++=into
the ^ati++++=the
faces ^nns++++=faces,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
running ^nvbg+++xvbg+=running
under ^in++++=under
the ^ati++++=the
petticoats ^nns++++=petticoats
of ^in++++=of
the ^ati++++=the
people ^nn++++=people,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
creating ^jj+++xvbg+=creating
altogether ^nn+nom+++=altogether
the ^ati++++=the
most ^ql+emph+++=most
abominable ^jj+atrb+++=abominable
din ^nn+++??+=din
and ^cc++++=and
confusion ^nn++++=confusion
which ^whp+rel+obj++=which
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
possible ^jj+pred+++=possible
for ^in++++=for
a ^at++++=a
reasonable ^jj+atrb+++=reasonable
person ^nn++++=person
to ^to++++=to
conceive ^vbi+vprv+++=conceive.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
to ^to++++=to
make ^vbi++++=make
matters ^nns+nom+++=matters
still ^rb++++=still
more ^rbr++++=more
distressing ^jj++++=distressing,
, ^zz++++=EXTRAWORD
the ^ati++++=the
rascally ^rb++++=rascally
little ^jj+atrb+++=little
scape ^nn+++??+=scape-grace
- ^zz++++=EXTRAWORD
grace ^nn++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
steeple ^nn++++=steeple
was ^vbd+bedz+aux++=was
evidently ^rb++splt++=evidently
exerting ^vbg+++xvbgx+=exerting
himself ^ppl+pp3+++=himself
to ^in++++=to
the ^ati++++=the
utmost ^nn++++=utmost.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
now ^rn+tm+++=now
and ^cc+phrs+++=and
then ^rn+tm+++=then
one ^cd1++++=one
might ^md+pos+++=might
catch ^vb++++=catch
a ^at++++=a
glimpse ^nn++++=glimpse
of ^in++++=of
the ^ati++++=the
scoundrel ^nn++++=scoundrel
through ^in++++=through
the ^ati++++=the
smoke ^nn++++=smoke.
. ^zz++++=EXTRAWORD
There ^rn+pl+++=There
he ^pp3a+pp3+++=he
sat ^vbd+++xvbnx+=sat
in ^in++++=in
the ^ati++++=the
belfry ^nn++++=belfry
upon ^in++++=upon
the ^ati++++=the
belfry ^nn++++=belfry-man,
- ^zz++++=EXTRAWORD
man ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+aux++=was
lying ^vbg+++xvbgx+=lying
flat ^nn++++=flat
upon ^in++++=upon
his ^pp$+pp3+++=his
back ^nn++++=back.
. ^zz++++=EXTRAWORD
In ^in++++=In
his ^pp$+pp3+++=his
teeth ^nns++++=teeth
the ^ati++++=the
villain ^nn++++=villain
held ^vbd+vprv++xvbn+=held
the ^ati++++=the
bell ^nn++++=bell-rope,
- ^zz++++=EXTRAWORD
rope ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
kept ^vbd+++xvbnx+=kept
jerking ^jj+++xvbg+=jerking
about ^in++++=about
with ^in++++=with
his ^pp$+pp3+++=his
head ^nn++++=head,
, ^zz++++=EXTRAWORD
raising ^jj+++xvbg+=raising
such ^abl++++=such
a ^at++++=a
clatter ^nn++++=clatter
that ^tht+rel+obj++=that
my ^pp$+pp1+++=my
ears ^nns++++=ears
ring ^nn++++=ring
again ^rb+tm+++=again
even ^rb++++=even
to ^to++++=to
think ^vbi+vprv+++=think
of ^in++++=of
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
On ^in++++=On
his ^pp$+pp3+++=his
lap ^nn++++=lap
lay ^vbd+++xvbn+=lay
the ^ati++++=the
big ^jj+atrb+++=big
fiddle ^nn++++=fiddle,
, ^zz++++=EXTRAWORD
at ^in++++=at
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
scraping ^nn++++=scraping,
, ^zz++++=EXTRAWORD
out ^rp+pl+++=out
of ^in++++=of
all ^abn++++=all
time ^nn++++=time
and ^cc++++=and
tune ^nn++++=tune,
, ^zz++++=EXTRAWORD
with ^in++++=with
both ^abx++++=both
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
making ^vbg+++xvbg+=making
a ^at++++=a
great ^nn++++=great
show ^vb+vprv+++=show,
, ^zz++++=EXTRAWORD
the ^ati++++=the
nincompoop ^nn+++??+=nincompoop!
! ^zz++++=EXTRAWORD
of ^in++++=of
playing ^xvbg+++xvbg+=playing
" ^zz++++="Judy
judy ^np++++=EXTRAWORD
O ^zz++++=O'Flannagan
'flannagan ^jj++++0=EXTRAWORD
and ^cc++++=and
Paddy ^nn++++=Paddy
O ^zz++++=O'Rafferty."
'rafferty." ^nn+++??+=EXTRAWORD
Affairs ^nns++++=Affairs
being ^vwbg+beg++xvbg+=being
thus ^rb+cnj+++=thus
miserably ^rb++++=miserably
situated ^vpsv++agls+xvbn+=situated,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
left ^vbd+++xvbnx+=left
the ^ati++++=the
place ^nn++++=place
in ^in++++=in
disgust ^nn++++=disgust,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
now ^rn+tm+++=now
appeal ^nn++++=appeal
for ^in++++=for
aid ^nn++++=aid
to ^in++++=to
all ^abn++++=all
lovers ^nns++++=lovers
of ^in++++=of
correct ^jj+atrb+++=correct
time ^nn++++=time
and ^cc++++=and
fine ^jj+atrb+++=fine
kraut ^nn+++??+=kraut.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
us ^pp1o+pp1+++=us
proceed ^vb++++=proceed
in ^in++++=in
a ^at++++=a
body ^nn++++=body
to ^in++++=to
the ^ati++++=the
borough ^nn++++=borough,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
restore ^vb++++=restore
the ^ati++++=the
ancient ^jj+atrb+++=ancient
order ^nn++++=order
of ^in++++=of
things ^nns++++=things
in ^in++++=in
Vondervotteimittiss ^np+++??+=Vondervotteimittiss
By ^in++++=by
Ejecting ^vbg+++xvbg+=ejecting
That ^dt+dem+++=that
Little ^rb++++=little
Fellow ^jjb++++=fellow
From ^in++++=from
The ^ati++++=the
Steeple ^nn++++=steeple.
 ^zz++++=EXTRAWORD
