About ^in++++=About
exercise ^vbi++++=exercise
its ^pp$+it+++=its
genial ^jj+atrb+++=genial
and ^cc+phrs+++=and
communicative ^jj+atrb+++=communicative
influence ^nn+nom+++=influence;
; ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
must ^md+nec+++=must
tell ^vb++++=tell
me ^pp1o+pp1+++=me
who ^whp+who+++=who
beside ^in+pl+++=beside
your ^pp$+pp2+++=your
wife ^nn++++=wife
and ^cc++++=and
you ^pp2+pp2+++=you
and ^cc++++=and
myself ^ppl+pp1+++=myself
slept ^vbd+++xvbn+=slept
in ^in++++=in
the ^ati++++=the
house ^npl++++=house
last ^rb++++=last
night ^nn++++=night."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Tom ^np++++=Tom,
, ^zz++++=EXTRAWORD
sitting ^vbg+++xvbg+=sitting
near ^in+pl+++=near
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
set ^j+++xvbn+=set
down ^rp++++=down
his ^pp$+pp3+++=his
tumbler ^nn++++=tumbler,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
looked ^vbd+++xvbn+=looked
at ^rb++++=at
me ^pp1o+pp1+++=me
askance ^nn+nom+++=askance,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
you ^pp2+pp2+++=you
might ^md+pos+++=might
count ^vb++++=count
seven ^cd++++=seven,
, ^zz++++=EXTRAWORD
without ^in++++=without
speaking ^xvbg+++xvbg+=speaking
a ^at++++=a
word ^nn++++=word.
. ^zz++++=EXTRAWORD
" ^zz++++="Who
who ^whp+who+++=EXTRAWORD
else ^rb+cnj+++=else
slept ^vbd+++xvbn+=slept
in ^in++++=in
the ^ati++++=the
house ^nn++++=house?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
repeated ^vbd+++xvbnx+=repeated,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
deliberately ^rb++++=deliberately.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
a ^at++++=a
living ^jj+atrb++xvbg+=living
soul ^nn++++=soul,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir";
" ^zz++++=EXTRAWORD
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
looked ^vbd+++xvbnx+=looked
hard ^jj++++=hard
at ^rb++++=at
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
still ^rb++++=still
evidently ^rb++++=evidently
expecting ^vbg+vprv++xvbg+=expecting
something ^pn++++=something
more ^rbr++++=more.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
very ^ql+amp+++=very
odd ^jj++++=odd,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said
returning ^vbg+++xvbg+=returning
his ^pp$+pp3+++=his
stare ^nn++++=stare,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
feeling ^nvbg+++xvbg+=feeling
really ^rb+emph+++=really
a ^rb++++=a
little ^rb"++++=little
odd ^jj++++=odd.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
sure ^jj+pred+++=sure
you ^pp2+pp2+++=you
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
in ^in++++=in
my ^pp$+pp1+++=my
room ^nn++++=room
last ^jj+atrb+++=last
night ^nn++++=night?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
till ^cs+sub+++=till
I ^pp1a+pp1+++=I
came ^vbd+++xvbnx+=came
to ^to++++=to
call ^vbi++++=call
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
morning ^nn++++=morning;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can
make ^vb++++=make
oath ^nn++++=oath
of ^in++++=of
that ^dt+pdem+++=that."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,"
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
" ^zz++++="there
there ^ex+pex+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
some ^dti++++=some
one ^cd1++++=one
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can
make ^vb++++=make
oath ^nn++++=oath
of ^in++++=of
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
tired ^jj+++xvbn+=tired
I ^pp1a+pp1+++=I
could ^md+pos+++=could
not ^xnot++not++=not
make ^vb++++=make
up ^rp++++=up
my ^pp$+pp1+++=my
mind ^nn++++=mind
to ^to++++=to
get ^vbi++++=get
up ^rp++++=up;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
waked ^vpsv++by+xvbnx+=waked
by ^in++++=by
a ^at++++=a
sound ^jj++++=sound
that ^dt+dem+++=that
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
was ^vbd+bedz+vrb++=was
some ^dti++++=some
one ^cd1++++=one
flinging ^vbg+++xvbg+=flinging
down ^in++++=down
the ^ati++++=the
two ^cd++++=two
tin ^nn++++=tin
boxes ^nns++++=boxes
in ^in++++=in
which ^whp+rel+pied++=which
my ^pp$+pp1+++=my
papers ^nns++++=papers
were ^vbd+bed+aux++=were
locked ^vpsv++agls+xvbnx+=locked
up ^rp++++=up
violently ^rb++++=violently
on ^in++++=on
the ^ati++++=the
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
heard ^vbd+vprv+tht0+xvbnx+=heard
a ^at++++=a
slow ^nn++++=slow
step ^vb++++=step
on ^in++++=on
the ^ati++++=the
ground ^nn++++=ground,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
light ^jj+pred+++=light
in ^in++++=in
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
I ^pp1a+pp1+++=I
remembered ^vbd+vprv++xvbnx+=remembered
having ^xvbg+++xvbg+=having
put ^vprf+++xvbn+=put
out ^rb+phrv+++=out
my ^pp$+pp1+++=my
candle ^nn++++=candle.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
it ^pp3+it+++=it
must ^md+nec+++=must
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
in ^rb+phrv+++=in
for ^in+ppvb+++=for
my ^pp$+pp1+++=my
clothes ^nns++++=clothes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
upset ^vb+++xvbn+=upset
the ^ati++++=the
boxes ^nns++++=boxes
by ^in++++=by
accident ^nn++++=accident.
. ^zz++++=EXTRAWORD
Whoever ^whp+who+++=Whoever
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
out ^rp+pl+++=out
and ^cc++++=and
the ^ati++++=the
light ^nn++++=light
with ^in++++=with
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
about ^md"++pmd"++=about
to ^md+prd+++=to
settle ^vb++++=settle
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when,
, ^zz++++=EXTRAWORD
the ^ati++++=the
curtain ^nn++++=curtain
being ^vwbg+beg++xvbg+=being
a ^rb++++=a
little ^rb"++++=little
open ^jj++++=open
at ^rb++++=at
the ^ati++++=the
foot ^nn++++=foot
of ^in++++=of
the ^ati++++=the
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
a ^at++++=a
light ^nn++++=light
on ^in++++=on
the ^ati++++=the
wall ^nn++++=wall
opposite ^jj++++=opposite;
; ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
a ^at++++=a
candle ^nn++++=candle
from ^in++++=from
outside ^nn++++=outside
would ^md+prd+++=would
cast ^vb+++xvbn+=cast
if ^cs+cnd+++=if
the ^ati++++=the
door ^nn++++=door
were ^vbd+bed+vrb++=were
very ^ql+amp+++=very
cautiously ^rb++++=cautiously
opening ^jj+++xvbg+=opening.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
started ^vbd+++xvbnx+=started
up ^rp++++=up
in ^in++++=in
the ^ati++++=the
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
drew ^j+++xvbn+=drew
the ^ati++++=the
side ^nn++++=side
curtain ^nn++++=curtain,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
saw ^vbd+vprv++xvbn+=saw
that ^tht+vcmp+++=that
the ^ati++++=the
door ^nn++++=door
was ^vbd+bedz+aux++=was
opening ^vbg+++xvbgx+=opening,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
admitting ^vbg+vpub++xvbg+=admitting
light ^jj++++=light
from ^in++++=from
outside ^nn++++=outside.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
close ^jj+pred+++=close,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
head ^nn++++=head
of ^in++++=of
the ^ati++++=the
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
A ^at++++=A
hand ^nn++++=hand
was ^vbd+bedz+aux++=was
holding ^vbg+vprv++xvbgx+=holding
on ^in++++=on
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
the ^ati++++=the
door ^nn++++=door
and ^cc++++=and
pushing ^nvbg+++xvbg+=pushing
it ^pp3+it+++=it
open ^jj++++=open;
; ^zz++++=EXTRAWORD
not ^xnot++not++=not
a ^at++++=a
bit ^nn++++=bit
like ^in++++=like
yours ^pp$$++++=yours;
; ^zz++++=EXTRAWORD
a ^at++++=a
very ^ql+amp+++=very
singular ^nn++++=singular
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
me ^pp1o+pp1+++=me
look ^vb++++=look
at ^rb++++=at
yours ^pp$$++++=yours."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
extended ^vbd+++xvbnx+=extended
it ^pp3+it+++=it
for ^in++++=for
my ^pp$+pp1+++=my
inspection ^nn+nom+++=inspection.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh
oh ^uh++++=EXTRAWORD
no ^at++++=no;
; ^zz++++=EXTRAWORD
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
nothing ^pn++++=nothing
wrong ^jj++++=wrong
with ^in++++=with
your ^pp$+pp2+++=your
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+aux++=was
differently ^rb++splt++=differently
shaped ^vpsv++agls+xvbnx+=shaped;
; ^zz++++=EXTRAWORD
fatter ^jjr++++=fatter;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
middle ^jjb+atrb+++=middle
finger ^nn++++=finger
was ^vbd+bedz+vrb++=was
stunted ^jj+pred+++=stunted,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
shorter ^jjr++++=shorter
than ^in++++=than
the ^ati++++=the
rest ^nn++++=rest,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
as ^cs+sub+++=as
if ^cs+cnd+++=if
it ^pp3+it+++=it
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
been ^vprf+ben+aux+xvbnx+=been
broken ^vpsv++agls+xvbnx+=broken,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
nail ^nn++++=nail
was ^vbd+bedz+vrb++=was
crooked ^jj+pred+++=crooked
like ^in++++=like
a ^at++++=a
claw ^nn++++=claw.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
called ^vbd+++xvbnx+=called
out ^rp+pl+++=out
' ^zz++++='Who's
who ^whp+who+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
there ^rn+pl+++=there?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
and ^cc++++=and
the ^ati++++=the
light ^nn++++=light
and ^cc++++=and
the ^ati++++=the
hand ^nn++++=hand
were ^vbd+bed+aux++=were
withdrawn ^vpsv++agls+xvbnx+=withdrawn,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
and ^cc+phrs+++=and
heard ^vbd+vprv++xvbn+=heard
no ^at++++=no
more ^rbr++++=more
of ^in++++=of
my ^pp$+pp1+++=my
visitor ^nn++++=visitor."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql+emph+++=EXTRAWORD
sure ^jj++++=sure
as ^ql++++=as
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
a ^at++++=a
living ^jj+atrb++xvbg+=living
man ^nn++++=man,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
him ^pp3o+pp3+++=him!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
exclaimed ^vbd+++xvbn+=exclaimed
Tom ^np++++=Tom
Wyndsour ^np+++??+=Wyndsour,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
very ^ap+amp+++=very
nose ^nn++++=nose
growing ^vwbg+++xvbg+=growing
pale ^nn++++=pale,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
almost ^rb+hdg+++=almost
starting ^vbg+++xvbg+=starting
out ^rp+pl+++=out
of ^in++++=of
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
" ^zz++++="Who?"
who ^whp+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Old
old ^jj+atrb+++=EXTRAWORD
Squire ^nn++++=Squire
Bowes ^np++++=Bowes;
; ^zz++++=EXTRAWORD
it ^pp3+it+++0='twas
was ^vbd+bedz+vrb++=EXTRAWORD
his ^pp$+pp3+++=his
hand ^nn++++=hand
you ^pp2+pp2+++=you
saw ^vbd+vprv++xvbn+=saw;
; ^zz++++=EXTRAWORD
the ^ati++++=the
Lord ^npt++++=Lord
a ^at++++=a'
' ^zz++++=EXTRAWORD
mercy ^nn++++=mercy
on ^in++++=on
us ^pp1o+pp1+++=us!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
answered ^vbd+vpub++xvbn+=answered
Tom ^np++++=Tom.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
broken ^jj+atrb++xvbn+=broken
finger ^nn++++=finger,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
nail ^nn++++=nail
bent ^vbd+++xvbn+=bent
like ^in++++=like
a ^at++++=a
hoop ^nn++++=hoop.
. ^zz++++=EXTRAWORD
Well ^rb+dspt+++=Well
for ^in++++=for
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
come ^vb++++=come
back ^jjb++++=back
when ^wrb+who+++=when
you ^pp2+pp2+++=you
called ^vbd+++xvbn+=called,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
time ^nn++++=time.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
came ^vbd+++xvbn+=came
here ^rn+pl+++=here
about ^rb++++=about
them ^pp3o+pp3+++=them
Miss ^npt++++=Miss
Dymock ^np++++=Dymock's
's ^$++++=EXTRAWORD
business ^nns+nom+++=business,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
never ^rb++++=never
meant ^vbd+vprv+tht0+xvbn+=meant
they ^pp3a+pp3+++=they
should ^md+nec+++=should
have ^vb+hv+vrb++=have
a ^at++++=a
foot ^nn++++=foot
of ^in++++0=o'
ground ^nn++++=ground
in ^in++++=in
Barwyke ^np+++??+=Barwyke;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
making ^vbg+++xvbgx+=making
a ^at++++=a
will ^md+prd+++=will
to ^to++++=to
give ^vbi++++=give
it ^pp3+it+++=it
away ^rp+pl+++=away
quite ^rb++++=quite
different ^jj++++=different,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
death ^nn++++=death
took ^vbd+++xvbn+=took
him ^pp3o+pp3+++=him
short ^jj++++=short.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
never ^rb++++=never
was ^vbd+bedz+vrb++=was
uncivil ^jj+pred+++=uncivil
to ^in++++=to
no ^ati++neg++=no
one ^pn++++=one;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
abide ^vb++++=abide
them ^pp3o+pp3+++=them
ladies ^nns++++=ladies.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
mind ^nn++++=mind
misgave ^nn+++??+=misgave
me ^pp1o+pp1+++=me
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
heard ^vbd+vprv+tht0+xvbnx+=heard
it ^pp3+it+++0='twas
was ^vbd+bedz+vrb++=EXTRAWORD
about ^in++++=about
their ^pp$+pp3+++=their
business ^nns+nom+++=business
you ^pp2+pp2+++=you
were ^vbd+bed+aux++=were
coming ^vbg+++xvbgx+=coming;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
now ^rn+tm+++=now
you ^pp2+pp2+++=you
see ^vb+vprv+++=see
how ^wrb+who+whcl++=how
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
at ^in++++=at
his ^pp$+pp3+++=his
old ^jj+atrb+++=old
tricks ^nns++++=tricks
again ^rb+tm+++=again!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
With ^in++++=With
some ^dti++++=some
pressure ^nn++++=pressure
and ^cc++++=and
a ^rb++++=a
little ^rb"++++=little
more ^ql++++=more
punch ^np++++=punch,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
induced ^vbd+++xvbnx+=induced
Tom ^np++++=Tom
Wyndsour ^np+++??+=Wyndsour
to ^to++++=to
explain ^vbi+vpub+tht0++=explain
his ^pp$+pp3+++=his
mysterious ^jj+atrb+++=mysterious
allusions ^nns++++=allusions
by ^in++++=by
recounting ^xvbg+++xvbg+=recounting
the ^ati++++=the
occurrences ^nns+nom+++=occurrences
which ^whp+rel+subj++=which
followed ^vbd+vprv++xvbn+=followed
the ^ati++++=the
old ^jj+atrb+++=old
Squire ^np++++=Squire's
's ^$++++=EXTRAWORD
death ^nn++++=death.
. ^zz++++=EXTRAWORD
" ^zz++++="Squire
squire ^nn++++=EXTRAWORD
Bowes ^np++++=Bowes
of ^in++++=of
Barwyke ^np+++??+=Barwyke
died ^vbd+++xvbn+=died
without ^in++++=without
making ^xvbg+++xvbg+=making
a ^at++++=a
will ^md+prd+++=will,
, ^zz++++=EXTRAWORD
as ^ql++++=as
you ^pp2+pp2+++=you
know ^vb+vprv+++=know,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Tom ^np++++=Tom.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
all ^rb++++=all
the ^ati++++=the
folk ^jjb+atrb+++=folk
round ^nn++++=round
were ^vbd+bed+vrb++=were
sorry ^uh++++=sorry;
; ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
is ^vbz+bez+aux++=is
to ^to++++=to
say ^vbi+vpub+++=say,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
sorry ^uh++++=sorry
as ^in++++=as
folk ^nn++++=folk
will ^md+prd+++=will
be ^vb+be+vrb++=be
for ^in++++=for
an ^at++++=an
old ^jj+atrb+++=old
man ^nn++++=man
that ^tht+rel+subj++=that
has ^vbz+hvz+aux++=has
seen ^vprf+++xvbnx+=seen
a ^at++++=a
long ^jj+atrb+++=long
tale ^nn++++=tale
of ^in++++=of
years ^nns++++=years,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
has ^vbz+hvz+vrb++=has
no ^at++++=no
right ^nn++++=right
to ^to+ncmp+++=to
grumble ^vbi+vpub+++=grumble
that ^tht+vcmp+++=that
death ^nn++++=death
has ^vbz+hvz+aux++=has
knocked ^vprf+++xvbnx+=knocked
an ^at++++=an
hour ^nn++++=hour
too ^rb++++=too
soon ^rb+tm+++=soon
at ^in++++=at
his ^pp$+pp3+++=his
door ^nn++++=door.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Squire ^nn++++=Squire
was ^vbd+bedz+aux++=was
well ^rb++++=well
liked ^vbd+++xvbn+=liked;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
never ^rb++++=never
in ^in++++=in
a ^at++++=a
passion ^nn++++=passion,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
said ^vbd+vpub++xvbn+=said
a ^at++++=a
hard ^jj+atrb+++=hard
word ^nn++++=word;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
would ^md+prd+++=would
not ^xnot++not++=not
hurt ^vb+++xvbn+=hurt
a ^at++++=a
fly ^nn++++=fly;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^cs+sub+++=that
made ^vwbn+++xvbn+=made
what ^wdt+who+++=what
happened ^vbd+++xvbn+=happened
after ^in++++=after
his ^pp$+pp3+++=his
decease ^nn++++=decease
the ^ati++++=the
more ^rbr++++=more
surprising ^jj+++xvbg+=surprising.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
first ^od++++=first
thing ^nn++++=thing
these ^dt+dem+++=these
ladies ^nns++++=ladies
did ^vbd+dod+vrb++=did,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
got ^vbd+++xvbnx+=got
the ^ati++++=the
property ^nn++++=property,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
to ^to++++=to
buy ^vbi++++=buy
stock ^nn++++=stock
for ^in++++=for
the ^ati++++=the
park ^nn++++=park.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
wise ^jj++++=wise,
, ^zz++++=EXTRAWORD
in ^in++++=in
any ^dti++++=any
case ^nn++++=case,
, ^zz++++=EXTRAWORD
to ^in++++=to
graze ^nn+++??+=graze
the ^ati++++=the
land ^nn++++=land
on ^in++++=on
their ^pp$+pp3+++=their
own ^ap++++=own
account ^nn++++=account.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
they ^pp3a+pp3+++=they
little ^rb++++=little
knew ^vbd+vprv++xvbn+=knew
all ^rb++++=all
they ^pp3a+pp3+++=they
had ^md"++pmd"++=had
to ^md+nec+++=to
contend ^vb+vpub+++=contend
with ^in+strn+++=with.
. ^zz++++=EXTRAWORD
" ^zz++++="Before
before ^cs+sub+++=EXTRAWORD
long ^rb++++=long
something ^pn++++=something
went ^vbd+++xvbn+=went
wrong ^jj++++=wrong
with ^in++++=with
the ^ati++++=the
cattle ^nns++++=cattle;
; ^zz++++=EXTRAWORD
first ^rb++++=first
one ^pn++++=one,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
another ^dt++++=another,
, ^zz++++=EXTRAWORD
took ^j+++xvbn+=took
sick ^jj++++=sick
and ^cc+phrs+++=and
died ^jj+++xvbn+=died,
, ^zz++++=EXTRAWORD
and ^rb++++=and
so ^rb"++++=so
on ^rb"++++=on,
, ^zz++++=EXTRAWORD
till ^cs+sub+++=till
the ^ati++++=the
loss ^nn++++=loss
began ^vbd+++xvbn+=began
to ^to++++=to
grow ^vbi++++=grow
heavy ^jj++++=heavy.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
queer ^jj+atrb+++=queer
stories ^nns++++=stories,
, ^zz++++=EXTRAWORD
little ^ap++++=little
by ^in++++=by
little ^jj++++=little,
, ^zz++++=EXTRAWORD
began ^j+++xvbn+=began
to ^to++++=to
be ^vbi+vbi+aux++=be
told ^vpsv++agls+xvbnx+=told.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
said ^vpsv++agls+xvbnx+=said,
, ^zz++++=EXTRAWORD
first ^rb++++=first
by ^in++++=by
one ^pn++++=one,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
by ^in++++=by
another ^dt++++=another,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
Squire ^nn++++=Squire
Bowes ^np++++=Bowes
was ^vbd+bedz+aux++=was
seen ^vpsv++agls+xvbnx+=seen,
, ^zz++++=EXTRAWORD
about ^in++++=about
evening ^nn++++=evening
time ^nn++++=time,
, ^zz++++=EXTRAWORD
walking ^vbg+++xvbg+=walking,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
as ^ql++++=as
he ^pp3a+pp3+++=he
used ^md"++pmd"++=used
to ^to++++=to
do ^vb++++=do
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
alive ^jj+pred+++=alive,
, ^zz++++=EXTRAWORD
among ^in++++=among
the ^ati++++=the
old ^jj+atrb+++=old
trees ^nns++++=trees,
, ^zz++++=EXTRAWORD
leaning ^vbg+++xvbg+=leaning
on ^in++++=on
his ^pp$+pp3+++=his
stick ^nn++++=stick;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
sometimes ^rb++++=sometimes
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
up ^rb+phrv+++=up
with ^in+ppvb+++=with
the ^ati++++=the
cattle ^nns++++=cattle,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
stop ^vb++++=stop
and ^cc++++=and
lay ^jjb+++xvbn+=lay
his ^pp$+pp3+++=his
hand ^nn++++=hand
kindly ^rb++++=kindly
