Arthur ^np++++=Arthur
the ^ati++++=the
most ^ql+emph+++=most
daring ^jj+atrb++xvbg+=daring
bank ^nn++++=bank-robbery
- ^zz++++=EXTRAWORD
robbery ^nn+nom+++=EXTRAWORD
we ^pp1a+pp1+++=we
ever ^rb++++=ever
had ^vb+hv+vrb++=had
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
A ^at++++=A
hundred ^cd++++=hundred
and ^cc++++=and
forty ^cd++++=forty-eight
- ^zz++++=EXTRAWORD
eight ^cd++++=EXTRAWORD
thousand ^cd++++=thousand
dollars ^nns++++=dollars--think
-- ^--+clp+++=EXTRAWORD
think ^vb+vprv+++=EXTRAWORD
of ^in++++=of
it ^pp3+it+++=it!
! ^zz++++=EXTRAWORD
How ^wrb+who+++=How
long ^rb++++=long
has ^vbz+hvz+aux++=has
it ^pp3+it+++=it
been ^vprf+ben+vrb+xvbn+=been
since ^cs+sub+++=since
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
let ^vpsv++agls+xvbnx+=let
out ^rb+phrv+++=out
of ^in++++=of
Joliet ^np+++??+=Joliet?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Eight
eight ^cd++++=EXTRAWORD
years ^nns++++=years.
. ^zz++++=EXTRAWORD
In ^cs+sub+++=In
that ^cs"++++=that
time ^nn++++=time
he ^pp3a+pp3+++=he
has ^vbz+hvz+aux++=has
grown ^vprf+++xvbnx+=grown
a ^at++++=a
beard ^nn++++=beard,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
lived ^vpsv++by+xvbn+=lived
by ^in++++=by
dice ^nns++++=dice-throwing
- ^zz++++=EXTRAWORD
throwing ^vbg+++xvbg+=EXTRAWORD
with ^in++++=with
men ^nns++++=men
who ^whp+rel+subj++=who
thought ^vbd+++xvbn+=thought
they ^pp3a+pp3+++=they
could ^md+pos+++=could
detect ^vb++++=detect
him ^pp3o+pp3+++=him
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
should ^md+nec+++=should
swindle ^vb++++=swindle
them ^pp3o+pp3+++=them;
; ^zz++++=EXTRAWORD
but ^cs+sub+++=but
that ^cs"++++=that
is ^vbz+bez+vrb++=is
impossible ^jj+pred+++=impossible.
. ^zz++++=EXTRAWORD
No ^at++++=No
human ^nn++++=human
being ^vwbg+beg++xvbg+=being
can ^md+pos+++=can
come ^vb++++=come
winner ^nn++++=winner
out ^rp+pl+++=out
of ^in++++=of
a ^at++++=a
game ^nn++++=game
with ^in++++=with
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
is ^vbz+bez+vrb++=is
evidently ^rb++++=evidently
not ^xnot++not++=not
here ^rn+pl+++=here;
; ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
us ^pp1o+pp1+++=us
look ^vb++++=look
farther ^rbr++++=farther."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
two ^cd++++=two
men ^nns++++=men
clinked ^vbd+++xvbn+=clinked
glasses ^nns++++=glasses
and ^cc++++=and
passed ^vbd+++xvbn+=passed
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
The ^ati++++=The
dice-players ^nns+nom+++=dice-players--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
pale ^nn++++=pale
one ^cd1++++=one
and ^cc++++=and
the ^ati++++=the
starving ^jj+atrb++xvbg+=starving
one ^pn++++=one--sat
-- ^--+clp+++=EXTRAWORD
sat ^j+++xvbn+=EXTRAWORD
gazing ^jj+++xvbg+=gazing
at ^rb++++=at
each ^dt++++=each
other ^ap++++=other,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
hundred ^cd++++=hundred
and ^cc++++=and
forty ^cd++++=forty-eight
- ^zz++++=EXTRAWORD
eight ^cd++++=EXTRAWORD
thousand ^cd++++=thousand
dollars ^nns++++=dollars
piled ^vbd+++xvbn+=piled
up ^rp++++=up
between ^in++++=between
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
The ^ati++++=The
winner ^nn++++=winner
made ^vbd+++xvbn+=made
no ^at++++=no
move ^vb++++=move
to ^to++++=to
take ^vbi++++=take
in ^rb+phrv+++=in
the ^ati++++=the
money ^nn++++=money;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
merely ^rb+down+++=merely
sat ^vbd+++xvbn+=sat
and ^cc+phrs+++=and
stared ^vbd+++xvbn+=stared
at ^rb++++=at
Kimberlin ^np+++??+=Kimberlin,
, ^zz++++=EXTRAWORD
wholly ^rb++++=wholly
unmoved ^jj++++=unmoved
by ^in++++=by
the ^ati++++=the
conversation ^nn+nom+++=conversation
in ^in++++=in
the ^ati++++=the
adjoining ^jj+atrb++xvbg+=adjoining
room ^nn++++=room.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
imperturbability ^nn+nom+++=imperturbability
was ^vbd+bedz+vrb++=was
amazing ^jj+pred+++=amazing,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
absolute ^jj+atrb+++=absolute
stillness ^nns+nom+++=stillness
terrifying ^jj++++=terrifying.
. ^zz++++=EXTRAWORD
Kimberlin ^np+++??+=Kimberlin
began ^vbd+++xvbn+=began
to ^to++++=to
shake ^vbi++++=shake
with ^in++++=with
an ^at++++=an
ague ^nn+++??+=ague.
. ^zz++++=EXTRAWORD
The ^ati++++=The
cold ^nn++++=cold,
, ^zz++++=EXTRAWORD
steady ^jj+atrb+++=steady
gaze ^nn++++=gaze
of ^in++++=of
the ^ati++++=the
stranger ^nn++++=stranger
sent ^vbd+++xvbn+=sent
ice ^nn++++=ice
into ^in++++=into
his ^pp$+pp3+++=his
marrow ^nn+++??+=marrow.
. ^zz++++=EXTRAWORD
Unable ^jj++++=Unable
to ^to+jcmp+++=to
bear ^vbi+vprv+++=bear
longer ^rbr++++=longer
this ^dt+dem+++=this
unwavering ^jj+atrb+++=unwavering
look ^nn++++=look,
, ^zz++++=EXTRAWORD
Kimberlin ^np+++??+=Kimberlin
moved ^vbd+++xvbn+=moved
to ^to++++=to
one ^cd1++++=one
side ^nn++++=side,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
amazed ^jj++agls+xvbnx+=amazed
to ^to+jcmp+++=to
discover ^nn+nom+++=discover
that ^tht+vcmp+++=that
the ^ati++++=the
eyes ^nns++++=eyes
of ^in++++=of
the ^ati++++=the
pale ^jj+atrb+++=pale
man ^nn++++=man,
, ^zz++++=EXTRAWORD
instead ^rb+cnj+++=instead
of ^in++++=of
following ^xvbg+++xvbg+=following
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
remained ^j+++xvbn+=remained
fixed ^jj+++xvbn+=fixed
upon ^in++++=upon
the ^ati++++=the
spot ^nn++++=spot
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
sat ^vprf+++xvbnx+=sat,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or,
, ^zz++++=EXTRAWORD
rather ^rb+cnj+++=rather,
, ^zz++++=EXTRAWORD
upon ^in++++=upon
the ^ati++++=the
wall ^nn++++=wall
behind ^in+pl+++=behind
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
A ^at++++=A
great ^jj+atrb+++=great
dread ^nn++++=dread
beset ^vbd+++xvbn+=beset
the ^ati++++=the
young ^jj+atrb+++=young
man ^nn++++=man.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
feared ^vbd+vprv++xvbnx+=feared
to ^to++++=to
make ^vbi++++=make
the ^ati++++=the
slightest ^jjt++++=slightest
sound ^jj++++=sound.
. ^zz++++=EXTRAWORD
Voices ^nns++++=Voices
of ^in++++=of
men ^nns++++=men
in ^in++++=in
the ^ati++++=the
bar ^nn++++=bar-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
were ^vbd+bed+vrb++=were
audible ^jj+pred+++=audible,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
sufferer ^nn+nom+++=sufferer
imagined ^vbd+vprv++xvbn+=imagined
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
heard ^vbd+vprv++xvbnx+=heard
others ^aps++++=others
whispering ^jj+++xvbg+=whispering
and ^cc++++=and
tip ^nn++++=tip-toeing
- ^zz++++=EXTRAWORD
toeing ^jj+++xvbg+=EXTRAWORD
in ^in++++=in
the ^ati++++=the
passage ^nn+nom+++=passage
outside ^jjb++++=outside
his ^pp$+pp3+++=his
booth ^nn++++=booth.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
poured ^vbd+++xvbnx+=poured
out ^rp+pl+++=out
some ^dti++++=some
absinthe ^nn++++=absinthe,
, ^zz++++=EXTRAWORD
watching ^vbg+++xvbg+=watching
his ^pp$+pp3+++=his
strange ^jj+atrb+++=strange
companion ^nn++++=companion
all ^rb++++=all
the ^ati++++=the
while ^cs+sub+++=while,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
drank ^vbd+++xvbn+=drank
alone ^jj++++=alone
and ^cc+phrs+++=and
unnoticed ^jj++++=unnoticed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
took ^vbd+++xvbnx+=took
a ^at++++=a
heavy ^jj+atrb+++=heavy
drink ^nn++++=drink,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
had ^vb+hv+vrb++=had
a ^at++++=a
peculiar ^jj+atrb+++=peculiar
effect ^nn++++=effect
upon ^in++++=upon
him ^pp3o+pp3+++=him:
: ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
felt ^vbd+vprv+tht0+xvbnx+=felt
his ^pp$+pp3+++=his
heart ^nn++++=heart
bounding ^vwbg+++xvbg+=bounding
with ^in++++=with
alarming ^xvbg+++xvbg+=alarming
force ^nn++++=force
and ^cc++++=and
rapidity ^nn+nom+++=rapidity,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
breathing ^nvbg+++xvbg+=breathing
was ^vbd+bedz+vrb++=was
difficult ^jj+pred+++=difficult.
. ^zz++++=EXTRAWORD
Still ^rb++++=Still
his ^pp$+pp3+++=his
hunger ^nn++++=hunger
remained ^vbd+++xvbn+=remained,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+pdem+++=that
and ^cc++++=and
the ^ati++++=the
absinthe ^nn++++=absinthe
gave ^vbd+++xvbn+=gave
him ^pp3o+pp3+++=him
an ^at++++=an
idea ^nn++++=idea
that ^tht+ncmp+++=that
the ^ati++++=the
gastric ^jj+atrb+++=gastric
acids ^nns++++=acids
were ^vbd+bed+aux++=were
destroying ^vbg+++xvbgx+=destroying
him ^pp3o+pp3+++=him
by ^in++++=by
digesting ^xvbg+++xvbg+=digesting
his ^pp$+pp3+++=his
stomach ^nn++++=stomach.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
leaned ^vbd+++xvbnx+=leaned
forward ^rb++++=forward
and ^cc++++=and
whispered ^vpsv++agls+xvbn+=whispered
to ^in++++=to
the ^ati++++=the
stranger ^nn+nom+++=stranger,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
was ^vbd+bedz+aux++=was
given ^vpsv++agls+xvbnx+=given
no ^at++++=no
attention ^nn+nom+++=attention.
. ^zz++++=EXTRAWORD
One ^pn++++=One
of ^in++++=of
the ^ati++++=the
man ^nn++++=man's
's ^$++++=EXTRAWORD
hands ^nns++++=hands
lay ^vbd+++xvbn+=lay
upon ^in++++=upon
the ^ati++++=the
table ^nn++++=table;
; ^zz++++=EXTRAWORD
Kimberlin ^np+++??+=Kimberlin
placed ^vwbn+++xvbn+=placed
his ^pp$+pp3+++=his
upon ^in++++=upon
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
drew ^vbd+++xvbn+=drew
back ^jjb++++=back
in ^in++++=in
terror ^nn++++=terror--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
hand ^nn++++=hand
was ^vbd+bedz+vrb++=was
as ^ql++++=as
cold ^jj++++=cold
as ^ql++++=as
a ^at++++=a
stone ^nn++++=stone.
. ^zz++++=EXTRAWORD
The ^ati++++=The
money ^nn++++=money
must ^md+nec+++=must
not ^xnot++not++=not
lie ^vb++++=lie
there ^ex+pex+++=there
exposed ^vbd+++xvbn+=exposed.
. ^zz++++=EXTRAWORD
Kimberlin ^np+++??+=Kimberlin
arranged ^vwbn+vsua++xvbn+=arranged
it ^pp3+it+++=it
into ^in++++=into
neat ^jj+atrb+++=neat
parcels ^nns++++=parcels,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
furtively ^jj++++=furtively
every ^at++++=every
moment ^nn++++=moment
at ^in++++=at
his ^pp$+pp3+++=his
immovable ^jj+atrb+++=immovable
companion ^nn++++=companion,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
mortal ^nn++++=mortal
fear ^vb++++=fear
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
would ^md+prd+++=would
stir ^vb++++=stir!
! ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
sat ^vbd+++xvbnx+=sat
back ^jjb++++=back
and ^cc+phrs+++=and
waited ^jj+++xvbn+=waited.
. ^zz++++=EXTRAWORD
A ^at++++=A
deadly ^jj+atrb+++=deadly
fascination ^nn+nom+++=fascination
impelled ^vwbn+++xvbn+=impelled
him ^pp3o+pp3+++=him
to ^to++++=to
move ^vbi++++=move
back ^jjb++++=back
into ^in++++=into
his ^pp$+pp3+++=his
former ^ap++++=former
position ^nn+nom+++=position,
, ^zz++++=EXTRAWORD
so ^rb++++=so
as ^in++++=as
to ^in"++++=to
bring ^vb++++=bring
his ^pp$+pp3+++=his
face ^nn++++=face
directly ^rb++++=directly
before ^in++++=before
the ^ati++++=the
gaze ^nn++++=gaze
of ^in++++=of
the ^ati++++=the
stranger ^nn+nom+++=stranger.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
so ^rb++++=so
the ^ati++++=the
two ^cd++++=two
sat ^vbd+++xvbn+=sat
and ^cc+phrs+++=and
stared ^vbd+++xvbn+=stared
at ^rb++++=at
each ^dt++++=each
other ^ap++++=other.
. ^zz++++=EXTRAWORD
Kimberlin ^np+++??+=Kimberlin
felt ^vbd+vprv++xvbn+=felt
his ^pp$+pp3+++=his
breath ^nn++++=breath
coming ^vwbg+++xvbg+=coming
heavier ^jjr++++=heavier
and ^cc++++=and
his ^pp$+pp3+++=his
heart ^nn++++=heart-beats
- ^zz++++=EXTRAWORD
beats ^nns++++=EXTRAWORD
growing ^vwbg+++xvbg+=growing
weaker ^jjr++++=weaker,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
these ^dt+dem+++=these
conditions ^nns+nom+++=conditions
gave ^vbd+++xvbn+=gave
him ^pp3o+pp3+++=him
comfort ^nn++++=comfort
by ^in++++=by
reducing ^xvbg+++xvbg+=reducing
his ^pp$+pp3+++=his
anxiety ^nn++++=anxiety
and ^cc++++=and
softening ^nn++++=softening
the ^ati++++=the
pangs ^nns++++=pangs
of ^in++++=of
hunger ^nn++++=hunger.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
growing ^vbg+++xvbgx+=growing
more ^rbr++++=more
and ^cc+phrs+++=and
more ^rbr++++=more
comfortable ^jj++++=comfortable
and ^cc+phrs+++=and
yawned ^jj+++xvbn+=yawned.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
dared ^vprf+++xvbnx+=dared
he ^pp3a+pp3+++=he
might ^md+pos+++=might
have ^vb+hv+aux++=have
gone ^vprf+++xvbnx+=gone
to ^to++++=to
sleep ^vbi++++=sleep.
. ^zz++++=EXTRAWORD
Suddenly ^rb++++=Suddenly
a ^at++++=a
fierce ^jj+atrb+++=fierce
light ^nn++++=light
flooded ^jj++++=flooded
his ^pp$+pp3+++=his
vision ^nn++++=vision
and ^cc++++=and
sent ^vbd+++xvbn+=sent
him ^pp3o+pp3+++=him
with ^in++++=with
a ^at++++=a
bound ^jj++++=bound
to ^to+jcmp+++=to
his ^pp$+pp3+++=his
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
Had ^vb+hv+aux++=Had
he ^pp3a+pp3+++=he
been ^vprf+ben+aux+xvbnx+=been
struck ^vpsv++agls+xvbnx+=struck
upon ^in++++=upon
the ^ati++++=the
head ^nn++++=head
or ^cc++++=or
stabbed ^vpsv++agls+xvbn+=stabbed
to ^in++++=to
the ^ati++++=the
heart ^nn++++=heart?
? ^zz++++=EXTRAWORD
No ^at++++=No;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
sound ^jj+pred+++=sound
and ^cc+phrs+++=and
alive ^jj++++=alive.
. ^zz++++=EXTRAWORD
The ^ati++++=The
pale ^jj++++=pale
stranger ^jjr++++=stranger
still ^rb++++=still
sat ^vbd+++xvbn+=sat
there ^ex+pex+++=there
staring ^vbg+++xvbg+=staring
at ^rb++++=at
nothing ^pn++++=nothing
and ^cc++++=and
immovable ^jj++++=immovable;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Kimberlin ^np+++??+=Kimberlin
was ^vbd+bedz+vrb++=was
no ^at++++=no
longer ^rbr++++=longer
afraid ^jj++++=afraid
of ^in++++=of
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
contrary ^nn+nom+++=contrary,
, ^zz++++=EXTRAWORD
an ^at++++=an
extraordinary ^jj+atrb+++=extraordinary
buoyancy ^nn++++=buoyancy
of ^in++++=of
spirit ^nn++++=spirit
and ^cc++++=and
elasticity ^nn+nom+++=elasticity
of ^in++++=of
body ^nn++++=body
made ^vbd+++xvbn+=made
him ^pp3o+pp3+++=him
feel ^vb+vprv+++=feel
reckless ^jj++++=reckless
and ^cc+phrs+++=and
daring ^jj+++xvbg+=daring.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
former ^ap++++=former
timidity ^nn+nom+++=timidity
and ^cc++++=and
scruples ^vbz+++??+=scruples
vanished ^vprf+++xvbn+=vanished,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
felt ^vbd+vprv++xvbnx+=felt
equal ^jj++++=equal
to ^in++++=to
any ^dti++++=any
adventure ^nn++++=adventure.
. ^zz++++=EXTRAWORD
Without ^in++++=Without
hesitation ^nn+nom+++=hesitation
he ^pp3a+pp3+++=he
gathered ^vbd+++xvbnx+=gathered
up ^rp++++=up
the ^ati++++=the
money ^nn++++=money
and ^cc++++=and
bestowed ^vbd+++xvbn+=bestowed
it ^pp3+it+++=it
in ^in++++=in
his ^pp$+pp3+++=his
several ^ap++++=several
pockets ^nns++++=pockets.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
a ^at++++=a
fool ^jjb++++=fool
to ^to++++=to
starve ^vbi++++=starve,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
" ^zz++++="with
with ^in++++=EXTRAWORD
all ^abn++++=all
this ^dt+dem+++=this
money ^nn++++=money
ready ^jj++++=ready
to ^to+jcmp+++=to
my ^pp$+pp1+++=my
hand ^nn++++=hand."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
As ^ql++++=As
cautiously ^rb++++=cautiously
as ^in++++=as
a ^at++++=a
thief ^nn++++=thief
he ^pp3a+pp3+++=he
unlocked ^vbd+++xvbnx+=unlocked
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
stepped ^j+++xvbn+=stepped
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
reclosed ^j+++xvbn+=reclosed
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
boldly ^rb++++=boldly
and ^cc++++=and
with ^in++++=with
head ^nn++++=head
erect ^vb++++=erect
stalked ^xvbn+++xvbn+=stalked
out ^rp+pl+++=out
upon ^in++++=upon
the ^ati++++=the
street ^nn++++=street.
. ^zz++++=EXTRAWORD
Much ^ap++++=Much
to ^in++++=to
his ^pp$+pp3+++=his
astonishment ^nn+nom+++=astonishment,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
found ^vbd+vprv++xvbnx+=found
the ^ati++++=the
city ^nn++++=city
in ^in++++=in
the ^ati++++=the
bustle ^nn++++=bustle
of ^in++++=of
the ^ati++++=the
early ^jj+atrb+++=early
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
the ^ati++++=the
sky ^nn++++=sky
was ^vbd+bedz+vrb++=was
clear ^jj+pred+++=clear.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
evident ^jj+pred+++=evident
to ^in++++=to
him ^pp3o+pp3+++=him
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
not ^xnot++not++=not
been ^vprf+ben+vrb+xvbn+=been
in ^in++++=in
the ^ati++++=the
saloon ^nn++++=saloon
as ^ql++++=as
long ^rb++++=long
as ^ql++++=as
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
supposed ^vprf+++xvbnx+=supposed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
walked ^vbd+++xvbnx+=walked
along ^in++++=along
the ^ati++++=the
street ^nn++++=street
with ^in++++=with
the ^ati++++=the
utmost ^jjb++++=utmost
unconcern ^jj+++xvbn+=unconcern
of ^in++++=of
the ^ati++++=the
dangers ^nns+nom+++=dangers
that ^tht+rel+subj++=that
beset ^vbd+++xvbn+=beset
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
laughed ^vbd+++xvbn+=laughed
softly ^rb++++=softly
but ^cc+phrs+++=but
gleefully ^rb++++=gleefully.
. ^zz++++=EXTRAWORD
Would ^md+prd+++=Would
he ^pp3a+pp3+++=he
not ^xnot++not++=not
eat ^vb++++=eat
now ^rn+tm+++=now--ah,
-- ^--+clp+++=EXTRAWORD
ah ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
would ^md+prd+++=would
he ^pp3a+pp3+++=he
not ^xnot++not++=not?
? ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
could ^md+pos+++=could
buy ^vb++++=buy
a ^at++++=a
dozen ^cd++++=dozen
restaurants ^nns+nom+++=restaurants!
! ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
only ^rb+down+++=only
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
would ^md+prd+++=would
hunt ^vb++++=hunt
the ^ati++++=the
city ^nn++++=city
up ^rp++++=up
and ^cc+phrs+++=and
down ^rp++++=down
for ^in++++=for
hungry ^jj+atrb+++=hungry
men ^nns++++=men
and ^cc++++=and
feed ^nn++++=feed
them ^pp3o+pp3+++=them
with ^in++++=with
the ^ati++++=the
fattest ^jjt+atrb+++=fattest
steaks ^nns++++=steaks,
, ^zz++++=EXTRAWORD
the ^ati++++=the
juiciest ^jjt+atrb+++=juiciest
roasts ^nns+++??+=roasts,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
biggest ^jjt+atrb+++=biggest
oysters ^nns+nom+++=oysters
that ^tht+rel+obj++=that
the ^ati++++=the
town ^nn++++=town
could ^md+pos+++=could
supply ^vb++++=supply.
. ^zz++++=EXTRAWORD
As ^in++++=As
for ^in"++++=for
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
must ^md+nec+++=must
eat ^vb++++=eat
first ^rb++++=first;
; ^zz++++=EXTRAWORD
after ^cs+sub+++=after
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
would ^md+prd+++=would
set ^vb+++xvbn+=set
up ^rb+phrv+++=up
a ^at++++=a
great ^jj+atrb+++=great
establishment ^nn+nom+++=establishment
for ^in++++=for
feeding ^xvbg+++xvbg+=feeding
other ^ap++++=other
hungry ^jj+atrb+++=hungry
mortals ^nns+nom+++=mortals
without ^in++++=without
charge ^nn++++=charge.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
eat ^vb++++=eat
first ^rb++++=first;
; ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
pleased ^vbd+++xvbnx+=pleased,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
eat ^vb++++=eat
till ^cs+sub+++=till
he ^pp3a+pp3+++=he
should ^md+nec+++=should
burst ^vbd+++xvbn+=burst.
. ^zz++++=EXTRAWORD
In ^in++++=In
what ^wdt+who+++=what
single ^jj+atrb+++=single
place ^nn++++=place
could ^md+pos+++=could
he ^pp3a+pp3+++=he
find ^vb+vprv+++=find
sufficient ^jj++++=sufficient
to ^to+jcmp+++=to
satisfy ^vbi++++=satisfy
his ^pp$+pp3+++=his
hunger ^nn++++=hunger?
? ^zz++++=EXTRAWORD
Could ^md+pos+++=Could
he ^pp3a+pp3+++=he
live ^vb++++=live
sufficiently ^rb++++=sufficiently
long ^vb++++=long
to ^to+vcmp+++=to
have ^vbi++vrb++=have
an ^at++++=an
ox ^nn++++=ox
killed ^vbd+++xvbn+=killed
and ^cc+phrs+++=and
roasted ^vbd+++xvbn+=roasted
whole ^jj++++=whole
for ^in++++=for
his ^pp$+pp3+++=his
supper ^nn++++=supper?
? ^zz++++=EXTRAWORD
Besides ^rb+cnj+++=Besides
an ^at++++=an
ox ^nn++++=ox
he ^pp3a+pp3+++=he
would ^md+prd+++=would
order ^to++++=order
two ^cd++++=two
dozen ^cd++++=dozen
broiled ^jj+atrb++xvbn+=broiled
chickens ^nns++++=chickens,
, ^zz++++=EXTRAWORD
fifty ^cd++++=fifty
dozen ^cd++++=dozen
oysters ^nns+nom+++=oysters,
, ^zz++++=EXTRAWORD
a ^at++++=a
dozen ^cd++++=dozen
crabs ^nns+++??+=crabs,
, ^zz++++=EXTRAWORD
ten ^cd++++=ten
dozen ^cd++++=dozen
eggs ^nns++++=eggs,
, ^zz++++=EXTRAWORD
ten ^cd++++=ten
hams ^nns++++=hams,
, ^zz++++=EXTRAWORD
eight ^cd++++=eight
young ^jj+atrb+++=young
pigs ^nns++++=pigs,
, ^zz++++=EXTRAWORD
twenty ^cd++++=twenty
wild ^jj+atrb+++=wild
ducks ^nns++++=ducks,
, ^zz++++=EXTRAWORD
fifteen ^cd++++=fifteen
fish ^nns++++=fish
of ^in++++=of
four ^cd++++=four
different ^jj+atrb+++=different
kinds ^nns++++=kinds,
, ^zz++++=EXTRAWORD
eight ^cd++++=eight
salads ^nns++++=salads,
, ^zz++++=EXTRAWORD
four ^cd++++=four
dozen ^cd++++=dozen
bottles ^nns++++=bottles
each ^dt++++=each
of ^in++++=of
claret ^nn+++??+=claret,
, ^zz++++=EXTRAWORD
burgundy ^np++++=burgundy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
champagne ^nn++++=champagne;
; ^zz++++=EXTRAWORD
for ^in++++=for
