Everything ^pn++++=Everything
Catbox ^np+++??+=Catbox,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
and ^cc++++=and
things ^nns++++=things
like ^in++++=like
that ^dt+pdem+++=that,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
gives ^vbz++++=gives
people ^nns++++=people
the ^ati++++=the
wrong ^jj+atrb+++=wrong
impression ^nn++++=impression."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You're
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+vrb++0=EXTRAWORD
absolutely ^rb+amp+++=absolutely
right ^jj+pred+++=right,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Hitz ^np++++=Hitz.
. ^zz++++=EXTRAWORD
" ^zz++++="Forgive
forgive ^vb++++=EXTRAWORD
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
corrected ^vbd+++xvbnx+=corrected
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
gave ^j+++xvbn+=gave
the ^ati++++=the
municipal ^jj+atrb+++=municipal
gas ^nn++++=gas
chambers ^nns+nom+++=chambers
their ^pp$+pp3+++=their
official ^jj+atrb+++=official
title ^nn++++=title,
, ^zz++++=EXTRAWORD
a ^at++++=a
title ^nn++++=title
no ^at++++=no
one ^cd1++++=one
ever ^rb++++=ever
used ^vbd+++xvbn+=used
in ^in++++=in
conversation ^nn+nom+++=conversation.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
should ^md+nec+++=should
have ^vb+hv+aux++=have
said ^vprf+++xvbnx+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='Ethical
ethical ^jj+atrb+++=EXTRAWORD
Suicide ^nn++++=Suicide
Studios, ^np+++??+=Studios,'"
'" ^nn+++??+=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
sounds ^vbz++++=sounds
so ^ql++++=so
much ^ap++++=much
better ^jjr++++=better,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Leora ^np+++??+=Leora
Duncan ^np++++=Duncan.
. ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+dem+++=EXTRAWORD
child ^nn++++=child
of ^in++++=of
yours ^pp$$++++=yours
whichever ^nn+nom+++=whichever
one ^cd1++++=one
you ^pp2+pp2+++=you
decide ^vb+vprv+++=decide
to ^to+vcmp+++=to
keep ^vbi++++=keep,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Wehling ^np+nom+++=Wehling,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Hitz ^np++++=Hitz.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
or ^cc++++=or
she ^pp3a+pp3+++=she
is ^vbz+bez+aux++=is
going ^md"++pmd"++=going
to ^md+prd+++=to
live ^vb++++=live
on ^in++++=on
a ^at++++=a
happy ^jj++++=happy,
, ^zz++++=EXTRAWORD
roomy ^jj++++=roomy,
, ^zz++++=EXTRAWORD
clean ^jj+atrb+++=clean,
, ^zz++++=EXTRAWORD
rich ^jj+atrb+++=rich
planet ^nn++++=planet,
, ^zz++++=EXTRAWORD
thanks ^rb+dspt+++=thanks
to ^in++++=to
population ^nn+nom+++=population
control ^nn++++=control.
. ^zz++++=EXTRAWORD
In ^in++++=In
a ^at++++=a
garden ^nn++++=garden
like ^in++++=like
that ^dt+dem+++=that
mural ^jj++++=mural
there ^rn+pl+++=there."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
shook ^vbd+++xvbnx+=shook
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
" ^zz++++="Two
two ^cd++++=EXTRAWORD
centuries ^nns++++=centuries
ago ^rb+cnj+++=ago,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
a ^at++++=a
young ^jj+atrb+++=young
man ^nn++++=man,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
hell ^nn++++=hell
that ^tht+rel+obj++=that
nobody ^pn++++=nobody
thought ^vbd+++xvbn+=thought
could ^md+pos+++=could
last ^ap++++=last
another ^ppls++++=another
twenty ^cd++++=twenty
years ^nns++++=years.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
centuries ^nns++++=centuries
of ^in++++=of
peace ^nn++++=peace
and ^cc++++=and
plenty ^nn++++=plenty
stretch ^nn++++=stretch
before ^cs+sub+++=before
us ^pp1o+pp1+++=us
as ^in++++=as
far ^in"+pl+++=far
as ^in"++++=as
the ^ati++++=the
imagination ^nn+nom+++=imagination
cares ^vbz++++=cares
to ^to++++=to
travel ^vbi++++=travel."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
smiled ^vbd+++xvbnx+=smiled
luminously ^jj++++=luminously.
. ^zz++++=EXTRAWORD
The ^ati++++=The
smile ^nn++++=smile
faded ^vbd+++xvbn+=faded
as ^ql++++=as
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
that ^tht+vcmp+++=that
Wehling ^np+nom++??+=Wehling
had ^vb+hv+aux++=had
just ^rb+emph+splt++=just
drawn ^vprf+++xvbnx+=drawn
a ^at++++=a
revolver ^nn+nom+++=revolver.
. ^zz++++=EXTRAWORD
Wehling ^np+nom++??+=Wehling
shot ^vbd+++xvbn+=shot
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Hitz ^np++++=Hitz
dead ^jj++++=dead.
. ^zz++++=EXTRAWORD
" ^zz++++="There's
there ^ex+pex+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
room ^nn++++=room
for ^in++++=for
one ^cd1++++=one
a ^at++++=a
great ^jj+atrb+++=great
big ^jj+atrb+++=big
one ^pn++++=one,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
shot ^vbd+++xvbnx+=shot
Leora ^np+++??+=Leora
Duncan ^np++++=Duncan.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
only ^ap+down+++=only
death ^nn++++=death,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
her ^pp$+pp3+++=her
as ^ql++++=as
she ^pp3a+pp3+++=she
fell ^vbd+++xvbnx+=fell.
. ^zz++++=EXTRAWORD
" ^zz++++="There!
there ^rn+pl+++=EXTRAWORD
! ^zz++++=EXTRAWORD
Room ^nn++++=Room
for ^in++++=for
two ^cd++++=two."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
shot ^vbd+++xvbnx+=shot
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
making ^vbg+++xvbg+=making
room ^nn++++=room
for ^in++++=for
all ^rb++++=all
three ^cd++++=three
of ^in++++=of
his ^pp$+pp3+++=his
children ^nns++++=children.
. ^zz++++=EXTRAWORD
Nobody ^pn++++=Nobody
came ^vbd+++xvbn+=came
running ^nvbg+++xvbg+=running.
. ^zz++++=EXTRAWORD
Nobody ^pn++++=Nobody,
, ^zz++++=EXTRAWORD
seemingly ^rb+cnj+++=seemingly,
, ^zz++++=EXTRAWORD
heard ^j+++xvbn+=heard
the ^ati++++=the
shots ^nns++++=shots.
. ^zz++++=EXTRAWORD
The ^ati++++=The
painter ^nn++++=painter
sat ^vbd+++xvbn+=sat
on ^in++++=on
the ^ati++++=the
top ^nn++++=top
of ^in++++=of
his ^pp$+pp3+++=his
stepladder ^jjr++++=stepladder,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
down ^rp++++=down
reflectively ^rb++++=reflectively
on ^in++++=on
the ^ati++++=the
sorry ^uh++++=sorry
scene ^nn++++=scene.
. ^zz++++=EXTRAWORD
The ^ati++++=The
painter ^nn++++=painter
pondered ^vbd+++xvbn+=pondered
the ^ati++++=the
mournful ^jj+atrb+++=mournful
puzzle ^nn++++=puzzle
of ^in++++=of
life ^nn++++=life
demanding ^vwbg+vsua++xvbg+=demanding
to ^to++++=to
be ^vbi+vbi+aux++=be
born ^vpsv++agls+xvbnx+=born
and ^cc++++=and,
, ^zz++++=EXTRAWORD
once ^rb+tm+++=once
born ^vbd+++xvbn+=born,
, ^zz++++=EXTRAWORD
demanding ^vbg+vsua++xvbg+=demanding
to ^to++++=to
be ^vbi++vrb++=be
fruitful ^jj+pred+++=fruitful
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
to ^to++++=to
multiply ^vbi++++=multiply
and ^cc++++=and
to ^to++++=to
live ^vbi++++=live
as ^ql++++=as
long ^rb++++=long
as ^ql++++=as
possible ^jj++++=possible
to ^to+jcmp+++=to
do ^vbi++++=do
all ^abn++++=all
that ^dt+dem+++=that
on ^in++++=on
a ^at++++=a
very ^ql+amp+++=very
small ^jj+atrb+++=small
planet ^nn++++=planet
that ^tht+rel+subj++=that
would ^md+prd+++=would
have ^vb+hv+vrb++=have
to ^in++++=to
last ^ap++++=last
forever ^rb++++=forever.
. ^zz++++=EXTRAWORD
All ^abn++++=All
the ^ati++++=the
answers ^nns+nom+++=answers
that ^tht+vcmp+obj++=that
the ^ati++++=the
painter ^nn++++=painter
could ^md+pos+++=could
think ^vb+vprv+++=think
of ^in++++=of
were ^vbd+bed+vrb++=were
grim ^jj+pred+++=grim.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
grimmer ^jjr++++=grimmer,
, ^zz++++=EXTRAWORD
surely ^rb+cnj+++=surely,
, ^zz++++=EXTRAWORD
than ^in++++=than
a ^at++++=a
Catbox ^np+++??+=Catbox,
, ^zz++++=EXTRAWORD
a ^at++++=a
Happy ^jj+atrb+++=Happy
Hooligan ^nn+nom+++=Hooligan,
, ^zz++++=EXTRAWORD
an ^at++++=an
Easy ^nn++++=Easy
Go ^vb++++=Go.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
thought ^vbd+++xvbnx+=thought
of ^in++++=of
war ^nn++++=war.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
thought ^vbd+++xvbnx+=thought
of ^in++++=of
plague ^nn++++=plague.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
thought ^vbd+++xvbnx+=thought
of ^in++++=of
starvation ^nn+nom+++=starvation.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
knew ^vbd+vprv++xvbnx+=knew
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
would ^md+prd+++=would
never ^rb++splt++=never
paint ^vb++++=paint
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
let ^vbd+++xvbnx+=let
his ^pp$+pp3+++=his
paintbrush ^nn+++??+=paintbrush
fall ^nn++++=fall
to ^in++++=to
the ^ati++++=the
drop ^vb++++=drop-cloths
- ^zz++++=EXTRAWORD
cloths ^nns++++=EXTRAWORD
below ^in+strn+++=below.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
decided ^vbd+vprv+tht0+xvbnx+=decided
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
had ^vb+hv+vrb++=had
about ^in++++=about
enough ^qlp++++=enough
of ^in++++=of
life ^nn++++=life
in ^in++++=in
the ^ati++++=the
Happy ^jj+atrb+++=Happy
Garden ^nn++++=Garden
of ^in++++=of
Life ^nn++++=Life,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
slowly ^rb++++=slowly
down ^rp++++=down
from ^in++++=from
the ^ati++++=the
ladder ^nn++++=ladder.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
took ^vbd+++xvbnx+=took
Wehling ^np+nom+++=Wehling's
's ^$++++=EXTRAWORD
pistol ^nn++++=pistol,
, ^zz++++=EXTRAWORD
really ^rb+emph+++=really
intending ^vb+++xvbg+=intending
to ^to+vcmp+++=to
shoot ^vbi++++=shoot
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
have ^vb+hv+vrb++=have
the ^ati++++=the
nerve ^nn++++=nerve.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
telephone ^nn++++=telephone
booth ^nn++++=booth
in ^in++++=in
the ^ati++++=the
corner ^nn++++=corner
of ^in++++=of
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
went ^vbd+++xvbnx+=went
to ^in++++=to
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
dialed ^j+++xvbn+=dialed
the ^ati++++=the
well ^rb++++=well-remembered
- ^zz++++=EXTRAWORD
remembered ^vbd+vprv++xvbn+=EXTRAWORD
number ^nn++++=number:
: ^zz++++=EXTRAWORD
" ^zz++++="2
2 ^zz++++=EXTRAWORD
B ^zz++++=B
R ^zz++++=R
0 ^zz++++=0
2 ^zz++++=2
B ^zz++++=B."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Federal
federal ^jj+atrb+++=EXTRAWORD
Bureau ^nn++++=Bureau
of ^in++++=of
Termination ^nn+nom+++=Termination,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
very ^ql+amp+++=very
warm ^vb++++=warm
voice ^nn++++=voice
of ^in++++=of
a ^at++++=a
hostess ^nns+nom+++=hostess.
. ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
soon ^rb+tm+++=soon
could ^md+pos+++=could
I ^pp1a+pp1+++=I
get ^vb++++=get
an ^at++++=an
appointment ^nn+nom+++=appointment?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked,
, ^zz++++=EXTRAWORD
speaking ^vbg+++xvbg+=speaking
very ^ql+amp+++=very
carefully ^rb++++=carefully.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
could ^md+pos+++=could
probably ^rb++splt++=probably
fit ^vb++++=fit
you ^pp2+pp2+++=you
in ^in++++=in
late ^jj++++=late
this ^dt+dem+++=this
afternoon ^nn++++=afternoon,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
might ^md+pos+++=might
even ^rb++++=even
be ^vb+be+vrb++=be
earlier ^jjr+pred+++=earlier,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
we ^pp1a+pp1+++=we
get ^vb++++=get
a ^at++++=a
cancellation ^nn+nom+++=cancellation."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="All
all ^abn++++=EXTRAWORD
right ^jj++++=right,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
painter ^nn++++=painter,
, ^zz++++=EXTRAWORD
" ^zz++++="fit
fit ^jj++++=EXTRAWORD
me ^pp1o+pp1+++=me
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
please ^uh++++=please."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
he ^pp3a+pp3+++=he
gave ^vbd+++xvbnx+=gave
her ^pp$+pp3+++=her
his ^pp$+pp3+++=his
name ^nn++++=name,
, ^zz++++=EXTRAWORD
spelling ^nn+nom+++=spelling
it ^pp3+it+++=it
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
" ^zz++++="Thank
thank ^vb++++=EXTRAWORD
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
hostess ^nns+nom+++=hostess.
. ^zz++++=EXTRAWORD
" ^zz++++="Your
your ^pp$+pp2+++=EXTRAWORD
city ^nn++++=city
thanks ^rb+dspt+++=thanks
you ^pp2+pp2+++=you;
; ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
country ^nn++++=country
thanks ^rb+dspt+++=thanks
you ^pp2+pp2+++=you;
; ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
planet ^nn++++=planet
thanks ^rb+dspt+++=thanks
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
deepest ^nn++++=deepest
thanks ^rb+dspt+++=thanks
of ^in++++=of
all ^rb++++=all
is ^vbz+bez+vrb++=is
from ^in++++=from
future ^jjb+atrb+++=future
generations ^nns+nom+++=generations."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
