[ ^zz++++=[The
slave ^nn++++=slave
being ^vwbg+beg++xvbg+=being
old ^jj++++=old
and ^cc++++=and
rheumatic ^nn++++=rheumatic,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
of ^in++++=of
the ^ati++++=the
slave ^nn++++=slave
who ^whp+rel+subj++=who
could ^md+pos+++=could
write ^vb++++=write
being ^vbg+beg++xvbg+=being
stiff ^jj++++=stiff
and ^cc+phrs+++=and
injured ^jj+++xvbn+=injured
from ^in++++=from
his ^pp$+pp3+++=his
beating ^nvbg+++xvbg+=beating,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
moved ^vbd+++xvbnx+=moved
their ^pp$+pp3+++=their
bodies ^nns++++=bodies
about ^in++++=about
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
walked ^vbd+++xvbnx+=walked,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
much ^ap++++=much
in ^in++++=in
the ^ati++++=the
same ^ap++++=same
fashion ^nn++++=fashion.
. ^zz++++=EXTRAWORD
The ^ati++++=The
slave ^nn++++=slave
who ^whp+rel+subj++=who
could ^md+pos+++=could
write ^vb++++=write
put ^vbd+++xvbn+=put
on ^rb+phrv+++=on
the ^ati++++=the
other's ^ppls++++=other's
clothes ^nns++++=clothes,
, ^zz++++=EXTRAWORD
pulled ^j+++xvbn+=pulled
the ^ati++++=the
broad ^jj++++=broad-brimmed
- ^zz++++=EXTRAWORD
brimmed ^jj+atrb++xvbn+=EXTRAWORD
hat ^nn++++=hat
over ^in++++=over
his ^pp$+pp3+++=his
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
climbed ^j+++xvbn+=climbed
upon ^in++++=upon
the ^ati++++=the
seat ^nn++++=seat
of ^in++++=of
the ^ati++++=the
wagon ^nn++++=wagon,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
drove ^vpsv++agls+xvbn+=drove
on ^in+cmpx+++=on
to ^in++++=to
town ^nn++++=town.
. ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj+atrb+++=old
farm ^nn++++=farm
slave ^nn++++=slave
was ^vbd+bedz+aux++=was
kept ^vpsv++agls+xvbnx+=kept
tied ^vbd+++xvbn+=tied
all ^abn++++=all
day ^nn++++=day
in ^in++++=in
the ^ati++++=the
bushes ^nns++++=bushes
until ^in++++=until
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
others ^aps++++=others
loosed ^jj+++xvbn+=loosed
him ^pp3o+pp3+++=him
and ^cc++++=and
went ^vbd+++xvbn+=went
back ^jjb++++=back
to ^in++++=to
the ^ati++++=the
slave ^nn++++=slave
pen ^nn++++=pen
to ^to++++=to
take ^vbi++++=take
their ^pp$+pp3+++=their
punishment ^nn+nom+++=punishment
for ^in++++=for
having ^nn+nn+aux++=having
broken ^vbd+++xvbn+=broken
bounds ^nns++++=bounds.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
meantime ^nn++++=meantime,
, ^zz++++=EXTRAWORD
Roger ^np++++=Roger
Vanderwater ^np+nom++??+=Vanderwater
lay ^vbd+++xvbn+=lay
waiting ^nvbg+++xvbg+=waiting
for ^in++++=for
the ^ati++++=the
berries ^nns++++=berries
in ^in++++=in
his ^pp$+pp3+++=his
wonderful ^jj+atrb+++=wonderful
bedroom ^nn++++=bedroom--such
-- ^--+clp+++=EXTRAWORD
such ^abl++++=EXTRAWORD
wonders ^nns+nom+++=wonders
and ^cc++++=and
such ^abl++++=such
comforts ^nns++++=comforts
were ^vbd+bed+vrb++=were
there ^rn+pl+++=there
that ^cs+sub+++=that
they ^pp3a+pp3+++=they
would ^md+prd+++=would
have ^vb+hv+aux++=have
blinded ^vprf+++xvbnx+=blinded
the ^ati++++=the
eyes ^nns++++=eyes
of ^in++++=of
you ^pp2+pp2+++=you
and ^cc++++=and
me ^pp1o+pp1+++=me
who ^whp+who+++=who
have ^vb+hv+aux++=have
never ^rb++splt++=never
seen ^vprf+++xvbnx+=seen
such ^abl++++=such
things ^nns++++=things.
. ^zz++++=EXTRAWORD
The ^ati++++=The
slave ^nn++++=slave
who ^whp+rel+subj++=who
could ^md+pos+++=could
write ^vb++++=write
said ^vbd+vpub++xvbn+=said
afterward ^rb++++=afterward
that ^cs+sub+++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
like ^in++++=like
a ^at++++=a
glimpse ^nn++++=glimpse
of ^in++++=of
Paradise ^nn++++=Paradise!
! ^zz++++=EXTRAWORD
And ^cc+cls+++=And
why ^wrb+who+++=why
not ^xnot++not++=not?
? ^zz++++=EXTRAWORD
The ^ati++++=The
labour ^nn++++=labour
and ^cc++++=and
the ^ati++++=the
lives ^nns++++=lives
of ^in++++=of
ten ^cd++++=ten
thousand ^cd++++=thousand
slaves ^nns++++=slaves
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
to ^in++++=to
the ^ati++++=the
making ^jj+++xvbg+=making
of ^in++++=of
that ^cs+sub+++=that
bedchamber ^jjr++++=bedchamber,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
they ^pp3a+pp3+++=they
themselves ^ppls+pp3+++=themselves
slept ^vbd+++xvbn+=slept
in ^in++++=in
vile ^jj+atrb+++=vile
lairs ^nns+++??+=lairs
like ^in++++=like
wild ^jj+atrb+++=wild
beasts ^nns++++=beasts.
. ^zz++++=EXTRAWORD
The ^ati++++=The
slave ^nn++++=slave
who ^whp+rel+subj++=who
could ^md+pos+++=could
write ^vb++++=write
brought ^vbd+++xvbn+=brought
in ^rb+phrv+++=in
the ^ati++++=the
berries ^nns++++=berries
on ^in++++=on
a ^at++++=a
silver ^nn++++=silver
tray ^nn++++=tray
or ^cc++++=or
platter ^nn++++=platter--you
-- ^--+clp+++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
see ^vb+vprv+++=see,
, ^zz++++=EXTRAWORD
Roger ^np++++=Roger
Vanderwater ^np+nom++??+=Vanderwater
wanted ^vbd+++xvbn+=wanted
to ^to+vcmp+++=to
speak ^vbi++++=speak
with ^in++++=with
him ^pp3o+pp3+++=him
in ^in++++=in
person ^nn++++=person
about ^in++++=about
the ^ati++++=the
berries ^nns++++=berries.
. ^zz++++=EXTRAWORD
The ^ati++++=The
slave ^nn++++=slave
who ^whp+rel+subj++=who
could ^md+pos+++=could
write ^vb++++=write
tottered ^vbd+++xvbn+=tottered
his ^pp$+pp3+++=his
dying ^nvbg+++xvbg+=dying
body ^nn++++=body
across ^in+pl+++=across
the ^ati++++=the
wonderful ^jj+atrb+++=wonderful
room ^nn++++=room
and ^cc++++=and
knelt ^vpsv++by+xvbn+=knelt
by ^in++++=by
the ^ati++++=the
couch ^nn++++=couch
of ^in++++=of
Vanderwater ^np+nom++??+=Vanderwater,
, ^zz++++=EXTRAWORD
holding ^vbg+vprv++xvbg+=holding
out ^rp+pl+++=out
before ^in++++=before
him ^pp3o+pp3+++=him
the ^ati++++=the
tray ^nn++++=tray.
. ^zz++++=EXTRAWORD
Large ^jj+atrb+++=Large
green ^nn++++=green
leaves ^nns++++=leaves
covered ^vbd+++xvbn+=covered
the ^ati++++=the
top ^nn++++=top
of ^in++++=of
the ^ati++++=the
tray ^nn++++=tray,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
these ^dt+dem+++=these
the ^ati++++=the
body ^nn++++=body-servant
- ^zz++++=EXTRAWORD
servant ^nn+nom+++=EXTRAWORD
alongside ^in+pl+++=alongside
whisked ^vbd+++xvbn+=whisked
away ^rp+pl+++=away
so ^ql++++=so
that ^cs+sub+++=that
Vanderwater ^np+nom++??+=Vanderwater
could ^md+pos+++=could
see ^vb+vprv+++=see.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
Roger ^np++++=Roger
Vanderwater ^np+nom++??+=Vanderwater,
, ^zz++++=EXTRAWORD
propped ^j+++xvbn+=propped
upon ^in++++=upon
his ^pp$+pp3+++=his
elbow ^nn++++=elbow,
, ^zz++++=EXTRAWORD
saw ^j+++xvbn+=saw.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
fresh ^jj+atrb+++=fresh,
, ^zz++++=EXTRAWORD
wonderful ^jj+atrb+++=wonderful
fruit ^nn++++=fruit
lying ^vwbg+++xvbg+=lying
there ^rn+pl+++=there
like ^in++++=like
precious ^jj+atrb+++=precious
jewels ^nns++++=jewels,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
the ^ati++++=the
midst ^nn++++=midst
of ^in++++=of
it ^pp3+it+++=it
the ^ati++++=the
arm ^nn++++=arm
of ^in++++=of
Tom ^np++++=Tom
Dixon ^np++++=Dixon
as ^ql++++=as
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
torn ^vpsv++agls+xvbnx+=torn
from ^in++++=from
his ^pp$+pp3+++=his
body ^nn++++=body,
, ^zz++++=EXTRAWORD
well ^rb+dspt+++=well
washed ^vbd+++xvbn+=washed,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
brothers ^nns+nom+++=brothers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
very ^ql+amp+++=very
white ^np++++=white
against ^in++++=against
the ^ati++++=the
blood ^nn++++=blood-red
- ^zz++++=EXTRAWORD
red ^jj+atrb+++=EXTRAWORD
fruit ^nn++++=fruit.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
also ^rb++++=also
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw,
, ^zz++++=EXTRAWORD
clutched ^j+++xvbn+=clutched
in ^in++++=in
the ^ati++++=the
stiff ^jj+atrb+++=stiff,
, ^zz++++=EXTRAWORD
dead ^jj+atrb+++=dead
fingers ^nns+nom+++=fingers,
, ^zz++++=EXTRAWORD
the ^ati++++=the
petition ^nn+nom+++=petition
of ^in++++=of
his ^pp$+pp3+++=his
slaves ^nns++++=slaves
who ^whp+rel+subj++=who
toiled ^vbd+++xvbn+=toiled
in ^in++++=in
Hell ^np++++=Hell's
's ^$++++=EXTRAWORD
Bottom ^nn++++=Bottom.
. ^zz++++=EXTRAWORD
" ^zz++++="Take
take ^vb++++=EXTRAWORD
and ^cc+phrs+++=and
read ^vb+vprv++xvbn+=read,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
slave ^nn++++=slave
who ^whp+rel+subj++=who
could ^md+pos+++=could
write ^vb++++=write.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
even ^rb++++=even
as ^ql++++=as
the ^ati++++=the
master ^nn++++=master
took ^vbd+++xvbn+=took
the ^ati++++=the
petition ^nn+nom+++=petition,
, ^zz++++=EXTRAWORD
the ^ati++++=the
body ^nn++++=body-servant,
- ^zz++++=EXTRAWORD
servant ^nn+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who
till ^in++++=till
then ^rn+tm+++=then
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
motionless ^jj++++=motionless
with ^in++++=with
surprise ^nn++++=surprise,
, ^zz++++=EXTRAWORD
struck ^j+++xvbn+=struck
with ^in++++=with
his ^pp$+pp3+++=his
fist ^nn++++=fist
the ^ati++++=the
kneeling ^jj+atrb++xvbg+=kneeling
slave ^nn++++=slave
upon ^in++++=upon
the ^ati++++=the
mouth ^nn++++=mouth.
. ^zz++++=EXTRAWORD
The ^ati++++=The
slave ^nn++++=slave
was ^vbd+bedz+aux++=was
dying ^vbg+++xvbgx+=dying
anyway ^rb+cnj+++=anyway,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
weak ^jj++++=weak,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
mind ^nn++++=mind.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
made ^vbd+++xvbnx+=made
no ^at++++=no
sound ^jj++++=sound,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
having ^xvbg+++xvbg+=having
fallen ^vprf+++xvbn+=fallen
over ^in++++=over
on ^in++++=on
his ^pp$+pp3+++=his
side ^nn++++=side,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
lay ^vbd+++xvbnx+=lay
there ^rn+pl+++=there
quietly ^rb+cnj+++=quietly,
, ^zz++++=EXTRAWORD
bleeding ^nvbg+++xvbg+=bleeding
from ^in++++=from
the ^ati++++=the
blow ^nn++++=blow
on ^in++++=on
the ^ati++++=the
mouth ^nn++++=mouth.
. ^zz++++=EXTRAWORD
The ^ati++++=The
physician ^nn++++=physician,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
run ^vprf+++xvbnx+=run
for ^in++++=for
the ^ati++++=the
palace ^nn++++=palace
guards ^nns++++=guards,
, ^zz++++=EXTRAWORD
came ^j+++xvbn+=came
back ^jjb++++=back
with ^in++++=with
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
slave ^nn++++=slave
was ^vbd+bedz+aux++=was
dragged ^vpsv++agls+xvbnx+=dragged
upright ^jj++++=upright
upon ^in++++=upon
his ^pp$+pp3+++=his
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
as ^ql++++=as
they ^pp3a+pp3+++=they
dragged ^vbd+++xvbnx+=dragged
him ^pp3o+pp3+++=him
up ^rp++++=up,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
hand ^nn++++=hand
clutched ^vbd+++xvbn+=clutched
Tom ^np++++=Tom
Dixon ^np++++=Dixon's
's ^$++++=EXTRAWORD
arm ^vb++++=arm
from ^in++++=from
where ^wrb+who+++=where
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
fallen ^vprf+++xvbn+=fallen
on ^in+ppvb+++=on
the ^ati++++=the
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
shall ^md+prd+++=shall
be ^vb+be+aux++=be
flung ^vpsv++agls+xvbnx+=flung
alive ^jj++++=alive
to ^in++++=to
the ^ati++++=the
hounds ^nns++++=hounds!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
body ^nn++++=body-servant
- ^zz++++=EXTRAWORD
servant ^nn+nom+++=EXTRAWORD
was ^vbd+bedz+aux++=was
crying ^vbg+++xvbgx+=crying
in ^in++++=in
great ^jj+atrb+++=great
wrath ^nn++++=wrath.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
shall ^md+prd+++=shall
be ^vb+be+aux++=be
flung ^vpsv++agls+xvbnx+=flung
alive ^jj++++=alive
to ^in++++=to
the ^ati++++=the
hounds ^nns++++=hounds!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
Roger ^np++++=Roger
Vanderwater ^np+nom++??+=Vanderwater,
, ^zz++++=EXTRAWORD
forgetting ^vbg+vprv+tht0+xvbg+=forgetting
his ^pp$+pp3+++=his
headache ^nn++++=headache,
, ^zz++++=EXTRAWORD
still ^rb++++=still
leaning ^vbg+++xvbg+=leaning
on ^in++++=on
his ^pp$+pp3+++=his
elbow ^nn++++=elbow,
, ^zz++++=EXTRAWORD
commanded ^j+++xvbn+=commanded
silence ^nn+nom+++=silence,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
went ^vpsv++agls+xvbn+=went
on ^in++++=on
reading ^xvbg+++xvbg+=reading
the ^ati++++=the
petition ^nn+nom+++=petition.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
read ^vbd+vprv++xvbnx+=read,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+aux++=was
silence ^nn+nom+++=silence,
, ^zz++++=EXTRAWORD
all ^abn++++=all
standing ^jj+++xvbg+=standing
upright ^jj++++=upright,
, ^zz++++=EXTRAWORD
the ^ati++++=the
wrathful ^jj+atrb+++=wrathful
body ^nn++++=body-servant,
- ^zz++++=EXTRAWORD
servant ^nn+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
physician ^nn++++=physician,
, ^zz++++=EXTRAWORD
the ^ati++++=the
palace ^nn++++=palace
guards ^nns++++=guards,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
their ^pp$+pp3+++=their
midst ^nn++++=midst
the ^ati++++=the
slave ^nn++++=slave,
, ^zz++++=EXTRAWORD
bleeding ^nvbg+++xvbg+=bleeding
at ^rb++++=at
the ^ati++++=the
mouth ^nn++++=mouth
and ^cc++++=and
still ^rb+atrb+++=still
holding ^jj+++xvbg+=holding
Tom ^np++++=Tom
Dixon ^np++++=Dixon's
's ^$++++=EXTRAWORD
arm ^vb++++=arm.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
when ^wrb+who+++=when
Roger ^np++++=Roger
Vanderwater ^np+nom++??+=Vanderwater
had ^vbd+hvd+aux++=had
done ^vprf+++xvbnx+=done,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
turned ^vbd+++xvbnx+=turned
upon ^in++++=upon
the ^ati++++=the
slave ^nn++++=slave,
, ^zz++++=EXTRAWORD
saying ^vbg+++xvbg+=saying-"If
- ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
if ^cs+cnd+++=EXTRAWORD
in ^in++++=in
this ^dt+dem+++=this
paper ^nn++++=paper
there ^ex+pex+++=there
be ^vb+be+vrb++=be
one ^cd1++++=one
lie ^nn++++=lie,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
shall ^md+prd+++=shall
be ^vb+be+vrb++=be
sorry ^jj++++=sorry
that ^tht+jcmp+++=that
you ^pp2+pp2+++=you
were ^vbd+bed+aux++=were
ever ^rb++splt++=ever
born ^vpsv++agls+xvbnx+=born."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
the ^ati++++=the
slave ^nn++++=slave
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
sorry ^uh++++=sorry
all ^abn++++=all
my ^pp$+pp1+++=my
life ^nn++++=life
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
born ^vpsv++agls+xvbnx+=born."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Roger ^np++++=Roger
Vanderwater ^np+nom++??+=Vanderwater
looked ^vbd+++xvbn+=looked
at ^rb++++=at
him ^pp3o+pp3+++=him
closely ^rb+cnj+++=closely,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
slave ^nn++++=slave
said ^vbd+vpub++xvbn+=said-"You
- ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+aux++=have
done ^vprf+++xvbnx+=done
your ^pp$+pp2+++=your
worst ^jjt++++=worst
to ^in++++=to
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
dying ^vbg+++xvbgx+=dying
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
In ^in++++=In
a ^at++++=a
week ^nn++++=week
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
be ^vb+be+vrb++=be
dead ^jj+pred+++=dead,
, ^zz++++=EXTRAWORD
so ^ql++++=so
it ^pp3+it+++=it
does ^vbz+doz+vrb++=does
not ^xnot++not++=not
matter ^nn++++=matter
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
kill ^nn++++=kill
me ^pp1o+pp1+++=me
now ^rn+tm+++=now."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
with ^in++++=with
that ^dt+pdem+++=that?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
master ^npt++++=master
asked ^vbd+vsua++xvbn+=asked,
, ^zz++++=EXTRAWORD
pointing ^vbg+++xvbg+=pointing
to ^in++++=to
the ^ati++++=the
arm ^nn++++=arm;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
slave ^nn++++=slave
made ^vbd+++xvbn+=made
answer ^nn++++=answer-"I
- ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
take ^vb++++=take
it ^pp3+it+++=it
back ^jjb++++=back
to ^in++++=to
the ^ati++++=the
pen ^nn++++=pen
to ^to++++=to
give ^vbi++++=give
it ^pp3+it+++=it
burial ^nn++++=burial.
. ^zz++++=EXTRAWORD
Tom ^np++++=Tom
Dixon ^np++++=Dixon
was ^vbd+bedz+vrb++=was
my ^pp$+pp1+++=my
friend ^nn++++=friend.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
worked ^vbd+++xvbn+=worked
beside ^in+pl+++=beside
each ^dt++++=each
other ^ap++++=other
at ^in++++=at
our ^pp$+pp1+++=our
looms ^nns++++=looms."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
little ^ap++++=little
more ^rbr++++=more
to ^in++++=to
my ^pp$+pp1+++=my
tale ^nn++++=tale,
, ^zz++++=EXTRAWORD
brothers ^nns+nom+++=brothers.
. ^zz++++=EXTRAWORD
The ^ati++++=The
slave ^nn++++=slave
and ^cc++++=and
the ^ati++++=the
arm ^nn++++=arm
were ^vbd+bed+aux++=were
sent ^vpsv++agls+xvbnx+=sent
back ^jjb++++=back
in ^in++++=in
a ^at++++=a
cart ^nn++++=cart
to ^in++++=to
the ^ati++++=the
pen ^nn++++=pen.
. ^zz++++=EXTRAWORD
Nor ^cc+cls+neg++=Nor
were ^vbd+bed+vrb++=were
any ^dti++++=any
of ^in++++=of
the ^ati++++=the
slaves ^nns++++=slaves
punished ^vwbn+++xvbn+=punished
for ^in++++=for
what ^wdt+who+++=what
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
done ^vprf+++xvbnx+=done.
. ^zz++++=EXTRAWORD
Indeed ^rb+cnj+++=Indeed,
, ^zz++++=EXTRAWORD
Roger ^np++++=Roger
Vanderwater ^np+nom++??+=Vanderwater
made ^vbd+++xvbn+=made
investigation ^nn+nom+++=investigation
and ^cc++++=and
punished ^vbd+++xvbn+=punished
the ^ati++++=the
two ^cd++++=two
overseers ^nns+nom+++=overseers,
, ^zz++++=EXTRAWORD
Joseph ^np++++=Joseph
Clancy ^np+++??+=Clancy
and ^cc++++=and
Adolph ^np+++??+=Adolph
Munster ^np+nom++??+=Munster.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
freeholds ^nns+++??+=freeholds
were ^vbd+bed+aux++=were
taken ^vpsv++agls+xvbnx+=taken
from ^in++++=from
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
branded ^jj+pred+++=branded,
, ^zz++++=EXTRAWORD
each ^dt++++=each
upon ^in++++=upon
the ^ati++++=the
forehead ^nn++++=forehead,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
right ^jj+atrb+++=right
hands ^nns++++=hands
were ^vbd+bed+aux++=were
cut ^vpsv++agls+xvbnx+=cut
off ^rb+cnj+++=off,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
turned ^vpsv++agls+xvbnx+=turned
loose ^jj++++=loose
upon ^in++++=upon
the ^ati++++=the
highway ^nn++++=highway
to ^to++++=to
wander ^vbi++++=wander
and ^cc+phrs+++=and
beg ^vb++++=beg
until ^cs+sub+++=until
they ^pp3a+pp3+++=they
died ^vbd+++xvbnx+=died.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
fund ^nn++++=fund
was ^vbd+bedz+aux++=was
managed ^vpsv++agls+xvbnx+=managed
rightfully ^rb++++=rightfully
thereafter ^nn+nom+++=thereafter
for ^in++++=for
a ^at++++=a
time ^nn++++=time--for
-- ^--+clp+++=EXTRAWORD
for ^in++++=EXTRAWORD
a ^at++++=a
time ^nn++++=time
only ^rb+cnj+++=only,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
brothers ^nns+nom+++=brothers;
; ^zz++++=EXTRAWORD
for ^in++++=for
after ^cs+sub+++=after
Roger ^np++++=Roger
Vanderwater ^np+nom++??+=Vanderwater
came ^vbd+++xvbn+=came
his ^pp$+pp3+++=his
son ^nn++++=son,
, ^zz++++=EXTRAWORD
Albert ^np++++=Albert,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
a ^at++++=a
cruel ^jj+atrb+++=cruel
master ^nn++++=master
and ^cc++++=and
half ^nn++++=half
mad ^jj++++=mad.
. ^zz++++=EXTRAWORD
Brothers ^nns+nom+++=Brothers,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
slave ^nn++++=slave
who ^whp+rel+subj++=who
carried ^vbd+++xvbn+=carried
the ^ati++++=the
arm ^nn++++=arm
into ^in++++=into
the ^ati++++=the
presence ^nn+nom+++=presence
of ^in++++=of
the ^ati++++=the
master ^nn++++=master
was ^vbd+bedz+vrb++=was
my ^pp$+pp1+++=my
father ^nn++++=father.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
brave ^jj+atrb+++=brave
man ^nn++++=man.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
even ^rb++++=even
as ^ql++++=as
his ^pp$+pp3+++=his
mother ^nn++++=mother
secretly ^rb++++=secretly
taught ^vbd+vsua++xvbn+=taught
him ^pp3o+pp3+++=him
to ^to++++=to
read ^vbn+vprv++xvbn+=read,
, ^zz++++=EXTRAWORD
so ^ql++++=so
did ^vbd+dod+aux++=did
he ^pp3a+pp3+++=he
teach ^vb+vsua+++=teach
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Because ^cs+cos+++=Because
he ^pp3a+pp3+++=he
died ^vbd+++xvbnx+=died
shortly ^rb+tm+++=shortly
after ^cs+sub+++=after
from ^in++++=from
the ^ati++++=the
pick ^vb++++=pick-handle
- ^zz++++=EXTRAWORD
handle ^vb++++=EXTRAWORD
beating ^nvbg+++xvbg+=beating,
, ^zz++++=EXTRAWORD
Roger ^np++++=Roger
Vanderwater ^np+nom++??+=Vanderwater
took ^vbd+++xvbn+=took
me ^pp1o+pp1+++=me
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
slave ^nn++++=slave
pen ^nn++++=pen
and ^cc++++=and
tried ^vbd+++xvbn+=tried
to ^to+vcmp+++=to
make ^vbi++++=make
various ^jj+atrb+++=various
better ^jjr+atrb+++=better
things ^nns++++=things
out ^rp+pl+++=out
of ^in++++=of
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
might ^md+pos+++=might
have ^vb+hv+aux++=have
become ^vprf+++xvbn+=become
an ^at++++=an
