About ^in++++=ABOUT
nothing ^pn++++=nothing
to ^to++++=to
burn ^vbi++++=burn!
! ^zz++++=EXTRAWORD
a ^at++++=a
lordly ^jj+atrb+++=lordly
life ^nn++++=life
indeed ^rb++++=indeed!
! ^zz++++=EXTRAWORD
Whew ^np+++??+=Whew!
! ^zz++++=EXTRAWORD
whew ^nn+++??+=whew!
! ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
it ^pp3+it+++=it
go ^vb++++=go!
! ^zz++++=EXTRAWORD
But ^cc+cls+++=But
this ^dt+pdem+++=this
was ^vbd+bedz+vrb++=was
what ^wdt+who+++=what
Waldemar ^np+++??+=Waldemar
Daa ^np+++??+=Daa
could ^md+pos+++=could
not ^xnot++not++=not
do ^vb+do+vrb++=do.
. ^zz++++=EXTRAWORD
' ^zz++++='"After
" ^zz++++=EXTRAWORD
after ^cs+sub+++=EXTRAWORD
winter ^nn++++=winter
comes ^vbz++++=comes
the ^ati++++=the
spring ^nn++++=spring,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he;
; ^zz++++=EXTRAWORD
" ^zz++++="a
a ^at++++=EXTRAWORD
good ^jj+atrb+++=good
time ^nn++++=time
will ^md+prd+++=will
come ^vprf+++xvbn+=come
after ^in++++=after
a ^at++++=a
time ^nn++++=time
of ^in++++=of
need ^nn++++=need;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
make ^vb++++=make
us ^pp1o+pp1+++=us
wait ^vb++++=wait
their ^pp$+pp3+++=their
pleasure ^nn++++=pleasure,
, ^zz++++=EXTRAWORD
wait ^vb++++=wait!
! ^zz++++=EXTRAWORD
The ^ati++++=The
castle ^nn++++=castle
is ^vbz+bez+aux++=is
mortgaged ^vprf+++xvbn+=mortgaged,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
are ^vb+ber+vrb++=are
in ^in++++=in
extremities ^nns+nom+++=extremities
and ^cc++++=and
yet ^rb++++=yet
the ^ati++++=the
gold ^nn++++=gold
will ^md+prd+++=will
come ^vprf+++xvbn+=come
at ^rb++++=at
Easter ^np++++=Easter!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
heard ^vbd+vprv++xvbnx+=heard
him ^pp3o+pp3+++=him
murmur ^nn++++=murmur
to ^in++++=to
the ^ati++++=the
spider ^nn++++=spider's
's ^$++++=EXTRAWORD
web ^nn++++=web.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
clever ^jj++++=clever
little ^ap++++=little
weaver ^np++++=weaver!
! ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
teach ^vb+vsua+++=teach
me ^pp1o+pp1+++=me
to ^to++++=to
persevere ^vbi++++=persevere!
! ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
your ^pp$+pp2+++=your
web ^nn++++=web
is ^vbz+bez+aux++=is
broken ^vpsv++agls+xvbnx+=broken,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
begin ^vb++++=begin
at ^in++++=at
the ^ati++++=the
beginning ^jj+++xvbg+=beginning
again ^rb+tm+++=again
and ^cc++++=and
complete ^jj++++=complete
it ^pp3+it+++=it!
! ^zz++++=EXTRAWORD
Broken ^j+++xvbn+=Broken
again ^rb+tm+++=again
and ^cc+phrs+++=and
cheerfully ^rb++++=cheerfully
you ^pp2+pp2+++=you
begin ^vb++++=begin
it ^pp3+it+++=it
over ^in++++=over
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
is ^vbz+bez+vrb++=is
what ^wdt+who+++=what
one ^cd1++++=one
must ^md+nec+++=must
do ^vb+do+vrb++=do,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^cd1++++=one
will ^md+prd+++=will
be ^vb+be+aux++=be
rewarded ^vpsv++agls+xvbnx+=rewarded!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
' ^zz++++='It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
Easter ^np++++=Easter
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
the ^ati++++=the
bells ^nns++++=bells
were ^vbd+bed+aux++=were
ringing ^vbg+++xvbgx+=ringing,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
sun ^nn++++=sun
was ^vbd+bedz+vrb++=was
at ^rb++++=at
play ^nn++++=play
in ^in++++=in
the ^ati++++=the
heavens ^nns++++=heavens.
. ^zz++++=EXTRAWORD
Waldemar ^np+++??+=Waldemar
Daa ^np+++??+=Daa
had ^vbd+hvd+aux++=had
watched ^vprf+++xvbnx+=watched
through ^in++++=through
the ^ati++++=the
night ^nn++++=night
with ^in++++=with
his ^pp$+pp3+++=his
blood ^nn++++=blood
at ^in++++=at
fever ^nn++++=fever
pitch ^nn++++=pitch;
; ^zz++++=EXTRAWORD
boiling ^nvbg+++xvbg+=boiling
and ^cc++++=and
cooling ^nvbg+++xvbg+=cooling,
, ^zz++++=EXTRAWORD
mixing ^vbg+++xvbg+=mixing
and ^cc++++=and
distilling ^nn+nom+++=distilling.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
him ^pp3o+pp3+++=him
sigh ^nn++++=sigh
like ^in++++=like
a ^at++++=a
despairing ^jj+atrb++xvbg+=despairing
soul ^nn++++=soul;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
heard ^vbd+vprv+tht0+xvbnx+=heard
him ^pp3o+pp3+++=him
pray ^vb+vsua+++=pray,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
felt ^vbd+vprv++xvbnx+=felt
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
held ^vbd+vprv+tht0+xvbnx+=held
his ^pp$+pp3+++=his
breath ^nn++++=breath.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lamp ^nn++++=lamp
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
never ^rb++++=never
noticed ^vbd+vprv+tht0+xvbn+=noticed
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
blew ^vbd+++xvbnx+=blew
up ^rp++++=up
the ^ati++++=the
embers ^nns++++=embers
and ^cc++++=and
they ^pp3a+pp3+++=they
shone ^vbd+++xvbnx+=shone
upon ^in++++=upon
his ^pp$+pp3+++=his
ashen ^jj+atrb+++=ashen
face ^nn++++=face,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
took ^vbd+++xvbn+=took
a ^at++++=a
tinge ^nn++++=tinge
of ^in++++=of
colour ^nn++++=colour
from ^in++++=from
their ^pp$+pp3+++=their
light ^nn++++=light;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
started ^vbd+++xvbn+=started
in ^in++++=in
their ^pp$+pp3+++=their
sockets ^nns++++=sockets,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
grew ^vbd+++xvbnx+=grew
larger ^jjr++++=larger
and ^cc+phrs+++=and
larger ^jjr++++=larger,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
would ^md+prd+++=would
leap ^vb++++=leap
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
' ^zz++++='Look
look ^vb++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
alchemist ^nn+nom+++=alchemist's
's ^$++++=EXTRAWORD
glass ^nn++++=glass!
! ^zz++++=EXTRAWORD
something ^pn++++=something
twinkles ^nns+++??+=twinkles
in ^in++++=in
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
glowing ^vbg+++xvbgx+=glowing,
, ^zz++++=EXTRAWORD
pure ^jj++++=pure
and ^cc+phrs+++=and
heavy ^jj++++=heavy.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
lifted ^vbd+++xvbnx+=lifted
it ^pp3+it+++=it
with ^in++++=with
a ^at++++=a
trembling ^jj+atrb++xvbg+=trembling
hand ^nn++++=hand
and ^cc++++=and
shouted ^vpsv++agls+xvbn+=shouted
with ^in++++=with
a ^at++++=a
trembling ^jj+atrb++xvbg+=trembling
voice ^nn++++=voice:
: ^zz++++=EXTRAWORD
" ^zz++++="Gold!
gold ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
gold ^nn++++=gold!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
reeled ^vbd+++xvbnx+=reeled,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
could ^md+pos+++=could
easily ^rb++++=easily
have ^vb+hv+aux++=have
blown ^vprf+++xvbnx+=blown
him ^pp3o+pp3+++=him
over ^in+strn+++=over,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
wind ^nn++++=wind,
, ^zz++++=EXTRAWORD
' ^zz++++='but
but ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
only ^rb+down+++=only
blew ^vbd+++xvbn+=blew
upon ^in++++=upon
the ^ati++++=the
embers ^nns++++=embers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
followed ^vbd+vprv++xvbn+=followed
him ^pp3o+pp3+++=him
to ^in++++=to
the ^ati++++=the
room ^nn++++=room
where ^wrb+who+++=where
his ^pp$+pp3+++=his
daughters ^nns+nom+++=daughters
sat ^vbd+++xvbn+=sat
shivering ^jj+++xvbg+=shivering.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
coat ^nn++++=coat
was ^vbd+bedz+aux++=was
powdered ^vpsv++agls+xvbnx+=powdered
with ^in++++=with
ash ^nn++++=ash,
, ^zz++++=EXTRAWORD
as ^cc+cls+++=as
well ^rb++++=well
as ^cc"++++=as
his ^pp$+pp3+++=his
beard ^nn++++=beard
and ^cc++++=and
his ^pp$+pp3+++=his
matted ^jj+atrb++xvbn+=matted
hair ^nn++++=hair.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
drew ^vbd+++xvbnx+=drew
himself ^ppl+pp3+++=himself
up ^in+cmpx+++=up
to ^in"++++=to
his ^pp$+pp3+++=his
full ^jj+atrb+++=full
height ^nn++++=height
and ^cc++++=and
held ^vbd+vprv++xvbn+=held
up ^rp++++=up
his ^pp$+pp3+++=his
precious ^jj+atrb+++=precious
treasure ^nn++++=treasure,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
fragile ^jj+atrb+++=fragile
glass ^nn++++=glass:
: ^zz++++=EXTRAWORD
" ^zz++++="Found!
found ^vbd+vprv++xvbn+=EXTRAWORD
! ^zz++++=EXTRAWORD
won ^j+++xvbn+=won!
! ^zz++++=EXTRAWORD
gold ^nn++++=gold!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
cried ^vbd+++xvbnx+=cried,
, ^zz++++=EXTRAWORD
stretching ^vbg+++xvbg+=stretching
up ^rp++++=up
his ^pp$+pp3+++=his
hand ^nn++++=hand
with ^in++++=with
the ^ati++++=the
glass ^nn++++=glass
which ^whp+rel+subj++=which
glittered ^vbd+++xvbn+=glittered
in ^in++++=in
the ^ati++++=the
sunbeams ^nns+++??+=sunbeams:
: ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
hand ^nn++++=hand
shook ^vbd+++xvbn+=shook,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
alchemist ^nn+nom+++=alchemist's
's ^$++++=EXTRAWORD
glass ^nn++++=glass
fell ^vbd+++xvbn+=fell
to ^in++++=to
the ^ati++++=the
ground ^nn++++=ground
shivered ^vbd+++xvbn+=shivered
into ^in++++=into
a ^at++++=a
thousand ^cd++++=thousand
atoms ^nns++++=atoms.
. ^zz++++=EXTRAWORD
The ^ati++++=The
last ^jj+atrb+++=last
bubble ^nn++++=bubble
of ^in++++=of
his ^pp$+pp3+++=his
welfare ^nn++++=welfare
was ^vbd+bedz+aux++=was
shattered ^vpsv++agls+xvbnx+=shattered
too ^ql++++=too.
. ^zz++++=EXTRAWORD
Whew ^np+++??+=Whew!
! ^zz++++=EXTRAWORD
whew ^nn+++??+=whew!
! ^zz++++=EXTRAWORD
fare ^vb++++=fare
away ^rp+pl+++=away!
! ^zz++++=EXTRAWORD
and ^cc+cls+++=and
away ^rp+pl+++=away
I ^pp1a+pp1+++=I
rushed ^vbd+++xvbnx+=rushed
from ^in++++=from
the ^ati++++=the
goldmaker ^jjr+atrb+++=goldmaker's
's ^vbz+bez+vrb++0=EXTRAWORD
home ^nr++++=home.
. ^zz++++=EXTRAWORD
' ^zz++++='Late
late ^jj++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
year ^nn++++=year,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
days ^nns++++=days
were ^vbd+bed+vrb++=were
short ^jj+pred+++=short
and ^cc++++=and
dark ^nn++++=dark
up ^rp++++=up
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
fog ^nn++++=fog
envelops ^nns+++??+=envelops
the ^ati++++=the
red ^jj+atrb+++=red
berries ^nns++++=berries
and ^cc++++=and
bare ^jj+atrb+++=bare
branches ^nns++++=branches
with ^in++++=with
its ^pp$+it+++=its
cold ^jj+atrb+++=cold
moisture ^nn++++=moisture,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
came ^vbd+++xvbnx+=came
along ^in++++=along
in ^in++++=in
a ^at++++=a
lively ^jj+atrb+++=lively
mood ^nn++++=mood
clearing ^vwbg+++xvbg+=clearing
the ^ati++++=the
sky ^nn++++=sky
and ^cc++++=and
snapping ^vbg+++xvbg+=snapping
off ^in+pl+++=off
the ^ati++++=the
dead ^jj+atrb+++=dead
boughs ^nns++++=boughs.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
is ^vbz+bez+vrb++=is
no ^at++++=no
great ^jj+atrb+++=great
labour ^nn++++=labour,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
true ^jj+pred+++=true,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
it ^pp3+it+++=it
has ^md"++pmd"++=has
to ^md+nec+++=to
be ^vbi+vbi+aux++=be
done ^vprf+++xvbn+=done.
. ^zz++++=EXTRAWORD
Borreby ^np+++??+=Borreby
Hall ^nn++++=Hall,
, ^zz++++=EXTRAWORD
the ^ati++++=the
home ^nr++++=home
of ^in++++=of
Waldemar ^np+++??+=Waldemar
Daa ^np+++??+=Daa,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
having ^vbg+hvg++xvbg+=having
a ^at++++=a
clean ^jj+atrb+++=clean
sweep ^nn++++=sweep
of ^in++++=of
a ^at++++=a
different ^jj+atrb+++=different
sort ^nn++++=sort.
. ^zz++++=EXTRAWORD
The ^ati++++=The
family ^nn++++=family
enemy ^nn++++=enemy,
, ^zz++++=EXTRAWORD
Ov ^np+++??+=Ov
Ramel ^np+++??+=Ramel
from ^in++++=from
Basness ^nns+nom++??+=Basness,
, ^zz++++=EXTRAWORD
appeared ^j+++xvbn+=appeared,
, ^zz++++=EXTRAWORD
holding ^vbg+vprv++xvbg+=holding
the ^ati++++=the
mortgage ^nn+nom+++=mortgage
of ^in++++=of
the ^ati++++=the
Hall ^nn++++=Hall
and ^cc++++=and
all ^rb++++=all
its ^pp$+it+++=its
contents ^nns++++=contents.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
drummed ^vbd+++xvbnx+=drummed
upon ^in++++=upon
the ^ati++++=the
cracked ^jj+atrb++xvbn+=cracked
window ^nn++++=window
panes ^nns++++=panes,
, ^zz++++=EXTRAWORD
beat ^j+++xvbn+=beat
against ^in++++=against
the ^ati++++=the
decaying ^jj+atrb+++=decaying
doors ^nns++++=doors,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
whistled ^vpsv++agls+xvbn+=whistled
through ^in++++=through
all ^abn++++=all
the ^ati++++=the
cracks ^nns++++=cracks
and ^cc++++=and
crannies ^nns+++??+=crannies,
, ^zz++++=EXTRAWORD
whew ^nn+++??+=whew!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+vrb++=did
my ^pp$+pp1+++=my
best ^jjt++++=best
to ^to+jcmp+++=to
prevent ^vbi++++=prevent
Herr ^npt++++=Herr
Ov ^np+++??+=Ov
taking ^vwbg+++xvbg+=taking
a ^at++++=a
fancy ^nn++++=fancy
to ^to++++=to
stay ^vbi++++=stay
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
Ida ^np+++??+=Ida
and ^cc++++=and
Anna ^np++++=Anna
Dorothea ^np++++=Dorothea
faced ^vwbn+++xvbn+=faced
it ^pp3+it+++=it
bravely ^rb+cnj+++=bravely,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
they ^pp3a+pp3+++=they
shed ^vbd+++xvbnx+=shed
some ^dti++++=some
tears ^nns++++=tears;
; ^zz++++=EXTRAWORD
Johanna ^np+++??+=Johanna
stood ^vbd+++xvbn+=stood
pale ^nn++++=pale
and ^cc++++=and
erect ^jj++++=erect
and ^cc++++=and
bit ^nn++++=bit
her ^pp$+pp3+++=her
finger ^nn++++=finger
till ^in++++=till
it ^pp3+it+++=it
bled ^vbd+++xvbn+=bled!
! ^zz++++=EXTRAWORD
Much ^ap++++=Much
that ^dt+pdem+++=that
would ^md+prd+++=would
help ^vb++++=help
her ^pp$+pp3+++=her!
! ^zz++++=EXTRAWORD
Ov ^np+++??+=Ov
Ramel ^np+++??+=Ramel
offered ^vbd+++xvbn+=offered
to ^to++++=to
let ^vbi++++=let
them ^pp3o+pp3+++=them
stay ^vb++++=stay
on ^in++++=on
at ^rb++++=at
the ^ati++++=the
Castle ^nn++++=Castle
for ^in++++=for
Waldemar ^np+++??+=Waldemar
Daa ^np++++=Daa's
's ^$++++=EXTRAWORD
lifetime ^nn++++=lifetime,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
got ^vbd+++xvbnx+=got
no ^at++++=no
thanks ^rb+dspt+++=thanks
for ^in++++=for
his ^pp$+pp3+++=his
offer ^nn++++=offer;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
listening ^vbg+++xvbgx+=listening.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
saw ^vbd+vprv+tht0+xvbnx+=saw
the ^ati++++=the
ruined ^jj+atrb++xvbn+=ruined
gentleman ^nn+nom+++=gentleman
stiffen ^vb++++=stiffen
his ^pp$+pp3+++=his
neck ^nn++++=neck
and ^cc++++=and
hold ^vb+vprv+tht0++=hold
his ^pp$+pp3+++=his
head ^nn++++=head
higher ^jjr++++=higher
than ^in++++=than
ever ^rb++++=ever.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
beat ^vbd+++xvbnx+=beat
against ^in++++=against
the ^ati++++=the
walls ^nns++++=walls
and ^cc++++=and
the ^ati++++=the
old ^jj+atrb+++=old
linden ^np++++=linden
trees ^nns++++=trees
with ^in++++=with
such ^abl++++=such
force ^nn++++=force
that ^tht+rel+obj++=that
the ^ati++++=the
thickest ^rbt++++=thickest
branch ^nn++++=branch
broke ^vbd+++xvbn+=broke,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
a ^at++++=a
bit ^nn++++=bit
rotten ^jj++++=rotten.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
fell ^vbd+++xvbn+=fell
across ^in+pl+++=across
the ^ati++++=the
gate ^nn++++=gate
like ^in++++=like
a ^at++++=a
broom ^nn++++=broom,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
some ^dti++++=some
one ^cd1++++=one
was ^vbd+bedz+vrb++=was
about ^md"++pmd"++=about
to ^md+prd+++=to
sweep ^vb++++=sweep;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
sweeping ^jj+++xvbg+=sweeping
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
indeed ^rb++++=indeed
to ^to++++=to
be ^vbi++vrb++=be.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
quite ^abl++++=quite
expected ^jj+++xvbn+=expected
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
grievous ^jj+atrb+++=grievous
day ^nn++++=day
and ^cc++++=and
a ^at++++=a
hard ^jj+atrb+++=hard
time ^nn++++=time
for ^in++++=for
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
their ^pp$+pp3+++=their
wills ^nns++++=wills
were ^vbd+bed+vrb++=were
as ^ql++++=as
stubborn ^jj++++=stubborn
as ^ql++++=as
their ^pp$+pp3+++=their
necks ^nns++++=necks
were ^vbd+bed+vrb++=were
stiff ^jj+pred+++=stiff.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vb+hv+vrb++=had
not ^xnot++not++=not
a ^at++++=a
possession ^nn++++=possession
in ^in++++=in
the ^ati++++=the
world ^nn++++=world
but ^cc++++=but
the ^ati++++=the
clothes ^nns++++=clothes
on ^in++++=on
their ^pp$+pp3+++=their
backs ^nns++++=backs;
; ^zz++++=EXTRAWORD
yes ^uh++++=yes,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
thing ^nn++++=thing
an ^at++++=an
alchemist ^nn+nom+++=alchemist's
's ^$++++=EXTRAWORD
glass ^nn++++=glass
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
bought ^vpsv++agls+xvbnx+=bought
and ^cc+phrs+++=and
filled ^vpsv++agls+xvbn+=filled
with ^in++++=with
the ^ati++++=the
fragments ^nns+nom+++=fragments
scraped ^vbd+++xvbn+=scraped
up ^rp++++=up
from ^in++++=from
the ^ati++++=the
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
The ^ati++++=The
treasure ^nn++++=treasure
which ^whp+rel+obj++=which
promised ^jj+++xvbn+=promised
much ^ap++++=much
and ^cc++++=and
fulfilled ^xvbn+++xvbn+=fulfilled
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
Waldemar ^np+++??+=Waldemar
Daa ^np+++??+=Daa
hid ^vbd+++xvbn+=hid
it ^pp3+it+++=it
in ^in++++=in
his ^pp$+pp3+++=his
bosom ^nn++++=bosom,
, ^zz++++=EXTRAWORD
took ^j+++xvbn+=took
his ^pp$+pp3+++=his
staff ^nn++++=staff
in ^in++++=in
his ^pp$+pp3+++=his
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
with ^in++++=with
his ^pp$+pp3+++=his
three ^cd++++=three
daughters ^nns+nom+++=daughters,
, ^zz++++=EXTRAWORD
the ^ati++++=the
once ^rb+tm+++=once
wealthy ^jj+atrb+++=wealthy
gentleman ^nn+nom+++=gentleman
walked ^vbd+++xvbn+=walked
out ^rp+pl+++=out
of ^in++++=of
Borreby ^np+++??+=Borreby
Hall ^nn++++=Hall
for ^in++++=for
the ^ati++++=the
last ^jj+atrb+++=last
time ^nn++++=time.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
blew ^vbd+++xvbnx+=blew
a ^at++++=a
cold ^jj+atrb+++=cold
blast ^nn++++=blast
upon ^in++++=upon
his ^pp$+pp3+++=his
burning ^jj+atrb++xvbg+=burning
cheeks ^nns++++=cheeks,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
fluttered ^vbd+++xvbnx+=fluttered
his ^pp$+pp3+++=his
grey ^jj+atrb+++=grey
beard ^nn++++=beard
and ^cc++++=and
his ^pp$+pp3+++=his
long ^rb++++=long
white ^jj+atrb+++=white
hair ^nn++++=hair;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
sang ^vbd+++xvbnx+=sang
such ^abl++++=such
a ^at++++=a
tune ^nn++++=tune
as ^ql++++=as
only ^rb+down+++=only
I ^pp1a+pp1+++=I
could ^md+pos+++=could
sing ^vb++++=sing.
. ^zz++++=EXTRAWORD
Whew ^np+++??+=Whew!
! ^zz++++=EXTRAWORD
whew ^nn+++??+=whew!
! ^zz++++=EXTRAWORD
away ^rp+pl+++=away
with ^in++++=with
them ^pp3o+pp3+++=them!
! ^zz++++=EXTRAWORD
away ^rp+pl+++=away
with ^in++++=with
them ^pp3o+pp3+++=them!
! ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
all ^abn++++=all
their ^pp$+pp3+++=their
grandeur ^nn++++=grandeur.
. ^zz++++=EXTRAWORD
' ^zz++++='Ida
ida ^nn+++??+=EXTRAWORD
and ^cc++++=and
Ana ^np+++??+=Ana
Dorothea ^np++++=Dorothea
walked ^vbd+++xvbn+=walked
one ^pn++++=one
on ^in++++=on
each ^dt++++=each
side ^nn++++=side
of ^in++++=of
him ^pp3o+pp3+++=him:
: ^zz++++=EXTRAWORD
Johanna ^np+++??+=Johanna
turned ^vbd+++xvbn+=turned
round ^rb+phrv+++=round
in ^in++++=in
the ^ati++++=the
gateway ^nn++++=gateway,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
what ^wdt+who+whq++=what
was ^vbd+bedz+aux++=was
the ^ati++++=the
good ^nn++++=good
of ^in++++=of
that ^dt+pdem+++=that?
? ^zz++++=EXTRAWORD
nothing ^pn++++=nothing
could ^md+pos+++=could
make ^vb++++=make
their ^pp$+pp3+++=their
luck ^nn++++=luck
turn ^nn++++=turn.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
the ^ati++++=the
red ^jj+atrb+++=red
stones ^nns++++=stones
of ^in++++=of
what ^wdt+who+++=what
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
been ^vprf+ben+vrb+xvbnx+=been
Marsk ^np+++??+=Marsk
Stig ^np++++=Stig's
's ^$++++=EXTRAWORD
Castle ^nn++++=Castle.
. ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Was
she ^pp3a+pp3+++=she
thinking ^nvbg+++xvbg+=thinking
of ^in++++=of
his ^pp$+pp3+++=his
daughters ^nns+nom+++=daughters?
? ^zz++++=EXTRAWORD
' ^zz++++='"The
" ^zz++++=EXTRAWORD
the ^ati++++=EXTRAWORD
elder ^nn++++=elder
took ^vbd+++xvbn+=took
the ^ati++++=the
younger ^nn++++=younger
by ^in++++=by
the ^ati++++=the
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
And ^cc+cls+++=And
out ^rp+pl+++=out
they ^pp3a+pp3+++=they
roamed ^vprf+++xvbn+=roamed
to ^in++++=to
a ^at++++=a
far ^rb+pl+++=far-off
- ^zz++++=EXTRAWORD
off ^in+pl+++=EXTRAWORD
land ^nn++++=land."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Was
she ^pp3a+pp3+++=she
