If ^cs+cnd+++=If
middle ^nn++++=middle
of ^in++++=of
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
the ^ati++++=the
soft ^jj++++=soft,
, ^zz++++=EXTRAWORD
deep ^jj++++=deep,
, ^zz++++=EXTRAWORD
wide ^jj+atrb+++=wide,
, ^zz++++=EXTRAWORD
canopied ^jj+atrb+++=canopied
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
the ^ati++++=the
symbol ^nn++++=symbol
of ^in++++=of
the ^ati++++=the
sweet ^nn++++=sweet
by ^in++++=by-and-by
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
- ^zz++++=EXTRAWORD
by ^in++++=EXTRAWORD
to ^in++++=to
every ^at++++=every
Ford ^np++++=Ford,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
empty ^jj+pred+++=empty.
. ^zz++++=EXTRAWORD
A ^at++++=A
sense ^nn++++=sense
of ^in++++=of
death ^nn++++=death,
, ^zz++++=EXTRAWORD
as ^ql++++=as
unfamiliar ^jj++++=unfamiliar
to ^in++++=to
the ^ati++++=the
Fords ^nps++++=Fords
as ^ql++++=as
Zoroastrianism ^np+nom++??+=Zoroastrianism
or ^cc++++=or
the ^ati++++=the
causes ^nns++++=causes
of ^in++++=of
the ^ati++++=the
Sepoy ^np+++??+=Sepoy
Mutiny ^nn++++=Mutiny,
, ^zz++++=EXTRAWORD
stilled ^vwbn+++xvbn+=stilled
every ^at++++=every
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
slowed ^xvbn+++xvbn+=slowed
every ^at++++=every
heart ^nn++++=heart.
. ^zz++++=EXTRAWORD
Awed ^np+++??+=Awed,
, ^zz++++=EXTRAWORD
the ^ati++++=the
heirs ^nns++++=heirs
began ^vbd+++xvbn+=began
to ^to++++=to
search ^vbi++++=search
gingerly ^rb+cnj+++=gingerly,
, ^zz++++=EXTRAWORD
under ^in++++=under
the ^ati++++=the
furniture ^nn++++=furniture
and ^cc++++=and
behind ^in+pl+++=behind
the ^ati++++=the
drapes ^nns++++=drapes,
, ^zz++++=EXTRAWORD
for ^in++++=for
all ^abn++++=all
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
mortal ^nn++++=mortal
of ^in++++=of
Gramps ^np+++??+=Gramps,
, ^zz++++=EXTRAWORD
father ^nn++++=father
of ^in++++=of
the ^ati++++=the
clan ^nn++++=clan.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Gramps ^np+++??+=Gramps
had ^vbd+hvd+aux++=had
left ^vprf+++xvbnx+=left
not ^xnot++not++=not
his ^pp$+pp3+++=his
Earthly ^jj+atrb+++=Earthly
husk ^nn++++=husk
but ^cc++++=but
a ^at++++=a
note ^nn++++=note,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
Lou ^np++++=Lou
finally ^rb++++=finally
found ^vbd+vprv++xvbn+=found
on ^in++++=on
the ^ati++++=the
dresser ^nn++++=dresser,
, ^zz++++=EXTRAWORD
under ^in++++=under
a ^at++++=a
paperweight ^nn+++??+=paperweight
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
a ^at++++=a
treasured ^jj+atrb++xvbn+=treasured
souvenir ^nn+++??+=souvenir
from ^in++++=from
the ^ati++++=the
World ^np++++=World's
's ^$++++=EXTRAWORD
Fair ^jj++++=Fair
of ^in++++=of
2000 ^cd++++=2000.
. ^zz++++=EXTRAWORD
Unsteadily ^rb+cnj+++=Unsteadily,
, ^zz++++=EXTRAWORD
Lou ^np++++=Lou
read ^vbd+vprv++xvbn+=read
it ^pp3+it+++=it
aloud ^rb++++=aloud:
: ^zz++++=EXTRAWORD
" ^zz++++="'Somebody
' ^zz++++=EXTRAWORD
somebody ^pn++++=EXTRAWORD
who ^whp+who+++=who
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
sheltered ^vprf+++xvbnx+=sheltered
and ^cc++++=and
protected ^jj+++xvbn+=protected
and ^cc+phrs+++=and
taught ^jj+++xvbn+=taught
the ^ati++++=the
best ^jjt++++=best
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
how ^wrb+who+whcl++=how
all ^rb++++=all
these ^dt+dem+++=these
years ^nns++++=years
last ^jj+atrb+++=last
night ^nn++++=night
turned ^vbd+++xvbn+=turned
on ^rb+phrv+++=on
me ^pp1o+pp1+++=me
like ^in++++=like
a ^at++++=a
mad ^jj+atrb+++=mad
dog ^nn++++=dog
and ^cc++++=and
diluted ^jj+++xvbn+=diluted
my ^pp$+pp1+++=my
anti ^nn+++??+=anti-gerasone,
- ^zz++++=EXTRAWORD
gerasone ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
tried ^vbd+++xvbn+=tried
to ^to+vcmp+++=to.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
no ^at++++=no
longer ^rbr++++=longer
a ^at++++=a
young ^jj+atrb+++=young
man ^nn++++=man.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can
no ^at++++=no
longer ^rbr++++=longer
bear ^vb+vprv+++=bear
the ^ati++++=the
crushing ^jj+atrb++xvbg+=crushing
burden ^nn++++=burden
of ^in++++=of
life ^nn++++=life
as ^ql++++=as
I ^pp1a+pp1+++=I
once ^rb+tm+++=once
could ^md+pos+++=could.
. ^zz++++=EXTRAWORD
So ^rb+cnj+++=So,
, ^zz++++=EXTRAWORD
after ^cs+sub+++=after
last ^rb++++=last
night ^nn++++=night's
's ^vbz+bez+vrb++0=EXTRAWORD
bitter ^jj+atrb+++=bitter
experience ^nn+nom+++=experience,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
say ^vb+vpub+++=say
good ^jj++++=good-by.
- ^zz++++=EXTRAWORD
by ^in+strn+++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
cares ^nn++++=cares
of ^in++++=of
this ^dt+dem+++=this
world ^nn++++=world
will ^md+prd+++=will
soon ^rb+tm+splt++=soon
drop ^vb++++=drop
away ^rp+pl+++=away
like ^in++++=like
a ^at++++=a
cloak ^nn++++=cloak
of ^in++++=of
thorns ^nns++++=thorns
and ^cc++++=and
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
know ^vb+vprv+++=know
peace ^nn++++=peace.
. ^zz++++=EXTRAWORD
By ^in++++=By
the ^ati++++=the
time ^nn++++=time
you ^pp2+pp2+++=you
find ^vb+vprv+tht0++=find
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
be ^vb+be+vrb++=be
gone. ^nn+++??+=gone.'"
'" ^nn+++??+=EXTRAWORD
" ^zz++++="Gosh,"
gosh ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Willy ^np++++=Willy
brokenly ^rb+cnj+++=brokenly,
, ^zz++++=EXTRAWORD
" ^zz++++="he
he ^pp3a+pp3+++=EXTRAWORD
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
even ^rb++++=even
get ^vb++++=get
to ^to+vcmp+++=to
see ^vbi+vprv+++=see
how ^wrb+who+whcl++=how
the ^ati++++=the
5000 ^cd++++=5000-mile
- ^zz++++=EXTRAWORD
mile ^nn++++=EXTRAWORD
Speedway ^nn++++=Speedway
Race ^nn++++=Race
was ^vbd+bedz+aux++=was
going ^md"++pmd"++=going
to ^md+prd+++=to
come ^vb++++=come
out ^rp+pl+++=out."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Or
or ^cc++++=EXTRAWORD
the ^ati++++=the
Solar ^jj+atrb+++=Solar
Series ^nn++++=Series,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Eddie ^np++++=Eddie
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
with ^in++++=with
large ^jj+atrb+++=large
mournful ^jj+atrb+++=mournful
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
" ^zz++++="Or
or ^cc+cls+++=EXTRAWORD
whether ^cs+who+++=whether
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Mcgarvey ^np++++=McGarvey
got ^vbd+++xvbn+=got
her ^pp$+pp3+++=her
eyesight ^nn++++=eyesight
back ^jjb++++=back,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
added ^vbd+vpub++xvbn+=added
Morty ^np+++??+=Morty.
. ^zz++++=EXTRAWORD
" ^zz++++="There's
there ^ex+pex+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
more ^rbr++++=more,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Lou ^np++++=Lou,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
began ^vbd+++xvbnx+=began
reading ^nvbg+++xvbg+=reading
aloud ^rb++++=aloud
again ^rb+tm+++=again:
: ^zz++++=EXTRAWORD
" ^zz++++="'I,
' ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Harold ^np++++=Harold
D ^zz++++=D.
. ^zz++++=EXTRAWORD
Ford ^np++++=Ford,
, ^zz++++=EXTRAWORD
etc ^rb++++=etc.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=do
hereby ^rb++splt++=hereby
make ^vb++++=make,
, ^zz++++=EXTRAWORD
publish ^vb++++=publish
and ^cc+phrs+++=and
declare ^vb+vpub+++=declare
this ^dt+dem+++=this
to ^to++++=to
be ^vbi++vrb++=be
my ^pp$+pp1+++=my
last ^ap++++=last
Will ^md+prd+++=Will
and ^cc++++=and
Testament ^nn+nom+++=Testament,
, ^zz++++=EXTRAWORD
revoking ^jj+++xvbg+=revoking
any ^dti++++=any
and ^cc++++=and
all ^rb++++=all
former ^ap++++=former
wills ^nns++++=wills
and ^cc++++=and
codicils ^nns+++??+=codicils
by ^in++++=by
me ^pp1o+pp1+++=me
at ^in++++=at
any ^dti++++=any
time ^nn++++=time
heretofore ^nn+++??+=heretofore
made. ^nn+++??+=made.'"
'" ^nn+++??+=EXTRAWORD
" ^zz++++="No!"
no ^at++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Willy ^np++++=Willy.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
another ^dt++++=another
one ^pn++++=one!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="'I
' ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+vrb++=do
stipulate, ^nn+++??+=stipulate,'"
'" ^nn+++??+=EXTRAWORD
read ^vbd+vprv++xvbn+=read
Lou ^np++++=Lou,
, ^zz++++=EXTRAWORD
" ^zz++++="'that
' ^zz++++=EXTRAWORD
that ^dt+dem+++=EXTRAWORD
all ^abn++++=all
of ^in++++=of
my ^pp$+pp1+++=my
property ^nn++++=property,
, ^zz++++=EXTRAWORD
of ^in++++=of
whatsoever ^nn+nom+++=whatsoever
kind ^nn++++=kind
and ^cc++++=and
nature ^nn++++=nature,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
be ^vb+be+aux++=be
divided ^vpsv++agls+xvbnx+=divided,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
do ^vb+do+aux++=do
devise ^vb++++=devise
and ^cc++++=and
bequeath ^nn+++??+=bequeath
it ^pp3+it+++=it
to ^to++++=to
be ^vbi+vbi+aux++=be
held ^vpsv++agls+xvbnx+=held
in ^rb++++=in
common ^rb"++++=common
by ^in++++=by
my ^pp$+pp1+++=my
issue ^nn++++=issue,
, ^zz++++=EXTRAWORD
without ^in++++=without
regard ^nn++++=regard
for ^in++++=for
generation ^nn+nom+++=generation,
, ^zz++++=EXTRAWORD
equally ^rb+cnj+++=equally,
, ^zz++++=EXTRAWORD
share ^vb++++=share
and ^cc+phrs+++=and
share ^vb++++=share
alike. ^nn+++??+=alike.'"
'" ^nn+++??+=EXTRAWORD
" ^zz++++="Issue?"
issue ^nn++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Emerald ^nn++++=Emerald.
. ^zz++++=EXTRAWORD
Lou ^np++++=Lou
included ^vbd+++xvbn+=included
the ^ati++++=the
multitude ^nn++++=multitude
in ^in++++=in
a ^at++++=a
sweep ^nn++++=sweep
of ^in++++=of
his ^pp$+pp3+++=his
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
means ^vbz+vprv+tht0++=means
we ^pp1a+pp1+++=we
all ^rb++++=all
own ^ap++++=own
the ^ati++++=the
whole ^nn++++=whole
damn ^vb++++=damn
shootin ^nn+++??+=shootin'
' ^zz++++=EXTRAWORD
match ^nn++++=match."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Each ^dt++++=Each
eye ^nn++++=eye
turned ^vbd+++xvbn+=turned
instantly ^rb+tm+++=instantly
to ^in++++=to
the ^ati++++=the
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
" ^zz++++="Share
share ^vb++++=EXTRAWORD
and ^cc+phrs+++=and
share ^vb++++=share
alike ^rb++++=alike?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
Morty ^np+++??+=Morty.
. ^zz++++=EXTRAWORD
" ^zz++++="Actually,"
actually ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Willy ^np++++=Willy,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
the ^ati++++=the
oldest ^jjt+atrb+++=oldest
one ^cd1++++=one
present ^nn++++=present,
, ^zz++++=EXTRAWORD
" ^zz++++="it's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
just ^rb+emph+++=just
like ^in++++=like
the ^ati++++=the
old ^jj+atrb+++=old
system ^nn++++=system,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
oldest ^jjt+atrb+++=oldest
people ^nns++++=people
head ^jjb++++=head
up ^rp++++=up
things ^nns++++=things
with ^in++++=with
their ^pp$+pp3+++=their
headquarters ^nns+nom+++=headquarters
in ^in++++=in
here ^rn+pl+++=here
and ^cc++++=and
" ^zz++++="
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
like ^in++++=like
that ^dt+pdem+++=that!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
exclaimed ^vbd+++xvbn+=exclaimed
Em ^np+++??+=Em.
. ^zz++++=EXTRAWORD
" ^zz++++="Lou
lou ^np++++=EXTRAWORD
owns ^vbz++++=owns
as ^ql++++=as
much ^ap++++=much
of ^in++++=of
it ^pp3+it+++=it
as ^ql++++=as
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
say ^vb+vpub+tht0++=say
it ^pp3+it+++=it
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
be ^vbi++vrb++=be
for ^in++++=for
the ^ati++++=the
oldest ^jjt+atrb+++=oldest
one ^cd1++++=one
who ^whp+rel+obj++=who's
's ^vbz+bez+vrb++0=EXTRAWORD
still ^jj+pred+++=still
working ^jj+++xvbg+=working.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
can ^md+pos+++=can
snooze ^vb+++??+=snooze
around ^rp++++=around
here ^rn+pl+++=here
all ^abn++++=all
day ^nn++++=day,
, ^zz++++=EXTRAWORD
waiting ^vbg+++xvbg+=waiting
for ^in++++=for
your ^pp$+pp2+++=your
pension ^nn++++=pension
check ^nn++++=check,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
poor ^jj+atrb+++=poor
Lou ^np++++=Lou
stumbles ^nns+++??+=stumbles
in ^in++++=in
here ^rn+pl+++=here
after ^in++++=after
work ^nn++++=work,
, ^zz++++=EXTRAWORD
all ^abn++++=all
tuckered ^jj+++xvbn+=tuckered
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
" ^zz++++="
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
about ^in++++=about
letting ^xvbg+++xvbg+=letting
somebody ^pn++++=somebody
who ^whp+who+++=who's
's ^vbz+bez+vrb++0=EXTRAWORD
never ^rb++++=never
had ^vb+hv+vrb++=had
any ^dti++++=any
privacy ^nn+nom+++=privacy
get ^vb++++=get
a ^rb++++=a
little ^rb"++++=little
crack ^jjb++++=crack
at ^in++++=at
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Eddie ^np++++=Eddie
demanded ^vbd+vsua++xvbn+=demanded
hotly ^rb++++=hotly.
. ^zz++++=EXTRAWORD
" ^zz++++="Hell,
hell ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
old ^jj+atrb+++=old
people ^nns++++=people
had ^vb+hv+vrb++=had
plenty ^nn++++=plenty
of ^in++++=of
privacy ^nn+nom+++=privacy
back ^jjb++++=back
when ^wrb+who+++=when
you ^pp2+pp2+++=you
were ^vbd+bed+vrb++=were
kids ^nns++++=kids.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
born ^vpsv++agls+xvbnx+=born
and ^cc+phrs+++=and
raised ^vpsv++agls+xvbn+=raised
in ^in++++=in
the ^ati++++=the
middle ^nn++++=middle
of ^in++++=of
that ^dt+dem+++=that
goddamn ^nn+++??+=goddamn
barracks ^nns++++=barracks
in ^in++++=in
the ^ati++++=the
hall ^nn++++=hall!
! ^zz++++=EXTRAWORD
How ^wrb+who+++=How
about ^in++++=about
" ^zz++++="
" ^zz++++="Yeah?"
yeah ^uh++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
challenged ^xvbn+++xvbn+=challenged
Morty ^np+++??+=Morty.
. ^zz++++=EXTRAWORD
" ^zz++++="Sure,
sure ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you've
've ^vb+hv+aux++0=EXTRAWORD
all ^abn++++=all
had ^vb+hv+vrb++=had
it ^pp3+it+++=it
pretty ^rb++++=pretty
tough ^jj++++=tough,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
my ^pp$+pp1+++=my
heart ^nn++++=heart
bleeds ^vbz++++=bleeds
for ^in++++=for
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
try ^vb++++=try
honeymooning ^jj+++xvbg+=honeymooning
in ^in++++=in
the ^ati++++=the
hall ^nn++++=hall
for ^in++++=for
a ^at++++=a
real ^jj+atrb+++=real
kick ^nn++++=kick."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Silence!"
silence ^nn+nom+++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
shouted ^vbd+vpub++xvbn+=shouted
Willy ^np++++=Willy
imperiously ^rb++++=imperiously.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
next ^ap++++=next
person ^nn++++=person
who ^whp+rel+subj++=who
opens ^vbz++++=opens
his ^pp$+pp3+++=his
mouth ^nn++++=mouth
spends ^vbz++++=spends
the ^ati++++=the
next ^ap++++=next
sixth ^od++++=sixth
months ^nns++++=months
by ^in++++=by
the ^ati++++=the
bathroom ^nn++++=bathroom.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
clear ^vb++++=clear
out ^rp+pl+++=out
of ^in++++=of
my ^pp$+pp1+++=my
room ^nn++++=room.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
want ^vb++++=want
to ^to+vcmp+++=to
think ^vbi+vprv+++=think."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
vase ^nn++++=vase
shattered ^vbd+++xvbn+=shattered
against ^in++++=against
the ^ati++++=the
wall ^nn++++=wall,
, ^zz++++=EXTRAWORD
inches ^nns++++=inches
above ^rb++++=above
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
next ^ap++++=next
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
a ^at++++=a
free ^jj++++=free-for-all
- ^zz++++=EXTRAWORD
for ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
all ^abn++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
under ^in++++=under
way ^nn++++=way,
, ^zz++++=EXTRAWORD
with ^in++++=with
each ^dt++++=each
couple ^nn++++=couple
battling ^vwbg+++xvbg+=battling
to ^in++++=to
eject ^nn+++??+=eject
every ^at++++=every
other ^ap++++=other
couple ^nn++++=couple
from ^in++++=from
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
Fighting ^nvbg+++xvbg+=Fighting
coalitions ^nns+nom+++=coalitions
formed ^vbd+++xvbn+=formed
and ^cc+phrs+++=and
dissolved ^vbd+++xvbn+=dissolved
with ^in++++=with
the ^ati++++=the
lightning ^nn++++=lightning
changes ^nns++++=changes
of ^in++++=of
the ^ati++++=the
tactical ^jj+atrb+++=tactical
situation ^nn+nom+++=situation.
. ^zz++++=EXTRAWORD
Em ^np+++??+=Em
and ^cc++++=and
Lou ^np++++=Lou
were ^vbd+bed+aux++=were
thrown ^vpsv++agls+xvbnx+=thrown
into ^in++++=into
the ^ati++++=the
hall ^nn++++=hall,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
they ^pp3a+pp3+++=they
organized ^vbd+++xvbnx+=organized
others ^aps++++=others
in ^in++++=in
the ^ati++++=the
same ^ap++++=same
situation ^nn+nom+++=situation,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
stormed ^vprf+++xvbn+=stormed
back ^jjb++++=back
into ^in++++=into
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
After ^in++++=After
two ^cd++++=two
hours ^nns++++=hours
of ^in++++=of
struggle ^nn++++=struggle,
, ^zz++++=EXTRAWORD
with ^in++++=with
nothing ^pn++++=nothing
like ^in++++=like
a ^at++++=a
decision ^nn++++=decision
in ^in++++=in
sight ^nn++++=sight,
, ^zz++++=EXTRAWORD
the ^ati++++=the
cops ^nns++++=cops
broke ^vbd+++xvbn+=broke
in ^rb+cnj+++=in,
, ^zz++++=EXTRAWORD
followed ^vpbn+vprv++xvbn+=followed
by ^in++++=by
television ^nn++++=television
cameramen ^vbd+++xvbn+=cameramen
from ^in++++=from
mobile ^jj+atrb+++=mobile
units ^nns++++=units.
. ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
next ^ap++++=next
half ^abn++++=half-hour,
- ^zz++++=EXTRAWORD
hour ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
patrol ^nn++++=patrol
wagons ^nns++++=wagons
and ^cc++++=and
ambulances ^nns+nom+++=ambulances
hauled ^vbd+++xvbn+=hauled
away ^rp+pl+++=away
Fords ^nps++++=Fords,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
the ^ati++++=the
apartment ^nn+nom+++=apartment
was ^vbd+bedz+vrb++=was
still ^rb++++=still
and ^cc++++=and
spacious ^jj++++=spacious.
. ^zz++++=EXTRAWORD
An ^at++++=An
hour ^nn++++=hour
later ^rbr+tm+++=later,
, ^zz++++=EXTRAWORD
films ^nns++++=films
of ^in++++=of
the ^ati++++=the
last ^jj+atrb+++=last
stages ^nns++++=stages
of ^in++++=of
the ^ati++++=the
riot ^nn++++=riot
were ^vbd+bed+aux++=were
being ^vbg+beg+aux+xvbg+=being
televised ^vpsv++agls+xvbn+=televised
to ^to++++=to
500,000,000 ^cd++++=500,000,000
delighted ^jj+atrb++xvbn+=delighted
viewers ^nns+nom+++=viewers
on ^in++++=on
the ^ati++++=the
Eastern ^jj+atrb+++=Eastern
Seaboard ^np+++??+=Seaboard.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
stillness ^nns+nom+++=stillness
of ^in++++=of
the ^ati++++=the
three ^cd++++=three-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
Ford ^np++++=Ford
apartment ^nn+nom+++=apartment
on ^in++++=on
the ^ati++++=the
76 ^cd++++=76
th ^zz++++=th
floor ^nn++++=floor
of ^in++++=of
Building ^xvbg+++xvbg+=Building
257 ^cd++++=257,
, ^zz++++=EXTRAWORD
the ^ati++++=the
television ^nn++++=television
set ^vbd+++xvbn+=set
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
left ^vpsv++agls+xvbnx+=left
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
more ^rbr++++=more
the ^ati++++=the
air ^nn++++=air
was ^vbd+bedz+aux++=was
filled ^vpsv++agls+xvbnx+=filled
with ^in++++=with
the ^ati++++=the
cries ^nns++++=cries
and ^cc++++=and
grunts ^nns++++=grunts
and ^cc++++=and
crashes ^vbz++++=crashes
of ^in++++=of
the ^ati++++=the
fray ^nn++++=fray,
, ^zz++++=EXTRAWORD
coming ^vbg+++xvbg+=coming
harmlessly ^rb++++=harmlessly
now ^rn+tm+++=now
from ^in++++=from
the ^ati++++=the
loudspeaker ^nn+nom+++=loudspeaker.
. ^zz++++=EXTRAWORD
The ^ati++++=The
battle ^nn++++=battle
also ^rb++++=also
appeared ^vbd+seem++xvbn+=appeared
on ^in++++=on
the ^ati++++=the
screen ^nn++++=screen
of ^in++++=of
the ^ati++++=the
television ^nn++++=television
set ^vbd+++xvbn+=set
in ^in++++=in
the ^ati++++=the
police ^nns++++=police
station ^nn+nom+++=station,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
Fords ^nps++++=Fords
and ^cc++++=and
their ^pp$+pp3+++=their
captors ^nns++++=captors
watched ^vbd+++xvbn+=watched
with ^in++++=with
professional ^jj+atrb+++=professional
interest ^nn++++=interest.
. ^zz++++=EXTRAWORD
Em ^np+++??+=Em
and ^cc++++=and
Lou ^np++++=Lou,
, ^zz++++=EXTRAWORD
in ^in++++=in
adjacent ^jj++++=adjacent
four ^cd++++=four-by-eight
- ^zz++++=EXTRAWORD
by ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
eight ^cd++++=EXTRAWORD
cells ^nns++++=cells,
, ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
stretched ^vpsv++agls+xvbnx+=stretched
out ^rp+pl+++=out
peacefully ^rb++++=peacefully
on ^in++++=on
their ^pp$+pp3+++=their
cots ^nns+++??+=cots.
. ^zz++++=EXTRAWORD
" ^zz++++="Em,"
em ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
called ^xvbn+++xvbn+=called
Lou ^np++++=Lou
through ^in++++=through
the ^ati++++=the
partition ^nn+nom+++=partition,
, ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
got ^vbd+++xvbn+=got
a ^at++++=a
washbasin ^nn+++??+=washbasin
all ^abn++++=all
your ^pp$+pp2+++=your
own ^ap++++=own,
, ^zz++++=EXTRAWORD
too ^ql++++=too?"
? ^zz++++=EXTRAWORD
