[ ^zz++++=[The
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
tarnal ^jj+atrb+++=tarnal
truth ^nn++++=truth,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
my ^pp$+pp1+++=my
grandfather ^nn+nom+++=grandfather,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fell ^vbd+++xvbn+=fell
to ^in++++=to
whistling ^jj++++=whistling,
, ^zz++++=EXTRAWORD
like ^in++++=like
a ^at++++=a
man ^nn++++=man
facing ^vwbg+++xvbg+=facing
it ^pp3+it+++=it
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
tune ^nn++++=tune
he ^pp3a+pp3+++=he
chose ^vbd+++xvbnx+=chose
was ^vbd+bedz+vrb++=was
" ^zz++++="Yankee
yankee ^jj+atrb+++=EXTRAWORD
Doodle ^np+++??+=Doodle!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
This ^dt+pdem+++=This,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
made ^j+++xvbn+=made
the ^ati++++=the
Jew ^nn++++=Jew
dead ^jj++++=dead
sure ^jj++++=sure
of ^in++++=of
his ^pp$+pp3+++=his
man ^nn++++=man.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
a ^at++++=a
lean ^vb++++=lean
little ^ap++++=little
wisp ^nn++++=wisp
of ^in++++=of
a ^at++++=a
man ^nn++++=man,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
my ^pp$+pp1+++=my
grandfather ^nn+nom+++=grandfather
too ^rb++++=too
strongly ^rb+amp+++=strongly
built ^vbd+++xvbn+=built
to ^to++++=to
be ^vbi+vbi+aux++=be
tackled ^vpsv++agls+xvbnx+=tackled.
. ^zz++++=EXTRAWORD
So ^cs+sub+++=So
the ^ati++++=the
pair ^nn++++=pair
stood ^vbd+++xvbn+=stood
eyeing ^vbg+++xvbg+=eyeing
one ^cd1++++=one
another ^dt++++=another
until ^in++++=until,
, ^zz++++=EXTRAWORD
glancing ^vbg+++xvbg+=glancing
up ^rp++++=up,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
grandfather ^nn+nom+++=grandfather
saw ^vbd+vprv++xvbn+=saw
three ^cd++++=three
soldiers ^nns+nom+++=soldiers
come ^vprf+++xvbn+=come
round ^rb++++=round
the ^ati++++=the
corner ^nn++++=corner
of ^in++++=of
the ^ati++++=the
road ^nn++++=road
from ^in++++=from
Plymouth ^np++++=Plymouth,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
dropped ^vbd+++xvbnx+=dropped
his ^pp$+pp3+++=his
biddick ^nn+++??+=biddick
and ^cc++++=and
turned ^vpsv++agls+xvbn+=turned
like ^in++++=like
a ^at++++=a
desperate ^jj+atrb+++=desperate
man ^nn++++=man.
. ^zz++++=EXTRAWORD
' ^zz++++='The
the ^ati++++=EXTRAWORD
Jew ^nn++++=Jew
saw ^vbd+vprv++xvbn+=saw
them ^pp3o+pp3+++=them
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
almost ^rb+hdg+++=almost
upon ^in++++=upon
the ^ati++++=the
same ^ap++++=same
instant ^nn+nom+++=instant.
. ^zz++++=EXTRAWORD
" ^zz++++="Help,
help ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
help ^vb++++=help!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
yelled ^vbd+++xvbnx+=yelled,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
leaving ^vbg+++xvbg+=leaving
his ^pp$+pp3+++=his
bag ^nn++++=bag
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
dropped ^vprf+++xvbnx+=dropped
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
tore ^j+++xvbn+=tore
down ^in++++=down
the ^ati++++=the
road ^nn++++=road
to ^to++++=to
meet ^vbi++++=meet
the ^ati++++=the
soldiers ^nns+nom+++=soldiers,
, ^zz++++=EXTRAWORD
waving ^vbg+++xvbg+=waving
both ^abx++++=both
arms ^nns++++=arms
and ^cc++++=and
still ^rb+atrb+++=still
shouting ^nvbg+++xvbg+=shouting,
, ^zz++++=EXTRAWORD
" ^zz++++="Help!
help ^vb++++=EXTRAWORD
! ^zz++++=EXTRAWORD
A ^at++++=A
prisoner ^nn+nom+++=prisoner!
! ^zz++++=EXTRAWORD
A ^at++++=A
prisoner ^nn+nom+++=prisoner!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
' ^zz++++='My
my ^pp$+pp1+++=EXTRAWORD
grandfather ^nn+nom+++=grandfather
always ^rb++++=always
said ^vbd+vpub++xvbn+=said
afterwards ^rb+tm+++=afterwards
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
heard ^vbd+vprv+tht0+xvbnx+=heard
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
fairly ^rb++++=fairly
groaned ^vbd+++xvbn+=groaned.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
by ^in++++=by
any ^dti++++=any
means ^in++++=means
humorous ^nn++++=humorous
as ^in++++=as
a ^at++++=a
rule ^nn++++=rule,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
so ^ql++++=so
far ^rb+pl+++=far
as ^ql++++=as
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
concerned ^vpsv++agls+xvbnx+=concerned,
, ^zz++++=EXTRAWORD
the ^ati++++=the
joke ^nn++++=joke
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
far ^rb+pl+++=far
enough ^dt++++=enough;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
used ^md"++pmd"++=used
to ^to++++=to
add ^vb+vpub+++=add
as ^in++++=as
a ^at++++=a
warning ^nn++++=warning
that ^tht+ncmp+++=that
a ^at++++=a
man ^nn++++=man
may ^md+pos+++=may
go ^vb++++=go
so ^rb++++=so
far ^rb+pl+++=far
in ^in++++=in
a ^at++++=a
joke ^nn++++=joke
he ^pp3a+pp3+++=he
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
help ^vb++++=help
but ^cc+phrs+++=but
go ^vb++++=go
farther-- ^nn+++??+=farther--'tis
it ^pp3+it+++0=EXTRAWORD
is ^vbz+bez+vrb++=EXTRAWORD
like ^in++++=like
hysterics ^nns++++=hysterics
with ^in++++=with
women ^nns++++=women.
. ^zz++++=EXTRAWORD
At ^rb++++=At
any ^dti++++=any
rate ^nn++++=rate,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
soldiers ^nns+nom+++=soldiers
coming ^vwbg+++xvbg+=coming
for ^in++++=for
him ^pp3o+pp3+++=him
at ^in++++=at
the ^ati++++=the
double ^nn++++=double,
, ^zz++++=EXTRAWORD
spreading ^vbg+++xvbg+=spreading
themselves ^ppls+pp3+++=themselves
to ^in++++=to
head ^nn++++=head
him ^pp3o+pp3+++=him
off ^in+strn+++=off,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^ql++++=as
they ^pp3a+pp3+++=they
came ^vbd+++xvbnx+=came
he ^pp3a+pp3+++=he
broke ^vbd+++xvbnx+=broke
and ^cc+phrs+++=and
ran ^vbd+++xvbn+=ran
straight ^rb++++=straight
up ^rp++++=up
the ^ati++++=the
slope ^nn++++=slope
towards ^in++++=towards
the ^ati++++=the
head ^nn++++=head
of ^in++++=of
the ^ati++++=the
tor ^nn++++=tor.
. ^zz++++=EXTRAWORD
' ^zz++++='This
this ^dt+dem+++=EXTRAWORD
violent ^jj+atrb+++=violent
exercise ^nn++++=exercise
did ^vbd+dod+vrb++=didn't
n't ^xnot++not++0=EXTRAWORD
suit ^nn++++=suit
him ^pp3o+pp3+++=him
at ^rb++++=at
all ^abn++++=all,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
glad ^jj++++=glad
enough ^dt++++=enough
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
after ^in++++=after
two ^cd++++=two
minutes ^nns++++=minutes
of ^in++++=of
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
to ^to++++=to
note ^vbi+vprv+++=note
that ^tht+vcmp+++=that
the ^ati++++=the
soldiers ^nns+nom+++=soldiers
were ^vbd+bed+aux++=were
shortening ^vbg+++xvbgx+=shortening
the ^ati++++=the
distance ^nn+nom+++=distance
hand ^nn++++=hand
over ^in++++=over
fist ^nn++++=fist.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
moment ^nn++++=moment
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
a ^at++++=a
mind ^nn++++=mind
to ^to++++=to
drop ^vbi++++=drop,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
worn ^xvbn+++xvbn+=worn
out ^rp+pl+++=out
with ^in++++=with
hunger ^nn++++=hunger
and ^cc++++=and
exhaustion ^nn+nom+++=exhaustion,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
his ^pp$+pp3+++=his
face ^nn++++=face
and ^cc++++=and
shape ^nn++++=shape
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
lend ^vb++++=lend
themselves ^ppls+pp3+++=themselves
to ^in++++=to
that ^dt+dem+++=that
deceit ^nn++++=deceit.
. ^zz++++=EXTRAWORD
So ^ql++++=So
he ^pp3a+pp3+++=he
held ^vbd+vprv++xvbnx+=held
on ^in++++=on
and ^cc++++=and
did ^vbd+dod+vrb++=did
his ^pp$+pp3+++=his
best ^jjt++++=best,
, ^zz++++=EXTRAWORD
until ^cs+sub+++=until
the ^ati++++=the
foremost ^jj+atrb+++=foremost
soldier ^nn++++=soldier
drew ^vbd+++xvbn+=drew
within ^in++++=within
thirty ^cd++++=thirty
yards ^nns++++=yards
and ^cc++++=and
shouted ^vbd+vpub++xvbn+=shouted
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
threatening ^nn++++=threatening
to ^to+ncmp+++=to
fire ^vb++++=fire.
. ^zz++++=EXTRAWORD
Turning ^nvbg+++xvbg+=Turning
and ^cc++++=and
seeing ^vb+vprv++xvbg+=seeing
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
his ^pp$+pp3+++=his
musket ^nn+++??+=musket
almost ^rb+hdg+++=almost
at ^in++++=at
the ^ati++++=the
" ^zz++++="present,"
present ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
grandfather ^nn+nom+++=grandfather
dropped ^vbd+++xvbn+=dropped
his ^pp$+pp3+++=his
arms ^nns++++=arms,
, ^zz++++=EXTRAWORD
stood ^j+++xvbn+=stood
still ^rb+cnj+++=still,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
allowed ^vwbn+++xvbn+=allowed
them ^pp3o+pp3+++=them
to ^to++++=to
take ^vbi++++=take
him ^pp3o+pp3+++=him
like ^in++++=like
a ^at++++=a
lamb ^nn++++=lamb.
. ^zz++++=EXTRAWORD
' ^zz++++='"But,"
" ^zz++++=EXTRAWORD
but ^cc++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
sulky ^jj++++=sulky-like,
- ^zz++++=EXTRAWORD
like ^in+strn+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++="if
if ^cs+cnd+++=EXTRAWORD
it ^pp3+it+++0='tis
is ^vbz+bez+vrb++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
prison ^nn++++=prison
you ^pp2+pp2+++=you
mean ^vb+vprv+++=mean
to ^to+vcmp+++=to
carry ^vbi++++=carry
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
carry ^vb++++=carry
me ^pp1o+pp1+++=me
you ^pp2+pp2+++=you
shall ^md+prd+++=shall.
. ^zz++++=EXTRAWORD
Back ^jjb++++=Back
to ^in++++=to
the ^ati++++=the
road ^nn++++=road
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
go ^vb++++=go
with ^in++++=with
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
a ^at++++=a
step ^nn++++=step
farther ^rbr++++=farther
on ^in++++=on
my ^pp$+pp1+++=my
own ^ap++++=own
legs ^nns++++=legs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
on ^in++++=on
that ^dt+dem+++=that
you ^pp2+pp2+++=you
may ^md+pos+++=may
bet ^vbd+vpub++xvbn+=bet
your ^pp$+pp2+++=your
last ^jj+atrb+++=last
dollar ^nn++++=dollar."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
' ^zz++++='The
the ^ati++++=EXTRAWORD
soldiers ^nns+nom+++=soldiers--they
-- ^--+clp+++=EXTRAWORD
they ^pp3a+pp3+++=EXTRAWORD
were ^vbd+bed+vrb++=were
three ^cd++++=three
raw ^jj+atrb+++=raw
youngsters ^nns+nom+++=youngsters
of ^in++++=of
the ^ati++++=the
Somerset ^np++++=Somerset
Militia ^np+++??+=Militia--threatened
-- ^--+clp+++=EXTRAWORD
threatened ^j+++xvbn+=EXTRAWORD
at ^rb++++=at
first ^rb"++++=first
to ^in++++=to
prick ^nn+++??+=prick
him ^pp3o+pp3+++=him
along ^in++++=along
the ^ati++++=the
road ^nn++++=road
with ^in++++=with
their ^pp$+pp3+++=their
bayonets ^nns+++??+=bayonets.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
by ^in++++=by
this ^dt+dem+++=this
time ^nn++++=time
the ^ati++++=the
little ^ap++++=little
Jew ^nn++++=Jew
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
up ^rp++++=up
panting ^vbg+++xvbg+=panting
and ^cc++++=and
yet ^rb++++=yet
almost ^rb+hdg+++=almost
capering ^jj+++xvbg+=capering
with ^in++++=with
excitement ^nn+nom+++=excitement.
. ^zz++++=EXTRAWORD
' ^zz++++='"No
" ^zz++++=EXTRAWORD
no ^at++++=EXTRAWORD
bloodthed ^jj+++xvbn+=bloodthed!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
in ^in++++=in
his ^pp$+pp3+++=his
lisping ^jj+atrb++xvbg+=lisping
way ^nn++++=way.
. ^zz++++=EXTRAWORD
" ^zz++++="I'll
i ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
have ^vb+hv+vrb++=have
no ^at++++=no
bloodthed ^jj+++xvbn+=bloodthed!
! ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
' ^zz++++='ith
ith ^nn+++??+=EXTRAWORD
worth ^in++++=worth
three ^cd++++=three
guineath ^nn+++??+=guineath
to ^in++++=to
me ^pp1o+pp1+++=me
ath ^nn+++??+=ath
he ^pp3a+pp3+++=he
ith ^nn+++??+=ith.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
thall ^nn+++??+=thall
have ^vb+hv+vrb++=have
a ^at++++=a
cart ^nn++++=cart,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
it ^pp3+it+++=it
cotht ^nn+++??+=cotht
me ^pp1o+pp1+++=me
five ^cd++++=five
shillingth ^nn+++??+=shillingth!
! ^zz++++=EXTRAWORD
Where ^wrb+who+++=Where
' ^zz++++='th
th ^zz++++=EXTRAWORD
the ^ati++++=the
nearetht ^nn+++??+=nearetht
village ^nn+nom+++=village?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
' ^zz++++='He
he ^pp3a+pp3+++=EXTRAWORD
ran ^vbd+++xvbnx+=ran
off ^rb+phrv+++=off
and ^cc++++=and
down ^in++++=down
the ^ati++++=the
road ^nn++++=road,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
my ^pp$+pp1+++=my
grandfather ^nn+nom+++=grandfather
sat ^vbd+++xvbn+=sat
down ^rb+phrv+++=down
on ^in++++=on
the ^ati++++=the
turf ^nn++++=turf
along ^in++++=along
with ^in"++++=with
the ^ati++++=the
soldiers ^nns+nom+++=soldiers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
smoked ^vbd+++xvbn+=smoked
a ^at++++=a
pipe ^nn++++=pipe
of ^in++++=of
tobacco ^nn++++=tobacco.
. ^zz++++=EXTRAWORD
Very ^ql+amp+++=Very
nice ^jj+atrb+++=nice
lads ^nns++++=lads
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were,
, ^zz++++=EXTRAWORD
too ^ql++++=too;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
felt ^vbd+vprv++xvbnx+=felt
shy ^jj++++=shy
in ^in++++=in
their ^pp$+pp3+++=their
company ^nn++++=company,
, ^zz++++=EXTRAWORD
thinking ^nvbg+++xvbg+=thinking
how ^wrb+who+++=how
badly ^rb++++=badly
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
deceived ^vprf+++xvbnx+=deceived
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
also ^rb++++=also
that ^cs+sub+++=that
the ^ati++++=the
joke ^nn++++=joke
was ^vbd+bedz+vrb++=was
near ^in+pl+++=near
running ^xvbg+++xvbg+=running
dry ^jj++++=dry.
. ^zz++++=EXTRAWORD
For ^in+strn+++=For,
, ^zz++++=EXTRAWORD
whatever ^nn+nom+++=whatever
cart ^nn++++=cart
the ^ati++++=the
Jew ^nn++++=Jew
might ^md+pos+++=might
hire ^vb++++=hire,
, ^zz++++=EXTRAWORD
the ^ati++++=the
driver ^nn++++=driver
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
help ^vb++++=help
recognising ^vbg+++xvbg+=recognising
a ^at++++=a
man ^nn++++=man
so ^rb++++=so
widely ^rb++++=widely
known ^vbd+vprv++xvbn+=known
as ^ql++++=as
my ^pp$+pp1+++=my
grandfather ^nn+nom+++=grandfather.
. ^zz++++=EXTRAWORD
' ^zz++++='But
but ^cc++++=EXTRAWORD
his ^pp$+pp3+++=his
luck ^nn++++=luck
stood ^vbd+++xvbn+=stood
yet ^rb++++=yet.
. ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
little ^jj+atrb+++=little
man ^nn++++=man
had ^vb+hv+aux++=hadn't
n't ^xnot++not++0=EXTRAWORD
run ^vb+++xvbn+=run
above ^jjb++++=above
three ^cd++++=three-quarters
- ^zz++++=EXTRAWORD
quarters ^nns+nom+++=EXTRAWORD
of ^in++++=of
a ^at++++=a
mile ^nn++++=mile
on ^in++++=on
the ^ati++++=the
road ^nn++++=road
and ^cc++++=and
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
half ^abn++++=half-way
- ^zz++++=EXTRAWORD
way ^nn++++=EXTRAWORD
towards ^in++++=towards
Buckland ^np+++??+=Buckland--his
-- ^--+clp+++=EXTRAWORD
his ^pp$+pp3+++=EXTRAWORD
nearest ^jjt+atrb+++=nearest
chance ^nn++++=chance
of ^in++++=of
a ^at++++=a
cart ^nn++++=cart--when
-- ^--+clp+++=EXTRAWORD
when ^wrb+who+++=EXTRAWORD
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
full ^jj+atrb+++=full
tilt ^nn++++=tilt
upon ^in++++=upon
a ^at++++=a
light ^nn++++=light
wagon ^nn++++=wagon
and ^cc++++=and
three ^cd++++=three
more ^ql++++=more
soldiers ^nns+nom+++=soldiers,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
fourth ^od++++=fourth
riding ^nvbg+++xvbg+=riding
behind ^in+strn+++=behind,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^abn++++=all
conveying ^jj+++xvbg+=conveying
the ^ati++++=the
prisoners ^nns+nom+++=prisoners'
' ^zz++++=EXTRAWORD
weekly ^jj+atrb+++=weekly
pocket ^nn++++=pocket-money
- ^zz++++=EXTRAWORD
money ^nn++++=EXTRAWORD
up ^in+cmpx+++=up
to ^in++++=to
Princetown ^np+++??+=Princetown,
, ^zz++++=EXTRAWORD
in ^in++++=in
sacks ^nns++++=sacks
filled ^vbd+++xvbn+=filled
with ^in++++=with
small ^jj+atrb+++=small
change ^nn++++=change.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
was ^vbd+bedz+vrb++=was
a ^at++++=a
chance ^nn++++=chance
to ^to+ncmp+++=to
save ^vbi++++=save
breath ^nn++++=breath
as ^cc++++=as
well ^rb++++=well
as ^cc"++++=as
carriage ^nn+nom+++=carriage
hire ^nn++++=hire,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
little ^ap++++=little
Jew ^nn++++=Jew
charged ^vbd+vpub++xvbn+=charged
down ^rp++++=down
on ^rp++++=on
them ^pp3o+pp3+++=them
so ^rb++++=so
fiercely ^rb+cnj+++=fiercely,
, ^zz++++=EXTRAWORD
as ^ql++++=as
they ^pp3a+pp3+++=they
crawled ^vprf+++xvbn+=crawled
up ^rp++++=up
the ^ati++++=the
hill ^nn++++=hill,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
corporal ^nn+nom+++=corporal
who ^whp+rel+subj++=who
sat ^vbd+++xvbn+=sat
on ^in++++=on
the ^ati++++=the
money ^nn++++=money
with ^in++++=with
a ^at++++=a
musket ^nn+++??+=musket
across ^in+pl+++=across
his ^pp$+pp3+++=his
knees ^nns++++=knees,
, ^zz++++=EXTRAWORD
had ^vb+hv+aux++=had
nearly ^rb+down+splt++=nearly
shot ^vprf+++xvbnx+=shot
him ^pp3o+pp3+++=him
for ^in++++=for
a ^at++++=a
highwayman ^nn+nom+++=highwayman
before ^cs+sub+++=before
giving ^xvbg+++xvbg+=giving
him ^pp3o+pp3+++=him
time ^nn++++=time
to ^to++++=to
explain ^vbi+vpub+++=explain.
. ^zz++++=EXTRAWORD
' ^zz++++='They
they ^pp3a+pp3+++=EXTRAWORD
whipped ^vbd+++xvbnx+=whipped
up ^rp++++=up
the ^ati++++=the
horses ^nns++++=horses
though ^rb+cnj+++=though,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
heard ^vbd+vprv+tht0+xvbnx+=heard
his ^pp$+pp3+++=his
story ^nn++++=story;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
coming ^vbg+++xvbg+=coming
to ^in++++=to
the ^ati++++=the
road ^nn++++=road
under ^in++++=under
Sharpitor ^np+++??+=Sharpitor,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
halting ^jj+++xvbg+=halting,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
very ^ql+amp+++=very
soon ^rb+tm+++=soon
had ^vb+hv+vrb++=had
my ^pp$+pp1+++=my
grandfather ^nn+nom+++=grandfather
trussed ^vbd+++xvbn+=trussed
and ^cc+phrs+++=and
laid ^vbd+++xvbn+=laid
upon ^in++++=upon
the ^ati++++=the
bags ^nns++++=bags
of ^in++++=of
money ^nn++++=money,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
jogged ^vbd+++xvbn+=jogged
away ^rp+pl+++=away
with ^in++++=with
him ^pp3o+pp3+++=him
towards ^in++++=towards
the ^ati++++=the
Two ^cd++++=Two
Bridges ^nns++++=Bridges,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Jew ^nn++++=Jew
and ^cc++++=and
three ^cd++++=three
militiamen ^jj+++xvbn+=militiamen
tramping ^jj+++xvbg+=tramping
behind ^in+pl+++=behind
at ^rb++++=at
the ^ati++++=the
cart ^nn++++=cart-tail.
- ^zz++++=EXTRAWORD
tail ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
' ^zz++++='It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
one ^cd1++++=one
o ^zz++++=o'clock,
'clock, ^nn+++??+=EXTRAWORD
or ^cc++++=or
a ^rb++++=a
little ^rb"++++=little
past ^jjb++++=past,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
drove ^vbd+++xvbnx+=drove
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
prison ^nn++++=prison
gate ^nn++++=gate;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
mist ^nn++++=mist
beginning ^vwbg+++xvbg+=beginning
to ^to++++=to
gather ^vbi+vprv+++=gather
above ^jjb++++=above
North ^np+pl+++=North
Hessary ^np+nom++??+=Hessary,
, ^zz++++=EXTRAWORD
as ^ql++++=as
at ^rb++++=at
this ^dt+dem+++=this
time ^nn++++=time
of ^in++++=of
year ^nn++++=year
it ^pp3+it+++=it
often ^rb++++=often
does ^vbz+doz+vrb++=does
after ^in++++=after
a ^at++++=a
clear ^jj+atrb+++=clear
morning ^nn++++=morning.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
grandfather ^nn+nom+++=grandfather,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
out ^rp+pl+++=out
from ^in++++=from
under ^in++++=under
the ^ati++++=the
tilt ^nn++++=tilt
of ^in++++=of
the ^ati++++=the
cart ^nn++++=cart,
, ^zz++++=EXTRAWORD
felt ^j+++xvbn+=felt
as ^ql++++=as
he ^pp3a+pp3+++0=he'd
'd ^md+prd+aux++=EXTRAWORD
never ^rb++splt++=never
felt ^vprf+++xvbnx+=felt
before ^cs+sub+++=before
what ^wdt+who+++=what
a ^at++++=a
cheerless ^jj+atrb+++=cheerless
place ^nn++++=place
it ^pp3+it+++=it
must ^md+nec+++=must
seem ^vb+seem+++=seem
to ^to+vcmp+++=to
a ^at++++=a
new ^jj++++=new-comer,
- ^zz++++=EXTRAWORD
comer ^jjr++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
heart ^nn++++=heart
melted ^vbd+++xvbn+=melted
a ^rb++++=a
little ^rb"++++=little
bit ^nn++++=bit
further ^jjb++++=further
towards ^in++++=towards
the ^ati++++=the
lad ^nn++++=lad
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
hiding ^vbg+++xvbgx+=hiding
at ^rb++++=at
home ^nr++++=home.
. ^zz++++=EXTRAWORD
' ^zz++++='"Hallo!"
" ^zz++++=EXTRAWORD
hallo ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
the ^ati++++=the
sentry ^nn++++=sentry
at ^in++++=at
the ^ati++++=the
gate ^nn++++=gate.
. ^zz++++=EXTRAWORD
' ^zz++++='"You'll
" ^zz++++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
