I ^pp1a+pp1+++=I.
buzzed ^vbd+++xvbn+=buzzed,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
bent ^vbd+++xvbnx+=bent
over ^in++++=over
and ^cc++++=and
gave ^vbd+++xvbn+=gave
himself ^ppl+pp3+++=himself
up ^in+cmpx+++=up
to ^in"++++=to
a ^at++++=a
throaty ^nn+++??+=throaty
coughing ^nn++++=coughing
fit ^nn++++=fit
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
could ^md+pos+++=could
not ^xnot++not++=not
rid ^vb+++xvbn+=rid
himself ^ppl+pp3+++=himself
of ^in+strn+++=of.
. ^zz++++=EXTRAWORD
" ^zz++++="
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
indeed ^rb+cnj+++=indeed,
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
good ^jj++++=good
are ^vb+ber+vrb++=are
they ^pp3a+pp3+++=they
to ^in++++=to
you ^pp2+pp2+++=you
? ^zz++++=?
" ^zz++++="
angrily ^rb++++=angrily
and ^cc+phrs+++=and
unexpectedly ^rb++++=unexpectedly
croaked ^vbd+++xvbn+=croaked
the ^ati++++=the
cook ^nn++++=cook,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
voice ^nn++++=voice
filled ^vbd+++xvbn+=filled
the ^ati++++=the
room ^nn++++=room:
: ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+aux++=haven't
n't ^xnot++not++0=EXTRAWORD
stirred ^vbd+++xvbn+=stirred
from ^in++++=from
the ^ati++++=the
stove ^nn++++=stove
this ^dt+dem+++=this
month ^nn++++=month
and ^cc++++=and
more ^rbr++++=more,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+tht0++=know
you ^pp2+pp2+++=you're
're ^vb+ber+aux++0=EXTRAWORD
gone ^vpsv++agls+xvbnx+=gone
all ^abn++++=all
to ^in++++=to
pieces ^nns++++=pieces
; ^zz++++=;
why ^wrb+who+++=why,
, ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
inside ^jjb++++=inside
is ^vbz+bez+vrb++=is
all ^abn++++=all
wrong ^jj++++=wrong,
, ^zz++++=EXTRAWORD
did ^vbd+dod+vrb++=didn't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
hear ^vb+vprv+++=hear
it ^pp3+it+++=it
just ^rb+emph+++=just
now ^rn+tm+++=now?
? ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
does ^vbz+doz+aux++=does
he ^pp3a+pp3+++=he
want ^vb++++=want
with ^in++++=with
new ^jj+atrb+++=new
boots ^nns++++=boots,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+aux++=be
buried ^vpsv++agls+xvbnx+=buried
in ^in++++=in
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
suppose ^vb+vprv+++=suppose
} ^zz++++=}
And ^cc++++=And
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
high ^jj+atrb+++=high
time ^nn++++=time
I ^pp1a+pp1+++=I
think ^vb+vprv+++=think
for ^in++++=for
you ^pp2+pp2+++=you
to ^to++++=to
pray ^vbi+vsua+++=pray
the ^ati++++=the
Lord ^npt++++=Lord
to ^to++++=to
forgive ^vbi++++=forgive
you ^pp2+pp2+++=you
your ^pp$+pp2+++=your
sins ^nns++++=sins.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You're
're ^vb+ber+aux++0=EXTRAWORD
gone ^vpsv++agls+xvbnx+=gone
all ^abn++++=all
to ^in++++=to
pieces ^nns++++=pieces
I ^pp1a+pp1+++=I
say ^vb+vpub+++=say.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
take ^vb++++=take
him ^pp3o+pp3+++=him
from ^in++++=from
one ^cd1++++=one
room ^nn++++=room
to ^in++++=to
another ^dt++++=another
or ^cc++++=or
anywhere ^rb++++=anywhere
else ^rb+cnj+++=else.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hear ^vb+vprv+tht0++=hear
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
hospitals ^nns+nom+++=hospitals
in ^in++++=in
town ^nn++++=town,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
what ^wdt+who+++=what's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
good ^nn++++=good
of ^in++++=of
that ^dt+pdem+++=that?
? ^zz++++=EXTRAWORD
every ^at++++=every
corner ^nn++++=corner
is ^vbz+bez+aux++=is
occupied ^vpsv++agls+xvbnx+=occupied,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he's
's ^vbz+bez+vrb++0=EXTRAWORD
about ^in++++=about
done ^nn++++=done
for ^in+strn+++=for.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There's
's ^vbz+bez+vrb++0=EXTRAWORD
no ^at++++=no
room ^nn++++=room
for ^in++++=for
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
anyhow ^rb+cnj+++=anyhow,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
besides ^rb++++=besides,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
like ^vb++++=like
to ^to+vcmp+++=to
have ^vbi++++=have
clean ^jj+atrb+++=clean
folks ^nns++++=folks."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="
Hello ^rb+dspt+++=Hello,
, ^zz++++=EXTRAWORD
Serega ^np+++??+=Serega
! ^zz++++=!
take ^vb++++=take
your ^pp$+pp2+++=your
place ^nn++++=place,
, ^zz++++=EXTRAWORD
the ^ati++++=the
gentlefolks ^nns+++??+=gentlefolks
are ^vb+ber+aux++=are
waiting ^vbg+++xvbgx+=waiting
! ^zz++++=!
" ^zz++++="
the ^ati++++=the
voice ^nn++++=voice
of ^in++++=of
the ^ati++++=the
post ^nn++++=post-station
- ^zz++++=EXTRAWORD
station ^nn+nom+++=EXTRAWORD
starosta ^nn+++??+=starosta
shouted ^vbd+vpub++xvbn+=shouted
in ^in++++=in
at ^in++++=at
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
Serega ^np+++??+=Serega
would ^md+prd+++=would
have ^vb+hv+aux++=have
gone ^vprf+++xvbnx+=gone
out ^rp+pl+++=out
without ^in++++=without
waiting ^xvbg+++xvbg+=waiting
for ^in++++=for
an ^at++++=an
answer ^nn++++=answer,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
could ^md+pos+++=could
see ^vb+vprv+++=see
by ^in++++=by
the ^ati++++=the
eyes ^nns++++=eyes
of ^in++++=of
the ^ati++++=the
sick ^jj+atrb+++=sick
man ^nn++++=man
all ^rb++++=all
the ^ati++++=the
time ^nn++++=time
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
coughing ^nn++++=coughing
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
say ^vbi+vpub+tht0++=say
something ^pn++++=something.
. ^zz++++=EXTRAWORD
" ^zz++++="
You ^pp2+pp2+++=You
may ^md+pos+++=may
take ^vb++++=take
the ^ati++++=the
boots ^nns++++=boots,
, ^zz++++=EXTRAWORD
Serega ^np+++??+=Serega
! ^zz++++=!
" ^zz++++="
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
suppressing ^vbg+++xvbg+=suppressing
the ^ati++++=the
cough ^nn++++=cough
and ^cc++++=and
breathing ^nvbg+++xvbg+=breathing
a ^rb++++=a
little ^rb"++++=little
more ^rbr++++=more
freely ^rb+cnj+++=freely,
, ^zz++++=EXTRAWORD
" ^zz++++="
but ^cc++++=but
listen ^vb++++=listen
! ^zz++++=!
buy ^vb++++=buy
me ^pp1o+pp1+++=me
a ^at++++=a
head ^nn++++=head-stone
- ^zz++++=EXTRAWORD
stone ^nn++++=EXTRAWORD
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
die ^vb++++=die,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
added ^vbd+vpub++xvbnx+=added
hoarsely ^rb++++=hoarsely.
. ^zz++++=EXTRAWORD
" ^zz++++="Thanks,
thanks ^rb+dspt+++=EXTRAWORD
, ^zz++++=EXTRAWORD
uncle ^nn++++=uncle!
! ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
I ^pp1a+pp1+++=I
may ^md+pos+++=may
take ^vb++++=take
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
eh ^uh++++=eh?
? ^zz++++=EXTRAWORD
And ^cc+cls+++=And
a ^at++++=a
head ^nn++++=head-stone,
- ^zz++++=EXTRAWORD
stone ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
eh ^uh++++=eh
? ^zz++++=?
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
yes ^uh++++=yes,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
buy ^vb++++=buy
one ^pn++++=one
for ^in++++=for
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="
There ^rn+pl+++=There,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
hear ^vb+vprv+++=hear
what ^wdt+who+whcl++=what
he ^pp3a+pp3+++=he
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
children ^nns++++=children
? ^zz++++=?
" ^zz++++="
the ^ati++++=the
sick ^jj+atrb+++=sick
man ^nn++++=man
was ^vbd+bedz+vrb++=was
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
bring ^vb++++=bring
out ^rb+cnj+++=out,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
bent ^vbd+++xvbnx+=bent
down ^rp++++=down
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
stifled ^xvbn+++xvbn+=stifled
by ^in++++=by
a ^at++++=a
recurring ^jj+atrb+++=recurring
cough ^nn++++=cough.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
bargain ^nn++++=bargain,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
have ^vb+hv+aux++=have
heard ^vprf+++xvbnx+=heard,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
drivers ^nns+nom+++=drivers.
. ^zz++++=EXTRAWORD
" ^zz++++="
Come ^vprf+++xvbn+=Come,
, ^zz++++=EXTRAWORD
Serega ^np+++??+=Serega,
, ^zz++++=EXTRAWORD
take ^vb++++=take
your ^pp$+pp2+++=your
seat ^nn++++=seat,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
starosta ^nn+++??+=starosta,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
in ^in++++=in
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
" ^zz++++="
Lady ^npt++++=Lady
Shirkinskaya ^np+++??+=Shirkinskaya
is ^vbz+bez+vrb++=is
ill ^jj+pred+++=ill,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Serega ^np+++??+=Serega
quickly ^rb++++=quickly
divested ^vbd+++xvbn+=divested
himself ^ppl+pp3+++=himself
of ^in++++=of
his ^pp$+pp3+++=his
big ^jj++++=big,
, ^zz++++=EXTRAWORD
wornout ^nn+++??+=wornout,
, ^zz++++=EXTRAWORD
bulgy ^jj+atrb+++=bulgy
boots ^nns++++=boots,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pitched ^vbd+++xvbn+=pitched
them ^pp3o+pp3+++=them
under ^in++++=under
a ^at++++=a
bench ^nn++++=bench.
. ^zz++++=EXTRAWORD
The ^ati++++=The
new ^jj+atrb+++=new
boots ^nns++++=boots
of ^in++++=of
Uncle ^nn++++=Uncle
Khveder ^np+++??+=Khveder
fitted ^vwbn+++xvbn+=fitted
him ^pp3o+pp3+++=him
at ^in++++=at
the ^ati++++=the
first ^od++++=first
try ^vb++++=try
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Serega ^np+++??+=Serega,
, ^zz++++=EXTRAWORD
glancing ^vbg+++xvbg+=glancing
down ^rp++++=down
at ^rb++++=at
them ^pp3o+pp3+++=them
as ^ql++++=as
he ^pp3a+pp3+++=he
departed ^vbd+++xvbnx+=departed,
, ^zz++++=EXTRAWORD
went ^j+++xvbn+=went
out ^rp+pl+++=out
to ^in++++=to
the ^ati++++=the
carriage ^nn+nom+++=carriage.
. ^zz++++=EXTRAWORD
" ^zz++++="
Those ^dt+pdem+++=Those
are ^vb+ber+vrb++=are
something ^pn++++=something
like ^in++++=like
boots ^nns++++=boots
; ^zz++++=;
let ^j+++xvbn+=let
me ^pp1o+pp1+++=me
give ^vb++++=give
them ^pp3o+pp3+++=them
a ^at++++=a
polish ^nn++++=polish,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
driver ^nn++++=driver,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
polishing ^jj+++xvbg+=polishing-brush
- ^zz++++=EXTRAWORD
brush ^nn++++=EXTRAWORD
in ^in++++=in
his ^pp$+pp3+++=his
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
as ^ql++++=as
Serega ^np+++??+=Serega,
, ^zz++++=EXTRAWORD
mounting ^vbg+++xvbg+=mounting
on ^in+cmpx+++=on
to ^in"++++=to
the ^ati++++=the
box ^nn++++=box,
, ^zz++++=EXTRAWORD
took ^j+++xvbn+=took
the ^ati++++=the
reins ^nns++++=reins.
. ^zz++++=EXTRAWORD
" ^zz++++="
Did ^vbd+dod+aux++=Did
you ^pp2+pp2+++=you
get ^vb++++=get
them ^pp3o+pp3+++0='em
for ^in++++=for
nothing ^pn++++=nothing?
? ^zz++++=EXTRAWORD
" ^zz++++="
" ^zz++++="
Looks ^nns++++=Looks
like ^in+strn+++=like,
, ^zz++++=EXTRAWORD
does ^vbz+doz+vrb++=doesn't
n't ^xnot++not++0=EXTRAWORD
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
" ^zz++++="
replied ^vbd+vpub++xvbn+=replied
Serega ^np+++??+=Serega,
, ^zz++++=EXTRAWORD
standing ^vbg+++xvbg+=standing
up ^rp++++=up
and ^cc++++=and
arranging ^nvbg+++xvbg+=arranging
the ^ati++++=the
folds ^nns++++=folds
of ^in++++=of
his ^pp$+pp3+++=his
yarmak ^nn+++??+=yarmak
round ^in++++=round
his ^pp$+pp3+++=his
legs ^nns++++=legs.
. ^zz++++=EXTRAWORD
" ^zz++++="
And ^cc++++=And
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
off ^in+pl+++=off
you ^pp2+pp2+++=you
go ^vb++++=go,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
beauties ^nns++++=beauties
! ^zz++++=!
" ^zz++++="
he ^pp3a+pp3+++=he
cried ^vbd+++xvbnx+=cried
to ^in++++=to
the ^ati++++=the
horses ^nns++++=horses,
, ^zz++++=EXTRAWORD
cracking ^nvbg+++xvbg+=cracking
his ^pp$+pp3+++=his
whip ^nn++++=whip,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
carriage ^nn+nom+++=carriage
and ^cc++++=and
the ^ati++++=the
calesche ^nn+++??+=calesche
with ^in++++=with
their ^pp$+pp3+++=their
passengers ^nns+nom+++=passengers,
, ^zz++++=EXTRAWORD
trunks ^nns++++=trunks,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
baggage ^nn+nom+++=baggage,
, ^zz++++=EXTRAWORD
vanished ^j+++xvbn+=vanished
in ^in++++=in
the ^ati++++=the
grey ^jj+atrb+++=grey
autumn ^nn++++=autumn
mist ^nn++++=mist,
, ^zz++++=EXTRAWORD
rolhng ^nn+++??+=rolhng
quickly ^rb++++=quickly
along ^in++++=along
the ^ati++++=the
wet ^jj+atrb+++=wet
road ^npl++++=road.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sick ^jj+atrb+++=sick
driver ^nn++++=driver
remained ^vbd+++xvbn+=remained
in ^in++++=in
the ^ati++++=the
stuffy ^jj+atrb+++=stufFy
room ^nn++++=room
on ^in++++=on
the ^ati++++=the
stove ^nn++++=stove,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
without ^in++++=without
cotighing ^xvbg+++xvbg+=cotighing
his ^pp$+pp3+++=his
cough ^nn++++=cough
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
with ^in++++=with
cin ^nn+++??+=cin
effort ^nn++++=effort
turned ^vbd+++xvbn+=turned
upon ^in++++=upon
the ^ati++++=the
other ^ap++++=other
side ^nn++++=side
and ^cc++++=and
was ^vbd+bedz+vrb++=was
quiet ^nn++++=quiet.
. ^zz++++=EXTRAWORD
People ^nns++++=People
came ^vbd+++xvbn+=came
in ^in++++=in
and ^cc++++=and
went ^vbd+++xvbn+=went
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
room ^nn++++=room
and ^cc++++=and
had ^vb+hv+vrb++=had
their ^pp$+pp3+++=their
meals ^nns++++=meals
in ^in++++=in
the ^ati++++=the
room ^nn++++=room
till ^in++++=till
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^abn++++=all
that ^dt+dem+++=that
time ^nn++++=time
the ^ati++++=the
sick ^jj+atrb+++=sick
man ^nn++++=man
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
utter ^jjb++++=utter
a ^at++++=a
sound ^nn++++=sound.
. ^zz++++=EXTRAWORD
At ^rb++++=At
nightfall ^nn+++??+=nightfall
the ^ati++++=the
cook ^nn++++=cook
came ^vbd+++xvbn+=came
to ^in++++=to
the ^ati++++=the
stove ^nn++++=stove,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pulled ^vbd+++xvbn+=pulled
out ^rp+pl+++=out
the ^ati++++=the
tulup[2 ^nn+++??+=tulup[2]
] ^zz++++=EXTRAWORD
from ^in++++=from
beneath ^rb++++=beneath
his ^pp$+pp3+++=his
legs ^nns++++=legs.
. ^zz++++=EXTRAWORD
" ^zz++++="
Do ^vb+do+aux++=Don't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+vrb++=be
angry ^jj+pred+++=angry,
, ^zz++++=EXTRAWORD
Nastasia ^np+++??+=Nastasia,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
muttered ^vbd+++xvbn+=muttered
the ^ati++++=the
sick ^jj+atrb+++=sick
man ^nn++++=man,
, ^zz++++=EXTRAWORD
" ^zz++++="
but ^cc++++=but
I ^pp1a+pp1+++=I
beg ^vb++++=beg
of ^in++++=of
you ^pp2+pp2+++=you
to ^to++++=to
let ^vbi++++=let
me ^pp1o+pp1+++=me
have ^vb+hv+vrb++=have
your ^pp$+pp2+++=your
corner ^nn++++=corner."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="All
all ^abn++++=EXTRAWORD
right ^jj++++=right,
, ^zz++++=EXTRAWORD
all ^abn++++=all
right ^jj++++=right!
! ^zz++++=EXTRAWORD
Of ^in+emph+++=Of
course ^nn+emph"+++=course!
! ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
does ^vbz+doz+aux++=does
it ^pp3+it+++=it
matter ^nn++++=matter
! ^zz++++=!
" ^zz++++="
growled ^vbd+++xvbn+=growled
Nastasia ^np+++??+=Nastasia,
, ^zz++++=EXTRAWORD
" ^zz++++="
but ^cc++++=but
tell ^vb++++=tell
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
uncle ^nn++++=uncle,
, ^zz++++=EXTRAWORD
where ^wrb+who+whq++=where
does ^vbz+doz+vrb++=does
it ^pp3+it+++=it
hurt ^vbd+++xvbn+=hurt
you ^pp2+pp2+++=you
? ^zz++++=?
" ^zz++++="
" ^zz++++="All
all ^abn++++=EXTRAWORD
my ^pp$+pp1+++=my
inside ^jjb++++=inside
is ^vbz+bez+vrb++=is
queer ^jj+pred+++=queer.
. ^zz++++=EXTRAWORD
God ^np++++=God
knows ^vbz+vprv+++=knows
what ^wdt+who+whcl++=what's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
matter ^nn++++=matter."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="
Never ^rb++++=Never
mind ^nn++++=mind
! ^zz++++=!
Does ^vbz+doz+vrb++=Does
your ^pp$+pp2+++=your
throat ^nn++++=throat
hurt ^vbd+++xvbn+=hurt
you ^pp2+pp2+++=you
when ^wrb+who+++=when
you ^pp2+pp2+++=you
cough ^nn++++=cough
? ^zz++++=?
" ^zz++++="
" ^zz++++="
I ^pp1a+pp1+++=I
ache ^nn++++=ache
all ^abn++++=all
over ^in+strn+++=over.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
going ^md"++pmd"++=going
to ^md+prd+++=to
die ^vb++++=die,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
What ^wdt+who+++=What
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
; ^zz++++=;
oh ^uh++++=oh,
, ^zz++++=EXTRAWORD
oh ^uh++++=oh,
, ^zz++++=EXTRAWORD
oh ^uh++++=oh
! ^zz++++=!
" ^zz++++="
groaned ^vbd+++xvbn+=groaned
the ^ati++++=the
sick ^jj+atrb+++=sick
man ^nn++++=man.
. ^zz++++=EXTRAWORD
" ^zz++++="
Cover ^nn++++=Cover
up ^rp++++=up
your ^pp$+pp2+++=your
feet ^nns++++=feet,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
what ^wdt+who+++=what
you ^pp2+pp2+++=you've
've ^md"++pmd"++0=EXTRAWORD
got ^vb++pmd"+xvbnx+=got
to ^to+vcmp+pmd++=to
do ^vb++++=do,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Nastasia ^np+++??+=Nastasia,
, ^zz++++=EXTRAWORD
coming ^vbg+++xvbg+=coming
down ^rp++++=down
from ^in++++=from
the ^ati++++=the
stove ^nn++++=stove
and ^cc++++=and
spreading ^vbg+++xvbg+=spreading
the ^ati++++=the
yarmak ^nn+++??+=yarmak
over ^rp++++=over
him ^pp3o+pp3+++=him
on ^rp++++=on
her ^pp3o+pp3+++=her
way ^nn++++=way
down ^in+strn+++=down.
. ^zz++++=EXTRAWORD
During ^in++++=During
the ^ati++++=the
night ^nn++++=night
the ^ati++++=the
night ^nn++++=night-lamp
- ^zz++++=EXTRAWORD
lamp ^nn++++=EXTRAWORD
faintly ^rb++++=faintly
lit ^rb+++xvbn+=lit
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
Nastasia ^np+++??+=Nastasia
and ^cc++++=and
ten ^cd++++=ten
of ^in++++=of
the ^ati++++=the
drivers ^nns+nom+++=drivers
slept ^vbd+++xvbn+=slept
on ^in++++=on
the ^ati++++=the
floor ^nn++++=floor
or ^cc++++=or
on ^in++++=on
benches ^nns++++=benches,
, ^zz++++=EXTRAWORD
snoring ^jj+++xvbg+=snoring
loudly ^rb++++=loudly.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
the ^ati++++=the
sick ^jj+atrb+++=sick
man ^nn++++=man
feebly ^rb++++=feebly
moajied ^jj+++xvbn+=moajied,
, ^zz++++=EXTRAWORD
coughed ^j+++xvbn+=coughed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
turned ^vpsv++agls+xvbn+=turned
from ^in++++=from
side ^nn++++=side
to ^in++++=to
side ^nn++++=side
upon ^in++++=upon
the ^ati++++=the
stove ^nn++++=stove.
. ^zz++++=EXTRAWORD
By ^in++++=By
the ^ati++++=the
morning ^nn++++=morning
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
quite ^rb++++=quite
still ^rb++++=still.
. ^zz++++=EXTRAWORD
" ^zz++++="
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
such ^abl++++=such
an ^at++++=an
odd ^jj+atrb+++=odd
dream ^nn++++=dream
last ^rb++++=last
night ^nn++++=night,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
cook ^nn++++=cook,
, ^zz++++=EXTRAWORD
stretching ^vbg+++xvbg+=stretching
herself ^ppl+pp3+++=herself
in ^in++++=in
the ^ati++++=the
dim ^jj++++=dim
half ^abn++++=half-light
- ^zz++++=EXTRAWORD
light ^jj++++=EXTRAWORD
of ^in++++=of
dawn ^nn++++=dawn,
, ^zz++++=EXTRAWORD
next ^ap++++=next
morning ^nn++++=morning
; ^zz++++=;
" ^zz++++="
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
me ^vbi++++=me
as ^cs+sub+++=as
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
Uncle ^nn++++=Uncle
Khveder ^np+++??+=Khveder
come ^vprf+++xvbn+=come
down ^rp++++=down
from ^in++++=from
the ^ati++++=the
stove ^nn++++=stove
and ^cc++++=and
go ^vb++++=go
out ^rp+pl+++=out
to ^to++++=to
chop ^vbi++++=chop
wood ^nn++++=wood.
. ^zz++++=EXTRAWORD
' ^zz++++='How
how ^wrb+who+whq++=EXTRAWORD
can ^md+pos+++=can
I ^pp1a+pp1+++=I
help ^vb++++=help
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Nassy ^np+++??+=Nassy?
? ^zz++++=EXTRAWORD
' ^zz++++='
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
' ^zz++++='
Why ^wrb+who+whq++=Why
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
go ^vb++++=go
out ^rp+pl+++=out
and ^cc++++=and
chop ^vb++++=chop
wood ^nn++++=wood?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
So ^ql++++=So
he ^pp3a+pp3+++=he
takes ^vbz++++=takes
up ^rb+phrv+++=up
the ^ati++++=the
chopper ^jjr++++=chopper
and ^cc++++=and
begins ^vbz++++=begins
to ^to++++=to
chop ^vbi++++=chop
wood ^nn++++=wood,
, ^zz++++=EXTRAWORD
chopping ^jj+++xvbg+=chopping
it ^pp3+it+++=it
so ^rb++++=so
quickly ^rb++++=quickly
that ^cs+sub+++=that
the ^ati++++=the
splinters ^nns+nom+++=splinters
