B.c ^rb++++=B.C.
beast ^nn++++=beast,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who,
, ^zz++++=EXTRAWORD
gentle ^jj++++=gentle
as ^ql++++=as
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
by ^in++++=by
nature ^nn++++=nature,
, ^zz++++=EXTRAWORD
often ^rb++++=often
produced ^vbd+++xvbn+=produced
a ^at++++=a
fearful ^jj+atrb+++=fearful
effect ^nn++++=effect
on ^in++++=on
the ^ati++++=the
enemy ^nn++++=enemy;
; ^zz++++=EXTRAWORD
not ^xnot++not++=not
so ^ql++++=so
much ^ap++++=much
by ^in++++=by
his ^pp$+pp3+++=his
huge ^jj+atrb+++=huge
bulk ^nn++++=bulk
as ^in++++=as
by ^in++++=by
the ^ati++++=the
terror ^nn++++=terror
he ^pp3a+pp3+++=he
inspired ^vbd+++xvbnx+=inspired
among ^in++++=among
men ^nns++++=men,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
far ^rb+pl+++=far
more ^rbr++++=more
among ^in++++=among
horses ^nns++++=horses.
. ^zz++++=EXTRAWORD
The ^ati++++=The
whole ^jj+atrb+++=whole
host ^nn++++=host
was ^vbd+bedz+aux++=was
spread ^vpsv++agls+xvbnx+=spread
over ^in++++=over
the ^ati++++=the
mountains ^nns++++=mountains
and ^cc++++=and
the ^ati++++=the
valleys ^nns++++=valleys
so ^ql++++=so
that ^cs+sub+++=that
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
said ^vpsv++agls+xvbnx+=said
that ^tht+vcmp+++=that
their ^pp$+pp3+++=their
bright ^jj+atrb+++=bright
armor ^nn++++=armor
and ^cc++++=and
gold ^nn++++=gold
and ^cc++++=and
silver ^nn++++=silver
shields ^nns++++=shields
made ^vbd+++xvbn+=made
the ^ati++++=the
mountains ^npl++++=mountains
glisten ^vbd+++xvbn+=glisten
like ^in++++=like
lamps ^nns++++=lamps
of ^in++++=of
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
Still ^rb+atrb+++=Still
Judas ^np+++??+=Judas
pressed ^vbd+++xvbn+=pressed
on ^in+cmpx+++=on
to ^in"++++=to
the ^ati++++=the
attack ^nn++++=attack,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
brother ^nn++++=brother
Eleazar ^np++++=Eleazar,
, ^zz++++=EXTRAWORD
perceiving ^vb++++=perceiving
that ^tht+vcmp+++=that
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
elephants ^nns+nom+++=elephants
was ^vbd+bedz+aux++=was
more ^rbr++splt++=more
adorned ^vpsv++agls+xvbnx+=adorned
than ^in++++=than
the ^ati++++=the
rest ^nn++++=rest,
, ^zz++++=EXTRAWORD
thought ^j+++xvbn+=thought
it ^pp3+it+++=it
might ^md+pos+++=might
be ^vb+be+aux++=be
carrying ^vbg+++xvbgx+=carrying
the ^ati++++=the
king ^nn++++=king,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
devoted ^vbd+++xvbn+=devoted
himself ^ppl+pp3+++=himself
for ^in++++=for
his ^pp$+pp3+++=his
country ^nn++++=country.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
fought ^vbd+++xvbnx+=fought
his ^pp$+pp3+++=his
way ^nn++++=way
to ^in++++=to
the ^ati++++=the
monster ^nn+nom+++=monster,
, ^zz++++=EXTRAWORD
crept ^j+++xvbn+=crept
under ^in++++=under
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
stabbed ^xvbn+++xvbn+=stabbed
it ^pp3+it+++=it
from ^in++++=from
beneath ^in+strn+++=beneath,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
the ^ati++++=the
mighty ^jj+atrb+++=mighty
weight ^nn++++=weight
sank ^vbd+++xvbn+=sank
down ^rp++++=down
on ^rp++++=on
him ^pp3o+pp3+++=him
and ^cc++++=and
crushed ^jj+++xvbn+=crushed
him ^pp3o+pp3+++=him
to ^in++++=to
death ^nn++++=death
in ^in++++=in
his ^pp$+pp3+++=his
fall ^nn++++=fall.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
gained ^vbd+++xvbnx+=gained
a ^at++++=a
' ^zz++++='perpetual
perpetual ^jj+atrb+++=EXTRAWORD
name ^nn++++=name'
' ^zz++++=EXTRAWORD
for ^in++++=for
valor ^np++++=valor
and ^cc++++=and
self ^nn++++=self-devotion;
- ^zz++++=EXTRAWORD
devotion ^nn+nom+++=EXTRAWORD
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
king ^nn++++=king
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
upon ^in++++=upon
the ^ati++++=the
elephant ^nn+nom+++=elephant,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
after ^cs+sub+++=after
a ^at++++=a
hardfought ^vbd+++xvbn+=hardfought
battle ^nn++++=battle,
, ^zz++++=EXTRAWORD
Judas ^np+++??+=Judas
was ^vbd+bedz+aux++=was
obliged ^jj++agls+xvbnx+=obliged
to ^to+jcmp+++=to
draw ^vbi++++=draw
off ^rp+pl+++=off
and ^cc++++=and
leave ^nn++++=leave
Bethshur ^np+++??+=Bethshur
to ^to++++=to
be ^vbi+vbi+aux++=be
taken ^vpsv++by+xvbnx+=taken
by ^in++++=by
the ^ati++++=the
enemy ^nn++++=enemy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^to++++=to
shut ^vbi++++=shut
himself ^ppl+pp3+++=himself
up ^rp++++=up
in ^in++++=in
Jerusalem ^np++++=Jerusalem.
. ^zz++++=EXTRAWORD
There ^rn+pl+++=There,
, ^zz++++=EXTRAWORD
want ^vb++++=want
of ^in++++=of
provisions ^nns++++=provisions
had ^vbd+hvd+aux++=had
brought ^vprf+++xvbnx+=brought
him ^pp3o+pp3+++=him
to ^in++++=to
great ^jj+atrb+++=great
distress ^nns+nom+++=distress,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
tidings ^nns++++=tidings
came ^vbd+++xvbn+=came
that ^dt+dem+++=that
another ^dt++++=another
son ^nn++++=son
of ^in++++=of
Antiochus ^np+++??+=Antiochus
Epiphanes ^nns+nom++??+=Epiphanes
had ^vbd+hvd+aux++=had
claimed ^vprf+++xvbnx+=claimed
the ^ati++++=the
throne ^nn++++=throne,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Lysias ^np+++??+=Lysias
made ^vbd+++xvbn+=made
peace ^nn++++=peace
in ^in++++=in
haste ^nn++++=haste
with ^in++++=with
Judas ^np+++??+=Judas,
, ^zz++++=EXTRAWORD
promising ^jj++++=promising
him ^pp3o+pp3+++=him
full ^jj+atrb+++=full
liberty ^nn++++=liberty
of ^in++++=of
worship ^nn+nom+++=worship,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
left ^jj+++xvbn+=left
Palestine ^np++++=Palestine
in ^in++++=in
peace ^nn++++=peace.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
did ^vbd+dod+vrb++=did
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
last ^rb++++=last
long ^rb++++=long.
. ^zz++++=EXTRAWORD
Lysias ^np+++??+=Lysias
and ^cc++++=and
his ^pp$+pp3+++=his
young ^jj+atrb+++=young
master ^nn++++=master
were ^vbd+bed+vrb++=were
slain ^nn+++??+=slain
by ^in++++=by
the ^ati++++=the
new ^jj+atrb+++=new
king ^npt++++=king,
, ^zz++++=EXTRAWORD
Demetrius ^np+++??+=Demetrius,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
again ^rb+tm+++=again
sent ^vbd+++xvbn+=sent
an ^at++++=an
army ^nn++++=army
for ^in++++=for
the ^ati++++=the
subjection ^nn+nom+++=subjection
of ^in++++=of
Judas ^np+++??+=Judas,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
further ^jjb++++=further
appointed ^jj+++xvbn+=appointed
a ^at++++=a
high ^jj+atrb+++=high
priest ^nn++++=priest,
, ^zz++++=EXTRAWORD
named ^j+++xvbn+=named
Alcimus ^np+++??+=Alcimus,
, ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
family ^nn++++=family
of ^in++++=of
Aaron ^np+++??+=Aaron,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
inclined ^jj++agls+xvbn+=inclined
to ^to+jcmp+++=to
favor ^vb++++=favor
the ^ati++++=the
new ^jj+atrb+++=new
heathen ^jj+atrb+++=heathen
fashions ^nns++++=fashions.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
the ^ati++++=the
most ^ql+emph+++=most
fatal ^jj+atrb+++=fatal
thing ^nn++++=thing
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
happened ^vprf+++xvbnx+=happened
to ^to+vcmp+++=to
Judas ^vb+++??+=Judas.
. ^zz++++=EXTRAWORD
Though ^cs+sub+++=Though
of ^in++++=of
the ^ati++++=the
priestly ^jj+atrb+++=priestly
line ^nn++++=line,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
so ^ql++++=so
much ^ap++++=much
of ^in++++=of
a ^at++++=a
warrior ^nn++++=warrior,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
seems ^vbz+seem+++=seems
to ^to+vcmp+++=to
have ^vbi++++=have
thought ^nn+++xvbn+=thought
it ^pp3+it+++=it
would ^md+prd+++=would
be ^vb+be+vrb++=be
profane ^jj+pred+++=profane
to ^to++++=to
offer ^vbi++++=offer
sacrifice ^nn++++=sacrifice
himself ^ppl+pp3+++=himself;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
many ^ap++++=many
of ^in++++=of
the ^ati++++=the
Jews ^nn++++=Jews
were ^vbd+bed+vrb++=were
so ^ql+emph+++=so
glad ^jj++++=glad
of ^in++++=of
another ^ppls++++=another
high ^np++++=high
priest ^nn++++=priest,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
let ^vbd+++xvbnx+=let
Alcimus ^np+++??+=Alcimus
into ^in++++=into
the ^ati++++=the
Temple ^nn++++=Temple,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Jerusalem ^np++++=Jerusalem
was ^vbd+bedz+aux++=was
again ^rb+tm+splt++=again
lost ^vpsv++agls+xvbnx+=lost
to ^in++++=to
Judas ^np+++??+=Judas.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
more ^rbr++++=more
battle ^nn++++=battle
was ^vbd+bedz+aux++=was
won ^vpsv++by+xvbnx+=won
by ^in++++=by
him ^pp3o+pp3+++=him
at ^in++++=at
Beth ^np+++??+=Beth-horon,
- ^zz++++=EXTRAWORD
horon ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
finding ^nvbg+++xvbg+=finding
how ^wrb+who+++=how
hard ^jj++++=hard
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
to ^to++++=to
make ^vbi++++=make
head ^nn++++=head
against ^in++++=against
the ^ati++++=the
Syrians ^np+++??+=Syrians,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
sent ^vbd+++xvbnx+=sent
to ^to++++=to
ask ^vbi++++=ask
the ^ati++++=the
aid ^nn++++=aid
of ^in++++=of
the ^ati++++=the
great ^jj+atrb+++=great
Roman ^jj+atrb+++=Roman
power ^nn++++=power.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
long ^rb++++=long
before ^cs+sub+++=before
the ^ati++++=the
answer ^nn++++=answer
could ^md+pos+++=could
come ^vb++++=come,
, ^zz++++=EXTRAWORD
a ^at++++=a
huge ^jj+atrb+++=huge
Syrian ^np+++??+=Syrian
army ^nn++++=army
had ^vbd+hvd+aux++=had
marched ^vprf+++xvbnx+=marched
in ^in++++=in
on ^in++++=on
the ^ati++++=the
Holy ^jj+atrb+++=Holy
Land ^nn++++=Land,
, ^zz++++=EXTRAWORD
20,000 ^cd++++=20,000
men ^nns++++=men,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Judas ^np+++??+=Judas
had ^vb+hv+vrb++=had
again ^rb+tm+++=again
no ^at++++=no
more ^rbr++++=more
than ^in++++=than
3000 ^cd++++=3000.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
over ^rb+phrv+++=over
to ^in+ppvb+++=to
Alcimus ^np+++??+=Alcimus,
, ^zz++++=EXTRAWORD
some ^dti++++=some
were ^vbd+bed+aux++=were
offended ^vpsv++agls+xvbnx+=offended
at ^in++++=at
his ^pp$+pp3+++=his
seeking ^vbg+++xvbg+=seeking
Roman ^jj+atrb+++=Roman
alliance ^nn+nom+++=alliance,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
at ^in++++=at
Eleasah ^np+++??+=Eleasah
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
in ^in++++=in
sight ^nn++++=sight
of ^in++++=of
the ^ati++++=the
host ^nn++++=host,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
men ^nns++++=men's
's ^$++++=EXTRAWORD
hearts ^nns++++=hearts
failed ^vbd+++xvbn+=failed
more ^rbr++++=more
than ^cs+sub+++=than
they ^pp3a+pp3+++=they
ever ^rb++++=ever
had ^vbd+hvd+aux++=had
done ^vprf+++xvbnx+=done
before ^in+strn+++=before,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
3000 ^cd++++=3000
at ^rb++++=at
first ^rb"++++=first
collected ^vbd+++xvbn+=collected,
, ^zz++++=EXTRAWORD
only ^rb+down+++=only
800 ^cd++++=800
stood ^vbd+++xvbn+=stood
with ^in++++=with
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
would ^md+prd+++=would
fain ^vb+++??+=fain
have ^vb+hv+aux++=have
persuaded ^vprf+++xvbnx+=persuaded
him ^pp3o+pp3+++=him
to ^in++++=to
retreat ^nn++++=retreat.
. ^zz++++=EXTRAWORD
' ^zz++++='God
god ^np++++=EXTRAWORD
forbid ^vb+vsua+++=forbid
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
should ^md+nec+++=should
do ^vb+do+vrb++=do
this ^dt+dem+++=this
thing ^nn++++=thing,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='and
and ^cc++++=EXTRAWORD
flee ^vb++++=flee
away ^in+pl+++=away
from ^in"++++=from
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
our ^pp$+pp1+++=our
time ^nn++++=time
be ^vb+be+aux++=be
come ^vprf+++xvbn+=come,
, ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
us ^pp1o+pp1+++=us
die ^vb++++=die
manfully ^rb++++=manfully
for ^in++++=for
our ^pp$+pp1+++=our
brethren ^nns++++=brethren,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
let ^vb+++xvbn+=let
us ^pp1o+pp1+++=us
not ^xnot++not++=not
stain ^nn++++=stain
our ^pp$+pp1+++=our
honor ^nn++++=honor.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Sore ^jj++++=Sore
was ^vbd+bedz+vrb++=was
the ^ati++++=the
battle ^nn++++=battle,
, ^zz++++=EXTRAWORD
as ^ql++++=as
sore ^jj++++=sore
as ^ql++++=as
that ^cs+sub+++=that
waged ^vpsv++by+xvbn+=waged
by ^in++++=by
the ^ati++++=the
800 ^cd++++=800
at ^in++++=at
Thermopylae ^np+++??+=Thermopylae,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
end ^nn++++=end
was ^vbd+bedz+vrb++=was
the ^ati++++=the
same ^ap++++=same.
. ^zz++++=EXTRAWORD
Judas ^np+++??+=Judas
and ^cc++++=and
his ^pp$+pp3+++=his
800 ^cd++++=800
were ^vbd+bed+aux++=were
not ^xnot++not++=not
driven ^vbd+++xvbn+=driven
from ^in++++=from
the ^ati++++=the
field ^nn++++=field,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
lay ^jjb+++xvbn+=lay
dead ^jj++++=dead
upon ^in++++=upon
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
their ^pp$+pp3+++=their
work ^nn++++=work
was ^vbd+bedz+aux++=was
done ^vpsv++agls+xvbnx+=done.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
is ^vbz+bez+aux++=is
called ^vpsv++agls+xvbnx+=called
the ^ati++++=the
moral ^jj+atrb+++=moral
effect ^nn++++=effect
of ^in++++=of
such ^abl++++=such
a ^at++++=a
defeat ^nn++++=defeat
goes ^vbz++++=goes
further ^jjb++++=further
than ^in++++=than
many ^ap++++=many
a ^at++++=a
victory ^nn++++=victory.
. ^zz++++=EXTRAWORD
Those ^dt+dem+++=Those
lives ^nns++++=lives,
, ^zz++++=EXTRAWORD
sold ^xvbn+++xvbn+=sold
so ^pn++++=so
dearly ^rb+cnj+++=dearly,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
the ^ati++++=the
price ^nn++++=price
of ^in++++=of
freedom ^nn+nom+++=freedom
for ^in++++=for
Judea ^np+++??+=Judea.
. ^zz++++=EXTRAWORD
Judas ^np++++=Judas's
's ^$++++=EXTRAWORD
brothers ^nns+nom+++=brothers
Jonathan ^np+nom+++=Jonathan
and ^cc++++=and
Simon ^np++++=Simon
laid ^vbd+++xvbn+=laid
him ^pp3o+pp3+++=him
in ^in++++=in
his ^pp$+pp3+++=his
father ^nn++++=father's
's ^$++++=EXTRAWORD
tomb ^nn++++=tomb,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
ended ^vbd+++xvbn+=ended
the ^ati++++=the
work ^nn++++=work
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
begun ^vprf+++xvbnx+=begun;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
Simon ^np++++=Simon
died ^vbd+++xvbn+=died,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Jews ^nn++++=Jews,
, ^zz++++=EXTRAWORD
once ^rb+tm+++=once
so ^ql++++=so
trodden ^vprf+++xvbn+=trodden
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
the ^ati++++=the
most ^ql+emph+++=most
prosperous ^jj+atrb+++=prosperous
race ^nn++++=race
in ^in++++=in
the ^ati++++=the
East ^np+pl+++=East.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Temple ^nn++++=Temple
was ^vbd+bedz+aux++=was
raised ^vpsv++agls+xvbnx+=raised
from ^in++++=from
its ^pp$+it+++=its
ruins ^nns++++=ruins,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
exploits ^nns++++=exploits
of ^in++++=of
the ^ati++++=the
Maccabees ^nns+nom++??+=Maccabees
had ^vbd+hvd+aux++=had
nerved ^vprf+++xvbnx+=nerved
the ^ati++++=the
whole ^jj+atrb+++=whole
people ^nns++++=people
to ^to++++=to
do ^vbi++++=do
or ^cc+phrs+++=or
die ^vb++++=die
in ^in++++=in
defense ^nn++++=defense
of ^in++++=of
the ^ati++++=the
holy ^jj+atrb+++=holy
faith ^nn++++=faith
of ^in++++=of
their ^pp$+pp3+++=their
fathers ^nns+nom+++=fathers.
. ^zz++++=EXTRAWORD
