She ^pp3a+pp3+++=She
most ^ql+emph+++=most
valued ^jj+++xvbn+=valued
of ^in++++=of
his ^pp$+pp3+++=his
possessions ^nns++++=possessions.
. ^zz++++=EXTRAWORD
As ^ql++++=As
he ^pp3a+pp3+++=he
rode ^vbd+++xvbnx+=rode
into ^in++++=into
the ^ati++++=the
valley ^nn++++=valley
the ^ati++++=the
rays ^nns++++=rays
of ^in++++=of
the ^ati++++=the
moon ^np++++=moon
fell ^vbd+++xvbn+=fell
fully ^rb+amp+++=fully
upon ^in++++=upon
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
exposed ^jj+++xvbn+=exposed
him ^pp3o+pp3+++=him
to ^in++++=to
the ^ati++++=the
outpost ^nn+++??+=outpost
as ^ql++++=as
pitilessly ^jj++++=pitilessly
as ^cs+sub+++=as
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
held ^vpsv++agls+xvbnx+=held
in ^in++++=in
the ^ati++++=the
circle ^nn++++=circle
of ^in++++=of
a ^at++++=a
search ^nn++++=search-light.
- ^zz++++=EXTRAWORD
light ^jj++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
bronzed ^jj+++xvbn+=bronzed
Mausers ^nns+nom++??+=Mausers
pushed ^vwbn+++xvbn+=pushed
cautiously ^rb++++=cautiously
through ^in++++=through
the ^ati++++=the
screen ^nn++++=screen
of ^in++++=of
vines ^nns++++=vines.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
pause ^nn++++=pause,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
rifle ^nn++++=rifle
of ^in++++=of
the ^ati++++=the
sergeant ^nn+nom+++=sergeant
wavered ^vbd+++xvbn+=wavered.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
spoke ^vbd+++xvbnx+=spoke
his ^pp$+pp3+++=his
tone ^nn++++=tone
was ^vbd+bedz+vrb++=was
one ^pn++++=one
of ^in++++=of
disappointment ^nn+nom+++=disappointment.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
scout ^nn++++=scout,
, ^zz++++=EXTRAWORD
riding ^nvbg+++xvbg+=riding
alone ^rb+cnj+++=alone,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+vrb++=is
an ^at++++=an
officer ^nn++++=officer,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
returned ^vbd+++xvbn+=returned
the ^ati++++=the
sharp ^jj++++=sharp-shooter,
- ^zz++++=EXTRAWORD
shooter ^jjr++++=EXTRAWORD
, ^zz++++=EXTRAWORD
excitedly ^rb++++=excitedly.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
others ^aps++++=others
follow ^vb+vprv+++=follow.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
should ^md+nec+++=should
fire ^vb++++=fire
now ^rn+tm+++=now
and ^cc++++=and
give ^vb++++=give
the ^ati++++=the
signal ^nn++++=signal."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+vrb++=is
no ^at++++=no
officer ^nn++++=officer,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is
a ^at++++=a
scout ^nn++++=scout,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
repeated ^vprf+++xvbn+=repeated
the ^ati++++=the
sergeant ^nn+nom+++=sergeant.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
have ^vb+hv+aux++=have
sent ^vprf+++xvbnx+=sent
him ^pp3o+pp3+++=him
ahead ^rb+pl+++=ahead
to ^in++++=to
study ^nn++++=study
the ^ati++++=the
trail ^nn++++=trail
and ^cc++++=and
to ^to++++=to
seek ^vbi++++=seek
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
may ^md+pos+++=may
be ^vb+be+vrb++=be
a ^at++++=a
league ^nn++++=league
in ^in++++=in
advance ^nn+nom+++=advance.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
we ^pp1a+pp1+++=we
shoot ^vb++++=shoot
Him ^pp3o+pp3+++=HIM,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
only ^rb+down+++=only
warn ^vb+vpub+++=warn
the ^ati++++=the
others ^aps++++=others."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Chesterton ^np+++??+=Chesterton
was ^vbd+bedz+vrb++=was
within ^in++++=within
fifty ^cd++++=fifty
yards ^nns++++=yards.
. ^zz++++=EXTRAWORD
After ^in++++=After
an ^at++++=an
excited ^jj+atrb++xvbn+=excited
and ^cc+phrs+++=and
anxious ^jj+atrb+++=anxious
search ^nn++++=search
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
found ^vprf+++xvbnx+=found
the ^ati++++=the
match ^nn++++=match-box
- ^zz++++=EXTRAWORD
box ^nn++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
wrong ^jj+atrb+++=wrong
pocket ^nn++++=pocket.
. ^zz++++=EXTRAWORD
The ^ati++++=The
eyes ^nns++++=eyes
of ^in++++=of
the ^ati++++=the
sharp ^jj++++=sharp-shooter
- ^zz++++=EXTRAWORD
shooter ^jjr++++=EXTRAWORD
frowned ^jj+++xvbn+=frowned
along ^in++++=along
the ^ati++++=the
barrel ^nn++++=barrel
of ^in++++=of
his ^pp$+pp3+++=his
rifle ^nn++++=rifle.
. ^zz++++=EXTRAWORD
With ^in++++=With
his ^pp$+pp3+++=his
chin ^nn++++=chin
pressed ^vbd+++xvbn+=pressed
against ^in++++=against
the ^ati++++=the
stock ^nn++++=stock
he ^pp3a+pp3+++=he
whispered ^vbd+vpub++xvbnx+=whispered
swiftly ^rb++++=swiftly
from ^in++++=from
the ^ati++++=the
corner ^nn++++=corner
of ^in++++=of
his ^pp$+pp3+++=his
lips ^nns++++=lips,
, ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+vrb++=is
an ^at++++=an
officer ^nn++++=officer!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
aiming ^vbg+++xvbgx+=aiming
where ^wrb+who+++=where
the ^ati++++=the
strap ^nn++++=strap
crosses ^vbz++++=crosses
his ^pp$+pp3+++=his
heart ^nn++++=heart.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
aim ^nn++++=aim
at ^rb++++=at
his ^pp$+pp3+++=his
belt ^nn++++=belt.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
fire ^nn++++=fire
together ^nn+nom+++=together."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
heat ^nn++++=heat
of ^in++++=of
the ^ati++++=the
tropic ^jj+atrb+++=tropic
night ^nn++++=night
and ^cc++++=and
the ^ati++++=the
strenuous ^jj+atrb+++=strenuous
gallop ^nn++++=gallop
had ^vbd+hvd+aux++=had
covered ^vprf+++xvbnx+=covered
El ^np++++=El
Capitan ^np+++??+=Capitan
with ^in++++=with
a ^at++++=a
lather ^nn++++=lather
of ^in++++=of
sweat ^nn++++=sweat.
. ^zz++++=EXTRAWORD
The ^ati++++=The
reins ^nns++++=reins
upon ^in++++=upon
his ^pp$+pp3+++=his
neck ^nn++++=neck
dripped ^vbd+++xvbn+=dripped
with ^in++++=with
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
gauntlets ^nns+nom+++=gauntlets
with ^in++++=with
which ^whp+rel+pied++=which
Chesterton ^np+++??+=Chesterton
held ^vbd+vprv+tht0+xvbn+=held
them ^pp3o+pp3+++=them
were ^vbd+bed+vrb++=were
wet ^jj+pred+++=wet.
. ^zz++++=EXTRAWORD
As ^ql++++=As
he ^pp3a+pp3+++=he
raised ^vbd+++xvbnx+=raised
the ^ati++++=the
matchbox ^nn++++=matchbox
it ^pp3+it+++=it
slipped ^vbd+++xvbn+=slipped
from ^in++++=from
his ^pp$+pp3+++=his
fingers ^nns+nom+++=fingers
and ^cc++++=and
fell ^nn+++xvbn+=fell
noiselessly ^rb++++=noiselessly
in ^in++++=in
the ^ati++++=the
trail ^nn++++=trail.
. ^zz++++=EXTRAWORD
With ^in++++=With
an ^at++++=an
exclamation ^nn+nom+++=exclamation
he ^pp3a+pp3+++=he
dropped ^vbd+++xvbnx+=dropped
to ^in++++=to
the ^ati++++=the
road ^nn++++=road
and ^cc++++=and
to ^in++++=to
his ^pp$+pp3+++=his
knees ^nns++++=knees,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
groping ^vbg+++xvbg+=groping
in ^in++++=in
the ^ati++++=the
dust ^nn++++=dust
began ^vbd+++xvbn+=began
an ^at++++=an
eager ^jj+atrb+++=eager
search ^nn++++=search.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sergeant ^nn+nom+++=sergeant
caught ^vbd+++xvbn+=caught
at ^rb++++=at
the ^ati++++=the
rifle ^nn++++=rifle
of ^in++++=of
the ^ati++++=the
sharpshooter ^jjr++++=sharpshooter,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pressed ^vbd+++xvbn+=pressed
it ^pp3+it+++=it
down ^rp++++=down.
. ^zz++++=EXTRAWORD
" ^zz++++="Look!"
look ^vb++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
whispered ^vbd+vpub++xvbnx+=whispered.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
Is ^vbz+bez+vrb++=IS
a ^at++++=a
scout ^nn++++=scout.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
is ^vbz+bez+aux++=is
searching ^vbg+++xvbgx+=searching
the ^ati++++=the
trail ^nn++++=trail
for ^in++++=for
the ^ati++++=the
tracks ^nns++++=tracks
of ^in++++=of
our ^pp$+pp1+++=our
ponies ^nns++++=ponies.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
you ^pp2+pp2+++=you
fire ^nn++++=fire
they ^pp3a+pp3+++=they
will ^md+prd+++=will
hear ^vb+vprv+tht0++=hear
it ^pp3+it+++=it
a ^at++++=a
league ^nn++++=league
away ^rp+pl+++=away."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc+cls+++=EXTRAWORD
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
finds ^vbz+vprv+tht0++=finds
our ^pp$+pp1+++=our
trail ^nn++++=trail
and ^cc++++=and
returns ^vbz++++=returns--"
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
sergeant ^nn+nom+++=sergeant
shook ^vbd+++xvbn+=shook
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
let ^vbd+++xvbnx+=let
him ^pp3o+pp3+++=him
pass ^vb++++=pass
forward ^rb+cnj+++=forward,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
grimly ^rb++++=grimly.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
will ^md+prd+++=will
never ^rb++++=never
return ^nn++++=return."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Chesterton ^np+++??+=Chesterton
pounced ^vbd+++xvbn+=pounced
upon ^in++++=upon
the ^ati++++=the
half ^abn++++=half-buried
- ^zz++++=EXTRAWORD
buried ^jj+atrb++xvbn+=EXTRAWORD
matchbox ^nn++++=matchbox,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
a ^at++++=a
panic ^nn++++=panic
lest ^cs+sub+++=lest
he ^pp3a+pp3+++=he
might ^md+pos+++=might
again ^rb+tm+splt++=again
lose ^vb++++=lose
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
thrust ^j+++xvbn+=thrust
it ^pp3+it+++=it
inside ^jjb++++=inside
his ^pp$+pp3+++=his
tunic ^nn++++=tunic.
. ^zz++++=EXTRAWORD
" ^zz++++="Little
little ^ap++++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
El ^np++++=El
Capitan ^np+++??+=Capitan,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
exclaimed ^vbd+++xvbnx+=exclaimed
breathlessly ^rb+cnj+++=breathlessly,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
scrambled ^vbd+++xvbnx+=scrambled
back ^jjb++++=back
into ^in++++=into
the ^ati++++=the
saddle ^nn++++=saddle
and ^cc++++=and
lifted ^vbd+++xvbn+=lifted
the ^ati++++=the
pony ^nn++++=pony
into ^in++++=into
a ^at++++=a
gallop ^nn++++=gallop,
, ^zz++++=EXTRAWORD
" ^zz++++="what
what ^wdt+who+++=EXTRAWORD
a ^at++++=a
narrow ^nn++++=narrow
escape ^vb++++=escape
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
almost ^rb+hdg+++=almost
lost ^vbd+++xvbn+=lost
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Toward ^in++++=Toward
midnight ^nn++++=midnight
they ^pp3a+pp3+++=they
came ^vbd+++xvbnx+=came
to ^in++++=to
a ^at++++=a
wooden ^jj+atrb+++=wooden
bridge ^npl++++=bridge
swinging ^vwbg+++xvbg+=swinging
above ^jjb++++=above
a ^at++++=a
ravine ^nn++++=ravine
in ^in++++=in
which ^whp+rel+pied++=which
a ^at++++=a
mountain ^nn++++=mountain
stream ^nn++++=stream,
, ^zz++++=EXTRAWORD
forty ^cd++++=forty
feet ^nns++++=feet
below ^in+strn+++=below,
, ^zz++++=EXTRAWORD
splashed ^j+++xvbn+=splashed
over ^in++++=over
half ^abn++++=half-hidden
- ^zz++++=EXTRAWORD
hidden ^xvbn+++xvbn+=EXTRAWORD
rocks ^nns++++=rocks,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
stepping ^jj+atrb++xvbg+=stepping
stones ^nns++++=stones
of ^in++++=of
the ^ati++++=the
ford ^np++++=ford.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
before ^cs+sub+++=before
the ^ati++++=the
campaign ^nn++++=campaign
began ^vbd+++xvbn+=began
the ^ati++++=the
bridge ^npl++++=bridge
had ^vbd+hvd+aux++=had
outlived ^vprf+++xvbn+=outlived
its ^pp$+it+++=its
usefulness ^nns+nom+++=usefulness,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
unwonted ^jj+atrb++xvbn+=unwonted
burden ^nn++++=burden
of ^in++++=of
artillery ^nn+nom+++=artillery,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
vibrations ^nns+nom+++=vibrations
of ^in++++=of
marching ^xvbg+++xvbg+=marching
men ^nns++++=men
had ^vb+hv+vrb++=had
so ^ql+emph+++=so
shaken ^jj+++xvbn+=shaken
it ^pp3+it+++=it
that ^cs+sub+++=that
it ^pp3+it+++=it
swayed ^vbd+++xvbn+=swayed
like ^in++++=like
a ^at++++=a
house ^nn++++=house
of ^in++++=of
cards ^nns++++=cards.
. ^zz++++=EXTRAWORD
Threatened ^xvbn+++xvbn+=Threatened
by ^in++++=by
its ^pp$+it+++=its
own ^ap++++=own
weight ^nn++++=weight,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
mercy ^nn++++=mercy
of ^in++++=of
the ^ati++++=the
first ^rb++++=first
tropic ^jj+atrb+++=tropic
storm ^nn++++=storm,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
hung ^vbd+++xvbn+=hung
a ^at++++=a
death ^nn++++=death
trap ^nn++++=trap
for ^in++++=for
the ^ati++++=the
one ^cd1++++=one
who ^whp+rel+obj++=who
first ^od++++=first
added ^vbd+vpub++xvbn+=added
to ^in++++=to
its ^pp$+it+++=its
burden ^nn++++=burden.
. ^zz++++=EXTRAWORD
No ^at++++=No
sooner ^rbr++++=sooner
had ^vb+hv+vrb++=had
El ^np++++=El
Capitan ^np+++??+=Capitan
struck ^vbd+++xvbn+=struck
it ^pp3+it+++=it
squarely ^rb++++=squarely
with ^in++++=with
his ^pp$+pp3+++=his
four ^cd++++=four
hoofs ^nns++++=hoofs,
, ^zz++++=EXTRAWORD
than ^in++++=than
he ^pp3a+pp3+++=he
reared ^vbd+++xvbnx+=reared
and ^cc++++=and,
, ^zz++++=EXTRAWORD
whirling ^vbg+nom++xvbg+=whirling,
, ^zz++++=EXTRAWORD
sprang ^j+++xvbn+=sprang
back ^jjb++++=back
to ^in++++=to
the ^ati++++=the
solid ^jj+atrb+++=solid
earth ^nn++++=earth.
. ^zz++++=EXTRAWORD
The ^ati++++=The
suddenness ^nns+nom+++=suddenness
of ^in++++=of
his ^pp$+pp3+++=his
retreat ^nn++++=retreat
had ^vb+hv+vrb++=had
all ^abn++++=all
but ^cc++++=but
thrown ^xvbn+++xvbn+=thrown
Chesterton ^np+++??+=Chesterton,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
regained ^vbd+++xvbnx+=regained
his ^pp$+pp3+++=his
seat ^nn++++=seat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
digging ^vbg+++xvbg+=digging
the ^ati++++=the
pony ^nn++++=pony
roughly ^rb+down+++=roughly
with ^in++++=with
his ^pp$+pp3+++=his
spurs ^nps++++=spurs,
, ^zz++++=EXTRAWORD
pulled ^j+++xvbn+=pulled
his ^pp$+pp3+++=his
head ^jjb++++=head
again ^rb+tm+++=again
toward ^in++++=toward
the ^ati++++=the
bridge ^nn++++=bridge.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
shying ^jj+++xvbg+=shying
at ^rb+cnj+++=at,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
panted ^vbd+++xvbnx+=panted.
. ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
perfectly ^rb+amp+++=perfectly
good ^jj+atrb+++=good
bridge ^nn++++=bridge."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
minute ^nn++++=minute
horse ^nn++++=horse
and ^cc++++=and
man ^nn++++=man
struggled ^vbd+++xvbn+=struggled
for ^in++++=for
the ^ati++++=the
mastery ^nn+nom+++=mastery,
, ^zz++++=EXTRAWORD
the ^ati++++=the
horse ^nn++++=horse
spinning ^vwbg+++xvbg+=spinning
in ^in++++=in
short ^jj+atrb+++=short
circles ^nns++++=circles,
, ^zz++++=EXTRAWORD
the ^ati++++=the
man ^nn++++=man
pulling ^vwbg+++xvbg+=pulling,
, ^zz++++=EXTRAWORD
tugging ^jj+++xvbg+=tugging,
, ^zz++++=EXTRAWORD
urging ^nvbg+++xvbg+=urging
him ^pp3o+pp3+++=him
with ^in++++=with
knees ^nns++++=knees
and ^cc++++=and
spurs ^nps++++=spurs.
. ^zz++++=EXTRAWORD
The ^ati++++=The
first ^od++++=first
round ^rp++++=round
ended ^vprf+++xvbn+=ended
in ^in++++=in
a ^at++++=a
draw ^nn++++=draw.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
two ^cd++++=two
more ^ql++++=more
rounds ^nns++++=rounds
with ^in++++=with
the ^ati++++=the
advantage ^nn+nom+++=advantage
slightly ^rb+down+++=slightly
in ^in++++=in
favor ^in"++++=favor
of ^in"++++=of
El ^np++++=El
Capitan ^np+++??+=Capitan,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=did
not ^xnot++not++=not
approach ^vb++++=approach
the ^ati++++=the
bridge ^nn++++=bridge.
. ^zz++++=EXTRAWORD
The ^ati++++=The
night ^nn++++=night
was ^vbd+bedz+vrb++=was
warm ^jj+pred+++=warm
and ^cc++++=and
the ^ati++++=the
exertion ^nn+nom+++=exertion
violent ^jj++++=violent.
. ^zz++++=EXTRAWORD
Chesterton ^np+++??+=Chesterton,
, ^zz++++=EXTRAWORD
puzzled ^j+++xvbn+=puzzled
and ^cc+phrs+++=and
annoyed ^jj++++=annoyed,
, ^zz++++=EXTRAWORD
paused ^j+++xvbn+=paused
to ^to++++=to
regain ^vbi++++=regain
his ^pp$+pp3+++=his
breath ^nn++++=breath
and ^cc++++=and
his ^pp$+pp3+++=his
temper ^nn++++=temper.
. ^zz++++=EXTRAWORD
Below ^rb++++=Below
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
ravine ^nn++++=ravine,
, ^zz++++=EXTRAWORD
the ^ati++++=the
shallow ^jj+atrb+++=shallow
waters ^nns++++=waters
of ^in++++=of
the ^ati++++=the
ford ^np++++=ford
called ^vbd+++xvbn+=called
to ^in++++=to
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
suggesting ^vbg+vpub++xvbg+=suggesting
a ^at++++=a
pleasant ^jj+atrb+++=pleasant
compromise ^nn++++=compromise.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
turned ^vbd+++xvbnx+=turned
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
downward ^jjb++++=downward
and ^cc++++=and
saw ^vbd+vprv++xvbn+=saw
hanging ^vbg+++xvbg+=hanging
over ^in++++=over
the ^ati++++=the
water ^nn++++=water
what ^wdt+who+++=what
appeared ^vbd+seem++xvbn+=appeared
to ^to+vcmp+++=to
be ^vbi++vrb++=be
a ^at++++=a
white ^jj+atrb+++=white
bird ^nn++++=bird
upon ^in++++=upon
the ^ati++++=the
lower ^jjr+atrb+++=lower
limb ^nn++++=limb
of ^in++++=of
a ^at++++=a
dead ^jj+atrb+++=dead
tree ^nn++++=tree.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
knew ^vbd+vprv+tht0+xvbnx+=knew
it ^pp3+it+++=it
to ^to++++=to
be ^vbi++vrb++=be
an ^at++++=an
orchid ^nn++++=orchid,
, ^zz++++=EXTRAWORD
an ^at++++=an
especially ^rb++++=especially
rare ^jj+atrb+++=rare
orchid ^nn++++=orchid,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
knew ^vbd+vprv++xvbnx+=knew,
, ^zz++++=EXTRAWORD
also ^rb+cnj+++=also,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
orchid ^nn++++=orchid
was ^vbd+bedz+vrb++=was
the ^ati++++=the
favorite ^jj+atrb+++=favorite
flower ^nn++++=flower
of ^in++++=of
Miss ^npt++++=Miss
Armitage ^np+nom+++=Armitage.
. ^zz++++=EXTRAWORD
In ^in++++=In
a ^at++++=a
moment ^nn++++=moment
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
on ^in++++=on
his ^pp$+pp3+++=his
feet ^nns++++=feet,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
the ^ati++++=the
reins ^nns++++=reins
over ^in++++=over
his ^pp$+pp3+++=his
arm ^nn++++=arm,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
slipping ^vbg+++xvbgx+=slipping
down ^in++++=down
the ^ati++++=the
bank ^nn++++=bank,
, ^zz++++=EXTRAWORD
dragging ^vbg+++xvbg+=dragging
El ^np++++=El
Capitan ^np+++??+=Capitan
behind ^rp+pl+++=behind
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
ripped ^vbd+++xvbnx+=ripped
from ^in++++=from
the ^ati++++=the
dead ^jj+atrb+++=dead
tree ^nn++++=tree
the ^ati++++=the
bark ^nn++++=bark
to ^to++++=to
which ^whp+who+++=which
the ^ati++++=the
orchid ^nn++++=orchid
was ^vbd+bedz+aux++=was
clinging ^vbg+++xvbgx+=clinging,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
wet ^jj+atrb+++=wet
moss ^np++++=moss
and ^cc++++=and
grass ^nn++++=grass
packed ^vbd+++xvbn+=packed
it ^pp3+it+++=it
in ^in++++=in
his ^pp$+pp3+++=his
leather ^nn++++=leather
camera ^nn++++=camera
case ^nn++++=case.
. ^zz++++=EXTRAWORD
The ^ati++++=The
camera ^nn++++=camera
he ^pp3a+pp3+++=he
abandoned ^vbd+++xvbnx+=abandoned
on ^in++++=on
the ^ati++++=the
path ^nn++++=path.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
always ^rb++++=always
could ^md+pos+++=could
buy ^vb++++=buy
another ^dt++++=another
camera ^nn++++=camera;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
could ^md+pos+++=could
not ^xnot++not++=not
again ^rb+tm+++=again
carry ^vb++++=carry
a ^at++++=a
white ^jj+atrb+++=white
orchid ^nn++++=orchid,
, ^zz++++=EXTRAWORD
plucked ^j+++xvbn+=plucked
in ^in++++=in
the ^ati++++=the
heart ^nn++++=heart
of ^in++++=of
the ^ati++++=the
tropics ^nns++++=tropics
on ^in++++=on
the ^ati++++=the
night ^nn++++=night
peace ^nn++++=peace
was ^vbd+bedz+aux++=was
declared ^vpsv++agls+xvbnx+=declared,
, ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
girl ^nn++++=girl
he ^pp3a+pp3+++=he
left ^vbd+++xvbnx+=left
behind ^rb+phrv+++=behind
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Followed ^vpbn+vprv++xvbn+=Followed
by ^in++++=by
El ^np++++=El
Capitan ^np+++??+=Capitan,
, ^zz++++=EXTRAWORD
nosing ^vbg+++xvbg+=nosing
and ^cc+phrs+++=and
snuffing ^vbg+++xvbg+=snuffing
gratefully ^rb++++=gratefully
at ^in++++=at
the ^ati++++=the
cool ^jj+atrb+++=cool
waters ^nns++++=waters,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
waded ^vbd+++xvbnx+=waded
the ^ati++++=the
ford ^np++++=ford,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
his ^pp$+pp3+++=his
camera ^nn++++=camera
case ^nn++++=case
swinging ^vwbg+++xvbg+=swinging
from ^in++++=from
his ^pp$+pp3+++=his
shoulder ^nn+nom+++=shoulder,
, ^zz++++=EXTRAWORD
galloped ^j+++xvbn+=galloped
up ^rp++++=up
the ^ati++++=the
opposite ^rb++++=opposite
bank ^npl++++=bank
and ^cc++++=and
back ^jjb++++=back
into ^in++++=into
the ^ati++++=the
