1700 ^cd+date+++=1700
at ^rb++splt++=at
once ^rb"+tm+++=once
directed ^vbd+++xvbn+=directed
to ^in++++=to
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
so ^rb++++=so
as ^in++++=as
to ^in++++=to
drench ^nn+++??+=drench
the ^ati++++=the
powder ^nn++++=powder,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
thus ^rb+cnj+++=thus
save ^in++++=save
the ^ati++++=the
men ^nns++++=men.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
same ^ap++++=same
Martinel ^np+++??+=Martinel
had ^vb+hv+vrb++=had
shortly ^rb+tm+++=shortly
before ^cs+sub+++=before
thrown ^vbd+++xvbn+=thrown
himself ^ppl+pp3+++=himself
into ^in++++=into
the ^ati++++=the
River ^nn++++=River
Ill ^jj++++=Ill,
, ^zz++++=EXTRAWORD
without ^in++++=without
waiting ^vb+++xvbg+=waiting
to ^to+vcmp+++=to
undress ^nns+nom+++=undress,
, ^zz++++=EXTRAWORD
to ^in++++=to
rescue ^nn++++=rescue
a ^at++++=a
soldier ^nn++++=soldier
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
fallen ^vprf+++xvbn+=fallen
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
so ^pn++++=so
near ^rb++++=near
a ^at++++=a
water ^nn++++=water
mill ^nn++++=mill,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
hardly ^rb+down+++=hardly
a ^at++++=a
chance ^nn++++=chance
of ^in++++=of
life ^nn++++=life
for ^in++++=for
either ^dtx++++=either.
. ^zz++++=EXTRAWORD
Swimming ^nvbg+++xvbg+=Swimming
straight ^jj++++=straight
towards ^in++++=towards
the ^ati++++=the
mill ^nn++++=mill
dam ^nn++++=dam,
, ^zz++++=EXTRAWORD
Martinel ^np+++??+=Martinel
grasped ^vwbn+vprv++xvbn+=grasped
the ^ati++++=the
post ^nn++++=post
of ^in++++=of
the ^ati++++=the
sluice ^nn+++??+=sluice
with ^in++++=with
one ^cd1++++=one
arm ^nn++++=arm,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
the ^ati++++=the
other ^ap++++=other
tried ^vb+++xvbn+=tried
to ^to+vcmp+++=to
arrest ^vbi++++=arrest
the ^ati++++=the
course ^nn++++=course
of ^in++++=of
the ^ati++++=the
drowning ^jj+atrb++xvbg+=drowning
man ^nn++++=man,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+aux++=was
borne ^vpsv++by+xvbnx+=borne
by ^in++++=by
a ^at++++=a
rapid ^jj+atrb+++=rapid
current ^nn++++=current
towards ^in++++=towards
the ^ati++++=the
mill ^nn++++=mill
wheel ^vb++++=wheel;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+vrb++=was
already ^rb++++=already
so ^rb++++=so
far ^rb+pl+++=far
beneath ^in+pl+++=beneath
the ^ati++++=the
surface ^nn++++=surface,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
Martinel ^np+++??+=Martinel
could ^md+pos+++=could
not ^xnot++not++=not
reach ^nn++++=reach
him ^pp3o+pp3+++=him
without ^in++++=without
letting ^xvbg+++xvbg+=letting
go ^vb++++=go
of ^in++++=of
the ^ati++++=the
post ^nn++++=post.
. ^zz++++=EXTRAWORD
Grasping ^vbg+++xvbg+=Grasping
the ^ati++++=the
inanimate ^jj+atrb+++=inanimate
body ^nn++++=body,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
actually ^rb+amp+++=actually
allowed ^vbd+++xvbn+=allowed
himself ^ppl+pp3+++=himself
to ^to++++=to
be ^vbi+vbi+aux++=be
carried ^vpsv++agls+xvbnx+=carried
under ^in++++=under
the ^ati++++=the
mill ^nn++++=mill
wheel ^vb++++=wheel,
, ^zz++++=EXTRAWORD
without ^in++++=without
loosing ^xvbg+++xvbg+=loosing
his ^pp$+pp3+++=his
hold ^nn++++=hold,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
came ^vbd+++xvbn+=came
up ^rp++++=up
immediately ^rb+tm+++=immediately
after ^in++++=after
on ^in++++=on
the ^ati++++=the
other ^ap++++=other
side ^nn++++=side,
, ^zz++++=EXTRAWORD
still ^rb+atrb+++=still
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
bring ^vb++++=bring
the ^ati++++=the
man ^nn++++=man
to ^in++++=to
land ^nn++++=land,
, ^zz++++=EXTRAWORD
in ^in++++=in
time ^nn++++=time
for ^in++++=for
his ^pp$+pp3+++=his
suspended ^vbd+++xvbn+=suspended
animation ^nn+nom+++=animation
to ^to++++=to
be ^vbi+vbi+aux++=be
restored ^vpsv++agls+xvbnx+=restored.
. ^zz++++=EXTRAWORD
Seventeen ^cd++++=Seventeen
years ^nns++++=years
afterwards ^rb+cnj+++=afterwards,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
regiment ^nn+nom+++=regiment
was ^vbd+bedz+vrb++=was
at ^in++++=at
Paris ^np++++=Paris,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
night ^nn++++=night
of ^in++++=of
the ^ati++++=the
14 ^cd++++=14
th ^zz++++=th
of ^in++++=of
June ^nr++++=June,
, ^zz++++=EXTRAWORD
1837 ^cd+date+++=1837,
, ^zz++++=EXTRAWORD
during ^in++++=during
the ^ati++++=the
illuminations ^nns+nom+++=illuminations
at ^in++++=at
the ^ati++++=the
wedding ^nn++++=wedding
festival ^nn+nom+++=festival
of ^in++++=of
the ^ati++++=the
Duke ^nn++++=Duke
and ^cc++++=and
Duchess ^nns+nom+++=Duchess
of ^in++++=of
Orleans ^nns+nom++??+=Orleans,
, ^zz++++=EXTRAWORD
one ^pn++++=one
of ^in++++=of
those ^dt+dem+++=those
frightful ^jj+atrb+++=frightful
crushes ^nns+++??+=crushes
that ^tht+rel+subj++=that
sometimes ^rb++++=sometimes
occur ^vb++++=occur
in ^in++++=in
an ^at++++=an
ill ^jj++++=ill-regulated
- ^zz++++=EXTRAWORD
regulated ^vbd+++xvbn+=EXTRAWORD
crowd ^nn++++=crowd,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
some ^dti++++=some
obstruction ^nn+nom+++=obstruction
in ^in++++=in
the ^ati++++=the
way ^nn++++=way,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
nothing ^pn++++=nothing
but ^cc++++=but
a ^at++++=a
horrible ^jj++++=horrible
blind ^jj++++=blind
struggling ^jj+++xvbg+=struggling
and ^cc+phrs+++=and
trampling ^jj+++xvbg+=trampling,
, ^zz++++=EXTRAWORD
violent ^jj++++=violent
and ^cc+phrs+++=and
fatal ^jj++++=fatal
because ^cs+cos+++=because
of ^in"++++=of
its ^pp$+it+++=its
very ^ap+amp+++=very
helplessness ^nns+nom+++=helplessness
and ^cc++++=and
bewilderment ^nn+nom+++=bewilderment.
. ^zz++++=EXTRAWORD
The ^ati++++=The
crowd ^nn++++=crowd
were ^vbd+bed+aux++=were
trying ^vbg+++xvbgx+=trying
to ^to+vcmp+++=to
leave ^vbi++++=leave
the ^ati++++=the
Champ ^nn++++=Champ
de ^&fw++++=de
Mars ^np+++??+=Mars,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
great ^jj+atrb+++=great
numbers ^nns+nom+++=numbers
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
witnessing ^vbg+++xvbgx+=witnessing
some ^dti++++=some
magnificent ^jj+atrb+++=magnificent
fireworks ^nns++++=fireworks,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vbd+hvd+aux++=had
blocked ^vprf+++xvbnx+=blocked
up ^rp++++=up
the ^ati++++=the
passage ^nn+nom+++=passage
leading ^vwbg+++xvbg+=leading
out ^rp+pl+++=out
by ^in++++=by
the ^ati++++=the
Military ^jj+atrb+++=Military
College ^nn++++=College.
. ^zz++++=EXTRAWORD
A ^at++++=A
woman ^nn++++=woman
fell ^vbd+++xvbn+=fell
down ^rp++++=down
in ^in++++=in
a ^at++++=a
fainting ^jj+atrb++xvbg+=fainting
fit ^nn++++=fit,
, ^zz++++=EXTRAWORD
others ^aps++++=others
stumbled ^jj+++xvbn+=stumbled
over ^in++++=over
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
thus ^rb+cnj+++=thus
formed ^vbd+++xvbn+=formed
an ^at++++=an
obstruction ^nn+nom+++=obstruction,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=being
unknown ^jj++++=unknown
to ^in++++=to
those ^dt+dem+++=those
in ^in++++=in
the ^ati++++=the
rear ^jjb++++=rear,
, ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=did
not ^xnot++not++=not
prevent ^vb++++=prevent
them ^pp3o+pp3+++=them
from ^in++++=from
forcing ^xvbg+++xvbg+=forcing
forward ^rb++++=forward
the ^ati++++=the
persons ^nns++++=persons
in ^in++++=in
front ^jjb++++=front,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
they ^pp3a+pp3+++=they
too ^ql++++=too
were ^vbd+bed+aux++=were
pushed ^vpsv++agls+xvbnx+=pushed
and ^cc+phrs+++=and
trodden ^vprf+++xvbn+=trodden
down ^rp++++=down
into ^in++++=into
one ^cd1++++=one
frightful ^jj++++=frightful,
, ^zz++++=EXTRAWORD
struggling ^vbg+nom++xvbg+=struggling,
, ^zz++++=EXTRAWORD
suffocating ^jj+atrb++xvbg+=suffocating
mass ^nn++++=mass
of ^in++++=of
living ^xvbg+++xvbg+=living
and ^cc++++=and
dying ^xvbg+++xvbg+=dying
men ^nns++++=men,
, ^zz++++=EXTRAWORD
women ^nns++++=women,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
children ^nns++++=children,
, ^zz++++=EXTRAWORD
increasing ^jj+++xvbg+=increasing
every ^at++++=every
moment ^nn++++=moment.
. ^zz++++=EXTRAWORD
M ^zz++++=M.
. ^zz++++=EXTRAWORD
Martinel ^np+++??+=Martinel
was ^vbd+bedz+aux++=was
passing ^vbg+++xvbgx+=passing,
, ^zz++++=EXTRAWORD
on ^in++++=on
his ^pp$+pp3+++=his
way ^nn++++=way
to ^in++++=to
his ^pp$+pp3+++=his
quarters ^nns+nom+++=quarters,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when,
, ^zz++++=EXTRAWORD
hearing ^vbg+vprv++xvbg+=hearing
the ^ati++++=the
tumult ^nn++++=tumult,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
ran ^vbd+++xvbnx+=ran
to ^in+ppvb+++=to
the ^ati++++=the
gate ^nn++++=gate
from ^in++++=from
the ^ati++++=the
other ^ap++++=other
side ^nn++++=side,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
meeting ^nvbg+++xvbg+=meeting
the ^ati++++=the
crowd ^nn++++=crowd
tried ^vwbn+++xvbn+=tried
by ^in++++=by
shouts ^nns++++=shouts
and ^cc++++=and
entreaties ^nns+++??+=entreaties
to ^to++++=to
persuade ^vbi++++=persuade
them ^pp3o+pp3+++=them
to ^to++++=to
give ^vbi++++=give
back ^rb+cnj+++=back,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
hindmost ^nn++++=hindmost
could ^md+pos+++=could
not ^xnot++not++=not
hear ^vb+vprv+++=hear
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
more ^rbr++++=more
frightened ^jj+++xvbn+=frightened
they ^pp3a+pp3+++=they
grew ^vbd+++xvbnx+=grew,
, ^zz++++=EXTRAWORD
the ^ati++++=the
more ^ql++++=more
they ^pp3a+pp3+++=they
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
hurry ^vbi++++=hurry
home ^nr++++=home,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^ql++++=so
made ^vbd+++xvbn+=made
the ^ati++++=the
heap ^nn++++=heap
worse ^jjr++++=worse
and ^cc+phrs+++=and
worse ^jjr++++=worse,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
the ^ati++++=the
midst ^nn++++=midst
an ^at++++=an
illuminated ^jj+++xvbn+=illuminated
yew ^np++++=yew-tree,
- ^zz++++=EXTRAWORD
tree ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
pot ^nn++++=pot,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
upset ^vpsv++agls+xvbnx+=upset,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
further ^jjb++++=further
barred ^jj+++xvbn+=barred
the ^ati++++=the
way ^nn++++=way.
. ^zz++++=EXTRAWORD
Martinel ^np+++??+=Martinel,
, ^zz++++=EXTRAWORD
with ^in++++=with
imminent ^jj+atrb+++=imminent
danger ^nn++++=danger
to ^in++++=to
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
dragged ^j+++xvbn+=dragged
out ^rp+pl+++=out
one ^cd1++++=one
or ^cc++++=or
two ^cd++++=two
persons ^nns++++=persons;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
finding ^vbg+++xvbg+=finding
his ^pp$+pp3+++=his
single ^jj+atrb+++=single
efforts ^nns++++=efforts
almost ^rb+hdg+++=almost
useless ^jj++++=useless
among ^in++++=among
such ^abl++++=such
numbers ^nns+nom+++=numbers,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
ran ^vbd+++xvbnx+=ran
to ^in+ppvb+++=to
the ^ati++++=the
barracks ^nns++++=barracks,
, ^zz++++=EXTRAWORD
sounded ^j+++xvbn+=sounded
to ^in++++=to
horse ^nn++++=horse,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
without ^in++++=without
waiting ^xvbg+++xvbg+=waiting
till ^cs+sub+++=till
his ^pp$+pp3+++=his
men ^nns++++=men
could ^md+pos+++=could
be ^vb+be+aux++=be
got ^vpsv++agls+xvbnx+=got
together ^rb+cnj+++=together,
, ^zz++++=EXTRAWORD
hurried ^j+++xvbn+=hurried
off ^in+pl+++=off
again ^rb+tm+++=again
on ^in++++=on
foot ^nn++++=foot,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^ap++++=a
few ^ap"++++=few
of ^in++++=of
his ^pp$+pp3+++=his
comrades ^nns++++=comrades,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dashed ^vbd+++xvbn+=dashed
back ^jjb++++=back
into ^in++++=into
the ^ati++++=the
crowd ^nn++++=crowd,
, ^zz++++=EXTRAWORD
struggling ^vbg+nom++xvbg+=struggling
as ^ql++++=as
vehemently ^rb++++=vehemently
to ^to++++=to
penetrate ^nn+nom+++=penetrate
to ^in++++=to
the ^ati++++=the
scene ^nn++++=scene
of ^in++++=of
danger ^nn++++=danger,
, ^zz++++=EXTRAWORD
as ^ql++++=as
many ^ap++++=many
would ^md+prd+++=would
have ^vb+hv+aux++=have
done ^vprf+++xvbnx+=done
to ^to++++=to
get ^vbi++++=get
away ^rb+phrv+++=away
from ^in"++++=from
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Private ^jj+atrb+++=Private
Spenlee ^np+++??+=Spenlee
alone ^rb++++=alone
kept ^vbd+++xvbn+=kept
up ^rb+phrv+++=up
with ^in+ppvb+++=with
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
coming ^vbg+++xvbg+=coming
to ^in++++=to
the ^ati++++=the
dreadful ^jj+atrb+++=dreadful
heap ^nn++++=heap,
, ^zz++++=EXTRAWORD
these ^dt+dem+++=these
two ^cd++++=two
labored ^jj+++xvbn+=labored
to ^in++++=to
free ^jj++++=free
the ^ati++++=the
passage ^nn+nom+++=passage,
, ^zz++++=EXTRAWORD
lift ^nn++++=lift
up ^rp++++=up
the ^ati++++=the
living ^nvbg+++xvbg+=living,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
remove ^vb++++=remove
the ^ati++++=the
dead ^nn++++=dead.
. ^zz++++=EXTRAWORD
First ^rb++++=First
he ^pp3a+pp3+++=he
dragged ^vbd+++xvbnx+=dragged
out ^rb+phrv+++=out
an ^at++++=an
old ^jj+atrb+++=old
man ^nn++++=man
in ^in++++=in
a ^at++++=a
fainting ^jj+atrb++xvbg+=fainting
fit ^nn++++=fit,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
a ^at++++=a
young ^jj+atrb+++=young
soldier ^nn++++=soldier,
, ^zz++++=EXTRAWORD
next ^ap++++=next
a ^at++++=a
boy ^nn++++=boy,
, ^zz++++=EXTRAWORD
a ^at++++=a
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
a ^rb++++=a
little ^rb"++++=little
girl ^nn++++=girl--he
-- ^--+clp+++=EXTRAWORD
he ^pp3a+pp3+++=EXTRAWORD
carried ^vbd+++xvbnx+=carried
them ^pp3o+pp3+++=them
to ^in++++=to
freer ^nn++++=freer
air ^nn++++=air,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
came ^vbd+++xvbn+=came
back ^jjb++++=back
the ^ati++++=the
next ^ap++++=next
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
often ^rb++++=often
so ^rb++++=so
nearly ^rb+down+++=nearly
pulled ^vbd+++xvbn+=pulled
down ^rb+phrv+++=down
by ^in++++=by
the ^ati++++=the
frantic ^jj+atrb+++=frantic
struggles ^nns++++=struggles
of ^in++++=of
the ^ati++++=the
terrified ^nn++++=terrified
stifled ^vbd+++xvbn+=stifled
creatures ^nns++++=creatures,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
each ^dt++++=each
moment ^nn++++=moment
in ^in++++=in
the ^ati++++=the
utmost ^jjb+atrb+++=utmost
peril ^nn++++=peril
of ^in++++=of
being ^nn+nn+aux++=being
trampled ^vbd+++xvbn+=trampled
to ^in++++=to
death ^nn++++=death.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
carried ^vbd+++xvbnx+=carried
out ^rp+pl+++=out
nine ^cd++++=nine
persons ^nns++++=persons
one ^pn++++=one
by ^in++++=by
one ^pn++++=one;
; ^zz++++=EXTRAWORD
Spenlee ^np+++??+=Spenlee
brought ^vbd+++xvbn+=brought
out ^rb+phrv+++=out
a ^at++++=a
man ^nn++++=man
and ^cc++++=and
a ^at++++=a
child ^nn++++=child;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
brother ^nn++++=brother
officers ^nns+nom+++=officers,
, ^zz++++=EXTRAWORD
coming ^vbg+++xvbg+=coming
up ^rp++++=up,
, ^zz++++=EXTRAWORD
took ^j+++xvbn+=took
their ^pp$+pp3+++=their
share ^nn++++=share.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
lieutenant ^nn+nom+++=lieutenant,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
girl ^nn++++=girl
in ^in++++=in
a ^at++++=a
swoon ^nn++++=swoon
in ^in++++=in
his ^pp$+pp3+++=his
arms ^nns++++=arms,
, ^zz++++=EXTRAWORD
caused ^j+++xvbn+=caused
a ^at++++=a
boy ^nn++++=boy
to ^to++++=to
be ^vbi+vbi+aux++=be
put ^vpsv++agls+xvbnx+=put
on ^rb+phrv+++=on
his ^pp$+pp3+++=his
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
under ^in++++=under
this ^dt+dem+++=this
double ^jj++++=double
burthen ^jj+++xvbn+=burthen
was ^vbd+bedz+aux++=was
pushing ^vbg+++xvbgx+=pushing
against ^in++++=against
the ^ati++++=the
crowd ^nn++++=crowd
for ^in++++=for
half ^nn++++=half
and ^cc++++=and
hour ^nn++++=hour,
, ^zz++++=EXTRAWORD
till ^cs+sub+++=till
at ^rb++++=at
length ^rb"++++=length
he ^pp3a+pp3+++=he
fell ^vbd+++xvbnx+=fell,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+vrb++=was
all ^abn++++=all
but ^cc++++=but
killed ^vbd+++xvbn+=killed.
. ^zz++++=EXTRAWORD
A ^at++++=A
troop ^nn++++=troop
of ^in++++=of
cuirassiers ^nns+nom+++=cuirassiers
had ^vb+hv+vrb++=had
by ^in++++=by
this ^dt+dem+++=this
time ^nn++++=time
mounted ^vbd+++xvbn+=mounted,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
through ^in++++=through
the ^ati++++=the
Champ ^nn++++=Champ
de ^&fw++++=de
Mars ^np+++??+=Mars
came ^vbd+++xvbn+=came
slowly ^rb++++=slowly
along ^in+strn+++=along,
, ^zz++++=EXTRAWORD
step ^vb++++=step
by ^in++++=by
step ^nn++++=step,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
horses ^nns++++=horses
moving ^vwbg+++xvbg+=moving
as ^ql++++=as
gently ^rb++++=gently
and ^cc+phrs+++=and
cautiously ^rb++++=cautiously
as ^cs+sub+++=as
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
knew ^vbd+vprv+tht0+xvbnx+=knew
their ^pp$+pp3+++=their
work ^nn++++=work.
. ^zz++++=EXTRAWORD
Everywhere ^rb+cnj+++=Everywhere,
, ^zz++++=EXTRAWORD
as ^ql++++=as
they ^pp3a+pp3+++=they
advanced ^vbd+++xvbnx+=advanced,
, ^zz++++=EXTRAWORD
little ^ap++++=little
children ^nns++++=children
were ^vbd+bed+aux++=were
held ^vpsv++agls+xvbnx+=held
up ^in+cmpx+++=up
to ^in"++++=to
them ^pp3o+pp3+++=them
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
throng ^nn++++=throng
to ^to++++=to
be ^vbi+vbi+aux++=be
saved ^vpsv++agls+xvbnx+=saved,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
many ^ap++++=many
of ^in++++=of
their ^pp$+pp3+++=their
chargers ^nns+nom+++=chargers
were ^vbd+bed+aux++=were
loaded ^vpsv++agls+xvbnx+=loaded
with ^in++++=with
the ^ati++++=the
little ^jj+atrb+++=little
creatures ^nns++++=creatures,
, ^zz++++=EXTRAWORD
perched ^j+++xvbn+=perched
before ^in++++=before
and ^cc++++=and
behind ^in+pl+++=behind
the ^ati++++=the
kind ^nn++++=kind
soldiers ^nns+nom+++=soldiers.
. ^zz++++=EXTRAWORD
With ^in++++=With
wonderful ^jj+atrb+++=wonderful
patience ^nn+nom+++=patience
and ^cc++++=and
forbearance ^nn+nom+++=forbearance,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
managed ^vbd+++xvbnx+=managed
to ^to+vcmp+++=to
insert ^vbi++++=insert
themselves ^ppls+pp3+++=themselves
and ^cc++++=and
their ^pp$+pp3+++=their
horses ^nns++++=horses,
, ^zz++++=EXTRAWORD
first ^rb++++=first
in ^in++++=in
single ^jj+atrb+++=single
file ^nn++++=file,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
two ^cd++++=two
by ^in++++=by
two ^cd++++=two,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
more ^rbr++++=more
abreast ^rb+cnj+++=abreast,
, ^zz++++=EXTRAWORD
like ^in++++=like
a ^at++++=a
wedge ^nn++++=wedge,
, ^zz++++=EXTRAWORD
into ^in++++=into
the ^ati++++=the
press ^nn++++=press,
, ^zz++++=EXTRAWORD
until ^cs+sub+++=until
at ^rb++++=at
last ^rb"++++=last
they ^pp3a+pp3+++=they
formed ^vbd+++xvbnx+=formed
a ^at++++=a
wall ^nn++++=wall,
, ^zz++++=EXTRAWORD
cutting ^nvbg+++xvbg+=cutting
off ^in+pl+++=off
the ^ati++++=the
crowd ^nn++++=crowd
behind ^in+pl+++=behind
from ^in++++=from
the ^ati++++=the
mass ^nn++++=mass
in ^in++++=in
the ^ati++++=the
gateway ^nn++++=gateway,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
thus ^rb+cnj+++=thus
preventing ^vbg+++xvbg+=preventing
the ^ati++++=the
encumbrance ^nn+nom+++=encumbrance
from ^in++++=from
increasing ^nn++++=increasing.
. ^zz++++=EXTRAWORD
The ^ati++++=The
people ^nn++++=people
came ^vbd+++xvbn+=came
to ^in++++=to
their ^pp$+pp3+++=their
senses ^nns++++=senses,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
went ^vbd+++xvbn+=went
off ^rp+pl+++=off
to ^in++++=to
other ^ap++++=other
gates ^nns++++=gates,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
crowd ^nn++++=crowd
diminishing ^vwbg+++xvbg+=diminishing,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
became ^vbd+++xvbn+=became
possible ^jj++++=possible
to ^to+jcmp+++=to
lift ^vbi++++=lift
up ^rp++++=up
the ^ati++++=the
many ^ap++++=many
unhappy ^jj+atrb+++=unhappy
creatures ^nns++++=creatures,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who
lay ^jjb+++xvbn+=lay
stifling ^jj++++=stifling
or ^cc+phrs+++=or
crushed ^jj+++xvbn+=crushed
in ^in++++=in
the ^ati++++=the
heap ^nn++++=heap.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+aux++=were
carried ^vpsv++agls+xvbnx+=carried
into ^in++++=into
the ^ati++++=the
barracks ^nns++++=barracks,
, ^zz++++=EXTRAWORD
the ^ati++++=the
cuirassiers ^nns+nom+++=cuirassiers
hurried ^vbd+++xvbn+=hurried
to ^to++++=to
bring ^vbi++++=bring
their ^pp$+pp3+++=their
mattresses ^nns+nom+++=mattresses
to ^to++++=to
lay ^vbi++++=lay
them ^pp3o+pp3+++=them
on ^in++++=on
in ^in++++=in
the ^ati++++=the
hall ^nn++++=hall,
, ^zz++++=EXTRAWORD
brought ^j+++xvbn+=brought
them ^pp3o+pp3+++=them
water ^nn++++=water,
, ^zz++++=EXTRAWORD
linen ^nn++++=linen,
, ^zz++++=EXTRAWORD
all ^abn++++=all
they ^pp3a+pp3+++=they
could ^md+pos+++=could
want ^vb++++=want,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
were ^vbd+bed+vrb++=were
as ^ql++++=as
tender ^vb++++=tender
to ^to+vcmp+++=to
them ^pp3o+pp3+++=them
as ^ql++++=as
sisters ^nns+nom+++=sisters
of ^in++++=of
charity ^nn+nom+++=charity,
, ^zz++++=EXTRAWORD
till ^cs+sub+++=till
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
taken ^vpsv++agls+xvbnx+=taken
to ^to+vcmp+++=to
the ^ati++++=the
hospitals ^nns+nom+++=hospitals
or ^cc++++=or
to ^in++++=to
their ^pp$+pp3+++=their
homes ^nrs++++=homes.
. ^zz++++=EXTRAWORD
Martinel ^np+++??+=Martinel,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
the ^ati++++=the
moving ^jj+atrb++xvbg+=moving
spirit ^nn++++=spirit
in ^in++++=in
this ^dt+dem+++=this
gallant ^jj+atrb+++=gallant
rescue ^nn++++=rescue,
, ^zz++++=EXTRAWORD
received ^j+++xvbn+=received
in ^in++++=in
the ^ati++++=the
following ^jj+atrb++xvbg+=following
year ^nn++++=year
one ^pn++++=one
of ^in++++=of
