[ ^zz++++=[The
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
again ^rb+tm+++=again
stood ^vbd+++xvbn+=stood
listening ^jj+++xvbg+=listening.
. ^zz++++=EXTRAWORD
The ^ati++++=The
peasants ^nns+nom+++=peasants
were ^vbd+bed+aux++=were
shouting ^vbg+vpub++xvbgx+=shouting
all ^abn++++=all
round ^in+strn+++=round,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
to ^in++++=to
the ^ati++++=the
right ^nn++++=right,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
far ^rb+pl+++=far
from ^rb"++++=from
where ^wrb+who+++=where
my ^pp$+pp1+++=my
comrade ^nn++++=comrade
stood ^vbd+++xvbn+=stood,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
a ^at++++=a
woman ^nn++++=woman
screaming ^vwbg+++xvbg+=screaming
in ^in++++=in
a ^at++++=a
frenzied ^jj+atrb+++=frenzied
voice ^nn++++=voice:
: ^zz++++=EXTRAWORD
' ^zz++++='Here
here ^rn+pl+++=EXTRAWORD
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is!
! ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is!
! ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
come ^vprf+++xvbn+=come
here ^rn+pl+++=here!
! ^zz++++=EXTRAWORD
Oh ^uh++++=Oh!
! ^zz++++=EXTRAWORD
Oh ^uh++++=Oh!
! ^zz++++=EXTRAWORD
Ay ^uh++++=Ay!
! ^zz++++=EXTRAWORD
Ay ^uh++++=Ay!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Evidently ^rb++++=Evidently
she ^pp3a+pp3+++=she
could ^md+pos+++=could
see ^vb+vprv+++=see
the ^ati++++=the
bear ^nn++++=bear.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
given ^vprf+++xvbnx+=given
up ^rb+phrv+++=up
expecting ^vbg+vprv++xvbg+=expecting
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
looking ^vbg+++xvbgx+=looking
to ^to+vcmp+++=to
the ^ati++++=the
right ^jj++++=right
at ^rb++++=at
my ^pp$+pp1+++=my
comrade ^nn++++=comrade.
. ^zz++++=EXTRAWORD
All ^abn++++=All
at ^rb++++=at
once ^rb"+tm+++=once
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
Damian ^np+++??+=Damian
with ^in++++=with
a ^at++++=a
stick ^nn++++=stick
in ^in++++=in
his ^pp$+pp3+++=his
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
without ^in++++=without
his ^pp$+pp3+++=his
snow ^np++++=snow-shoes,
- ^zz++++=EXTRAWORD
shoes ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
running ^jj+++xvbg+=running
along ^in++++=along
a ^at++++=a
footpath ^nn++++=footpath
towards ^in++++=towards
my ^pp$+pp1+++=my
friend ^nn++++=friend.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
crouched ^vbd+++xvbnx+=crouched
down ^rp++++=down
beside ^in+pl+++=beside
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
pointing ^vbg+++xvbg+=pointing
his ^pp$+pp3+++=his
stick ^nn++++=stick
as ^cs+sub+++=as
if ^cs+cnd+++=if
aiming ^np+++xvbg+=aiming
at ^rb++++=at
something ^pn++++=something,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
I ^pp1a+pp1+++=I
saw ^vbd+vprv+tht0+xvbnx+=saw
my ^pp$+pp1+++=my
friend ^nn++++=friend
raise ^vb++++=raise
his ^pp$+pp3+++=his
gun ^nn++++=gun
and ^cc++++=and
aim ^nn++++=aim
in ^in++++=in
the ^ati++++=the
same ^ap++++=same
direction ^nn+nom+++=direction.
. ^zz++++=EXTRAWORD
Crack ^jjb++++=Crack!
! ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
fired ^vbd+++xvbnx+=fired.
. ^zz++++=EXTRAWORD
' ^zz++++='There,'
there ^rn+pl+++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
thought ^nn+++xvbn+=thought
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
' ^zz++++='He
he ^pp3a+pp3+++=EXTRAWORD
has ^vbz+hvz+aux++=has
killed ^vprf+++xvbnx+=killed
him ^pp3o+pp3+++=him.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
But ^cc++++=But
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
that ^tht+vcmp+++=that
my ^pp$+pp1+++=my
comrade ^nn++++=comrade
did ^vbd+dod+aux++=did
not ^xnot++not++=not
run ^vb+++xvbn+=run
towards ^in++++=towards
the ^ati++++=the
bear ^nn++++=bear.
. ^zz++++=EXTRAWORD
Evidently ^rb++++=Evidently
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
missed ^vprf+++xvbnx+=missed
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
the ^ati++++=the
shot ^nn+++xvbn+=shot
had ^vb+hv+aux++=had
not ^xnot++not++=not
taken ^vbd+++xvbn+=taken
full ^jj+atrb+++=full
effect ^nn++++=effect.
. ^zz++++=EXTRAWORD
' ^zz++++='The
the ^ati++++=EXTRAWORD
bear ^nn++++=bear
will ^md+prd+++=will
get ^vb++++=get
away ^rb+cnj+++=away,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought.
. ^zz++++=EXTRAWORD
' ^zz++++='He
he ^pp3a+pp3+++=EXTRAWORD
will ^md+prd+++=will
go ^vb++++=go
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
come ^vb++++=come
a ^at++++=a
second ^od++++=second
time ^nn++++=time
towards ^in++++=towards
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
what ^wdt+who+whq++=what
is ^vbz+bez+aux++=is
that ^dt+pdem+++=that?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Something ^pn++++=Something
was ^vbd+bedz+aux++=was
coming ^vbg+++xvbgx+=coming
towards ^in++++=towards
me ^pp1o+pp1+++=me
like ^in++++=like
a ^at++++=a
whirlwind ^nn++++=whirlwind,
, ^zz++++=EXTRAWORD
snorting ^jj++++=snorting
as ^ql++++=as
it ^pp3+it+++=it
came ^vbd+++xvbn+=came;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
snow ^nn++++=snow
flying ^vwbg+++xvbg+=flying
up ^rp++++=up
quite ^rb++++=quite
near ^rb++++=near
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
glanced ^vbd+++xvbnx+=glanced
straight ^rb++++=straight
before ^in++++=before
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
the ^ati++++=the
bear ^nn++++=bear,
, ^zz++++=EXTRAWORD
rushing ^vbg+++xvbg+=rushing
along ^in++++=along
the ^ati++++=the
path ^nn++++=path
through ^in++++=through
the ^ati++++=the
thicket ^nn++++=thicket
right ^jj++++=right
at ^rb++++=at
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
evidently ^rb++++=evidently
beside ^in+pl+++=beside
himself ^ppl+pp3+++=himself
with ^in++++=with
fear ^nn++++=fear.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
hardly ^rb+down+++=hardly
half ^rb++++=half
a ^at++++=a
dozen ^cd++++=dozen
paces ^nns++++=paces
off ^in+strn+++=off,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
could ^md+pos+++=could
see ^vb+vprv+++=see
the ^ati++++=the
whole ^nn++++=whole
of ^in++++=of
him ^pp3o+pp3+++=him
his ^pp$+pp3+++=his
black ^jj+atrb+++=black
chest ^nn++++=chest
and ^cc++++=and
enormous ^jj+atrb+++=enormous
head ^nn++++=head
with ^in++++=with
a ^at++++=a
reddish ^jj+atrb+++=reddish
patch ^nn++++=patch.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
blundering ^jj++++=blundering
straight ^rb++++=straight
at ^rb++++=at
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
scattering ^nvbg+++xvbg+=scattering
the ^ati++++=the
snow ^nn++++=snow
about ^in++++=about
as ^ql++++=as
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
see ^vb+vprv+++=see
by ^in++++=by
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=did
not ^xnot++not++=not
see ^vb+vprv+++=see
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but,
, ^zz++++=EXTRAWORD
mad ^jj++++=mad
with ^in++++=with
fear ^nn++++=fear,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
rushing ^vbg+++xvbgx+=rushing
blindly ^rb++++=blindly
along ^in+strn+++=along;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
path ^nn++++=path
led ^vbd+++xvbn+=led
him ^pp3o+pp3+++=him
straight ^jj++++=straight
at ^rb++++=at
the ^ati++++=the
tree ^nn++++=tree
under ^in++++=under
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
standing ^vbg+++xvbgx+=standing.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
raised ^vbd+++xvbnx+=raised
my ^pp$+pp1+++=my
gun ^nn++++=gun
and ^cc++++=and
fired ^vwbn+++xvbn+=fired.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
almost ^rb+hdg+++=almost
upon ^in++++=upon
me ^pp1o+pp1+++=me
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
missed ^vprf+++xvbnx+=missed.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
bullet ^nn++++=bullet
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
past ^nn++++=past
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=did
not ^xnot++not++=not
even ^rb++++=even
hear ^vb+vprv+++=hear
me ^pp1o+pp1+++=me
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
still ^rb++++=still
came ^vbd+++xvbn+=came
headlong ^jjb++++=headlong
towards ^in++++=towards
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
lowered ^vbd+++xvbnx+=lowered
my ^pp$+pp1+++=my
gun ^nn++++=gun,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fired ^vwbn+++xvbn+=fired
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
almost ^rb+hdg+++=almost
touching ^vbg+++xvbg+=touching
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
Crack ^jjb++++=Crack!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
hit ^vprf+++xvbnx+=hit,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
killed ^vprf+++xvbn+=killed
him ^pp3o+pp3+++=him!
! ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
raised ^vbd+++xvbnx+=raised
his ^pp$+pp3+++=his
head ^nn++++=head,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
laying ^nvbg+++xvbg+=laying
his ^pp$+pp3+++=his
ears ^nns++++=ears
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
came ^j+++xvbn+=came
at ^in++++=at
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
showing ^vbg+vprv++xvbg+=showing
his ^pp$+pp3+++=his
teeth ^nns++++=teeth.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
snatched ^vbd+++xvbnx+=snatched
at ^rb++++=at
my ^pp$+pp1+++=my
other ^ap++++=other
gun ^nn++++=gun,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
almost ^rb+hdg+++=almost
before ^cs+sub+++=before
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
touched ^vprf+++xvbnx+=touched
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
down ^rp++++=down
at ^rb++++=at
me ^pp1o+pp1+++=me
and ^cc++++=and,
, ^zz++++=EXTRAWORD
knocking ^vbg+++xvbg+=knocking
me ^pp1o+pp1+++=me
over ^in++++=over
into ^in++++=into
the ^ati++++=the
snow ^nn++++=snow,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
passed ^vprf+++xvbnx+=passed
right ^jj++++=right
over ^rp++++=over
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
' ^zz++++='Thank
thank ^vb++++=EXTRAWORD
goodness ^nns+nom+++=goodness,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
has ^vbz+hvz+aux++=has
left ^vprf+++xvbnx+=left
me ^pp1o+pp1+++=me,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
thought ^nn+++xvbn+=thought
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
rise ^vbi++++=rise,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
something ^pn++++=something
pressed ^vbd+++xvbn+=pressed
me ^pp1o+pp1+++=me
down ^in+strn+++=down,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
prevented ^vbd+++xvbn+=prevented
my ^pp$+pp1+++=my
getting ^vbg+++xvbg+=getting
up ^rp++++=up.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bear ^nn++++=bear's
's ^$++++=EXTRAWORD
rush ^nn++++=rush
had ^vbd+hvd+aux++=had
carried ^vprf+++xvbnx+=carried
him ^pp3o+pp3+++=him
past ^nn++++=past
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
turned ^vprf+++xvbnx+=turned
back ^rb+cnj+++=back,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vbd+hvd+aux++=had
fallen ^vprf+++xvbn+=fallen
on ^in+ppvb+++=on
me ^pp1o+pp1+++=me
with ^in++++=with
the ^ati++++=the
whole ^jj+atrb+++=whole
weight ^nn++++=weight
of ^in++++=of
his ^pp$+pp3+++=his
body ^nn++++=body.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
felt ^vbd+vprv+tht0+xvbnx+=felt
something ^pn++++=something
heavy ^jj++++=heavy
weighing ^jj+++xvbg+=weighing
me ^pp1o+pp1+++=me
down ^in+strn+++=down,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
something ^pn++++=something
warm ^jj++++=warm
above ^rb++++=above
my ^pp$+pp1+++=my
face ^nn++++=face,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
realized ^vbd+vprv++xvbnx+=realized
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
drawing ^vbg+++xvbgx+=drawing
my ^pp$+pp1+++=my
whole ^jj+atrb+++=whole
face ^nn++++=face
into ^in++++=into
his ^pp$+pp3+++=his
mouth ^nn++++=mouth.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
nose ^nn++++=nose
was ^vbd+bedz+vrb++=was
already ^rb++++=already
in ^in++++=in
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
felt ^vbd+vprv++xvbnx+=felt
the ^ati++++=the
heat ^nn++++=heat
of ^in++++=of
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
smelt ^vbd+++xvbn+=smelt
his ^pp$+pp3+++=his
blood ^nn++++=blood.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
pressing ^vbg+++xvbgx+=pressing
my ^pp$+pp1+++=my
shoulders ^nns+nom+++=shoulders
down ^in++++=down
with ^in++++=with
his ^pp$+pp3+++=his
paws ^nns+++??+=paws
so ^ql++++=so
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
could ^md+pos+++=could
not ^xnot++not++=not
move ^vb++++=move:
: ^zz++++=EXTRAWORD
all ^abn++++=all
I ^pp1a+pp1+++=I
could ^md+pos+++=could
do ^vb+do+aux++=do
was ^vbd+bedz+aux++=was
to ^to++++=to
draw ^vbi++++=draw
my ^pp$+pp1+++=my
head ^jjb++++=head
down ^rp++++=down
towards ^in++++=towards
my ^pp$+pp1+++=my
chest ^nn++++=chest
away ^in+pl+++=away
from ^in"++++=from
his ^pp$+pp3+++=his
mouth ^nn++++=mouth,
, ^zz++++=EXTRAWORD
trying ^vbg+++xvbg+=trying
to ^to+vcmp+++=to
free ^vbi++++=free
my ^pp$+pp1+++=my
nose ^nn++++=nose
and ^cc++++=and
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
get ^vbi++++=get
his ^pp$+pp3+++=his
teeth ^nns++++=teeth
into ^in++++=into
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
I ^pp1a+pp1+++=I
felt ^vbd+vprv++xvbnx+=felt
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
seized ^vprf+++xvbnx+=seized
my ^pp$+pp1+++=my
forehead ^nn++++=forehead
just ^rb+emph+++=just
under ^in++++=under
the ^ati++++=the
hair ^nn++++=hair
with ^in++++=with
the ^ati++++=the
teeth ^nns++++=teeth
of ^in++++=of
his ^pp$+pp3+++=his
lower ^jjr+atrb+++=lower
jaw ^nn++++=jaw,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
flesh ^nn++++=flesh
below ^rb++++=below
my ^pp$+pp1+++=my
eyes ^nns++++=eyes
with ^in++++=with
his ^pp$+pp3+++=his
upper ^jjb+atrb+++=upper
jaw ^nn++++=jaw,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
closing ^vbg+++xvbgx+=closing
his ^pp$+pp3+++=his
teeth ^nns++++=teeth.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
as ^cs+sub+++=as
if ^cs+cnd+++=if
my ^pp$+pp1+++=my
face ^nn++++=face
were ^vbd+bed+aux++=were
being ^vbg+beg+aux+xvbg+=being
cut ^vwbn+++xvbn+=cut
with ^in++++=with
knives ^nns++++=knives.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
struggled ^vbd+++xvbnx+=struggled
to ^to+vcmp+++=to
get ^vbi++++=get
away ^rb+cnj+++=away,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
made ^vbd+++xvbnx+=made
haste ^nn++++=haste
to ^to++++=to
close ^vbi++++=close
his ^pp$+pp3+++=his
jaws ^nns++++=jaws
like ^in++++=like
a ^at++++=a
dog ^nn++++=dog
gnawing ^jj++++=gnawing.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
managed ^vbd+++xvbnx+=managed
to ^to+vcmp+++=to
twist ^vbi++++=twist
my ^pp$+pp1+++=my
face ^nn++++=face
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
began ^vbd+++xvbnx+=began
drawing ^nvbg+++xvbg+=drawing
it ^pp3+it+++=it
again ^rb+tm+++=again
into ^in++++=into
his ^pp$+pp3+++=his
mouth ^nn++++=mouth.
. ^zz++++=EXTRAWORD
' ^zz++++='Now,'
now ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
thought ^nn+++xvbn+=thought
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
' ^zz++++='my
my ^pp$+pp1+++=EXTRAWORD
end ^nn++++=end
has ^vbz+hvz+aux++=has
come ^vprf+++xvbn+=come!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
I ^pp1a+pp1+++=I
felt ^vbd+vprv+tht0+xvbnx+=felt
the ^ati++++=the
weight ^nn++++=weight
lifted ^vbd+++xvbn+=lifted,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
looking ^vbg+++xvbg+=looking
up ^rp++++=up,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
no ^at++++=no
longer ^rbr++++=longer
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
jumped ^vprf+++xvbnx+=jumped
off ^rp+pl+++=off
me ^pp1o+pp1+++=me
and ^cc++++=and
run ^vb+++xvbn+=run
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
my ^pp$+pp1+++=my
comrade ^nn++++=comrade
and ^cc++++=and
Damian ^np+++??+=Damian
had ^vbd+hvd+aux++=had
seen ^vprf+++xvbnx+=seen
the ^ati++++=the
bear ^vb+vprv+++=bear
knock ^nn++++=knock
me ^pp1o+pp1+++=me
down ^in++++=down
and ^cc++++=and
begin ^vb++++=begin
worrying ^nvbg+++xvbg+=worrying
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
rushed ^vbd+++xvbnx+=rushed
to ^in++++=to
the ^ati++++=the
rescue ^nn++++=rescue.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
comrade ^nn++++=comrade,
, ^zz++++=EXTRAWORD
in ^in++++=in
his ^pp$+pp3+++=his
haste ^nn++++=haste,
, ^zz++++=EXTRAWORD
blundered ^j+++xvbn+=blundered,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
instead ^rb+cnj+++=instead
of ^in++++=of
following ^xvbg+++xvbg+=following
the ^ati++++=the
trodden ^jj+atrb+++=trodden
path ^nn++++=path,
, ^zz++++=EXTRAWORD
ran ^j+++xvbn+=ran
into ^in++++=into
the ^ati++++=the
deep ^jj+atrb+++=deep
snow ^nn++++=snow
and ^cc++++=and
fell ^vbd+++xvbn+=fell
down ^rp++++=down.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
struggling ^nvbg+++xvbg+=struggling
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
snow ^nn++++=snow,
, ^zz++++=EXTRAWORD
the ^ati++++=the
bear ^nn++++=bear
was ^vbd+bedz+vrb++=was
gnawing ^jj+pred+++=gnawing
at ^rb++++=at
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Damian ^np+++??+=Damian
just ^rb+emph+++=just
as ^ql++++=as
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
without ^in++++=without
a ^at++++=a
gun ^nn++++=gun,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
only ^rb+down+++=only
a ^at++++=a
stick ^nn++++=stick
in ^in++++=in
his ^pp$+pp3+++=his
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
rushed ^j+++xvbn+=rushed
along ^in++++=along
the ^ati++++=the
path ^nn++++=path
shouting ^vwbg+++xvbg+=shouting:
: ^zz++++=EXTRAWORD
' ^zz++++='He's
he ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
eating ^vbg+++xvbgx+=eating
the ^ati++++=the
master ^nn++++=master!
! ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He's
's ^vbz+bez+aux++0=EXTRAWORD
eating ^vbg+++xvbgx+=eating
the ^ati++++=the
master ^nn++++=master!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
And ^cc++++=And
as ^ql++++=as
he ^pp3a+pp3+++=he
ran ^vbd+++xvbnx+=ran,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
called ^vbd+++xvbnx+=called
to ^in++++=to
the ^ati++++=the
bear ^nn++++=bear:
: ^zz++++=EXTRAWORD
' ^zz++++='Oh
oh ^uh++++=EXTRAWORD
you ^pp2+pp2+++=you
idiot ^nn++++=idiot!
! ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
doing ^vbg+++xvbg+=doing?
? ^zz++++=EXTRAWORD
Leave ^vb++++=Leave
off ^in+strn+++=off!
! ^zz++++=EXTRAWORD
Leave ^vb++++=Leave
off ^in+strn+++=off!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
The ^ati++++=The
bear ^nn++++=bear
obeyed ^vbd+++xvbn+=obeyed
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
leaving ^jj+++xvbg+=leaving
me ^pp1o+pp1+++=me
ran ^vbd+++xvbn+=ran
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
I ^pp1a+pp1+++=I
rose ^vbd+++xvbnx+=rose,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
as ^ql++++=as
much ^ap++++=much
blood ^nn++++=blood
on ^in++++=on
the ^ati++++=the
snow ^nn++++=snow
as ^cs+sub+++=as
if ^cs+cnd+++=if
a ^at++++=a
sheep ^nns++++=sheep
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
killed ^vpsv++agls+xvbnx+=killed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
flesh ^nn++++=flesh
hung ^vbd+++xvbn+=hung
in ^in++++=in
rags ^nns++++=rags
above ^rb++++=above
my ^pp$+pp1+++=my
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
