Not ^xnot++not++=Not
barn ^nn++++=barn,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
she ^pp3a+pp3+++=she
knew ^vbd+vprv++xvbnx+=knew
was ^vbd+bedz+vrb++=was
full ^jj+pred+++=full
of ^in++++=of
water ^nn++++=water.
. ^zz++++=EXTRAWORD
Back ^jjb++++=Back
and ^cc++++=and
forth ^rb++++=forth
she ^pp3a+pp3+++=she
flew ^vbd+++xvbnx+=flew
between ^in++++=between
the ^ati++++=the
fire ^nn++++=fire
and ^cc++++=and
the ^ati++++=the
convenient ^jj+atrb+++=convenient
reservoir ^nn++++=reservoir
with ^in++++=with
all ^abn++++=all
the ^ati++++=the
water ^nn++++=water
that ^tht+rel+obj++=that
her ^pp3o+pp3+++=her
bruised ^vbd+++xvbn+=bruised
arms ^nns++++=arms
and ^cc++++=and
back ^rp++++=back
permitted ^xvbn+++xvbn+=permitted
her ^pp$+pp3+++=her
to ^to++++=to
carry ^vbi++++=carry.
. ^zz++++=EXTRAWORD
Fortunately ^rb++++=Fortunately
the ^ati++++=the
night ^nn++++=night
was ^vbd+bedz+vrb++=was
a ^rb++++=a
little ^rb"++++=little
damp ^jj++++=damp,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
stout ^jj+atrb+++=stout
thick ^jj+atrb+++=thick
door ^nn++++=door
had ^vbd+hvd+aux++=had
kindled ^vprf+++xvbnx+=kindled
slowly ^rb++++=slowly.
. ^zz++++=EXTRAWORD
To ^in++++=To
her ^pp$+pp3+++=her
intense ^jj+atrb+++=intense
joy ^nn++++=joy
she ^pp3a+pp3+++=she
soon ^rb+tm+++=soon
gained ^vbd+++xvbn+=gained
the ^ati++++=the
mastery ^nn+nom+++=mastery
of ^in++++=of
the ^ati++++=the
flames ^nns++++=flames,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^rb++++=at
last ^rb"++++=last
extinguished ^vbd+++xvbn+=extinguished
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
did ^vbd+dod+aux++=did
not ^xnot++not++=not
dare ^vb++++=dare
to ^to+vcmp+++=to
open ^vbi++++=open
the ^ati++++=the
door ^nn++++=door
for ^in++++=for
fear ^vb++++=fear
that ^tht+vcmp+++=that
the ^ati++++=the
robbers ^nns+nom+++=robbers
might ^md+pos+++=might
return ^vb++++=return,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
clambering ^nn++++=clambering
in ^in++++=in
at ^in++++=at
the ^ati++++=the
window ^nn++++=window,
, ^zz++++=EXTRAWORD
made ^j+++xvbn+=made
all ^abn++++=all
secure ^vb++++=secure
as ^ql++++=as
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
customary ^jj++++=customary,
, ^zz++++=EXTRAWORD
for ^in++++=for
now ^rn+tm+++=now
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
her ^pp$+pp3+++=her
impulse ^nn++++=impulse
to ^to++++=to
do ^vbi++++=do
just ^rb+emph+++=just
as ^cs+sub+++=as
her ^pp3o+pp3+++=her
father ^npt++++=father
would ^md+prd+++=would
have ^vb+hv+aux++=have
done ^vprf+++xvbnx+=done.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
found ^vbd+vprv+tht0+xvbnx+=found
her ^pp$+pp3+++=her
mother ^nn++++=mother
on ^in++++=on
her ^pp$+pp3+++=her
knees ^nns++++=knees
beside ^in+pl+++=beside
her ^pp3o+pp3+++=her
father ^npt++++=father,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
would ^md+prd+++=would
indeed ^qlp++++=indeed
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
ghastly ^jj+atrb+++=ghastly
and ^cc+phrs+++=and
awful ^jj+atrb+++=awful
object ^nn++++=object
to ^in++++=to
all ^abn++++=all
but ^cc++++=but
the ^ati++++=the
eyes ^nns++++=eyes
of ^in++++=of
love ^nn++++=love.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Phebe ^np+++??+=Phebe,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hope ^vb++++=hope--I
-- ^--+clp+++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
almost ^rb+hdg+++=almost
believe ^vb+vprv+tht0++=believe
thy ^pp$+pp2+++=thy
father ^nn++++=father
lives ^nns++++=lives!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
the ^ati++++=the
woman ^nn++++=woman.
. ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
it ^pp3+it+++=it
my ^pp$+pp1+++=my
throbbing ^vbg+++xvbg+=throbbing
palm ^np++++=palm,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
does ^vbz+doz+vrb++=does
his ^pp$+pp3+++=his
heart ^nn++++=heart
still ^rb++++=still
beat ^vb+++xvbn+=beat?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
sure ^jj+pred+++=sure
it ^pp3+it+++=it
beats ^vbz++++=beats,
, ^zz++++=EXTRAWORD
mother ^nn++++=mother!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
the ^ati++++=the
girl ^nn++++=girl,
, ^zz++++=EXTRAWORD
putting ^jj+++xvbg+=putting
her ^pp3o+pp3+++=her
little ^ap++++=little
hand ^nn++++=hand
on ^in++++=on
the ^ati++++=the
gashed ^jj+++xvbn+=gashed
and ^cc++++=and
mangled ^vwbn+++xvbn+=mangled
body ^nn++++=body.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
hope ^nn++++=hope!
! ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here,
, ^zz++++=EXTRAWORD
Abner ^np+++??+=Abner,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
boy ^nn++++=boy,
, ^zz++++=EXTRAWORD
" ^zz++++="isn't
is ^vbz+bez+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
there ^rn+pl+++=there
any ^dti++++=any
man ^nn++++=man
in ^in++++=in
thee ^pp2+pp2+++=thee?
? ^zz++++=EXTRAWORD
Help ^vb++++=Help
Phebe ^np+++??+=Phebe
get ^vb++++=get
him ^pp3o+pp3+++=him
on ^in++++=on
the ^ati++++=the
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
we ^pp1a+pp1+++=we
must ^md+nec+++=must
stop ^vb++++=stop
this ^dt+dem+++=this
awful ^jj+atrb+++=awful
bleeding ^nvbg+++xvbg+=bleeding.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
were ^vbd+bed+vrb++=were
well ^rb++++=well
and ^cc++++=and
strong ^jj++++=strong!
! ^zz++++=EXTRAWORD
Phebe ^np+++??+=Phebe,
, ^zz++++=EXTRAWORD
thee ^pp2+pp2+++=thee
must ^md+nec+++=must
now ^rn+tm+splt++=now
take ^vb++++=take
my ^pp$+pp1+++=my
place ^nn++++=place.
. ^zz++++=EXTRAWORD
Thee ^pp2+pp2+++=Thee
may ^md+pos+++=may
save ^vb++++=save
thy ^pp$+pp2+++=thy
father ^nn++++=father's
's ^$++++=EXTRAWORD
life ^nn++++=life.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can
tell ^vb++++=tell
thee ^pp2+pp2+++=thee
what ^wdt+who+++=what
to ^to++++=to
do ^vbi++++=do
if ^cs+cnd+++=if
thee ^pp2+pp2+++=thee
has ^vbz+hvz+vrb++=has
the ^ati++++=the
courage ^nn+nom+++=courage."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Phebe ^np+++??+=Phebe
had ^vb+hv+vrb++=had
the ^ati++++=the
courage ^nn+nom+++=courage
and ^cc++++=and
with ^in++++=with
deft ^jj+atrb+++=deft
hands ^nns++++=hands
did ^vbd+dod+vrb++=did
her ^pp3o+pp3+++=her
mother ^npt++++=mother's
's ^vbz+bez+aux++0=EXTRAWORD
bidding ^vbg+++xvbgx+=bidding.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stanched ^vbd+++xvbnx+=stanched
the ^ati++++=the
many ^ap++++=many
gaping ^jj+atrb+++=gaping
wounds ^nns++++=wounds;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
gave ^vbd+++xvbnx+=gave
spirits ^nns++++=spirits
at ^rb++++=at
first ^rb"++++=first
drop ^nn++++=drop
by ^in++++=by
drop ^nn++++=drop,
, ^zz++++=EXTRAWORD
until ^cs+sub+++=until
at ^rb++++=at
last ^rb"++++=last
the ^ati++++=the
man ^nn++++=man
breathed ^vbd+++xvbn+=breathed
and ^cc++++=and
was ^vbd+bedz+vrb++=was
conscious ^jj+pred+++=conscious.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
before ^cs+sub+++=before
the ^ati++++=the
dawn ^nn++++=dawn
began ^vbd+++xvbn+=began
to ^to++++=to
brighten ^vbi++++=brighten
over ^in++++=over
the ^ati++++=the
dreaded ^jj+++xvbn+=dreaded
Highlands ^nps++++=Highlands
which ^whp+rel+obj++=which
their ^pp$+pp3+++=their
ruthless ^jj+atrb+++=ruthless
enemies ^nns++++=enemies
were ^vbd+bed+aux++=were
already ^rb++splt++=already
climbing ^vbg+++xvbgx+=climbing,
, ^zz++++=EXTRAWORD
Phebe ^np+++??+=Phebe
was ^vbd+bedz+aux++=was
flying ^vbg+++xvbgx+=flying,
, ^zz++++=EXTRAWORD
bare ^jj++++=bare-headed,
- ^zz++++=EXTRAWORD
headed ^vbd+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
across ^in+pl+++=across
the ^ati++++=the
fields ^nns++++=fields
to ^in++++=to
their ^pp$+pp3+++=their
nearest ^jjt+atrb+++=nearest
neighbor ^nn++++=neighbor.
. ^zz++++=EXTRAWORD
The ^ati++++=The
good ^jj+atrb+++=good
people ^nns++++=people
heard ^vbd+vprv++xvbn+=heard
of ^in++++=of
the ^ati++++=the
outrage ^nn+nom+++=outrage
with ^in++++=with
horror ^nn++++=horror
and ^cc++++=and
indignation ^nn+nom+++=indignation.
. ^zz++++=EXTRAWORD
A ^at++++=A
half ^abn++++=half-grown
- ^zz++++=EXTRAWORD
grown ^xvbn+++xvbn+=EXTRAWORD
lad ^np++++=lad
sprang ^vbd+++xvbn+=sprang
on ^in++++=on
the ^ati++++=the
bare ^jj++++=bare
back ^jjb++++=back
of ^in++++=of
a ^at++++=a
young ^jj+atrb+++=young
horse ^nn++++=horse
and ^cc++++=and
galloped ^vpsv++agls+xvbn+=galloped
across ^in+pl+++=across
the ^ati++++=the
country ^nn++++=country
for ^in++++=for
a ^at++++=a
surgeon ^nn++++=surgeon.
. ^zz++++=EXTRAWORD
A ^ap++++=A
few ^ap"++++=few
moments ^nns+nom+++=moments
later ^rbr+tm+++=later
the ^ati++++=the
farmer ^nn++++=farmer,
, ^zz++++=EXTRAWORD
equipped ^j+++xvbn+=equipped
for ^in++++=for
chase ^nn++++=chase
and ^cc++++=and
battle ^nn++++=battle,
, ^zz++++=EXTRAWORD
dashed ^xvbn+++xvbn+=dashed
away ^rp+pl+++=away
at ^in++++=at
headlong ^jjb+atrb+++=headlong
pace ^nn++++=pace
to ^in++++=to
alarm ^nn++++=alarm
the ^ati++++=the
neighborhood ^nn+nom+++=neighborhood.
. ^zz++++=EXTRAWORD
The ^ati++++=The
news ^nn++++=news
sped ^vbd+++xvbn+=sped
from ^in++++=from
house ^npl++++=house
to ^in++++=to
house ^npl++++=house
and ^cc++++=and
hamlet ^nn++++=hamlet
to ^in++++=to
hamlet ^np++++=hamlet
like ^in++++=like
fire ^nn++++=fire
in ^in++++=in
prairie ^nn++++=prairie
grass ^nn++++=grass.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sun ^nn++++=sun
had ^vb+hv+aux++=had
scarcely ^rb+down+splt++=scarcely
risen ^vprf+++xvbn+=risen
before ^in++++=before
a ^at++++=a
dozen ^cd++++=dozen
bronzed ^jj+++xvbn+=bronzed
and ^cc+phrs+++=and
stern ^jj++++=stern-browed
- ^zz++++=EXTRAWORD
browed ^jj+atrb++xvbn+=EXTRAWORD
men ^nns++++=men
were ^vbd+bed+aux++=were
riding ^vbg+++xvbgx+=riding
into ^in++++=into
John ^np++++=John
Reynolds ^np++++=Reynolds's
's ^$++++=EXTRAWORD
farm ^nn++++=farm-yard
- ^zz++++=EXTRAWORD
yard ^nn++++=EXTRAWORD
under ^in++++=under
the ^ati++++=the
lead ^nn++++=lead
of ^in++++=of
young ^jj+atrb+++=young
Hal ^np++++=Hal
June ^nr++++=June--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
best ^jjt+atrb+++=best
shot ^nn+++xvbn+=shot
that ^tht+rel+obj++=that
the ^ati++++=the
wars ^nns++++=wars
had ^vbd+hvd+aux++=had
left ^vprf+++xvbnx+=left
in ^in++++=in
the ^ati++++=the
region ^nn++++=region.
. ^zz++++=EXTRAWORD
The ^ati++++=The
surgeon ^nn++++=surgeon
had ^vb+hv+aux++=had
already ^rb++splt++=already
arrived ^vprf+++xvbnx+=arrived,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
ceased ^vbd+++xvbnx+=ceased
from ^in++++=from
his ^pp$+pp3+++=his
labors ^nns++++=labors
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
dressed ^vprf+++xvbnx+=dressed
thirty ^cd++++=thirty
wounds ^nns++++=wounds.
. ^zz++++=EXTRAWORD
The ^ati++++=The
story ^nn++++=story
told ^vwbn+vpub++xvbn+=told
by ^in++++=by
Phebe ^np+++??+=Phebe
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
as ^ql++++=as
brief ^jj++++=brief
as ^ql++++=as
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
terrible ^jj+pred+++=terrible--for
-- ^--+clp+++=EXTRAWORD
for ^in++++=EXTRAWORD
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
eager ^jj+pred+++=eager
to ^to+jcmp+++=to
return ^vbi++++=return
to ^in++++=to
her ^pp3o+pp3+++=her
father ^npt++++=father
and ^cc++++=and
sick ^jj+atrb+++=sick
mother ^nn++++=mother.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vb+hv+aux++=had
not ^xnot++not++=not
dreamed ^vprf+++xvbn+=dreamed
of ^in++++=of
herself ^ppl+pp3+++=herself
as ^in++++=as
the ^ati++++=the
heroine ^nn++++=heroine
of ^in++++=of
the ^ati++++=the
affair ^nn++++=affair,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vb+hv+aux++=had
not ^xnot++not++=not
given ^vbd+++xvbn+=given
any ^dti++++=any
such ^abl++++=such
impression ^nn++++=impression,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
more ^rbr++++=more
than ^in++++=than
one ^cd1++++=one
had ^vbd+hvd+aux++=had
remarked ^vprf+++xvbnx+=remarked
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
" ^zz++++="a
a ^at++++=EXTRAWORD
plucky ^jj+atrb+++=plucky
little ^jj+atrb+++=little
chick ^nn++++=chick
to ^to++++=to
give ^vbi++++=give
the ^ati++++=the
alarm ^nn++++=alarm
before ^cs+sub+++=before
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
light ^jj+pred+++=light."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc+cls+++=But
when ^wrb+who+++=when
the ^ati++++=the
proud ^jj+atrb+++=proud
mother ^nn++++=mother
faintly ^rb++++=faintly
and ^cc+phrs+++=and
tearfully ^rb++++=tearfully
related ^vbd+++xvbn+=related
the ^ati++++=the
particulars ^nns++++=particulars
of ^in++++=of
the ^ati++++=the
tragedy ^nn++++=tragedy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
told ^vbd+vpub++xvbn+=told
how ^wrb+who+whcl++=how
Phebe ^np+++??+=Phebe
had ^vbd+hvd+aux++=had
saved ^vprf+++xvbnx+=saved
her ^pp3o+pp3+++=her
father ^npt++++=father's
's ^$++++=EXTRAWORD
life ^nn++++=life
and ^cc++++=and
probably ^rb++++=probably
her ^pp3o+pp3+++=her
mother ^npt++++=mother's--for,
's--for, ^nn+++??+=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
too ^ql++++=too
sick ^jj++++=sick
to ^to+jcmp+++=to
climb ^vbi++++=climb
out ^rp+pl+++=out
of ^in++++=of
a ^at++++=a
window ^nn++++=window,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said;
; ^zz++++=EXTRAWORD
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
told ^vbd+vpub++xvbnx+=told
how ^wrb+who+whcl++=how
the ^ati++++=the
child ^nn++++=child
after ^in++++=after
a ^at++++=a
merciless ^jj++++=merciless
whipping ^jj+++xvbg+=whipping
had ^vb+hv+aux++=had
again ^rb+tm+splt++=again
cut ^vprf+++xvbnx+=cut
her ^pp3o+pp3+++=her
father ^nn++++=father
down ^rp++++=down
from ^in++++=from
the ^ati++++=the
trammel ^nn+++??+=trammel-hook,
- ^zz++++=EXTRAWORD
hook ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
extinguished ^vprf+++xvbnx+=extinguished
the ^ati++++=the
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
nursing ^nn++++=nursing
her ^pp3o+pp3+++=her
father ^npt++++=father
back ^jjb++++=back
to ^in++++=to
life ^nn++++=life,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
all ^abn++++=all
the ^ati++++=the
time ^nn++++=time
in ^in++++=in
almost ^rb+hdg+++=almost
agony ^nn++++=agony
herself ^ppl+pp3+++=herself
from ^in++++=from
the ^ati++++=the
cruel ^jj+atrb+++=cruel
blows ^nns++++=blows
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
rained ^vpsv++agls+xvbnx+=rained
upon ^in++++=upon
her ^pp$+pp3+++=her--Phebe
-- ^--+clp+++=EXTRAWORD
phebe ^nn+++??+=EXTRAWORD
was ^vbd+bedz+aux++=was
dazed ^vpsv++agls+xvbnx+=dazed
and ^cc++++=and
bewildered ^jj+++xvbn+=bewildered
at ^rb++++=at
the ^ati++++=the
storm ^nn++++=storm
of ^in++++=of
applause ^nn++++=applause
that ^tht+rel+subj++=that
greeted ^vbd+++xvbn+=greeted
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
when ^wrb+who+++=when
the ^ati++++=the
surgeon ^nn++++=surgeon,
, ^zz++++=EXTRAWORD
in ^to++++=in
order ^vb++++=order
to ^to+vcmp+++=to
intensify ^vb++++=intensify
the ^ati++++=the
general ^jj+atrb+++=general
desire ^nn++++=desire
for ^in++++=for
vengeance ^nn+nom+++=vengeance,
, ^zz++++=EXTRAWORD
showed ^j+++xvbn+=showed
the ^ati++++=the
great ^jj+atrb+++=great
welts ^nns++++=welts
and ^cc++++=and
scars ^nns++++=scars
on ^rp++++=on
her ^pp3o+pp3+++=her
arms ^nns++++=arms
and ^cc++++=and
neck ^nn++++=neck,
, ^zz++++=EXTRAWORD
gray ^np++++=gray-bearded
- ^zz++++=EXTRAWORD
bearded ^jj+atrb+++=EXTRAWORD
fathers ^nns+nom+++=fathers
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
known ^vprf+++xvbnx+=known
her ^pp$+pp3+++=her
from ^in++++=from
infancy ^nn++++=infancy
took ^vbd+++xvbn+=took
her ^pp$+pp3+++=her
into ^in++++=into
their ^pp$+pp3+++=their
arms ^nns++++=arms
and ^cc++++=and
blessed ^jj+++xvbn+=blessed
and ^cc+phrs+++=and
kissed ^jj+++xvbn+=kissed
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
For ^rb++++=For
once ^rb"+tm+++=once
in ^in++++=in
his ^pp$+pp3+++=his
life ^nn++++=life
young ^jj+atrb+++=young
Hal ^np++++=Hal
June ^nr++++=June
wished ^vbd+vprv+tht0+xvbn+=wished
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
a ^at++++=a
gray ^np++++=gray-beard,
- ^zz++++=EXTRAWORD
beard ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
his ^pp$+pp3+++=his
course ^nn++++=course
was ^vbd+bedz+vrb++=was
much ^ap++++=much
more ^rbr++++=more
to ^in++++=to
the ^ati++++=the
mind ^nn++++=mind
of ^in++++=of
Phebe ^np+++??+=Phebe
than ^in++++=than
any ^dti++++=any
number ^nn++++=number
of ^in++++=of
caresses ^nns+nom+++=caresses
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been.
. ^zz++++=EXTRAWORD
Springing ^np+++??+=Springing
on ^in++++=on
his ^pp$+pp3+++=his
great ^jj+atrb+++=great
black ^jj+atrb+++=black
horse ^nn++++=horse,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
his ^pp$+pp3+++=his
dark ^jj+atrb+++=dark
eyes ^nns++++=eyes
burning ^vwbg+++xvbg+=burning
with ^in++++=with
a ^at++++=a
fire ^nn++++=fire
that ^tht+rel+++=that
only ^rb+down+++=only
blood ^nn++++=blood
could ^md+pos+++=could
quench ^vb++++=quench,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
shouted ^vbd+vpub++xvbnx+=shouted:
: ^zz++++=EXTRAWORD
" ^zz++++="Come,
come ^vprf+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
neighbors ^nns++++=neighbors,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
time ^nn++++=time
for ^in++++=for
deeds ^nns++++=deeds.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
brave ^jj++++=brave
little ^ap++++=little
woman ^nn++++=woman
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
make ^vb++++=make
a ^at++++=a
man ^nn++++=man
of ^in++++=of
every ^at++++=every
mother ^nn++++=mother's
's ^$++++=EXTRAWORD
son ^nn++++=son
of ^in++++=of
us ^pp1o+pp1+++=us;"
; ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
he ^pp3a+pp3+++=he
dashed ^vbd+++xvbnx+=dashed
away ^rp+pl+++=away
so ^rb++++=so
furiously ^rb++++=furiously
that ^cs+sub+++=that
Phebe ^np+++??+=Phebe
thought ^vbd+++xvbn+=thought
with ^in++++=with
a ^at++++=a
strange ^jj+atrb+++=strange
little ^jj+atrb+++=little
tremor ^nn++++=tremor
at ^rb++++=at
her ^pp3o+pp3+++=her
heart ^nn++++=heart
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
might ^md+pos+++=might
in ^in++++=in
his ^pp$+pp3+++=his
speed ^nn++++=speed
face ^nn++++=face
the ^ati++++=the
robbers ^nns+nom+++=robbers
all ^abn++++=all
alone ^rb++++=alone.
. ^zz++++=EXTRAWORD
The ^ati++++=The
stout ^jj+atrb+++=stout
yeomen ^nns++++=yeomen
clattered ^vbd+++xvbn+=clattered
after ^in++++=after
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
the ^ati++++=the
sound ^nn++++=sound
of ^in++++=of
their ^pp$+pp3+++=their
pursuit ^nn++++=pursuit
soon ^rb+tm+++=soon
died ^vbd+++xvbn+=died
away ^rp+pl+++=away;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Phebe ^np+++??+=Phebe
returned ^vbd+++xvbn+=returned
to ^in++++=to
woman ^nn++++=woman's
's ^$++++=EXTRAWORD
work ^nn++++=work
of ^in++++=of
nursing ^nn++++=nursing,
, ^zz++++=EXTRAWORD
watching ^vbg+++xvbg+=watching,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
praying ^jj+++xvbg+=praying.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bandits ^nns++++=bandits
of ^in++++=of
the ^ati++++=the
hills ^nns++++=hills,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
expecting ^vbg+vprv++xvbg+=expecting
such ^abl++++=such
prompt ^jj+atrb+++=prompt
retaliation ^nn+nom+++=retaliation,
, ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
overtaken ^vpsv++agls+xvbnx+=overtaken,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
followed ^vbd+vprv++xvbn+=followed
a ^at++++=a
headlong ^jjb+atrb+++=headlong
race ^nn++++=race
over ^in++++=over
the ^ati++++=the
rough ^jj+atrb+++=rough
mountain ^nn++++=mountain
roads ^nns++++=roads--guilty
-- ^--+clp+++=EXTRAWORD
guilty ^jj+atrb+++=EXTRAWORD
wretches ^nns+++??+=wretches
flying ^vwbg+++xvbg+=flying
for ^in++++=for
life ^nn++++=life,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
stern ^jj+atrb+++=stern
men ^nns++++=men
almost ^rb+hdg+++=almost
reckless ^jj++++=reckless
in ^in++++=in
the ^ati++++=the
burning ^jj+atrb++xvbg+=burning
desire ^nn++++=desire
to ^to+ncmp+++=to
avenge ^vbi++++=avenge
a ^at++++=a
terrible ^jj++++=terrible
wrong ^jj++++=wrong.
. ^zz++++=EXTRAWORD
Although ^cs+con+++=Although
the ^ati++++=the
horses ^nns++++=horses
of ^in++++=of
the ^ati++++=the
marauders ^nns+nom+++=marauders
were ^vbd+bed+aux++=were
tired ^vpsv++agls+xvbnx+=tired,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
riders ^nns++++=riders
were ^vbd+bed+vrb++=were
so ^ql++++=so
well ^rb++++=well
acquainted ^vbd+++xvbn+=acquainted
with ^in++++=with
the ^ati++++=the
fastnesses ^nns+nom++??+=fastnesses
of ^in++++=of
the ^ati++++=the
wilderness ^nns+nom+++=wilderness
that ^tht+rel+obj++=that
they ^pp3a+pp3+++=they
led ^vbd+++xvbnx+=led
the ^ati++++=the
pursuers ^nns+nom+++=pursuers
through ^in++++=through
exceedingly ^rb++++=exceedingly
difficult ^jj+atrb+++=difficult
and ^cc+phrs+++=and
dangerous ^jj+atrb+++=dangerous
paths ^nns++++=paths.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
June ^nr++++=June
ever ^rb++++=ever
in ^in++++=in
the ^ati++++=the
van ^nn++++=van,
, ^zz++++=EXTRAWORD
caught ^jj+atrb++xvbn+=caught
sight ^nn++++=sight
of ^in++++=of
a ^at++++=a
man ^nn++++=man's
's ^$++++=EXTRAWORD
form ^nn++++=form,
