Peg ^nn++++=Peg
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Watson ^np++++=Watson
expounded ^vbd+++xvbn+=expounded
that ^dt+dem+++=that
evening ^nn++++=evening
in ^in++++=in
the ^ati++++=the
parlour ^nn++++=parlour
to ^in++++=to
the ^ati++++=the
doctor ^nn++++=doctor,
, ^zz++++=EXTRAWORD
the ^ati++++=the
attorney ^nn++++=attorney,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
deaf ^jj+atrb+++=deaf
servant ^nn+nom+++=servant.
. ^zz++++=EXTRAWORD
Ananias ^np+++??+=Ananias
and ^cc++++=and
Sapphira ^np+++??+=Sapphira
figured ^vbd+++xvbn+=figured
in ^in++++=in
the ^ati++++=the
foreground ^nn++++=foreground;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
awful ^jj+atrb+++=awful
nature ^nn++++=nature
of ^in++++=of
fraud ^nn++++=fraud
and ^cc++++=and
theft ^nn++++=theft,
, ^zz++++=EXTRAWORD
of ^in++++=of
tampering ^xvbg+++xvbg+=tampering
in ^in++++=in
anywise ^rb++++=anywise
with ^in++++=with
the ^ati++++=the
plain ^nn++++=plain
rule ^nn++++=rule
of ^in++++=of
honesty ^nn++++=honesty
in ^in++++=in
matters ^nns+nom+++=matters
pertaining ^vwbg+++xvbg+=pertaining
to ^in++++=to
estates ^nns+nom+++=estates,
, ^zz++++=EXTRAWORD
etc ^rb++++=etc.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
pointedly ^rb++splt++=pointedly
dwelt ^vpsv++agls+xvbnx+=dwelt
upon ^in+strn+++=upon;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
came ^vbd+++xvbn+=came
a ^at++++=a
long ^jj+atrb+++=long
and ^cc+phrs+++=and
strenuous ^jj+atrb+++=strenuous
prayer ^nn++++=prayer,
, ^zz++++=EXTRAWORD
in ^in++++=in
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
entreated ^vbd+++xvbnx+=entreated
with ^in++++=with
fervour ^nn++++=fervour
and ^cc++++=and
aplomb ^nn++++=aplomb
that ^tht+rel+obj++=that
the ^ati++++=the
hard ^jj+atrb+++=hard
heart ^nn++++=heart
of ^in++++=of
the ^ati++++=the
sinner ^nn++++=sinner
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
abstracted ^vprf+++xvbnx+=abstracted
the ^ati++++=the
leases ^nns++++=leases
might ^md+pos+++=might
be ^vb+be+aux++=be
softened ^vpsv++agls+xvbnx+=softened
or ^cc+phrs+++=or
broken ^vpsv++agls+xvbn+=broken
in ^rb+phrv+++=in
such ^abl++++=such
a ^at++++=a
way ^nn++++=way
as ^in++++=as
to ^in++++=to
lead ^nn++++=lead
to ^in++++=to
their ^pp$+pp3+++=their
restitution ^nn+nom+++=restitution;
; ^zz++++=EXTRAWORD
or ^cc+cls+++=or
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
continued ^vbd+++xvbnx+=continued
reserved ^vbd+++xvbn+=reserved
and ^cc++++=and
contumacious ^jj++++=contumacious,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
might ^md+pos+++=might
at ^rb++++=at
least ^rb"++++=least
be ^vb+be+vrb++=be
the ^ati++++=the
will ^nn++++=will
of ^in++++=of
Heaven ^nn++++=Heaven
to ^to++++=to
bring ^vbi++++=bring
him ^pp3o+pp3+++=him
to ^in++++=to
public ^jj+atrb+++=public
justice ^nn++++=justice
and ^cc++++=and
the ^ati++++=the
documents ^nns+nom+++=documents
to ^in++++=to
light ^nn++++=light.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fact ^nn++++=fact
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
praying ^vbg+++xvbgx+=praying
all ^abn++++=all
this ^dt+dem+++=this
time ^nn++++=time
at ^in++++=at
the ^ati++++=the
attorney ^nn++++=attorney.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
these ^dt+dem+++=these
religious ^jj+atrb+++=religious
exercises ^nns++++=exercises
were ^vbd+bed+vrb++=were
over ^in+strn+++=over,
, ^zz++++=EXTRAWORD
the ^ati++++=the
visitors ^nns++++=visitors
retired ^vbd+++xvbn+=retired
to ^in++++=to
their ^pp$+pp3+++=their
rooms ^nns++++=rooms,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
my ^pp$+pp1+++=my
Uncle ^nn++++=Uncle
Watson ^np++++=Watson
wrote ^vbd+vprv++xvbn+=wrote
two ^cd++++=two
or ^cc++++=or
three ^cd++++=three
pressing ^nvbg+++xvbg+=pressing
letters ^nns+nom+++=letters
by ^in++++=by
the ^ati++++=the
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
his ^pp$+pp3+++=his
task ^nn++++=task
was ^vbd+bedz+aux++=was
done ^vpsv++agls+xvbnx+=done,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
grown ^vprf+++xvbnx+=grown
late ^jj++++=late;
; ^zz++++=EXTRAWORD
the ^ati++++=the
candles ^nns++++=candles
were ^vbd+bed+vrb++=were
flaring ^jj+pred+++=flaring
in ^in++++=in
their ^pp$+pp3+++=their
sockets ^nns++++=sockets,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^rb++++=all
in ^in++++=in
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
suppose ^vb+vprv+++=suppose,
, ^zz++++=EXTRAWORD
asleep ^jj++++=asleep,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fire ^nn++++=fire
was ^vbd+bedz+vrb++=was
nearly ^rb+down+++=nearly
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
chilly ^jj++++=chilly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
flame ^nn++++=flame
of ^in++++=of
the ^ati++++=the
candles ^nns++++=candles
throbbing ^vwbg+++xvbg+=throbbing
strangely ^rb++++=strangely
in ^in++++=in
their ^pp$+pp3+++=their
sockets ^nns++++=sockets,
, ^zz++++=EXTRAWORD
shed ^j+++xvbn+=shed
alternate ^nn+nom+++=alternate
glare ^nn++++=glare
and ^cc++++=and
shadow ^nn++++=shadow
round ^in++++=round
the ^ati++++=the
old ^jj+atrb+++=old
wainscoted ^jj+atrb++xvbn+=wainscoted
room ^nn++++=room
and ^cc++++=and
its ^pp$+it+++=its
quaint ^jj+atrb+++=quaint
furniture ^nn++++=furniture.
. ^zz++++=EXTRAWORD
Outside ^jjb++++=Outside
were ^vbd+bed+vrb++=were
all ^abn++++=all
the ^ati++++=the
wild ^jj+atrb+++=wild
thunder ^nn++++=thunder
and ^cc++++=and
piping ^nn++++=piping
of ^in++++=of
the ^ati++++=the
storm ^nn++++=storm;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
rattling ^nn++++=rattling
of ^in++++=of
distant ^jj+atrb+++=distant
windows ^nns++++=windows
sounded ^vbd+++xvbn+=sounded
through ^in++++=through
the ^ati++++=the
passages ^nns+nom+++=passages,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
down ^in++++=down
the ^ati++++=the
stairs ^nns++++=stairs,
, ^zz++++=EXTRAWORD
like ^in++++=like
angry ^jj+atrb+++=angry
people ^nns++++=people
astir ^rb++++=astir
in ^in++++=in
the ^ati++++=the
house ^nn++++=house.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
Uncle ^nn++++=Uncle
Watson ^np++++=Watson
belonged ^vbd+++xvbn+=belonged
to ^in++++=to
a ^at++++=a
sect ^nn++++=sect
who ^whp+rel+obj++=who
by ^in++++=by
no ^at++++=no
means ^nn++++=means
rejected ^vbd+++xvbn+=rejected
the ^ati++++=the
supernatural ^jj++++=supernatural,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
whose ^whp+rel+obj++=whose
founder ^nn++++=founder,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
contrary ^nn+nom+++=contrary,
, ^zz++++=EXTRAWORD
has ^vbz+hvz+aux++=has
sanctioned ^vprf+++xvbnx+=sanctioned
ghosts ^nns++++=ghosts
in ^in++++=in
the ^ati++++=the
most ^ql+emph+++=most
emphatic ^jj+atrb+++=emphatic
way ^nn++++=way.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
glad ^jj+pred+++=glad
therefore ^rb+cnj+++=therefore
to ^to++++=to
remember ^nn+nom+++=remember,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
in ^in++++=in
prosecuting ^xvbg+++xvbg+=prosecuting
his ^pp$+pp3+++=his
search ^nn++++=search
that ^tht+rel+++=that
day ^nn++++=day,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
seen ^vprf+++xvbnx+=seen
some ^dti++++=some
six ^cd++++=six
inches ^nns++++=inches
of ^in++++=of
wax ^nn++++=wax
candle ^nn++++=candle
in ^in++++=in
the ^ati++++=the
press ^nn++++=press
in ^in++++=in
the ^ati++++=the
parlour ^nn++++=parlour;
; ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
no ^at++++=no
fancy ^jj++++=fancy
to ^to++++=to
be ^vbi+vbi+aux++=be
overtaken ^vpsv++by+xvbnx+=overtaken
by ^in++++=by
darkness ^nns+nom+++=darkness
in ^in++++=in
his ^pp$+pp3+++=his
present ^jj+atrb+++=present
situation ^nn+nom+++=situation.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
no ^at++++=no
time ^nn++++=time
to ^to++++=to
lose ^vbi++++=lose;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
taking ^vbg+++xvbg+=taking
the ^ati++++=the
bunch ^nn++++=bunch
of ^in++++=of
keys ^nns++++=keys--of
-- ^--+clp+++=EXTRAWORD
of ^in++++=EXTRAWORD
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
now ^rn+tm+++=now
master ^nn++++=master--he
-- ^--+clp+++=EXTRAWORD
he ^pp3a+pp3+++=EXTRAWORD
soon ^rb+tm+++=soon
fitted ^vbd+++xvbn+=fitted
the ^ati++++=the
lock ^nn++++=lock,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
secured ^vbd+++xvbn+=secured
the ^ati++++=the
candle ^nn++++=candle--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
treasure ^nn++++=treasure
in ^in++++=in
his ^pp$+pp3+++=his
circumstances ^nns+nom+++=circumstances;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
lighting ^nn++++=lighting
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
stuffed ^vbd+++xvbnx+=stuffed
it ^pp3+it+++=it
into ^in++++=into
the ^ati++++=the
socket ^nn++++=socket
of ^in++++=of
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
expiring ^jj+atrb++xvbg+=expiring
candles ^nns++++=candles,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
extinguishing ^nvbg+++xvbg+=extinguishing
the ^ati++++=the
other ^ap++++=other,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
looked ^vbd+++xvbnx+=looked
round ^rb++++=round
the ^ati++++=the
room ^nn++++=room
in ^in++++=in
the ^ati++++=the
steady ^jj++++=steady
light ^jj++++=light
reassured ^jj+++xvbn+=reassured.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
same ^ap++++=same
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
an ^at++++=an
unusual ^jj+atrb+++=unusual
violent ^jj+atrb+++=violent
gust ^nn++++=gust
of ^in++++=of
the ^ati++++=the
storm ^nn++++=storm
blew ^vbd+++xvbn+=blew
a ^at++++=a
handful ^nn+nom+++=handful
of ^in++++=of
gravel ^nn++++=gravel
against ^in++++=against
the ^ati++++=the
parlour ^nn++++=parlour
window ^nn++++=window,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
sharp ^nn++++=sharp
rattle ^vb++++=rattle
that ^cs+sub+++=that
startled ^jj+++xvbn+=startled
him ^pp3o+pp3+++=him
in ^in++++=in
the ^ati++++=the
midst ^nn++++=midst
of ^in++++=of
the ^ati++++=the
roar ^nn++++=roar
and ^cc++++=and
hubbub ^nn++++=hubbub;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
flame ^nn++++=flame
of ^in++++=of
the ^ati++++=the
candle ^nn++++=candle
itself ^ppl++++=itself
was ^vbd+bedz+aux++=was
agitated ^vpsv++by+xvbnx+=agitated
by ^in++++=by
the ^ati++++=the
air ^nn++++=air.
. ^zz++++=EXTRAWORD
Chapter ^nn++++=CHAPTER
V ^zz++++=V
The ^ati++++=The
Bed ^nn++++=Bed-Chamber
- ^zz++++=EXTRAWORD
chamber ^nn++++=EXTRAWORD
My ^pp$+pp1+++=My
uncle ^npt++++=uncle
walked ^vbd+++xvbn+=walked
up ^in+cmpx+++=up
to ^in++++=to
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
guarding ^nvbg+++xvbg+=guarding
his ^pp$+pp3+++=his
candle ^nn++++=candle
with ^in++++=with
his ^pp$+pp3+++=his
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
lobby ^nn++++=lobby
windows ^nns++++=windows
were ^vbd+bed+vrb++=were
rattling ^jj+pred+++=rattling
furiously ^rb+cnj+++=furiously,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
disliked ^vbd+++xvbnx+=disliked
the ^ati++++=the
idea ^nn++++=idea
of ^in++++=of
being ^nn+nn+aux++=being
left ^vbd+++xvbn+=left
in ^in++++=in
the ^ati++++=the
dark ^jj++++=dark
more ^rbr++++=more
than ^in++++=than
ever ^rb++++=ever.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
bedroom ^nn++++=bedroom
was ^vbd+bedz+vrb++=was
comfortable ^jj+pred+++=comfortable,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
old ^jj++++=old-fashioned.
- ^zz++++=EXTRAWORD
fashioned ^vwbn+++xvbn+=EXTRAWORD
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
shut ^vbd+++xvbnx+=shut
and ^cc+phrs+++=and
bolted ^vbd+++xvbn+=bolted
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
tall ^nn++++=tall
looking ^vwbg+++xvbg+=looking-glass
- ^zz++++=EXTRAWORD
glass ^nn++++=EXTRAWORD
opposite ^in++++=opposite
the ^ati++++=the
foot ^nn++++=foot
of ^in++++=of
his ^pp$+pp3+++=his
four ^cd++++=four-poster,
- ^zz++++=EXTRAWORD
poster ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
dressing ^jj+++xvbg+=dressing-table
- ^zz++++=EXTRAWORD
table ^nn++++=EXTRAWORD
between ^in++++=between
the ^ati++++=the
windows ^nns++++=windows.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
make ^vbi++++=make
the ^ati++++=the
curtains ^nns++++=curtains
meet ^vb++++=meet,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
would ^md+prd+++=would
not ^xnot++not++=not
draw ^vb++++=draw;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
like ^in++++=like
many ^ap++++=many
a ^at++++=a
gentleman ^nn+nom+++=gentleman
in ^in++++=in
a ^at++++=a
like ^in++++=like
perplexity ^nn+nom+++=perplexity,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=did
not ^xnot++not++=not
possess ^nns+nom+++=possess
a ^at++++=a
pin ^nn++++=pin,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
was ^vbd+bedz+vrb++=was
there ^rn+pl+++=there
one ^pn++++=one
in ^in++++=in
the ^ati++++=the
huge ^jj+atrb+++=huge
pincushion ^nn+++??+=pincushion
beneath ^in+pl+++=beneath
the ^ati++++=the
glass ^nn++++=glass.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
turned ^vbd+++xvbnx+=turned
the ^ati++++=the
face ^nn++++=face
of ^in++++=of
the ^ati++++=the
mirror ^nn++++=mirror
away ^rp+pl+++=away
therefore ^rb+cnj+++=therefore,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
its ^pp$+it+++=its
back ^jjb++++=back
was ^vbd+bedz+aux++=was
presented ^vpsv++agls+xvbnx+=presented
to ^in++++=to
the ^ati++++=the
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
pulled ^j+++xvbn+=pulled
the ^ati++++=the
curtains ^nns++++=curtains
together ^nn+nom+++=together,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
placed ^vbd+++xvbn+=placed
a ^at++++=a
chair ^nn++++=chair
against ^in++++=against
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
to ^to++++=to
prevent ^vbi++++=prevent
their ^pp$+pp3+++=their
falling ^nvbg+++xvbg+=falling
open ^jj++++=open
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
good ^jj+atrb+++=good
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
reinforcement ^nn+nom+++=reinforcement
of ^in++++=of
round ^jj+atrb+++=round
coal ^nn++++=coal
and ^cc++++=and
wood ^nn++++=wood
inside ^jjb++++=inside
the ^ati++++=the
fender ^nn++++=fender.
. ^zz++++=EXTRAWORD
So ^ql++++=So
he ^pp3a+pp3+++=he
piled ^vbd+++xvbnx+=piled
it ^pp3+it+++=it
up ^rp++++=up
to ^to++++=to
ensure ^vbi+vprv+++=ensure
a ^at++++=a
cheerful ^jj+atrb+++=cheerful
blaze ^nn++++=blaze
through ^in++++=through
the ^ati++++=the
night ^nn++++=night,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
placing ^nvbg+++xvbg+=placing
a ^rb++++=a
little ^rb"++++=little
black ^jj+atrb+++=black
mahogany ^nn++++=mahogany
table ^nn++++=table,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
legs ^nns++++=legs
of ^in++++=of
a ^at++++=a
satyr ^nn+++??+=satyr,
, ^zz++++=EXTRAWORD
beside ^in+pl+++=beside
the ^ati++++=the
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
candle ^nn++++=candle
upon ^in++++=upon
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
got ^vbd+++xvbnx+=got
between ^in++++=between
the ^ati++++=the
sheets ^nns++++=sheets,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
laid ^vbd+++xvbn+=laid
his ^pp$+pp3+++=his
red ^jj++++=red
nightcapped ^jj+++xvbn+=nightcapped
head ^jjb++++=head
upon ^in++++=upon
his ^pp$+pp3+++=his
pillow ^nn++++=pillow,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
disposed ^vbd+++xvbn+=disposed
himself ^ppl+pp3+++=himself
to ^to++++=to
sleep ^vbi++++=sleep.
. ^zz++++=EXTRAWORD
The ^ati++++=The
first ^od++++=first
thing ^nn++++=thing
that ^tht+rel+subj++=that
made ^vprf+++xvbn+=made
him ^pp3o+pp3+++=him
uncomfortable ^jj++++=uncomfortable
was ^vbd+bedz+vrb++=was
a ^at++++=a
sound ^jj++++=sound
at ^rb++++=at
the ^ati++++=the
foot ^nn++++=foot
of ^in++++=of
his ^pp$+pp3+++=his
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
quite ^rb++++=quite
distinct ^jj++++=distinct
in ^in++++=in
a ^at++++=a
momentary ^nn++++=momentary
lull ^vb++++=lull
of ^in++++=of
the ^ati++++=the
storm ^nn++++=storm.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
only ^rb+down+++=only
the ^ati++++=the
gentle ^jj+atrb+++=gentle
rustle ^nn++++=rustle
and ^cc++++=and
rush ^nn++++=rush
of ^in++++=of
the ^ati++++=the
curtains ^nns++++=curtains,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
fell ^vbd+++xvbn+=fell
open ^jj++++=open
again ^rb+tm+++=again;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^ql++++=as
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
opened ^vbd+++xvbn+=opened,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
saw ^vbd+vprv+tht0+xvbnx+=saw
them ^pp3o+pp3+++=them
resuming ^vbg+++xvbg+=resuming
their ^pp$+pp3+++=their
perpendicular ^jj+atrb+++=perpendicular
dependence ^nn+nom+++=dependence,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sat ^vbd+++xvbn+=sat
up ^rp++++=up
in ^in++++=in
his ^pp$+pp3+++=his
bed ^nn++++=bed
almost ^rb+hdg+++=almost
expecting ^vbg+vprv++xvbg+=expecting
to ^to+vcmp+++=to
see ^vbi+vprv+++=see
something ^pn++++=something
uncanny ^jj++++=uncanny
in ^in++++=in
the ^ati++++=the
aperture ^nn++++=aperture.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
nothing ^pn++++=nothing,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
dressing ^jj+++xvbg+=dressing-table,
- ^zz++++=EXTRAWORD
table ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
other ^ap++++=other
dark ^jj+atrb+++=dark
furniture ^nn++++=furniture,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
window ^nn++++=window-curtains
- ^zz++++=EXTRAWORD
curtains ^nns++++=EXTRAWORD
faintly ^rb++++=faintly
undulating ^jj++++=undulating
in ^in++++=in
the ^ati++++=the
violence ^nn+nom+++=violence
of ^in++++=of
the ^ati++++=the
storm ^nn++++=storm.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+aux++=did
not ^xnot++not++=not
care ^vb+vprv+++=care
to ^to+vcmp+++=to
get ^vbi++++=get
up ^rp++++=up,
, ^zz++++=EXTRAWORD
therefore ^rb+cnj+++=therefore--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
fire ^nn++++=fire
being ^vwbg+beg++xvbg+=being
bright ^jj++++=bright
and ^cc+phrs+++=and
cheery ^jj++++=cheery--to
-- ^--+clp+++=EXTRAWORD
to ^to++++=EXTRAWORD
replace ^vbi++++=replace
the ^ati++++=the
curtains ^nns++++=curtains
by ^in++++=by
a ^at++++=a
chair ^nn++++=chair,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
position ^nn+nom+++=position
in ^in++++=in
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
left ^vprf+++xvbnx+=left
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
anticipating ^vbg+vprv++xvbg+=anticipating
possibly ^rb++++=possibly
a ^at++++=a
new ^jj+atrb+++=new
recurrence ^nn+nom+++=recurrence
of ^in++++=of
the ^ati++++=the
relapse ^nn++++=relapse
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
startled ^vprf+++xvbnx+=startled
him ^pp3o+pp3+++=him
from ^in++++=from
his ^pp$+pp3+++=his
incipient ^jj+atrb+++=incipient
doze ^nn++++=doze.
. ^zz++++=EXTRAWORD
So ^ql++++=So
he ^pp3a+pp3+++=he
got ^vbd+++xvbnx+=got
to ^to+vcmp+++=to
sleep ^vbi++++=sleep
in ^in++++=in
a ^rb++++=a
little ^rb"++++=little
while ^cs+sub+++=while
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
disturbed ^vpsv++by+xvbnx+=disturbed
by ^in++++=by
a ^at++++=a
sound ^nn++++=sound,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
fancied ^vbd+++xvbnx+=fancied,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
table ^nn++++=table
on ^in++++=on
which ^whp+rel+pied++=which
stood ^vbd+++xvbn+=stood
the ^ati++++=the
candle ^nn++++=candle.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
could ^md+pos+++=could
not ^xnot++not++=not
say ^vb+vpub+++=say
what ^wdt+who+whcl++=what
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
only ^rb+down+++=only
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
wakened ^vprf+++xvbn+=wakened
with ^in++++=with
a ^at++++=a
start ^nn++++=start,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
lying ^vbg+++xvbg+=lying
so ^rb++++=so
in ^in++++=in
some ^dti++++=some
amaze ^nn+++??+=amaze,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=did
distinctly ^rb++splt++=distinctly
hear ^vb+vprv+++=hear
a ^at++++=a
sound ^nn++++=sound
which ^whp+rel+obj++=which
startled ^jj+++xvbn+=startled
him ^pp3o+pp3+++=him
a ^at++++=a
good ^jj+atrb+++=good
deal ^nn++++=deal,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
nothing ^pn++++=nothing
necessarily ^rb++++=necessarily
supernatural ^jj++++=supernatural
in ^in++++=in
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
described ^vbd+++xvbnx+=described
it ^pp3+it+++=it
as ^ql++++=as
resembling ^jj+++xvbg+=resembling
what ^wdt+who+++=what
would ^md+prd+++=would
occur ^vb++++=occur
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
fancied ^vbd+++xvbn+=fancied
a ^at++++=a
thinnish ^jj+atrb+++=thinnish
table ^nn++++=table-leaf,
- ^zz++++=EXTRAWORD
leaf ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
convex ^nn+++??+=convex
warp ^nn++++=warp
in ^in++++=in
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
depressed ^j+++xvbn+=depressed
the ^ati++++=the
reverse ^jj+atrb+++=reverse
way ^nn++++=way,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
suddenly ^rb++++=suddenly
with ^in++++=with
a ^at++++=a
spring ^nn++++=spring
recovering ^vwbg+++xvbg+=recovering
its ^pp$+it+++=its
natural ^jj+atrb+++=natural
