After ^in++++=After
, ^zz++++=EXTRAWORD
certainly ^rb++++=certainly?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
give ^vb++++=give
you ^pp2+pp2+++=you
day ^nn++++=day
and ^cc++++=and
date ^nn++++=date
for ^in++++=for
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
necessary ^jj++++=necessary."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
no ^at++++=no
use ^nn++++=use
to ^to++++=to
do ^vbi++++=do
that ^dt+pdem+++=that,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Marvel ^np++++=Marvel,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
memory ^nn++++=memory
began ^vbd+++xvbn+=began
to ^to++++=to
be ^vbi++vrb++=be
a ^rb++++=a
little ^rb"++++=little
more ^rbr++++=more
active ^jj++++=active.
. ^zz++++=EXTRAWORD
" ^zz++++="I'll
i ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
give ^vb++++=give
you ^pp2+pp2+++=you
a ^at++++=a
hundred ^cd++++=hundred
dollars ^nns++++=dollars,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
say ^vb+vpub+++=say
no ^at++++=no
more ^rbr++++=more
about ^in++++=about
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=is
enough ^qlp++++=enough,
, ^zz++++=EXTRAWORD
in ^in++++=in
all ^abn++++=all
conscience ^nn+nom+++=conscience."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
do ^vb+do+vrb++=do
any ^dti++++=any
such ^abl++++=such
thing ^nn++++=thing,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Marvel ^np++++=Marvel.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
charged ^vprf++tht0+xvbnx+=charged
you ^pp2+pp2+++=you
what ^wdt+who+++=what
was ^vbd+bedz+vrb++=was
right ^jj+pred+++=right,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
can ^md+pos+++=can
take ^vb++++=take
nothing ^pn++++=nothing
off ^in+strn+++=off.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
would ^md+prd+++=would
you ^pp2+pp2+++=you
think ^vb+vprv+++=think
of ^in++++=of
a ^at++++=a
man ^nn++++=man
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
a ^at++++=a
bill ^nn++++=bill
at ^rb++++=at
your ^pp$+pp2+++=your
store ^nn++++=store
of ^in++++=of
one ^cd1++++=one
hundred ^cd++++=hundred
and ^cc++++=and
fifty ^cd++++=fifty
dollars ^nns++++=dollars,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
were ^vbd+bed+aux++=were
to ^to++++=to
offer ^vb++++=offer
you ^pp2+pp2+++=you
one ^cd1++++=one
hundred ^cd++++=hundred
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
to ^to++++=to
pay ^vbi++++=pay,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ask ^vb++++=ask
for ^in+ppvb+++=for
a ^at++++=a
receipt ^nn++++=receipt
in ^rb++++=in
full ^rb"++++=full?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cs+sub+++=EXTRAWORD
that ^cs"++++=that
a' ^nn+++??+=a'n't
n't ^xnot++not++0=EXTRAWORD
to ^in++++=to
the ^ati++++=the
point ^nn++++=point."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="A'n't
a' ^nn+++??+=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
though ^rb+cnj+++=though?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
should ^md+nec+++=should
like ^vb++++=like
to ^to+vcmp+++=to
hear ^vbi+vprv+++=hear
of ^in++++=of
a ^at++++=a
case ^nn++++=case
more ^rbr++++=more
applicable ^jj++++=applicable.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
no ^at++++=no
use ^nn++++=use
to ^to++++=to
multiply ^vbi++++=multiply
words ^nns++++=words
about ^in++++=about
the ^ati++++=the
matter ^nn++++=matter.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
bill ^nn++++=bill
is ^vbz+bez+vrb++=is
correct ^jj+pred+++=correct,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
take ^vb++++=take
a ^at++++=a
dollar ^nn++++=dollar
off ^in+pl+++=off
of ^in++++=of
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
last ^rb++++=last
bill ^nn++++=bill
you ^pp2+pp2+++=you
ever ^rb++++=ever
make ^vb++++=make
out ^rp+pl+++=out
of ^in++++=of
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
remember ^nn+nom+++=remember
that ^tht+vcmp+++=that,
, ^zz++++=EXTRAWORD
doctor ^nn++++=doctor!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Marvel ^np++++=Marvel,
, ^zz++++=EXTRAWORD
rising ^nvbg+++xvbg+=rising,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
leaving ^vbg+++xvbg+=leaving
the ^ati++++=the
office ^nn++++=office
in ^in++++=in
a ^at++++=a
state ^nn++++=state
of ^in++++=of
angry ^jj+atrb+++=angry
excitement ^nn+nom+++=excitement.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
does ^vbz+doz+aux++=does
he ^pp3a+pp3+++=he
say ^vb+vpub+++=say?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Marvel ^np++++=Marvel,
, ^zz++++=EXTRAWORD
who ^wpr+who+whq++=who
had ^vbd+hvd+aux++=had
waited ^vprf+++xvbnx+=waited
for ^in++++=for
her ^pp$+pp3+++=her
husband ^nn++++=husband's
's ^$++++=EXTRAWORD
return ^nn++++=return
with ^in++++=with
some ^dti++++=some
interest ^nn++++=interest.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
beat ^vbi++++=beat
me ^pp1o+pp1+++=me
down ^rp++++=down
that ^dt+dem+++=that
the ^ati++++=the
bill ^nn++++=bill
was ^vbd+bedz+vrb++=was
all ^abn++++=all
right ^jj++++=right;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
too ^ql++++=too
old ^jj++++=old
a ^at++++=a
child ^nn++++=child
for ^in++++=for
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why,
, ^zz++++=EXTRAWORD
would ^md+prd+++=would
you ^pp2+pp2+++=you
believe ^vb+vprv+++=believe
it? ^nn+++??+=it?--he
-- ^--+clp+++=EXTRAWORD
he ^pp3a+pp3+++=EXTRAWORD
has ^vbz+hvz+aux++=has
charged ^vprf+++xvbnx+=charged
five ^cd++++=five
dollars ^nns++++=dollars
for ^in++++=for
every ^at++++=every
night ^nn++++=night-visit."
- ^zz++++=EXTRAWORD
visit ^vb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
no ^at++++=no
better ^nn++++=better
than ^in++++=than
highway ^nn++++=highway
robbery ^nn+nom+++=robbery."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
a ^at++++=a
bit ^nn++++=bit.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
last ^jj+atrb+++=last
money ^nn++++=money
he ^pp3a+pp3+++=he
ever ^rb++++=ever
gets ^vbz++++=gets
out ^rb+phrv+++=out
of ^in++++=of
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'd
i ^pp1a+pp1+++0=EXTRAWORD
'd ^md+prd+vrb++=EXTRAWORD
never ^rb++++=never
call ^nn++++=call
him ^pp3o+pp3+++=him
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
must ^md+nec+++=must
think ^vb+vprv+tht0++=think
we ^pp1a+pp1+++=we're
're ^vb+ber+aux++0=EXTRAWORD
made ^vpsv++agls+xvbnx+=made
of ^in++++=of
money ^nn++++=money."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
suppose ^vb+vprv+tht0++=suppose
we ^pp1a+pp1+++=we're
're ^vb+ber+vrb++0=EXTRAWORD
the ^ati++++=the
first ^od++++=first
family ^nn++++=family
he ^pp3a+pp3+++=he's
's ^vbz+bez+vrb++0=EXTRAWORD
'd ^md+prd+aux++=had
who ^whp+who+++=who
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
poor ^jj++++=poor,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
dig ^vbi++++=dig
as ^ql++++=as
deep ^jj++++=deep
as ^ql++++=as
possible ^jj++++=possible.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hate ^vb++++=hate
such ^abl++++=such
swindling ^nn+nom+++=swindling,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
for ^in++++=for
having ^xvbg+++xvbg+=having
a ^at++++=a
fuss ^nn++++=fuss
I ^pp1a+pp1+++0=I'd
'd ^md+prd+vrb++=EXTRAWORD
never ^rb++++=never
pay ^nn++++=pay
him ^pp3o+pp3+++=him
a ^at++++=a
dollar ^nn++++=dollar."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He's
he ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
charged ^vpsv++agls+xvbnx+=charged
us ^pp1o+pp1+++=us
for ^in++++=for
every ^at++++=every
poor ^jj+atrb+++=poor
family ^nn++++=family
in ^in++++=in
the ^ati++++=the
neighbourhood ^nn+nom+++=neighbourhood,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
suppose ^vb+vprv+++=suppose."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
doubt ^nn++++=doubt
of ^in++++=of
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
heard ^vprf+++xvbnx+=heard
of ^in++++=of
these ^dt+dem+++=these
tricks ^nns++++=tricks
before ^in++++=before;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
last ^jj+atrb+++=last
time ^nn++++=time
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
submit ^vb+vpub+++=submit
to ^to++++=to
have ^vbi+vbi+aux++=have
them ^pp3o+pp3+++=them
played ^vbd+++xvbn+=played
off ^in+pl+++=off
upon ^in++++=upon
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
visit ^nn++++=visit
of ^in++++=of
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Marvel ^np++++=Marvel
somewhat ^rb+down+++=somewhat
discomposed ^vbd+++xvbn+=discomposed
the ^ati++++=the
feelings ^nns+nom+++=feelings
of ^in++++=of
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Elton ^np++++=Elton,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
begun ^vprf+++xvbnx+=begun
to ^to++++=to
moralize ^vbi++++=moralize
upon ^in++++=upon
the ^ati++++=the
unthankful ^jj+atrb+++=unthankful
position ^nn+nom+++=position
he ^pp3a+pp3+++=he
held ^vbd+vprv++xvbnx+=held
in ^in++++=in
the ^ati++++=the
community ^nn+nom+++=community,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
aroused ^vpsv++agls+xvbnx+=aroused
from ^in++++=from
his ^pp$+pp3+++=his
reverie ^nn++++=reverie
by ^in++++=by
the ^ati++++=the
entrance ^nn+nom+++=entrance
of ^in++++=of
a ^at++++=a
servant ^nn+nom+++=servant
from ^in++++=from
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
principal ^jjb+atrb+++=principal
hotels ^nns++++=hotels,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
summons ^vb++++=summons
to ^to+vcmp+++=to
attend ^vbi++++=attend
immediately ^rb+tm+++=immediately
a ^at++++=a
young ^jj+atrb+++=young
lady ^nn++++=lady
who ^whp+rel+subj++=who
was ^vbd+bedz+aux++=was
thought ^vpsv++agls+xvbnx+=thought
to ^to+vcmp+++=to
be ^vbi++vrb++=be
exceedingly ^rb++++=exceedingly
ill ^jj+pred+++=ill.
. ^zz++++=EXTRAWORD
" ^zz++++="Who
who ^whp+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
she ^pp3a+pp3+++=she?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
the ^ati++++=the
doctor ^nn++++=doctor.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+vrb++=is
the ^ati++++=the
daughter ^nn+nom+++=daughter
of ^in++++=of
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Smith ^np++++=Smith,
, ^zz++++=EXTRAWORD
a ^at++++=a
merchant ^nn+nom+++=merchant
from ^in++++=from
the ^ati++++=the
East ^np+pl+++=East."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
any ^dti++++=any
one ^pn++++=one
with ^in++++=with
her ^pp$+pp3+++=her?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
her ^pp3o+pp3+++=her
father ^npt++++=father."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Tell
tell ^vb++++=EXTRAWORD
him ^pp3o+pp3+++=him
I ^pp1a+pp1+++=I
will ^md+prd+++=will
be ^vb+be+vrb++=be
there ^rn+pl+++=there
immediately ^rb+tm+++=immediately."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
course ^nn++++=course
of ^in++++=of
fifteen ^cd++++=fifteen
minutes ^nns++++=minutes
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Elton ^np++++=Elton's
's ^$++++=EXTRAWORD
carriage ^nn+nom+++=carriage
drove ^vbd+++xvbn+=drove
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
door ^nn++++=door
of ^in++++=of
the ^ati++++=the
hotel ^nn++++=hotel.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
found ^vbd+vprv+tht0+xvbnx+=found
his ^pp$+pp3+++=his
patient ^nn++++=patient
to ^to++++=to
be ^vbi++vrb++=be
a ^at++++=a
young ^jj+atrb+++=young
lady ^nn++++=lady
of ^in++++=of
about ^in++++=about
seventeen ^cd++++=seventeen,
, ^zz++++=EXTRAWORD
accompanied ^xvbn+++xvbn+=accompanied
by ^in++++=by
her ^pp3o+pp3+++=her
father ^npt++++=father,
, ^zz++++=EXTRAWORD
a ^at++++=a
middle ^jjb++++=middle-aged
- ^zz++++=EXTRAWORD
aged ^jj+atrb+++=EXTRAWORD
man ^nn++++=man,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
feelings ^nns+nom+++=feelings
were ^vbd+bed+vrb++=were
much ^ap++++=much,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
anxiously ^rb++++=anxiously
excited ^jj+++xvbn+=excited.
. ^zz++++=EXTRAWORD
At ^rb++++=At
a ^at++++=a
glance ^nn++++=glance,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
practised ^jj+atrb++xvbn+=practised
eye ^nn++++=eye
detected ^vwbn+++xvbn+=detected
symptoms ^nns++++=symptoms
of ^in++++=of
a ^at++++=a
serious ^jj+atrb+++=serious
nature ^nn++++=nature,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
closer ^rbr++++=closer
examination ^nn+nom+++=examination
of ^in++++=of
the ^ati++++=the
case ^nn++++=case
convinced ^vwbn+++xvbn+=convinced
him ^pp3o+pp3+++=him
that ^dt+dem+++=that
all ^abn++++=all
his ^pp$+pp3+++=his
skill ^nn++++=skill
would ^md+prd+++=would
be ^vb+be+aux++=be
called ^vpsv++agls+xvbnx+=called
into ^in++++=into
requisition ^nn+nom+++=requisition.
. ^zz++++=EXTRAWORD
With ^in++++=With
a ^at++++=a
hot ^jj+atrb+++=hot,
, ^zz++++=EXTRAWORD
dry ^jj+atrb+++=dry
skin ^nn++++=skin,
, ^zz++++=EXTRAWORD
slightly ^rb+down+++=slightly
flushed ^vbd+++xvbn+=flushed
face ^nn++++=face,
, ^zz++++=EXTRAWORD
parched ^jj+atrb+++=parched
lips ^nns++++=lips,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
slimy ^jj+atrb+++=slimy,
, ^zz++++=EXTRAWORD
furred ^jj+atrb++xvbn+=furred
tongue ^nn++++=tongue,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
dejection ^nn+nom+++=dejection,
, ^zz++++=EXTRAWORD
languor ^nn++++=languor,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
slight ^jj+atrb+++=slight
indication ^nn+nom+++=indication
of ^in++++=of
delirium ^nn+++??+=delirium--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
much ^rb++++=much
apparent ^jj+atrb+++=apparent
confusion ^nn++++=confusion
of ^in++++=of
mind ^nn++++=mind.
. ^zz++++=EXTRAWORD
Prescribing ^vbg+++xvbg+=Prescribing
as ^ql++++=as
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought
the ^ati++++=the
case ^nn++++=case
required ^vbd+++xvbn+=required,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
left ^vbd+++xvbnx+=left
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
accompanied ^j+++xvbn+=accompanied
with ^in++++=with
the ^ati++++=the
father ^nn++++=father.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
doctor ^nn++++=doctor,
, ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
think ^vb+vprv+++=think
of ^in++++=of
her ^pp$+pp3+++=her?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Smith ^np++++=Smith,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
heavy ^jj+atrb+++=heavy,
, ^zz++++=EXTRAWORD
oppressed ^jj+atrb+++=oppressed
expiration ^nn+nom+++=expiration.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+vrb++=is
ill ^jj+pred+++=ill,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
will ^md+prd+++=will
require ^vb+vsua+++=require
attention ^nn+nom+++=attention."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But,
but ^cc++++=EXTRAWORD
, ^zz++++=EXTRAWORD
doctor ^nn++++=doctor,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
think ^vb+vprv+++=think
my ^pp$+pp1+++=my
child ^nn++++=child
dangerous ^jj++++=dangerous,
, ^zz++++=EXTRAWORD
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
father ^nn++++=father
with ^in++++=with
an ^at++++=an
alarmed ^jj+atrb++xvbn+=alarmed
manner ^nn++++=manner.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
right ^jj+pred+++=right
that ^tht+jcmp+++=that
you ^pp2+pp2+++=you
should ^md+nec+++=should
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
your ^pp$+pp2+++=your
daughter ^nn+nom+++=daughter
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
to ^in++++=to
all ^abn++++=all
appearance ^nn+nom+++=appearance,
, ^zz++++=EXTRAWORD
threatened ^j+++xvbn+=threatened
with ^in++++=with
the ^ati++++=the
typhus ^nns+++??+=typhus
fever ^nn++++=fever.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
think ^vb+vprv+tht0++=think
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
any ^dti++++=any
cause ^nn++++=cause
for ^in++++=for
alarm ^nn++++=alarm,
, ^zz++++=EXTRAWORD
only ^rb+down+++=only
for ^in++++=for
great ^jj+atrb+++=great
care ^nn++++=care
in ^in++++=in
her ^pp$+pp3+++=her
physician ^nn++++=physician
and ^cc++++=and
attendants ^nns+nom+++=attendants."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="O
o ^zz++++=EXTRAWORD
doctor ^nn++++=doctor,
, ^zz++++=EXTRAWORD
can ^md+pos+++=can
I ^pp1a+pp1+++=I
trust ^nn++++=trust
her ^pp$+pp3+++=her
in ^in++++=in
your ^pp$+pp2+++=your
hands ^nns++++=hands?
? ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
foolish ^jj+pred+++=foolish;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
no ^at++++=no
one ^pn++++=one
in ^in++++=in
this ^dt+dem+++=this
city ^nn++++=city
of ^in++++=of
more ^rbr++++=more
acknowledged ^jj+atrb++xvbn+=acknowledged
skill ^nn++++=skill
than ^in++++=than
yourself ^ppl+pp2+++=yourself.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
must ^md+nec+++=must
pardon ^vb++++=pardon
a ^at++++=a
father ^nn++++=father's
's ^$++++=EXTRAWORD
fears ^nns++++=fears.
. ^zz++++=EXTRAWORD
Spare ^vb++++=Spare
no ^at++++=no
attentions ^nns+nom+++=attentions,
, ^zz++++=EXTRAWORD
doctor ^nn++++=doctor--visit
-- ^--+clp+++=EXTRAWORD
visit ^nn++++=EXTRAWORD
her ^pp3o+pp3+++=her
at ^rb++++=at
least ^rb"++++=least
twice ^rb++++=twice
every ^at++++=every
day ^nn++++=day,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
shall ^md+prd+++=shall
be ^vb+be+aux++=be
well ^rb++splt++=well
paid ^vpsv++agls+xvbnx+=paid
for ^in++++=for
your ^pp$+pp2+++=your
attentions ^nns+nom+++=attentions.
. ^zz++++=EXTRAWORD
Save ^vb++++=Save
my ^pp$+pp1+++=my
child ^nn++++=child
for ^in++++=for
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
will ^md+prd+++=will
owe ^vb++++=owe
you ^pp2+pp2+++=you
eternal ^jj+atrb+++=eternal
gratitude ^nn++++=gratitude."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="All
all ^abn++++=EXTRAWORD
that ^dt+dem+++=that
I ^pp1a+pp1+++=I
can ^md+pos+++=can
do ^vb+do+vrb++=do
for ^in++++=for
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
shall ^md+prd+++=shall
be ^vb+be+aux++=be
done ^vpsv++agls+xvbnx+=done,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Elton ^np++++=Elton.
. ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
relieved ^jj+++xvbn+=relieved
from ^in++++=from
the ^ati++++=the
care ^nn++++=care
of ^in++++=of
a ^at++++=a
dangerous ^jj+atrb+++=dangerous
case ^nn++++=case,
, ^zz++++=EXTRAWORD
in ^in++++=in
its ^pp$+it+++=its
healthy ^jj+atrb+++=healthy
change ^nn++++=change,
, ^zz++++=EXTRAWORD
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Elton ^np++++=Elton's
's ^$++++=EXTRAWORD
mind ^nn++++=mind
had ^vbd+hvd+aux++=had
relaxed ^vprf+++xvbnx+=relaxed
from ^in++++=from
the ^ati++++=the
anxiety ^nn++++=anxiety
which ^whp+rel+obj++=which
too ^rb++++=too
frequently ^rb++++=frequently
burdened ^jj+++xvbn+=burdened
it ^pp3+it+++=it;
