Chapter ^nn++++=Chapter
shrieked ^vbd+++xvbnx+=shrieked
accusingly ^rb++++=accusingly
at ^in++++=at
the ^ati++++=the
agrestic ^jj+atrb+++=agrestic
matron ^npt++++=matron.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
you ^pp2+pp2+++=you
Hannah ^np++++=Hannah
Smith ^np++++=Smith
I ^pp1a+pp1+++=I
know ^vb+vprv+tht0++=know
you ^pp2+pp2+++=you
now ^rn+tm+++=now!
! ^zz++++=EXTRAWORD
Twenty ^cd++++=Twenty-eight
- ^zz++++=EXTRAWORD
eight ^cd++++=EXTRAWORD
years ^nns++++=years
ago ^rb++++=ago
you ^pp2+pp2+++=you
were ^vbd+bed+vrb++=were
my ^pp$+pp1+++=my
baby ^nn++++=baby
Maude ^np++++=Maude's
's ^$++++=EXTRAWORD
nurse ^vb++++=nurse
and ^cc+phrs+++=and
stole ^vbd+++xvbn+=stole
her ^pp$+pp3+++=her
from ^in++++=from
the ^ati++++=the
cradle ^nn++++=cradle!!
! ^zz++++=EXTRAWORD
! ^zz++++=EXTRAWORD
Where ^wrb+who+++=Where,
, ^zz++++=EXTRAWORD
oh ^uh++++=oh,
, ^zz++++=EXTRAWORD
where ^wrb+who+whq++=where
is ^vbz+bez+vrb++=is
my ^pp$+pp1+++=my
child ^nn++++=child?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
a ^at++++=a
thought ^nn+++xvbn+=thought
came ^vbd+++xvbn+=came
as ^in++++=as
the ^ati++++=the
lightning ^nn++++=lightning
in ^in++++=in
a ^at++++=a
murky ^jj+atrb+++=murky
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
" ^zz++++="Ermengarde
ermengarde ^nn+++??+=EXTRAWORD
you ^pp2+pp2+++=you
say ^vb+vpub+tht0++=say
she ^pp3a+pp3+++=she
is ^vbz+bez+vrb++=is
your ^pp$+pp2+++=your
daughter.. ^nn+++??+=daughter....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
is ^vbz+bez+vrb++=is
mine ^pp$$++++=mine!
! ^zz++++=EXTRAWORD
Fate ^nn++++=Fate
has ^vbz+hvz+aux++=has
restored ^vprf+++xvbnx+=restored
to ^in++++=to
me ^pp1o+pp1+++=me
my ^pp$+pp1+++=my
old ^jj+atrb+++=old
chee ^nn++++=chee-ild
- ^zz++++=EXTRAWORD
ild ^nn+++??+=EXTRAWORD
my ^pp$+pp1+++=my
tiny ^jj+atrb+++=tiny
Maudie ^np+++??+=Maudie!
! ^zz++++=EXTRAWORD
Ermengarde ^np+++??+=Ermengarde
Maude ^np+++??+=Maude
come ^vb++++=come
to ^in++++=to
your ^pp$+pp2+++=your
mother ^nn++++=mother's
's ^vbz+bez+aux++0=EXTRAWORD
loving ^vbg+++xvbgx+=loving
arms!! ^nn+++??+=arms!!!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
Ermengarde ^np+++??+=Ermengarde
was ^vbd+bedz+aux++=was
doing ^vbg+++xvbgx+=doing
some ^dti++++=some
tall ^jj+atrb+++=tall
thinking ^nvbg+++xvbg+=thinking.
. ^zz++++=EXTRAWORD
How ^wrb+who+whq++=How
could ^md+pos+++=could
she ^pp3a+pp3+++=she
get ^vb++++=get
away ^rb+phrv+++=away
with ^in+ppvb+++=with
the ^ati++++=the
sixteen ^cd++++=sixteen-year-old
- ^zz++++=EXTRAWORD
year ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
old ^jj+atrb+++=EXTRAWORD
stuff ^nn++++=stuff
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
stolen ^vpsv++agls+xvbnx+=stolen
twenty ^cd++++=twenty-eight
- ^zz++++=EXTRAWORD
eight ^cd++++=EXTRAWORD
years ^nns++++=years
ago ^rb++++=ago?
? ^zz++++=EXTRAWORD
And ^cc+cls+++=And
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
Stubbs ^np+++??+=Stubbs'
' ^zz++++=EXTRAWORD
daughter ^nn+nom+++=daughter
the ^ati++++=the
gold ^nn++++=gold
would ^md+prd+++=would
never ^rb++++=never
be ^vb+be+vrb++=be
hers ^pp$$++++=hers.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Van ^np++++=Van
Itty ^np+++??+=Itty
was ^vbd+bedz+vrb++=was
rich ^jj+pred+++=rich,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
' ^zz++++='Squire
squire ^nn++++=EXTRAWORD
Hardman ^np+++??+=Hardman
was ^vbd+bedz+vrb++=was
richer ^jjr+pred+++=richer.
. ^zz++++=EXTRAWORD
So ^rb+cnj+++=So,
, ^zz++++=EXTRAWORD
approaching ^jj+++xvbg+=approaching
the ^ati++++=the
dejected ^jj+atrb+++=dejected
villain ^nn++++=villain,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
inflicted ^vbd+++xvbnx+=inflicted
upon ^in++++=upon
him ^pp3o+pp3+++=him
the ^ati++++=the
last ^ap++++=last
terrible ^jj+atrb+++=terrible
punishment ^nn+nom+++=punishment.
. ^zz++++=EXTRAWORD
" ^zz++++="'Squire,
' ^zz++++=EXTRAWORD
squire ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
dear ^jj++++=dear,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
murmured ^vbd+++xvbnx+=murmured,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
reconsidered ^vprf+++xvbnx+=reconsidered
all ^abn++++=all.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
love ^nn++++=love
you ^pp2+pp2+++=you
and ^cc++++=and
your ^pp$+pp2+++=your
naive ^jj+atrb+++=naive
strength ^nn++++=strength.
. ^zz++++=EXTRAWORD
Marry ^vb++++=Marry
me ^pp1o+pp1+++=me
at ^rb++++=at
once ^rb"+tm+++=once
or ^cc++++=or
I ^pp1a+pp1+++=I
will ^md+prd+++=will
have ^vb+hv+aux++=have
you ^pp2+pp2+++=you
prosecuted ^vbd+++xvbn+=prosecuted
for ^in++++=for
that ^dt+dem+++=that
kidnapping ^nn++++=kidnapping
last ^jj+atrb+++=last
year ^nn++++=year.
. ^zz++++=EXTRAWORD
Foreclose ^np+++??+=Foreclose
your ^pp$+pp2+++=your
mortgage ^nn+nom+++=mortgage
and ^cc++++=and
enjoy ^vb++++=enjoy
with ^in++++=with
me ^pp1o+pp1+++=me
the ^ati++++=the
gold ^nn++++=gold
your ^pp$+pp2+++=your
cleverness ^nns+nom+++=cleverness
discovered ^vbd+vprv++xvbn+=discovered.
. ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come,
, ^zz++++=EXTRAWORD
dear ^jj++++=dear!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=And
the ^ati++++=the
poor ^jj+atrb+++=poor
dub ^nn++++=dub
did ^vbd+dod+vrb++=did.
. ^zz++++=EXTRAWORD
