I ^pp1a+pp1+++=I.
to ^in++++=EXTRAWORD
Hicks ^np++++=Hicks's
's ^$++++=EXTRAWORD
mind ^nn++++=mind
a ^at++++=a
crowning ^jj+atrb+++=crowning
recommendation ^nn+nom+++=recommendation--close-mouthed.
-- ^--+clp+++=EXTRAWORD
close ^jj++++=EXTRAWORD
- ^zz++++=EXTRAWORD
mouthed ^vbd+++xvbn+=EXTRAWORD
. ^zz++++=EXTRAWORD
For ^in++++=For
about ^in++++=about
the ^ati++++=the
mine ^pp$$++++=mine
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
never ^rb++splt++=never
known ^vpsv++agls+xvbnx+=known
when ^wrb+who+whcl++=when
the ^ati++++=the
brick ^nn++++=brick
went ^vbd+++xvbn+=went
to ^in++++=to
town ^nn++++=town
or ^cc+cls+++=or
who ^whp+who+++=who
took ^vbd+++xvbn+=took
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Hicks ^np++++=Hicks
had ^vbd+hvd+aux++=had
impressed ^vprf+++xvbnx+=impressed
this ^dt+dem+++=this
fact ^nn++++=fact
upon ^in++++=upon
Zavalla ^np+++??+=Zavalla.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
to ^to++++=to
tell ^vbi++++=tell
nobody ^pn++++=nobody
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
delegated ^vpsv++agls+xvbnx+=delegated
to ^in++++=to
this ^dt+dem+++=this
duty ^nn++++=duty.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
even" ^nn+++??+=even"--Hicks
-- ^--+clp+++=EXTRAWORD
hicks ^np++++=EXTRAWORD
had ^vbd+hvd+aux++=had
leveled ^vprf+++xvbnx+=leveled
a ^at++++=a
forefinger ^nn+nom+++=forefinger
at ^in++++=at
Chino ^np+++??+=Chino,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
cold ^jj+atrb+++=cold
eyes ^nns++++=eyes
drove ^vbd+++xvbn+=drove
home ^nr++++=home
the ^ati++++=the
injunction ^nn+nom+++=injunction
as ^in++++=as
the ^ati++++=the
steam ^nn++++=steam-hammer
- ^zz++++=EXTRAWORD
hammer ^nn++++=EXTRAWORD
drives ^nns++++=drives
the ^ati++++=the
rivet ^nn++++=rivet--"not
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
not ^xnot++not++=EXTRAWORD
even ^rb++++=even
your ^pp$+pp2+++=your
wife ^nn++++=wife."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
Zavalla ^np+++??+=Zavalla
had ^vbd+hvd+aux++=had
promised ^vprf+++xvbnx+=promised.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
would ^md+prd+++=would
have ^vb+hv+aux++=have
trifled ^vprf+++xvbnx+=trifled
with ^in+ppvb+++=with
dynamite ^nn++++=dynamite
sooner ^rbr++++=sooner
than ^in++++=than
with ^in++++=with
one ^pn++++=one
of ^in++++=of
Hicks ^np++++=Hicks's
's ^$++++=EXTRAWORD
orders ^nns++++=orders.
. ^zz++++=EXTRAWORD
So ^cs+sub+++=So
the ^ati++++=the
fortnightly ^rb++++=fortnightly
trips ^nns++++=trips
to ^in++++=to
town ^nn++++=town
in ^in++++=in
company ^nn++++=company
with ^in++++=with
Lockwood ^np+++??+=Lockwood
were ^vbd+bed+aux++=were
explained ^vpsv++agls+xvbnx+=explained
in ^in++++=in
various ^jj+atrb+++=various
fashions ^nns++++=fashions
to ^in++++=to
Felice ^np+++??+=Felice.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
never ^rb++++=never
knew ^vbd+vprv++xvbn+=knew
that ^tht+vcmp+++=that
the ^ati++++=the
mail ^nn++++=mail-bag
- ^zz++++=EXTRAWORD
bag ^nn++++=EXTRAWORD
strapped ^vbd+++xvbn+=strapped
to ^in++++=to
her ^pp$+pp3+++=her
husband ^nn++++=husband's
's ^$++++=EXTRAWORD
shoulders ^nns+nom+++=shoulders
on ^in++++=on
those ^dt+dem+++=those
occasions ^nns++++=occasions
carried ^vbd+++xvbn+=carried
some ^dti++++=some
five ^cd++++=five
thousand ^cd++++=thousand
dollars ^nns++++=dollars'
' ^zz++++=EXTRAWORD
worth ^in++++=worth
of ^in++++=of
bullion ^nn++++=bullion.
. ^zz++++=EXTRAWORD
On ^in++++=On
a ^at++++=a
certain ^jj+atrb+++=certain
Friday ^nr++++=Friday
in ^in++++=in
early ^jj+atrb+++=early
June ^nr++++=June
Lockwood ^np+++??+=Lockwood
had ^vbd+hvd+aux++=had
amalgamated ^vprf+++xvbnx+=amalgamated,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
brick ^nn++++=brick,
, ^zz++++=EXTRAWORD
duly ^rb++++=duly
stamped ^vbd+++xvbn+=stamped,
, ^zz++++=EXTRAWORD
lay ^j+++xvbn+=lay
in ^in++++=in
the ^ati++++=the
safe ^nn++++=safe
in ^in++++=in
the ^ati++++=the
office ^nn++++=office.
. ^zz++++=EXTRAWORD
The ^ati++++=The
following ^jj+atrb++xvbg+=following
night ^nn++++=night
he ^pp3a+pp3+++=he
and ^cc++++=and
Chino ^np+++??+=Chino,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+aux++=was
relieved ^vpsv++agls+xvbnx+=relieved
from ^in++++=from
mine ^nn++++=mine
duty ^nn++++=duty
on ^in++++=on
these ^dt+dem+++=these
occasions ^nns++++=occasions,
, ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
to ^to++++=to
take ^vbi++++=take
it ^pp3+it+++=it
in ^in++++=in
to ^in++++=to
Iowa ^np+++??+=Iowa
Hill ^nn++++=Hill.
. ^zz++++=EXTRAWORD
Late ^jj+atrb+++=Late
Saturday ^nr++++=Saturday
afternoon ^nn++++=afternoon,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
the ^ati++++=the
engineer ^nn+nom+++=engineer's
's ^$++++=EXTRAWORD
boy ^nn++++=boy
brought ^vbd+++xvbn+=brought
word ^nn++++=word
to ^in++++=to
Chino ^np+++??+=Chino
that ^tht+rel+obj++=that
the ^ati++++=the
superintendent ^npt++++=superintendent
wanted ^vbd+++xvbn+=wanted
him ^pp3o+pp3+++=him
at ^rb++++=at
once ^rb"+tm+++=once.
. ^zz++++=EXTRAWORD
Chino ^np+++??+=Chino
found ^vbd+vprv++xvbn+=found
Lockwood ^np+++??+=Lockwood
lying ^vwbg+++xvbg+=lying
upon ^in++++=upon
the ^ati++++=the
old ^jj+atrb+++=old
lounge ^nn++++=lounge
in ^in++++=in
the ^ati++++=the
middle ^jjb+atrb+++=middle
room ^nn++++=room
of ^in++++=of
the ^ati++++=the
office ^nn++++=office,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
foot ^nn++++=foot
in ^in++++=in
bandages ^nns+nom+++=bandages.
. ^zz++++=EXTRAWORD
" ^zz++++="Here's
here ^rn+pl+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
luck ^nn++++=luck,
, ^zz++++=EXTRAWORD
Chino ^np+++??+=Chino,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
exclaimed ^vbd+++xvbnx+=exclaimed,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
Mexican ^nn++++=Mexican
paused ^vbd+++xvbn+=paused
on ^in++++=on
the ^ati++++=the
threshold ^nn++++=threshold.
. ^zz++++=EXTRAWORD
" ^zz++++="Come
come ^vprf+++xvbn+=EXTRAWORD
in ^in++++=in
and ^cc++++=and--shut
-- ^--+clp+++=EXTRAWORD
shut ^j+++xvbn+=EXTRAWORD
the ^ati++++=the
door ^nn++++=door,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
added ^vbd+vpub++xvbnx+=added
in ^in++++=in
a ^at++++=a
lower ^jjr+atrb+++=lower
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
" ^zz++++="Dios!"
dios ^nns+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
murmured ^vbd+++xvbn+=murmured
Chino ^np+++??+=Chino.
. ^zz++++=EXTRAWORD
" ^zz++++="An
an ^at++++=EXTRAWORD
accident ^nn++++=accident?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Rather,"
rather ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
growled ^vbd+++xvbn+=growled
Lockwood ^np+++??+=Lockwood.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^cs+sub+++=EXTRAWORD
fool ^jjb+atrb+++=fool
boy ^nn++++=boy,
, ^zz++++=EXTRAWORD
Davis ^np++++=Davis's
's ^$++++=EXTRAWORD
kid ^nn++++=kid--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
car ^nn++++=car-boy,
- ^zz++++=EXTRAWORD
boy ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know--ran
-- ^--+clp+++=EXTRAWORD
ran ^j+++xvbn+=EXTRAWORD
me ^pp1o+pp1+++=me
down ^rp++++=down
in ^in++++=in
the ^ati++++=the
mine ^nn++++=mine.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
yelled ^vbd+++xvbnx+=yelled
at ^in++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Somehow ^rb++++=Somehow
he ^pp3a+pp3+++=he
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
stop ^vb++++=stop.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
wheels ^nns++++=wheels
went ^vbd+++xvbn+=went
over ^in++++=over
my ^pp$+pp1+++=my
foot ^nn++++=foot--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
the ^ati++++=the
car ^nn++++=car
loaded ^vbd+++xvbn+=loaded,
, ^zz++++=EXTRAWORD
too ^rb++++=too."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Chino ^np+++??+=Chino
shuddered ^vbd+++xvbn+=shuddered
politely ^rb++++=politely.
. ^zz++++=EXTRAWORD
" ^zz++++="Now
now ^rn+tm+++=EXTRAWORD
here ^rn+pl+++=here's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
point ^nn++++=point,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
continued ^vbd+++xvbn+=continued
Lockwood ^np+++??+=Lockwood.
. ^zz++++=EXTRAWORD
" ^zz++++="Um--there's
um--there ^nn+++??+=EXTRAWORD
's ^$++++=EXTRAWORD
nobody ^pn++++=nobody
round ^in++++=round
outside ^jjb++++=outside
there ^rn+pl+++=there?
? ^zz++++=EXTRAWORD
Take ^vb++++=Take
a ^at++++=a
look ^nn++++=look,
, ^zz++++=EXTRAWORD
Chino ^np+++??+=Chino,
, ^zz++++=EXTRAWORD
by ^in++++=by
the ^ati++++=the
window ^nn++++=window
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
All ^abn++++=All
clear ^jj++++=clear,
, ^zz++++=EXTRAWORD
eh ^uh++++=eh?
? ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
here ^rn+pl+++=here's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
point ^nn++++=point.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
brick ^nn++++=brick
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
go ^vb++++=go
in ^in++++=in
to ^to++++=to-night
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
just ^rb+emph+++=just
the ^ati++++=the
same ^ap++++=same,
, ^zz++++=EXTRAWORD
hey ^uh++++=hey?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh--of
oh ^uh++++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
of ^in++++=EXTRAWORD
a ^at++++=a
surety ^nn+++??+=surety,
, ^zz++++=EXTRAWORD
of ^in++++=of
a ^at++++=a
surety ^nn+++??+=surety."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Chino ^np+++??+=Chino
spoke ^vbd+++xvbn+=spoke
in ^in++++=in
Spanish ^nn++++=Spanish.
. ^zz++++=EXTRAWORD
" ^zz++++="Now
now ^rn+tm+++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
want ^vb++++=want
to ^to+vcmp+++=to
let ^vbi++++=let
any ^dti++++=any
one ^cd1++++=one
else ^rb+cnj+++=else
take ^vb++++=take
my ^pp$+pp1+++=my
place ^nn++++=place--you
-- ^--+clp+++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
never ^rb++++=never
can ^md+pos+++=can
tell ^vb++++=tell--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
beggars ^nns++++=beggars
will ^md+prd+++=will
talk ^vb++++=talk.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
all ^abn++++=all
like ^in++++=like
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Chino ^np+++??+=Chino."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Gracias,
gracias ^&fw++++=EXTRAWORD
, ^zz++++=EXTRAWORD
signor ^npt++++=signor.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
an ^at++++=an
honour ^nn++++=honour."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
you ^pp2+pp2+++=you
think ^vb+vprv+tht0++=think
you ^pp2+pp2+++=you
can ^md+pos+++=can
manage ^vb++++=manage
alone ^jj++++=alone?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
guess ^vb++++=guess
you ^pp2+pp2+++=you
can ^md+pos+++=can,
, ^zz++++=EXTRAWORD
hey ^uh++++=hey?
? ^zz++++=EXTRAWORD
No ^at++++=No
reason ^nn++++=reason
why ^wrb+who+++=why
you ^pp2+pp2+++=you
could ^md+pos+++=couldn't."
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Chino ^np+++??+=Chino
shut ^vbd+++xvbn+=shut
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
tight ^jj++++=tight
and ^cc++++=and
put ^vb+++xvbn+=put
up ^rb+phrv+++=up
a ^at++++=a
palm ^nn++++=palm.
. ^zz++++=EXTRAWORD
" ^zz++++="Rest
rest ^vb++++=EXTRAWORD
assured ^vbd+vpub++xvbn+=assured
of ^in++++=of
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
Signor ^npt++++=Signor
Lockwude ^np+++??+=Lockwude.
. ^zz++++=EXTRAWORD
Rest ^vb++++=Rest
assured ^vbd+vpub++xvbn+=assured
of ^in++++=of
that ^dt+pdem+++=that."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
get ^vb++++=get
around ^in++++=around
here ^rn+pl+++=here
about ^in++++=about
nine ^cd++++=nine."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+aux++=is
understood ^vpsv++agls+xvbnx+=understood,
, ^zz++++=EXTRAWORD
signor ^npt++++=signor."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Lockwood ^np+++??+=Lockwood,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vb+hv+vrb++=had
a ^at++++=a
passable ^jj+atrb+++=passable
knowledge ^nn++++=knowledge
of ^in++++=of
telegraphy ^nn++++=telegraphy,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
wired ^vprf+++xvbnx+=wired
to ^in++++=to
the ^ati++++=the
Hill ^nn++++=Hill
for ^in++++=for
the ^ati++++=the
doctor ^nn++++=doctor.
. ^zz++++=EXTRAWORD
About ^in++++=About
suppertime ^nn+++??+=suppertime
one ^cd1++++=one
appeared ^vbd+seem++xvbn+=appeared,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Lockwood ^np+++??+=Lockwood
bore ^vbd+++xvbn+=bore
the ^ati++++=the
pain ^nn++++=pain
of ^in++++=of
the ^ati++++=the
setting ^jj+++xvbg+=setting
with ^in++++=with
such ^abl++++=such
fortitude ^nn++++=fortitude
as ^ql++++=as
he ^pp3a+pp3+++=he
could ^md+pos+++=could
command ^vb++++=command.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
his ^pp$+pp3+++=his
supper ^nn++++=supper
served ^vbd+++xvbn+=served
in ^in++++=in
the ^ati++++=the
office ^nn++++=office.
. ^zz++++=EXTRAWORD
The ^ati++++=The
doctor ^nn++++=doctor
shared ^vbd+++xvbn+=shared
it ^pp3+it+++=it
with ^in++++=with
him ^pp3o+pp3+++=him
and ^cc++++=and
kept ^vbd+++xvbn+=kept
him ^pp3o+pp3+++=him
company ^nn++++=company.
. ^zz++++=EXTRAWORD
During ^in++++=During
the ^ati++++=the
early ^jj+atrb+++=early
hours ^nns++++=hours
of ^in++++=of
the ^ati++++=the
evening ^nn++++=evening
Lockwood ^np+++??+=Lockwood
lay ^vbd+++xvbn+=lay
on ^rb+phrv+++=on
the ^ati++++=the
sofa ^nn++++=sofa
trying ^vb+++xvbg+=trying
to ^to+vcmp+++=to
forget ^vbi+vprv+++=forget
the ^ati++++=the
pain ^nn++++=pain.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
easier ^jjr+atrb+++=easier
way ^nn++++=way
of ^in++++=of
doing ^xvbg+++xvbg+=doing
this ^dt+dem+++=this
than ^in++++=than
by ^in++++=by
thinking ^xvbg+++xvbg+=thinking
of ^in++++=of
Felice ^np+++??+=Felice.
. ^zz++++=EXTRAWORD
Inevitably ^rb++++=Inevitably
his ^pp$+pp3+++=his
thoughts ^nns++++=thoughts
reverted ^vbd+++xvbn+=reverted
to ^in++++=to
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
helpless ^jj+pred+++=helpless,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
could ^md+pos+++=could
secure ^vb++++=secure
no ^at++++=no
diversion ^nn++++=diversion
by ^in++++=by
plunging ^nn++++=plunging
into ^in++++=into
the ^ati++++=the
tunnel ^nn++++=tunnel,
, ^zz++++=EXTRAWORD
giving ^vbg+++xvbg+=giving
up ^rb+phrv+++=up
his ^pp$+pp3+++=his
mind ^nn++++=mind
to ^in++++=to
his ^pp$+pp3+++=his
work ^nn++++=work.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
could ^md+pos+++=could
not ^xnot++not++=not
now ^rn+tm+++=now
take ^vb++++=take
down ^rb+phrv+++=down
his ^pp$+pp3+++=his
gun ^nn++++=gun
and ^cc++++=and
tramp ^nn++++=tramp
the ^ati++++=the
ditch ^nn++++=ditch.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
supine ^nn+++??+=supine,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
longing ^vb+++xvbg+=longing
to ^to+vcmp+++=to
break ^vbi++++=break
through ^in++++=through
the ^ati++++=the
mesh ^nn++++=mesh,
, ^zz++++=EXTRAWORD
wrestle ^vb++++=wrestle
free ^jj++++=free
from ^in++++=from
the ^ati++++=the
complication ^nn+nom+++=complication,
, ^zz++++=EXTRAWORD
gripped ^j+++xvbn+=gripped
him ^pp3o+pp3+++=him
and ^cc++++=and
racked ^vbd+++xvbn+=racked
him ^pp3o+pp3+++=him
with ^in++++=with
all ^abn++++=all
its ^pp$+it+++=its
old ^jj++++=old-time
- ^zz++++=EXTRAWORD
time ^nn++++=EXTRAWORD
force ^nn++++=force.
. ^zz++++=EXTRAWORD
Promptly ^rb++++=Promptly
at ^in++++=at
nine ^cd++++=nine
o'clock ^rb++++=o'clock
the ^ati++++=the
faithful ^jj+atrb+++=faithful
Chino ^np+++??+=Chino
presented ^vwbn+++xvbn+=presented
himself ^ppl+pp3+++=himself
at ^in++++=at
the ^ati++++=the
office ^nn++++=office.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
two ^cd++++=two
horses ^nns++++=horses
that ^tht+rel+subj++=that
were ^vbd+bed+aux++=were
used ^vpsv++by+xvbnx+=used
by ^in++++=by
Lockwood ^np+++??+=Lockwood
as ^in++++=as
saddle ^nn++++=saddle
animals ^nns+nom+++=animals,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^ql++++=as
he ^pp3a+pp3+++=he
entered ^vbd+++xvbnx+=entered
he ^pp3a+pp3+++=he
opened ^vbd+++xvbnx+=opened
his ^pp$+pp3+++=his
coat ^nn++++=coat
and ^cc++++=and
tapped ^vbd+++xvbn+=tapped
the ^ati++++=the
hilt ^nn++++=hilt
of ^in++++=of
a ^at++++=a
pistol ^nn++++=pistol
showing ^vwbg+++xvbg+=showing
from ^in++++=from
his ^pp$+pp3+++=his
trousers ^nns+nom+++=trousers
pocket ^nn++++=pocket,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
wink ^nn++++=wink
and ^cc++++=and
a ^at++++=a
grin ^nn++++=grin.
. ^zz++++=EXTRAWORD
Lockwood ^np+++??+=Lockwood
took ^vbd+++xvbn+=took
the ^ati++++=the
brick ^nn++++=brick
from ^in++++=from
the ^ati++++=the
safe ^jj++++=safe,
, ^zz++++=EXTRAWORD
strapped ^j+++xvbn+=strapped
it ^pp3+it+++=it
into ^in++++=into
the ^ati++++=the
mail ^nn++++=mail-bag,
- ^zz++++=EXTRAWORD
bag ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Chino ^np+++??+=Chino,
, ^zz++++=EXTRAWORD
swinging ^jj+++xvbg+=swinging
it ^pp3+it+++=it
across ^in+pl+++=across
his ^pp$+pp3+++=his
shoulders ^nns+nom+++=shoulders,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
gone ^vpsv++agls+xvbnx+=gone,
, ^zz++++=EXTRAWORD
leaving ^vbg+++xvbg+=leaving
Lockwood ^np+++??+=Lockwood
to ^in++++=to
hop ^nn++++=hop
back ^jjb++++=back
to ^in++++=to
the ^ati++++=the
sofa ^nn++++=sofa,
, ^zz++++=EXTRAWORD
there ^rn+pl+++=there
to ^to++++=to
throw ^vbi++++=throw
himself ^ppl+pp3+++=himself
down ^in++++=down
and ^cc++++=and
face ^nn++++=face
once ^rb+tm+++=once
more ^ql++++=more
his ^pp$+pp3+++=his
trouble ^nn++++=trouble.
. ^zz++++=EXTRAWORD
Iv ^np+++??+=IV.
. ^zz++++=EXTRAWORD
A ^at++++=A
Despatch ^nn++++=DESPATCH
From ^in++++=FROM
The ^ati++++=THE
Express ^jjb++++=EXPRESS
Messenger ^np+nom++??+=MESSENGER
What ^wdt+who+++=What
made ^vprf+++xvbn+=made
it ^pp3+it+++=it
harder ^jjr++++=harder
for ^in++++=for
Lockwood ^np+++??+=Lockwood
just ^rb+emph+++=just
now ^rn+tm+++=now
was ^vbd+bedz+vrb++=was
that ^dt+dem+++=that
even ^rb++++=even
on ^in++++=on
that ^dt+dem+++=that
very ^ql+amp+++=very
day ^np++++=day,
, ^zz++++=EXTRAWORD
in ^in++++=in
spite ^in"++++=spite
of ^in"++++=of
all ^abn++++=all
precaution ^nn+nom+++=precaution,
, ^zz++++=EXTRAWORD
in ^in++++=in
spite ^in"++++=spite
of ^in"++++=of
all ^rb++++=all
good ^jj+atrb+++=good
resolutions ^nns+nom+++=resolutions,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
at ^rb++splt++=at
last ^rb"++++=last
seen ^vprf+++xvbn+=seen
Felice ^np+++??+=Felice.
. ^zz++++=EXTRAWORD
Doubtless ^rb++++=Doubtless
the ^ati++++=the
young ^jj+atrb+++=young
woman ^nn++++=woman
herself ^ppl+pp3+++=herself
had ^vbd+hvd+aux++=had
contrived ^vprf+++xvbnx+=contrived
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but,
, ^zz++++=EXTRAWORD
be ^vb+be+vrb++=be
that ^cs+sub+++=that
as ^ql++++=as
it ^pp3+it+++=it
may ^md+pos+++=may,
, ^zz++++=EXTRAWORD
Lockwood ^np+++??+=Lockwood,
, ^zz++++=EXTRAWORD
returning ^vbg+++xvbg+=returning
from ^in++++=from
a ^at++++=a
tour ^nn++++=tour
of ^in++++=of
inspection ^nn+nom+++=inspection
along ^in++++=along
the ^ati++++=the
ditch ^nn++++=ditch,
, ^zz++++=EXTRAWORD
came ^j+++xvbn+=came
upon ^in++++=upon
her ^pp$+pp3+++=her
not ^xnot++not++=not
far ^rb+pl+++=far
from ^rb"++++=from
camp ^nn++++=camp,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
in ^in++++=in
a ^at++++=a
remote ^jj+atrb+++=remote
corner ^nn++++=corner,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=had
of ^in+emph+++=of
course ^rb+emph"+++=course
demanded ^vwbn+vsua++xvbn+=demanded
why ^wrb+who+whcl++=why
he ^pp3a+pp3+++=he
kept ^vbd+++xvbnx+=kept
away ^rb+phrv+++=away
from ^in"++++=from
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
Lockwood ^np+++??+=Lockwood
said ^vbd+vpub++xvbn+=said
in ^in++++=in
response ^nn++++=response
he ^pp3a+pp3+++=he
could ^md+pos+++=could
not ^xnot++not++=not
now ^rn+tm+++=now
remember ^nn+nom+++=remember;
; ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor,
, ^zz++++=EXTRAWORD
for ^in++++=for
that ^dt+dem+++=that
matter ^nn++++=matter,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
any ^dti++++=any
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
conversation ^nn+nom+++=conversation
very ^ql+amp+++=very
clear ^vb++++=clear
to ^in++++=to
his ^pp$+pp3+++=his
memory ^nn++++=memory.
. ^zz++++=EXTRAWORD
The ^ati++++=The
reason ^nn++++=reason
for ^in++++=for
this ^dt+pdem+++=this
was ^vbd+bedz+vrb++=was
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
as ^ql++++=as
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
leaving ^vbg+++xvbgx+=leaving
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
something ^pn++++=something
of ^in++++=of
more ^rbr++++=more
importance ^nn+nom+++=importance
than ^in++++=than
conversation ^nn+nom+++=conversation
had ^vbd+hvd+aux++=had
happened ^vprf+++xvbnx+=happened.
. ^zz++++=EXTRAWORD
