# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
A ^rb++++=A
I ^pp1a+pp1+++=I
mean ^jj++++=mean."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Robert ^np++++=Robert
waited ^vbd+++xvbn+=waited.
. ^zz++++=EXTRAWORD
Abram ^np+++??+=Abram
sat ^vbd+++xvbn+=sat
in ^in++++=in
the ^ati++++=the
cushioned ^jj+atrb++xvbn+=cushioned
chair ^nn++++=chair
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
distrusted ^vprf+++xvbnx+=distrusted.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
thought ^vbd+++xvbnx+=thought
I ^pp1a+pp1+++=I
knowed ^vbd+++xvbnx+=knowed
what ^wdt+who+++=what
you ^pp2+pp2+++=you
was ^vbd+bedz+vrb++=was
doin ^nn+++??+=doin'
' ^zz++++=EXTRAWORD
up ^rp++++=up
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
Thought ^j+++xvbn+=Thought
you ^pp2+pp2+++=you
had ^vbd+hvd+aux++=had
cooled ^vprf+++xvbnx+=cooled
religion ^nn++++=religion
down ^rp++++=down
till ^cs+sub+++=till
it ^pp3+it+++=it
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
warm ^vb++++=warm
nobody ^pn++++=nobody.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
come ^vb++++=come
to ^to++++=to
see ^vbi+vprv+++=see."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
shook ^vbd+++xvbnx+=shook
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
did ^vbd+dod+vrb++=didn't
n't ^xnot++not++0=EXTRAWORD
understan ^jj+atrb+++=understan'."
'." ^nn+++??+=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
understood ^vbd+vprv++xvbn+=understood
many ^ap++++=many
things ^nns++++=things
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
still ^rb++splt++=still
learning ^vbg+++xvbgx+=learning."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
son ^nn++++=son.
. ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Don't
n't ^xnot++not++0=EXTRAWORD
put ^vb+++xvbn+=put
a ^at++++=a
pillow ^nn++++=pillow
under ^in++++=under
my ^pp$+pp1+++=my
pride ^nn++++=pride.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
it ^pp3+it+++=it
bump ^nn++++=bump
de ^&fw++++=de
floor ^nn++++=floor."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Robert ^np++++=Robert
smiled ^vbd+++xvbn+=smiled.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
did ^vbd+dod+vrb++=didn't
n't ^xnot++not++0=EXTRAWORD
understan ^jj+atrb+++=understan',"
'," ^nn+++??+=EXTRAWORD
Abram ^np+++??+=Abram
repeated ^vbd+++xvbn+=repeated.
. ^zz++++=EXTRAWORD
" ^zz++++="When
when ^wrb+who+++=EXTRAWORD
you ^pp2+pp2+++=you
preached ^vbd+++xvbn+=preached
home ^nr++++=home,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
listened ^vbd+++xvbnx+=listened
for ^in++++=for
thunder ^nn++++=thunder.
. ^zz++++=EXTRAWORD
Did ^vbd+dod+aux++=Didn't
n't ^xnot++not++0=EXTRAWORD
hear ^vb+vprv+++=hear
de ^&fw++++=de
rain ^nn++++=rain."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
church ^nn++++=church
was ^vbd+bedz+aux++=was
crowded ^vpsv++agls+xvbnx+=crowded
the ^ati++++=the
next ^ap++++=next
morning ^nn++++=morning.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
like ^in++++=like
the ^ati++++=the
church ^npl++++=church
at ^rb++++=at
Danvers ^nns+nom++??+=Danvers.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
walls ^nns++++=walls
stood ^vbd+++xvbn+=stood
between ^in++++=between
a ^at++++=a
pawnshop ^nn+++??+=pawnshop
and ^cc++++=and
a ^at++++=a
warehouse ^nn++++=warehouse;
; ^zz++++=EXTRAWORD
wagon ^nn++++=wagon
wheels ^nns++++=wheels
rattled ^vwbn+++xvbn+=rattled
beyond ^in++++=beyond
the ^ati++++=the
windows ^nns++++=windows;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
congregation ^nn+nom+++=congregation
included ^vbd+++xvbn+=included
washerwomen ^vbd+++xvbn+=washerwomen,
, ^zz++++=EXTRAWORD
labourers ^nns+nom+++=labourers,
, ^zz++++=EXTRAWORD
teachers ^nns+nom+++=teachers,
, ^zz++++=EXTRAWORD
sailors ^nns++++=sailors,
, ^zz++++=EXTRAWORD
prosperous ^jj+atrb+++=prosperous
families ^nns++++=families,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
children ^nns++++=children
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
principally ^rb+down+++=principally
because ^cs+cos+++=because
Robert ^np++++=Robert
had ^vbd+hvd+aux++=had
promised ^vprf++tht0+xvbnx+=promised
they ^pp3a+pp3+++=they
might ^md+pos+++=might
sit ^vb++++=sit
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
Abram ^np+++??+=Abram
entered ^vbd+++xvbn+=entered
the ^ati++++=the
pulpit ^nn++++=pulpit
with ^in++++=with
his ^pp$+pp3+++=his
great ^jj+atrb+++=great
Bible ^nn++++=Bible
under ^in++++=under
his ^pp$+pp3+++=his
arm ^nn++++=arm.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
moment ^nn++++=moment
the ^ati++++=the
old ^jj+atrb+++=old
habit ^nn++++=habit
returned ^vbd+++xvbn+=returned.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
shoulders ^nns+nom+++=shoulders
lifted ^vbd+++xvbn+=lifted;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
voice ^nn++++=voice
sought ^vbd+++xvbn+=sought
its ^pp$+it+++=its
ancient ^jj+atrb+++=ancient
resonance ^nn+nom+++=resonance.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
text ^nn++++=text,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
began ^vbd+++xvbnx+=began,
, ^zz++++=EXTRAWORD
" ^zz++++="is
is ^vbz+bez+vrb++=EXTRAWORD
from ^in++++=from
de ^&fw++++=de
prophet ^nn++++=prophet
Isaiah ^np++++=Isaiah:
: ^zz++++=EXTRAWORD
' ^zz++++='A
a ^rb++++=EXTRAWORD
little ^rb"++++=little
child ^nn++++=child
shall ^md+prd+++=shall
lead ^vb++++=lead
them. ^nn+++??+=them.'"
'" ^nn+++??+=EXTRAWORD
An ^at++++=An
answering ^jj+atrb++xvbg+=answering
murmur ^nn++++=murmur
rose ^vbd+++xvbn+=rose
from ^in++++=from
the ^ati++++=the
older ^jjr+atrb+++=older
members ^nns+nom+++=members.
. ^zz++++=EXTRAWORD
Abram ^np+++??+=Abram
looked ^vbd+++xvbn+=looked
down ^rp++++=down
and ^cc++++=and
saw ^vbd+vprv++xvbn+=saw
Joe ^np++++=Joe
in ^in++++=in
a ^at++++=a
clean ^jj+atrb+++=clean
shirt ^nn++++=shirt,
, ^zz++++=EXTRAWORD
Benny ^np+++??+=Benny
pale ^nn++++=pale
but ^cc++++=but
recovering ^vbg+++xvbg+=recovering,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Sam ^nn++++=Sam
leaning ^vwbg+++xvbg+=leaning
against ^in++++=against
the ^ati++++=the
pew ^nn+++??+=pew
in ^in++++=in
complete ^jj+atrb+++=complete
confidence ^nn+nom+++=confidence
that ^tht+vcmp+obj++=that
Robert ^np++++=Robert
would ^md+prd+++=would
not ^xnot++not++=not
permit ^vb++++=permit
him ^pp3o+pp3+++=him
to ^to++++=to
be ^vbi+vbi+aux++=be
turned ^vpsv++agls+xvbnx+=turned
out ^rb+phrv+++=out.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
been ^vb+vbd+vrb+xvbnx+=been
preachin ^nn+++??+=preachin'
' ^zz++++=EXTRAWORD
a ^at++++=a
long ^jj+atrb+++=long
time ^nn++++=time,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Abram ^np+++??+=Abram
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Long
long ^rb++++=EXTRAWORD
enough ^qlp++++=enough
to ^in++++=to
git ^np++++=git
proud ^jj++++=proud
of ^in++++=of
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
make ^vb++++=make
folks ^nns++++=folks
cry ^nn++++=cry.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
I ^pp1a+pp1+++=I
could ^md+pos+++=could
make ^vb++++=make
them ^pp3o+pp3+++0='em
shout ^vb++++=shout.
. ^zz++++=EXTRAWORD
And ^cc+cls+++0=An'
after ^cs+sub+++=after
dey ^nn+++??+=dey
shouted ^vbd+vpub++xvbn+=shouted,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
reckoned ^vbd+vprv++xvbnx+=reckoned
de ^&fw++++=de
Lord ^npt++++=Lord
had ^vbd+hvd+aux++=had
done ^vprf+++xvbnx+=done
His ^pp$+pp3+++=His
work ^nn++++=work."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
voice ^nn++++=voice
softened ^vbd+++xvbn+=softened.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
de ^&fw++++=de
Lord ^npt++++=Lord
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
always ^rb++++=always
in ^in++++=in
de ^&fw++++=de
noise ^nn++++=noise.
. ^zz++++=EXTRAWORD
Elijah ^np++++=Elijah
learned ^vbd+++xvbn+=learned
dat ^nn+++??+=dat,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Abram ^np+++??+=Abram
Dixon ^np++++=Dixon
had ^md"++pmd"++=had
to ^md+nec+++=to
come ^vb++++=come
all ^abn++++=all
de ^&fw++++=de
way ^nn++++=way
to ^in++++=to
dis ^np++++=dis
city ^nn++++=city
to ^to++++=to
find ^vbi+vprv+++=find
it ^pp3+it+++=it
out ^rp+pl+++=out."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
gentle ^jj+atrb+++=gentle
laughter ^nn+nom+++=laughter.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
had ^vb+hv+vrb++=had
a ^at++++=a
son ^nn++++=son
went ^vbd+++xvbn+=went
off ^rp+pl+++=off
to ^in++++=to
school ^nn++++=school.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
come ^vb++++=come
home ^nr++++=home
talkin ^nn+++??+=talkin'
' ^zz++++=EXTRAWORD
quiet ^jj++++=quiet
' ^zz++++='bout
bout ^nn++++=EXTRAWORD
clean ^jj+atrb+++=clean
houses ^nns++++=houses,
, ^zz++++=EXTRAWORD
honest ^jj+atrb+++=honest
scales ^nns++++=scales,
, ^zz++++=EXTRAWORD
books ^nns++++=books
for ^in++++=for
children ^nns++++=children,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
bread ^nn++++=bread
for ^in++++=for
de ^&fw++++=de
hungry ^jj++++=hungry.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
' ^zz++++='Where
where ^wrb+who+++=EXTRAWORD
de ^&fw++++=de
religion ^nn++++=religion?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+vrb++=didn't
n't ^xnot++not++0=EXTRAWORD
understan ^jj+atrb+++=understan'.
'. ^nn+++??+=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
friends ^nns++++=friends,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+vrb++=didn't
n't ^xnot++not++0=EXTRAWORD
understan ^jj+atrb+++=understan'."
'." ^nn+++??+=EXTRAWORD
He ^pp3a+pp3+++=He
told ^vbd+vpub++xvbnx+=told
them ^pp3o+pp3+++=them
of ^in++++=of
the ^ati++++=the
wet ^jj+atrb+++=wet
child ^nn++++=child
at ^in++++=at
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
the ^ati++++=the
sick ^jj+atrb+++=sick
boy ^nn++++=boy
in ^in++++=in
the ^ati++++=the
upper ^jjb+atrb+++=upper
room ^nn++++=room,
, ^zz++++=EXTRAWORD
the ^ati++++=the
loaf ^nn++++=loaf
beneath ^in+pl+++=beneath
Joe ^np++++=Joe's
's ^$++++=EXTRAWORD
coat ^nn++++=coat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
school ^nn++++=school
beside ^in+pl+++=beside
the ^ati++++=the
stove ^nn++++=stove.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+aux++=did
not ^xnot++not++=not
make ^vb++++=make
Robert ^np++++=Robert
a ^at++++=a
hero ^nn++++=hero,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
knew ^vbd+vprv+tht0+xvbnx+=knew
his ^pp$+pp3+++=his
son ^nn++++=son
would ^md+prd+++=would
suffer ^vb++++=suffer
under ^in++++=under
public ^nn++++=public
praise ^vb++++=praise.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
spoke ^vbd+++xvbnx+=spoke
instead ^rb+cnj+++=instead
of ^in++++=of
a ^at++++=a
gospel ^nn++++=gospel
that ^tht+rel+subj++=that
walked ^vprf+++xvbn+=walked
up ^rp++++=up
broken ^xvbn+++xvbn+=broken
stairs ^nns++++=stairs,
, ^zz++++=EXTRAWORD
entered ^jj+atrb++xvbn+=entered
police ^nns++++=police
stations ^nns+nom+++=stations,
, ^zz++++=EXTRAWORD
bargained ^j+++xvbn+=bargained
with ^in++++=with
bakers ^nns++++=bakers,
, ^zz++++=EXTRAWORD
washed ^xvbn+++xvbn+=washed
small ^jj+atrb+++=small
faces ^nns++++=faces,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sat ^vbd+++xvbn+=sat
patiently ^rb++++=patiently
beside ^in+pl+++=beside
ignorance ^nn+nom+++=ignorance.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
used ^md"++pmd"++=used
to ^to++++=to
think ^vb+vprv+++=think
preachin ^nn+++??+=preachin'
' ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
tellin ^nn+++??+=tellin'
' ^zz++++=EXTRAWORD
folks ^nns++++=folks
' ^zz++++='bout
bout ^nn++++=EXTRAWORD
de ^&fw++++=de
road ^npl++++=road,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
sometimes ^rb++++=sometimes
preachin ^nn+++??+=preachin'
' ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
pickin ^nn+++??+=pickin'
' ^zz++++=EXTRAWORD
up ^rp++++=up
a ^at++++=a
child ^nn++++=child
dat ^nn+++??+=dat
fell ^vbd+++xvbn+=fell
in ^in++++=in
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
bread ^nn++++=bread.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
soap ^nn++++=soap.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
standin ^nn+++??+=standin'
' ^zz++++=EXTRAWORD
it ^pp3+it+++0='tween
ween ^vbd+++xvbn+=EXTRAWORD
a ^rb++++=a
little ^rb"++++=little
boy ^nn++++=boy
and ^cc++++0=an'
a ^at++++=a
prison ^nn++++=prison
door ^nn++++=door."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
words ^nns++++=words
gathered ^vbd+++xvbn+=gathered
force ^nn++++=force,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
the ^ati++++=the
old ^jj+atrb+++=old
force ^nn++++=force.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
warmth ^nn++++=warmth
without ^in++++=without
display ^nn++++=display,
, ^zz++++=EXTRAWORD
emotion ^nn+nom+++=emotion
disciplined ^jj++++=disciplined
by ^in++++=by
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
seen ^vprf+++xvbnx+=seen.
. ^zz++++=EXTRAWORD
" ^zz++++="Dat
dat ^nn+++??+=EXTRAWORD
officer ^nn++++=officer
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
' ^zz++++='On
on ^in++++=EXTRAWORD
trial ^nn++++=trial.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir.
. ^zz++++=EXTRAWORD
Joe ^np++++=Joe
was ^vbd+bedz+vrb++=was
on ^in++++=on
trial ^nn++++=trial.
. ^zz++++=EXTRAWORD
De ^&fw++++=De
baker ^np++++=baker
was ^vbd+bedz+vrb++=was
on ^in++++=on
trial ^nn++++=trial.
. ^zz++++=EXTRAWORD
De ^&fw++++=De
city ^nn++++=city
was ^vbd+bedz+vrb++=was
on ^in++++=on
trial ^nn++++=trial.
. ^zz++++=EXTRAWORD
De ^&fw++++=De
church ^npl++++=church
was ^vbd+bedz+vrb++=was
on ^in++++=on
trial ^nn++++=trial.
. ^zz++++=EXTRAWORD
And ^cc+cls+++0=An'
a ^at++++=a
old ^jj+atrb+++=old
preacher ^nn+nom+++=preacher
from ^in++++=from
Danvers ^nns+nom++??+=Danvers
was ^vbd+bedz+vrb++=was
on ^in++++=on
trial ^nn++++=trial
too ^rb++++=too."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Joe ^np++++=Joe
stared ^vbd+++xvbn+=stared
at ^rb++++=at
his ^pp$+pp3+++=his
shoes ^nns++++=shoes.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^rb++++=EXTRAWORD
little ^rb"++++=little
child ^nn++++=child
led ^vbd+++xvbn+=led
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
More ^rbr++++=More'n
'n ^nn+++??+=EXTRAWORD
one ^cd1++++=one
little ^jj+atrb+++=little
child ^nn++++=child.
. ^zz++++=EXTRAWORD
Dey ^np+++??+=Dey
led ^vbd+++xvbn+=led
me ^pp1o+pp1+++=me
up ^rp++++=up
dem ^&fw++++=dem
stairs ^nns++++=stairs.
. ^zz++++=EXTRAWORD
Dey ^np+++??+=Dey
led ^vbd+++xvbn+=led
me ^pp1o+pp1+++=me
down ^rp++++=down
by ^in++++=by
de ^&fw++++=de
wharf ^nn++++=wharf.
. ^zz++++=EXTRAWORD
Dey ^np+++??+=Dey
led ^vbd+++xvbn+=led
me ^pp1o+pp1+++=me
into ^in++++=into
dis ^np++++=dis
church ^nn++++=church.
. ^zz++++=EXTRAWORD
And ^cc+cls+++0=An'
my ^pp$+pp1+++=my
son ^nn++++=son
" ^zz++++="
Abram ^np+++??+=Abram
paused ^vbd+++xvbn+=paused.
. ^zz++++=EXTRAWORD
Robert ^np++++=Robert,
, ^zz++++=EXTRAWORD
seated ^j+++xvbn+=seated
below ^rb++++=below,
, ^zz++++=EXTRAWORD
lowered ^j+++xvbn+=lowered
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
son ^nn++++=son
walked ^vbd+++xvbn+=walked
wid ^in++++=wid
' ^zz++++='em."
em ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
church ^nn++++=church
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
still ^rb++++=still.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
came ^vbd+++xvbnx+=came
here ^rn+pl+++=here
thinkin ^nn+++??+=thinkin'
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
might ^md+pos+++=might
set ^xvbn+++xvbn+=set
dis ^np++++=dis
young ^jj+atrb+++=young
preacher ^nn+nom+++=preacher
right ^nn++++=right.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
tell ^vb++++=tell
you ^pp2+pp2+++=you
today ^nr+tm+++=today,
, ^zz++++=EXTRAWORD
de ^&fw++++=de
Lord ^npt++++=Lord
has ^vbz+hvz+aux++=has
set ^vprf+++xvbnx+=set
me ^pp1o+pp1+++=me
right ^jj++++=right.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
been ^vprf+ben+aux+xvbnx+=been
converted ^vpsv++agls+xvbnx+=converted."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
An ^at++++=An
old ^jj+atrb+++=old
woman ^nn++++=woman
near ^in+pl+++=near
the ^ati++++=the
aisle ^nn++++=aisle
whispered ^vbd+++xvbn+=whispered,
, ^zz++++=EXTRAWORD
" ^zz++++="Bless
bless ^vb++++=EXTRAWORD
God ^nn++++=God."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am,"
'am," ^nn+++??+=EXTRAWORD
Abram ^np+++??+=Abram
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Converted
converted ^jj+++xvbn+=EXTRAWORD
after ^in++++=after
forty ^cd++++=forty-two
- ^zz++++=EXTRAWORD
two ^cd++++=EXTRAWORD
years ^nns++++=years
in ^in++++=in
de ^&fw++++=de
pulpit ^nn++++=pulpit.
. ^zz++++=EXTRAWORD
Shows ^vbz+vprv+++=Shows
you ^pp2+pp2+++=you
better ^jjr++++=better
keep ^vb++++=keep
watch ^nn++++=watch.
. ^zz++++=EXTRAWORD
Devil ^nn++++=Devil
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
take ^vb++++=take
no ^at++++=no
vacation ^nn+nom+++=vacation,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
neither ^dt++neg++=neither
does ^vbz+doz+vrb++=does
pride ^nn++++=pride."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
laughter ^nn+nom+++=laughter
that ^tht+rel+subj++=that
followed ^vwbn+vprv++xvbn+=followed
had ^vb+hv+vrb++=had
tears ^nns++++=tears
within ^in++++=within
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Abram ^np+++??+=Abram
closed ^vbd+++xvbn+=closed
his ^pp$+pp3+++=his
Bible ^nn++++=Bible.
. ^zz++++=EXTRAWORD
" ^zz++++="Feed
feed ^nn++++=EXTRAWORD
de ^&fw++++=de
lambs ^nns++++=lambs,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
only ^rb+down+++=only
wid ^in++++=wid
words ^nns++++=words.
. ^zz++++=EXTRAWORD
Feed ^nn++++=Feed
them ^pp3o+pp3+++0='em
bread ^nn++++=bread.
. ^zz++++=EXTRAWORD
Feed ^nn++++=Feed
them ^pp3o+pp3+++0='em
truth ^nn++++=truth.
. ^zz++++=EXTRAWORD
Feed ^nn++++=Feed
them ^pp3o+pp3+++0='em
kindness ^nns+nom+++=kindness.
. ^zz++++=EXTRAWORD
Feed ^nn++++=Feed
them ^pp3o+pp3+++0='em
a ^at++++=a
chance ^nn++++=chance.
. ^zz++++=EXTRAWORD
And ^cc+cls+++0=An'
when ^wrb+who+++=when
you ^pp2+pp2+++=you
done ^vbd+++xvbn+=done
dat ^nn+++??+=dat,
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
boast ^vb+vpub+tht0++=boast
you ^pp2+pp2+++=you
brought ^vbd+++xvbn+=brought
Christ ^np++++=Christ
to ^to++++=to
' ^zz++++='em.
em ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
Look ^vb++++=Look
close ^jj++++=close.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
may ^md+pos+++=may
find ^vb+vprv+tht0++=find
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
already ^rb++++=already
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
waitin ^nn+++??+=waitin'
' ^zz++++=EXTRAWORD
for ^in++++=for
you ^pp2+pp2+++=you
to ^to++++=to
come ^vbi++++=come."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
shout ^nn++++=shout
at ^in++++=at
the ^ati++++=the
end ^nn++++=end,
, ^zz++++=EXTRAWORD
no ^at++++=no
storm ^nn++++=storm
of ^in++++=of
exhortation ^nn+nom+++=exhortation.
. ^zz++++=EXTRAWORD
The ^ati++++=The
congregation ^nn+nom+++=congregation
remained ^vbd+++xvbn+=remained
silent ^jj++++=silent
for ^in++++=for
a ^at++++=a
breath ^nn++++=breath,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
began ^vbd+++xvbn+=began
to ^to++++=to
sing ^vbi++++=sing.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
the ^ati++++=the
service ^nn++++=service
Abram ^np+++??+=Abram
stood ^vbd+++xvbn+=stood
at ^rb++++=at
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
shaking ^jj+atrb++xvbg+=shaking
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
Joe ^np++++=Joe
approached ^vbd+++xvbn+=approached
last ^rb++++=last.
. ^zz++++=EXTRAWORD
" ^zz++++="Reverend,"
reverend ^npt++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
boy ^nn++++=boy
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="was
was ^vbd+bedz+aux++=EXTRAWORD
you ^pp2+pp2+++=you
talking ^vbg+++xvbg+=talking
about ^rb++++=about
me ^pp1o+pp1+++=me?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
