At ^in++++=At
from ^in++++=from
disuse ^nn+++??+=disuse,
, ^zz++++=EXTRAWORD
became ^j+++xvbn+=became
younger ^jjr++++=younger;
; ^zz++++=EXTRAWORD
hers ^pp$$++++=hers
lost ^xvbn+++xvbn+=lost
something ^pn++++=something
of ^in++++=of
its ^pp$+it+++=its
guarded ^jj+atrb++xvbn+=guarded
precision ^nn++++=precision.
. ^zz++++=EXTRAWORD
Red ^jj+atrb+++=Red
Gulch ^np+++??+=Gulch
watched ^vbd+++xvbn+=watched
them ^pp3o+pp3+++=them
with ^in++++=with
benevolent ^jj+atrb+++=benevolent
discretion ^nn+nom+++=discretion.
. ^zz++++=EXTRAWORD
The ^ati++++=The
men ^nns++++=men
removed ^vwbn+++xvbn+=removed
certain ^jj+atrb+++=certain
pictures ^nns++++=pictures
from ^in++++=from
the ^ati++++=the
Magnolia ^np+++??+=Magnolia
parlor ^nn++++=parlor
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
entered ^vbd+++xvbnx+=entered
to ^to++++=to
collect ^vbi++++=collect
money ^nn++++=money
for ^in++++=for
the ^ati++++=the
school ^nn++++=school
roof ^nn++++=roof.
. ^zz++++=EXTRAWORD
Profanity ^np+nom++??+=Profanity
diminished ^vbd+++xvbn+=diminished
in ^in++++=in
her ^pp$+pp3+++=her
neighborhood ^nn+nom+++=neighborhood,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
it ^pp3+it+++=it
burst ^vbd+++xvbn+=burst
forth ^np++++=forth
with ^in++++=with
accumulated ^jj+atrb++xvbn+=accumulated
force ^nn++++=force
after ^in++++=after
her ^pp3o+pp3+++=her
departure ^nn++++=departure.
. ^zz++++=EXTRAWORD
Once ^rb+cnj+++=Once,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
a ^at++++=a
stranger ^nn++++=stranger
made ^vbd+++xvbn+=made
a ^at++++=a
jest ^nn++++=jest
concerning ^in++++=concerning
the ^ati++++=the
teacher ^nn++++=teacher,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
requested ^vpsv++by+xvbnx+=requested
by ^in++++=by
six ^cd++++=six
citizens ^nns++++=citizens
to ^to++++=to
select ^vbi++++=select
the ^ati++++=the
weapon ^nn++++=weapon
in ^in++++=in
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
felt ^vbd+vprv++xvbnx+=felt
least ^rbt++++=least
incompetent ^jj++++=incompetent.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
no ^at++++=no
word ^nn++++=word
passed ^vbd+++xvbn+=passed
between ^in++++=between
Miss ^npt++++=Miss
Mary ^np++++=Mary
and ^cc++++=and
Sandy ^np++++=Sandy
that ^tht+rel+subj++=that
could ^md+pos+++=could
be ^vb+be+aux++=be
called ^vpsv++agls+xvbnx+=called
a ^at++++=a
declaration ^nn+nom+++=declaration.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
affection ^nn+nom+++=affection
lived ^vbd+++xvbn+=lived
in ^in++++=in
small ^jj+atrb+++=small
services ^nns++++=services,
, ^zz++++=EXTRAWORD
altered ^xvbn+++xvbn+=altered
paths ^nns++++=paths,
, ^zz++++=EXTRAWORD
pauses ^nns+++??+=pauses
at ^rb++++=at
gates ^nns++++=gates,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
azaleas ^nns++++=azaleas
laid ^vbd+++xvbn+=laid
freshly ^rb++++=freshly
upon ^in++++=upon
the ^ati++++=the
desk ^nn++++=desk.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
each ^dt++++=each
believed ^jj+++xvbn+=believed
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
time ^nn++++=time.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
in ^in++++=in
September ^nr+nom+++=September
a ^at++++=a
letter ^nn++++=letter
came ^vbd+++xvbn+=came
from ^in+ppvb+++=from
the ^ati++++=the
East ^np+pl+++=East.
. ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Mary ^np++++=Mary
read ^vbd+vprv++xvbn+=read
it ^pp3+it+++=it
twice ^rb++++=twice
beneath ^in+pl+++=beneath
the ^ati++++=the
schoolhouse ^nn+++??+=schoolhouse
window ^nn++++=window.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
aunt ^npt++++=aunt
was ^vbd+bedz+vrb++=was
ill ^jj+pred+++=ill.
. ^zz++++=EXTRAWORD
A ^at++++=A
position ^nn+nom+++=position
awaited ^vbd+++xvbn+=awaited
her ^pp$+pp3+++=her
in ^in++++=in
a ^at++++=a
girls ^nns++++=girls'
' ^zz++++=EXTRAWORD
academy ^nn++++=academy
near ^in+pl+++=near
Boston ^np++++=Boston.
. ^zz++++=EXTRAWORD
The ^ati++++=The
letter ^nn++++=letter
spoke ^vbd+++xvbn+=spoke
of ^in++++=of
duty ^nn++++=duty,
, ^zz++++=EXTRAWORD
opportunity ^nn+nom+++=opportunity,
, ^zz++++=EXTRAWORD
family ^nn++++=family,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
climate ^nn+nom+++=climate;
; ^zz++++=EXTRAWORD
four ^cd++++=four
respectable ^jj+atrb+++=respectable
powers ^nns++++=powers
against ^in++++=against
which ^whp+rel+pied++=which
Red ^jj+atrb+++=Red
Gulch ^np+++??+=Gulch
could ^md+pos+++=could
oppose ^vb++++=oppose
only ^rb+down+++=only
a ^at++++=a
blond ^jj++++=blond-bearded
- ^zz++++=EXTRAWORD
bearded ^jj+atrb+++=EXTRAWORD
miner ^nn++++=miner,
, ^zz++++=EXTRAWORD
a ^at++++=a
dusty ^jj+atrb+++=dusty
schoolhouse ^nn+++??+=schoolhouse,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
bush ^nn++++=bush
of ^in++++=of
scarlet ^jj+atrb+++=scarlet
flowers ^nns+nom+++=flowers.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
gave ^vbd+++xvbnx+=gave
notice ^vb+vprv+++=notice
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
would ^md+prd+++=would
leave ^vb++++=leave
in ^in++++=in
ten ^cd++++=ten
days ^nns++++=days.
. ^zz++++=EXTRAWORD
The ^ati++++=The
settlement ^nn+nom+++=settlement
received ^vbd+++xvbn+=received
the ^ati++++=the
announcement ^nn+nom+++=announcement
badly ^rb++++=badly.
. ^zz++++=EXTRAWORD
The ^ati++++=The
trustees ^nns+nom+++=trustees
offered ^vbd+++xvbn+=offered
increased ^vprf+++xvbn+=increased
wages ^nns++++=wages,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
the ^ati++++=the
treasury ^np++++=treasury
contained ^vbd+++xvbn+=contained
only ^rb+down+++=only
seven ^cd++++=seven
dollars ^nns++++=dollars
and ^cc++++=and
a ^at++++=a
claim ^nn++++=claim
against ^in++++=against
a ^at++++=a
deceased ^jj+atrb+++=deceased
muleteer ^nn+nom+++=muleteer.
. ^zz++++=EXTRAWORD
The ^ati++++=The
children ^nns++++=children
cried ^vbd+++xvbn+=cried.
. ^zz++++=EXTRAWORD
Yuba ^np+++??+=Yuba
Bill ^nn++++=Bill
swore ^vbd+vpub++xvbn+=swore
privately ^rb++++=privately
and ^cc+phrs+++=and
then ^rn+tm+++=then
denied ^vbd+vpub++xvbn+=denied
it ^pp3+it+++=it
publicly ^rb++++=publicly.
. ^zz++++=EXTRAWORD
Sandy ^np++++=Sandy
said ^vbd+vpub++xvbn+=said
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
For ^in++++=For
nine ^cd++++=nine
days ^nns++++=days
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=did
not ^xnot++not++=not
come ^vb++++=come
to ^in++++=to
the ^ati++++=the
schoolhouse ^nn+++??+=schoolhouse.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
evening ^nn++++=evening
before ^in++++=before
her ^pp$+pp3+++=her
departure ^nn++++=departure,
, ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Mary ^np++++=Mary
remained ^vbd+++xvbn+=remained
late ^jj++++=late,
, ^zz++++=EXTRAWORD
arranging ^vbg+vsua++xvbg+=arranging
copybooks ^nns+++??+=copybooks,
, ^zz++++=EXTRAWORD
labeling ^nn+nom+++=labeling
primers ^nns+nom+++=primers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
leaving ^jj+atrb++xvbg+=leaving
instructions ^nns+nom+++=instructions
for ^in++++=for
a ^at++++=a
successor ^nn++++=successor
not ^xnot++not++=not
yet ^rb++++=yet
discovered ^vbd+vprv++xvbn+=discovered.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sunset ^nn++++=sunset
entered ^vbd+++xvbn+=entered
through ^in++++=through
the ^ati++++=the
western ^jj+atrb+++=western
windows ^nns++++=windows
and ^cc++++=and
lay ^vpsv++agls+xvbn+=lay
in ^in++++=in
red ^jj+atrb+++=red
bars ^nns++++=bars
across ^in+pl+++=across
the ^ati++++=the
benches ^nns++++=benches.
. ^zz++++=EXTRAWORD
Outside ^jjb+atrb+++=Outside,
, ^zz++++=EXTRAWORD
Red ^jj+atrb+++=Red
Gulch ^np+++??+=Gulch
glittered ^vbd+++xvbn+=glittered
harshly ^rb++++=harshly
the ^ati++++=the
tin ^nn++++=tin
roofs ^nns++++=roofs,
, ^zz++++=EXTRAWORD
the ^ati++++=the
saloon ^nn++++=saloon
windows ^nns++++=windows,
, ^zz++++=EXTRAWORD
the ^ati++++=the
wet ^jj+atrb+++=wet
boards ^nns++++=boards
of ^in++++=of
the ^ati++++=the
sluice ^nn+++??+=sluice
while ^cs+sub+++=while
above ^jjb++++=above
it ^pp3+it+++=it
the ^ati++++=the
pines ^nns++++=pines
darkened ^vbd+++xvbn+=darkened
against ^in++++=against
a ^at++++=a
sky ^nn++++=sky
of ^in++++=of
faded ^jj+atrb++xvbn+=faded
gold ^nn++++=gold.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
no ^at++++=no
azaleas ^nns++++=azaleas
on ^rp++++=on
her ^pp3o+pp3+++=her
desk ^nn++++=desk.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
she ^pp3a+pp3+++=she
put ^vbd+++xvbnx+=put
on ^rb+phrv+++=on
her ^pp$+pp3+++=her
bonnet ^nn++++=bonnet.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
fingers ^nns+nom+++=fingers
trembled ^vbd+++xvbn+=trembled
at ^rb++++=at
the ^ati++++=the
strings ^nns++++=strings,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
obliged ^jj++agls+xvbnx+=obliged
to ^to+jcmp+++=to
begin ^vbi++++=begin
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
looked ^vbd+++xvbnx+=looked
toward ^in++++=toward
the ^ati++++=the
door ^nn++++=door
once ^rb+cnj+++=once,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
lowered ^jj+++xvbn+=lowered
her ^pp3o+pp3+++=her
eyelids ^nns++++=eyelids
with ^in++++=with
something ^pn++++=something
of ^in++++=of
the ^ati++++=the
old ^jj+atrb+++=old
defensive ^jj+atrb+++=defensive
movement ^nn+nom+++=movement.
. ^zz++++=EXTRAWORD
A ^at++++=A
shadow ^nn++++=shadow
crossed ^vbd+++xvbn+=crossed
the ^ati++++=the
threshold ^nn++++=threshold.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
Sandy ^jj++++=Sandy.
. ^zz++++=EXTRAWORD
A ^at++++=A
woman ^nn++++=woman
stood ^vbd+++xvbn+=stood
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
thin ^jj++++=thin
and ^cc++++=and
dark ^nn++++=dark,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
shawl ^nn++++=shawl
drawn ^vwbn+++xvbn+=drawn
over ^in++++=over
her ^pp$+pp3+++=her
head ^jjb++++=head.
. ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Mary ^np++++=Mary
recognized ^vwbn+vprv++xvbn+=recognized
Tommy ^np++++=Tommy's
's ^$++++=EXTRAWORD
mother ^nn++++=mother,
, ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Lyle ^np++++=Lyle,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
the ^ati++++=the
title ^nn++++=title
was ^vbd+bedz+vrb++=was
one ^cd1++++=one
Red ^jj+atrb+++=Red
Gulch ^np+++??+=Gulch
bestowed ^vbd+++xvbn+=bestowed
out ^rp+pl+++=out
of ^in++++=of
courtesy ^nn++++=courtesy
rather ^rb++++=rather
than ^in++++=than
evidence ^nn+nom+++=evidence.
. ^zz++++=EXTRAWORD
The ^ati++++=The
woman ^nn++++=woman's
's ^$++++=EXTRAWORD
face ^nn++++=face,
, ^zz++++=EXTRAWORD
ordinarily ^rb++++=ordinarily
hard ^jj++++=hard
with ^in++++=with
watchfulness ^nns+nom+++=watchfulness,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
colorless ^jj+pred+++=colorless.
. ^zz++++=EXTRAWORD
" ^zz++++="You're
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+vrb++0=EXTRAWORD
goin ^nn+++??+=goin'
' ^zz++++=EXTRAWORD
tomorrow ^nr+tm+++=tomorrow?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Take
take ^vb++++=EXTRAWORD
Tommy ^np++++=Tommy."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Mary ^np++++=Mary
thought ^vbd+++xvbn+=thought
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
misunderstood ^vprf+++xvbn+=misunderstood.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
say ^vb+vpub+++=say?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Take
take ^vb++++=EXTRAWORD
him ^pp3o+pp3+++=him
with ^in++++=with
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
East ^np+pl+++=East.
. ^zz++++=EXTRAWORD
Anywhere ^rb++++=Anywhere.
. ^zz++++=EXTRAWORD
Do ^vb+do+vrb++=Don't
n't ^xnot++not++0=EXTRAWORD
leave ^nn++++=leave
him ^pp3o+pp3+++=him
here ^rn+pl+++=here."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
woman ^nn++++=woman
came ^vbd+++xvbn+=came
forward ^rb++++=forward.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
hands ^nns++++=hands
moved ^vbd+++xvbn+=moved
beneath ^in+pl+++=beneath
the ^ati++++=the
shawl ^nn++++=shawl
and ^cc++++=and
clasped ^vwbn+++xvbn+=clasped
each ^ppls++++=each
other ^ap++++=other
with ^in++++=with
desperate ^jj+atrb+++=desperate
pressure ^nn++++=pressure.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
cannot ^md+pos+not++=cannot
take ^vb++++=take
another ^dt++++=another
person ^nn++++=person's
's ^$++++=EXTRAWORD
child ^nn++++=child,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Miss ^npt++++=Miss
Mary ^np++++=Mary.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+aux++=are
distressed ^vpsv++agls+xvbnx+=distressed.
. ^zz++++=EXTRAWORD
Sit ^vb++++=Sit
down ^rb+phrv+++=down."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
want ^vb++++=want
to ^to+vcmp+++=to
sit ^vbi++++=sit.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
want ^vb++++=want
you ^pp2+pp2+++=you
to ^to++++=to
hear ^vbi+vprv+++=hear
me ^pp1o+pp1+++=me
before ^cs+sub+++=before
I ^pp1a+pp1+++=I
lose ^vb++++=lose
my ^pp$+pp1+++=my
nerve ^nn++++=nerve.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
good ^jj+atrb+++=good
boy ^nn++++=boy.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
know ^vb+vprv+tht0++=know
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
learns ^vbz+vprv+++=learns
quick ^jj++++=quick."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
like ^in++++=like
me ^pp1o+pp1+++=me
yet ^rb++++=yet."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Mary ^np++++=Mary's
's ^$++++=EXTRAWORD
expression ^nn++++=expression
changed ^vbd+++xvbn+=changed.
. ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said
gently ^rb++++=gently.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+vrb++=is
like ^in++++=like
you ^pp2+pp2+++=you
in ^in++++=in
many ^ap++++=many
things ^nns++++=things."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
woman ^nn++++=woman
gave ^vbd+++xvbn+=gave
a ^at++++=a
sharp ^jj+atrb+++=sharp,
, ^zz++++=EXTRAWORD
unbelieving ^jj+atrb++xvbg+=unbelieving
laugh ^nn++++=laugh.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+tht0++=know
you ^pp2+pp2+++=you
love ^nn++++=love
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
At ^rb++++=At
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Lyle ^np++++=Lyle
sank ^vbd+++xvbn+=sank
upon ^in++++=upon
the ^ati++++=the
nearest ^jjt+atrb+++=nearest
bench ^nn++++=bench.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
shawl ^nn++++=shawl
slipped ^vbd+++xvbn+=slipped
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
old ^jj++++=old;
; ^zz++++=EXTRAWORD
indeed ^rb+cnj+++=indeed,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
dying ^jj+++xvbg+=dying
light ^jj++++=light
there ^ex+pex+++=there
remained ^vprf+++xvbn+=remained
about ^rb++++=about
her ^pp3o+pp3+++=her
mouth ^nn++++=mouth
the ^ati++++=the
wreck ^nn++++=wreck
of ^in++++=of
a ^at++++=a
prettiness ^nns+nom+++=prettiness
that ^tht+rel+subj++=that
had ^vb+hv+aux++=had
perhaps ^rb++splt++=perhaps
been ^vprf+ben+vrb+xvbnx+=been
her ^pp$+pp3+++=her
chief ^jjb+atrb+++=chief
misfortune ^nn++++=misfortune.
. ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
tried ^vprf+++xvbnx+=tried,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="God
god ^np++++=EXTRAWORD
knows ^vbz+vprv+tht0++=knows
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
tried ^vprf+++xvbnx+=tried.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
what ^wdt+who+whq++=what
can ^md+pos+++=can
I ^pp1a+pp1+++=I
make ^vb++++=make
of ^in++++=of
him ^pp3o+pp3+++=him
here ^rn+pl+++=here?
? ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He'll
'll ^md+prd+++0=EXTRAWORD
grow ^vb++++=grow
up ^rp++++=up
hearin ^nn+++??+=hearin'
' ^zz++++=EXTRAWORD
what ^wdt+who+++=what
they ^pp3a+pp3+++=they
call ^nn++++=call
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He'll
'll ^md+prd+++0=EXTRAWORD
learn ^vb+vprv+++=learn
cards ^nns++++=cards
before ^in++++=before
letters ^nns+nom+++=letters
and ^cc++++=and
whisky ^nn++++=whisky
before ^in++++=before
work ^nn++++=work.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
day ^nn++++=day
a ^at++++=a
man ^nn++++=man'll
'll ^md+prd+++0=EXTRAWORD
tell ^vb++++=tell
him ^pp3o+pp3+++=him
about ^rb++++=about
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
he ^pp3a+pp3+++=he'll
'll ^md+prd+++0=EXTRAWORD
either ^dtx++++=either
hate ^nn++++=hate
me ^pp1o+pp1+++=me
or ^cc++++=or
be ^vb+be+vrb++=be
like ^in++++=like
the ^ati++++=the
men ^nns++++=men
that ^tht+rel+subj++=that
ruined ^vbd+++xvbn+=ruined
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Take ^vb++++=Take
him ^pp3o+pp3+++=him
where ^wrb+who+++=where
nobody ^pn++++=nobody
knows ^vbz+vprv+++=knows."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
ask ^vb++++=ask
a ^at++++=a
great ^jj+atrb+++=great
deal ^nn++++=deal."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
givin ^nn+++??+=givin'
' ^zz++++=EXTRAWORD
everything ^pn++++=everything."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
quiet ^jj+atrb+++=quiet
words ^nns++++=words
struck ^vbd+++xvbn+=struck
more ^rbr++++=more
deeply ^rb++++=deeply
than ^in++++=than
any ^dti++++=any
cry ^nn++++=cry.
. ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Mary ^np++++=Mary
sat ^vbd+++xvbn+=sat
beside ^in+pl+++=beside
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="Where
where ^wrb+who+whq++=EXTRAWORD
is ^vbz+bez+vrb++=is
his ^pp$+pp3+++=his
father ^nn++++=father?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Lyle ^np++++=Lyle
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
he ^pp3a+pp3+++=he
living ^nvbg+++xvbg+=living?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Does
does ^vbz+doz+aux++=EXTRAWORD
he ^pp3a+pp3+++=he
help ^vb++++=help
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Sometimes.
sometimes ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
I ^pp1a+pp1+++=I
let ^vbd+++xvbnx+=let
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Does
does ^vbz+doz+aux++=EXTRAWORD
he ^pp3a+pp3+++=he
know ^vb+vprv+tht0++=know
you ^pp2+pp2+++=you
mean ^vb+vprv+++=mean
to ^to+vcmp+++=to
send ^vbi++++=send
the ^ati++++=the
child ^nn++++=child
away ^rp+pl+++=away?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
he ^pp3a+pp3+++=he
has ^vbz+hvz+vrb++=has
a ^at++++=a
right ^nn++++=right
to ^to+ncmp+++=to
know ^vbi+vprv+++=know."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
woman ^nn++++=woman
lifted ^vbd+++xvbn+=lifted
her ^pp3o+pp3+++=her
face ^nn++++=face.
. ^zz++++=EXTRAWORD
Fear ^vb++++=Fear
not ^xnot++not++=not
shame ^nn++++=shame,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
fear ^vb++++=fear
had ^vbd+hvd+aux++=had
widened ^vprf+++xvbnx+=widened
her ^pp$+pp3+++=her
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
" ^zz++++="No!"
no ^at++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+++=EXTRAWORD
not ^xnot++not++=not?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Because
because ^cs+cos+++=EXTRAWORD
he ^pp3a+pp3+++=he'll
'll ^md+prd+++0=EXTRAWORD
stop ^vb++++=stop
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Or ^cc+cls+++=Or
follow ^vb+vprv+++=follow.
. ^zz++++=EXTRAWORD
Or ^cc+cls+++=Or
" ^zz++++="
Her ^pp3o+pp3+++=Her
voice ^nn++++=voice
failed ^vbd+++xvbn+=failed.
. ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Mary ^np++++=Mary
rose ^vbd+++xvbn+=rose.
. ^zz++++=EXTRAWORD
The ^ati++++=The
last ^jj+atrb+++=last
sunlight ^nn++++=sunlight
