At ^in++++=At
diseased ^jj+atrb+++=diseased
breast ^nn++++=breast.
. ^zz++++=EXTRAWORD
Beneath ^rb++++=Beneath
her ^pp$+pp3+++=her
own ^ap++++=own
skin ^nn++++=skin,
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
secret ^jj+atrb+++=secret
blackness ^nns+nom+++=blackness
might ^md+pos+++=might
even ^rb++++=even
now ^rn+tm+++=now
be ^vb+be+vrb++=be
flowering ^nn++++=flowering?
? ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
touched ^vbd+++xvbnx+=touched
herself ^ppl+pp3+++=herself
furtively ^rb++++=furtively.
. ^zz++++=EXTRAWORD
The ^ati++++=The
flesh ^nn++++=flesh
was ^vbd+bedz+vrb++=was
smooth ^jj+pred+++=smooth,
, ^zz++++=EXTRAWORD
hot ^jj++++=hot,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
tender ^jj++++=tender.
. ^zz++++=EXTRAWORD
Hernando ^np+++??+=Hernando
opened ^vbd+++xvbn+=opened
one ^cd1++++=one
eye ^nn++++=eye.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
doing ^vbg+++xvbg+=doing?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Nothing."
nothing ^pn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
touch ^vb++++=touch
what ^wdt+who+++=what
is ^vbz+bez+vrb++=is
mine ^nn++++=mine."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
lowered ^vbd+++xvbnx+=lowered
her ^pp3o+pp3+++=her
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="Forgive
forgive ^vb++++=EXTRAWORD
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
closed ^vbd+++xvbnx+=closed
his ^pp$+pp3+++=his
eye ^nn++++=eye,
, ^zz++++=EXTRAWORD
satisfied ^j+++xvbn+=satisfied.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
good ^jj+atrb+++=good
man ^nn++++=man,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
reminded ^vbd+vsua+tht0+xvbnx+=reminded
herself ^ppl+pp3+++=herself;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
wished ^vbd+vprv++xvbnx+=wished
to ^to+vcmp+++=to
preserve ^vbi++++=preserve
her ^pp$+pp3+++=her
from ^in++++=from
vanity ^nn++++=vanity.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
the ^ati++++=the
boat ^nn++++=boat
reappeared ^vbd+seem++xvbn+=reappeared.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
came ^vbd+++xvbn+=came
heavily ^rb+cnj+++=heavily,
, ^zz++++=EXTRAWORD
four ^cd++++=four
men ^nns++++=men
rowing ^vwbg+++xvbg+=rowing
while ^cs+sub+++=while
two ^cd++++=two
knelt ^vbd+++xvbn+=knelt
around ^in++++=around
a ^at++++=a
long ^rb++++=long
shape ^nn++++=shape
in ^in++++=in
the ^ati++++=the
bottom ^nn++++=bottom.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fifth ^nn++++=fifth
sailor ^nn++++=sailor
stood ^vbd+++xvbn+=stood
in ^in++++=in
the ^ati++++=the
bow ^nn++++=bow
waving ^vwbg+++xvbg+=waving
his ^pp$+pp3+++=his
cap ^nn++++=cap.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
him ^pp3o+pp3+++=him!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
shouted ^vbd+vpub++xvbnx+=shouted.
. ^zz++++=EXTRAWORD
" ^zz++++="By
by ^in++++=EXTRAWORD
the ^ati++++=the
Virgin ^np++++=Virgin's
's ^$++++=EXTRAWORD
drawers ^nns+nom+++=drawers,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
have ^vb+hv+vrb++=have
the ^ati++++=the
old ^jj+atrb+++=old
crow ^nn++++=crow!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Mind
mind ^nn++++=EXTRAWORD
your ^pp$+pp2+++=your
tongue ^nn++++=tongue!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Vives ^np++++=Vives.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
blessed ^jj+atrb++xvbn+=blessed
martyr ^nn++++=martyr."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
weighs ^vbz++++=weighs
like ^in++++=like
a ^at++++=a
bishop ^nn++++=bishop!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
boat ^nn++++=boat
struck ^vbd+++xvbn+=struck
the ^ati++++=the
galley ^nn++++=galley.
. ^zz++++=EXTRAWORD
Ropes ^nns++++=Ropes
went ^vbd+++xvbn+=went
down ^rp++++=down,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
body ^nn++++=body,
, ^zz++++=EXTRAWORD
wrapped ^j+++xvbn+=wrapped
in ^in++++=in
a ^at++++=a
cloak ^nn++++=cloak,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
lifted ^vpsv++agls+xvbnx+=lifted
awkwardly ^rb++++=awkwardly.
. ^zz++++=EXTRAWORD
As ^ql++++=As
it ^pp3+it+++=it
rose ^vbd+++xvbn+=rose,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
grey ^jj+atrb+++=grey
hand ^nn++++=hand
fell ^vbd+++xvbn+=fell
free ^jj++++=free.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fingers ^nns+nom+++=fingers
were ^vbd+bed+aux++=were
smashed ^vpsv++agls+xvbnx+=smashed;
; ^zz++++=EXTRAWORD
blood ^nn++++=blood,
, ^zz++++=EXTRAWORD
still ^rb+atrb+++=still
red ^jj++++=red,
, ^zz++++=EXTRAWORD
ran ^j+++xvbn+=ran
from ^in++++=from
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
" ^zz++++="Fresh,"
fresh ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
boatswain ^nn++++=boatswain
approvingly ^rb++++=approvingly.
. ^zz++++=EXTRAWORD
" ^zz++++="Very
very ^ql+amp+++=EXTRAWORD
fresh ^jj++++=fresh."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
laid ^vbd+++xvbnx+=laid
Ramon ^np++++=Ramon
Lully ^np+++??+=Lully
upon ^in++++=upon
the ^ati++++=the
bier ^nn++++=bier.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
an ^at++++=an
exceedingly ^rb++++=exceedingly
old ^jj+atrb+++=old
man ^nn++++=man,
, ^zz++++=EXTRAWORD
small ^jj++++=small
and ^cc+phrs+++=and
wasted ^jj+++xvbn+=wasted,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
beard ^nn++++=beard
white ^nn++++=white
but ^cc++++=but
clotted ^jj+++xvbn+=clotted
brown ^jj++++=brown
where ^wrb+who+++=where
the ^ati++++=the
stones ^nns++++=stones
had ^vbd+hvd+aux++=had
broken ^vprf+++xvbnx+=broken
his ^pp$+pp3+++=his
mouth ^nn++++=mouth.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
temple ^nn++++=temple
was ^vbd+bedz+aux++=was
laid ^vpsv++agls+xvbnx+=laid
open ^jj++++=open.
. ^zz++++=EXTRAWORD
The ^ati++++=The
scalp ^nn++++=scalp
above ^jjb++++=above
it ^pp3+it+++=it
showed ^vbd+vprv++xvbn+=showed
pale ^nn++++=pale
as ^ql++++=as
parchment ^nn+nom+++=parchment
beneath ^in+pl+++=beneath
blood ^nn++++=blood
and ^cc++++=and
dust ^nn++++=dust.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
robe ^nn++++=robe
hung ^vbd+++xvbn+=hung
in ^in++++=in
strips ^nns++++=strips,
, ^zz++++=EXTRAWORD
exposing ^vbg+++xvbg+=exposing
ribs ^nns++++=ribs
striped ^jj+atrb+++=striped
purple ^nn++++=purple
and ^cc++++=and
black ^nn++++=black.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
even ^rb++++=even
ruined ^vwbn+++xvbn+=ruined,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
face ^nn++++=face
retained ^vbd+++xvbn+=retained
something ^pn++++=something
not ^xnot++not++=not
of ^in++++=of
peace ^nn++++=peace
for ^in++++=for
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
contracted ^vpsv++agls+xvbnx+=contracted
with ^in++++=with
pain ^nn++++=pain
but ^cc++++=but
of ^in++++=of
attention ^nn+nom+++=attention,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
death ^nn++++=death
were ^vbd+bed+vrb++=were
a ^at++++=a
difficult ^jj+atrb+++=difficult
argument ^nn+nom+++=argument
whose ^whp+rel+obj++=whose
least ^rbt++++=least
proposition ^nn+nom+++=proposition
he ^pp3a+pp3+++=he
intended ^vbd+vsua++xvbnx+=intended
to ^to+vcmp+++=to
hear ^vbi+vprv+++=hear.
. ^zz++++=EXTRAWORD
Captain ^npt++++=Captain
Vives ^np++++=Vives
removed ^vwbn+++xvbn+=removed
his ^pp$+pp3+++=his
cap ^nn++++=cap.
. ^zz++++=EXTRAWORD
Sailors ^nns++++=Sailors
crossed ^vbd+++xvbn+=crossed
themselves ^ppls+pp3+++=themselves.
. ^zz++++=EXTRAWORD
Elvira ^np+++??+=Elvira
knelt ^vbd+++xvbn+=knelt.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
martyr ^nn++++=martyr
breathed ^vbd+++xvbn+=breathed.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
shallow ^jj+atrb+++=shallow
breath ^nn++++=breath,
, ^zz++++=EXTRAWORD
a ^at++++=a
catching ^nn++++=catching
of ^in++++=of
the ^ati++++=the
throat ^nn++++=throat;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
everyone ^pn++++=everyone
heard ^vbd+vprv++xvbn+=heard
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
boatswain ^nn++++=boatswain
jumped ^vbd+++xvbn+=jumped
backward ^jj++++=backward
into ^in++++=into
a ^at++++=a
candle ^nn++++=candle.
. ^zz++++=EXTRAWORD
The ^ati++++=The
carpenter ^nn+nom+++=carpenter
shouted ^vbd+vpub++xvbn+=shouted
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
always ^rb++splt++=always
said ^vprf++tht0+xvbnx+=said
the ^ati++++=the
man ^nn++++=man
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
dead ^jj++++=dead,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
said ^vprf+++xvbnx+=said
nothing ^pn++++=nothing
of ^in++++=of
the ^ati++++=the
kind ^nn++++=kind.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
sailor ^nn++++=sailor
drew ^vbd+++xvbn+=drew
his ^pp$+pp3+++=his
knife ^nn++++=knife,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
from ^in++++=from
fear ^vb++++=fear
that ^tht+vcmp+++=that
a ^at++++=a
living ^jj+atrb++xvbg+=living
saint ^nn++++=saint
was ^vbd+bedz+vrb++=was
more ^rbr++++=more
dangerous ^jj+pred+++=dangerous
than ^in++++=than
a ^at++++=a
dead ^jj+atrb+++=dead
one ^pn++++=one.
. ^zz++++=EXTRAWORD
Ramon ^np++++=Ramon's
's ^$++++=EXTRAWORD
eyelids ^nns++++=eyelids
moved ^vbd+++xvbn+=moved.
. ^zz++++=EXTRAWORD
" ^zz++++="Water,"
water ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
whispered ^vbd+vpub++xvbnx+=whispered.
. ^zz++++=EXTRAWORD
Captain ^npt++++=Captain
Vives ^np++++=Vives
stared ^vbd+++xvbn+=stared
in ^in++++=in
dismay ^nn++++=dismay.
. ^zz++++=EXTRAWORD
Life ^nn++++=Life
had ^vbd+hvd+aux++=had
transformed ^vprf+++xvbnx+=transformed
a ^at++++=a
priceless ^jj+atrb+++=priceless
relic ^nn++++=relic
into ^in++++=into
a ^at++++=a
sick ^jj+atrb+++=sick
passenger ^nn+nom+++=passenger.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
devotion ^nn+nom+++=devotion,
, ^zz++++=EXTRAWORD
hospitality ^nn+nom+++=hospitality,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
calculation ^nn+nom+++=calculation
struggled ^vbd+++xvbn+=struggled
briefly ^rb++++=briefly
in ^in++++=in
his ^pp$+pp3+++=his
face ^nn++++=face.
. ^zz++++=EXTRAWORD
" ^zz++++="Water!"
water ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
roared ^vbd+++xvbnx+=roared.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
you ^pp2+pp2+++=you
let ^vbd+++xvbn+=let
a ^at++++=a
saint ^nn++++=saint
parch ^nn+++??+=parch,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
dung ^nn++++=dung-fed
- ^zz++++=EXTRAWORD
fed ^xvbn+++xvbn+=EXTRAWORD
pirates ^nns+nom+++=pirates?
? ^zz++++=EXTRAWORD
And ^cc+cls+++=And
not ^xnot++not++=not
from ^in++++=from
the ^ati++++=the
forward ^rb++++=forward
cask ^nn+++??+=cask.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sweet ^nn++++=sweet
one ^pn++++=one."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Elvira ^np+++??+=Elvira
held ^vbd+vprv++xvbn+=held
the ^ati++++=the
cup ^nn++++=cup.
. ^zz++++=EXTRAWORD
Ramon ^np++++=Ramon
drank ^vbd+++xvbn+=drank
little ^jj++++=little;
; ^zz++++=EXTRAWORD
most ^ql+emph+++=most
ran ^vbd+++xvbn+=ran
through ^rb+phrv+++=through
his ^pp$+pp3+++=his
beard ^nn++++=beard.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
clouded ^j+++xvbn+=clouded
but ^cc+phrs+++=but
keen ^jj++++=keen,
, ^zz++++=EXTRAWORD
passed ^j+++xvbn+=passed
over ^in++++=over
her ^pp$+pp3+++=her
face ^nn++++=face
and ^cc++++=and
came ^vpsv++agls+xvbn+=came
to ^in++++=to
rest ^nn++++=rest
upon ^in++++=upon
Hernando ^np+++??+=Hernando,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
risen ^vwbn+++xvbn+=risen
and ^cc++++=and
was ^vbd+bedz+vrb++=was
fastening ^nn++++=fastening
his ^pp$+pp3+++=his
doublet ^nn+nom+++=doublet.
. ^zz++++=EXTRAWORD
" ^zz++++="Where?"
where ^wrb+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ramon ^np++++=Ramon
asked ^vbd+vsua++xvbn+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="On
on ^in++++=EXTRAWORD
a ^at++++=a
Christian ^jj+atrb+++=Christian
galley ^nn++++=galley,
, ^zz++++=EXTRAWORD
Father ^nn++++=Father,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Vives ^np++++=Vives.
. ^zz++++=EXTRAWORD
" ^zz++++="Safe
safe ^jj++++=EXTRAWORD
among ^in++++=among
faithful ^jj+atrb+++=faithful
men ^nns++++=men."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Below ^rb++++=Below
deck ^nn++++=deck
the ^ati++++=the
whip ^nn++++=whip
cracked ^vbd+++xvbn+=cracked,
, ^zz++++=EXTRAWORD
followed ^vpbn+vprv++xvbn+=followed
by ^in++++=by
a ^at++++=a
cry ^nn++++=cry.
. ^zz++++=EXTRAWORD
Ramon ^np++++=Ramon
listened ^vbd+++xvbn+=listened.
. ^zz++++=EXTRAWORD
" ^zz++++="Faithful,"
faithful ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
repeated ^vbd+++xvbnx+=repeated.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
rescued ^vbd+++xvbn+=rescued
you ^pp2+pp2+++=you
from ^in++++=from
the ^ati++++=the
heathen ^nn++++=heathen."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="From
from ^in++++=EXTRAWORD
one ^cd1++++=one
ditch ^nn++++=ditch
to ^in++++=to
another ^dt++++=another
vessel ^nn++++=vessel."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
voice ^nn++++=voice
was ^vbd+bedz+vrb++=was
thin ^jj+pred+++=thin,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
it ^pp3+it+++=it
carried ^vbd+++xvbn+=carried.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
often ^rb++++=often
the ^ati++++=the
shape ^nn++++=shape
of ^in++++=of
rescue ^nn++++=rescue."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Hernando ^np+++??+=Hernando
came ^vbd+++xvbn+=came
nearer ^rbr++++=nearer.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
Ramon ^np++++=Ramon
Lully ^np+++??+=Lully?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
carried ^vprf+++xvbnx+=carried
that ^dt+dem+++=that
name ^nn++++=name."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
say ^vb+vpub+tht0++=say
you ^pp2+pp2+++=you
sought ^vbd+++xvbn+=sought
martyrdom ^nn+nom+++=martyrdom."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
sought ^vbd+++xvbnx+=sought
to ^to++++=to
speak ^vbi++++=speak.
. ^zz++++=EXTRAWORD
Other ^ap++++=Other
men ^nns++++=men
chose ^vbd+++xvbn+=chose
the ^ati++++=the
stones ^nns++++=stones."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
will ^md+prd+++=will
die ^vb++++=die
of ^in++++=of
them ^pp3o+pp3+++=them."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Hernando ^np+++??+=Hernando
considered ^vwbn+vprv++xvbn+=considered
this ^dt+dem+++=this
answer ^nn++++=answer
with ^in++++=with
irritation ^nn+nom+++=irritation.
. ^zz++++=EXTRAWORD
Death ^nn++++=Death,
, ^zz++++=EXTRAWORD
to ^in++++=to
his ^pp$+pp3+++=his
mind ^nn++++=mind,
, ^zz++++=EXTRAWORD
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
make ^vb++++=make
people ^nns++++=people
solemn ^jj++++=solemn,
, ^zz++++=EXTRAWORD
grateful ^jj++++=grateful,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
afraid ^jj++++=afraid;
; ^zz++++=EXTRAWORD
the ^ati++++=the
old ^jj+atrb+++=old
man ^nn++++=man
seemed ^vbd+seem++xvbn+=seemed
merely ^rb+down+++=merely
tired ^jj+++xvbn+=tired.
. ^zz++++=EXTRAWORD
Elvira ^np+++??+=Elvira
asked ^vbd+vsua++xvbn+=asked,
, ^zz++++=EXTRAWORD
" ^zz++++="Father,
father ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
suffer ^vb++++=suffer?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
body ^nn++++=body
suffers ^nns+nom+++=suffers.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
spent ^vprf+++xvbnx+=spent
many ^ap++++=many
years ^nns++++=years
pretending ^vwbg+++xvbg+=pretending
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
servant ^nn+nom+++=servant.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
it ^pp3+it+++=it
tells ^vbz++++=tells
me ^pp1o+pp1+++=me
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
always ^rb++++=always
a ^at++++=a
companion ^nn++++=companion."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Vives ^np++++=Vives
hovered ^vbd+++xvbn+=hovered
near ^in+pl+++=near
the ^ati++++=the
bier ^nn++++=bier.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
carry ^vb++++=carry
you ^pp2+pp2+++=you
to ^in++++=to
Minorca ^np++++=Minorca.
. ^zz++++=EXTRAWORD
Unless ^cs+cnd+++=Unless
Genoa ^np++++=Genoa
offers ^vbz++++=offers
unless ^cs+cnd+++=unless
the ^ati++++=the
weather ^nn++++=weather
advises ^vbz++++=advises
Genoa ^np++++=Genoa.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
shall ^md+prd+++=shall
have ^vb+hv+vrb++=have
physicians ^nns++++=physicians,
, ^zz++++=EXTRAWORD
processions ^nns++++=processions,
, ^zz++++=EXTRAWORD
bells ^nns++++=bells."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
physicians ^nns++++=physicians."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Certainly
certainly ^rb++++=EXTRAWORD
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
prefer ^vb+vprv+++=prefer
sanctity ^nn+nom+++=sanctity."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ramon ^np++++=Ramon
looked ^vbd+++xvbn+=looked
toward ^in++++=toward
the ^ati++++=the
hard ^jj+atrb+++=hard
white ^jj+atrb+++=white
town ^nn++++=town.
. ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
many ^ap++++=many
were ^vbd+bed+aux++=were
hurt ^vpsv++agls+xvbnx+=hurt?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Of
of ^in++++=EXTRAWORD
your ^pp$+pp2+++=your
attackers ^nns+nom+++=attackers?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Hernando ^np+++??+=Hernando
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+++=EXTRAWORD
care ^nn++++=care?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Hatred
hatred ^nn++++=EXTRAWORD
throws ^vbz++++=throws
stones ^nns++++=stones
in ^in++++=in
both ^abx++++=both
directions ^nns+nom+++=directions,
, ^zz++++=EXTRAWORD
though ^rb+cnj+++=though
only ^rb+down+++=only
one ^cd1++++=one
skull ^nn++++=skull
may ^md+pos+++=may
bleed ^vb++++=bleed."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
wished ^vbd+vprv++xvbnx+=wished
to ^to+vcmp+++=to
kill ^vbi++++=kill
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
wished ^vbd+vprv++xvbnx+=wished
to ^to+vcmp+++=to
destroy ^vbi++++=destroy
their ^pp$+pp3+++=their
error ^nn++++=error.
. ^zz++++=EXTRAWORD
Each ^dt++++=Each
of ^in++++=of
us ^pp1o+pp1+++=us
named ^vbd+++xvbn+=named
the ^ati++++=the
other ^ap++++=other
mercifully ^rb++++=mercifully
while ^cs+sub+++=while
sharpening ^vbg+++xvbg+=sharpening
a ^at++++=a
weapon ^nn++++=weapon."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Captain ^npt++++=Captain
Vives ^np++++=Vives
made ^vbd+++xvbn+=made
a ^at++++=a
troubled ^jj+atrb++xvbn+=troubled
face ^nn++++=face.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
proper ^jj+atrb+++=proper
martyr ^nn++++=martyr's
's ^$++++=EXTRAWORD
talk ^nn++++=talk.
. ^zz++++=EXTRAWORD
Martyrs ^nns++++=Martyrs
should ^md+nec+++=should
condemn ^vb++++=condemn
infidels ^nns+++??+=infidels,
, ^zz++++=EXTRAWORD
forgive ^vb++++=forgive
them ^pp3o+pp3+++=them
magnificently ^rb+cnj+++=magnificently,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
die ^vb++++=die
before ^in++++=before
confusing ^xvbg+++xvbg+=confusing
the ^ati++++=the
arrangements ^nns+nom+++=arrangements.
. ^zz++++=EXTRAWORD
Ramon ^np++++=Ramon's
's ^$++++=EXTRAWORD
gaze ^nn++++=gaze
returned ^vbd+++xvbn+=returned
to ^in++++=to
Elvira ^np+++??+=Elvira.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
afraid ^jj+pred+++=afraid."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
deny ^vbi+vpub+tht0++=deny
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
his ^pp$+pp3+++=his
broken ^vbd+++xvbn+=broken
face ^nn++++=face
made ^vbd+++xvbn+=made
lying ^xvbg+++xvbg+=lying
seem ^vb+seem+++=seem
childish ^jj++++=childish.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
captain ^npt++++=captain
told ^vbd+vpub++xvbn+=told
