# ^zz++++=#
Something ^pn++++=SOMETHING
man ^nn++++=man
alive ^jj++++=alive."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
sounds ^vbz++++=sounds
more ^rbr++++=more
promising ^jj++++=promising."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
held ^vbd+vprv++xvbnx+=held
out ^rp+pl+++=out
both ^abx++++=both
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
love ^nn++++=love
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Dick ^np++++=Dick."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stood ^vbd+++xvbnx+=stood
for ^in+ppvb+++=for
one ^cd1++++=one
second ^od++++=second
as ^cs+sub+++=as
if ^cs+cnd+++=if
the ^ati++++=the
words ^nns++++=words
had ^vbd+hvd+aux++=had
struck ^vprf+++xvbnx+=struck
him ^pp3o+pp3+++=him
powerless ^jj++++=powerless.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
his ^pp$+pp3+++=his
hands ^nns++++=hands
closed ^vbd+++xvbn+=closed
over ^in++++=over
hers ^pp$$++++=hers
not ^xnot++not++=not
carefully ^rb++++=carefully
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
with ^in++++=with
a ^at++++=a
grasp ^nn++++=grasp
that ^tht+rel+subj++=that
made ^vprf+++xvbn+=made
her ^pp$+pp3+++=her
gasp ^nn++++=gasp.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
drew ^vbd+++xvbnx+=drew
her ^pp$+pp3+++=her
toward ^in++++=toward
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
paused ^j+++xvbn+=paused
even ^rb++++=even
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
asking ^vbg+vsua++xvbg+=asking
permission ^nn++++=permission
with ^in++++=with
his ^pp$+pp3+++=his
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
Violet ^jj++++=Violet
answered ^vpsv++by+xvbn+=answered
by ^in++++=by
lifting ^xvbg+++xvbg+=lifting
her ^pp3o+pp3+++=her
face ^nn++++=face.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
kiss ^vb++++=kiss
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
patient ^nn++++=patient.
. ^zz++++=EXTRAWORD
-- ^--+clp+++=--##
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
V ^zz++++=V
Jerry ^np++++=Jerry
entered ^vbd+++xvbn+=entered
at ^rb++++=at
precisely ^rb++++=precisely
the ^ati++++=the
wrong ^jj+atrb+++=wrong
moment ^nn++++=moment
and ^cc++++=and,
, ^zz++++=EXTRAWORD
according ^in+cmpx+++=according
to ^in"++++=to
his ^pp$+pp3+++=his
own ^ap++++=own
later ^rbr+tm+++=later
account ^nn++++=account,
, ^zz++++=EXTRAWORD
received ^j+++xvbn+=received
the ^ati++++=the
greatest ^jjt+atrb+++=greatest
shock ^nn++++=shock
of ^in++++=of
his ^pp$+pp3+++=his
life ^nn++++=life.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stopped ^vbd+++xvbnx+=stopped
inside ^jjb++++=inside
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
hat ^nn++++=hat
dropped ^vbd+++xvbn+=dropped
from ^in++++=from
his ^pp$+pp3+++=his
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
Violet ^jj++++=Violet
sprang ^vbd+++xvbn+=sprang
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
scarlet ^jj++++=scarlet.
. ^zz++++=EXTRAWORD
Dick ^np++++=Dick
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
release ^nn++++=release
her ^pp3o+pp3+++=her
altogether ^nn+nom+++=altogether;
; ^zz++++=EXTRAWORD
one ^cd1++++=one
arm ^vb++++=arm
remained ^vbd+++xvbn+=remained
about ^in++++=about
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
expression ^nn++++=expression
suggested ^vbd+vpub++xvbn+=suggested
that ^tht+vcmp+++=that
it ^pp3+it+++=it
would ^md+prd+++=would
take ^vb++++=take
stronger ^jjr+atrb+++=stronger
interference ^nn+nom+++=interference
than ^in++++=than
Jerry ^np++++=Jerry's
's ^$++++=EXTRAWORD
to ^to++++=to
dislodge ^vbi++++=dislodge
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="Good
good ^jj+atrb+++=EXTRAWORD
Lord ^npt++++=Lord!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Shut
shut ^vbd+++xvbn+=EXTRAWORD
the ^ati++++=the
door ^nn++++=door,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Dick ^np++++=Dick.
. ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry
obeyed ^vbd+++xvbn+=obeyed
automatically ^rb++++=automatically.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
thought ^vbd+++xvbnx+=thought
I ^pp1a+pp1+++=I
understood ^vbd+vprv++xvbnx+=understood
Violet ^jj++++=Violet,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
wrote ^vbd+vprv++xvbn+=wrote
to ^in++++=to
him ^pp3o+pp3+++=him!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
did ^vbd+dod+vrb++=did."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="To
to ^in++++=EXTRAWORD
end ^nn++++=end
the ^ati++++=the
engagement ^nn+nom+++=engagement!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
why ^wrb+who+++=why
is ^vbz+bez+vrb++=is
he ^pp3a+pp3+++=he
why ^wrb+who+++=why
are ^vb+ber+vrb++=are
you ^pp2+pp2+++=you
? ^zz++++=?"
" ^zz++++=EXTRAWORD
Violet ^jj++++=Violet
hid ^vbd+++xvbn+=hid
her ^pp$+pp3+++=her
face ^nn++++=face
against ^in++++=against
Dick ^np++++=Dick's
's ^$++++=EXTRAWORD
shoulder ^nn+nom+++=shoulder.
. ^zz++++=EXTRAWORD
The ^ati++++=The
gesture ^nn++++=gesture
enlightened ^jj+atrb+++=enlightened
Jerry ^np++++=Jerry
more ^rbr++++=more
thoroughly ^rb+amp+++=thoroughly
than ^in++++=than
any ^dti++++=any
explanation ^nn+nom+++=explanation.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
astonishment ^nn+nom+++=astonishment
became ^vbd+++xvbn+=became
delight ^nn++++=delight.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
love ^nn++++=love
him ^pp3o+pp3+++=him!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
she ^pp3a+pp3+++=she
claims ^nns++++=claims,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Dick ^np++++=Dick
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
Violet ^jj++++=Violet
looked ^jj+++xvbn+=looked
up ^rp++++=up
indignantly ^rb++++=indignantly.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
told ^vprf++tht0+xvbnx+=told
you ^pp2+pp2+++=you
once ^rb+tm+++=once.
. ^zz++++=EXTRAWORD
Must ^md+nec+++=Must
I ^pp1a+pp1+++=I
continue ^vb++++=continue
all ^abn++++=all
evening ^nn++++=evening?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
object ^nn++++=object."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry
began ^vbd+++xvbn+=began
to ^to++++=to
laugh ^vbi++++=laugh.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
laughed ^vbd+++xvbnx+=laughed
until ^cs+sub+++=until
he ^pp3a+pp3+++=he
had ^md"++pmd"++=had
to ^md+nec+++=to
sit ^vb++++=sit
down ^rb+cnj+++=down,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
remembering ^vbg+vprv++xvbg+=remembering
the ^ati++++=the
news ^nn++++=news
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
brought ^vprf+++xvbnx+=brought
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
jumped ^j+++xvbn+=jumped
up ^rp++++=up
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
railway ^nn++++=railway!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Dick ^np++++=Dick
sighed ^vbd+++xvbn+=sighed.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
had ^vbd+hvd+aux++=had
hoped ^vprf++tht0+xvbnx+=hoped
we ^pp1a+pp1+++=we
might ^md+pos+++=might
keep ^vb++++=keep
money ^nn++++=money
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
room ^nn++++=room
for ^in++++=for
five ^cd++++=five
minutes ^nns++++=minutes."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
usually ^rb+down+++=usually
know ^vb+vprv+tht0++=know
my ^pp$+pp1+++=my
own ^ap++++=own
business ^nns+nom+++=business."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Your
your ^pp$+pp2+++=EXTRAWORD
business ^nns+nom+++=business?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry
stared ^vbd+++xvbn+=stared.
. ^zz++++=EXTRAWORD
" ^zz++++="Wait!
wait ^vb++++=EXTRAWORD
! ^zz++++=EXTRAWORD
The ^ati++++=The
fellow ^nn++++=fellow
at ^in++++=at
the ^ati++++=the
office ^nn++++=office
said ^vbd+vpub+tht0+xvbn+=said
the ^ati++++=the
syndicate ^nn+nom+++=syndicate
was ^vbd+bedz+vrb++=was
Kenyon ^np+++??+=Kenyon-controlled.
- ^zz++++=EXTRAWORD
controlled ^vbd+++xvbn+=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
there ^ex+pex+++=there
might ^md+pos+++=might
be ^vb+be+vrb++=be
another ^ppls++++=another
Kenyon ^np+++??+=Kenyon.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
you ^pp2+pp2+++=you
are ^vb+ber+aux++=are
financing ^vbg+++xvbgx+=financing
San ^np++++=San
Marco ^np+++??+=Marco?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry's
's ^$++++=EXTRAWORD
jaw ^nn++++=jaw
dropped ^vbd+++xvbn+=dropped.
. ^zz++++=EXTRAWORD
Violet ^jj++++=Violet
withdrew ^vbd+++xvbn+=withdrew
herself ^ppl+pp3+++=herself
gently ^rb++++=gently
from ^in++++=from
Dick ^np++++=Dick's
's ^$++++=EXTRAWORD
arm ^vb++++=arm.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
has ^vbz+hvz+aux++=has
told ^vprf+++xvbnx+=told
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
true ^jj+pred+++=true!
! ^zz++++=EXTRAWORD
The ^ati++++=The
confirmation ^nn+nom+++=confirmation
has ^vbz+hvz+aux++=has
gone ^vprf+++xvbnx+=gone
through ^in+strn+++=through.
. ^zz++++=EXTRAWORD
The ^ati++++=The
shares ^nn++++=shares
opened ^vbd+++xvbn+=opened
in ^in++++=in
New ^jj+atrb+++=New
York ^np++++=York
at ^in++++=at
fourteen ^cd++++=fourteen
and ^cc++++=and
are ^vb+ber+aux++=are
expected ^vpsv++agls+xvbnx+=expected
to ^to+vcmp+++=to
touch ^vbi++++=touch
twenty ^cd++++=twenty
before ^cs+sub+++=before
the ^ati++++=the
week ^nn++++=week
is ^vbz+bez+vrb++=is
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
Vi ^np+++??+=Vi,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
are ^vb+ber+vrb++=are
rich ^jj+pred+++=rich!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
rich ^jj++++=rich,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Dick ^np++++=Dick
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Comfortable,
comfortable ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
gamble ^vb++++=gamble
again ^rb+tm+++=again."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
dear ^jj++++=dear
fellow ^jjb++++=fellow,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
never ^rb++splt++=never
speculate ^nn+nom+++=speculate
as ^ql++++=as
long ^rb++++=long
as ^ql++++=as
I ^pp1a+pp1+++=I
live ^vb++++=live."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You'll
you ^pp2+pp2+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
speculate ^nn+nom+++=speculate
before ^cs+sub+++=before
breakfast ^nn++++=breakfast
if ^cs+cnd+++=if
nobody ^pn++++=nobody
watches ^vbz++++=watches
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry
ignored ^vwbn+++xvbn+=ignored
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
saved ^vbd+++xvbn+=saved
the ^ati++++=the
line ^nn++++=line!
! ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
restored ^vbd+++xvbn+=restored
our ^pp$+pp1+++=our
fortune ^nn++++=fortune!
! ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why
in ^in++++=in
heaven ^nn++++=heaven's
's ^$++++=EXTRAWORD
name ^nn++++=name
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
let ^vbd+++xvbn+=let
the ^ati++++=the
market ^nn++++=market
collapse ^nn++++=collapse
yesterday ^nr+tm+++=yesterday?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Violet ^jj++++=Violet
and ^cc++++=and
Dick ^np++++=Dick
exchanged ^vbd+++xvbn+=exchanged
a ^at++++=a
glance ^nn++++=glance.
. ^zz++++=EXTRAWORD
" ^zz++++="That,"
that ^dt+pdem+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="is
is ^vbz+bez+vrb++=EXTRAWORD
between ^in++++=between
Dick ^np++++=Dick
and ^cc++++=and
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry's
's ^$++++=EXTRAWORD
face ^nn++++=face
grew ^vbd+++xvbn+=grew
solemn ^jj++++=solemn.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
begin ^vb++++=begin
to ^to++++=to
understand ^vbi+vprv+++=understand.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
wanted ^vbd+++xvbn+=wanted
to ^to+vcmp+++=to
find ^vbi+vprv+++=find
out ^rp+pl+++=out
whether ^cs+who+++=whether
she ^pp3a+pp3+++=she
would ^md+prd+++=would
keep ^vb++++=keep
you ^pp2+pp2+++=you
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
money ^nn++++=money."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="At
at ^rb++++=EXTRAWORD
first ^rb"++++=first."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
then ^rn+tm+++=then
whether ^cs+who+++=whether
she ^pp3a+pp3+++=she
would ^md+prd+++=would
refuse ^vb++++=refuse
you ^pp2+pp2+++=you
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
none ^pn++++=none?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Something
something ^pn++++=EXTRAWORD
like ^in++++=like
that ^dt+pdem+++=that."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry
thrust ^vbd+++xvbn+=thrust
both ^abx++++=both
hands ^nns++++=hands
into ^in++++=into
his ^pp$+pp3+++=his
pockets ^nns++++=pockets
and ^cc++++=and
paced ^vbd+++xvbn+=paced
the ^ati++++=the
hearthrug ^nn++++=hearthrug.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
infernally ^rb++++=infernally
clever ^jj+pred+++=clever."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
infernally ^rb++++=infernally
cruel ^jj+pred+++=cruel,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Violet ^jj++++=Violet
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
her ^pp3o+pp3+++=her
eyes ^nns++++=eyes
smiled ^vbd+++xvbn+=smiled.
. ^zz++++=EXTRAWORD
Dick ^np++++=Dick
looked ^vbd+++xvbn+=looked
at ^rb++++=at
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
admitted ^vprf++tht0+xvbnx+=admitted
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
no ^at++++=no
right ^nn++++=right."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+aux++=have
not ^xnot++not++=not
apologized ^vbd+++xvbn+=apologized."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+aux++0=EXTRAWORD
considering ^vbg+++xvbgx+=considering
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Consider
consider ^nn+nom+++=EXTRAWORD
quickly ^rb++++=quickly."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
bent ^vbd+++xvbnx+=bent
and ^cc+phrs+++=and
said ^vbd+vpub+tht0+xvbn+=said
something ^pn++++=something
close ^in+cmpx+++=close
to ^in"++++=to
her ^pp$+pp3+++=her
ear ^nn++++=ear
which ^whp+rel+subj++=which
made ^vprf+++xvbn+=made
her ^pp$+pp3+++=her
turn ^nn++++=turn
crimson ^nn+++??+=crimson
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry
watched ^vbd+++xvbn+=watched
them ^pp3o+pp3+++=them
with ^in++++=with
profound ^jj+atrb+++=profound
satisfaction ^nn+nom+++=satisfaction.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,"
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
announced ^vbd+vpub++xvbnx+=announced,
, ^zz++++=EXTRAWORD
" ^zz++++="everything
everything ^pn++++=EXTRAWORD
has ^vbz+hvz+aux++=has
turned ^vprf+++xvbnx+=turned
up ^rb+phrv+++=up
trumps ^nns+++??+=trumps.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
always ^rb++++=always
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
San ^np++++=San
Marco ^np+++??+=Marco
was ^vbd+bedz+vrb++=was
a ^at++++=a
magnificent ^jj+atrb+++=magnificent
property ^nn++++=property."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
this ^dt+dem+++=this
morning ^nn++++=morning
that ^tht+rel+obj++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
fraudulent ^jj+atrb+++=fraudulent
ditch ^nn++++=ditch
laid ^vbd+++xvbn+=laid
through ^in++++=through
a ^at++++=a
wilderness ^nns+nom+++=wilderness,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Violet ^jj++++=Violet
reminded ^jj+++xvbn+=reminded
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
moment ^nn++++=moment
of ^in++++=of
depression ^nn++++=depression.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
the ^ati++++=the
courage ^nn+nom+++=courage
of ^in++++=of
my ^pp$+pp1+++=my
permanent ^jj+atrb+++=permanent
convictions ^nns+nom+++=convictions."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Dick ^np++++=Dick
sat ^vbd+++xvbn+=sat
down ^rb+phrv+++=down
in ^in++++=in
the ^ati++++=the
armchair ^nn++++=armchair
by ^in++++=by
the ^ati++++=the
fire ^nn++++=fire
and ^cc++++=and
drew ^vbd+++xvbn+=drew
Violet ^nn++++=Violet
to ^in++++=to
the ^ati++++=the
arm ^nn++++=arm
of ^in++++=of
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
came ^vbd+++xvbnx+=came
without ^in++++=without
resistance ^nn+nom+++=resistance,
, ^zz++++=EXTRAWORD
still ^rb+atrb+++=still
marvelling ^nn+nom+++=marvelling
at ^in++++=at
the ^ati++++=the
ease ^nn++++=ease
with ^in++++=with
which ^whp+rel+pied++=which
fear ^vb++++=fear
had ^vbd+hvd+aux++=had
vanished ^vprf+++xvbnx+=vanished.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
hand ^nn++++=hand
closed ^vbd+++xvbn+=closed
over ^in++++=over
hers ^pp$$++++=hers;
; ^zz++++=EXTRAWORD
its ^pp$+it+++=its
strength ^nn++++=strength
no ^at++++=no
longer ^rbr++++=longer
seemed ^vbd+seem++xvbn+=seemed
ugly ^jj++++=ugly.
. ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry
resumed ^vbd+++xvbn+=resumed
his ^pp$+pp3+++=his
pacing ^nvbg+++xvbg+=pacing.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
is ^vbz+bez+vrb++=is
one ^cd1++++=one
painful ^jj+atrb+++=painful
matter ^nn++++=matter,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Kenyon,
kenyon ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
owe ^vb++++=owe
you ^pp2+pp2+++=you
an ^at++++=an
apology ^nn++++=apology."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Several."
several ^ap++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="One
one ^cd1++++=EXTRAWORD
comprehensive ^jj+atrb+++=comprehensive
apology ^nn++++=apology
must ^md+nec+++=must
cover ^vb++++=cover
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
behaved ^vbd+++xvbnx+=behaved
badly ^rb++++=badly."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
did ^vbd+dod+vrb++=did."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
anxious ^jj+pred+++=anxious
for ^in++++=for
Violet ^nn++++=Violet."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
were ^vbd+bed+vrb++=were
anxious ^jj+pred+++=anxious
for ^in++++=for
yourself ^ppl+pp2+++=yourself
too ^rb++++=too."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry
winced ^vbd+++xvbn+=winced.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
true ^jj+pred+++=true.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
of ^in++++=of
security ^nn+nom+++=security,
, ^zz++++=EXTRAWORD
position ^nn+nom+++=position,
, ^zz++++=EXTRAWORD
escape ^vb++++=escape
from ^in++++=from
debt ^nn++++=debt.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
treated ^vbd+++xvbnx+=treated
her ^pp$+pp3+++=her
happiness ^nns+nom+++=happiness
as ^cs+sub+++=as
though ^cs+sub+++=though
it ^pp3+it+++=it
were ^vbd+bed+vrb++=were
an ^at++++=an
item ^nn++++=item
in ^in++++=in
an ^at++++=an
account ^nn++++=account.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
yesterday ^nr+tm+++=yesterday
I ^pp1a+pp1+++=I
treated ^vbd+++xvbnx+=treated
your ^pp$+pp2+++=your
