# ^zz++++=#
Blas ^np+++??+=Blas
te ^nn++++=te,
, ^zz++++=EXTRAWORD
an ^at++++=an
entertainment ^nn+nom+++=entertainment
which ^whp+rel+obj++=which
half ^nn++++=half
London ^np++++=London
would ^md+prd+++=would
have ^vb+hv+aux++=have
attended ^vprf+++xvbnx+=attended
with ^in++++=with
a ^at++++=a
broken ^jj+atrb++xvbn+=broken
leg ^nn++++=leg.
. ^zz++++=EXTRAWORD
Cards ^nns++++=Cards
accumulated ^vbd+++xvbn+=accumulated
in ^in++++=in
the ^ati++++=the
hall ^nn++++=hall;
; ^zz++++=EXTRAWORD
flowers ^nns+nom+++=flowers
filled ^vbd+++xvbn+=filled
the ^ati++++=the
dining ^jj+++xvbg+=dining-room;
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
; ^zz++++=EXTRAWORD
callers ^nns+nom+++=callers
whispered ^vbd+vpub++xvbn+=whispered
on ^in++++=on
the ^ati++++=the
doorstep ^nn++++=doorstep
and ^cc++++=and
departed ^vbd+++xvbn+=departed
looking ^vbg+++xvbg+=looking
important ^jj++++=important.
. ^zz++++=EXTRAWORD
Gerty ^np+++??+=Gerty
neither ^rb++neg++=neither
saw ^vbd+vprv++xvbn+=saw
nor ^cc+phrs+neg++=nor
asked ^vbd+vsua++xvbn+=asked
for ^in+ppvb+++=for
anyone ^pn++++=anyone.
. ^zz++++=EXTRAWORD
Billy ^np++++=Billy
noticed ^vbd+vprv++xvbn+=noticed.
. ^zz++++=EXTRAWORD
Illness ^nns+nom+++=Illness
stripped ^vbd+++xvbn+=stripped
him ^pp3o+pp3+++=him
of ^in++++=of
his ^pp$+pp3+++=his
fashionable ^jj+atrb+++=fashionable
pose ^nn++++=pose.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
face ^nn++++=face
grew ^vbd+++xvbn+=grew
thin ^jj++++=thin,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
voice ^nn++++=voice
weak ^jj++++=weak,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
cleverness ^nns+nom+++=cleverness
no ^at++++=no
longer ^rbr++++=longer
served ^vbd+++xvbn+=served
to ^to++++=to
conceal ^vbi++++=conceal
tenderness ^nns+nom+++=tenderness.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
go ^vb++++=go
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
Gerty ^np+++??+=Gerty,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
one ^cd1++++=one
afternoon ^nn++++=afternoon
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
would ^md+prd+++=would
rather ^rb++splt++=rather
stay ^vb++++=stay
with ^in++++=with
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You've
you ^pp2+pp2+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
stayed ^vprf+++xvbnx+=stayed
with ^in++++=with
me ^pp1o+pp1+++=me
all ^abn++++=all
week ^nn++++=week."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
stayed ^vprf+++xvbnx+=stayed
with ^in++++=with
you ^pp2+pp2+++=you
longer ^rbr++++=longer
than ^in++++=than
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
married ^vbd+++xvbnx+=married
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
before ^cs+sub+++=before
you ^pp2+pp2+++=you
knew ^vbd+vprv++xvbn+=knew
what ^wdt+who+whcl++=what
it ^pp3+it+++=it
involved ^vbd+++xvbn+=involved."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
involved ^vbd+++xvbn+=involved
your ^pp$+pp2+++=your
being ^vbg+beg++xvbg+=being
ill ^jj++++=ill
occasionally ^rb++++=occasionally."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
also ^rb++++=also
involved ^vwbn+++xvbn+=involved
Lady ^npt++++=Lady
Harborough ^np++++=Harborough's
's ^$++++=EXTRAWORD
ball ^nn++++=ball.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
wanted ^vbd+++xvbn+=wanted
to ^to+vcmp+++=to
go ^vbi++++=go."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
now ^rn+tm+++=now."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
troubled ^vbd+++xvbn+=troubled.
. ^zz++++=EXTRAWORD
" ^zz++++="People
people ^nns++++=EXTRAWORD
will ^md+prd+++=will
stop ^vb++++=stop
asking ^vbg+vsua++xvbg+=asking
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
they ^pp3a+pp3+++=they
may ^md+pos+++=may
save ^vb++++=save
their ^pp$+pp3+++=their
stamps ^nns++++=stamps."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
care ^nn++++=care
about ^in++++=about
all ^abn++++=all
that ^dt+pdem+++=that."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
care ^nn++++=care
about ^in++++=about
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
spoken ^vpsv++agls+xvbnx+=spoken
simply ^rb++++=simply.
. ^zz++++=EXTRAWORD
Three ^cd++++=Three
years ^nns++++=years
earlier ^jjr++++=earlier
Gerty ^np+++??+=Gerty
would ^md+prd+++=would
have ^vb+hv+aux++=have
hidden ^vprf+++xvbnx+=hidden
sincerity ^nn+nom+++=sincerity
beneath ^in+pl+++=beneath
a ^at++++=a
joke ^nn++++=joke,
, ^zz++++=EXTRAWORD
as ^in++++=as
a ^at++++=a
woman ^nn++++=woman
hides ^nns++++=hides
shabby ^jj+atrb+++=shabby
satin ^nn++++=satin
beneath ^in+pl+++=beneath
lace ^nn++++=lace.
. ^zz++++=EXTRAWORD
Billy ^np++++=Billy
smiled ^vbd+++xvbn+=smiled,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
after ^cs+sub+++=after
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
left ^vprf+++xvbnx+=left
the ^ati++++=the
room ^nn++++=room
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
me ^pp1o+pp1+++=me:
: ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
means ^nns++++=means
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Of
of ^in+emph+++=EXTRAWORD
course ^nn+emph"+++=course
she ^pp3a+pp3+++=she
does ^vbz+doz+vrb++=does."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
the ^ati++++=the
worst ^nn++++=worst
of ^in++++=of
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
worst ^jjt++++=worst?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
taken ^vprf+++xvbnx+=taken
everything ^pn++++=everything
she ^pp3a+pp3+++=she
likes ^nns++++=likes
away ^in+pl+++=away
from ^in"++++=from
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+aux++=was
made ^vpsv++agls+xvbnx+=made
for ^in+ppvb+++=for
lights ^nns++++=lights
and ^cc++++=and
music ^nn++++=music
and ^cc++++=and
crowds ^nns++++=crowds.
. ^zz++++=EXTRAWORD
Look ^vb++++=Look
at ^rb++++=at
this ^dt+dem+++=this
house ^nn++++=house
darkened ^vbd+++xvbn+=darkened
rooms ^nns++++=rooms,
, ^zz++++=EXTRAWORD
whispering ^jj+atrb++xvbg+=whispering
servants ^nns+nom+++=servants,
, ^zz++++=EXTRAWORD
doctors ^nns++++=doctors
smelling ^vwbg+++xvbg+=smelling
of ^in++++=of
carbolic ^nn++++=carbolic.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
sits ^vbz++++=sits
here ^rn+pl+++=here
and ^cc++++=and
watches ^nns++++=watches
me ^pp1o+pp1+++=me
breathe ^vb++++=breathe.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
damnable ^jj+pred+++=damnable."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+vrb++=is
happy ^jj+pred+++=happy
to ^to+jcmp+++=to
do ^vbi++++=do
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
makes ^vbz++++=makes
it ^pp3+it+++=it
more ^rbr++++=more
damnable ^jj++++=damnable."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
argued ^vbd+vpub++xvbnx+=argued,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
love ^nn++++=love
is ^vbz+bez+vrb++=is
the ^ati++++=the
one ^cd1++++=one
subject ^nn++++=subject
upon ^in++++=upon
which ^whp+rel+pied++=which
spectators ^nns++++=spectators
are ^vb+ber+vrb++=are
always ^rb++++=always
logical ^jj+pred+++=logical
and ^cc++++=and
participants ^nns+nom+++=participants
never ^rb++++=never
are ^vb+ber+vrb++=are.
. ^zz++++=EXTRAWORD
Billy ^np++++=Billy
became ^vbd+++xvbn+=became
restless ^jj++++=restless
whenever ^nn+nom+++=whenever
Gerty ^np+++??+=Gerty
remained ^vbd+++xvbn+=remained
at ^rb++++=at
home ^nr++++=home.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
asked ^vbd+vsua++xvbnx+=asked
what ^wdt+who+whcl++=what
invitations ^nns+nom+++=invitations
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
refused ^vprf+++xvbnx+=refused,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
called ^vprf+++xvbnx+=called,
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
people ^nns++++=people
were ^vbd+bed+aux++=were
saying ^vbg+++xvbgx+=saying.
. ^zz++++=EXTRAWORD
Fever ^nn++++=Fever
magnified ^vwbn+++xvbn+=magnified
his ^pp$+pp3+++=his
uneasiness ^nns+nom+++=uneasiness
until ^cs+sub+++=until
he ^pp3a+pp3+++=he
seemed ^vbd+seem++xvbnx+=seemed
to ^to+vcmp+++=to
believe ^vbi+vprv+++=believe
that ^tht+vcmp+++=that
the ^ati++++=the
entire ^jjb++++=entire
London ^np++++=London
season ^nn++++=season
was ^vbd+bedz+aux++=was
standing ^vbg+++xvbgx+=standing
silent ^jj++++=silent
outside ^jjb++++=outside
his ^pp$+pp3+++=his
bedroom ^nn++++=bedroom,
, ^zz++++=EXTRAWORD
reproaching ^jj+++xvbg+=reproaching
him ^pp3o+pp3+++=him
for ^in++++=for
detaining ^xvbg+++xvbg+=detaining
its ^pp$+it+++=its
brightest ^jjt+atrb+++=brightest
ornament ^nn+nom+++=ornament.
. ^zz++++=EXTRAWORD
The ^ati++++=The
nurse ^nn++++=nurse,
, ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Hanbury ^np++++=Hanbury,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
a ^at++++=a
sensible ^jj+atrb+++=sensible
woman ^nn++++=woman
with ^in++++=with
steady ^jj+atrb+++=steady
hands ^nns++++=hands
and ^cc++++=and
no ^at++++=no
reverence ^nn+nom+++=reverence
for ^in++++=for
social ^jj+atrb+++=social
truth ^nn++++=truth.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
she ^pp3a+pp3+++=she
who ^whp+who+++=who
devised ^vprf+++xvbn+=devised
the ^ati++++=the
deception ^nn+nom+++=deception.
. ^zz++++=EXTRAWORD
" ^zz++++="Go
go ^vb++++=EXTRAWORD
out ^rb+phrv+++=out
for ^in+ppvb+++=for
an ^at++++=an
hour ^nn++++=hour,
, ^zz++++=EXTRAWORD
madam ^npt++++=madam,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
heard ^vbd+vprv+tht0+xvbnx+=heard
her ^pp$+pp3+++=her
say ^vb+vpub+++=say
to ^to+vcmp+++=to
Gerty ^vb+++??+=Gerty
in ^in++++=in
the ^ati++++=the
passage ^nn+nom+++=passage.
. ^zz++++=EXTRAWORD
" ^zz++++="Or
or ^cc++++=EXTRAWORD
let ^vb+++xvbn+=let
him ^pp3o+pp3+++=him
think ^vb+vprv+tht0++=think
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
frets ^nns+++??+=frets
after ^cs+sub+++=after
six ^cd++++=six
o'clock ^rb++++=o'clock
because ^cs+cos+++=because
he ^pp3a+pp3+++=he
knows ^vbz+vprv+tht0++=knows
you ^pp2+pp2+++=you
are ^vb+ber+aux++=are
giving ^vbg+++xvbgx+=giving
things ^nns++++=things
up ^rp++++=up."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
cannot ^md+pos+not++=cannot
go ^vb++++=go
to ^in++++=to
a ^at++++=a
ball ^nn++++=ball
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
lies ^vbz++++=lies
there ^rn+pl+++=there."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No.
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
you ^pp2+pp2+++=you
can ^md+pos+++=can
dress ^vb++++=dress
for ^in++++=for
one ^pn++++=one."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Gerty ^np+++??+=Gerty
stared ^vbd+++xvbn+=stared
at ^rb++++=at
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Hanbury ^np++++=Hanbury
explained ^vbd+vpub++xvbn+=explained.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
evening ^nn++++=evening
Gerty ^np+++??+=Gerty
dined ^vbd+++xvbn+=dined
downstairs ^jjb++++=downstairs.
. ^zz++++=EXTRAWORD
At ^rb++++=At
ten ^cd++++=ten
she ^pp3a+pp3+++=she
put ^vbd+++xvbnx+=put
on ^rb+phrv+++=on
a ^at++++=a
silver ^nn++++=silver-grey
- ^zz++++=EXTRAWORD
grey ^np++++=EXTRAWORD
gown ^nn++++=gown
embroidered ^vbd+++xvbn+=embroidered
with ^in++++=with
crystal ^nn++++=crystal,
, ^zz++++=EXTRAWORD
fastened ^jj+atrb++xvbn+=fastened
diamonds ^nns++++=diamonds
about ^rb++++=about
her ^pp3o+pp3+++=her
throat ^nn++++=throat,
, ^zz++++=EXTRAWORD
wrapped ^j+++xvbn+=wrapped
herself ^ppl+pp3+++=herself
in ^in++++=in
white ^jj+atrb+++=white
satin ^nn++++=satin,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ordered ^vbd+vsua++xvbn+=ordered
the ^ati++++=the
hired ^jj+atrb++xvbn+=hired
brougham ^nn+++??+=brougham.
. ^zz++++=EXTRAWORD
The ^ati++++=The
servants ^nns+nom+++=servants
were ^vbd+bed+aux++=were
told ^vpsv++agls+xvbnx+=told
that ^tht+vcmp+++=that
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Drayton ^np++++=Drayton
was ^vbd+bedz+aux++=was
going ^vbg+++xvbgx+=going
to ^in++++=to
Lady ^npt++++=Lady
Marden ^np++++=Marden's
's ^$++++=EXTRAWORD
dance ^nn++++=dance.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
entered ^vbd+++xvbnx+=entered
Billy ^np++++=Billy's
's ^$++++=EXTRAWORD
room ^nn++++=room
before ^in++++=before
leaving ^nn++++=leaving.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
her ^pp$+pp3+++=her
with ^in++++=with
delight ^nn++++=delight.
. ^zz++++=EXTRAWORD
" ^zz++++="By
by ^in++++=EXTRAWORD
Jove ^nn++++=Jove,
, ^zz++++=EXTRAWORD
Gerty ^np+++??+=Gerty,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
beautiful ^jj+pred+++=beautiful."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Am
am ^vb+bem+vrb++=EXTRAWORD
I ^pp1a+pp1+++=I?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
know ^vb+vprv+tht0++=know
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are.
. ^zz++++=EXTRAWORD
Who ^whp+who+whq++=Who
will ^md+prd+++=will
be ^vb+be+vrb++=be
there ^rn+pl+++=there?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Everybody,
everybody ^pn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
suppose ^vb+vprv+++=suppose."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Dance
dance ^nn++++=EXTRAWORD
with ^in++++=with
young ^jj+atrb+++=young
Ferrers ^nns+nom++??+=Ferrers.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
dances ^vbz++++=dances
well ^jj+pred+++=well,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
thinks ^vbz+vprv+++=thinks
badly ^rb++++=badly."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
shall ^md+prd+++=shall."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
come ^vb++++=come
home ^nr++++=home
early ^jj++++=early
on ^in++++=on
my ^pp$+pp1+++=my
account ^nn++++=account."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
wo ^&fw++++=won't,
n't ^xnot++not++0=EXTRAWORD
, ^zz++++=EXTRAWORD
dear ^jj++++=dear."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
kissed ^vbd+++xvbnx+=kissed
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
descended ^j+++xvbn+=descended
the ^ati++++=the
stairs ^nns++++=stairs,
, ^zz++++=EXTRAWORD
entered ^j+++xvbn+=entered
the ^ati++++=the
carriage ^nn+nom+++=carriage,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
drove ^vbd+++xvbn+=drove
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
The ^ati++++=The
brougham ^nn+++??+=brougham
went ^vbd+++xvbn+=went
twice ^rb++++=twice
around ^in++++=around
the ^ati++++=the
Park ^nn++++=Park.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
it ^pp3+it+++=it
returned ^vpsv++by+xvbn+=returned
by ^in++++=by
the ^ati++++=the
mews ^nn++++=mews.
. ^zz++++=EXTRAWORD
Gerty ^np+++??+=Gerty
slipped ^vbd+++xvbn+=slipped
through ^in++++=through
the ^ati++++=the
servants ^nns+nom+++=servants'
' ^zz++++=EXTRAWORD
entrance ^nn+nom+++=entrance,
, ^zz++++=EXTRAWORD
climbed ^j+++xvbn+=climbed
to ^in++++=to
a ^rb++++=a
little ^rb"++++=little
room ^nn++++=room
at ^in++++=at
the ^ati++++=the
top ^nn++++=top
of ^in++++=of
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sat ^vbd+++xvbn+=sat
there ^rn+pl+++=there
alone ^jj++++=alone.
. ^zz++++=EXTRAWORD
At ^rb++++=At
two ^cd++++=two
o'clock ^rb++++=o'clock
the ^ati++++=the
carriage ^nn+nom+++=carriage
came ^vbd+++xvbn+=came
again ^rb+tm+++=again
to ^in++++=to
the ^ati++++=the
front ^jjb+atrb+++=front
door ^nn++++=door.
. ^zz++++=EXTRAWORD
Gerty ^np+++??+=Gerty
went ^vbd+++xvbn+=went
down ^in++++=down
the ^ati++++=the
back ^jjb+atrb+++=back
stairs ^nns++++=stairs,
, ^zz++++=EXTRAWORD
passed ^j+++xvbn+=passed
through ^in++++=through
the ^ati++++=the
mews ^nn++++=mews,
, ^zz++++=EXTRAWORD
entered ^j+++xvbn+=entered
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
driven ^vpsv++agls+xvbnx+=driven
with ^in++++=with
proper ^jj+atrb+++=proper
ceremony ^nn++++=ceremony
to ^in++++=to
her ^pp$+pp3+++=her
own ^ap++++=own
steps ^nns++++=steps.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bell ^nn++++=bell
rang ^vbd+++xvbn+=rang.
. ^zz++++=EXTRAWORD
The ^ati++++=The
footman ^nn++++=footman
opened ^vbd+++xvbn+=opened.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
came ^vbd+++xvbnx+=came
into ^in+ppvb+++=into
the ^ati++++=the
lighted ^jj+++xvbn+=lighted
hall ^npl++++=hall
like ^in++++=like
a ^at++++=a
woman ^nn++++=woman
returning ^vwbg+++xvbg+=returning
from ^in++++=from
pleasure ^nn++++=pleasure.
. ^zz++++=EXTRAWORD
Billy ^np++++=Billy
was ^vbd+bedz+vrb++=was
awake ^jj+pred+++=awake.
. ^zz++++=EXTRAWORD
" ^zz++++="Well?"
well ^rb++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Delightful."
delightful ^jj++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Was
was ^vbd+bedz+vrb++=EXTRAWORD
the ^ati++++=the
Marden ^np+++??+=Marden
woman ^nn++++=woman
wearing ^vwbg+++xvbg+=wearing
that ^dt+dem+++=that
green ^npl++++=green
thing ^nn++++=thing?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Worse.
worse ^jjr++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Emerald ^nn++++=Emerald
velvet ^nn++++=velvet,
, ^zz++++=EXTRAWORD
with ^in++++=with
pink ^jj+atrb+++=pink
roses ^nns++++=roses."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Good
good ^jj+atrb+++=EXTRAWORD
heavens ^nns++++=heavens."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
Lady ^nn++++=Lady
Clara ^np++++=Clara
danced ^vbd+++xvbn+=danced
with ^in++++=with
the ^ati++++=the
Italian ^jj+atrb+++=Italian
prince ^npt++++=prince
four ^cd++++=four
times ^nns++++=times."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="She'll
she ^pp3a+pp3+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
marry ^vb++++=marry
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
has ^vbz+hvz+vrb++=has
no ^at++++=no
money ^nn++++=money."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
has ^vbz+hvz+aux++=has
never ^rb++splt++=never
prevented ^vprf+++xvbnx+=prevented
an ^at++++=an
Italian ^jj+atrb+++=Italian
prince ^npt++++=prince
from ^in++++=from
marrying ^nn++++=marrying."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Gerty ^np+++??+=Gerty
invented ^vbd+++xvbn+=invented
a ^at++++=a
supper ^nn++++=supper,
, ^zz++++=EXTRAWORD
a ^at++++=a
cotillon ^nn+++??+=cotillon,
, ^zz++++=EXTRAWORD
two ^cd++++=two
proposals ^nns+nom+++=proposals,
, ^zz++++=EXTRAWORD
a ^at++++=a
torn ^jj+atrb++xvbn+=torn
flounce ^nn++++=flounce,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
quarrel ^nn++++=quarrel
in ^in++++=in
the ^ati++++=the
conservatory ^nn++++=conservatory.
. ^zz++++=EXTRAWORD
Billy ^np++++=Billy
listened ^vbd+++xvbn+=listened
like ^in++++=like
a ^at++++=a
child ^nn++++=child
to ^in++++=to
a ^at++++=a
fairy ^nn++++=fairy
tale ^nn++++=tale.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
eyes ^nns++++=eyes
brightened ^vbd+++xvbn+=brightened;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
breathing ^xvbg+++xvbg+=breathing
became ^vbd+++xvbn+=became
easier ^jjr++++=easier.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
she ^pp3a+pp3+++=she
kissed ^vbd+++xvbnx+=kissed
him ^pp3o+pp3+++=him
good ^jj+atrb+++=good
night ^nn++++=night,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
whispered ^vbd+vpub++xvbnx+=whispered:
: ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
glad ^jj+pred+++=glad
you ^pp2+pp2+++=you
went ^vbd+++xvbn+=went."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
am ^vb+bem+vrb++=am
I ^pp1a+pp1+++=I,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
