# ^zz++++=#
Three ^cd++++=THREE
's ^vbz+bez+vrb++0=EXTRAWORD
unusual ^jj++++=unusual,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
" ^zz++++="Billy
billy ^np++++=EXTRAWORD
Voss ^np+++??+=Voss
went ^vbd+++xvbn+=went
down ^rp++++=down.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Captain ^nn++++=Captain
went ^vbd+++xvbn+=went
over ^rp++++=over
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
A ^at++++=A
country ^nn++++=country
officer ^npt++++=officer
caught ^vbd+++xvbn+=caught
the ^ati++++=the
Captain ^nn++++=Captain
by ^in++++=by
the ^ati++++=the
collar ^nn++++=collar
and ^cc++++=and
received ^vbd+++xvbn+=received
Billy ^np++++=Billy's
's ^$++++=EXTRAWORD
heel ^nn++++=heel
in ^in++++=in
his ^pp$+pp3+++=his
stomach ^nn++++=stomach.
. ^zz++++=EXTRAWORD
Hats ^nns++++=Hats
was ^vbd+bedz+aux++=was
flying ^vbg+++xvbgx+=flying,
, ^zz++++=EXTRAWORD
ladies ^nns++++=ladies
screaming ^vwbg+++xvbg+=screaming,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^cd1++++=one
old ^jj+atrb+++=old
gentleman ^nn+nom+++=gentleman
struck ^vbd+++xvbn+=struck
me ^pp1o+pp1+++=me
with ^in++++=with
his ^pp$+pp3+++=his
umbrella ^nn++++=umbrella
under ^in++++=under
the ^ati++++=the
impression ^nn++++=impression
that ^tht+ncmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
assisting ^vbg+++xvbgx+=assisting
justice ^nn++++=justice.
. ^zz++++=EXTRAWORD
" ^zz++++="Long
long ^rb++++=EXTRAWORD
Ned ^np+++??+=Ned
had ^vb+hv+vrb++=had
his ^pp$+pp3+++=his
right ^jj+atrb+++=right
fist ^nn++++=fist
shut ^vbd+++xvbn+=shut.
. ^zz++++=EXTRAWORD
Witchem ^np+++??+=Witchem
gripped ^vbd+++xvbn+=gripped
the ^ati++++=the
wrist ^nn++++=wrist.
. ^zz++++=EXTRAWORD
Ned ^np+++??+=Ned
tried ^vbd+++xvbn+=tried
to ^to+vcmp+++=to
bring ^vbi++++=bring
the ^ati++++=the
hand ^nn++++=hand
to ^in++++=to
his ^pp$+pp3+++=his
mouth ^nn++++=mouth.
. ^zz++++=EXTRAWORD
Witchem ^np+++??+=Witchem
stopped ^vbd+++xvbn+=stopped
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Witchem ^np+++??+=Witchem
did ^vbd+dod+vrb++=did
a ^at++++=a
curious ^jj+atrb+++=curious
thing ^nn++++=thing.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
loosened ^vbd+++xvbnx+=loosened
his ^pp$+pp3+++=his
hold ^nn++++=hold
for ^in++++=for
the ^ati++++=the
smallest ^jjt+atrb+++=smallest
part ^nn++++=part
of ^in++++=of
a ^at++++=a
second ^od++++=second
and ^cc++++=and
tapped ^vbd+++xvbn+=tapped
the ^ati++++=the
back ^nn++++=back
of ^in++++=of
Ned ^np++++=Ned's
's ^$++++=EXTRAWORD
hand ^nn++++=hand
twice ^rb++++=twice
with ^in++++=with
his ^pp$+pp3+++=his
finger ^nn++++=finger.
. ^zz++++=EXTRAWORD
" ^zz++++="Just
just ^rb+emph+++=EXTRAWORD
so ^rb++++=so."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Wield ^np+++??+=Wield
demonstrated ^vbd+vprv++xvbn+=demonstrated
lightly ^rb++++=lightly
upon ^in++++=upon
the ^ati++++=the
table ^nn++++=table.
. ^zz++++=EXTRAWORD
" ^zz++++="Tap-tap.
tap ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
tap ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
signal ^nn++++=signal
an ^at++++=an
accomplice ^nn++++=accomplice
used ^vwbn+++xvbn+=used
when ^wrb+who+++=when
ready ^jj++++=ready
to ^to+jcmp+++=to
receive ^vbi++++=receive.
. ^zz++++=EXTRAWORD
" ^zz++++="Ned
ned ^jj+++xvbn+=EXTRAWORD
never ^rb++++=never
looked ^vbd+++xvbn+=looked.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
felt ^vbd+vprv++xvbnx+=felt
the ^ati++++=the
taps ^vbz++++=taps,
, ^zz++++=EXTRAWORD
opened ^j+++xvbn+=opened
his ^pp$+pp3+++=his
fingers ^nns+nom+++=fingers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
slipped ^vbd+++xvbn+=slipped
the ^ati++++=the
pin ^nn++++=pin
backwards ^rb++++=backwards
into ^in++++=into
Witchem ^np++++=Witchem's
's ^$++++=EXTRAWORD
palm ^np++++=palm.
. ^zz++++=EXTRAWORD
" ^zz++++="Witchem
witchem ^vb+++??+=EXTRAWORD
closed ^vbd+++xvbn+=closed
his ^pp$+pp3+++=his
hand ^nn++++=hand
on ^in++++=on
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
quiet ^nn++++=quiet,
, ^zz++++=EXTRAWORD
' ^zz++++='Thank
thank ^vb++++=EXTRAWORD
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Ned ^np+++??+=Ned.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="Ned's
ned ^vprf+++xvbn+=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
face ^nn++++=face!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++0=I'd
'd ^md+prd+aux++=EXTRAWORD
have ^vb+hv+aux++=have
paid ^vprf+++xvbnx+=paid
a ^at++++=a
shilling ^nn+nom+++=shilling
to ^to++++=to
see ^vbi+vprv+++=see
it ^pp3+it+++=it
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Rage ^nn++++=Rage,
, ^zz++++=EXTRAWORD
fright ^nn++++=fright,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
admiration ^nn+nom+++=admiration
all ^abn++++=all
fighting ^jj+++xvbg+=fighting
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
A ^at++++=A
thief ^nn++++=thief
likes ^vbz++++=likes
a ^at++++=a
clever ^jj+atrb+++=clever
trick ^nn++++=trick,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
even ^rb++++=even
when ^wrb+who+++=when
it ^pp3+it+++=it
hangs ^vbz++++=hangs
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
got ^vbd+++xvbn+=got
the ^ati++++=the
four ^cd++++=four
away ^rp+pl+++=away
and ^cc++++=and
found ^vbd+vprv++xvbn+=found
the ^ati++++=the
owner ^nn++++=owner,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
not ^xnot++not++=not
discovered ^vprf+++xvbn+=discovered
his ^pp$+pp3+++=his
loss ^nn++++=loss.
. ^zz++++=EXTRAWORD
The ^ati++++=The
pin ^nn++++=pin
was ^vbd+bedz+vrb++=was
valuable ^jj+pred+++=valuable;
; ^zz++++=EXTRAWORD
a ^at++++=a
family ^nn++++=family
stone ^nn++++=stone,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
family ^nn++++=family
stones ^nns++++=stones
have ^vb+hv+vrb++=have
a ^at++++=a
wonderful ^jj+atrb+++=wonderful
habit ^nn++++=habit
of ^in++++=of
appearing ^xvbg+seem++xvbg+=appearing
first ^rb++++=first
at ^rb++++=at
a ^at++++=a
jeweller ^jjr+atrb+++=jeweller's.
's. ^nn+++??+=EXTRAWORD
" ^zz++++="At
at ^rb++++=EXTRAWORD
the ^ati++++=the
hearing ^nvbg+++xvbg+=hearing,
, ^zz++++=EXTRAWORD
Witchem ^np+++??+=Witchem
gave ^vbd+++xvbn+=gave
his ^pp$+pp3+++=his
evidence ^nn+nom+++=evidence.
. ^zz++++=EXTRAWORD
Long ^rb++++=Long
Ned ^np+++??+=Ned
watched ^vbd+++xvbn+=watched
him ^pp3o+pp3+++=him
with ^in++++=with
great ^jj+atrb+++=great
attention ^nn+nom+++=attention.
. ^zz++++=EXTRAWORD
The ^ati++++=The
court ^nn++++=court
was ^vbd+bedz+aux++=was
crowded ^vpsv++agls+xvbnx+=crowded.
. ^zz++++=EXTRAWORD
The ^ati++++=The
prisoners ^nns+nom+++=prisoners
stood ^vbd+++xvbn+=stood
together ^nn+nom+++=together,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
some ^dti++++=some
carelessness ^nns+nom+++=carelessness
about ^in++++=about
the ^ati++++=the
passage ^nn+nom+++=passage
leading ^vwbg+++xvbg+=leading
down ^rp++++=down
from ^in++++=from
the ^ati++++=the
dock ^nn++++=dock.
. ^zz++++=EXTRAWORD
" ^zz++++="While
while ^cs+sub+++=EXTRAWORD
a ^at++++=a
witness ^nns+nom+++=witness
was ^vbd+bedz+aux++=was
turning ^vbg+++xvbgx+=turning
to ^to++++=to
identify ^vbi++++=identify
Billy ^np++++=Billy
Voss ^np+++??+=Voss,
, ^zz++++=EXTRAWORD
Ned ^np+++??+=Ned
vaulted ^vbd+++xvbn+=vaulted
the ^ati++++=the
rail ^nn++++=rail.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
through ^in++++=through
the ^ati++++=the
passage ^nn+nom+++=passage
before ^cs+sub+++=before
anybody ^pn++++=anybody
understood ^vbd+vprv+tht0+xvbn+=understood
he ^pp3a+pp3+++0=he'd
'd ^vbd+hvd+aux++=EXTRAWORD
moved ^vprf+++xvbnx+=moved.
. ^zz++++=EXTRAWORD
Out ^rp+pl+++=Out
by ^in++++=by
a ^at++++=a
side ^nn++++=side
door ^nn++++=door,
, ^zz++++=EXTRAWORD
across ^in+pl+++=across
a ^at++++=a
yard ^nn++++=yard,
, ^zz++++=EXTRAWORD
over ^in++++=over
a ^at++++=a
low ^jj+atrb+++=low
wall ^nn++++=wall,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
gone ^vbd+++xvbn+=gone.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
a ^at++++=a
cry ^nn++++=cry,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
out ^rp+pl+++=out
we ^pp1a+pp1+++=we
all ^rb++++=all
came ^vbd+++xvbn+=came
officers ^nns+nom+++=officers,
, ^zz++++=EXTRAWORD
clerks ^nns++++=clerks,
, ^zz++++=EXTRAWORD
boys ^nns++++=boys,
, ^zz++++=EXTRAWORD
idlers ^nn++++=idlers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
two ^cd++++=two
gentlemen ^nns++++=gentlemen
who ^whp+rel+subj++=who
had ^vb+hv+vrb++=had
no ^at++++=no
more ^rbr++++=more
business ^nns+nom+++=business
there ^rn+pl+++=there
than ^cs+sub+++=than
the ^ati++++=the
pigeons ^nns++++=pigeons.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
searched ^vbd+++xvbn+=searched
the ^ati++++=the
lane ^nn++++=lane,
, ^zz++++=EXTRAWORD
the ^ati++++=the
sheds ^nns++++=sheds,
, ^zz++++=EXTRAWORD
the ^ati++++=the
stables ^nns++++=stables,
, ^zz++++=EXTRAWORD
the ^ati++++=the
carts ^nns+++??+=carts.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing.
. ^zz++++=EXTRAWORD
" ^zz++++="'He
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
have ^vb+hv+aux++=have
vanished ^vprf+++xvbnx+=vanished,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
a ^at++++=a
magistrate ^nn+nom+++=magistrate's
's ^$++++=EXTRAWORD
clerk ^nn++++=clerk.
. ^zz++++=EXTRAWORD
" ^zz++++="'No,'
' ^zz++++=EXTRAWORD
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
' ^zz++++='but
but ^cc++++=EXTRAWORD
he ^pp3a+pp3+++=he
can ^md+pos+++=can
have ^vb+hv+aux++=have
climbed ^vprf+++xvbnx+=climbed.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
an ^at++++=an
old ^jj+atrb+++=old
tree ^nn++++=tree
leaning ^vwbg+++xvbg+=leaning
over ^in++++=over
the ^ati++++=the
wall ^nn++++=wall,
, ^zz++++=EXTRAWORD
thick ^jj++++=thick
with ^in++++=with
leaves ^nns++++=leaves.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
one ^cd1++++=one
branch ^nn++++=branch
move ^vb++++=move
against ^in++++=against
the ^ati++++=the
wind ^nn++++=wind.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
got ^vbd+++xvbn+=got
beneath ^in+pl+++=beneath
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="'Come
' ^zz++++=EXTRAWORD
come ^vprf+++xvbn+=EXTRAWORD
down ^rp++++=down,
, ^zz++++=EXTRAWORD
Ned ^np+++??+=Ned,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Witchem ^np+++??+=Witchem.
. ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
" ^zz++++="'You'll
' ^zz++++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
spoil ^vb++++=spoil
your ^pp$+pp2+++=your
trousers ^nns+nom+++=trousers,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
voice ^nn++++=voice
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
leaves ^nns++++=leaves
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
' ^zz++++='You've
you ^pp2+pp2+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
spoilt ^vprf+++xvbnx+=spoilt
my ^pp$+pp1+++=my
character ^nn+nom+++=character
already ^rb++++=already.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
saw ^vbd+vprv++xvbn+=saw
one ^cd1++++=one
boot ^nn++++=boot,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
a ^at++++=a
knee ^nn++++=knee,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
his ^pp$+pp3+++=his
face ^nn++++=face
looking ^vwbg+++xvbg+=looking
down ^rp++++=down,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
mournful ^jj++++=mournful.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
climbed ^vprf+++xvbnx+=climbed
high ^jj++++=high
but ^cc+phrs+++=but
chosen ^jj+++xvbn+=chosen
a ^at++++=a
branch ^nn++++=branch
too ^ql++++=too
thin ^jj++++=thin
to ^to++++=to
move ^vbi++++=move
along ^in++++=along
and ^cc++++=and
too ^rb++++=too
rotten ^jj++++=rotten
to ^in++++=to
trust ^nn++++=trust
coming ^vwbg+++xvbg+=coming
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
as ^cs+sub+++=as
neatly ^rb++++=neatly
imprisoned ^vbd+++xvbn+=imprisoned
as ^cs+sub+++=as
if ^cs+cnd+++=if
the ^ati++++=the
tree ^nn++++=tree
had ^vbd+hvd+aux++=had
grown ^vprf+++xvbnx+=grown
a ^at++++=a
lock ^nn++++=lock.
. ^zz++++=EXTRAWORD
" ^zz++++="'Fetch
' ^zz++++=EXTRAWORD
fetch ^vb++++=EXTRAWORD
a ^at++++=a
ladder ^nn++++=ladder,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
somebody ^pn++++=somebody.
. ^zz++++=EXTRAWORD
" ^zz++++="'Fetch
' ^zz++++=EXTRAWORD
fetch ^vb++++=EXTRAWORD
a ^at++++=a
saw ^vbd+vprv++xvbn+=saw,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Ned ^np+++??+=Ned.
. ^zz++++=EXTRAWORD
' ^zz++++='I'll
i ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
come ^vb++++=come
with ^in++++=with
the ^ati++++=the
branch ^nn++++=branch.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
fetched ^vbd+++xvbn+=fetched
the ^ati++++=the
ladder ^nn++++=ladder.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
kicked ^vbd+++xvbnx+=kicked
it ^pp3+it+++=it
away ^rp+pl+++=away
once ^rb+cnj+++=once,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Witchem ^np+++??+=Witchem
climbed ^vbd+++xvbn+=climbed
another ^dt++++=another
limb ^nn++++=limb
and ^cc++++=and
persuaded ^vbd+vsua++xvbn+=persuaded
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
persuasion ^nn++++=persuasion
consisted ^vbd+++xvbn+=consisted
chiefly ^rb++++=chiefly
of ^in++++=of
explaining ^vb+vpub++xvbg+=explaining
that ^tht+vcmp+++=that
a ^at++++=a
fall ^nn++++=fall
would ^md+prd+++=would
break ^vb++++=break
his ^pp$+pp3+++=his
neck ^nn++++=neck,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
a ^at++++=a
trial ^nn++++=trial
would ^md+prd+++=would
only ^rb+down+++=only
inconvenience ^nn+nom+++=inconvenience
him ^pp3o+pp3+++=him
for ^in++++=for
a ^at++++=a
term ^nn++++=term
of ^in++++=of
years ^nns++++=years.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
was ^vbd+bedz+aux++=was
tried ^vpsv++agls+xvbnx+=tried.
. ^zz++++=EXTRAWORD
The ^ati++++=The
gentleman ^nn+nom+++=gentleman
swore ^vbd+vpub++xvbn+=swore
to ^in++++=to
the ^ati++++=the
pin ^nn++++=pin;
; ^zz++++=EXTRAWORD
Witchem ^np+++??+=Witchem
swore ^vbd+vpub++xvbn+=swore
to ^to++++=to
receiving ^vbg+++xvbg+=receiving
it ^pp3+it+++=it
from ^in++++=from
Ned ^np++++=Ned's
's ^$++++=EXTRAWORD
own ^ap++++=own
hand ^nn++++=hand;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Ned ^np++++=Ned's
's ^$++++=EXTRAWORD
counsel ^npt++++=counsel
tried ^vbd+++xvbn+=tried
to ^to+vcmp+++=to
make ^vbi++++=make
out ^rp+pl+++=out
that ^cs+sub+++=that
the ^ati++++=the
tap ^nn++++=tap-tap
- ^zz++++=EXTRAWORD
tap ^nn++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
an ^at++++=an
unlawful ^jj+atrb+++=unlawful
temptation ^nn+nom+++=temptation.
. ^zz++++=EXTRAWORD
" ^zz++++="'Did
' ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=EXTRAWORD
you ^pp2+pp2+++=you
compel ^vb++++=compel
him ^pp3o+pp3+++=him
to ^to++++=to
give ^vbi++++=give
you ^pp2+pp2+++=you
the ^ati++++=the
pin ^nn++++=pin?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
counsel ^npt++++=counsel
asked ^vbd+vsua++xvbn+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="'No,'
' ^zz++++=EXTRAWORD
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Witchem ^np+++??+=Witchem.
. ^zz++++=EXTRAWORD
" ^zz++++="'Did
' ^zz++++=EXTRAWORD
did ^vbd+dod+vrb++=EXTRAWORD
you ^pp2+pp2+++=you
request ^nn++++=request
him ^pp3o+pp3+++=him?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'Not
' ^zz++++=EXTRAWORD
not ^xnot++not++=EXTRAWORD
in ^in++++=in
words ^nns++++=words.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'Did
' ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=EXTRAWORD
you ^pp2+pp2+++=you
represent ^vb++++=represent
yourself ^ppl+pp2+++=yourself
as ^ql++++=as
his ^pp$+pp3+++=his
confederate ^nn+nom+++=confederate?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'I
' ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
represented ^vbd+++xvbnx+=represented
two ^cd++++=two
fingers ^nns+nom+++=fingers
on ^in++++=on
the ^ati++++=the
back ^nn++++=back
of ^in++++=of
his ^pp$+pp3+++=his
hand ^nn++++=hand,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Witchem ^np+++??+=Witchem.
. ^zz++++=EXTRAWORD
' ^zz++++='He
he ^pp3a+pp3+++=EXTRAWORD
supplied ^vbd+++xvbnx+=supplied
the ^ati++++=the
rest ^nn++++=rest.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="That
that ^cs+sub+++=EXTRAWORD
finished ^vprf+++xvbn+=finished
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
was ^vbd+bedz+aux++=was
convicted ^vpsv++agls+xvbnx+=convicted.
. ^zz++++=EXTRAWORD
" ^zz++++="Witchem
witchem ^nn+++??+=EXTRAWORD
always ^rb++++=always
maintained ^vbd+vpub+tht0+xvbn+=maintained
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
a ^at++++=a
trick ^nn++++=trick,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
presence ^nn+nom+++=presence
of ^in++++=of
mind ^nn++++=mind.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
told ^vbd+vpub++xvbnx+=told
him ^pp3o+pp3+++=him
presence ^nn+nom+++=presence
of ^in++++=of
mind ^nn++++=mind
is ^vbz+bez+vrb++=is
the ^ati++++=the
name ^nn++++=name
an ^at++++=an
officer ^nn++++=officer
gives ^vbz++++=gives
a ^at++++=a
trick ^nn++++=trick
when ^wrb+who+++=when
it ^pp3+it+++=it
succeeds ^vbz++++=succeeds."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Inspector ^nn++++=Inspector
Wield ^np+++??+=Wield
smiled ^vbd+++xvbn+=smiled,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
only ^rb+down+++=only
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment.
. ^zz++++=EXTRAWORD
" ^zz++++="There's
there ^ex+pex+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
comedy ^nn++++=comedy
in ^in++++=in
our ^pp$+pp1+++=our
business ^nns+nom+++=business,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
keep ^vb++++=keep
it ^pp3+it+++=it
out ^rp+pl+++=out
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
tried ^vbd+++xvbn+=tried.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
it ^pp3+it+++=it
lies ^vbz++++=lies
close ^jj++++=close
beside ^in+pl+++=beside
things ^nns++++=things
that ^tht+rel+subj++=that
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
comic ^jj++++=comic
at ^rb++++=at
all ^abn++++=all."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
# ^zz++++=##
# ^zz++++=EXTRAWORD
Iii ^np+++??+=III.
. ^zz++++=EXTRAWORD
Under ^in++++=UNDER
The ^ati++++=THE
Sofa ^nn++++=SOFA
" ^zz++++="The
the ^ati++++=EXTRAWORD
last ^jj+atrb+++=last
case ^nn++++=case,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Wield ^np+++??+=Wield,
, ^zz++++=EXTRAWORD
" ^zz++++="was
was ^vbd+bedz+vrb++=EXTRAWORD
Sergeant ^nn+nom+++=Sergeant
Dornton ^np+++??+=Dornton's.
's. ^nn+++??+=EXTRAWORD
He ^pp3a+pp3+++=He
told ^vbd+vpub+tht0+xvbnx+=told
it ^pp3+it+++=it
better ^jjr++++=better
than ^cs+sub+++=than
I ^pp1a+pp1+++=I
can ^md+pos+++=can,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
please ^uh++++=please,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
give ^vb++++=give
it ^pp3+it+++=it
as ^ql++++=as
near ^in+pl+++=near
as ^ql++++=as
possible ^jj++++=possible
in ^in++++=in
his ^pp$+pp3+++=his
own ^ap++++=own
words ^nns++++=words."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Dornton ^np+++??+=Dornton,
, ^zz++++=EXTRAWORD
as ^ql++++=as
Wield ^np+++??+=Wield
represented ^vbd+++xvbn+=represented
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
a ^at++++=a
grave ^nn++++=grave,
, ^zz++++=EXTRAWORD
patient ^nn++++=patient
officer ^nn++++=officer,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
easily ^rb++++=easily
carried ^vpsv++by+xvbn+=carried
by ^in++++=by
first ^rb++++=first
appearances ^nns+nom+++=appearances.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
account ^nn++++=account
ran ^vbd+++xvbn+=ran
thus ^rb+cnj+++=thus:
: ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
