Our ^pp$+pp1+++=Our
somewhere ^rb++++=somewhere
to ^to++++=to
take ^vbi++++=take
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
suggested ^vbd+vpub+tht0+xvbn+=suggested
our ^pp$+pp1+++=our
schoolroom ^nn++++=schoolroom,
, ^zz++++=EXTRAWORD
the ^ati++++=the
hayloft ^nn+++??+=hayloft,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
an ^at++++=an
unoccupied ^jj+atrb+++=unoccupied
dog ^nn++++=dog-kennel;
- ^zz++++=EXTRAWORD
kennel ^nn++++=EXTRAWORD
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
each ^dt++++=each
refuge ^nn++++=refuge
presented ^vwbn+++xvbn+=presented
deficiencies ^nns++++=deficiencies.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
stern ^jj+atrb+++=stern
facts ^nns++++=facts
of ^in++++=of
life ^nn++++=life
that ^tht+rel+subj++=that
rescuing ^vbg+++xvbg+=rescuing
princesses ^nns+nom++??+=princesses
is ^vbz+bez+vrb++=is
easier ^jjr+pred+++=easier
before ^cs+sub+++=before
questions ^nns+nom+++=questions
of ^in++++=of
accommodation ^nn+nom+++=accommodation
arise ^vb++++=arise.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
boat ^nn++++=boat
we ^pp1a+pp1+++=we
discovered ^vbd+vprv++xvbn+=discovered
that ^tht+vcmp+++=that
Edward ^np++++=Edward
was ^vbd+bedz+aux++=was
missing ^vbg+++xvbgx+=missing.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
separated ^vprf+++xvbnx+=separated
from ^in++++=from
us ^pp1o+pp1+++=us
during ^in++++=during
the ^ati++++=the
aunt ^nn++++=aunt's
's ^$++++=EXTRAWORD
admonishment ^nn+nom+++=admonishment,
, ^zz++++=EXTRAWORD
believing ^vbg+vprv++xvbg+=believing,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
afterward ^rb++++=afterward
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
all ^abn++++=all
Colchis ^np+++??+=Colchis
could ^md+pos+++=could
not ^xnot++not++=not
belong ^vb++++=belong
to ^to++++=to
one ^cd1++++=one
old ^jj+atrb+++=old
woman ^nn++++=woman
and ^cc++++=and
that ^tht+vcmp+++=that
there ^ex+pex+++=there
might ^md+pos+++=might
be ^vb+be+vrb++=be
another ^dt++++=another
way ^nn++++=way
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
waited ^vbd+++xvbn+=waited;
; ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
called ^vbd+++xvbn+=called
softly ^rb++++=softly;
; ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
called ^vbd+++xvbn+=called
less ^rbr++++=less
softly ^rb++++=softly.
. ^zz++++=EXTRAWORD
No ^at++++=No
answer ^nn++++=answer
came ^vbd+++xvbn+=came.
. ^zz++++=EXTRAWORD
Since ^cs+sub+++=Since
Edward ^np++++=Edward
was ^vbd+bedz+vrb++=was
both ^abx++++=both
our ^pp$+pp1+++=our
chief ^jjb++++=chief
rower ^jjr++++=rower
and ^cc++++=and
our ^pp$+pp1+++=our
best ^jjt+atrb+++=best
authority ^nn+nom+++=authority
on ^in++++=on
trespass ^nn++++=trespass,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
absence ^nn+nom+++=absence
was ^vbd+bedz+vrb++=was
serious ^jj+pred+++=serious.
. ^zz++++=EXTRAWORD
At ^rb++++=At
length ^rb"++++=length
there ^ex+pex+++=there
arose ^vbd+++xvbn+=arose
from ^in++++=from
beyond ^in++++=beyond
the ^ati++++=the
garden ^nn++++=garden
wall ^nn++++=wall
a ^at++++=a
clamour ^nn++++=clamour
of ^in++++=of
dogs ^nns++++=dogs,
, ^zz++++=EXTRAWORD
female ^nn++++=female
denunciation ^nn+nom+++=denunciation,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
rapid ^jj+atrb+++=rapid
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
Edward ^np++++=Edward
appeared ^vbd+seem++xvbn+=appeared
on ^in++++=on
top ^nn++++=top
of ^in++++=of
the ^ati++++=the
wall ^nn++++=wall,
, ^zz++++=EXTRAWORD
dropped ^j+++xvbn+=dropped
into ^in++++=into
a ^at++++=a
bed ^nn++++=bed
of ^in++++=of
nettles ^nns++++=nettles,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ran ^vpsv++agls+xvbn+=ran
toward ^in++++=toward
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
" ^zz++++="Push
push ^vb++++=EXTRAWORD
off ^in+strn+++=off!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
cried ^vbd+++xvbnx+=cried.
. ^zz++++=EXTRAWORD
Behind ^in+pl+++=Behind
him ^pp3o+pp3+++=him
came ^vbd+++xvbn+=came
a ^at++++=a
stout ^jj+atrb+++=stout
woman ^nn++++=woman
in ^in++++=in
a ^at++++=a
blue ^jj+atrb+++=blue
apron ^nn++++=apron,
, ^zz++++=EXTRAWORD
brandishing ^jj+++xvbg+=brandishing
a ^at++++=a
broom ^nn++++=broom.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+aux++=was
followed ^vpsv++by+xvbnx+=followed
by ^in++++=by
a ^at++++=a
black ^jj+atrb+++=black
cat ^nn++++=cat
of ^in++++=of
extraordinary ^jj+atrb+++=extraordinary
indignation ^nn+nom+++=indignation
and ^cc++++=and
by ^in++++=by
two ^cd++++=two
smaller ^jjr+atrb+++=smaller
children ^nns++++=children
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
attached ^vprf+++xvbnx+=attached
themselves ^ppls+pp3+++=themselves
to ^in++++=to
the ^ati++++=the
pursuit ^nn++++=pursuit
on ^in++++=on
public ^jj+atrb+++=public
grounds ^nns++++=grounds.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
tied ^vbd+++xvbnx+=tied
a ^at++++=a
tin ^nn++++=tin
to ^in++++=to
my ^pp$+pp1+++=my
Tibby ^np+++??+=Tibby!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
shouted ^vbd+vpub++xvbn+=shouted
the ^ati++++=the
woman ^nn++++=woman.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
tie ^vb++++=tie
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Edward ^np++++=Edward
protested ^vbd+vpub++xvbn+=protested,
, ^zz++++=EXTRAWORD
tumbling ^vbg+nom++xvbg+=tumbling
into ^in++++=into
the ^ati++++=the
boat ^nn++++=boat.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
only ^ap+down+++=only
put ^vprf+++xvbn+=put
it ^pp3+it+++=it
over ^in++++=over
his ^pp$+pp3+++=his
tail ^nn++++=tail
to ^to++++=to
teach ^vbi+vsua+++=teach
him ^pp3o+pp3+++=him
manners ^nns+nom+++=manners."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
This ^dt+dem+++=This
distinction ^nn+nom+++=distinction
failed ^vbd+++xvbn+=failed
to ^to+vcmp+++=to
soothe ^vbi++++=soothe
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
The ^ati++++=The
broom ^nn++++=broom
descended ^vbd+++xvbn+=descended
just ^rb+emph+++=just
short ^jj++++=short
of ^in++++=of
the ^ati++++=the
stern ^jj++++=stern
as ^ql++++=as
we ^pp1a+pp1+++=we
shoved ^vbd+++xvbn+=shoved
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
black ^jj+atrb+++=black
cat ^nn++++=cat,
, ^zz++++=EXTRAWORD
from ^in++++=from
the ^ati++++=the
top ^jjb+atrb+++=top
step ^nn++++=step,
, ^zz++++=EXTRAWORD
delivered ^xvbn+++xvbn+=delivered
an ^at++++=an
imprecation ^nn+nom+++=imprecation
which ^whp+rel+subj++=which
followed ^vbd+vprv++xvbn+=followed
us ^pp1o+pp1+++=us
round ^in++++=round
the ^ati++++=the
bend ^nn++++=bend.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
return ^nn++++=return
voyage ^nn++++=voyage
began ^vbd+++xvbn+=began
under ^in++++=under
favourable ^jj+atrb+++=favourable
omens ^nns++++=omens,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
presently ^rb+tm+++=presently
practical ^jj+atrb+++=practical
anxieties ^nns++++=anxieties
displaced ^vwbn+++xvbn+=displaced
the ^ati++++=the
mythological ^nn++++=mythological.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sun ^nn++++=sun
had ^vbd+hvd+aux++=had
declined ^vprf+++xvbnx+=declined;
; ^zz++++=EXTRAWORD
Nurse ^vb++++=Nurse
would ^md+prd+++=would
have ^vb+hv+aux++=have
completed ^vprf+++xvbnx+=completed
her ^pp3o+pp3+++=her
preliminary ^jj+atrb+++=preliminary
inquiries ^nns++++=inquiries;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Farmer ^nn++++=Farmer
Larkin ^np+++??+=Larkin
must ^md+nec+++=must
by ^in++++=by
now ^rn+tm+++=now
have ^vb+hv+aux++=have
noticed ^vprf+++xvbnx+=noticed
a ^at++++=a
vacancy ^nn++++=vacancy
among ^in++++=among
his ^pp$+pp3+++=his
maritime ^jj+atrb+++=maritime
possessions ^nns++++=possessions.
. ^zz++++=EXTRAWORD
The ^ati++++=The
current ^nn++++=current
carried ^vbd+++xvbn+=carried
us ^pp1o+pp1+++=us
swiftly ^rb++++=swiftly
homeward ^rb+cnj+++=homeward,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
speed ^nn++++=speed
only ^rb+down+++=only
hastened ^vbd+++xvbn+=hastened
the ^ati++++=the
accounting ^nvbg+++xvbg+=accounting.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
last ^rb++++=last
bend ^nn++++=bend
Edward ^np++++=Edward
raised ^vbd+++xvbn+=raised
his ^pp$+pp3+++=his
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
Through ^in++++=Through
the ^ati++++=the
willows ^nns++++=willows
we ^pp1a+pp1+++=we
could ^md+pos+++=could
see ^vb+vprv+++=see
the ^ati++++=the
landing ^nvbg+++xvbg+=landing.
. ^zz++++=EXTRAWORD
Farmer ^nn++++=Farmer
Larkin ^np+++??+=Larkin
stood ^vbd+++xvbn+=stood
upon ^in++++=upon
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
removed ^vprf+++xvbnx+=removed
his ^pp$+pp3+++=his
coat ^nn++++=coat
and ^cc++++=and
held ^vbd+vprv++xvbn+=held
a ^at++++=a
length ^nn++++=length
of ^in++++=of
rope ^nn++++=rope.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
attitude ^nn++++=attitude
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
in ^in++++=in
itself ^ppl++++=itself,
, ^zz++++=EXTRAWORD
violent ^jj++++=violent;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
neither ^dt++neg++=neither
was ^vbd+bedz+vrb++=was
it ^pp3+it+++=it
that ^cs+sub+++=that
of ^in++++=of
a ^at++++=a
man ^nn++++=man
preparing ^vb+++xvbg+=preparing
to ^to+vcmp+++=to
welcome ^vbi++++=welcome
distinguished ^jj+atrb++xvbn+=distinguished
voyagers ^nns+nom+++=voyagers.
. ^zz++++=EXTRAWORD
Beside ^in+pl+++=Beside
him ^pp3o+pp3+++=him
waited ^vbd+++xvbn+=waited
his ^pp$+pp3+++=his
brown ^jj+atrb+++=brown
dog ^nn++++=dog,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
prejudices ^nns++++=prejudices
coincided ^vbd+++xvbn+=coincided
with ^in++++=with
his ^pp$+pp3+++=his
master ^nn++++=master's.
's. ^nn+++??+=EXTRAWORD
" ^zz++++="We're
we ^pp1a+pp1+++=EXTRAWORD
're ^vb+ber+aux++0=EXTRAWORD
done ^vpsv++agls+xvbnx+=done,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Harold ^np++++=Harold
whispered ^vbd+++xvbn+=whispered.
. ^zz++++=EXTRAWORD
Edward ^np++++=Edward
surveyed ^vwbn+++xvbn+=surveyed
the ^ati++++=the
banks ^nns++++=banks.
. ^zz++++=EXTRAWORD
On ^in++++=On
our ^pp$+pp1+++=our
right ^nn++++=right
the ^ati++++=the
river ^nn++++=river
ran ^vbd+++xvbn+=ran
close ^jj++++=close
beneath ^in+pl+++=beneath
a ^at++++=a
wooded ^jj+atrb+++=wooded
slope ^nn++++=slope.
. ^zz++++=EXTRAWORD
Farther ^rbr++++=Farther
down ^rp++++=down,
, ^zz++++=EXTRAWORD
beyond ^in++++=beyond
Larkin ^np++++=Larkin's
's ^$++++=EXTRAWORD
landing ^nvbg+++xvbg+=landing,
, ^zz++++=EXTRAWORD
the ^ati++++=the
road ^npl++++=road
crossed ^vwbn+++xvbn+=crossed
by ^in++++=by
a ^at++++=a
low ^jj+atrb+++=low
stone ^nn++++=stone
bridge ^npl++++=bridge.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
yet ^rb+cnj+++=yet,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Row
row ^nn++++=EXTRAWORD
into ^in++++=into
those ^dt+dem+++=those
bushes ^nns++++=bushes."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
concealed ^vbd+++xvbn+=concealed
the ^ati++++=the
boat ^nn++++=boat
under ^in++++=under
an ^at++++=an
alder ^nn++++=alder
on ^in++++=on
the ^ati++++=the
opposite ^rb++++=opposite
bank ^npl++++=bank.
. ^zz++++=EXTRAWORD
Edward ^np++++=Edward
then ^rn+tm+++=then
explained ^vbd+vpub+tht0+xvbn+=explained
his ^pp$+pp3+++=his
policy ^nn++++=policy.
. ^zz++++=EXTRAWORD
The ^ati++++=The
boat ^nn++++=boat
was ^vbd+bedz+aux++=was
to ^to++++=to
be ^vbi+vbi+aux++=be
released ^vpsv++agls+xvbnx+=released
empty ^jj++++=empty
and ^cc+phrs+++=and
allowed ^vb+++xvbn+=allowed
to ^to+vcmp+++=to
drift ^vb++++=drift
past ^jjb++++=past
Larkin ^np+++??+=Larkin.
. ^zz++++=EXTRAWORD
The ^ati++++=The
farmer ^nn++++=farmer,
, ^zz++++=EXTRAWORD
concluding ^vbg+++xvbg+=concluding
that ^tht+vcmp+++=that
his ^pp$+pp3+++=his
property ^nn++++=property
had ^vbd+hvd+aux++=had
escaped ^vprf+++xvbnx+=escaped,
, ^zz++++=EXTRAWORD
would ^md+prd+++=would
follow ^vb+vprv+++=follow
it ^pp3+it+++=it
downstream ^rb+pl+++=downstream
toward ^in++++=toward
the ^ati++++=the
bridge ^nn++++=bridge.
. ^zz++++=EXTRAWORD
Meanwhile ^rb++++=Meanwhile
we ^pp1a+pp1+++=we
should ^md+nec+++=should
run ^vb+++xvbn+=run
along ^in++++=along
our ^pp$+pp1+++=our
bank ^nn++++=bank,
, ^zz++++=EXTRAWORD
intercept ^vb++++=intercept
the ^ati++++=the
vessel ^nn++++=vessel
below ^in+strn+++=below,
, ^zz++++=EXTRAWORD
cross ^nn++++=cross
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
restore ^vb++++=restore
it ^pp3+it+++=it
to ^in++++=to
the ^ati++++=the
osiers ^nn++++=osiers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
disperse ^vb++++=disperse.
. ^zz++++=EXTRAWORD
Harold ^np++++=Harold
objected ^vbd+vpub++xvbn+=objected
that ^tht+vcmp+++=that
an ^at++++=an
empty ^jj+atrb+++=empty
Argo ^np+++??+=Argo
was ^vbd+bedz+vrb++=was
contrary ^in+cmpx+++=contrary
to ^in++++=to
legend ^nn++++=legend.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
stay ^vb++++=stay
in ^in++++=in
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Edward ^np++++=Edward.
. ^zz++++=EXTRAWORD
The ^ati++++=The
objection ^nn+nom+++=objection
was ^vbd+bedz+aux++=was
withdrawn ^vpsv++agls+xvbnx+=withdrawn.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
pushed ^vbd+++xvbn+=pushed
the ^ati++++=the
boat ^nn++++=boat
into ^in++++=into
the ^ati++++=the
current ^nn++++=current
and ^cc++++=and
crouched ^vpsv++agls+xvbn+=crouched
among ^in++++=among
the ^ati++++=the
alders ^nn++++=alders.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
went ^vbd+++xvbn+=went
broadside ^nn+++??+=broadside
at ^rb++++=at
first ^rb"++++=first,
, ^zz++++=EXTRAWORD
revolving ^jj+++xvbg+=revolving
with ^in++++=with
an ^at++++=an
air ^nn++++=air
of ^in++++=of
innocence ^nn+nom+++=innocence,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
righted ^vbd+++xvbn+=righted
itself ^ppl++++=itself
and ^cc++++=and
drifted ^vbd+++xvbn+=drifted
solemnly ^rb++++=solemnly
toward ^in++++=toward
the ^ati++++=the
landing ^nvbg+++xvbg+=landing.
. ^zz++++=EXTRAWORD
Farmer ^nn++++=Farmer
Larkin ^np+++??+=Larkin
saw ^vbd+vprv+tht0+xvbn+=saw
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
shouted ^vbd+vpub++xvbnx+=shouted,
, ^zz++++=EXTRAWORD
ran ^j+++xvbn+=ran
to ^in++++=to
the ^ati++++=the
edge ^nn++++=edge,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
attempted ^vb+++xvbn+=attempted
to ^to+vcmp+++=to
reach ^vbi++++=reach
it ^pp3+it+++=it
with ^in++++=with
the ^ati++++=the
rope ^nn++++=rope.
. ^zz++++=EXTRAWORD
The ^ati++++=The
rope ^nn++++=rope
fell ^vbd+++xvbn+=fell
short ^jj++++=short.
. ^zz++++=EXTRAWORD
The ^ati++++=The
boat ^nn++++=boat
continued ^vbd+++xvbn+=continued
downstream ^rb+pl+++=downstream.
. ^zz++++=EXTRAWORD
Larkin ^np+++??+=Larkin
said ^vbd+vpub++xvbn+=said
several ^ap++++=several
things ^nns++++=things
unconnected ^jj++++=unconnected
with ^in++++=with
classical ^jj+atrb+++=classical
literature ^nn++++=literature
and ^cc++++=and
set ^vpsv++agls+xvbn+=set
off ^rb+phrv+++=off
along ^in++++=along
the ^ati++++=the
towpath ^nn+++??+=towpath,
, ^zz++++=EXTRAWORD
the ^ati++++=the
brown ^jj+atrb+++=brown
dog ^nn++++=dog
preceding ^vwbg+++xvbg+=preceding
him ^pp3o+pp3+++=him
like ^in++++=like
Nemesis ^np++++=Nemesis.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
ran ^vbd+++xvbn+=ran.
. ^zz++++=EXTRAWORD
Branches ^nns++++=Branches
whipped ^vbd+++xvbn+=whipped
our ^pp$+pp1+++=our
faces ^nns++++=faces;
; ^zz++++=EXTRAWORD
roots ^nns++++=roots
rose ^vbd+++xvbn+=rose
maliciously ^rb++++=maliciously
beneath ^in+pl+++=beneath
our ^pp$+pp1+++=our
feet ^nns++++=feet;
; ^zz++++=EXTRAWORD
Harold ^np++++=Harold
lost ^vbd+++xvbn+=lost
the ^ati++++=the
Corinthian ^np+++??+=Corinthian
hat ^nn++++=hat
for ^in++++=for
the ^ati++++=the
second ^od++++=second
and ^cc++++=and
final ^jj+atrb+++=final
time ^nn++++=time.
. ^zz++++=EXTRAWORD
At ^rb++++=At
a ^at++++=a
muddy ^jj+atrb+++=muddy
inlet ^nn++++=inlet
before ^in++++=before
the ^ati++++=the
bridge ^nn++++=bridge,
, ^zz++++=EXTRAWORD
Edward ^np++++=Edward
waded ^vbd+++xvbn+=waded
thigh ^nn++++=thigh-deep
- ^zz++++=EXTRAWORD
deep ^jj++++=EXTRAWORD
and ^cc++++=and
caught ^vbd+++xvbn+=caught
the ^ati++++=the
stern ^nn++++=stern.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
scrambled ^vbd+++xvbn+=scrambled
aboard ^in+strn+++=aboard.
. ^zz++++=EXTRAWORD
With ^in++++=With
the ^ati++++=the
boat ^nn++++=boat-hook,
- ^zz++++=EXTRAWORD
hook ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
one ^cd1++++=one
oar ^nn++++=oar,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
our ^pp$+pp1+++=our
hands ^nns++++=hands
against ^in++++=against
the ^ati++++=the
bank ^nn++++=bank,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
forced ^vbd+++xvbn+=forced
the ^ati++++=the
Argo ^np+++??+=Argo
upstream ^rb+pl+++=upstream
while ^cs+sub+++=while
Farmer ^nn++++=Farmer
Larkin ^np++++=Larkin's
's ^$++++=EXTRAWORD
voice ^nn++++=voice
receded ^vbd+++xvbn+=receded
on ^in++++=on
the ^ati++++=the
farther ^rbr++++=farther
side ^nn++++=side.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
we ^pp1a+pp1+++=we
crossed ^vbd+++xvbn+=crossed,
, ^zz++++=EXTRAWORD
shot ^j+++xvbn+=shot
into ^in++++=into
the ^ati++++=the
osier ^jjr++++=osier-bed,
- ^zz++++=EXTRAWORD
bed ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
drove ^j+++xvbn+=drove
the ^ati++++=the
peg ^nn++++=peg
home ^nr++++=home,
, ^zz++++=EXTRAWORD
coiled ^xvbn+++xvbn+=coiled
the ^ati++++=the
chain ^nn++++=chain,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
even ^cs+sub+++=even
returned ^vprf+++xvbn+=returned
the ^ati++++=the
tin ^nn++++=tin
baler ^nn++++=baler
to ^in++++=to
its ^pp$+it+++=its
original ^jj+atrb+++=original
position ^nn+nom+++=position.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
we ^pp1a+pp1+++=we
fled ^vbd+++xvbn+=fled
through ^in++++=through
the ^ati++++=the
orchard ^nn++++=orchard,
, ^zz++++=EXTRAWORD
separating ^vbg+++xvbg+=separating
according ^in+cmpx+++=according
to ^in"++++=to
a ^at++++=a
plan ^nn++++=plan
invented ^vbd+++xvbn+=invented
while ^cs+sub+++=while
running ^jj+++xvbg+=running.
. ^zz++++=EXTRAWORD
Punishment ^nn+nom+++=Punishment
awaited ^vbd+++xvbn+=awaited
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
naturally ^rb+cnj+++=naturally,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
concerned ^vbd+++xvbn+=concerned
lateness ^nns+nom+++=lateness,
, ^zz++++=EXTRAWORD
torn ^jj+atrb++xvbn+=torn
clothes ^nns++++=clothes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
mysterious ^jj+atrb+++=mysterious
disappearance ^nn+nom+++=disappearance
of ^in++++=of
provisions ^nns++++=provisions;
; ^zz++++=EXTRAWORD
the ^ati++++=the
greater ^jjr+atrb+++=greater
piracy ^nn++++=piracy
remained ^vbd+++xvbn+=remained
undiscovered ^vbd+++xvbn+=undiscovered.
. ^zz++++=EXTRAWORD
Harold ^np++++=Harold
persisted ^vbd+++xvbn+=persisted
for ^in++++=for
weeks ^nns++++=weeks
in ^in++++=in
schemes ^nns++++=schemes
for ^in++++=for
Lucy ^np++++=Lucy's
's ^$++++=EXTRAWORD
liberation ^nn+nom+++=liberation,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
none ^pn++++=none
survived ^vbd+++xvbn+=survived
contact ^nn++++=contact
with ^in++++=with
detail ^nn++++=detail.
. ^zz++++=EXTRAWORD
Edward ^np++++=Edward
maintained ^vbd+vpub++xvbn+=maintained
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
could ^md+pos+++=could
escape ^vb++++=escape
perfectly ^rb+amp+++=perfectly
well ^rb++++=well
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
chose ^vbd+++xvbnx+=chose,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
never ^rb++++=never
again ^rb+tm+++=again
went ^vbd+++xvbn+=went
upstream ^rb+pl+++=upstream
without ^in++++=without
looking ^nn++++=looking
toward ^in++++=toward
the ^ati++++=the
hidden ^jj+atrb++xvbn+=hidden
water ^nn++++=water-gate.
- ^zz++++=EXTRAWORD
gate ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
As ^in++++=As
for ^in"++++=for
the ^ati++++=the
manoeuvre ^nn++++=manoeuvre
by ^in++++=by
which ^whp+rel+pied++=which
we ^pp1a+pp1+++=we
restored ^vbd+++xvbn+=restored
the ^ati++++=the
boat ^nn++++=boat,
, ^zz++++=EXTRAWORD
Edward ^np++++=Edward
accepted ^vbd+vprv+tht0+xvbn+=accepted
our ^pp$+pp1+++=our
admiration ^nn+nom+++=admiration
with ^in++++=with
becoming ^xvbg+++xvbg+=becoming
modesty ^nn++++=modesty.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
we ^pp1a+pp1+++=we
compared ^vbd+++xvbn+=compared
him ^pp3o+pp3+++=him
to ^in++++=to
Ulysses ^np++++=Ulysses,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
pleased ^vpsv++agls+xvbnx+=pleased;
; ^zz++++=EXTRAWORD
for ^in++++=for
ordinary ^jj+atrb+++=ordinary
praise ^nn++++=praise
he ^pp3a+pp3+++=he
mistrusted ^vbd+++xvbnx+=mistrusted
as ^ql++++=as
flattery ^nn+nom+++=flattery,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
authority ^nn+nom+++=authority
of ^in++++=of
Homer ^np++++=Homer,
, ^zz++++=EXTRAWORD
like ^in++++=like
the ^ati++++=the
pursuit ^nn++++=pursuit
of ^in++++=of
an ^at++++=an
angry ^jj+atrb+++=angry
farmer ^nn++++=farmer,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
a ^at++++=a
thing ^nn++++=thing
he ^pp3a+pp3+++=he
understood ^vbd+vprv++xvbn+=understood.
. ^zz++++=EXTRAWORD
