You ^pp2+pp2+++=You
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
an ^at++++=an
imperial ^jj+atrb+++=imperial
fever ^nn++++=fever.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
they ^pp3a+pp3+++=they
gave ^vbd+++xvbnx+=gave
it ^pp3+it+++=it
a ^at++++=a
name ^nn++++=name
so ^ql++++=so
long ^rb++++=long
that ^dt+dem+++=that
everyone ^pn++++=everyone
knew ^vbd+vprv+tht0+xvbn+=knew
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
hope ^nn++++=hope.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Emperor ^npt++++=Emperor
lay ^vbd+++xvbn+=lay
in ^in++++=in
his ^pp$+pp3+++=his
magnificent ^jj+atrb+++=magnificent
bed ^nn++++=bed
beneath ^in+pl+++=beneath
curtains ^nns++++=curtains
of ^in++++=of
heavy ^jj+atrb+++=heavy
silk ^nn++++=silk.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
face ^nn++++=face
was ^vbd+bedz+vrb++=was
pale ^nn++++=pale,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
breath ^nn++++=breath
came ^vbd+++xvbn+=came
faintly ^rb++++=faintly.
. ^zz++++=EXTRAWORD
The ^ati++++=The
palace ^nn++++=palace
corridors ^nns++++=corridors
were ^vbd+bed+vrb++=were
muffled ^jj+pred+++=muffled
with ^in++++=with
carpets ^nns++++=carpets
so ^ql++++=so
that ^cs+sub+++=that
no ^at++++=no
footstep ^nn++++=footstep
should ^md+nec+++=should
disturb ^vb++++=disturb
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
courtiers ^nns+nom+++=courtiers
had ^vb+hv+aux++=had
already ^rb++splt++=already
gone ^vprf+++xvbnx+=gone
to ^to++++=to
salute ^vbi++++=salute
the ^ati++++=the
emperor ^nn++++=emperor
who ^whp+rel+subj++=who
was ^vbd+bedz+aux++=was
expected ^vpsv++agls+xvbnx+=expected
to ^to+vcmp+++=to
come ^vbi++++=come
next ^ap++++=next.
. ^zz++++=EXTRAWORD
The ^ati++++=The
attendants ^nns+nom+++=attendants
whispered ^vbd+vpub++xvbn+=whispered
together ^nn+nom+++=together
and ^cc++++=and
divided ^jj+++xvbn+=divided
the ^ati++++=the
vacant ^jj+atrb+++=vacant
offices ^nns++++=offices
among ^in++++=among
themselves ^ppls+pp3+++=themselves.
. ^zz++++=EXTRAWORD
The ^ati++++=The
servants ^nns+nom+++=servants
went ^vbd+++xvbn+=went
out ^rp+pl+++=out
to ^to++++=to
drink ^vbi++++=drink
tea ^nn++++=tea
and ^cc++++=and
discuss ^vb++++=discuss
the ^ati++++=the
funeral ^nn++++=funeral
procession ^nn++++=procession.
. ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
remained ^vbd+++xvbn+=remained
with ^in++++=with
the ^ati++++=the
sick ^jj+atrb+++=sick
man ^nn++++=man.
. ^zz++++=EXTRAWORD
Through ^in++++=Through
the ^ati++++=the
open ^jj+atrb+++=open
window ^nn++++=window
came ^vbd+++xvbn+=came
the ^ati++++=the
moonlight ^nn++++=moonlight.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
shone ^vbd+++xvbn+=shone
upon ^in++++=upon
the ^ati++++=the
jeweled ^jj+atrb++xvbn+=jeweled
bird ^nn++++=bird,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
stood ^vbd+++xvbn+=stood
silent ^jj++++=silent
on ^in++++=on
its ^pp$+it+++=its
velvet ^nn++++=velvet
cushion ^nn++++=cushion.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
shone ^vbd+++xvbn+=shone
also ^rb++++=also
upon ^in++++=upon
the ^ati++++=the
Emperor ^np++++=Emperor's
's ^$++++=EXTRAWORD
face ^nn++++=face.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Emperor ^npt++++=Emperor
opened ^vbd+++xvbn+=opened
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
and ^cc++++=and
saw ^vbd+vprv++xvbn+=saw
Death ^nn++++=Death
sitting ^vwbg+++xvbg+=sitting
on ^in++++=on
his ^pp$+pp3+++=his
chest ^nn++++=chest.
. ^zz++++=EXTRAWORD
Death ^nn++++=Death
wore ^vbd+++xvbn+=wore
the ^ati++++=the
imperial ^jj+atrb+++=imperial
crown ^nn++++=crown.
. ^zz++++=EXTRAWORD
In ^in++++=In
one ^cd1++++=one
hand ^nn++++=hand
he ^pp3a+pp3+++=he
held ^vbd+vprv++xvbnx+=held
the ^ati++++=the
Emperor ^np++++=Emperor's
's ^$++++=EXTRAWORD
golden ^jj+atrb+++=golden
sword ^nn++++=sword;
; ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
other ^ap++++=other,
, ^zz++++=EXTRAWORD
the ^ati++++=the
great ^jj+atrb+++=great
banner ^nn++++=banner
of ^in++++=of
the ^ati++++=the
realm ^nn++++=realm.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
eyes ^nns++++=eyes
were ^vbd+bed+vrb++=were
dark ^jj+pred+++=dark
and ^cc++++=and
patient ^nn++++=patient.
. ^zz++++=EXTRAWORD
Around ^rp++++=Around
the ^ati++++=the
bed ^nn++++=bed
peered ^vbd+++xvbn+=peered
strange ^jj+atrb+++=strange
faces ^nns++++=faces
from ^in++++=from
the ^ati++++=the
folds ^nns++++=folds
of ^in++++=of
the ^ati++++=the
curtains ^nns++++=curtains.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
were ^vbd+bed+vrb++=were
beautiful ^jj+pred+++=beautiful
and ^cc+phrs+++=and
gentle ^jj++++=gentle;
; ^zz++++=EXTRAWORD
others ^aps++++=others
were ^vbd+bed+aux++=were
twisted ^vpsv++agls+xvbnx+=twisted
and ^cc++++=and
terrible ^jj++++=terrible.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
the ^ati++++=the
Emperor ^np++++=Emperor's
's ^$++++=EXTRAWORD
deeds ^nns++++=deeds.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
you ^pp2+pp2+++=you
remember ^nn+nom+++=remember
me ^pp1o+pp1+++=me?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
whispered ^vbd+vpub++xvbn+=whispered
one ^pn++++=one.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
me ^pp1o+pp1+++=me?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
another ^ppls++++=another.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
hungry ^jj+atrb+++=hungry
farmer ^nn++++=farmer
whose ^whp+rel+obj++=whose
grain ^nn++++=grain
you ^pp2+pp2+++=you
took ^vbd+++xvbn+=took
for ^in++++=for
the ^ati++++=the
palace ^nn++++=palace
horses ^nns++++=horses."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
prisoner ^nn+nom+++=prisoner
you ^pp2+pp2+++=you
pardoned ^vbd+++xvbn+=pardoned."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
widow ^nn++++=widow
whose ^whp+rel+obj++=whose
petition ^nn+nom+++=petition
your ^pp$+pp2+++=your
ministers ^nns+nom+++=ministers
hid ^vbd+++xvbn+=hid."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
child ^nn++++=child
who ^whp+rel+subj++=who
received ^vbd+++xvbn+=received
medicine ^nn++++=medicine
from ^in++++=from
your ^pp$+pp2+++=your
physician ^nn++++=physician."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Good ^jj+atrb+++=Good
deeds ^nns++++=deeds
and ^cc++++=and
evil ^jj+atrb+++=evil
deeds ^nns++++=deeds
crowded ^vbd+++xvbn+=crowded
about ^rb++++=about
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
speaking ^vbg+++xvbg+=speaking
one ^cd1++++=one
after ^in++++=after
another ^ppls++++=another.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Emperor ^npt++++=Emperor
turned ^vbd+++xvbn+=turned
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
" ^zz++++="Music!"
music ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
cried ^vbd+++xvbnx+=cried.
. ^zz++++=EXTRAWORD
" ^zz++++="Music!
music ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
Beat ^j+++xvbn+=Beat
the ^ati++++=the
great ^jj+atrb+++=great
drum ^nn++++=drum,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
need ^nn++++=need
not ^xnot++not++=not
hear ^vb+vprv+++=hear
them ^pp3o+pp3+++=them!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
no ^at++++=no
drum ^nn++++=drum
sounded ^vbd+++xvbn+=sounded.
. ^zz++++=EXTRAWORD
" ^zz++++="Little
little ^ap++++=EXTRAWORD
jeweled ^jj+atrb++xvbn+=jeweled
bird ^nn++++=bird,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
gasped ^vbd+++xvbnx+=gasped,
, ^zz++++=EXTRAWORD
" ^zz++++="sing!
sing ^vb++++=EXTRAWORD
! ^zz++++=EXTRAWORD
Sing ^vb++++=Sing!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
gave ^vbd+++xvbnx+=gave
you ^pp2+pp2+++=you
gold ^nn++++=gold
and ^cc++++=and
precious ^jj+atrb+++=precious
stones ^nns++++=stones.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hung ^vbd+++xvbnx+=hung
my ^pp$+pp1+++=my
slipper ^nn++++=slipper
around ^rp++++=around
no ^at++++=no,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
the ^ati++++=the
other ^ap++++=other
one ^cd1++++=one
but ^cc++++=but
I ^pp1a+pp1+++=I
gave ^vbd+++xvbnx+=gave
you ^pp2+pp2+++=you
the ^ati++++=the
highest ^jjt+atrb+++=highest
place ^nn++++=place
beside ^in+pl+++=beside
my ^pp$+pp1+++=my
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
Sing ^vb++++=Sing!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
artificial ^jj+atrb+++=artificial
nightingale ^nn++++=nightingale
remained ^vbd+++xvbn+=remained
silent ^jj++++=silent.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
one ^pn++++=one
to ^in++++=to
wind ^nn++++=wind
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Death ^nn++++=Death
bent ^vbd+++xvbn+=bent
nearer ^rbr++++=nearer,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
faces ^nn++++=faces
continued ^vbd+++xvbn+=continued
whispering ^jj+++xvbg+=whispering.
. ^zz++++=EXTRAWORD
" ^zz++++="Hark,
hark ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
hark ^nn+++??+=hark!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Death ^nn++++=Death
suddenly ^rb++++=suddenly.
. ^zz++++=EXTRAWORD
Outside ^jjb++++=Outside
the ^ati++++=the
window ^nn++++=window,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
darkness ^nns+nom+++=darkness,
, ^zz++++=EXTRAWORD
a ^at++++=a
bird ^nn++++=bird
had ^vbd+hvd+aux++=had
begun ^vprf+++xvbnx+=begun
to ^to++++=to
sing ^vbi++++=sing.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
living ^jj+atrb++xvbg+=living
nightingale ^nn++++=nightingale.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
heard ^vprf+++xvbnx+=heard
from ^in++++=from
the ^ati++++=the
wind ^nn++++=wind
that ^tht+rel+obj++=that
the ^ati++++=the
Emperor ^nn++++=Emperor
was ^vbd+bedz+aux++=was
dying ^vbg+++xvbgx+=dying.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
flown ^vprf+++xvbnx+=flown
from ^in++++=from
the ^ati++++=the
forest ^nn++++=forest
and ^cc++++=and
settled ^vpsv++agls+xvbn+=settled
upon ^in++++=upon
a ^at++++=a
branch ^nn++++=branch
beside ^in+pl+++=beside
the ^ati++++=the
window ^nn++++=window,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
now ^rn+tm+++=now
her ^pp$+pp3+++=her
song ^nn++++=song
entered ^vbd+++xvbn+=entered
the ^ati++++=the
chamber ^nn++++=chamber
like ^in++++=like
cool ^vb++++=cool
air ^nn++++=air.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
sang ^vbd+++xvbnx+=sang
of ^in++++=of
the ^ati++++=the
quiet ^jj+atrb+++=quiet
churchyard ^nn++++=churchyard
beneath ^in+pl+++=beneath
white ^jj+atrb+++=white
roses ^nns++++=roses.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
sang ^vbd+++xvbnx+=sang
of ^in++++=of
fresh ^jj+atrb+++=fresh
grass ^nn++++=grass
shining ^vwbg+++xvbg+=shining
with ^in++++=with
dew ^nn++++=dew,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
of ^in++++=of
the ^ati++++=the
evening ^nn++++=evening
bell ^nn++++=bell
that ^tht+rel+obj++=that
calls ^nns++++=calls
the ^ati++++=the
weary ^jj+atrb+++=weary
home ^nr++++=home.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
sang ^vbd+++xvbnx+=sang
of ^in++++=of
sleep ^nn++++=sleep
without ^in++++=without
fear ^nn++++=fear
and ^cc++++=and
memory ^nn++++=memory
without ^in++++=without
bitterness ^nns+nom+++=bitterness.
. ^zz++++=EXTRAWORD
The ^ati++++=The
dreadful ^jj+atrb+++=dreadful
faces ^nns++++=faces
grew ^vbd+++xvbn+=grew
still ^jj+pred+++=still.
. ^zz++++=EXTRAWORD
Death ^nn++++=Death
listened ^vbd+++xvbn+=listened.
. ^zz++++=EXTRAWORD
" ^zz++++="Sing
sing ^vb++++=EXTRAWORD
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
little ^ap++++=little
nightingale ^nn++++=nightingale,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Sing
sing ^vb++++=EXTRAWORD
on ^in+strn+++=on."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Will
will ^md+prd+++=EXTRAWORD
you ^pp2+pp2+++=you
give ^vb++++=give
me ^pp1o+pp1+++=me
the ^ati++++=the
Emperor ^np++++=Emperor's
's ^$++++=EXTRAWORD
golden ^jj+atrb+++=golden
sword ^nn++++=sword?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
the ^ati++++=the
bird ^nn++++=bird.
. ^zz++++=EXTRAWORD
Death ^nn++++=Death
surrendered ^vbd+++xvbn+=surrendered
the ^ati++++=the
sword ^nn++++=sword
for ^in++++=for
a ^at++++=a
song ^nn++++=song.
. ^zz++++=EXTRAWORD
The ^ati++++=The
nightingale ^nn++++=nightingale
sang ^vbd+++xvbn+=sang
of ^in++++=of
the ^ati++++=the
sea ^nn++++=sea
at ^rb++++=at
dawn ^nn++++=dawn,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
gray ^np++++=gray
water ^nn++++=water
becomes ^vbz++++=becomes
silver ^nn++++=silver
and ^cc++++=and
the ^ati++++=the
poor ^jj+atrb+++=poor
fisherman ^nn+nom+++=fisherman
lifts ^vbz++++=lifts
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
toward ^in++++=toward
the ^ati++++=the
light ^nn++++=light.
. ^zz++++=EXTRAWORD
" ^zz++++="More,"
more ^rbr++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Death ^nn++++=Death.
. ^zz++++=EXTRAWORD
" ^zz++++="Will
will ^md+prd+++=EXTRAWORD
you ^pp2+pp2+++=you
give ^vb++++=give
me ^pp1o+pp1+++=me
the ^ati++++=the
banner ^nn++++=banner?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Death ^nn++++=Death
gave ^vbd+++xvbn+=gave
up ^rb+phrv+++=up
the ^ati++++=the
banner ^nn++++=banner.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
nightingale ^nn++++=nightingale
sang ^vbd+++xvbn+=sang
of ^in++++=of
the ^ati++++=the
forest ^nn++++=forest
in ^in++++=in
spring ^nn++++=spring:
: ^zz++++=EXTRAWORD
of ^in++++=of
roots ^nns++++=roots
drinking ^vwbg+++xvbg+=drinking
rain ^nn++++=rain,
, ^zz++++=EXTRAWORD
buds ^nns++++=buds
opening ^vwbg+++xvbg+=opening
in ^in++++=in
secret ^nn++++=secret,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
small ^jj+atrb+++=small
wings ^nns++++=wings
testing ^vwbg+++xvbg+=testing
the ^ati++++=the
warm ^jj+atrb+++=warm
air ^nn++++=air.
. ^zz++++=EXTRAWORD
" ^zz++++="More,"
more ^rbr++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
whispered ^vbd+vpub++xvbn+=whispered
Death ^nn++++=Death.
. ^zz++++=EXTRAWORD
" ^zz++++="Little
little ^ap++++=EXTRAWORD
bird ^nn++++=bird,
, ^zz++++=EXTRAWORD
sing ^vb++++=sing
more ^rbr++++=more."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Will
will ^md+prd+++=EXTRAWORD
you ^pp2+pp2+++=you
give ^vb++++=give
me ^pp1o+pp1+++=me
the ^ati++++=the
crown ^nn++++=crown?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Death ^nn++++=Death
placed ^vwbn+++xvbn+=placed
the ^ati++++=the
crown ^nn++++=crown
upon ^in++++=upon
the ^ati++++=the
Emperor ^np++++=Emperor's
's ^$++++=EXTRAWORD
pillow ^nn++++=pillow.
. ^zz++++=EXTRAWORD
The ^ati++++=The
nightingale ^nn++++=nightingale
sang ^vbd+++xvbn+=sang
then ^rn+tm+++=then
of ^in++++=of
a ^at++++=a
mother ^nn++++=mother
bending ^vwbg+++xvbg+=bending
over ^rp++++=over
her ^pp3o+pp3+++=her
sleeping ^nvbg+++xvbg+=sleeping
child ^nn++++=child,
, ^zz++++=EXTRAWORD
of ^in++++=of
forgiveness ^nns+nom+++=forgiveness
arriving ^vwbg+++xvbg+=arriving
late ^jj++++=late
but ^cc++++=but
not ^xnot++not++=not
too ^ql++++=too
late ^jj++++=late,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
of ^in++++=of
tears ^nns++++=tears
falling ^vwbg+++xvbg+=falling
from ^in++++=from
the ^ati++++=the
eyes ^nns++++=eyes
of ^in++++=of
one ^cd1++++=one
who ^whp+rel+subj++=who
has ^vbz+hvz+aux++=has
at ^rb++splt++=at
last ^rb"++++=last
heard ^vbd+vprv++xvbn+=heard
the ^ati++++=the
truth ^nn++++=truth.
. ^zz++++=EXTRAWORD
Death ^nn++++=Death
rose ^vbd+++xvbn+=rose
from ^in++++=from
the ^ati++++=the
Emperor ^np++++=Emperor's
's ^$++++=EXTRAWORD
chest ^nn++++=chest.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
became ^vbd+++xvbnx+=became
a ^at++++=a
white ^jj+atrb+++=white
mist ^nn++++=mist,
, ^zz++++=EXTRAWORD
drifted ^j+++xvbn+=drifted
toward ^in++++=toward
the ^ati++++=the
window ^nn++++=window,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
vanished ^vpsv++agls+xvbn+=vanished
into ^in++++=into
the ^ati++++=the
night ^nn++++=night.
. ^zz++++=EXTRAWORD
The ^ati++++=The
faces ^nn++++=faces
disappeared ^vbd+seem++xvbn+=disappeared.
. ^zz++++=EXTRAWORD
The ^ati++++=The
room ^nn++++=room
was ^vbd+bedz+vrb++=was
quiet ^nn++++=quiet,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
no ^at++++=no
longer ^rbr++++=longer
the ^ati++++=the
quiet ^nn++++=quiet
of ^in++++=of
death ^nn++++=death.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Emperor ^nn++++=Emperor
breathed ^vbd+++xvbn+=breathed
deeply ^rb++++=deeply.
. ^zz++++=EXTRAWORD
Warmth ^nn++++=Warmth
returned ^vbd+++xvbn+=returned
to ^in++++=to
his ^pp$+pp3+++=his
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
faint ^jj+atrb+++=faint
color ^nn++++=color
came ^vbd+++xvbn+=came
into ^in+ppvb+++=into
his ^pp$+pp3+++=his
cheeks ^nns++++=cheeks.
. ^zz++++=EXTRAWORD
" ^zz++++="Thank
thank ^vb++++=EXTRAWORD
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Faithful
faithful ^jj++++=EXTRAWORD
little ^ap++++=little
bird ^nn++++=bird,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
drove ^vbd+++xvbnx+=drove
you ^pp2+pp2+++=you
from ^in++++=from
my ^pp$+pp1+++=my
empire ^nn++++=empire,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
driven ^vprf+++xvbnx+=driven
Death ^nn++++=Death
from ^in++++=from
my ^pp$+pp1+++=my
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
How ^wrb+who+whq++=How
shall ^md+prd+++=shall
I ^pp1a+pp1+++=I
reward ^nn++++=reward
you ^pp2+pp2+++=you?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
place ^vb++++=place
the ^ati++++=the
golden ^jj+atrb+++=golden
slipper ^nn++++=slipper
around ^in++++=around
your ^pp$+pp2+++=your
neck ^nn++++=neck.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
give ^vb++++=give
you ^pp2+pp2+++=you
a ^at++++=a
title ^nn++++=title
with ^in++++=with
twelve ^cd++++=twelve
lines ^nns++++=lines
in ^in++++=in
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
shall ^md+prd+++=shall
live ^vb++++=live
beside ^in+pl+++=beside
me ^pp1o+pp1+++=me
always ^rb++++=always."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
desire ^nn++++=desire
neither ^dt++neg++=neither
slipper ^nn++++=slipper
nor ^cc++neg++=nor
title ^nn++++=title,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
nightingale ^nn++++=nightingale.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
already ^rb++splt++=already
received ^vprf+++xvbnx+=received
my ^pp$+pp1+++=my
reward ^nn++++=reward.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
tears ^nns++++=tears
in ^in++++=in
your ^pp$+pp2+++=your
eyes ^nns++++=eyes
when ^wrb+who+++=when
first ^rb++++=first
I ^pp1a+pp1+++=I
sang ^vbd+++xvbnx+=sang
to ^in++++=to
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
tonight ^nr+tm+++=tonight
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
them ^pp3o+pp3+++=them
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Keep ^vb++++=Keep
those ^dt+dem+++=those
tears ^nns++++=tears;
; ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
jewels ^nns++++=jewels
no ^at++++=no
goldsmith ^nn+++??+=goldsmith
can ^md+pos+++=can
make ^vb++++=make."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
remain ^vb++++=remain
with ^in++++=with
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
Emperor ^nn++++=Emperor.
. ^zz++++=EXTRAWORD
" ^zz++++="Sing
sing ^vb++++=EXTRAWORD
whenever ^nn+nom+++=whenever
you ^pp2+pp2+++=you
please ^uh++++=please.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
break ^vb++++=break
the ^ati++++=the
mechanical ^jj+atrb+++=mechanical
bird ^nn++++=bird
into ^in++++=into
a ^at++++=a
thousand ^cd++++=thousand
pieces ^nns++++=pieces."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
not ^xnot++not++=not
break ^vb++++=break
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
nightingale ^nn++++=nightingale.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
did ^vbd+dod+vrb++=did
what ^wdt+who+++=what
it ^pp3+it+++=it
could ^md+pos+++=could.
. ^zz++++=EXTRAWORD
Keep ^vb++++=Keep
it ^pp3+it+++=it
kindly ^rb++++=kindly.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
live ^vb++++=live
in ^in++++=in
the ^ati++++=the
palace ^nn++++=palace."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+++=EXTRAWORD
not ^xnot++not++=not?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Because
because ^cs+cos+++=EXTRAWORD
my ^pp$+pp1+++=my
song ^nn++++=song
belongs ^vbz++++=belongs
also ^rb++++=also
to ^in++++=to
the ^ati++++=the
