Skeleton ^nn++++=Skeleton
had ^vb+hv+vrb++=had
the ^ati++++=the
planking ^nn++++=planking
yielded ^vbd+++xvbn+=yielded
which ^whp+who+++=which
it ^pp3+it+++=it
would ^md+prd+++=would
not ^xnot++not++=not
a ^at++++=a
man ^nn++++=man
could ^md+pos+++=could
not ^xnot++not++=not
have ^vb+hv+aux++=have
thrust ^vprf+++xvbnx+=thrust
his ^pp$+pp3+++=his
hand ^nn++++=hand
through ^in++++=through
either ^dtx++++=either
opening ^nvbg+++xvbg+=opening,
, ^zz++++=EXTRAWORD
much ^ap++++=much
less ^ql++++=less
his ^pp$+pp3+++=his
arm ^nn++++=arm
to ^in++++=to
the ^ati++++=the
elbow ^nn++++=elbow.
. ^zz++++=EXTRAWORD
Moreover ^nn+nom+++=Moreover,
, ^zz++++=EXTRAWORD
the ^ati++++=the
splinters ^nns+nom+++=splinters
showed ^vbd+vprv++xvbn+=showed
outward ^jjb++++=outward
beneath ^in+pl+++=beneath
the ^ati++++=the
hull ^nn++++=hull
and ^cc++++=and
inward ^jjb++++=inward
above ^jjb++++=above.
. ^zz++++=EXTRAWORD
The ^ati++++=The
cuts ^nns++++=cuts
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
made ^vpsv++agls+xvbnx+=made
from ^in++++=from
inside ^jjb++++=inside
the ^ati++++=the
canoe ^nn+++??+=canoe.
. ^zz++++=EXTRAWORD
Hank ^np++++=Hank
looked ^vbd+++xvbn+=looked
at ^rb++++=at
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
at ^rb++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Those ^dt+dem+++=Those
holes ^nns++++=holes
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
made ^vpsv++agls+xvbnx+=made
afterwards ^rb+tm+++=afterwards.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
returned ^vpsv++by+xvbn+=returned
by ^in++++=by
another ^dt++++=another
path ^nn++++=path,
, ^zz++++=EXTRAWORD
following ^jj+++xvbg+=following
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
the ^ati++++=the
lake ^nn++++=lake.
. ^zz++++=EXTRAWORD
The ^ati++++=The
morning ^nn++++=morning
was ^vbd+bedz+vrb++=was
extraordinarily ^rb++++=extraordinarily
beautiful ^jj+pred+++=beautiful.
. ^zz++++=EXTRAWORD
Mist ^nn++++=Mist
lay ^vbd+++xvbn+=lay
in ^in++++=in
the ^ati++++=the
bays ^nns++++=bays
like ^in++++=like
milk ^nn++++=milk,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
every ^at++++=every
birch ^nn++++=birch
upon ^in++++=upon
the ^ati++++=the
islands ^npl++++=islands
burned ^vbd+++xvbn+=burned
yellow ^jj++++=yellow
in ^in++++=in
the ^ati++++=the
early ^jj+atrb+++=early
sun ^nn++++=sun.
. ^zz++++=EXTRAWORD
A ^at++++=A
kingfisher ^nn++++=kingfisher
flew ^vbd+++xvbn+=flew
before ^in++++=before
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
uttering ^vbg+++xvbg+=uttering
its ^pp$+it+++=its
harsh ^jj+atrb+++=harsh
cry ^nn++++=cry;
; ^zz++++=EXTRAWORD
once ^rb+tm+++=once
a ^at++++=a
trout ^nn++++=trout
broke ^vbd+++xvbn+=broke
the ^ati++++=the
polished ^jj+atrb+++=polished
surface ^nn++++=surface,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
widening ^nn++++=widening
rings ^vbz++++=rings
remained ^vprf+++xvbn+=remained
long ^rb++++=long
after ^cs+sub+++=after
the ^ati++++=the
fish ^nns++++=fish
had ^vbd+hvd+aux++=had
vanished ^vprf+++xvbnx+=vanished.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
peace ^nn++++=peace,
, ^zz++++=EXTRAWORD
beside ^in+pl+++=beside
what ^wdt+who+++=what
we ^pp1a+pp1+++=we
now ^rn+tm+++=now
believed ^vbd+vprv++xvbn+=believed,
, ^zz++++=EXTRAWORD
seemed ^j+++xvbn+=seemed
not ^xnot++not++=not
merely ^rb+down+++=merely
indifferent ^jj++++=indifferent
but ^cc++++=but
accusatory ^nn++++=accusatory.
. ^zz++++=EXTRAWORD
The ^ati++++=The
whole ^jj+atrb+++=whole
wilderness ^nns+nom+++=wilderness
was ^vbd+bedz+vrb++=was
clean ^jj+pred+++=clean.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
man ^nn++++=man
had ^vbd+hvd+aux++=had
brought ^vprf+++xvbnx+=brought
a ^at++++=a
stain ^nn++++=stain
into ^in++++=into
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="What'll
what ^wdt+who+whq++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
we ^pp1a+pp1+++=we
do ^vb+do+vrb++=do?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Find
find ^vb+vprv+++=EXTRAWORD
Jake ^np++++=Jake,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Hank ^np++++=Hank
replied ^vbd+vpub++xvbn+=replied.
. ^zz++++=EXTRAWORD
Rushton ^np++++=Rushton
was ^vbd+bedz+aux++=was
eating ^vbg+++xvbgx+=eating
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
reached ^vbd+++xvbn+=reached
camp ^npl++++=camp.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
our ^pp$+pp1+++=our
empty ^jj+atrb+++=empty
hands ^nns++++=hands
and ^cc++++=and
then ^rn+tm+++=then
towards ^in++++=towards
the ^ati++++=the
shore ^nn++++=shore.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
found ^vbd+vprv+tht0+xvbn+=found
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Ayuh."
ayuh ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
saw ^vbd+vprv++xvbn+=saw
the ^ati++++=the
holes ^nns++++=holes?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Ayuh."
ayuh ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
told ^vbd+vpub+tht0+xvbnx+=told
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
cut ^vbd+++xvbn+=cut
them ^pp3o+pp3+++=them
to ^to++++=to
hold ^vbi+vprv+++=hold
on ^in+strn+++=on."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Hank ^np++++=Hank
helped ^vbd+++xvbn+=helped
himself ^ppl+pp3+++=himself
to ^in++++=to
coffee ^nn++++=coffee.
. ^zz++++=EXTRAWORD
" ^zz++++="Too
too ^ql++++=EXTRAWORD
bad ^jj++++=bad
ye ^pp2+pp2+++=ye
lost ^vbd+++xvbn+=lost
the ^ati++++=the
knife ^nn++++=knife."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Rushton ^np++++=Rushton's
's ^$++++=EXTRAWORD
spoon ^nn++++=spoon
struck ^vbd+++xvbn+=struck
the ^ati++++=the
plate ^nn++++=plate.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
knife ^nn++++=knife?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Jake's
jake ^np++++=EXTRAWORD
's ^$++++=EXTRAWORD
knife ^nn++++=knife.
. ^zz++++=EXTRAWORD
Must ^md+nec+++=Must
ha ^uh++++=ha'
' ^zz++++=EXTRAWORD
gone ^vprf+++xvbn+=gone
down ^rb+phrv+++=down
with ^in+ppvb+++=with
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes.
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Of ^in+emph+++=Of
course ^nn+emph"+++=course.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
tied ^vpsv++agls+xvbnx+=tied
to ^in++++=to
his ^pp$+pp3+++=his
belt ^nn++++=belt."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
it ^pp3+it+++=it
in ^in++++=in
his ^pp$+pp3+++=his
hand ^nn++++=hand
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
swam ^vbd+++xvbnx+=swam
away ^rp+pl+++=away."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Rushton ^np++++=Rushton
blinked ^vbd+++xvbn+=blinked.
. ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+vrb++=EXTRAWORD
I ^pp1a+pp1+++=I?
? ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
may ^md+pos+++=may
have ^vb+hv+aux++=have
put ^vprf+++xvbnx+=put
it ^pp3+it+++=it
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
remember ^nn+nom+++=remember
every ^at++++=every
movement ^nn+nom+++=movement.
. ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
should ^md+nec+++=should
I ^pp1a+pp1+++=I?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
reason ^nn++++=reason,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Hank ^np++++=Hank
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
Again ^rb+tm+++=Again
the ^ati++++=the
guides ^nns++++=guides
attempted ^vbd+++xvbn+=attempted
to ^to+vcmp+++=to
turn ^vbi++++=turn
the ^ati++++=the
conversation ^nn+nom+++=conversation,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Rushton ^np++++=Rushton
pursued ^vbd+++xvbn+=pursued
it ^pp3+it+++=it
with ^in++++=with
that ^dt+dem+++=that
fatal ^jj+atrb+++=fatal
persistence ^nn+nom+++=persistence
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
become ^vprf+++xvbn+=become
more ^ql++++=more
exhausting ^jj+++xvbg+=exhausting
than ^in++++=than
his ^pp$+pp3+++=his
silence ^nn+nom+++=silence
could ^md+pos+++=could
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
examined ^vbd+++xvbn+=examined
the ^ati++++=the
canoe ^nn+++??+=canoe
carefully ^rb+cnj+++=carefully,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
suppose ^vb+vprv+++=suppose?
? ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
found ^vbd+vprv+tht0+xvbn+=found
nothing ^pn++++=nothing
else ^rb+cnj+++=else?
? ^zz++++=EXTRAWORD
No ^at++++=No
blood ^nn++++=blood?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Nobody ^pn++++=Nobody
had ^vbd+hvd+aux++=had
mentioned ^vprf+++xvbnx+=mentioned
blood ^nn++++=blood.
. ^zz++++=EXTRAWORD
Morris ^np++++=Morris
got ^vbd+++xvbn+=got
abruptly ^rb++++=abruptly
to ^in++++=to
his ^pp$+pp3+++=his
feet ^nns++++=feet
and ^cc++++=and
walked ^vbd+++xvbn+=walked
outside ^jjb++++=outside.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Willoughby ^np++++=Willoughby
set ^vbd+++xvbn+=set
down ^rb+phrv+++=down
her ^pp3o+pp3+++=her
cup ^nn++++=cup.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
face ^nn++++=face
was ^vbd+bedz+aux++=was
composed ^vpsv++agls+xvbnx+=composed,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
very ^ql+amp+++=very
pale ^nn++++=pale.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
think ^vb+vprv+++=think,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
her ^pp$+pp3+++=her
husband ^nn++++=husband,
, ^zz++++=EXTRAWORD
" ^zz++++="that
that ^dt+dem+++=EXTRAWORD
I ^pp1a+pp1+++=I
should ^md+nec+++=should
like ^vb++++=like
to ^to+vcmp+++=to
leave ^vbi++++=leave
this ^dt+dem+++=this
morning ^nn++++=morning."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
impossible ^jj+pred+++=impossible
to ^to+jcmp+++=to
depart ^vbi++++=depart
immediately ^rb+tm+++=immediately;
; ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
boats ^nns++++=boats
were ^vbd+bed+vrb++=were
at ^rb++++=at
the ^ati++++=the
northern ^jj+atrb+++=northern
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
lake ^nn++++=lake
with ^in++++=with
the ^ati++++=the
bulk ^nn++++=bulk
of ^in++++=of
our ^pp$+pp1+++=our
supplies ^nns++++=supplies.
. ^zz++++=EXTRAWORD
The ^ati++++=The
professor ^nn++++=professor
therefore ^rb+cnj+++=therefore
proposed ^vbn+vsua++xvbn+=proposed
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
and ^cc++++=and
Morris ^np++++=Morris
fetch ^vb++++=fetch
them ^pp3o+pp3+++=them
while ^cs+sub+++=while
Hank ^np++++=Hank
and ^cc++++=and
Silver ^nn++++=Silver
Fizz ^np+++??+=Fizz
went ^vbd+++xvbn+=went
to ^to++++=to
search ^vbi++++=search
the ^ati++++=the
west ^np+pl+++=west
reach ^vb++++=reach.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
to ^to++++=to
remain ^vbi++++=remain
at ^rb++++=at
camp ^nn++++=camp
with ^in++++=with
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Willoughby ^np++++=Willoughby
and ^cc++++=and
Rushton ^np++++=Rushton.
. ^zz++++=EXTRAWORD
At ^rb++++=At
this ^dt+dem+++=this
arrangement ^nn+nom+++=arrangement
Rushton ^np++++=Rushton
displayed ^vbd+++xvbn+=displayed
both ^abx++++=both
relief ^nn++++=relief
and ^cc++++=and
alarm ^nn++++=alarm.
. ^zz++++=EXTRAWORD
" ^zz++++="There's
there ^ex+pex+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
no ^at++++=no
use ^nn++++=use
searching ^vwbg+++xvbg+=searching,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
current ^nn++++=current
runs ^vbz++++=runs
north ^nr+pl+++=north.
. ^zz++++=EXTRAWORD
The ^ati++++=The
body ^nn++++=body
may ^md+pos+++=may
be ^vb+be+vrb++=be
miles ^nns++++=miles
away ^rp+pl+++=away."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
much ^ap++++=much
current ^jj++++=current
in ^in++++=in
a ^at++++=a
lake ^nn++++=lake,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Silver ^nn++++=Silver
Fizz ^np+++??+=Fizz
observed ^vbd+++xvbn+=observed.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
wind ^nn++++=wind,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
waste ^vb++++=waste
your ^pp$+pp2+++=your
time ^nn++++=time."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="P'raps,"
p ^zz++++=EXTRAWORD
'raps," ^nn+++??+=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Hank ^np++++=Hank.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
a ^at++++=a
man ^nn++++=man
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
leave ^vb++++=leave
his ^pp$+pp3+++=his
pard ^nn+++??+=pard
out ^rp+pl+++=out
thar ^nn+++??+=thar
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
can ^md+pos+++=can
fetch ^vb++++=fetch
him ^pp3o+pp3+++=him
in ^in+strn+++=in."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Rushton ^np++++=Rushton's
's ^$++++=EXTRAWORD
lips ^nns++++=lips
tightened ^vbd+++xvbn+=tightened.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
my ^pp$+pp1+++=my
partner ^nn++++=partner,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
yours ^pp$$++++=yours."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
first ^od++++=first
time ^nn++++=time
Hank ^np++++=Hank
looked ^vbd+++xvbn+=looked
directly ^rb++++=directly
at ^in++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
menace ^nn++++=menace
in ^in++++=in
the ^ati++++=the
guide ^nn++++=guide's
's ^vbz+bez+vrb++0=EXTRAWORD
weathered ^jj+atrb+++=weathered
face ^nn++++=face;
; ^zz++++=EXTRAWORD
only ^rb+down+++=only
a ^at++++=a
grave ^nn++++=grave
and ^cc++++=and
almost ^rb+hdg+++=almost
sorrowful ^jj+atrb+++=sorrowful
attention ^nn+nom+++=attention.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
ye ^pp2+pp2+++=ye'll
'll ^md+prd+++0=EXTRAWORD
want ^vb++++=want
him ^pp3o+pp3+++=him
found ^vbd+vprv++xvbn+=found,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
The ^ati++++=The
search ^nn++++=search
party ^nn++++=party
left ^vbd+++xvbn+=left
before ^in++++=before
nine ^cd++++=nine.
. ^zz++++=EXTRAWORD
From ^in++++=From
the ^ati++++=the
shore ^nn++++=shore
I ^pp1a+pp1+++=I
watched ^vbd+++xvbnx+=watched
Hank ^np++++=Hank
and ^cc++++=and
Silver ^nn++++=Silver
Fizz ^np+++??+=Fizz
take ^vb++++=take
the ^ati++++=the
green ^nn++++=green
canoe ^nn+++??+=canoe
temporarily ^rb++++=temporarily
repaired ^vbd+++xvbn+=repaired
with ^in++++=with
canvas ^nn++++=canvas
and ^cc++++=and
pitch ^nn++++=pitch
while ^cs+sub+++=while
the ^ati++++=the
professor ^nn++++=professor
and ^cc++++=and
Morris ^np++++=Morris
paddled ^vbd+++xvbn+=paddled
our ^pp$+pp1+++=our
remaining ^jj+atrb++xvbg+=remaining
craft ^nn++++=craft
northward ^jjb++++=northward.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lake ^nn++++=lake
had ^vbd+hvd+aux++=had
become ^vb++++=become
so ^ql++++=so
calm ^nn++++=calm
that ^tht+rel+obj++=that
the ^ati++++=the
dipping ^jj+atrb++xvbg+=dipping
blades ^nns++++=blades
sounded ^vbd+++xvbn+=sounded
long ^rb++++=long
after ^cs+sub+++=after
the ^ati++++=the
men ^nns++++=men
themselves ^ppls+pp3+++=themselves
were ^vbd+bed+aux++=were
diminished ^vpsv++agls+xvbnx+=diminished
to ^in++++=to
dark ^jj+atrb+++=dark
points ^nns++++=points.
. ^zz++++=EXTRAWORD
Rushton ^np++++=Rushton
would ^md+prd+++=would
not ^xnot++not++=not
enter ^vb++++=enter
the ^ati++++=the
lodge ^nn++++=lodge.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sat ^vbd+++xvbnx+=sat
beside ^in+pl+++=beside
the ^ati++++=the
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
the ^ati++++=the
day ^nn++++=day
was ^vbd+bedz+vrb++=was
warm ^jj+pred+++=warm,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fed ^vbd+++xvbn+=fed
it ^pp3+it+++=it
branch ^nn++++=branch
after ^cs+sub+++=after
branch ^nn++++=branch
until ^cs+sub+++=until
the ^ati++++=the
flames ^nns++++=flames
leapt ^vbd+++xvbn+=leapt
high ^jj++++=high
and ^cc+phrs+++=and
wastefully ^jj++++=wastefully.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Willoughby ^np++++=Willoughby
occupied ^vbd+++xvbn+=occupied
herself ^ppl+pp3+++=herself
with ^in++++=with
packing ^xvbg+++xvbg+=packing.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
cleaned ^vbd+++xvbnx+=cleaned
a ^at++++=a
rifle ^nn++++=rifle
that ^tht+rel+subj++=that
did ^vbd+dod+aux++=did
not ^xnot++not++=not
require ^vb+vsua+++=require
cleaning ^nvbg+++xvbg+=cleaning.
. ^zz++++=EXTRAWORD
For ^in++++=For
an ^at++++=an
hour ^nn++++=hour
Rushton ^np++++=Rushton
said ^vbd+vpub++xvbn+=said
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked
whether ^cs+who+++=whether
Hank ^np++++=Hank
knew ^vbd+vprv++xvbn+=knew
the ^ati++++=the
islands ^npl++++=islands
well ^rb++++=well.
. ^zz++++=EXTRAWORD
" ^zz++++="Better
better ^jjr++++=EXTRAWORD
than ^in++++=than
most ^ql+emph+++=most
men ^nns++++=men."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Reeds
reeds ^nns++++=EXTRAWORD
grow ^vb++++=grow
thick ^jj++++=thick
on ^in++++=on
the ^ati++++=the
south ^np+pl+++=south
side ^nn++++=side.
. ^zz++++=EXTRAWORD
A ^at++++=A
body ^nn++++=body
might ^md+pos+++=might
lie ^vb++++=lie
there ^rn+pl+++=there
unseen ^jj++++=unseen
for ^in++++=for
weeks ^nns++++=weeks."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Possibly."
possibly ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Or
or ^cc++++=EXTRAWORD
sink ^nn++++=sink
in ^in++++=in
deep ^jj+atrb+++=deep
water ^nn++++=water
and ^cc++++=and
never ^rb++++=never
rise ^nn++++=rise."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Possibly."
possibly ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
rubbed ^vbd+++xvbnx+=rubbed
his ^pp$+pp3+++=his
hands ^nns++++=hands
across ^in+pl+++=across
his ^pp$+pp3+++=his
knees ^nns++++=knees.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
they ^pp3a+pp3+++=they
find ^vb+vprv+++=find
Jake ^np++++=Jake,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
must ^md+nec+++=must
remember ^nn+nom+++=remember
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
told ^vbd+vpub+tht0+xvbnx+=told
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
may ^md+pos+++=may
be ^vb+be+vrb++=be
marks ^nns++++=marks
upon ^in++++=upon
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
canoe ^nn++++=canoe
struck ^vbd+++xvbn+=struck
us ^pp1o+pp1+++=us
when ^wrb+who+++=when
it ^pp3+it+++=it
rolled ^vbd+++xvbn+=rolled.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
struck ^vpsv++by+xvbnx+=struck
by ^in++++=by
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
new ^jj+pred+++=new.
. ^zz++++=EXTRAWORD
" ^zz++++="Where?"
where ^wrb+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
should ^md+nec+++=should
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know?
? ^zz++++=EXTRAWORD
The ^ati++++=The
head ^nn++++=head,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
blood ^nn++++=blood
in ^in++++=in
the ^ati++++=the
water ^nn++++=water
or ^cc++++=or
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
I ^pp1a+pp1+++=I
did ^vbd+dod+vrb++=did.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sunset ^nn++++=sunset
was ^vbd+bedz+vrb++=was
red ^jj+pred+++=red."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
afternoon ^nn++++=afternoon
when ^wrb+who+++=when
the ^ati++++=the
squall ^nn+++??+=squall
came ^vbd+++xvbn+=came."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Afternoon,
afternoon ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sunset ^nn++++=sunset
what ^wdt+who+++=what
difference ^nn+nom+++=difference
does ^vbz+doz+vrb++=does
an ^at++++=an
hour ^nn++++=hour
make ^vb++++=make?
? ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
sit ^vb++++=sit
there ^rn+pl+++=there
judging ^jj+atrb++xvbg+=judging
words ^nns++++=words
while ^cs+sub+++=while
a ^at++++=a
man ^nn++++=man
has ^vbz+hvz+aux++=has
died ^vprf+++xvbnx+=died!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sprang ^vbd+++xvbnx+=sprang
up ^rp++++=up.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Willoughby ^np++++=Willoughby
appeared ^vbd+seem++xvbn+=appeared
in ^in++++=in
