# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
Who ^whp+rel+subj++=WHO
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
indeed ^rb++++=indeed.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
cried ^vbd+++xvbnx+=cried
over ^in++++=over
it ^pp3+it+++=it
more ^ql++++=more
than ^cs+sub+++=than
once ^rb+tm+++=once."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
This ^dt+dem+++=This
acknowledgment ^nn+nom+++=acknowledgment
pleased ^vbd+++xvbn+=pleased
me ^pp1o+pp1+++=me
better ^jjr++++=better
than ^in++++=than
any ^dti++++=any
boast ^nn++++=boast
of ^in++++=of
untried ^jj+atrb+++=untried
fortitude ^nn++++=fortitude.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
contentment ^nn+nom+++=contentment
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
the ^ati++++=the
dull ^jj+atrb+++=dull
submission ^nn++++=submission
of ^in++++=of
persons ^nns++++=persons
without ^in++++=without
desires ^nns++++=desires;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
moral ^jj+atrb+++=moral
attainment ^nn+nom+++=attainment,
, ^zz++++=EXTRAWORD
reached ^j+++xvbn+=reached
through ^in++++=through
conflict ^nn++++=conflict.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
supper ^nn++++=supper
Wightman ^np+nom++??+=Wightman
asked ^vbd+vsua++xvbn+=asked
me ^pp1o+pp1+++=me
to ^to++++=to
walk ^vbi++++=walk
through ^in++++=through
the ^ati++++=the
little ^ap++++=little
house ^npl++++=house.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
four ^cd++++=four
chambers ^nns+nom+++=chambers,
, ^zz++++=EXTRAWORD
all ^abn++++=all
plainly ^rb++++=plainly
furnished ^jj+++xvbn+=furnished,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
clean ^jj++++=clean,
, ^zz++++=EXTRAWORD
airy ^jj++++=airy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
orderly ^nn++++=orderly.
. ^zz++++=EXTRAWORD
In ^in++++=In
one ^cd1++++=one
I ^pp1a+pp1+++=I
noticed ^vbd+vprv++xvbnx+=noticed
a ^at++++=a
desk ^nn++++=desk,
, ^zz++++=EXTRAWORD
music ^nn++++=music-books,
- ^zz++++=EXTRAWORD
books ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
vase ^nn++++=vase
containing ^vwbg+++xvbg+=containing
fresh ^jj+atrb+++=fresh
flowers ^nns+nom+++=flowers;
; ^zz++++=EXTRAWORD
in ^in++++=in
another ^dt++++=another,
, ^zz++++=EXTRAWORD
half ^abn++++=half-finished
- ^zz++++=EXTRAWORD
finished ^xvbn+++xvbn+=EXTRAWORD
garments ^nns+nom+++=garments
lay ^vbd+++xvbn+=lay
folded ^vbd+++xvbn+=folded
upon ^in++++=upon
a ^at++++=a
table ^nn++++=table.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
dwelling ^xvbg+++xvbg+=dwelling
bore ^vbd+++xvbn+=bore
evidence ^nn+nom+++=evidence
of ^in++++=of
industry ^nn++++=industry
directed ^vwbn+++xvbn+=directed
by ^in++++=by
taste ^nn++++=taste.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
we ^pp1a+pp1+++=we
returned ^vbd+++xvbn+=returned
below ^rb++++=below,
, ^zz++++=EXTRAWORD
Wightman ^np+nom++??+=Wightman
placed ^vwbn+++xvbn+=placed
his ^pp$+pp3+++=his
hand ^nn++++=hand
upon ^in++++=upon
the ^ati++++=the
mantel ^nn+++??+=mantel
and ^cc++++=and
looked ^vbd+++xvbn+=looked
around ^rp++++=around
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
the ^ati++++=the
house ^nn++++=house
in ^in++++=in
which ^whp+rel+pied++=which
you ^pp2+pp2+++=you
visited ^vbd+++xvbn+=visited
us ^pp1o+pp1+++=us
formerly ^rb+cnj+++=formerly,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said;
; ^zz++++=EXTRAWORD
" ^zz++++="but
but ^cc++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
ours ^pp$$++++=ours."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yours?"
yours ^pp$$++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes.
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
last ^jj+atrb+++=last
payment ^nn+nom+++=payment
was ^vbd+bedz+aux++=was
made ^vpsv++agls+xvbnx+=made
this ^dt+dem+++=this
morning ^nn++++=morning."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
glow ^nn++++=glow
of ^in++++=of
satisfaction ^nn+nom+++=satisfaction
passed ^vbd+++xvbn+=passed
over ^rb+phrv+++=over
every ^at++++=every
face ^nn++++=face.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
six ^cd++++=six
years ^nns++++=years
paying ^vwbg+++xvbg+=paying
for ^in++++=for
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Wightman ^np+nom+++=Wightman.
. ^zz++++=EXTRAWORD
" ^zz++++="Sometimes
sometimes ^rb++++=EXTRAWORD
the ^ati++++=the
sum ^nn++++=sum
laid ^vbd+++xvbn+=laid
aside ^rp++++=aside
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
small ^jj++++=small;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
carried ^vbd+++xvbn+=carried
us ^pp1o+pp1+++=us
nearer ^rbr++++=nearer
the ^ati++++=the
end ^nn++++=end."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
now ^rn+tm+++=now,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
continued ^jj+++xvbn+=continued
her ^pp3o+pp3+++=her
husband ^nn++++=husband,
, ^zz++++=EXTRAWORD
" ^zz++++="no
no ^at++++=EXTRAWORD
man ^nn++++=man
holds ^vbz+vprv+++=holds
a ^at++++=a
claim ^nn++++=claim
upon ^in++++=upon
the ^ati++++=the
roof ^nn++++=roof
that ^tht+rel+obj++=that
shelters ^nns+nom+++=shelters
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
employer ^nn+nom+++=employer,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
is ^vbz+bez+aux++=is
reputed ^vpsv++agls+xvbnx+=reputed
rich ^jj++++=rich,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
searching ^vbg+++xvbgx+=searching
anxiously ^rb++++=anxiously
yesterday ^nr+tm+++=yesterday
for ^in++++=for
several ^ap++++=several
thousand ^cd++++=thousand
dollars ^nns++++=dollars
to ^to++++=to
meet ^vbi++++=meet
his ^pp$+pp3+++=his
bank ^nn++++=bank
payments ^nns+nom+++=payments.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
a ^at++++=a
humble ^jj+atrb+++=humble
clerk ^nn++++=clerk
in ^in++++=in
his ^pp$+pp3+++=his
service ^nn++++=service,
, ^zz++++=EXTRAWORD
slept ^j+++xvbn+=slept
without ^in++++=without
fear ^nn++++=fear;
; ^zz++++=EXTRAWORD
for ^in++++=for
I ^pp1a+pp1+++=I
owed ^vbd+++xvbnx+=owed
no ^at++++=no
man ^nn++++=man
any ^dti++++=any
thing ^nn++++=thing
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
could ^md+pos+++=could
not ^xnot++not++=not
pay ^vb++++=pay."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
you ^pp2+pp2+++=you
do ^vb+do+aux++=do
not ^xnot++not++=not
regard ^vb++++=regard
yourselves ^ppls+pp2+++=yourselves
as ^ql++++=as
very ^ql+amp+++=very
poor ^jj++++=poor?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
one ^cd1++++=one
another ^dt++++=another,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
smiled ^vbd+++xvbn+=smiled.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
little ^jj+atrb+++=little
money ^nn++++=money,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Wightman ^np+nom+++=Wightman;
; ^zz++++=EXTRAWORD
" ^zz++++="but
but ^cc++++=EXTRAWORD
we ^pp1a+pp1+++=we
have ^vb+hv+vrb++=have
health ^nn++++=health,
, ^zz++++=EXTRAWORD
employment ^nn+nom+++=employment,
, ^zz++++=EXTRAWORD
affection ^nn+nom+++=affection,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
home ^nr++++=home.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
these ^dt+pdem+++=these
do ^vb+do+aux++=do
not ^xnot++not++=not
make ^vb++++=make
riches ^nns++++=riches,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
not ^xnot++not++=not
what ^wdt+who+++=what
riches ^nns++++=riches
are ^vb+ber+vrb++=are."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Still,"
still ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Wightman ^np+nom++??+=Wightman
thoughtfully ^rb+cnj+++=thoughtfully,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
would ^md+prd+++=would
not ^xnot++not++=not
speak ^vb++++=speak
as ^cs+sub+++=as
though ^cs+sub+++=though
contentment ^nn+nom+++=contentment
came ^vbd+++xvbn+=came
without ^in++++=without
effort ^nn++++=effort.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
we ^pp1a+pp1+++=we
lost ^vbd+++xvbn+=lost
our ^pp$+pp1+++=our
property ^nn++++=property,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
bitter ^jj+pred+++=bitter
for ^in++++=for
a ^at++++=a
time ^nn++++=time.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
compared ^vbd+++xvbnx+=compared
my ^pp$+pp1+++=my
condition ^nn+nom+++=condition
with ^in++++=with
Payson ^np+++??+=Payson's,
's, ^nn+++??+=EXTRAWORD
and ^cc++++=and
felt ^vbd+vprv++xvbn+=felt
injured ^vbd+++xvbn+=injured
because ^cs+cos+++=because
he ^pp3a+pp3+++=he
rose ^vbd+++xvbnx+=rose
while ^cs+sub+++=while
I ^pp1a+pp1+++=I
fell ^vbd+++xvbnx+=fell.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
found ^vbd+vprv+tht0+xvbnx+=found
that ^tht+vcmp+++=that
envy ^vb++++=envy
added ^vbd+vpub++xvbn+=added
nothing ^pn++++=nothing
to ^in++++=to
my ^pp$+pp1+++=my
salary ^nn++++=salary,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
took ^vbd+++xvbn+=took
much ^rb++++=much
from ^in++++=from
my ^pp$+pp1+++=my
peace ^nn++++=peace.
. ^zz++++=EXTRAWORD
Since ^cs+sub+++=Since
then ^rn+tm+++=then
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
trying ^vbg+++xvbgx+=trying
to ^to+vcmp+++=to
learn ^vbi+vprv+++=learn
contentment ^nn+nom+++=contentment."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
have ^vb+hv+aux++=have
you ^pp2+pp2+++=you
learned ^vbd+vprv++xvbn+=learned
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Enough
enough ^qlp++++=EXTRAWORD
to ^to++++=to
know ^vbi+vprv+++=know
that ^tht+vcmp+++=that
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
worth ^in++++=worth
learning ^nn++++=learning.
. ^zz++++=EXTRAWORD
A ^at++++=A
man ^nn++++=man
should ^md+nec+++=should
strive ^vb++++=strive
to ^to+vcmp+++=to
improve ^vbi++++=improve
his ^pp$+pp3+++=his
circumstances ^nns+nom+++=circumstances;
; ^zz++++=EXTRAWORD
industry ^nn++++=industry
is ^vbz+bez+vrb++=is
a ^at++++=a
duty ^nn++++=duty.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
refuses ^vbz++++=refuses
to ^to+vcmp+++=to
enjoy ^vbi++++=enjoy
any ^dti++++=any
blessing ^nn++++=blessing
until ^cs+sub+++=until
he ^pp3a+pp3+++=he
has ^vbz+hvz+aux++=has
obtained ^vprf+++xvbnx+=obtained
every ^at++++=every
blessing ^nn++++=blessing,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
will ^md+prd+++=will
go ^vb++++=go
sorrowful ^nn+nom+++=sorrowful
to ^in++++=to
the ^ati++++=the
grave ^nn++++=grave."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Wightman ^np+nom+++=Wightman
laid ^vbd+++xvbn+=laid
her ^pp$+pp3+++=her
hand ^nn++++=hand
upon ^in++++=upon
his ^pp$+pp3+++=his
arm ^nn++++=arm.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
had ^vb+hv+vrb++=had
cause ^nn++++=cause
for ^in++++=for
thankfulness ^nns+nom+++=thankfulness
even ^rb++++=even
in ^in++++=in
our ^pp$+pp1+++=our
reverses ^nns+nom+++=reverses,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
taught ^vbd+vsua++xvbnx+=taught
us ^pp1o+pp1+++=us
what ^wdt+who+++=what
we ^pp1a+pp1+++=we
could ^md+pos+++=could
do ^vb+do+vrb++=do
for ^in++++=for
one ^cd1++++=one
another ^dt++++=another.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
old ^jj+atrb+++=old
days ^nns++++=days,
, ^zz++++=EXTRAWORD
each ^dt++++=each
pleasure ^nn++++=pleasure
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
require ^vbi+vsua+++=require
money ^nn++++=money;
; ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
many ^ap++++=many
of ^in++++=of
our ^pp$+pp1+++=our
best ^jjt+atrb+++=best
pleasures ^nns++++=pleasures
cost ^nn++++=cost
nothing ^pn++++=nothing."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
little ^rb++++=little
did ^vbd+dod+aux++=did
they ^pp3a+pp3+++=they
dream ^vb++++=dream,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
thought ^nn+++xvbn+=thought
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
" ^zz++++="that
that ^dt+dem+++=EXTRAWORD
at ^rb++++=at
this ^dt+dem+++=this
very ^ap+amp+++=very
hour ^nn++++=hour
people ^nns++++=people
seated ^vbd+++xvbn+=seated
in ^in++++=in
splendid ^jj+atrb+++=splendid
rooms ^nns++++=rooms
were ^vbd+bed+aux++=were
pitying ^vbg+++xvbgx+=pitying
them ^pp3o+pp3+++=them
as ^ql++++=as
very ^ql+amp+++=very
poor ^jj++++=poor!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
I ^pp1a+pp1+++=I
departed ^vbd+++xvbnx+=departed,
, ^zz++++=EXTRAWORD
the ^ati++++=the
family ^nn++++=family
sang ^vbd+++xvbn+=sang
a ^at++++=a
hymn ^nn++++=hymn.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
voices ^nns++++=voices
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
highly ^rb+amp+++=highly
trained ^jj+++xvbn+=trained,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
blended ^vbd+++xvbnx+=blended
sweetly ^rb++++=sweetly;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
the ^ati++++=the
words ^nns++++=words
expressed ^vbd+++xvbn+=expressed
confidence ^nn+nom+++=confidence
in ^in++++=in
the ^ati++++=the
care ^nn++++=care
of ^in++++=of
the ^ati++++=the
great ^jj+atrb+++=great
Father ^nn++++=Father,
, ^zz++++=EXTRAWORD
no ^at++++=no
discord ^nn++++=discord
between ^in++++=between
profession ^nn++++=profession
and ^cc++++=and
life ^nn++++=life
disturbed ^vbd+++xvbn+=disturbed
their ^pp$+pp3+++=their
meaning ^nvbg+++xvbg+=meaning.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
walked ^vbd+++xvbnx+=walked
back ^jjb++++=back
through ^in++++=through
the ^ati++++=the
quiet ^jj+atrb+++=quiet
streets ^nns++++=streets
with ^in++++=with
a ^at++++=a
new ^jj+atrb+++=new
interpretation ^nn+nom+++=interpretation
of ^in++++=of
poverty ^nn++++=poverty
in ^in++++=in
my ^pp$+pp1+++=my
heart ^nn++++=heart.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
days ^nns++++=days
afterward ^rb++++=afterward
I ^pp1a+pp1+++=I
met ^vbd+++xvbnx+=met
Payson ^np+++??+=Payson
alone ^jj++++=alone.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,"
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+aux++=have
seen ^vprf+++xvbnx+=seen
the ^ati++++=the
Wightmans ^nns+nom++??+=Wightmans?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
found ^vbd+vprv++xvbn+=found
them ^pp3o+pp3+++=them
very ^ql+amp+++=very
poor ^jj++++=poor,
, ^zz++++=EXTRAWORD
no ^at++++=no
doubt ^nn++++=doubt."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
found ^vbd+vprv++xvbnx+=found
them ^pp3o+pp3+++=them
among ^in++++=among
the ^ati++++=the
richest ^jjt+atrb+++=richest
people ^nns++++=people
in ^in++++=in
L ^zz++++=L
. ^zz++++=."
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stared ^vbd+++xvbnx+=stared
at ^rb++++=at
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
have ^vb+hv+aux++=have
paid ^vprf+++xvbnx+=paid
for ^in++++=for
their ^pp$+pp3+++=their
little ^ap++++=little
house ^npl++++=house,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
continued ^vbd+++xvbnx+=continued.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
owe ^vb++++=owe
no ^at++++=no
man ^nn++++=man
beyond ^in++++=beyond
their ^pp$+pp3+++=their
ability ^nn+nom+++=ability
to ^to+ncmp+++=to
pay ^vbi++++=pay;
; ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
earn ^vb++++=earn
what ^wdt+who+++=what
they ^pp3a+pp3+++=they
spend ^vb++++=spend,
, ^zz++++=EXTRAWORD
enjoy ^vb++++=enjoy
what ^wdt+who+++=what
they ^pp3a+pp3+++=they
possess ^nns+nom+++=possess,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
love ^nn++++=love
one ^cd1++++=one
another ^dt++++=another.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
table ^nn++++=table
is ^vbz+bez+vrb++=is
plain ^nn++++=plain,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
peace ^nn++++=peace
sits ^vbz++++=sits
at ^in++++=at
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
garments ^nns+nom+++=garments
are ^vb+ber+vrb++=are
inexpensive ^jj+pred+++=inexpensive,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
wear ^vb++++=wear
no ^at++++=no
disguises ^nns++++=disguises.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
wishes ^vbz++++=wishes
do ^vb+do+aux++=do
not ^xnot++not++=not
outrun ^vb+++??+=outrun
their ^pp$+pp3+++=their
means ^nn++++=means
by ^in++++=by
a ^at++++=a
thousand ^cd++++=thousand
dollars ^nns++++=dollars
every ^at++++=every
month ^nn++++=month."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Payson ^np++++=Payson's
's ^$++++=EXTRAWORD
face ^nn++++=face
grew ^vbd+++xvbn+=grew
grave ^nn++++=grave.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
mean ^vb+vprv+++=mean
to ^to+vcmp+++=to
rebuke ^vb++++=rebuke
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
mean ^vb+vprv+++=mean
to ^to+vcmp+++=to
answer ^vb++++=answer
a ^at++++=a
question ^nn+nom+++=question
which ^whp+rel+subj++=which
has ^vbz+hvz+aux++=has
troubled ^vprf+++xvbnx+=troubled
me ^pp1o+pp1+++=me
since ^in++++=since
my ^pp$+pp1+++=my
return ^nn++++=return.
. ^zz++++=EXTRAWORD
Poverty ^nn++++=Poverty
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
always ^rb++++=always
the ^ati++++=the
absence ^nn+nom+++=absence
of ^in++++=of
money ^nn++++=money.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
is ^vbz+bez+vrb++=is
poor ^jj+pred+++=poor
whose ^whp+who+++=whose
necessities ^nns+nom+++=necessities
continually ^rb++++=continually
exceed ^vb++++=exceed
his ^pp$+pp3+++=his
possessions ^nns++++=possessions;
; ^zz++++=EXTRAWORD
who ^whp+who+++=who
receives ^vbz++++=receives
blessings ^nns++++=blessings
without ^in++++=without
thankfulness ^nns+nom+++=thankfulness,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sacrifices ^nns++++=sacrifices
present ^jj+atrb+++=present
peace ^nn++++=peace
to ^in++++=to
the ^ati++++=the
appearance ^nn+nom+++=appearance
of ^in++++=of
prosperity ^nn+nom+++=prosperity.
. ^zz++++=EXTRAWORD
Judged ^vpbn+vprv++xvbn+=Judged
by ^in++++=by
this ^dt+dem+++=this
rule ^nn++++=rule,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
friend ^nn++++=friend,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
household ^nn++++=household
is ^vbz+bez+vrb++=is
very ^ql+amp+++=very
poor ^jj++++=poor?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
For ^in++++=For
some ^dti++++=some
moments ^nns+nom+++=moments
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=did
not ^xnot++not++=not
speak ^vb++++=speak.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
low ^jj+atrb+++=low
voice ^nn++++=voice
" ^zz++++="Mine."
mine ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
confession ^nn++++=confession
was ^vbd+bedz+aux++=was
not ^xnot++not++=not
made ^vbd+++xvbn+=made
angrily ^rb++++=angrily.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
came ^vbd+++xvbn+=came
from ^in+ppvb+++=from
a ^at++++=a
mind ^nn++++=mind
upon ^in++++=upon
which ^whp+rel+pied++=which
conviction ^nn+nom+++=conviction
had ^vbd+hvd+aux++=had
forced ^vprf+++xvbnx+=forced
itself ^ppl++++=itself.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,"
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
resumed ^vbd+++xvbnx+=resumed,
, ^zz++++=EXTRAWORD
" ^zz++++="we
we ^pp1a+pp1+++=EXTRAWORD
are ^vb+ber+vrb++=are
poor ^jj+pred+++=poor
because ^cs+cos+++=because
we ^pp1a+pp1+++=we
are ^vb+ber+aux++=are
never ^rb++splt++=never
satisfied ^vpsv++agls+xvbnx+=satisfied.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
wife ^nn++++=wife
is ^vbz+bez+vrb++=is
poor ^jj+pred+++=poor
with ^in++++=with
rooms ^nns++++=rooms
full ^jj++++=full
of ^in++++=of
costly ^jj+atrb+++=costly
furniture ^nn++++=furniture;
; ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
daughters ^nns+nom+++=daughters
are ^vb+ber+vrb++=are
poor ^jj+pred+++=poor
with ^in++++=with
wardrobes ^np++++=wardrobes
they ^pp3a+pp3+++=they
cannot ^md+pos+not++=cannot
wear ^vb++++=wear
out ^rp+pl+++=out;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
poor ^jj+pred+++=poor
with ^in++++=with
property ^nn++++=property
enough ^dt++++=enough,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
unburdened ^vprf+++xvbn+=unburdened,
