# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
Lost ^vbd+++xvbn+=Lost
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
Kate ^np++++=Kate
began ^vbd+++xvbn+=began
to ^to++++=to
laugh ^vbi++++=laugh.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
ordinary ^jj+atrb+++=ordinary
laughter ^nn+nom+++=laughter,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
calm ^nn++++=calm
mirth ^nn++++=mirth
of ^in++++=of
despair ^nn++++=despair.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
joined ^vbd+++xvbnx+=joined
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
laughed ^vbd+++xvbn+=laughed
until ^cs+sub+++=until
the ^ati++++=the
cab ^nn++++=cab
shook ^vbd+++xvbn+=shook;
; ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
laughed ^vbd+++xvbn+=laughed
at ^in+ppvb+++=at
Sussex ^np++++=Sussex,
, ^zz++++=EXTRAWORD
at ^in++++=at
Bayswater ^np+nom++??+=Bayswater,
, ^zz++++=EXTRAWORD
at ^rb++++=at
respectable ^jj+atrb+++=respectable
gentlemen ^nns++++=gentlemen,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
British ^jj+atrb+++=British
Empire ^np++++=Empire's
's ^$++++=EXTRAWORD
roads ^nns++++=roads,
, ^zz++++=EXTRAWORD
squares ^nns++++=squares,
, ^zz++++=EXTRAWORD
crescents ^nns++++=crescents,
, ^zz++++=EXTRAWORD
terraces ^nns++++=terraces,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
gardens ^nns++++=gardens,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
appeared ^vbd+seem++xvbn+=appeared
to ^to+vcmp+++=to
have ^vbi++++=have
been ^vprf+ben+aux+xvbn+=been
named ^vpsv++agls+xvbnx+=named
for ^in++++=for
the ^ati++++=the
express ^jjb+atrb+++=express
purpose ^nn++++=purpose
of ^in++++=of
misleading ^jj+atrb+++=misleading
foreigners ^nns+nom+++=foreigners.
. ^zz++++=EXTRAWORD
The ^ati++++=The
driver ^nn++++=driver,
, ^zz++++=EXTRAWORD
hearing ^nvbg+++xvbg+=hearing
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
urged ^j+++xvbn+=urged
his ^pp$+pp3+++=his
horse ^nn++++=horse
forward ^rb+cnj+++=forward,
, ^zz++++=EXTRAWORD
doubtless ^rb++++=doubtless
convinced ^jj+v++xvbn+=convinced
that ^tht+jcmp+++=that
Americans ^nns+nom+++=Americans
were ^vbd+bed+vrb++=were
a ^at++++=a
dangerous ^jj+atrb+++=dangerous
but ^cc+phrs+++=but
cheerful ^jj+atrb+++=cheerful
race ^nn++++=race.
. ^zz++++=EXTRAWORD
Near ^in+pl+++=Near
midnight ^nn++++=midnight
the ^ati++++=the
horse ^nn++++=horse's
's ^$++++=EXTRAWORD
pace ^nn++++=pace
declined ^vbd+++xvbn+=declined
from ^in++++=from
a ^at++++=a
trot ^nn++++=trot
to ^in++++=to
a ^at++++=a
walk ^nn++++=walk,
, ^zz++++=EXTRAWORD
from ^in++++=from
a ^at++++=a
walk ^nn++++=walk
to ^in++++=to
a ^at++++=a
meditation ^nn+nom+++=meditation,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
finally ^rb++++=finally
ceased ^vbd+++xvbn+=ceased.
. ^zz++++=EXTRAWORD
The ^ati++++=The
driver ^nn++++=driver
dismounted ^vbd+++xvbn+=dismounted.
. ^zz++++=EXTRAWORD
" ^zz++++="Can't
can ^md+pos+++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
go ^vb++++=go
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
mum ^nn++++=mum,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
through ^in++++=through
the ^ati++++=the
window ^nn++++=window.
. ^zz++++=EXTRAWORD
" ^zz++++="'Orse
' ^zz++++=EXTRAWORD
orse ^nn+++??+=EXTRAWORD
is ^vbz+bez+aux++=is
done ^vpsv++agls+xvbnx+=done."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Where
where ^wrb+who+++=EXTRAWORD
are ^vb+ber+vrb++=are
we ^pp1a+pp1+++=we?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Couldn't
could ^md+pos+++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
rightly ^rb++++=rightly
say ^vb+vpub+++=say."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
moments ^nns+nom+++=moments
when ^wrb+who+++=when
terror ^nn++++=terror
rises ^vbz++++=rises
so ^ql+emph+++=so
high ^jj++++=high
that ^dt+dem+++=that
it ^pp3+it+++=it
becomes ^vbz++++=becomes
serenity ^nn+nom+++=serenity.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
reached ^vprf+++xvbnx+=reached
that ^dt+dem+++=that
elevation ^nn+nom+++=elevation.
. ^zz++++=EXTRAWORD
Across ^in+pl+++=Across
the ^ati++++=the
street ^npl++++=street
stood ^vbd+++xvbn+=stood
a ^at++++=a
house ^nn++++=house
with ^in++++=with
light ^nn++++=light
shining ^vwbg+++xvbg+=shining
through ^in++++=through
the ^ati++++=the
fanlight ^nn+++??+=fanlight
above ^rb++++=above
its ^pp$+it+++=its
door ^nn++++=door.
. ^zz++++=EXTRAWORD
Whoever ^whp+who+++=Whoever
lived ^vbd+++xvbn+=lived
there ^ex+pex+++=there
must ^md+nec+++=must
take ^vb++++=take
us ^pp1o+pp1+++=us
in ^in+strn+++=in.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
no ^at++++=no
longer ^rbr++++=longer
cared ^vbd+++xvbn+=cared
whether ^cs+who+++=whether
the ^ati++++=the
inmates ^nns+nom+++=inmates
were ^vbd+bed+vrb++=were
dukes ^npts++++=dukes,
, ^zz++++=EXTRAWORD
burglars ^nns+++??+=burglars,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
dissenting ^jj+atrb+++=dissenting
ministers ^nns+nom+++=ministers.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would
announce ^vb+vpub+tht0++=announce
our ^pp$+pp1+++=our
names ^nns++++=names,
, ^zz++++=EXTRAWORD
display ^nn++++=display
our ^pp$+pp1+++=our
music ^nn++++=music
parcel ^nn++++=parcel,
, ^zz++++=EXTRAWORD
invoke ^vb++++=invoke
my ^pp$+pp1+++=my
cousin ^nn++++=cousin
and ^cc++++=and
her ^pp3o+pp3+++=her
princess ^nns+nom+++=princess,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ask ^vb++++=ask
for ^in+ppvb+++=for
two ^cd++++=two
chairs ^nns++++=chairs
until ^in++++=until
daylight ^nn++++=daylight.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
shall ^md+prd+++=shall
appeal ^vb++++=appeal
to ^in++++=to
that ^dt+dem+++=that
house ^npl++++=house,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
descended ^vbd+++xvbn+=descended.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fog ^nn++++=fog
had ^vbd+hvd+aux++=had
thinned ^vprf+++xvbnx+=thinned
enough ^qlp++++=enough
to ^to++++=to
reveal ^vbi+vprv+++=reveal
a ^at++++=a
row ^nn++++=row
of ^in++++=of
wet ^jj+atrb+++=wet
railings ^nns+nom+++=railings,
, ^zz++++=EXTRAWORD
a ^at++++=a
small ^jj+atrb+++=small
tree ^nn++++=tree,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
three ^cd++++=three
familiar ^jj+atrb+++=familiar
steps ^nns++++=steps.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
familiarity ^nn+nom+++=familiarity,
, ^zz++++=EXTRAWORD
at ^rb++++=at
that ^dt+dem+++=that
hour ^nn++++=hour
and ^cc++++=and
after ^in++++=after
such ^abl++++=such
trials ^nns++++=trials,
, ^zz++++=EXTRAWORD
seemed ^j+++xvbn+=seemed
merely ^rb+down+++=merely
another ^dt++++=another
deception ^nn+nom+++=deception.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
lifted ^vbd+++xvbnx+=lifted
the ^ati++++=the
knocker ^jjr++++=knocker;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
finding ^vbg+++xvbg+=finding
a ^at++++=a
bell ^nn++++=bell,
, ^zz++++=EXTRAWORD
rang ^j+++xvbn+=rang
that ^cs+sub+++=that
also ^rb++++=also
with ^in++++=with
the ^ati++++=the
determination ^nn+nom+++=determination
of ^in++++=of
a ^at++++=a
shipwrecked ^jj+atrb+++=shipwrecked
sailor ^nn++++=sailor
grasping ^vwbg+++xvbg+=grasping
his ^pp$+pp3+++=his
last ^jj+atrb+++=last
spar ^nn++++=spar.
. ^zz++++=EXTRAWORD
A ^at++++=A
maid ^np++++=maid
opened ^vbd+++xvbn+=opened
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stared ^vbd+++xvbnx+=stared
at ^rb++++=at
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
stared ^vbd+++xvbnx+=stared
at ^rb++++=at
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="Mary!"
mary ^np++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
cried ^vbd+++xvbnx+=cried.
. ^zz++++=EXTRAWORD
" ^zz++++="Why,
why ^wrb+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
miss ^npt++++=miss!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Behind ^rp+pl+++=Behind
her ^pp3o+pp3+++=her
appeared ^vbd+seem++xvbn+=appeared
our ^pp$+pp1+++=our
landlady ^nn++++=landlady
in ^in++++=in
a ^at++++=a
dressing ^jj+++xvbg+=dressing-gown,
- ^zz++++=EXTRAWORD
gown ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
behind ^in+pl+++=behind
the ^ati++++=the
landlady ^nn++++=landlady
appeared ^vbd+seem++xvbn+=appeared
two ^cd++++=two
of ^in++++=of
the ^ati++++=the
boarders ^nns+nom+++=boarders,
, ^zz++++=EXTRAWORD
a ^at++++=a
German ^jj+atrb+++=German
student ^nn++++=student
with ^in++++=with
a ^at++++=a
candle ^nn++++=candle
and ^cc++++=and
an ^at++++=an
elderly ^jj+atrb+++=elderly
widow ^nn++++=widow
wearing ^vwbg+++xvbg+=wearing
a ^at++++=a
nightcap ^nn+++??+=nightcap
of ^in++++=of
unusual ^jj+atrb+++=unusual
architecture ^nn++++=architecture.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
were ^vbd+bed+vrb++=were
at ^rb++++=at
home ^nr++++=home.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
near ^rb++++=near
home ^vb++++=home,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
providentially ^rb++++=providentially
within ^in++++=within
one ^cd1++++=one
street ^nn++++=street
of ^in++++=of
home ^nr++++=home,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
upon ^in++++=upon
our ^pp$+pp1+++=our
own ^ap++++=own
steps ^nns++++=steps
in ^in++++=in
Colville ^np+++??+=Colville
Gardens ^nns++++=Gardens.
. ^zz++++=EXTRAWORD
The ^ati++++=The
second ^od++++=second
driver ^nn++++=driver,
, ^zz++++=EXTRAWORD
after ^cs+sub+++=after
wandering ^xvbg+++xvbg+=wandering
until ^cs+sub+++=until
his ^pp$+pp3+++=his
horse ^nn++++=horse
could ^md+pos+++=could
proceed ^vb++++=proceed
no ^at++++=no
farther ^rbr++++=farther,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
stopped ^vprf+++xvbnx+=stopped
by ^in++++=by
accident ^nn++++=accident
at ^in++++=at
the ^ati++++=the
very ^ql+amp+++=very
haven ^npl++++=haven
he ^pp3a+pp3+++=he
professed ^vbd+++xvbnx+=professed
himself ^ppl+pp3+++=himself
unable ^jj++++=unable
to ^to+jcmp+++=to
find ^vbi+vprv+++=find.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
paid ^vbd+++xvbnx+=paid
him ^pp3o+pp3+++=him
before ^cs+sub+++=before
the ^ati++++=the
perversity ^nn+nom+++=perversity
of ^in++++=of
my ^pp$+pp1+++=my
fallen ^vprf+++xvbn+=fallen
nature ^nn++++=nature
could ^md+pos+++=could
suggest ^vb+vpub+++=suggest
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
should ^md+nec+++=should
pay ^vb++++=pay
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
entrance ^nn+nom+++=entrance
roused ^vbd+++xvbn+=roused
the ^ati++++=the
house ^nn++++=house.
. ^zz++++=EXTRAWORD
Within ^in++++=Within
ten ^cd++++=ten
minutes ^nns++++=minutes
we ^pp1a+pp1+++=we
were ^vbd+bed+aux++=were
established ^vpsv++agls+xvbnx+=established
before ^in++++=before
the ^ati++++=the
dining ^jj+++xvbg+=dining-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
drinking ^vbg+++xvbg+=drinking
hot ^jj+atrb+++=hot
tea ^nn++++=tea
and ^cc++++=and
narrating ^nvbg+++xvbg+=narrating
our ^pp$+pp1+++=our
adventure ^nn++++=adventure
to ^in++++=to
an ^at++++=an
audience ^nn+nom+++=audience
enlarged ^vwbn+++xvbn+=enlarged
by ^in++++=by
every ^at++++=every
door ^nn++++=door
that ^tht+rel+subj++=that
opened ^vbd+++xvbn+=opened.
. ^zz++++=EXTRAWORD
Kate ^np++++=Kate,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
entirely ^rb+amp+++=entirely
restored ^jj+++xvbn+=restored,
, ^zz++++=EXTRAWORD
imitated ^xvbn+++xvbn+=imitated
the ^ati++++=the
first ^od++++=first
driver ^nn++++=driver's
's ^$++++=EXTRAWORD
" ^zz++++="All
all ^abn++++=EXTRAWORD
right ^jj++++=right,
, ^zz++++=EXTRAWORD
mum ^nn++++=mum"
" ^zz++++=EXTRAWORD
so ^ql++++=so
well ^rb++++=well
that ^cs+sub+++=that
the ^ati++++=the
German ^jj+atrb+++=German
student ^nn++++=student
choked ^vbd+++xvbn+=choked
upon ^in++++=upon
his ^pp$+pp3+++=his
toast ^nn++++=toast.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
described ^vbd+++xvbnx+=described
our ^pp$+pp1+++=our
rescue ^nn++++=rescue
by ^in++++=by
John ^np++++=John
Bull ^nn++++=Bull,
, ^zz++++=EXTRAWORD
the ^ati++++=the
repeated ^jj+atrb++xvbn+=repeated
discovery ^nn+nom+++=discovery
of ^in++++=of
Colville ^np+++??+=Colville
Square ^nn++++=Square,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
my ^pp$+pp1+++=my
intention ^nn+nom+++=intention
of ^in++++=of
claiming ^xvbg+++xvbg+=claiming
shelter ^nn++++=shelter
from ^in++++=from
strangers ^nns+nom+++=strangers;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
elderly ^jj+atrb+++=elderly
widow ^nn++++=widow
laughed ^vbd+++xvbn+=laughed
until ^cs+sub+++=until
her ^pp3o+pp3+++=her
nightcap ^nn+++??+=nightcap
leaned ^vbd+++xvbn+=leaned
dangerously ^rb++++=dangerously
to ^to++++=to
one ^cd1++++=one
side ^nn++++=side.
. ^zz++++=EXTRAWORD
By ^in++++=By
breakfast ^nn++++=breakfast
the ^ati++++=the
tale ^nn++++=tale
had ^vbd+hvd+aux++=had
improved ^vprf+++xvbnx+=improved.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fog ^nn++++=fog
was ^vbd+bedz+vrb++=was
thicker ^jjr+pred+++=thicker,
, ^zz++++=EXTRAWORD
the ^ati++++=the
cabman ^jj++++=cabman
drunker ^jjr++++=drunker,
, ^zz++++=EXTRAWORD
the ^ati++++=the
streets ^nns++++=streets
more ^ql++++=more
deserted ^jj+++xvbn+=deserted,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
our ^pp$+pp1+++=our
escape ^vb++++=escape
more ^rbr++++=more
miraculous ^jj++++=miraculous.
. ^zz++++=EXTRAWORD
Kate ^np++++=Kate
asserted ^vbd+vpub++xvbn+=asserted
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
offered ^vprf+++xvbnx+=offered
to ^to++++=to
take ^vbi++++=take
the ^ati++++=the
reins ^nns++++=reins.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
denied ^vbd+vpub+tht0+xvbnx+=denied
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
admitted ^vbd+vpub++xvbn+=admitted
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
contemplated ^vprf+++xvbnx+=contemplated
driving ^nvbg+++xvbg+=driving
the ^ati++++=the
horse ^nn++++=horse,
, ^zz++++=EXTRAWORD
directing ^jj+++xvbg+=directing
the ^ati++++=the
cab ^nn++++=cab,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
governing ^jj+++xvbg+=governing
London ^np++++=London
generally ^rb+down+++=generally
if ^cs+cnd+++=if
only ^rb+down+++=only
some ^dti++++=some
one ^cd1++++=one
would ^md+prd+++=would
show ^vb++++=show
me ^pp1o+pp1+++=me
Bayswater ^np+nom++??+=Bayswater.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus
our ^pp$+pp1+++=our
alarm ^nn++++=alarm
became ^vbd+++xvbn+=became
entertainment ^nn+nom+++=entertainment,
, ^zz++++=EXTRAWORD
as ^in++++=as
most ^ql+emph+++=most
alarms ^nns++++=alarms
do ^vb+do+aux++=do
when ^wrb+who+++=when
viewed ^xvbn+++xvbn+=viewed
from ^in++++=from
a ^at++++=a
warm ^jj+atrb+++=warm
room ^nn++++=room
with ^in++++=with
toast ^nn++++=toast.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
made ^vbd+++xvbn+=made
two ^cd++++=two
solemn ^jj+atrb+++=solemn
resolutions ^nns+nom+++=resolutions.
. ^zz++++=EXTRAWORD
The ^ati++++=The
first ^rb++++=first
was ^vbd+bedz+vrb++=was
never ^rb++++=never
again ^rb+tm+++=again
to ^to++++=to
enter ^vbi++++=enter
a ^at++++=a
hansom ^nn+++??+=hansom
after ^in++++=after
dark ^nn++++=dark.
. ^zz++++=EXTRAWORD
The ^ati++++=The
second ^od++++=second
was ^vbd+bedz+vrb++=was
never ^rb+cnj+++=never,
, ^zz++++=EXTRAWORD
under ^in++++=under
any ^dti++++=any
circumstances ^nns+nom+++=circumstances,
, ^zz++++=EXTRAWORD
to ^to++++=to
become ^vbi++++=become
lost ^vbd+++xvbn+=lost
in ^in++++=in
a ^at++++=a
London ^np++++=London
fog ^nn++++=fog.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
kept ^vbd+++xvbn+=kept
the ^ati++++=the
first ^rb++++=first
for ^in++++=for
nearly ^rb+down+++=nearly
three ^cd++++=three
weeks ^nns++++=weeks.
. ^zz++++=EXTRAWORD
The ^ati++++=The
second ^rb+cnj+++=second,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
may ^md+pos+++=may
proudly ^rb++splt++=proudly
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
have ^vb+hv+aux++=have
kept ^vprf+++xvbnx+=kept
to ^in+ppvb+++=to
this ^dt+dem+++=this
day ^nn++++=day
for ^in++++=for
whenever ^nn+nom+++=whenever
a ^at++++=a
fog ^nn++++=fog
appears ^vbz+seem+++=appears,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
remain ^vb++++=remain
at ^in++++=at
home ^nr++++=home.
. ^zz++++=EXTRAWORD
