# ^zz++++=##
# ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
knew ^vbd+vprv++xvbnx+=knew
what ^wdt+who+whcl++=what
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
planning ^vbg+++xvbgx+=planning."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Judge ^nn++++=Judge
Murphy ^np+++??+=Murphy
leaned ^vbd+++xvbn+=leaned
forward ^rb++++=forward.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
was ^vbd+bedz+aux++=was
he ^pp3a+pp3+++=he
planning ^nvbg+++xvbg+=planning?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="To
to ^to++++=EXTRAWORD
go ^vbi++++=go
to ^in++++=to
heaven ^nn++++=heaven."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Silas ^np+++??+=Silas
stared ^vbd+++xvbn+=stared.
. ^zz++++=EXTRAWORD
" ^zz++++="With
with ^in++++=EXTRAWORD
a ^at++++=a
mop ^nn++++=mop?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
the ^ati++++=the
judge ^nn++++=judge.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
took ^vbd+++xvbnx+=took
stranger ^jjr+atrb+++=stranger
things ^nns++++=things
into ^in++++=into
that ^dt+dem+++=that
shack ^nn++++=shack."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sally ^np++++=Sally
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
Nobody ^pn++++=Nobody
attended ^vbd+++xvbn+=attended
to ^in++++=to
her ^pp$+pp3+++=her
yet ^rb++++=yet.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
too ^ql++++=too
near ^in+pl+++=near
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
revelation ^nn+nom+++=revelation
and ^cc++++=and,
, ^zz++++=EXTRAWORD
like ^in++++=like
all ^abn++++=all
crowds ^nns++++=crowds
at ^in++++=at
an ^at++++=an
edge ^nn++++=edge,
, ^zz++++=EXTRAWORD
afraid ^jj++++=afraid
to ^to+jcmp+++=to
step ^vb++++=step
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
Judge ^nn++++=Judge
Murphy ^np+++??+=Murphy
spoke ^vbd+++xvbn+=spoke
carefully ^rb++++=carefully.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
saw ^vbd+vprv++xvbn+=saw
a ^at++++=a
person ^nn++++=person
in ^in++++=in
a ^at++++=a
yellow ^jj+atrb+++=yellow
head ^jjb+atrb+++=head
cloth ^nn++++=cloth
carrying ^vwbg+++xvbg+=carrying
a ^at++++=a
pail ^nn++++=pail
and ^cc++++=and
mop ^nn++++=mop
into ^in++++=into
the ^ati++++=the
shack ^nn++++=shack,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
believed ^vbd+vprv++xvbn+=believed
that ^tht+vcmp+++=that
person ^nn++++=person
was ^vbd+bedz+vrb++=was
Silas ^np+++??+=Silas?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
you ^pp2+pp2+++=you
see ^vb+vprv+++=see
the ^ati++++=the
person ^nn++++=person's
's ^$++++=EXTRAWORD
face ^nn++++=face?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
need ^nn++++=need.
. ^zz++++=EXTRAWORD
Silas ^np+++??+=Silas
wears ^vbz++++=wears
cloth ^nn++++=cloth
on ^in++++=on
his ^pp$+pp3+++=his
head ^nn++++=head
when ^wrb+who+++=when
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
cold ^nn++++=cold."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
June ^nr++++=June,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Silas ^np+++??+=Silas.
. ^zz++++=EXTRAWORD
" ^zz++++="Cold
cold ^jj++++=EXTRAWORD
comes ^vbz++++=comes
to ^in++++=to
the ^ati++++=the
unprepared ^nn++++=unprepared."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sally ^np++++=Sally
removed ^vwbn+++xvbn+=removed
her ^pp$+pp3+++=her
scarf ^nn++++=scarf.
. ^zz++++=EXTRAWORD
" ^zz++++="Noah."
noah ^np++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
turned ^vbd+++xvbnx+=turned.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
held ^vbd+vprv+tht0+xvbnx+=held
it ^pp3+it+++=it
up ^rp++++=up.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
smile ^vb++++=smile
weakened ^vbd+++xvbn+=weakened.
. ^zz++++=EXTRAWORD
Judge ^nn++++=Judge
Murphy ^np+++??+=Murphy
pressed ^vbd+++xvbn+=pressed
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do
after ^cs+sub+++=after
you ^pp2+pp2+++=you
saw ^vbd+vprv+tht0+xvbn+=saw
this ^dt+dem+++=this
person ^nn++++=person
enter ^vb++++=enter?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Noah ^np++++=Noah
became ^vbd+++xvbn+=became
cautious ^jj++++=cautious.
. ^zz++++=EXTRAWORD
" ^zz++++="Nothing
nothing ^pn++++=EXTRAWORD
unlawful ^jj++++=unlawful."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Let
let ^vb+++xvbn+=EXTRAWORD
the ^ati++++=the
court ^nn++++=court
decide ^vb+vprv+tht0++=decide
that ^tht+vcmp+++=that."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Can
can ^md+pos+++=EXTRAWORD
the ^ati++++=the
court ^nn++++=court
collect ^vb++++=collect
rent ^nn++++=rent?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
the ^ati++++=the
court ^nn++++=court
has ^vbz+hvz+vrb++=has
limits ^nns++++=limits."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Noah ^np++++=Noah
looked ^vbd+++xvbn+=looked
at ^rb++++=at
Silas ^np+++??+=Silas
with ^in++++=with
the ^ati++++=the
injured ^jj+atrb++xvbn+=injured
gravity ^nn+nom+++=gravity
of ^in++++=of
a ^at++++=a
creditor ^nn++++=creditor
discussing ^vwbg+++xvbg+=discussing
moral ^jj+atrb+++=moral
philosophy ^nn++++=philosophy.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
went ^vbd+++xvbnx+=went
home ^nr++++=home
and ^cc++++=and
got ^vbd+++xvbn+=got
my ^pp$+pp1+++=my
hammer ^nn++++=hammer."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
great ^jj+atrb+++=great
quiet ^nn++++=quiet
settled ^vbd+++xvbn+=settled
over ^in++++=over
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
Sally ^np++++=Sally
picked ^vbd+++xvbn+=picked
up ^rp++++=up
the ^ati++++=the
bed ^nn++++=bed
slat ^nn++++=slat.
. ^zz++++=EXTRAWORD
Flaherty ^np+++??+=Flaherty
put ^vbd+++xvbn+=put
both ^abx++++=both
hands ^nns++++=hands
over ^in++++=over
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Judge ^nn++++=Judge
Murphy ^np++++=Murphy's
's ^$++++=EXTRAWORD
voice ^nn++++=voice
dropped ^vbd+++xvbn+=dropped.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
then ^rn+tm+++=then?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
nailed ^vbd+++xvbnx+=nailed
the ^ati++++=the
door ^nn++++=door
shut ^vbd+++xvbn+=shut."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
clerk ^nn++++=clerk's
's ^$++++=EXTRAWORD
pen ^nn++++=pen
raced ^vbd+++xvbn+=raced.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
nailed ^vbd+++xvbn+=nailed
the ^ati++++=the
shutters ^nns+nom+++=shutters
too ^ql++++=too?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
the ^ati++++=the
back ^jjb+atrb+++=back
vent ^nn++++=vent?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Couldn't
could ^md+pos+++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+vrb++=be
too ^ql++++=too
careful ^jj++++=careful."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Silas ^np++++=Silas's
's ^$++++=EXTRAWORD
mouth ^nn++++=mouth
opened ^vbd+++xvbn+=opened,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
his ^pp$+pp3+++=his
habitual ^jj+atrb+++=habitual
hopelessness ^nns+nom+++=hopelessness
had ^vb+hv+vrb++=had
no ^at++++=no
shape ^nn++++=shape
large ^jj++++=large
enough ^dt++++=enough
for ^in++++=for
speech ^nn++++=speech.
. ^zz++++=EXTRAWORD
Sally ^np++++=Sally's
's ^$++++=EXTRAWORD
voice ^nn++++=voice
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
soft ^jj++++=soft.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
nailed ^vbd+++xvbn+=nailed
me ^pp1o+pp1+++=me
inside ^jjb++++=inside
that ^dt+dem+++=that
shack ^nn++++=shack?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Noah ^np++++=Noah
heard ^vbd+vprv++xvbn+=heard
her ^pp$+pp3+++=her
this ^dt+dem+++=this
time ^nn++++=time.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
sentences ^nns+nom+++=sentences
require ^vb+vsua+++=require
no ^at++++=no
sound ^nn++++=sound.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
thought ^vbd+++xvbnx+=thought
you ^pp2+pp2+++=you
were ^vbd+bed+vrb++=were
Silas ^np+++??+=Silas."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
thought ^vbd+++xvbn+=thought
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
Silas ^np+++??+=Silas?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="From
from ^in++++=EXTRAWORD
the ^ati++++=the
back ^nn++++=back."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sally ^np++++=Sally
looked ^vbd+++xvbn+=looked
at ^rb++++=at
Silas ^np+++??+=Silas,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
at ^in++++=at
herself ^ppl+pp3+++=herself,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
back ^jjb++++=back
at ^in++++=at
Noah ^np++++=Noah.
. ^zz++++=EXTRAWORD
The ^ati++++=The
comparison ^nn++++=comparison
seemed ^vbd+seem++xvbn+=seemed
not ^xnot++not++=not
to ^to++++=to
improve ^vbi++++=improve
his ^pp$+pp3+++=his
prospects ^nns++++=prospects.
. ^zz++++=EXTRAWORD
Judge ^nn++++=Judge
Murphy ^np+++??+=Murphy
held ^vbd+vprv++xvbn+=held
up ^rp++++=up
both ^abx++++=both
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
" ^zz++++="Wait.
wait ^vb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you
nail ^vb++++=nail
Silas ^np+++??+=Silas
or ^cc++++=or
the ^ati++++=the
person ^nn++++=person
you ^pp2+pp2+++=you
believed ^vbd+vprv++xvbn+=believed
was ^vbd+bedz+vrb++=was
Silas ^np+++??+=Silas
inside ^jjb++++=inside
the ^ati++++=the
shack ^nn++++=shack?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
was ^vbd+bedz+aux++=was
going ^vbg+++xvbgx+=going
to ^in++++=to
heaven ^nn++++=heaven."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
you ^pp2+pp2+++=you
confined ^vbd+++xvbn+=confined
him ^pp3o+pp3+++=him?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Only
only ^rb+down+++=EXTRAWORD
until ^cs+sub+++=until
he ^pp3a+pp3+++=he
paid ^vbd+++xvbnx+=paid."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Paid
paid ^vwbn+++xvbn+=EXTRAWORD
what ^wdt+who+++=what?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Thirty
thirty ^cd++++=EXTRAWORD
dollars ^nns++++=dollars."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Noah ^np++++=Noah's
's ^$++++=EXTRAWORD
voice ^nn++++=voice
filled ^vbd+++xvbn+=filled
with ^in++++=with
righteous ^jj+atrb+++=righteous
injury ^nn++++=injury.
. ^zz++++=EXTRAWORD
" ^zz++++="Three
three ^cd++++=EXTRAWORD
months ^nns++++=months
he ^pp3a+pp3+++=he
owes ^vbz++++=owes
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Three ^cd++++=Three
months ^nns++++=months!
! ^zz++++=EXTRAWORD
Ten ^cd++++=Ten
dollars ^nns++++=dollars
a ^at++++=a
month ^nn++++=month.
. ^zz++++=EXTRAWORD
Friday ^nr++++=Friday
evening ^nn++++=evening
he ^pp3a+pp3+++=he
tells ^vbz++++=tells
everybody ^pn++++=everybody
he ^pp3a+pp3+++=he's
's ^vbz+bez+aux++0=EXTRAWORD
going ^vbg+++xvbgx+=going
up ^rp++++=up
Saturday ^nr++++=Saturday
night ^nn++++=night.
. ^zz++++=EXTRAWORD
Up ^rp++++=Up!
! ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
like ^in++++=like
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
No ^at++++=No
notice ^nn++++=notice
to ^in++++=to
his ^pp$+pp3+++=his
landlord ^nn++++=landlord.
. ^zz++++=EXTRAWORD
No ^at++++=No
forwarding ^jj+atrb++xvbg+=forwarding
address ^nns+nom+++=address.
. ^zz++++=EXTRAWORD
No ^at++++=No
arrangements ^nns+nom+++=arrangements.
. ^zz++++=EXTRAWORD
A ^at++++=A
man ^nn++++=man
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
carry ^vb++++=carry
thirty ^cd++++=thirty
dollars ^nns++++=dollars
into ^in++++=into
the ^ati++++=the
clouds ^nns++++=clouds
and ^cc++++=and
leave ^nn++++=leave
me ^pp1o+pp1+++=me
holding ^vbg+vprv++xvbg+=holding
an ^at++++=an
empty ^jj+atrb+++=empty
shack ^nn++++=shack."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Silas ^np+++??+=Silas
found ^vbd+vprv++xvbn+=found
his ^pp$+pp3+++=his
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
intended ^vbd+vsua++xvbnx+=intended
to ^to+vcmp+++=to
settle ^vbi++++=settle
after ^in++++=after
the ^ati++++=the
ascension ^nn++++=ascension."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="How?"
how ^wrb+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Judge ^nn++++=Judge
Murphy ^np+++??+=Murphy
asked ^vbd+vsua++xvbn+=asked.
. ^zz++++=EXTRAWORD
Silas ^np+++??+=Silas
considered ^vwbn+vprv++xvbn+=considered.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
had ^vb+hv+aux++=had
not ^xnot++not++=not
completed ^vbd+++xvbn+=completed
the ^ati++++=the
details ^nns++++=details."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Noah ^np++++=Noah
struck ^vbd+++xvbn+=struck
the ^ati++++=the
rail ^nn++++=rail
with ^in++++=with
his ^pp$+pp3+++=his
cane ^nn++++=cane.
. ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
So ^ql++++=So
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
saw ^vbd+vprv+tht0+xvbnx+=saw
him ^pp3o+pp3+++=him
go ^vb++++=go
in ^in++++=in
there ^rn+pl+++=there
with ^in++++=with
that ^dt+dem+++=that
yellow ^jj+atrb+++=yellow
cloth ^nn++++=cloth,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
knew ^vbd+vprv+tht0+xvbnx+=knew
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
packing ^vbg+++xvbgx+=packing
for ^in++++=for
glory ^nn++++=glory.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
fetched ^vbd+++xvbnx+=fetched
the ^ati++++=the
hammer ^nn++++=hammer
and ^cc++++=and
nailed ^vbd+++xvbn+=nailed
him ^pp3o+pp3+++=him
in ^in+strn+++=in."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sally ^np++++=Sally
took ^vbd+++xvbn+=took
one ^cd1++++=one
step ^nn++++=step.
. ^zz++++=EXTRAWORD
Flaherty ^np+++??+=Flaherty
tightened ^vbd+++xvbn+=tightened
his ^pp$+pp3+++=his
grip ^nn++++=grip
on ^in++++=on
the ^ati++++=the
slat ^nn++++=slat.
. ^zz++++=EXTRAWORD
" ^zz++++="Why,"
why ^wrb+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Judge ^nn++++=Judge
Murphy ^np+++??+=Murphy
asked ^vbd+vsua++xvbn+=asked,
, ^zz++++=EXTRAWORD
" ^zz++++="did
did ^vbd+dod+aux++=EXTRAWORD
you ^pp2+pp2+++=you
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
' ^zz++++='You
you ^pp2+pp2+++=EXTRAWORD
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
going ^vbg+++xvbg+=going
to ^in++++=to
heaven ^nn++++=heaven
yet ^rb++++=yet'?"
'?" ^nn+++??+=EXTRAWORD
Noah ^np++++=Noah
looked ^vbd+++xvbn+=looked
almost ^rb+hdg+++=almost
offended ^vpsv++by+xvbn+=offended
by ^in++++=by
the ^ati++++=the
simplicity ^nn+nom+++=simplicity
of ^in++++=of
the ^ati++++=the
question ^nn+nom+++=question.
. ^zz++++=EXTRAWORD
" ^zz++++="Because
because ^cs+cos+++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=wasn't."
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
it ^pp3+it+++=it
repeatedly ^rb++++=repeatedly?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
kept ^vbd+++xvbnx+=kept
arguing ^vbg+vpub++xvbg+=arguing."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
kept ^vbd+++xvbnx+=kept
telling ^vbg+nom++xvbg+=telling
you ^pp2+pp2+++=you
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
your ^pp$+pp2+++=your
wife ^nn++++=wife!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sally ^np++++=Sally
cried ^vbd+++xvbn+=cried.
. ^zz++++=EXTRAWORD
Noah ^np++++=Noah
turned ^vbd+++xvbn+=turned
to ^in++++=to
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="Silas
silas ^nns+++??+=EXTRAWORD
was ^vbd+bedz+aux++=was
changing ^vbg+++xvbgx+=changing
his ^pp$+pp3+++=his
voice ^nn++++=voice."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Into
into ^in++++=EXTRAWORD
mine ^nn++++=mine?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He's
he ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
secretive ^jj+atrb+++=secretive
man ^nn++++=man."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Silas ^np+++??+=Silas
clutched ^vbd+++xvbn+=clutched
the ^ati++++=the
rail ^nn++++=rail.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
never ^rb++splt++=never
sounded ^vprf+++xvbnx+=sounded
like ^in++++=like
Sally ^np++++=Sally."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
will ^md+prd+++=will
before ^cs+sub+++=before
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
done ^vpsv++agls+xvbnx+=done,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sally ^np++++=Sally
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
Judge ^nn++++=Judge
Murphy ^np+++??+=Murphy
raised ^vbd+++xvbn+=raised
his ^pp$+pp3+++=his
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
the ^ati++++=the
water ^nn++++=water?
? ^zz++++=EXTRAWORD
Did ^vbd+dod+vrb++=Did
you ^pp2+pp2+++=you
pour ^&fw++++=pour
water ^nn++++=water
down ^in++++=down
the ^ati++++=the
chimney ^nn++++=chimney?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Noah ^np++++=Noah
brightened ^vbd+++xvbn+=brightened,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
the ^ati++++=the
court ^nn++++=court
had ^vb+hv+aux++=had
finally ^rb++splt++=finally
reached ^vprf+++xvbnx+=reached
the ^ati++++=the
portion ^nn+nom+++=portion
of ^in++++=of
his ^pp$+pp3+++=his
conduct ^vb++++=conduct
most ^ql+emph+++=most
deserving ^jj+atrb++xvbg+=deserving
admiration ^nn+nom+++=admiration.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Why?"
why ^wrb+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="To
to ^to++++=EXTRAWORD
stop ^vbi++++=stop
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="From
from ^in++++=EXTRAWORD
doing ^xvbg+++xvbg+=doing
what ^wdt+who+++=what?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Going
going ^vbg+++xvbg+=EXTRAWORD
to ^in++++=to
heaven ^nn++++=heaven
by ^in++++=by
fire ^nn++++=fire."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
judge ^npt++++=judge
stared ^vbd+++xvbn+=stared.
. ^zz++++=EXTRAWORD
Noah ^np++++=Noah
explained ^vbd+vpub++xvbn+=explained
patiently ^rb++++=patiently.
. ^zz++++=EXTRAWORD
" ^zz++++="First
first ^rb++++=EXTRAWORD
way ^nn++++=way
was ^vbd+bedz+vrb++=was
straight ^jj+pred+++=straight
through ^in++++=through
the ^ati++++=the
roof ^nn++++=roof.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
nailed ^vbd+++xvbnx+=nailed
the ^ati++++=the
shutters ^nns+nom+++=shutters
and ^cc++++=and
door ^nn++++=door,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
roofs ^nns++++=roofs
are ^vb+ber+vrb++=are
uncertain ^jj+pred+++=uncertain.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
smoke ^nn++++=smoke
came ^vbd+++xvbn+=came
out ^rb+phrv+++=out
of ^in+ppvb+++=of
the ^ati++++=the
chimney ^nn++++=chimney.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
knew ^vbd+vprv+tht0+xvbnx+=knew
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
trying ^vbg+++xvbgx+=trying
another ^dt++++=another
method ^nn++++=method."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Another
another ^dt++++=EXTRAWORD
method ^nn++++=method
of ^in++++=of
ascension ^nn++++=ascension?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Fire.
fire ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Elijah ^np++++=Elijah
went ^vbd+++xvbn+=went
up ^rb+phrv+++=up
with ^in+ppvb+++=with
fire ^nn++++=fire."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="In
in ^in++++=EXTRAWORD
a ^at++++=a
chariot ^nn++++=chariot,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
