# ^zz++++=#
Old ^jj+atrb+++=Old
was ^vbd+bedz+aux++=was
burned ^vpsv++agls+xvbnx+=burned,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
Constitution ^nn+nom+++=Constitution
sailed ^vbd+++xvbn+=sailed
for ^in++++=for
home ^nr++++=home.
. ^zz++++=EXTRAWORD
Again ^rb+tm+++=Again
the ^ati++++=the
nation ^nn++++=nation
rejoiced ^vbd+++xvbn+=rejoiced.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
powerful ^jj+atrb+++=powerful
British ^jj+atrb+++=British
frigates ^nns+nom+++=frigates
had ^vbd+hvd+aux++=had
met ^vprf+++xvbnx+=met
Old ^jj+atrb+++=Old
Ironsides ^np+++??+=Ironsides,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
both ^abx++++=both
had ^vbd+hvd+aux++=had
fallen ^vprf+++xvbn+=fallen.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
the ^ati++++=the
old ^jj+atrb+++=old
ship ^nn++++=ship's
's ^vbz+bez+aux++0=EXTRAWORD
fighting ^vbg+++xvbgx+=fighting
story ^nn++++=story
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
finished ^jj+++xvbn+=finished.
. ^zz++++=EXTRAWORD
In ^in++++=In
1815 ^cd+date+++=1815,
, ^zz++++=EXTRAWORD
near ^in+pl+++=near
the ^ati++++=the
close ^nn++++=close
of ^in++++=of
the ^ati++++=the
war ^nn++++=war,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
sailed ^vbd+++xvbnx+=sailed
under ^in++++=under
Captain ^nn++++=Captain
Charles ^np++++=Charles
Stewart ^np++++=Stewart,
, ^zz++++=EXTRAWORD
a ^at++++=a
cool ^jj+atrb+++=cool
and ^cc+phrs+++=and
skillful ^jj+atrb+++=skillful
commander ^nn+nom+++=commander.
. ^zz++++=EXTRAWORD
Off ^in+pl+++=Off
the ^ati++++=the
Madeira ^np++++=Madeira
Islands ^nns++++=Islands,
, ^zz++++=EXTRAWORD
Stewart ^np++++=Stewart
sighted ^vbd+++xvbn+=sighted
two ^cd++++=two
British ^jj+atrb+++=British
vessels ^nns++++=vessels,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Cyane ^np+++??+=Cyane
and ^cc++++=and
the ^ati++++=the
Levant ^np+++??+=Levant.
. ^zz++++=EXTRAWORD
Together ^nn+nom+++=Together
they ^pp3a+pp3+++=they
carried ^vbd+++xvbnx+=carried
more ^ql++++=more
guns ^nns++++=guns
and ^cc++++=and
men ^nns++++=men
than ^in++++=than
either ^dtx++++=either
one ^cd1++++=one
alone ^jj++++=alone,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
hoped ^vbd+vprv++xvbnx+=hoped
by ^in++++=by
cooperation ^nn+nom+++=cooperation
to ^in++++=to
overpower ^jjr++++=overpower
the ^ati++++=the
American ^jj+atrb+++=American
frigate ^nn+nom+++=frigate.
. ^zz++++=EXTRAWORD
Night ^nn++++=Night
came ^vbd+++xvbn+=came
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
moonlight ^nn++++=moonlight
shone ^vbd+++xvbn+=shone
fitfully ^jj++++=fitfully
through ^in++++=through
clouds ^nns++++=clouds.
. ^zz++++=EXTRAWORD
Stewart ^np++++=Stewart
understood ^vwbn+vprv++xvbn+=understood
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
must ^md+nec+++=must
prevent ^vb++++=prevent
his ^pp$+pp3+++=his
enemies ^nns++++=enemies
from ^in++++=from
using ^xvbg+++xvbg+=using
their ^pp$+pp3+++=their
combined ^jj+atrb++xvbn+=combined
strength ^nn++++=strength.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
orders ^nns++++=orders
were ^vbd+bed+vrb++=were
quick ^jj+pred+++=quick
and ^cc+phrs+++=and
exact ^jj++++=exact.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Constitution ^nn+nom+++=Constitution
passed ^vbd+++xvbn+=passed
between ^in++++=between
the ^ati++++=the
two ^cd++++=two
vessels ^nns++++=vessels
and ^cc++++=and
fired ^vpsv++agls+xvbn+=fired
from ^in++++=from
both ^abx++++=both
sides ^nns++++=sides
one ^cd1++++=one
battery ^nn+nom+++=battery
against ^in++++=against
the ^ati++++=the
Cyane ^np+++??+=Cyane,
, ^zz++++=EXTRAWORD
the ^ati++++=the
other ^ap++++=other
against ^in++++=against
the ^ati++++=the
Levant ^np+++??+=Levant.
. ^zz++++=EXTRAWORD
Smoke ^vb++++=Smoke
shut ^vbd+++xvbn+=shut
the ^ati++++=the
ships ^nns++++=ships
from ^in++++=from
one ^cd1++++=one
another ^dt++++=another.
. ^zz++++=EXTRAWORD
Stewart ^np++++=Stewart
changed ^vbd+++xvbn+=changed
position ^nn+nom+++=position
within ^in++++=within
the ^ati++++=the
cloud ^nn++++=cloud,
, ^zz++++=EXTRAWORD
appearing ^vbg+seem++xvbg+=appearing
where ^wrb+who+++=where
the ^ati++++=the
British ^jj++++=British
least ^rb++++=least
expected ^jj+++xvbn+=expected
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Cyane ^np+++??+=Cyane
was ^vbd+bedz+aux++=was
badly ^rb++splt++=badly
cut ^vpsv++agls+xvbnx+=cut
up ^rb+phrv+++=up
and ^cc++++=and
struck ^vprf+++xvbn+=struck
her ^pp$+pp3+++=her
colors ^nns++++=colors.
. ^zz++++=EXTRAWORD
Stewart ^np++++=Stewart
sent ^vbd+++xvbn+=sent
a ^at++++=a
prize ^nn++++=prize
crew ^nn++++=crew
aboard ^in+strn+++=aboard,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
turned ^vbd+++xvbn+=turned
after ^in++++=after
the ^ati++++=the
Levant ^np+++??+=Levant.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
vessel ^nn++++=vessel
had ^vbd+hvd+aux++=had
withdrawn ^vprf+++xvbnx+=withdrawn
but ^cc++++=but
now ^rn+tm+++=now
came ^vbd+++xvbn+=came
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
hoping ^vbg+vprv++xvbg+=hoping
to ^to+vcmp+++=to
assist ^vbi++++=assist
her ^pp$+pp3+++=her
consort ^nn++++=consort.
. ^zz++++=EXTRAWORD
Instead ^rb+cnj+++=Instead
she ^pp3a+pp3+++=she
found ^vbd+vprv+tht0+xvbnx+=found
herself ^ppl+pp3+++=herself
alone ^rb++++=alone
against ^in++++=against
Old ^jj+atrb+++=Old
Ironsides ^np+++??+=Ironsides.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
another ^ppls++++=another
sharp ^np++++=sharp
action ^nn++++=action.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Constitution ^nn+nom+++=Constitution
gained ^vbd+++xvbn+=gained
the ^ati++++=the
better ^jjr+atrb+++=better
position ^nn+nom+++=position
and ^cc++++=and
poured ^vpsv++agls+xvbn+=poured
in ^in++++=in
a ^at++++=a
destructive ^jj+atrb+++=destructive
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Levant ^np+++??+=Levant
also ^rb++++=also
surrendered ^vbd+++xvbn+=surrendered.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
enemies ^nns++++=enemies
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
defeated ^vpsv++agls+xvbnx+=defeated
in ^in++++=in
one ^cd1++++=one
battle ^nn++++=battle!
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
triumph ^nn++++=triumph
not ^xnot++not++=not
merely ^rb+down+++=merely
of ^in++++=of
heavy ^jj+atrb+++=heavy
guns ^nns++++=guns
and ^cc++++=and
stanch ^nn+++??+=stanch
timbers ^nns+nom+++=timbers,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
of ^in++++=of
superb ^jj+atrb+++=superb
seamanship ^nn+nom+++=seamanship.
. ^zz++++=EXTRAWORD
Stewart ^np++++=Stewart
had ^vbd+hvd+aux++=had
handled ^vprf+++xvbnx+=handled
his ^pp$+pp3+++=his
frigate ^nn+nom+++=frigate
like ^in++++=like
a ^at++++=a
swordsman ^nn+nom+++=swordsman
using ^vwbg+++xvbg+=using
a ^at++++=a
trusted ^jj+atrb++xvbn+=trusted
blade ^nn++++=blade.
. ^zz++++=EXTRAWORD
The ^ati++++=The
prizes ^nns++++=prizes
were ^vbd+bed+aux++=were
taken ^vpsv++agls+xvbnx+=taken
toward ^in++++=toward
the ^ati++++=the
Cape ^np++++=Cape
Verde ^np+++??+=Verde
Islands ^nns++++=Islands.
. ^zz++++=EXTRAWORD
At ^in++++=At
Porto ^np+++??+=Porto
Praya ^np+++??+=Praya
a ^at++++=a
powerful ^jj+atrb+++=powerful
British ^jj+atrb+++=British
squadron ^nn++++=squadron
suddenly ^rb++++=suddenly
appeared ^vbd+seem++xvbn+=appeared.
. ^zz++++=EXTRAWORD
Stewart ^np++++=Stewart
cut ^vbd+++xvbn+=cut
his ^pp$+pp3+++=his
cables ^nns++++=cables
and ^cc++++=and
escaped ^vpsv++agls+xvbn+=escaped
with ^in++++=with
the ^ati++++=the
Constitution ^nn+nom+++=Constitution
and ^cc++++=and
the ^ati++++=the
Cyane ^np+++??+=Cyane,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
the ^ati++++=the
Levant ^np+++??+=Levant
was ^vbd+bedz+aux++=was
recaptured ^vpsv++agls+xvbnx+=recaptured.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
more ^rbr++++=more
the ^ati++++=the
old ^jj+atrb+++=old
frigate ^nn+nom+++=frigate
had ^vbd+hvd+aux++=had
slipped ^vprf+++xvbnx+=slipped
from ^in++++=from
a ^at++++=a
superior ^jj+atrb+++=superior
force ^nn++++=force.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
her ^pp$+pp3+++=her
final ^jj+atrb+++=final
battle ^nn++++=battle.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
record ^nn++++=record
in ^in++++=in
the ^ati++++=the
War ^nn++++=War
of ^in++++=of
1812 ^cd+date+++=1812
was ^vbd+bedz+vrb++=was
extraordinary ^jj+pred+++=extraordinary.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
escaped ^vprf+++xvbnx+=escaped
when ^wrb+who+++=when
escape ^nn++++=escape
was ^vbd+bedz+vrb++=was
the ^ati++++=the
only ^rb+down+++=only
wise ^jj+atrb+++=wise
course ^nn++++=course,
, ^zz++++=EXTRAWORD
fought ^j+++xvbn+=fought
when ^wrb+who+++=when
battle ^nn++++=battle
offered ^vbd+++xvbn+=offered,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
conquered ^vbd+++xvbn+=conquered
every ^at++++=every
enemy ^nn++++=enemy
that ^tht+rel+subj++=that
met ^vprf+++xvbn+=met
her ^pp$+pp3+++=her
ship ^nn++++=ship
to ^in++++=to
ship ^nn++++=ship.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
victories ^nns++++=victories
gave ^vbd+++xvbn+=gave
courage ^nn+nom+++=courage
to ^in++++=to
a ^at++++=a
nation ^nn++++=nation
facing ^vwbg+++xvbg+=facing
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
greatest ^jjt+atrb+++=greatest
maritime ^jj+atrb+++=maritime
powers ^nns++++=powers
on ^in++++=on
earth ^nn++++=earth.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
showed ^vbd+vprv++xvbnx+=showed
that ^tht+vcmp+++=that
American ^jj+atrb+++=American
ships ^nns++++=ships,
, ^zz++++=EXTRAWORD
American ^jj+atrb+++=American
officers ^nns+nom+++=officers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
American ^jj+atrb+++=American
sailor ^nn++++=sailor
boys ^nns++++=boys
deserved ^vbd+++xvbn+=deserved
the ^ati++++=the
respect ^nn++++=respect
of ^in++++=of
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
Afterward ^rb++++=Afterward
the ^ati++++=the
Constitution ^nn+nom+++=Constitution
continued ^vbd+++xvbn+=continued
to ^to++++=to
carry ^vbi++++=carry
our ^pp$+pp1+++=our
flag ^nn++++=flag.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
cruised ^vbd+++xvbnx+=cruised
in ^in++++=in
the ^ati++++=the
Mediterranean ^np+nom+++=Mediterranean,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Atlantic ^np++++=Atlantic,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
Pacific ^nn++++=Pacific.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
bore ^vbd+++xvbnx+=bore
ministers ^nns+nom+++=ministers
abroad ^rb+cnj+++=abroad,
, ^zz++++=EXTRAWORD
protected ^xvbn+++xvbn+=protected
commerce ^nn++++=commerce,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
served ^vbd+++xvbn+=served
wherever ^nn+nom+++=wherever
the ^ati++++=the
country ^nn++++=country
sent ^vbd+++xvbn+=sent
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
steam ^nn++++=steam
was ^vbd+bedz+aux++=was
changing ^vbg+++xvbgx+=changing
naval ^jj+atrb+++=naval
warfare ^nn++++=warfare.
. ^zz++++=EXTRAWORD
Iron ^nn++++=Iron
took ^vbd+++xvbn+=took
the ^ati++++=the
place ^nn++++=place
of ^in++++=of
oak ^nn++++=oak;
; ^zz++++=EXTRAWORD
engines ^nns++++=engines
replaced ^vwbn+++xvbn+=replaced
spreading ^vbg+++xvbg+=spreading
canvas ^nn++++=canvas;
; ^zz++++=EXTRAWORD
shell ^nn++++=shell
guns ^nns++++=guns
made ^vbd+++xvbn+=made
the ^ati++++=the
old ^jj+atrb+++=old
wooden ^jj+atrb+++=wooden
walls ^nns++++=walls
dangerously ^rb++++=dangerously
vulnerable ^jj++++=vulnerable.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
could ^md+pos+++=could
no ^at++++=no
longer ^rbr++++=longer
remain ^vb++++=remain
a ^at++++=a
first ^od++++=first-class
- ^zz++++=EXTRAWORD
class ^nn++++=EXTRAWORD
fighting ^vwbg+++xvbg+=fighting
ship ^nn++++=ship.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
time ^nn++++=time
she ^pp3a+pp3+++=she
became ^vbd+++xvbnx+=became
a ^at++++=a
schoolship ^nn+nom+++=schoolship,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
young ^jj++++=young
midshipmen ^jj+++xvbn+=midshipmen
learned ^jj+++xvbn+=learned
their ^pp$+pp3+++=their
profession ^nn++++=profession
upon ^in++++=upon
the ^ati++++=the
decks ^nns++++=decks
where ^wrb+who+++=where
Hull ^np++++=Hull,
, ^zz++++=EXTRAWORD
Bainbridge ^np++++=Bainbridge,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Stewart ^np++++=Stewart
had ^vbd+hvd+aux++=had
stood ^vprf+++xvbnx+=stood.
. ^zz++++=EXTRAWORD
Later ^rbr+tm+++=Later
she ^pp3a+pp3+++=she
served ^vbd+++xvbnx+=served
as ^ql++++=as
a ^at++++=a
receiving ^jj+atrb++xvbg+=receiving
ship ^nn++++=ship,
, ^zz++++=EXTRAWORD
housing ^nn++++=housing
recruits ^nns++++=recruits
before ^cs+sub+++=before
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
assigned ^vpsv++agls+xvbnx+=assigned
elsewhere ^rb++++=elsewhere.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
tall ^jj+atrb+++=tall
masts ^nns+++??+=masts
were ^vbd+bed+vrb++=were
shortened ^jj+pred+++=shortened
or ^cc+phrs+++=or
removed ^jj+++xvbn+=removed,
, ^zz++++=EXTRAWORD
shelters ^nns+nom+++=shelters
were ^vbd+bed+aux++=were
built ^vpsv++agls+xvbnx+=built
upon ^in++++=upon
her ^pp$+pp3+++=her
deck ^nn++++=deck,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
sad ^jj+atrb+++=sad
years ^nns++++=years
when ^wrb+who+++=when
little ^jj++++=little
of ^in++++=of
her ^pp$+pp3+++=her
former ^ap++++=former
beauty ^nn++++=beauty
could ^md+pos+++=could
be ^vb+be+aux++=be
seen ^vpsv++agls+xvbnx+=seen.
. ^zz++++=EXTRAWORD
Again ^rb+tm+++=Again
and ^cc+phrs+++=and
again ^rb+tm+++=again
decay ^vb++++=decay
threatened ^vbd+++xvbn+=threatened
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Again ^rb+tm+++=Again
and ^cc+phrs+++=and
again ^rb+tm+++=again
the ^ati++++=the
people ^nns++++=people
remembered ^vwbn+vprv++xvbn+=remembered.
. ^zz++++=EXTRAWORD
Money ^nn++++=Money
was ^vbd+bedz+aux++=was
raised ^vpsv++agls+xvbnx+=raised.
. ^zz++++=EXTRAWORD
Congress ^nns+nom+++=Congress
acted ^vbd+++xvbn+=acted.
. ^zz++++=EXTRAWORD
Naval ^jj+atrb+++=Naval
officers ^nns+nom+++=officers,
, ^zz++++=EXTRAWORD
schoolchildren ^jj+atrb++xvbn+=schoolchildren,
, ^zz++++=EXTRAWORD
patriotic ^jj+atrb+++=patriotic
societies ^nns++++=societies,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
private ^jj+atrb+++=private
citizens ^nns++++=citizens
insisted ^vbd+vpub++xvbn+=insisted
that ^tht+vcmp+++=that
Old ^jj+atrb+++=Old
Ironsides ^np+++??+=Ironsides
must ^md+nec+++=must
not ^xnot++not++=not
die ^vb++++=die.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
underwent ^jj+atrb+++=underwent
repeated ^jj+atrb++xvbn+=repeated
restorations ^nns+nom+++=restorations.
. ^zz++++=EXTRAWORD
Rotten ^jj+atrb+++=Rotten
timbers ^nns+nom+++=timbers
were ^vbd+bed+aux++=were
removed ^vpsv++agls+xvbnx+=removed,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
sound ^jj+atrb+++=sound
pieces ^nns++++=pieces
were ^vbd+bed+aux++=were
preserved ^vpsv++agls+xvbnx+=preserved
wherever ^nn+nom+++=wherever
possible ^jj++++=possible.
. ^zz++++=EXTRAWORD
Masts ^np+++??+=Masts
rose ^vbd+++xvbn+=rose
once ^rb+tm+++=once
more ^ap++++=more
above ^rb++++=above
her ^pp$+pp3+++=her
hull ^np++++=hull.
. ^zz++++=EXTRAWORD
Rigging ^nn++++=Rigging
spread ^vbd+++xvbn+=spread
in ^in++++=in
a ^at++++=a
noble ^jj+atrb+++=noble
web ^nn++++=web.
. ^zz++++=EXTRAWORD
Gun ^nn++++=Gun
ports ^nns++++=ports
opened ^vbd+++xvbn+=opened
along ^in++++=along
the ^ati++++=the
familiar ^jj++++=familiar
black ^jj++++=black-and-white
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
- ^zz++++=EXTRAWORD
white ^jj+atrb+++=EXTRAWORD
sides ^nns++++=sides.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+aux++=was
not ^xnot++not++=not
kept ^vbd+++xvbn+=kept
because ^cs+cos+++=because
she ^pp3a+pp3+++=she
remained ^vbd+++xvbnx+=remained
useful ^jj++++=useful
in ^in++++=in
war ^nn++++=war.
. ^zz++++=EXTRAWORD
A ^at++++=A
modern ^jj+atrb+++=modern
shell ^nn++++=shell
could ^md+pos+++=could
have ^vb+hv+aux++=have
destroyed ^vprf+++xvbnx+=destroyed
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+aux++=was
kept ^vpsv++agls+xvbnx+=kept
because ^cs+cos+++=because
usefulness ^nns+nom+++=usefulness
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
the ^ati++++=the
only ^rb+down+++=only
measure ^vb++++=measure
of ^in++++=of
value ^nn++++=value.
. ^zz++++=EXTRAWORD
Walk ^nn++++=Walk
upon ^in++++=upon
her ^pp$+pp3+++=her
deck ^nn++++=deck
and ^cc++++=and
think ^vb+vprv+++=think
of ^in++++=of
the ^ati++++=the
men ^nns++++=men
who ^whp+rel+subj++=who
served ^vbd+++xvbn+=served
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
Think ^vb+vprv+++=Think
of ^in++++=of
Preble ^np+++??+=Preble
watching ^vwbg+++xvbg+=watching
the ^ati++++=the
batteries ^nns+nom+++=batteries
of ^in++++=of
Tripoli ^np+++??+=Tripoli
through ^in++++=through
the ^ati++++=the
smoke ^nn++++=smoke.
. ^zz++++=EXTRAWORD
Think ^vb+vprv+++=Think
of ^in++++=of
Hull ^nn++++=Hull
scanning ^vwbg+++xvbg+=scanning
a ^at++++=a
breathless ^jj+atrb+++=breathless
sea ^nn++++=sea
while ^cs+sub+++=while
British ^jj+atrb+++=British
ships ^nns++++=ships
crept ^vbd+++xvbn+=crept
nearer ^rbr++++=nearer.
. ^zz++++=EXTRAWORD
Hear ^vb+vprv+tht0++=Hear
the ^ati++++=the
capstan ^nn++++=capstan
creak ^vb++++=creak
as ^cs+sub+++=as
exhausted ^vprf+++xvbn+=exhausted
sailors ^nns++++=sailors
kedge ^nn+++??+=kedge
the ^ati++++=the
frigate ^nn+nom+++=frigate
to ^in++++=to
safety ^nn++++=safety.
. ^zz++++=EXTRAWORD
Hear ^vb+vprv+++=Hear
the ^ati++++=the
cry ^nn++++=cry
when ^wrb+who+++=when
a ^at++++=a
cannonball ^nn+++??+=cannonball
bounds ^nns++++=bounds
from ^in++++=from
the ^ati++++=the
oak ^nn++++=oak:
: ^zz++++=EXTRAWORD
" ^zz++++="Her
her ^pp$+pp3+++=EXTRAWORD
sides ^nns++++=sides
are ^vb+ber+aux++=are
made ^vpsv++agls+xvbnx+=made
of ^in++++=of
iron ^nn++++=iron!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
See ^vb+vprv+++=See
Bainbridge ^np++++=Bainbridge,
, ^zz++++=EXTRAWORD
twice ^rb++++=twice
wounded ^jj+++xvbn+=wounded,
, ^zz++++=EXTRAWORD
refusing ^vbg+++xvbg+=refusing
to ^to+vcmp+++=to
leave ^vbi++++=leave
the ^ati++++=the
quarter ^nn++++=quarter-deck.
- ^zz++++=EXTRAWORD
deck ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
See ^vb+vprv+++=See
Stewart ^np++++=Stewart
turning ^vwbg+++xvbg+=turning
between ^in++++=between
two ^cd++++=two
enemies ^nns++++=enemies
beneath ^in+pl+++=beneath
the ^ati++++=the
moon ^nn++++=moon.
. ^zz++++=EXTRAWORD
Remember ^nn+nom+++=Remember
also ^rb++++=also
the ^ati++++=the
nameless ^jj+atrb+++=nameless
seamen ^nns++++=seamen
the ^ati++++=the
gun ^nn++++=gun
captains ^nns++++=captains,
, ^zz++++=EXTRAWORD
topmen ^j+++xvbn+=topmen,
, ^zz++++=EXTRAWORD
powder ^nn++++=powder
boys ^nns++++=boys,
, ^zz++++=EXTRAWORD
carpenters ^nns+nom+++=carpenters,
, ^zz++++=EXTRAWORD
surgeons ^nns++++=surgeons,
, ^zz++++=EXTRAWORD
marines ^nns++++=marines,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
cooks ^vbz++++=cooks
whose ^whp+who+++=whose
discipline ^vb++++=discipline
made ^vbd+++xvbn+=made
every ^at++++=every
victory ^nn++++=victory
possible ^jj++++=possible.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Constitution ^nn+nom+++=Constitution
belonged ^vbd+++xvbn+=belonged
to ^in++++=to
all ^abn++++=all
of ^in++++=of
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
In ^in++++=In
time ^nn++++=time
she ^pp3a+pp3+++=she
came ^vbd+++xvbnx+=came
to ^to++++=to
belong ^vbi++++=belong
to ^in++++=to
all ^abn++++=all
of ^in++++=of
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
survived ^vbd+++xvbnx+=survived
the ^ati++++=the
axes ^nns++++=axes
that ^tht+rel+subj++=that
threatened ^vwbn+++xvbn+=threatened
her ^pp$+pp3+++=her
in ^in++++=in
1833 ^cd+date+++=1833.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
survived ^vbd+++xvbnx+=survived
changing ^jj+atrb++xvbg+=changing
fashions ^nns++++=fashions,
, ^zz++++=EXTRAWORD
neglect ^nn++++=neglect,
, ^zz++++=EXTRAWORD
decay ^nn++++=decay,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
passing ^jj+++xvbg+=passing
of ^in++++=of
the ^ati++++=the
navy ^nn++++=navy
for ^in++++=for
which ^whp+rel+pied++=which
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
built ^vpsv++agls+xvbnx+=built.
. ^zz++++=EXTRAWORD
The ^ati++++=The
nation ^nn++++=nation
that ^tht+rel+subj++=that
launched ^vwbn+++xvbn+=launched
her ^pp$+pp3+++=her
was ^vbd+bedz+vrb++=was
small ^jj+pred+++=small,
, ^zz++++=EXTRAWORD
uncertain ^jj++++=uncertain,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
often ^rb++++=often
scorned ^vbd+++xvbn+=scorned.
. ^zz++++=EXTRAWORD
The ^ati++++=The
nation ^nn++++=nation
that ^tht+rel+subj++=that
preserved ^vbd+++xvbn+=preserved
her ^pp$+pp3+++=her
had ^vbd+hvd+aux++=had
grown ^vprf+++xvbnx+=grown
powerful ^jj++++=powerful.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
the ^ati++++=the
lesson ^nn++++=lesson
of ^in++++=of
the ^ati++++=the
old ^jj+atrb+++=old
frigate ^nn+nom+++=frigate
remained ^vbd+++xvbn+=remained
the ^ati++++=the
same ^ap++++=same.
. ^zz++++=EXTRAWORD
Strength ^nn++++=Strength
without ^in++++=without
skill ^nn++++=skill
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
enough ^qlp++++=enough.
. ^zz++++=EXTRAWORD
Courage ^nn+nom+++=Courage
without ^in++++=without
discipline ^nn++++=discipline
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
enough ^qlp++++=enough.
. ^zz++++=EXTRAWORD
A ^at++++=A
ship ^nn++++=ship,
, ^zz++++=EXTRAWORD
like ^in++++=like
a ^at++++=a
country ^nn++++=country,
, ^zz++++=EXTRAWORD
is ^vbz+bez+aux++=is
saved ^vpsv++by+xvbnx+=saved
by ^in++++=by
foresight ^nn++++=foresight,
, ^zz++++=EXTRAWORD
labor ^nn++++=labor,
, ^zz++++=EXTRAWORD
loyalty ^nn++++=loyalty,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
willingness ^nns+nom+++=willingness
of ^in++++=of
ordinary ^jj+atrb+++=ordinary
people ^nns++++=people
to ^to++++=to
stand ^vbi++++=stand
firm ^nn++++=firm
in ^in++++=in
an ^at++++=an
hour ^nn++++=hour
of ^in++++=of
danger ^nn++++=danger.
. ^zz++++=EXTRAWORD
Today ^nr+tm+++=Today
Old ^jj+atrb+++=Old
Ironsides ^np+++??+=Ironsides
rests ^vbz++++=rests
in ^in++++=in
honored ^jj+atrb++xvbn+=honored
preservation ^nn+nom+++=preservation,
