**the ^nn+++??+=**The
Lighthouse ^nn++++=Lighthouse
Eleanor ^np++++=Eleanor
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
kept ^vbd+++xvbnx+=kept
the ^ati++++=the
light ^nn++++=light
afterward ^rb++++=afterward."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
whom ^whp+rel+pied++=whom?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
question ^nn+nom+++=question
silenced ^vbd+++xvbn+=silenced
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
always ^rb++splt++=always
believed ^vprf++tht0+xvbnx+=believed
he ^pp3a+pp3+++=he
kept ^vbd+++xvbnx+=kept
it ^pp3+it+++=it
for ^in++++=for
the ^ati++++=the
dead ^nn++++=dead.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
the ^ati++++=the
dead ^jj++++=dead
had ^vbd+hvd+aux++=had
needed ^vprf+++xvbnx+=needed
it ^pp3+it+++=it
only ^rb+down+++=only
once ^rb+tm+++=once.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
kept ^vprf+++xvbnx+=kept
it ^pp3+it+++=it
for ^in++++=for
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
The ^ati++++=The
vision ^nn++++=vision
faded ^vbd+++xvbn+=faded.
. ^zz++++=EXTRAWORD
The ^ati++++=The
cabin ^nn++++=cabin
was ^vbd+bedz+vrb++=was
empty ^jj+pred+++=empty
again ^rb+tm+++=again
except ^in++++=except
for ^in"++++=for
bones ^nns++++=bones,
, ^zz++++=EXTRAWORD
rust ^nn++++=rust,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
two ^cd++++=two
pale ^jj+atrb+++=pale
figures ^nns++++=figures
before ^in++++=before
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Cora ^np+++??+=Cora
held ^vbd+vprv++xvbn+=held
her ^pp$+pp3+++=her
mother ^nn++++=mother's
's ^$++++=EXTRAWORD
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
must ^md+nec+++=must
go ^vb++++=go,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Eleanor ^np++++=Eleanor
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Where?"
where ^wrb+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Where
where ^wrb+who+++=EXTRAWORD
the ^ati++++=the
light ^jj++++=light
cannot ^md+pos+not++=cannot
lose ^vb++++=lose
us ^pp1o+pp1+++=us."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Cora ^np+++??+=Cora
looked ^vbd+++xvbn+=looked
at ^rb++++=at
Elias ^np+++??+=Elias.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
should ^md+nec+++=should
come ^vb++++=come."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
almost ^rb+hdg+++=almost
laughed ^vbd+++xvbn+=laughed.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
invited ^vpsv++agls+xvbnx+=invited."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
mother ^nn++++=mother
says ^vbz+vpub+tht0++=says
the ^ati++++=the
sea ^nn++++=sea
is ^vbz+bez+aux++=is
coming ^vbg+++xvbgx+=coming
for ^in+ppvb+++=for
the ^ati++++=the
island ^nn++++=island."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
looked ^vbd+++xvbn+=looked
sharply ^rb++++=sharply
at ^in++++=at
Eleanor ^np++++=Eleanor.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
wave ^nn++++=wave
will ^md+prd+++=will
cover ^vb++++=cover
the ^ati++++=the
ridge ^nn++++=ridge,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
one ^cd1++++=one
there ^ex+pex+++=there
will ^md+prd+++=will
survive ^vb++++=survive."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
roar ^nn++++=roar
outside ^jjb++++=outside
was ^vbd+bedz+vrb++=was
now ^rn+tm+++=now
constant ^nn+nom+++=constant.
. ^zz++++=EXTRAWORD
The ^ati++++=The
wreck ^nn++++=wreck
trembled ^vbd+++xvbn+=trembled
with ^in++++=with
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+whq++=EXTRAWORD
do ^vb+do+vrb++=do
I ^pp1a+pp1+++=I
save ^vb++++=save
them ^pp3o+pp3+++=them?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Eleanor ^np++++=Eleanor's
's ^$++++=EXTRAWORD
gaze ^nn++++=gaze
shifted ^vbd+++xvbn+=shifted
toward ^in++++=toward
the ^ati++++=the
lighthouse ^nn++++=lighthouse,
, ^zz++++=EXTRAWORD
invisible ^jj++++=invisible
through ^in++++=through
the ^ati++++=the
ship ^nn++++=ship's
's ^$++++=EXTRAWORD
iron ^nn++++=iron
walls ^nns++++=walls.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
old ^jj+atrb+++=old
channel ^nn++++=channel."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
understood ^vwbn+vprv++xvbn+=understood.
. ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
the ^ati++++=the
harbor ^nn++++=harbor
was ^vbd+bedz+aux++=was
built ^vpsv++agls+xvbnx+=built,
, ^zz++++=EXTRAWORD
ships ^nns++++=ships
had ^vbd+hvd+aux++=had
passed ^vprf+++xvbnx+=passed
north ^nr+pl+++=north
of ^in++++=of
the ^ati++++=the
island ^nn++++=island
through ^in++++=through
a ^at++++=a
deep ^jj+atrb+++=deep
channel ^npl++++=channel
between ^in++++=between
the ^ati++++=the
ridge ^nn++++=ridge
and ^cc++++=and
the ^ati++++=the
outer ^jjb+atrb+++=outer
reef ^nn++++=reef.
. ^zz++++=EXTRAWORD
Over ^in++++=Over
decades ^nns++++=decades,
, ^zz++++=EXTRAWORD
storms ^nns++++=storms
had ^vbd+hvd+aux++=had
filled ^vprf+++xvbnx+=filled
it ^pp3+it+++=it
with ^in++++=with
sand ^nn++++=sand.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
if ^cs+cnd+++=if
the ^ati++++=the
sea ^nn++++=sea
had ^vbd+hvd+aux++=had
withdrawn ^vprf+++xvbnx+=withdrawn
far ^rb+pl+++=far
enough ^dt++++=enough,
, ^zz++++=EXTRAWORD
the ^ati++++=the
channel ^nn++++=channel
might ^md+pos+++=might
be ^vb+be+vrb++=be
open ^jj+pred+++=open
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
wave ^nn++++=wave
will ^md+prd+++=will
follow ^vb+vprv+++=follow
the ^ati++++=the
deepest ^jjt+atrb+++=deepest
ground ^nn++++=ground,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
it ^pp3+it+++=it
can ^md+pos+++=can
see ^vb+vprv+++=see
the ^ati++++=the
way ^nn++++=way."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
lighthouse ^nn++++=lighthouse
does ^vbz+doz+aux++=doesn't
n't ^xnot++not++0=EXTRAWORD
face ^vb++++=face
the ^ati++++=the
old ^jj+atrb+++=old
channel ^nn++++=channel."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
turn ^vb++++=turn
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
lens ^nn++++=lens
is ^vbz+bez+aux++=is
fixed ^vpsv++agls+xvbnx+=fixed."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Cora ^np+++??+=Cora
smiled ^vbd+++xvbn+=smiled
faintly ^rb++++=faintly.
. ^zz++++=EXTRAWORD
" ^zz++++="Nothing
nothing ^pn++++=EXTRAWORD
stays ^vbz++++=stays
fixed ^vbd+++xvbn+=fixed
when ^wrb+who+++=when
the ^ati++++=the
sea ^nn++++=sea
wants ^vbz++++=wants
it ^pp3+it+++=it
moved ^vbd+++xvbn+=moved."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
wreck ^nn++++=wreck
groaned ^vbd+++xvbn+=groaned
around ^rp++++=around
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
bowed ^vbd+++xvbn+=bowed
to ^in++++=to
Eleanor ^np++++=Eleanor.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
time ^nn++++=time
to ^to++++=to
ask ^vbi++++=ask
forgiveness ^nns+nom+++=forgiveness,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
perhaps ^rb++++=perhaps
forgiveness ^nns+nom+++=forgiveness
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
his ^pp$+pp3+++=his
to ^in++++=to
request ^nn++++=request.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
ran ^vbd+++xvbnx+=ran.
. ^zz++++=EXTRAWORD
Behind ^in+pl+++=Behind
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
Cora ^np+++??+=Cora
called ^vbd+++xvbn+=called,
, ^zz++++=EXTRAWORD
" ^zz++++="Elias!"
elias ^nns+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stood ^vbd+++xvbnx+=stood
beside ^in+pl+++=beside
her ^pp3o+pp3+++=her
mother ^npt++++=mother,
, ^zz++++=EXTRAWORD
already ^rb++++=already
fading ^vbg+++xvbg+=fading
into ^in++++=into
the ^ati++++=the
dim ^jj+atrb+++=dim
cabin ^nn++++=cabin.
. ^zz++++=EXTRAWORD
" ^zz++++="Keep
keep ^vb++++=EXTRAWORD
it ^pp3+it+++=it
lit ^vbd+++xvbn+=lit
this ^dt+dem+++=this
time ^nn++++=time,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
gone ^vpsv++agls+xvbnx+=gone.
. ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
fought ^vbd+++xvbn+=fought
his ^pp$+pp3+++=his
way ^nn++++=way
through ^in++++=through
the ^ati++++=the
wreck ^nn++++=wreck
and ^cc++++=and
out ^rp+pl+++=out
onto ^in++++=onto
the ^ati++++=the
seabed ^nn++++=seabed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
wall ^nn++++=wall
of ^in++++=of
water ^nn++++=water
filled ^vbd+++xvbn+=filled
half ^abn++++=half
the ^ati++++=the
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
came ^vbd+++xvbn+=came
forward ^rb++++=forward
with ^in++++=with
terrifying ^jj+atrb+++=terrifying
steadiness ^nns+nom+++=steadiness,
, ^zz++++=EXTRAWORD
carrying ^vbg+++xvbg+=carrying
ships ^nns++++=ships,
, ^zz++++=EXTRAWORD
trees ^nns++++=trees,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
white ^jj+atrb+++=white
mountains ^npl++++=mountains
of ^in++++=of
foam ^nn++++=foam.
. ^zz++++=EXTRAWORD
Lightning ^nn++++=Lightning
flickered ^vbd+++xvbn+=flickered
inside ^jjb++++=inside
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
air ^nn++++=air
before ^cs+sub+++=before
it ^pp3+it+++=it
raced ^vbd+++xvbn+=raced
across ^in+pl+++=across
the ^ati++++=the
mud ^nn++++=mud,
, ^zz++++=EXTRAWORD
tearing ^vbg+++xvbg+=tearing
weed ^nn++++=weed
from ^in++++=from
stones ^nns++++=stones.
. ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
ran ^vbd+++xvbn+=ran.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
boots ^nns++++=boots
slipped ^vbd+++xvbn+=slipped.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
lungs ^nns++++=lungs
burned ^vbd+++xvbn+=burned.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lighthouse ^nn++++=lighthouse
looked ^vbd+++xvbn+=looked
impossibly ^rb++++=impossibly
distant ^jj++++=distant,
, ^zz++++=EXTRAWORD
a ^at++++=a
white ^jj+atrb+++=white
needle ^nn++++=needle
against ^in++++=against
the ^ati++++=the
darkened ^jj+atrb++xvbn+=darkened
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
The ^ati++++=The
first ^od++++=first
surge ^vb++++=surge
reached ^vbd+++xvbn+=reached
his ^pp$+pp3+++=his
ankles ^nns++++=ankles
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
crossed ^vbd+++xvbnx+=crossed
the ^ati++++=the
harbor ^nn++++=harbor.
. ^zz++++=EXTRAWORD
Water ^nn++++=Water
poured ^vbd+++xvbn+=poured
around ^rp++++=around
the ^ati++++=the
stranded ^jj+atrb+++=stranded
boats ^nns++++=boats.
. ^zz++++=EXTRAWORD
Fish ^nns++++=Fish
lifted ^vbd+++xvbn+=lifted
from ^in++++=from
the ^ati++++=the
mud ^nn++++=mud
and ^cc++++=and
vanished ^vpsv++agls+xvbn+=vanished
into ^in++++=into
sudden ^jj+atrb+++=sudden
currents ^nns++++=currents.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
was ^vbd+bedz+aux++=was
waiting ^vbg+++xvbgx+=waiting
at ^rb++++=at
the ^ati++++=the
lighthouse ^nn++++=lighthouse
door ^nn++++=door.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
told ^vbd+vpub+tht0+xvbnx+=told
you ^pp2+pp2+++=you
to ^to++++=to
go ^vbi++++=go!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
shouted ^vbd+vpub++xvbn+=shouted.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
ignored ^vbd+++xvbnx+=ignored
you ^pp2+pp2+++=you!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Together ^nn+nom+++=Together
they ^pp3a+pp3+++=they
climbed ^vbd+++xvbnx+=climbed
the ^ati++++=the
hill ^nn++++=hill.
. ^zz++++=EXTRAWORD
Tomas ^np+++??+=Tomas
stood ^vbd+++xvbn+=stood
higher ^jjr++++=higher
up ^rp++++=up,
, ^zz++++=EXTRAWORD
waving ^vbg+++xvbg+=waving
frantically ^rb++++=frantically.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
ridge ^nn++++=ridge
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
save ^vb++++=save
us ^pp1o+pp1+++=us!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
called ^vbd+++xvbn+=called.
. ^zz++++=EXTRAWORD
" ^zz++++="Get
get ^vb++++=EXTRAWORD
everyone ^pn++++=everyone
to ^in++++=to
the ^ati++++=the
western ^jj+atrb+++=western
quarry ^nn++++=quarry!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
quarry ^nn++++=quarry?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
cried ^vbd+++xvbn+=cried.
. ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
lower ^jjr+atrb+++=lower
ground ^nn++++=ground."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
behind ^in+pl+++=behind
the ^ati++++=the
island ^npl++++=island's
's ^$++++=EXTRAWORD
spine ^nn++++=spine.
. ^zz++++=EXTRAWORD
Go ^vb++++=Go!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stared ^vbd+++xvbnx+=stared
at ^rb++++=at
the ^ati++++=the
wave ^nn++++=wave,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
at ^rb++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+whq++=EXTRAWORD
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
know ^vb+vprv+++=know?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
guest ^nn++++=guest
told ^vbd+vpub++xvbn+=told
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
she ^pp3a+pp3+++=she
saw ^vbd+vprv+tht0+xvbnx+=saw
something ^pn++++=something
in ^in++++=in
his ^pp$+pp3+++=his
face ^nn++++=face.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
asked ^vbd+vsua++xvbnx+=asked
no ^at++++=no
more ^ql++++=more
questions ^nns+nom+++=questions.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
and ^cc++++=and
Tomas ^np+++??+=Tomas
ran ^vbd+++xvbn+=ran
toward ^in++++=toward
the ^ati++++=the
ridge ^nn++++=ridge.
. ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
entered ^vbd+++xvbn+=entered
the ^ati++++=the
lighthouse ^nn++++=lighthouse
and ^cc++++=and
climbed ^vbd+++xvbn+=climbed.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
top ^jjb++++=top,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
lit ^vbd+++xvbnx+=lit
the ^ati++++=the
lamp ^nn++++=lamp.
. ^zz++++=EXTRAWORD
The ^ati++++=The
wick ^np++++=wick
caught ^vbd+++xvbn+=caught
with ^in++++=with
a ^at++++=a
low ^jj+atrb+++=low
golden ^jj+atrb+++=golden
bloom ^nn++++=bloom.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
opened ^vbd+++xvbnx+=opened
the ^ati++++=the
fuel ^nn++++=fuel
valve ^nn++++=valve
fully ^rb+cnj+++=fully,
, ^zz++++=EXTRAWORD
feeding ^vbg+++xvbg+=feeding
the ^ati++++=the
flame ^nn++++=flame
until ^cs+sub+++=until
it ^pp3+it+++=it
roared ^vbd+++xvbn+=roared
inside ^jjb++++=inside
the ^ati++++=the
lens ^nn++++=lens.
. ^zz++++=EXTRAWORD
The ^ati++++=The
rotation ^nn+nom+++=rotation
mechanism ^nn+nom+++=mechanism
groaned ^vbd+++xvbn+=groaned
into ^in++++=into
motion ^nn++++=motion.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
beam ^nn++++=beam
swept ^vwbn+++xvbn+=swept
across ^in+pl+++=across
the ^ati++++=the
vanished ^jj+++xvbn+=vanished
sea ^npl++++=sea,
, ^zz++++=EXTRAWORD
bright ^jj++++=bright
even ^rb++++=even
in ^in++++=in
daylight ^nn++++=daylight.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
it ^pp3+it+++=it
pointed ^vbd+++xvbn+=pointed
south ^nr+pl+++=south,
, ^zz++++=EXTRAWORD
toward ^in++++=toward
the ^ati++++=the
modern ^jj+atrb+++=modern
channel ^nn++++=channel.
. ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
opened ^vbd+++xvbn+=opened
the ^ati++++=the
maintenance ^nn+nom+++=maintenance
panel ^nn++++=panel
and ^cc++++=and
seized ^vbd+++xvbn+=seized
the ^ati++++=the
drive ^nn++++=drive
lever ^&fw++++=lever.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lens ^nn++++=lens
weighed ^vbd+++xvbn+=weighed
nearly ^rb+down+++=nearly
two ^cd++++=two
tons ^nns++++=tons.
. ^zz++++=EXTRAWORD
Turning ^nvbg+++xvbg+=Turning
it ^pp3+it+++=it
by ^in++++=by
hand ^nn++++=hand
should ^md+nec+++=should
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
impossible ^jj++++=impossible.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
pulled ^vbd+++xvbnx+=pulled
anyway ^rb++++=anyway.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lever ^&fw++++=lever
did ^vbd+dod+aux++=did
not ^xnot++not++=not
move ^vb++++=move.
. ^zz++++=EXTRAWORD
Below ^rb++++=Below,
, ^zz++++=EXTRAWORD
water ^nn++++=water
struck ^vbd+++xvbn+=struck
the ^ati++++=the
island ^nn++++=island.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lighthouse ^nn++++=lighthouse
shook ^vbd+++xvbn+=shook.
. ^zz++++=EXTRAWORD
Windows ^nns++++=Windows
shattered ^vbd+++xvbn+=shattered
in ^in++++=in
the ^ati++++=the
keeper ^nn++++=keeper's
's ^$++++=EXTRAWORD
rooms ^nns++++=rooms.
. ^zz++++=EXTRAWORD
A ^at++++=A
sound ^nn++++=sound
like ^in++++=like
thunder ^nn++++=thunder
climbed ^vbd+++xvbn+=climbed
through ^in++++=through
the ^ati++++=the
stone ^nn++++=stone.
. ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
wrapped ^vbd+++xvbn+=wrapped
both ^abx++++=both
hands ^nns++++=hands
around ^in++++=around
the ^ati++++=the
lever ^nn++++=lever
and ^cc++++=and
pulled ^vbd+++xvbn+=pulled
until ^cs+sub+++=until
pain ^nn++++=pain
tore ^vbd+++xvbn+=tore
through ^in++++=through
his ^pp$+pp3+++=his
shoulders ^nns+nom+++=shoulders.
. ^zz++++=EXTRAWORD
" ^zz++++="Move,"
move ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
gasped ^vbd+++xvbnx+=gasped.
. ^zz++++=EXTRAWORD
The ^ati++++=The
mechanism ^nn+nom+++=mechanism
shifted ^vbd+++xvbn+=shifted
half ^abn++++=half
an ^at++++=an
inch ^nn++++=inch.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
pulled ^vbd+++xvbnx+=pulled
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Metal ^nn++++=Metal
screamed ^vbd+++xvbn+=screamed.
. ^zz++++=EXTRAWORD
A ^at++++=A
gear ^nn++++=gear
tooth ^nn++++=tooth
snapped ^vbd+++xvbn+=snapped
and ^cc+phrs+++=and
flew ^vbd+++xvbn+=flew
past ^jjb++++=past
his ^pp$+pp3+++=his
face ^nn++++=face.
. ^zz++++=EXTRAWORD
The ^ati++++=The
great ^jj+atrb+++=great
lens ^nn++++=lens
slowed ^vwbn+++xvbn+=slowed,
, ^zz++++=EXTRAWORD
stopped ^j+++xvbn+=stopped,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
began ^vbd+++xvbn+=began
to ^to++++=to
turn ^vbi++++=turn
backward ^jj++++=backward.
. ^zz++++=EXTRAWORD
North ^nr+pl+++=North.
. ^zz++++=EXTRAWORD
Through ^in++++=Through
the ^ati++++=the
glass ^nn++++=glass,
, ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
saw ^vbd+vprv++xvbn+=saw
the ^ati++++=the
islanders ^nns+nom+++=islanders
scrambling ^nn+nom+++=scrambling
down ^rp++++=down
from ^in++++=from
the ^ati++++=the
ridge ^nn++++=ridge
toward ^in++++=toward
the ^ati++++=the
quarry ^nn++++=quarry.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
carried ^vbd+++xvbn+=carried
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
schoolchildren ^nn++++=schoolchildren.
. ^zz++++=EXTRAWORD
Tomas ^np+++??+=Tomas
pushed ^vwbn+++xvbn+=pushed
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Finch ^np++++=Finch's
's ^$++++=EXTRAWORD
wheelbarrow ^nn++++=wheelbarrow
so ^rb++++=so
quickly ^rb++++=quickly
that ^cs+sub+++=that
the ^ati++++=the
old ^jj+atrb+++=old
woman ^nn++++=woman's
's ^$++++=EXTRAWORD
gray ^np++++=gray
hair ^nn++++=hair
streamed ^vbd+++xvbn+=streamed
behind ^in+pl+++=behind
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
The ^ati++++=The
wave ^nn++++=wave
struck ^vbd+++xvbn+=struck
the ^ati++++=the
southern ^jj+atrb+++=southern
cliffs ^nns++++=cliffs.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
rose ^vbd+++xvbn+=rose
over ^rp++++=over
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
the ^ati++++=the
whole ^jj+atrb+++=whole
world ^nn++++=world
became ^vbd+++xvbn+=became
water ^nn++++=water.
. ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
dragged ^vbd+++xvbn+=dragged
the ^ati++++=the
lens ^nn++++=lens
into ^in++++=into
position ^nn+nom+++=position.
. ^zz++++=EXTRAWORD
The ^ati++++=The
beam ^nn++++=beam
crossed ^vbd+++xvbn+=crossed
the ^ati++++=the
north ^nr+pl+++=north
ridge ^nn++++=ridge
and ^cc++++=and
shone ^vbd+++xvbn+=shone
out ^rp+pl+++=out
over ^in++++=over
the ^ati++++=the
old ^jj+atrb+++=old
channel ^nn++++=channel.
. ^zz++++=EXTRAWORD
Far ^rb+pl+++=Far
below ^in+strn+++=below,
, ^zz++++=EXTRAWORD
the ^ati++++=the
returning ^jj+++xvbg+=returning
sea ^npl++++=sea
caught ^vbd+++xvbn+=caught
the ^ati++++=the
light ^nn++++=light.
. ^zz++++=EXTRAWORD
A ^at++++=A
white ^jj+atrb+++=white
path ^nn++++=path
appeared ^vbd+seem++xvbn+=appeared
through ^in++++=through
the ^ati++++=the
dark ^jj+atrb+++=dark
