prompt,source,filename,ttr,wrlengh,wcount,that_del,contrac,pres,pro2,pro_do,pdem,gen_emph,pro1,it,be_state,sub_cos,prtcle,pany,gen_hdg,amplifr,wh_ques,pos_mod,o_and,wh_cl,finlprep,n,prep,adj_attr,pasttnse,pro3,perfects,rel_obj,rel_subj,rel_pipe,p_and,n_nom,tm_adv,pl_adv,advs,inf,prd_mod,sua_vb,sub_cnd,nec_mod,spl_aux,conjncts,agls_psv,by_pasv,whiz_vbn,sub_othr,vcmp,downtone,pred_adj,allmodal,allconj,allpasv,allwh,allwhrel,alladj,allpro,have,allverb,vprogrsv,that_rel,jcmp,nonf_vth,att_vth,fact_vth,lkly_vth,att_jth,fact_jth,lkly_jth,nfct_nth,att_nth,fct_nth,lkly_nth,spch_vto,mntl_vto,dsre_vto,efrt_vto,prob_vto,x1_jto,x2_jto,x3_jto,x4_jto,x5_jto,all_nto,nonfadvl,atadvl,fctadvl,lklydvl,all_vth,all_jth,all_nth,all_th,all_vto,all_jto,all_to,all_advl,act_ipv,act_tpv,mentalpv,commpv,occurpv,copulapv,aspectpv,humann,prcessn,cognitn,abstrcn,concrtn,tccncrt,quann,placen,groupn,sizej,timej,colorj,evalj,relatnj,topicj,actv,commv,mentalv,causev,occurv,existv,aspectv
llm_free,ai,4000_story_3418_llm_free.txt,36.5,4.5,3158,4.1,8.2,38.6,13.6,0.3,2.5,0.9,15.5,13.3,0.3,1.3,0.6,5.7,0.6,0.6,1.9,2.5,7,0,2.5,266.6,83.9,26,125.7,65.9,9.8,0.3,0.9,0,0.6,20.3,8.9,13.6,31,8.9,3.2,3.2,0.9,0.6,1.3,2.8,5.4,0.6,4.4,2.8,1.6,3.2,6.3,6.3,12.7,10.4,1.9,1.3,57.9,95,1.3,181.8,7,1.3,0,1.9,0,3.5,0.6,0,0,0,0,0,0,0,0.6,0.3,1.6,1.6,0.3,0,0,0,0,0,0,0.3,0.3,2.5,0.6,6,0,0,6,4.4,0,4.4,3.8,0.3,0.6,0,0,0,0,0,9.8,2.8,0.6,6.3,27.9,6.6,5.1,7.9,1.9,1.9,1.3,2.5,0,0.6,0,40.5,23.4,18.7,2.8,7,10.8,6.6
llm_free,ai,4000_story_3419_llm_free.txt,37.8,4.5,3087,4.5,2.6,40.5,13,1.3,2.6,1,14.9,20.7,0.3,1.9,0,6.5,0.6,0,1.3,6.5,10,0.6,1.6,274.4,89.4,31.4,118.2,50.5,11.3,0.3,1.3,0,1.6,19.8,6.2,11.7,25.3,6.8,1.9,1.9,1.9,1.9,2.6,4.2,6.8,0.3,6.2,3.6,1.3,4.2,3.9,10.4,19.1,13.3,1.9,1.6,63.2,78.4,2.9,178.8,5.5,1.6,0,2.3,0.3,2.6,1,0,0,0,0,0,0,0,0,0,1.9,0.6,0.6,0,0,0,0.3,0,0,0,0.3,1.9,0.3,6.2,0,0,6.2,3.2,0.3,3.6,2.6,0,0.3,0,0,0,0,0,11.7,1.9,0.6,7.8,31.7,3.2,4.5,5.5,7.1,1,0.6,2.3,0.6,0.6,0,33.7,16.8,20.4,2.3,9.4,11,8.1
llm_free,ai,4000_story_3421_llm_free.txt,36.5,4.5,3697,3.5,7.3,33,8.7,1.4,1.9,0.5,9.2,16.8,0.8,0.3,0.5,4.3,0,0,1.1,3.5,10.8,0.8,2.2,285.4,96.8,35.2,124.4,50.3,12.4,0,0.5,0.8,1.4,26.5,9.7,19.5,29.8,3,1.9,1.4,0.8,2.4,1.4,2.4,3.8,0.5,4.9,7,1.1,2.7,5.1,7.8,20.3,9.2,1.9,1.4,69.8,68.2,0.5,173.1,7.3,1.4,0,2.7,0.5,1.1,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0,0,0,0,0,0,0,0,0.3,1.4,0.8,4.3,0,0,4.3,0.8,0,0.8,2.4,0,0.8,0.3,0,0,0,0.3,9.2,2.2,1.1,6.8,28.4,5.1,5.4,18.4,1.1,1.9,3.5,5.1,0.3,1.1,0,42.2,12.7,14.1,0.8,8.1,11.6,10.8
llm_free,ai,4000_story_3424_llm_free.txt,36,4.4,3096,5.5,3.2,33.6,8.1,1,1.3,0.6,6.1,17.4,1,0.3,1.3,2.9,0.3,0.3,0.3,3.6,9.4,1.3,1,280,81.7,33.9,120.5,58.8,14.9,0,1,0,3.2,17.4,7.1,12.6,27.8,4.8,3.6,1.9,1.3,1,1.6,2.6,7.4,0,7.1,7.1,1,2.6,4.2,8.1,21.3,14.5,1.6,1,65.2,73,1,174.1,6.5,1.3,0.3,3.6,0,1.3,2.9,0,0.3,0,0,0,0,0.6,0.3,0,1,1.3,1,0,0,0,0,0,0.3,0,0,1.3,0.3,7.8,0.3,0.6,8.7,3.6,0,3.9,1.6,0,0.3,0,0,0,0,0,15.5,1.9,1,9,31.7,5.5,6.1,14.2,11,2.6,1,3.9,0,1.3,0.3,33.6,15.8,27.1,2.3,4.8,10.3,7.4
llm_free,ai,4000_story_3426_llm_free.txt,34.3,4.5,3560,7.6,3.1,41.3,18.5,0,2.5,0.6,21.1,17.4,0.6,1.4,0.3,4.2,0.3,0,0.3,5.3,7.3,0.6,2.8,259.6,87.1,36.8,119.7,53.4,15.7,0.6,0.3,0,2,27.8,8.7,14.3,31.2,5.3,3.9,2.5,2.5,0.6,2.2,2.2,3.9,0.8,5.3,5.6,1.7,2,4.5,9.8,18.8,10.1,0.8,0.8,64.3,93,2,172.2,3.9,1.1,0.3,3.7,0.8,2.8,2.8,0.3,0,0,0,0,0,0,0.6,0.6,1.4,0.3,0.3,0,0.3,0,0,0,0.3,0,0,2.5,1.7,10.1,0.3,0,10.4,3.1,0.3,3.7,4.2,0.3,0,0,0,0,0,0.3,5.9,1.7,1.4,9.6,34.3,3.4,4.2,8.4,1.1,0.8,2.5,2.8,0.3,0.3,0,34.3,21.3,21.3,1.7,6.7,12.4,5.6
llm_free,ai,4000_story_3429_llm_free.txt,34.5,4.5,3243,5.6,9.9,52.7,12.6,0.6,4.6,0.6,16,21.6,1.5,3.1,0.6,7.7,0.9,0.6,1.2,6.5,10.2,1.9,0.3,245.5,83.3,25.9,112.6,58.6,15.7,0.3,1.2,0,1.2,27.1,6.2,10.8,31.1,7.7,6.5,3.1,1.9,2.5,2.5,3.4,6.2,0.6,4.3,6.2,3.7,2.5,5.2,15.4,22.5,11.1,3.1,1.5,55.2,87.3,1.5,184.1,6.2,1.5,0,4.9,0.9,3.1,0.9,0,0,0,0,0,0,0,0.6,0.6,4.3,0.3,0.6,0,0,0,0,0,0.9,0,0.3,2.8,0,9.9,0,0,9.9,6.5,0,7.4,3.1,0,0.3,0,0,0,0,0,8.3,2.2,0.6,5.9,34.2,6.2,4.3,15.4,2.5,0,1.9,2.5,0.6,0.6,0.3,34.2,26.8,27.1,1.9,7.4,12.3,8
llm_free,ai,4000_story_3430_llm_free.txt,35.8,4.4,3507,3.4,2.3,51,8,0.6,4.3,0.6,12.3,18.8,0.6,0.3,0.6,3.7,0.9,0.3,4,4.3,10.6,1.1,1.1,269.7,88.4,42.8,113.5,57.9,9.1,0,0.9,0.9,2,24.5,7.4,18.8,33.1,6.8,2.6,2.9,0.9,2.3,1.1,2,6,0,4,3.1,0.6,2,4,9.1,16.8,10,5.1,1.7,65.6,78.1,0.6,178.8,6,0.6,0,1.4,0.6,1.7,0.6,0,0,0,0,0,0,0,0,0,0.6,0.9,0,0,0.3,0,0,0,0.3,0.3,0,1.1,2,4.3,0,0,4.3,1.4,0.3,2,3.4,0,0.3,0.3,0,0,0,0,11.1,1.4,0.9,10.3,22.8,4.6,2,23.7,2.3,2,5.7,4,0,0.6,0,38.5,19.1,14.3,2.6,6.6,11.1,8.3
llm_free,ai,4000_story_3433_llm_free.txt,34.8,4.4,3311,4.8,9.4,44.4,13.9,0.3,2.1,0.6,15.4,17.8,0,0.9,0.3,5.7,0,0.3,0.9,3.9,10.3,1.2,1.5,268.5,91.2,28.4,116.6,65.2,12.1,0,0.3,0,1.8,12.1,9.4,16,24.2,2.7,6.3,1.5,1.2,2.7,2.1,1.5,4.5,0.3,3.3,6.3,0.6,2.4,5.1,13,20.5,8.2,2.1,0.3,61.3,94.5,2.4,176.1,9.1,1.2,0,2.1,0.3,3,0.3,0,0,0,0,0,0,0,0,0.3,0.9,0.3,0,0,0,0,0,0,0,0,0.3,2.7,0,5.7,0,0,5.7,1.5,0,1.5,3,0,0.3,0,0,0,0,0.3,9.7,1.2,0.3,5.4,35.6,8.2,5.1,6,2.7,2.1,1.2,2.7,0,0.6,0,36.2,17.5,20.8,2.1,6.3,13,7.6
llm_free,ai,4000_story_3434_llm_free.txt,37,4.5,3425,3.8,7.3,35.6,8.5,0.6,4.1,0.3,13.1,24.5,0.6,0.6,0.9,3.2,0.6,0.3,1.2,3.5,10.8,0.9,1.8,274.2,93.7,32.7,117.4,49.3,14.3,0,0.6,0,1.2,21.6,8.8,16.4,29.5,5.3,3.5,1.8,2,1.2,0.9,3.5,7.3,0.3,5.8,6.1,1.2,1.8,2.9,8.2,20.7,13.4,2,0.6,62.8,70.9,1.8,172.6,7.3,1.2,0,2,0,2.6,0.9,0,0,0,0,0,0,0,1.5,0.6,0.9,0,0,0,0,0,0,0,0.3,0,0,0.6,0.9,5.5,0,0,5.5,2.9,0,3.2,1.5,0,0.6,0,0,0,0,0,6.4,0.6,0,5.3,37.1,3.8,3.5,13.7,2.9,0.9,4.4,2.6,0,0.3,0,34.2,15.2,16.6,2,7.3,11.4,6.4
llm_free,ai,4000_story_3435_llm_free.txt,36.8,4.4,3150,4.1,6.3,41.9,11.1,1,1.6,0.6,14,20.3,1.3,3.2,0.3,6,0.3,0.6,1.9,4.8,8.6,0.6,0.6,255.9,81,24.1,122.2,58.4,13,0,1.3,1,1,19.4,10.2,10.5,33.3,4.4,4.4,1.9,1.9,2.5,2.5,3.5,4.1,0.3,5.7,5.7,1.9,1.9,3.8,11.7,20.3,10.2,2.5,2.2,61.3,83.5,1,179.7,9.5,2.2,0.3,2.5,0.6,2.9,0.6,0.3,0,0,0,0,0,0,0,0,0.6,0.3,1,0,0,0,0,0,0,0.3,0,1,0.3,6.7,0.3,0,7,1.9,0,1.9,1.6,0,0.3,0,0,0,0,0,16.2,2.9,3.2,5.1,24.1,4.4,9.2,8.3,1,1.6,2.9,3.2,0,0.6,0,38.4,19,16.2,3.2,9.2,14.6,10.5
llm_free,ai,4000_story_3436_llm_free.txt,37.3,4.5,3287,3,9.7,45.9,7.6,1.2,4.6,0.3,18.6,24,0.6,0.6,0.3,5.5,0.3,0.3,2.1,5.5,9.7,0.9,1.2,262.2,75.8,42.9,125.3,47.8,11.6,0.3,0.3,0,1.2,22.2,7.6,13.4,28.3,5.2,4,4,1.5,2.4,2.4,2.1,4,0.9,5.5,4.9,0.9,2.7,5.5,11.9,17.9,10.3,3,0.6,70.9,73.9,2.1,188.3,7.3,1.5,0,2.7,0,1.5,0,0,0,0,0,0,0,0,0.6,0,1.5,0.6,0.3,0,0,0,0,0,0,0,0.3,2.1,0.6,4.3,0,0,4.3,3,0,3,3,0,0.3,0,0,0,0,0,15.2,1.5,0.6,10.3,32.6,4,7.9,15.2,0.6,0.9,1.5,3.3,0,2.4,0,33.8,20.4,16.4,2.7,11.6,10,10.3
llm_free,ai,4000_story_3438_llm_free.txt,35.8,4.5,3455,2.9,6.4,38.5,5.8,0.9,1.7,0.9,14.2,11.9,0.6,1.7,0.3,5.2,0.3,0.6,1.2,4.3,13.3,2,0.9,281.9,80.2,34.7,118.4,58.8,14.5,0,1.2,0.6,1.4,29.5,9,14.2,29.8,4.6,2.9,2,3.2,2,1.4,2.3,5.5,0.3,5.8,9,0.9,1.4,1.7,9.3,28.7,11.6,3.2,1.7,65.7,78.7,1.7,174.2,6.4,0.9,0,0.6,1.2,0.6,2.3,0,0,0,0,0,0,0,0.6,0.3,1.2,0.3,0.6,0,0,0,0,0,0.3,0,0,2,1.7,4.6,0,0,4.6,2.9,0,3.2,3.8,0,0,0.3,0,0,0,0,9.3,1.7,2.6,7.5,28.1,3.5,5.8,14.5,2.6,1.4,1.2,2.9,0.9,1.2,0.3,33.3,18.8,20.8,0.6,9,14.2,8.4
llm_free,ai,4000_story_3440_llm_free.txt,34,4.4,3887,6.9,4.1,43.2,16.2,0.8,2.3,1.8,16,20.8,0.8,1.3,0,3.6,0.3,0.8,2.6,3.3,9.5,1,2.3,249.8,82.3,29.1,129.7,64.1,13.9,0,1.3,0,2.3,14.7,7.2,13.6,31.4,8.2,3.6,3.3,1.8,0.8,1.5,4.4,3.9,0.3,4.4,7.5,2.1,3.3,5.4,7.7,22.4,8.5,3.6,1.3,59.4,96.2,2.3,187.8,7.2,1.3,0,2.1,0.5,4.9,3.1,0,0,0,0,0,0,0,0.3,0.5,1.3,0.8,0.8,0,0.5,0,0,0,0.3,0,0,2.8,0.3,10.5,0,0,10.5,3.6,0.5,4.4,3.1,0.3,0,0,0,0,0,0,7.2,4.6,1.3,4.9,27,6.9,6.7,8.7,0.8,2.1,2.1,1.5,0.3,0,0,39.1,20.6,23.4,2.6,9.3,11.3,8.5
llm_free,ai,4000_story_3441_llm_free.txt,35.8,4.4,3259,3.1,5.5,37.4,4.9,1.8,1.8,1.2,7.1,26.1,0.3,0.3,0.6,5.8,0.3,0.3,0.9,4.6,9.8,0,1.2,277.1,91.4,35,114.1,41.7,13.5,0,1.2,0,1.8,23.9,10.1,15,31.9,6.1,4,2.8,2.1,2.8,1.2,2.1,4,0.3,4,4.3,0.9,1.2,3.7,11.4,18.4,8.3,0.9,1.2,65.4,53.7,1.5,168.5,7.7,1.5,0,1.8,0.3,1.2,1.8,0,0,0,0,0,0,0,0.6,0,1.8,0.3,0.3,0,0.3,0,0,0,0,0,0,1.5,0.3,5.2,0,0,5.2,3.1,0.3,3.4,1.8,0.6,0.3,0,0,0,0,0,8.9,2.5,1.8,7.1,31,7.1,6.1,16.9,2.1,3.1,3.1,2.1,0,0.3,0,37.7,21.5,12.6,1.5,8,12.3,9.5
llm_free,ai,4000_story_3445_llm_free.txt,37.8,4.4,3447,5.8,13.3,58,20.3,0.9,4.9,2,27.9,13.6,1.2,0.9,0,6.7,0.6,0.3,2.3,4.9,9.6,0.9,1.7,255,83.3,30.2,124.7,59.5,7.5,0,0.6,0.6,0.6,21.5,10.2,14.5,33.1,7,4.9,3.2,2.6,2,1.5,5.2,4.4,0,3.8,6.1,0.6,0.3,5.2,11.9,19.7,8.1,3.2,1.2,54.3,107.6,2,193.2,7,0.6,0,2,0.3,2.9,1.2,0,0,0,0,0,0,0,0.6,0,1.2,1.5,0.3,0,0.6,0,0.3,0,0.9,0,0,1.5,2,6.4,0,0,6.4,3.5,0.9,5.2,3.5,0.3,0.6,0,0,0,0,0,8.7,2.3,2.3,4.6,36.6,3.2,11.9,8.7,2,0.3,1.2,3.8,0,0.6,0.3,45,23.5,18,2,7.8,12.5,9.9
llm_free,ai,4000_story_3449_llm_free.txt,35,4.4,3428,4.7,7.6,49,20.1,1.8,3.2,1.2,17.2,20.1,0.6,1.5,0,2.6,0.6,0.3,3.2,6.7,7.6,1.8,0.9,252,72.1,26,121.6,78.5,10.2,0,0.6,0.3,2.6,16.9,10.8,14.9,33.5,5.5,3.8,1.8,1.8,2.9,0.9,2.6,3.2,0.6,4.1,5.3,0.9,3.2,3.2,13.4,18.7,7.9,5,0.9,57.2,115.8,0.9,183.2,7.3,0.9,0,2,1.5,2,0.9,0,0.3,0,0,0,0,0,0.3,0,0.9,0.9,1.5,0,0,0,0.3,0,0,0,0,0.9,0.9,6.4,0.3,0,6.7,3.5,0.3,3.8,1.8,0.6,0.6,0,0,0,0,0,19,1.5,2.3,9,34.4,1.2,16.6,11.4,3.2,1.2,2.3,4.1,0,0.3,0,42.6,17.8,17.5,2.3,7.9,13.4,12
llm_free,ai,4000_story_3451_llm_free.txt,34.8,4.5,3257,4.9,4.3,34.4,6.4,0.6,1.8,0.3,8.3,17.8,1.2,0.6,0.3,4,0,0.3,0.9,3.1,10.7,1.5,2.5,288.3,91.5,34.1,119.4,50.4,11.4,0.3,0.9,0.3,2.1,22.1,7.7,12.6,27.6,6.4,2.8,3.4,1.5,1.2,2.8,3.4,5.5,0.9,6.1,5.8,3.1,3.7,7.4,7.1,20.9,12.6,2.5,1.5,61.4,65.1,1.5,170.1,5.5,1.8,0,4.6,0.3,3.4,0.3,0,0,0,0,0,0,0,0.3,0,0.9,0.9,0.3,0,0,0,0,0,0,0.3,0,2.8,0.9,8.6,0,0,8.6,2.5,0,2.5,4,0,0.6,0,0,0,0,0,8,1.5,2.5,7.1,41.4,6.8,6.8,17.2,2.5,1.8,0.9,2.5,0,0.9,0.6,35.6,22.4,13.8,1.5,9.8,8.9,7.1
llm_free,ai,4000_story_3453_llm_free.txt,35.8,4.5,3325,6.3,3.6,26.2,9,0,2.1,1.2,13.2,20.5,0.9,1.2,0.6,4.5,0.3,0.3,0.9,6.3,12.3,1.2,1.2,265.6,87.8,32.2,132,57.4,16.2,0.3,0.6,0.6,0.6,25,10.8,11.1,29.5,7.5,2.7,1.5,0.9,0,1.8,2.7,5.7,0.6,5.4,5.7,1.2,2.4,4.5,9,20.8,11.7,2.1,1.5,62.9,79.7,0.9,176.5,4.2,0.3,0,1.8,0.9,3.6,2.1,0,0,0,0,0,0,0,0.3,0.6,2.1,0.9,0.3,0,0,0.3,0.3,0,0.9,0,0,0.6,1.5,8.4,0,0,8.4,4.2,0.6,5.7,2.1,0,0.6,0,0,0,0,0,13.2,2.1,4.5,9.6,25.6,3,15.3,14.4,0.9,1.8,3.6,1.2,0,2.1,0.3,37.3,15,25.6,2.4,8.4,10.8,6.6
llm_free,ai,4000_story_3457_llm_free.txt,36,4.4,3013,6.3,11,48.8,14.3,1,3.3,1,15.9,21.6,1,0.3,0.7,4,1.3,0,1.3,6,9,0.7,3,242,85.6,23.9,124.8,69.4,11.9,0,1,0.7,1.7,15.3,10.6,14.3,30.5,7.6,5,2.3,1.3,1,1.3,3.3,4,0.3,5.6,8.6,1.3,2,6,11.9,20.9,10,2,1.7,50.8,99.6,2,185.9,5.3,1.3,0,4.6,0.7,2.3,1.7,0,0,0.3,0,0,0,0,0.3,0.7,1.3,0.3,0.7,0.3,0.3,0,0.3,0,0,0,0,2,1.7,9.3,0.3,0,9.6,3.3,1,4.3,3.7,0,0.7,0,0,0,0,0,8.3,4.3,0.3,7.3,30.9,2.7,8.3,7.3,0,1.7,1.3,2,0,0.3,0,36.2,17.6,20.2,1.7,5,13.3,6.6
llm_free,ai,4000_story_3459_llm_free.txt,34.5,4.4,2770,6.1,4.7,37.9,11.6,0.4,1.4,1.1,17.3,15.2,0,2.5,1.1,6.5,1.1,0.4,1.1,5.4,9.4,1.1,2.2,262.8,91,31.4,123.5,54.2,17.3,0.7,1.4,0.4,0.7,17.7,7.2,10.1,33.6,5.8,3.2,3.6,2.5,1.4,0.7,2.5,3.2,1.1,3.2,4.3,1.1,1.1,1.8,10.1,19.5,7.6,2.2,2.5,61,83,1.8,177.6,6.9,1.4,0,4.3,0,2.2,1.8,0,0,0,0,0,0,0,0.4,0.4,1.4,0.4,0.4,0,0.4,0,0,0,0.4,0,0,1.8,0.7,8.3,0,0,8.3,2.9,0.4,3.6,2.5,0,0.4,0,0,0,0,0,11.2,0.4,1.4,7.6,35.7,1.8,10.8,16.6,8.7,1.1,1.4,4.3,0.7,0.7,0.4,35,19.9,25.6,2.5,5.8,15.5,4.7
llm_free,ai,4000_story_3460_llm_free.txt,34,4.6,3094,5.2,2.3,23.9,4.8,1,3.6,1.3,8.4,21.7,0.6,1.3,0,6.1,0,1,1.6,2.6,11,1,1.6,290.6,100.2,36.2,124.8,53,12.3,0.3,0.6,0,1.9,21.7,5.8,16.2,27.1,5.5,0.6,1.9,0.3,1,0.6,3.6,5.8,0.3,6.8,7.8,1,2.6,3.2,4.2,22.3,12.9,2.6,1,66.9,66.3,0.6,172.3,7.1,2.9,0,1,1.6,2.6,1,0,0,0,0,0,0,0,0.6,0,1,0.3,0,0,0,0,0,0,0.3,0,0,1,0.3,6.1,0,0,6.1,1.9,0,2.3,1.3,0,0.6,0,0,0,0,0,8.7,1,0.3,13.3,38.8,2.9,6.5,23.9,0.3,1.3,2.9,3.2,0,0.6,0,35.2,15.8,19.7,2.6,11.6,8.7,5.8
llm_free,ai,4000_story_3462_llm_free.txt,34.5,4.5,3350,3,4.8,24.5,7.2,0.3,2.1,1.5,6.9,19.7,0.3,0.9,1.2,4.8,0.6,0.6,0.3,4.2,8.7,1.5,2.1,282.7,81.2,30.7,127.8,47.8,15.5,0.3,2.1,0,2.4,24.8,8.4,14,33.7,7.5,0.9,0.6,0.6,2.4,1.8,1.5,6,0.3,4.5,6,0.9,2.1,3.6,7.5,18.5,10.7,1.8,2.4,60.6,61.8,2.4,168.7,5.1,1.2,0,1.5,0.6,1.8,0.6,0,0,0,0,0,0,0,0,0.9,0.9,0.9,0,0,0,0,0,0,0.3,0.6,0.3,1.5,0,4.5,0,0,4.5,2.7,0,3,2.4,0.3,0.6,0,0,0,0,0,8.7,2.4,0.6,7.2,25.4,5.1,3.9,6.6,1.2,3.6,4.2,3.3,0,0.9,0,38.8,12.2,17,1.8,4.8,16.7,12.2
llm_free,ai,4000_story_3464_llm_free.txt,34.3,4.5,3014,3.6,3,38.2,6.6,1,2,0.7,8.3,18.2,0.3,0.7,0,4,0.3,0,1,3,10.3,2.3,1,288.3,94.2,36.8,109.2,49.8,16.3,0,1.3,0,2.3,20.6,9.3,18.2,27.9,2.3,3.3,2,1,1.7,2.7,3,4.6,0.3,6.6,4.6,1,2,4.3,8,18.9,11.6,3.3,1.3,67.4,64.7,0.3,160.9,8.3,0.7,0,2.3,0.3,0.7,1.7,0,0,0,0,0,0,0,0,0,1.3,1.7,0.3,0,0,0,0,0.3,0,0,0,3,0.7,5,0,0,5,3.3,0.3,3.6,3.6,0,0.3,0,0,0,0,0,11.3,1,0.7,6.6,33.2,2.3,6,23.9,0,0.7,3.6,2.7,0,0.3,0,27.5,13.9,16.3,3,10,9.3,6.3
llm_free,ai,4000_story_3469_llm_free.txt,34.5,4.4,3170,3.2,9.5,40.7,5,0.3,3.5,0.6,14.5,20.2,0.9,0,0,4.4,1.3,0,0.3,4.1,8.5,0.9,0.3,281.7,83.9,36.3,128.1,61.2,14.5,0.3,0,0,1.3,23.7,7.3,17.7,27.4,4.1,2.8,2.5,1.6,2.5,1.6,3.8,5.4,0.3,3.8,3.8,0.3,1.6,2.5,9.5,15.1,9.5,1.3,0.3,63.1,80.8,1.6,182,8.2,2.5,0,1.3,1.3,0.6,0.6,0,0,0,0,0,0,0,0,0.3,0.9,0.6,0.3,0,0,0,0,0,0.3,0,0,2.2,1.3,3.8,0,0,3.8,2.2,0,2.5,3.5,0.3,0.6,0,0,0,0,0,9.5,0.9,0.6,4.7,37.9,6,5.7,24,0.6,1.6,2.8,2.8,0,2.8,0.3,38.2,15.8,18.9,0.6,5.7,11,10.4
llm_free,ai,4000_story_3471_llm_free.txt,36.3,4.5,3035,3.6,4.3,38.6,4,1.3,5.3,1,7.2,14.5,1.6,0.7,0.3,7.6,0,0,1.6,6.3,14.2,1,2,301.8,80.7,26.7,104.8,42.5,9.6,0,1,0.3,1.3,30.6,10.9,18.8,28.3,6.3,4.6,3.6,2.6,1,1.3,2.6,6.3,0.3,5.6,4.9,2.3,2.3,3.3,11.9,23.7,12.2,2.6,1.3,61.3,53.7,1.6,163.4,6.3,1.6,0,2,0.7,2.3,2.6,0,0,0,0,0,0,0,0.7,0.3,0.7,0.3,1,0,0.3,0,0,0,0,0.3,0,0.7,1,7.6,0,0,7.6,3,0.3,3.3,2,0,0.7,0,0,0.3,0,0,6.6,2,0.7,9.6,24.7,8.9,3,16.1,1,2.3,3.3,2.3,0,1,0,32,17.8,20.8,1,5.9,11.2,9.9
llm_free,ai,4000_story_3475_llm_free.txt,34.5,4.6,3016,4.6,4.6,29.5,4.3,0,1.7,1.3,4.6,16.2,0,0.7,0,5.3,1.3,0.3,1,2.7,10.6,0.7,1.3,307,86.5,30.8,121,54.7,12.3,0,1.3,0.3,2.7,22.9,8,16.6,29.5,5,3.6,2,0.3,1,0.7,3,3.6,0,6,3.6,0.3,2.3,4.3,7.3,17.9,9.6,1.7,1.7,61.7,63.7,1.7,169.8,8,0.3,0,2,0,2.3,0,0,0.3,0,0,0,0,0,0,0,1.3,0.3,0,0,0,0,0.3,0,0.3,0,0,1,1,4.3,0.3,0,4.6,1.7,0.3,2.3,2,0,0.3,0,0,0,0,0,6.6,1.3,3,10.3,34.5,7.6,3.3,5.6,2.3,2.3,0.7,4.3,0,1.3,0,35.1,17.2,19.2,1.3,9.6,7.6,7.3
llm_free,ai,4000_story_3476_llm_free.txt,36.8,4.5,3193,5.3,7.5,39.8,13.5,1.3,3.8,1.6,8.5,14.4,0.9,1.6,0.6,5,0,0,1.6,3.4,8.5,0.9,0.6,272.2,87.4,30.7,129.3,73,12.2,0.9,1.6,0,1.9,29.8,6.3,16.6,23.8,5,1.9,3.4,1.9,1.6,1.3,2.5,4.7,0.6,4.4,6.3,0.9,2.5,4.1,6.9,20,9.7,2.5,2.5,60.1,94.9,1.6,180.7,3.8,1.3,0,3.4,0.3,2.2,0.3,0,0,0,0,0,0,0.3,0.3,0,1.6,0.3,0.3,0,0,0,0,0,0,0,0,0.6,0.6,6.3,0,0.3,6.6,2.5,0,2.5,1.3,0.3,0.6,0,0,0,0,0,13.2,3.1,1.6,8.5,27.9,7.8,4.4,21.6,2.5,1.3,2.8,2.2,0,0,0.9,39.5,19.7,21.3,0.6,6.9,11.3,7.5
llm_free,ai,4000_story_3479_llm_free.txt,36.8,4.5,3374,5,5.6,46.8,11.6,0.6,3.3,0.3,12.7,17.2,0.9,1.5,0,7.1,0.6,0.3,2.4,3.9,9.2,1.2,1.2,262.6,85.4,28.2,126.6,60.8,11.3,0,0.6,0.3,0.9,21,9.8,17.8,28.2,4.4,2.1,2.4,2.4,2.1,1.8,3.6,8,0,5,5,1.2,2.7,4.1,8,19,13,3.6,0.9,64.3,85.1,2.1,189.1,6.8,3,0,2.1,1.2,2.7,0.6,0,0,0,0,0,0,0,0.6,0.3,1.2,0.3,0.3,0,0,0,0,0,0.9,0,0,1.5,1.2,6.5,0,0,6.5,2.7,0,3.6,2.7,0.3,0.9,0,0,0,0,0,10.4,2.4,0.6,8.3,29.9,3.9,4.4,21.3,2.7,1.5,2.7,2.4,0,0.3,0,41.2,21.6,21.9,2.1,7.4,13.3,8
llm_free,ai,4000_story_3481_llm_free.txt,34.8,4.7,3330,3.9,3.6,40.8,7.2,0.6,2.7,1.2,9.6,21,0,0.6,0.3,3.3,0.3,0,1.5,2.7,9.6,1.8,1.2,303.9,87.7,47.4,110.5,40.5,11.4,0.3,0.3,0,0.9,31.8,9,13.8,24.9,5.4,2.1,2.1,2.1,2.4,1.5,2.1,7.2,0.3,2.4,3.9,0,2.1,4.2,7.2,17.1,9.9,3.3,0.6,73,57.4,1.2,163.7,5.7,1.2,0,1.8,0.3,1.8,0.6,0,0,0,0.3,0,0,0,0.3,0,0.3,1.8,0.3,0,0,0,0,0,0,0,0.3,1.2,1.5,4.5,0,0.3,4.8,2.7,0,2.7,3,0,0.3,0,0,0,0,0,8.4,3.3,1.2,7.2,39,8.1,5.1,15.6,0.9,3.9,2.1,2.1,0,1.5,0.9,28.2,13.5,16.5,3.3,10.8,6.9,6.9
