# ^zz++++=##
# ^zz++++=EXTRAWORD
Will ^md+prd+++=WILL
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Your ^pp$+pp2+++=Your
widow ^nn++++=widow's
's ^$++++=EXTRAWORD
stock ^nn++++=stock,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
benevolent ^jj+atrb+++=benevolent
friend ^nn++++=friend!
! ^zz++++=EXTRAWORD
While ^cs+sub+++=While
you ^pp2+pp2+++=you
were ^vbd+bed+aux++=were
giving ^vbg+++xvbgx+=giving
advice ^nn++++=advice,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
secured ^vbd+++xvbnx+=secured
the ^ati++++=the
bargain ^nn++++=bargain."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
glad ^jj+atrb+++=glad
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Lloyd ^np++++=Lloyd
has ^vbz+hvz+aux++=has
sold ^vprf+++xvbnx+=sold."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Glad!
glad ^jj++++=EXTRAWORD
! ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
may ^md+pos+++=may
change ^vb++++=change
your ^pp$+pp2+++=your
opinion ^nn++++=opinion
when ^wrb+who+++=when
the ^ati++++=the
shares ^nn++++=shares
reach ^vb++++=reach
one ^cd1++++=one
hundred ^cd++++=hundred
and ^cc++++=and
ten ^cd++++=ten."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
may ^md+pos+++=may
not ^xnot++not++=not
reach ^vb++++=reach
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
information ^nn+nom+++=information."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Of
of ^in++++=EXTRAWORD
what ^wdt+who+++=what
kind ^nn++++=kind?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
best ^jjt+atrb+++=best
kind ^nn++++=kind
the ^ati++++=the
kind ^nn++++=kind
that ^tht+rel+obj++=that
promises ^nns++++=promises
profit ^nn++++=profit."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Smith ^np++++=Smith
smiled ^vbd+++xvbn+=smiled.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
sincerely ^rb++++=sincerely
hope ^vb++++=hope
your ^pp$+pp2+++=your
information ^nn+nom+++=information
is ^vbz+bez+vrb++=is
trustworthy ^jj+pred+++=trustworthy."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
This ^dt+dem+++=This
calm ^nn++++=calm
answer ^nn++++=answer
irritated ^vbd+++xvbn+=irritated
Jones ^np++++=Jones,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
expected ^vprf+++xvbnx+=expected
either ^dtx++++=either
envy ^nn++++=envy
or ^cc++++=or
mortification ^nn+nom+++=mortification.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
will ^md+prd+++=will
never ^rb++++=never
prosper ^jjr++++=prosper
as ^ql++++=as
you ^pp2+pp2+++=you
ought ^md+nec+++=ought,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
allow ^vb++++=allow
feeling ^nvbg+++xvbg+=feeling
to ^to++++=to
stand ^vbi++++=stand
between ^in++++=between
you ^pp2+pp2+++=you
and ^cc++++=and
fortune ^nn++++=fortune."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
returned ^vbd+++xvbn+=returned
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Smith ^np++++=Smith,
, ^zz++++=EXTRAWORD
" ^zz++++="may
may ^md+pos+++=EXTRAWORD
sometimes ^rb++splt++=sometimes
find ^vb+vprv+++=find
that ^tht+vcmp+++=that
feeling ^vbg+nom++xvbg+=feeling
would ^md+prd+++=would
have ^vb+hv+aux++=have
stood ^vprf+++xvbnx+=stood
between ^in++++=between
you ^pp2+pp2+++=you
and ^cc++++=and
misfortune ^nn++++=misfortune."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
next ^ap++++=next
morning ^nn++++=morning
a ^at++++=a
rumour ^nn++++=rumour
passed ^vbd+++xvbn+=passed
through ^in++++=through
commercial ^jj+atrb+++=commercial
circles ^nns++++=circles
that ^tht+rel+obj++=that
the ^ati++++=the
Western ^jj+atrb+++=Western
and ^cc+phrs+++=and
Northern ^jj+atrb+++=Northern
Railroad ^nn++++=Railroad
Company ^nn++++=Company
had ^vbd+hvd+aux++=had
failed ^vprf+++xvbnx+=failed
to ^to+vcmp+++=to
provide ^vbi+vsua+++=provide
for ^in+ppvb+++=for
the ^ati++++=the
payment ^nn+nom+++=payment
of ^in++++=of
its ^pp$+it+++=its
maturing ^jj+atrb++xvbg+=maturing
bonds ^nns++++=bonds.
. ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
noon ^nn++++=noon
the ^ati++++=the
rumour ^nn++++=rumour
was ^vbd+bedz+aux++=was
confirmed ^vpsv++agls+xvbnx+=confirmed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
company ^nn++++=company
had ^vbd+hvd+aux++=had
suspended ^vprf+++xvbnx+=suspended.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
road ^nn++++=road
was ^vbd+bedz+aux++=was
burdened ^vpsv++agls+xvbnx+=burdened
with ^in++++=with
debt ^nn++++=debt,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
receipts ^nns++++=receipts
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
overstated ^vpsv++agls+xvbnx+=overstated,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
its ^pp$+it+++=its
expected ^jj+atrb++xvbn+=expected
consolidation ^nn+nom+++=consolidation
with ^in++++=with
the ^ati++++=the
Central ^jj+atrb+++=Central
line ^nn++++=line
had ^vb+hv+aux++=had
never ^rb++splt++=never
advanced ^vprf+++xvbnx+=advanced
beyond ^in++++=beyond
an ^at++++=an
interested ^jj+atrb+++=interested
director ^nn++++=director's
's ^$++++=EXTRAWORD
conversation ^nn+nom+++=conversation.
. ^zz++++=EXTRAWORD
The ^ati++++=The
shares ^nn++++=shares
fell ^vbd+++xvbn+=fell
to ^to++++=to
seventy ^cd++++=seventy.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Jones ^np++++=Jones
hurried ^vbd+++xvbn+=hurried
to ^in++++=to
Perkins ^np++++=Perkins.
. ^zz++++=EXTRAWORD
" ^zz++++="Sell
sell ^vb++++=EXTRAWORD
my ^pp$+pp1+++=my
stock ^nn++++=stock!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="At
at ^rb++++=EXTRAWORD
what ^wdt+who+++=what
price ^nn++++=price?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Any
any ^dti++++=EXTRAWORD
thing ^nn++++=thing
above ^jjb++++=above
sixty ^cd++++=sixty-five."
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
are ^vb+ber+vrb++=are
no ^at++++=no
buyers ^nns++++=buyers."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
buyers ^nns++++=buyers!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
at ^rb++++=at
present ^vb++++=present."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yesterday
yesterday ^nr+tm+++=EXTRAWORD
you ^pp2+pp2+++=you
told ^vbd+vpub++xvbn+=told
me ^pp1o+pp1+++=me
men ^nns++++=men
who ^whp+who+++=who
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
know ^vb+vprv+++=know
were ^vbd+bed+aux++=were
buying ^vbg+++xvbgx+=buying."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
were ^vbd+bed+vrb++=were."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc+cls+++=EXTRAWORD
what ^wdt+who+++=what
are ^vb+ber+aux++=are
they ^pp3a+pp3+++=they
doing ^vbg+++xvbg+=doing
to ^to++++=to-day?"
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Trying
trying ^vbg+++xvbg+=EXTRAWORD
to ^to+vcmp+++=to
sell ^vbi++++=sell."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
By ^in++++=By
three ^cd++++=three
o'clock ^rb++++=o'clock
the ^ati++++=the
stock ^nn++++=stock
stood ^vbd+++xvbn+=stood
at ^rb++++=at
forty ^cd++++=forty-eight.
- ^zz++++=EXTRAWORD
eight ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
following ^jj+atrb++xvbg+=following
morning ^nn++++=morning
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
offered ^vpsv++agls+xvbnx+=offered
at ^rb++++=at
thirty ^cd++++=thirty-five,
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
within ^in++++=within
a ^at++++=a
week ^nn++++=week
it ^pp3+it+++=it
became ^vbd+++xvbn+=became
nearly ^rb+down+++=nearly
worthless ^jj++++=worthless.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Jones ^np++++=Jones
had ^vbd+hvd+aux++=had
lost ^vprf+++xvbnx+=lost
more ^rbr++++=more
than ^in++++=than
four ^cd++++=four
thousand ^cd++++=thousand
dollars ^nns++++=dollars.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+aux++=did
not ^xnot++not++=not
rub ^vb++++=rub
his ^pp$+pp3+++=his
hands ^nns++++=hands
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
eye ^nn++++=eye-brows
- ^zz++++=EXTRAWORD
brows ^nns++++=EXTRAWORD
were ^vbd+bed+aux++=were
drawn ^vpsv++agls+xvbnx+=drawn
together ^nn+nom+++=together;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
answers ^nns+nom+++=answers
were ^vbd+bed+vrb++=were
sharp ^jj+pred+++=sharp;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
every ^at++++=every
clerk ^nn++++=clerk
in ^in++++=in
his ^pp$+pp3+++=his
establishment ^nn+nom+++=establishment
discovered ^vbd+vprv++xvbn+=discovered,
, ^zz++++=EXTRAWORD
before ^cs+sub+++=before
the ^ati++++=the
day ^nn++++=day
ended ^vbd+++xvbn+=ended,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
Western ^jj+atrb+++=Western
and ^cc+phrs+++=and
Northern ^jj+atrb+++=Northern
Railroad ^nn++++=Railroad
had ^vbd+hvd+aux++=had
suspended ^vprf+++xvbnx+=suspended.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
young ^jj+atrb+++=young
man ^nn++++=man
was ^vbd+bedz+aux++=was
reproved ^vpsv++agls+xvbnx+=reproved
for ^in++++=for
using ^xvbg+++xvbg+=using
too ^ql++++=too
much ^ap++++=much
sand ^nn++++=sand
upon ^in++++=upon
a ^at++++=a
letter ^nn++++=letter;
; ^zz++++=EXTRAWORD
another ^dt++++=another
for ^in++++=for
neglecting ^xvbg+++xvbg+=neglecting
to ^to++++=to
close ^vbi++++=close
a ^at++++=a
door ^nn++++=door;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
third ^nn++++=third,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
ventured ^vbd+++xvbn+=ventured
to ^to+vcmp+++=to
ask ^vbi++++=ask
for ^in+ppvb+++=for
an ^at++++=an
afternoon ^nn++++=afternoon
to ^to++++=to
attend ^vbi++++=attend
his ^pp$+pp3+++=his
sick ^jj+atrb+++=sick
mother ^nn++++=mother,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
told ^vpsv++agls+xvbnx+=told
that ^tht+vcmp+++=that
business ^nns+nom+++=business
could ^md+pos+++=could
not ^xnot++not++=not
be ^vb+be+aux++=be
interrupted ^vpsv++by+xvbnx+=interrupted
by ^in++++=by
every ^at++++=every
domestic ^jj+atrb+++=domestic
inconvenience ^nn+nom+++=inconvenience.
. ^zz++++=EXTRAWORD
Selfishness ^nns+nom+++=Selfishness
never ^rb++++=never
suffers ^nns+nom+++=suffers
alone ^jj++++=alone.
. ^zz++++=EXTRAWORD
Like ^in++++=Like
a ^at++++=a
poisonous ^jj+atrb+++=poisonous
vapour ^nn++++=vapour,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
spreads ^vbz++++=spreads
from ^in++++=from
the ^ati++++=the
heart ^nn++++=heart
in ^in++++=in
which ^whp+rel+pied++=which
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
generated ^vpsv++agls+xvbnx+=generated
and ^cc++++=and
clouds ^nns++++=clouds
the ^ati++++=the
atmosphere ^nn++++=atmosphere
around ^in++++=around
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Smith ^np++++=Smith
heard ^vbd+vprv++xvbn+=heard
of ^in++++=of
the ^ati++++=the
failure ^nn++++=failure,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
first ^od++++=first
thought ^vbd+++xvbn+=thought
was ^vbd+bedz+vrb++=was
of ^in++++=of
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Lloyd ^np++++=Lloyd.
. ^zz++++=EXTRAWORD
" ^zz++++="Thank
thank ^vb++++=EXTRAWORD
Heaven ^nn++++=Heaven,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
shares ^vbz++++=shares
were ^vbd+bed+aux++=were
sold ^vpsv++agls+xvbnx+=sold!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
exclaimed ^vbd+++xvbnx+=exclaimed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
went ^vbd+++xvbnx+=went
at ^rb++++=at
once ^rb"+tm+++=once
to ^to++++=to
tell ^vbi++++=tell
her ^pp$+pp3+++=her
that ^cs+sub+++=that
the ^ati++++=the
money ^nn++++=money
was ^vbd+bedz+vrb++=was
safe ^jj+pred+++=safe.
. ^zz++++=EXTRAWORD
Tears ^nns++++=Tears
filled ^vbd+++xvbn+=filled
her ^pp$+pp3+++=her
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^in++++=EXTRAWORD
for ^in"++++=for
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="our
our ^pp$+pp1+++=EXTRAWORD
little ^jj+atrb+++=little
property ^nn++++=property
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
swept ^vpsv++agls+xvbnx+=swept
away ^rp+pl+++=away."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Your
your ^pp$+pp2+++=EXTRAWORD
decision ^nn++++=decision
was ^vbd+bedz+vrb++=was
prompt ^jj+pred+++=prompt,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Smith ^np++++=Smith.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
deserve ^vb++++=deserve
very ^ql+amp+++=very
little ^ap++++=little
credit ^nn++++=credit."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know
to ^to+vcmp+++=to
whom ^whp+wpor+++=whom
the ^ati++++=the
credit ^nn++++=credit
belongs ^vbz++++=belongs,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
eldest ^jjt+atrb+++=eldest
daughter ^nn+nom+++=daughter,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
grateful ^jj+atrb+++=grateful
smile ^nn++++=smile.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sum ^nn++++=sum
obtained ^vwbn+++xvbn+=obtained
from ^in++++=from
the ^ati++++=the
shares ^nns++++=shares,
, ^zz++++=EXTRAWORD
after ^in++++=after
deducting ^vbg+++xvbg+=deducting
charges ^nns++++=charges,
, ^zz++++=EXTRAWORD
amounted ^j+++xvbn+=amounted
to ^in++++=to
a ^rb++++=a
little ^rb"++++=little
more ^rbr++++=more
than ^in++++=than
four ^cd++++=four
thousand ^cd++++=thousand
five ^cd++++=five
hundred ^cd++++=hundred
dollars ^nns++++=dollars.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Smith ^np++++=Smith
had ^vb+hv+aux++=had
already ^rb++splt++=already
heard ^vprf+++xvbnx+=heard
of ^in++++=of
a ^at++++=a
modest ^jj+atrb+++=modest
brick ^nn++++=brick
house ^nn++++=house
in ^in++++=in
a ^at++++=a
respectable ^jj+atrb+++=respectable
street ^nn++++=street.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
lower ^jjr++++=lower
front ^jjb++++=front
had ^vb+hv+aux++=had
formerly ^rb+tm+splt++=formerly
been ^vprf+ben+aux+xvbnx+=been
occupied ^vpsv++by+xvbnx+=occupied
by ^in++++=by
a ^at++++=a
milliner ^jjr++++=milliner;
; ^zz++++=EXTRAWORD
behind ^in+pl+++=behind
the ^ati++++=the
shop ^nn++++=shop
were ^vbd+bed+vrb++=were
two ^cd++++=two
comfortable ^jj+atrb+++=comfortable
rooms ^nns++++=rooms;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
chambers ^nns+nom+++=chambers
above ^jjb++++=above
would ^md+prd+++=would
afford ^vb++++=afford
sufficient ^jj+atrb+++=sufficient
accommodation ^nn+nom+++=accommodation
for ^in++++=for
the ^ati++++=the
family ^nn++++=family.
. ^zz++++=EXTRAWORD
The ^ati++++=The
owner ^nn++++=owner,
, ^zz++++=EXTRAWORD
wishing ^vbg+++xvbg+=wishing
to ^to+vcmp+++=to
remove ^vbi++++=remove
westward ^nn++++=westward,
, ^zz++++=EXTRAWORD
offered ^j+++xvbn+=offered
the ^ati++++=the
property ^nn++++=property
for ^in++++=for
four ^cd++++=four
thousand ^cd++++=thousand
dollars ^nns++++=dollars.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Smith ^np++++=Smith
examined ^vwbn+++xvbn+=examined
the ^ati++++=the
title ^nn++++=title,
, ^zz++++=EXTRAWORD
discovered ^j+++xvbn+=discovered
a ^at++++=a
small ^jj+atrb+++=small
defect ^nn++++=defect,
, ^zz++++=EXTRAWORD
required ^j+++xvbn+=required
it ^pp3+it+++=it
to ^to++++=to
be ^vbi+vbi+aux++=be
corrected ^vpsv++agls+xvbnx+=corrected,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
negotiated ^vbd+++xvbn+=negotiated
the ^ati++++=the
purchase ^nn++++=purchase
for ^in++++=for
thirty ^cd++++=thirty-eight
- ^zz++++=EXTRAWORD
eight ^cd++++=EXTRAWORD
hundred ^cd++++=hundred
dollars ^nns++++=dollars.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
also ^rb++++=also
obtained ^vbd+++xvbn+=obtained
six ^cd++++=six
months ^nns++++=months'
' ^zz++++=EXTRAWORD
credit ^nn++++=credit
for ^in++++=for
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
price ^nn++++=price,
, ^zz++++=EXTRAWORD
leaving ^vbg+++xvbg+=leaving
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Lloyd ^np++++=Lloyd
enough ^qlp++++=enough
ready ^jj+atrb+++=ready
money ^nn++++=money
to ^in++++=to
purchase ^nn++++=purchase
a ^at++++=a
careful ^jj+atrb+++=careful
assortment ^nn+nom+++=assortment
of ^in++++=of
dry ^jj+atrb+++=dry
goods ^nns++++=goods.
. ^zz++++=EXTRAWORD
During ^in++++=During
these ^dt+dem+++=these
arrangements ^nns+nom+++=arrangements,
, ^zz++++=EXTRAWORD
many ^ap++++=many
hours ^nns++++=hours
were ^vbd+bed+aux++=were
taken ^vpsv++agls+xvbnx+=taken
from ^in++++=from
his ^pp$+pp3+++=his
own ^ap++++=own
affairs ^nns++++=affairs.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
not ^xnot++not++=not
lost ^xvbn+++xvbn+=lost
hours ^nns++++=hours.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
carried ^vbd+++xvbnx+=carried
to ^in++++=to
his ^pp$+pp3+++=his
home ^nr++++=home
each ^dt++++=each
evening ^nn++++=evening
the ^ati++++=the
pleasing ^jj+atrb++xvbg+=pleasing
consciousness ^nns+nom+++=consciousness
of ^in++++=of
having ^nn+nn+aux++=having
done ^vwbn+++xvbn+=done
good ^jj++++=good;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
this ^dt+dem+++=this
consciousness ^nns+nom+++=consciousness
softened ^vbd+++xvbn+=softened
his ^pp$+pp3+++=his
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
brightened ^j+++xvbn+=brightened
his ^pp$+pp3+++=his
countenance ^nn+nom+++=countenance,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
made ^vbd+++xvbn+=made
his ^pp$+pp3+++=his
wife ^nn++++=wife
and ^cc++++=and
children ^nns++++=children
happier ^jjr++++=happier.
. ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
much ^ap++++=much
trouble ^nn++++=trouble
you ^pp2+pp2+++=you
take ^vb++++=take
for ^in++++=for
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Lloyd ^np++++=Lloyd,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
his ^pp$+pp3+++=his
wife ^nn++++=wife
one ^cd1++++=one
evening ^nn++++=evening.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
has ^vbz+hvz+vrb++=has
no ^at++++=no
one ^cd1++++=one
else ^rb+cnj+++=else
to ^to++++=to
take ^vbi++++=take
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
you ^pp2+pp2+++=you
must ^md+nec+++=must
continue ^vb++++=continue,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
warm ^jj+atrb+++=warm
reply ^nn++++=reply.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
call ^vb++++=call
upon ^in++++=upon
her ^pp$+pp3+++=her
to ^to++++=to-morrow.
- ^zz++++=EXTRAWORD
morrow ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
I ^pp1a+pp1+++=I
can ^md+pos+++=can
aid ^vb++++=aid
the ^ati++++=the
girls ^nns++++=girls
in ^in++++=in
arranging ^xvbg+++xvbg+=arranging
their ^pp$+pp3+++=their
new ^jj+atrb+++=new
home ^nr++++=home."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus
does ^vbz+doz+aux++=does
benevolence ^nn+nom+++=benevolence
propagate ^nn+nom+++=propagate
itself ^ppl++++=itself.
. ^zz++++=EXTRAWORD
A ^at++++=A
generous ^jj+atrb+++=generous
act ^nn++++=act
is ^vbz+bez+vrb++=is
rarely ^rb++++=rarely
solitary ^jj+pred+++=solitary.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
awakens ^vbz+++??+=awakens
sympathy ^nn++++=sympathy
as ^in++++=as
a ^at++++=a
lamp ^nn++++=lamp
communicates ^nns+nom+++=communicates
its ^pp$+it+++=its
flame ^nn++++=flame,
, ^zz++++=EXTRAWORD
losing ^jj+++xvbg+=losing
none ^pn++++=none
of ^in++++=of
its ^pp$+it+++=its
own ^ap++++=own
brightness ^nns+nom+++=brightness
while ^cs+sub+++=while
increasing ^jj+++xvbg+=increasing
the ^ati++++=the
light ^jj++++=light
around ^rp++++=around
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Smith ^np++++=Smith
called ^vbd+++xvbn+=called
upon ^in++++=upon
the ^ati++++=the
widow ^nn++++=widow.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
daughters ^nns+nom+++=daughters
accompanied ^vbd+++xvbn+=accompanied
her ^pp$+pp3+++=her
on ^in++++=on
a ^at++++=a
second ^od++++=second
visit ^nn++++=visit.
. ^zz++++=EXTRAWORD
Curtains ^nns++++=Curtains
were ^vbd+bed+aux++=were
altered ^vpsv++agls+xvbnx+=altered,
, ^zz++++=EXTRAWORD
shelves ^nns++++=shelves
were ^vbd+bed+aux++=were
covered ^vpsv++agls+xvbnx+=covered,
, ^zz++++=EXTRAWORD
old ^jj+atrb+++=old
furniture ^nn++++=furniture
was ^vbd+bedz+aux++=was
repaired ^vpsv++agls+xvbnx+=repaired,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
little ^jj+atrb+++=little
shop ^nn++++=shop
began ^vbd+++xvbn+=began
to ^to++++=to
assume ^vbi+vprv+++=assume
a ^at++++=a
cheerful ^jj+atrb+++=cheerful
appearance ^nn+nom+++=appearance.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
friend ^nn++++=friend
recommended ^vbd+vsua++xvbn+=recommended
a ^at++++=a
seamstress ^nns+nom+++=seamstress;
; ^zz++++=EXTRAWORD
another ^dt++++=another
promised ^jj+atrb++xvbn+=promised
custom ^nn++++=custom;
; ^zz++++=EXTRAWORD
a ^at++++=a
third ^od++++=third
sent ^vbd+++xvbn+=sent
