**the ^nn+++??+=**THE
Price ^nn++++=PRICE
. ^zz++++=EXTRAWORD
The ^ati++++=The
thing ^nn++++=thing
cannot ^md+pos+not++=cannot
be ^vb+be+aux++=be
done ^vpsv++agls+xvbnx+=done.
. ^zz++++=EXTRAWORD
Let ^jj+atrb++xvbn+=Let
Congress ^nns+nom+++=Congress
establish ^vb+vprv+tht0++=establish
salaries ^nns++++=salaries
fit ^vb++++=fit
for ^in++++=for
the ^ati++++=the
posts ^nns++++=posts.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
the ^ati++++=the
government ^nn+nom+++=government
own ^ap++++=own
proper ^jj+atrb+++=proper
embassy ^nn++++=embassy
buildings ^nns++++=buildings
in ^in++++=in
the ^ati++++=the
chief ^jjb+atrb+++=chief
capitals ^nns+nom+++=capitals.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
it ^pp3+it+++=it
pay ^vb++++=pay
the ^ati++++=the
necessary ^jj+atrb+++=necessary
expenses ^nns++++=expenses
of ^in++++=of
official ^jj+atrb+++=official
hospitality ^nn+nom+++=hospitality.
. ^zz++++=EXTRAWORD
Let ^jj+atrb++xvbn+=Let
accounts ^nns++++=accounts
be ^vb+be+aux++=be
audited ^vpsv++agls+xvbnx+=audited,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
that ^dt+pdem+++=that
produces ^vbz++++=produces
happiness ^nns+nom+++=happiness;
; ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
every ^at++++=every
oyster ^nn++++=oyster
be ^vb+be+aux++=be
numbered ^vpsv++agls+xvbnx+=numbered
and ^cc++++=and
every ^at++++=every
bottle ^nn++++=bottle
cross ^jj++++=cross-examined;
- ^zz++++=EXTRAWORD
examined ^vbd+++xvbn+=EXTRAWORD
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
let ^vb+++xvbn+=let
the ^ati++++=the
representative ^nn++++=representative
have ^vb+hv+vrb++=have
the ^ati++++=the
means ^nn++++=means
to ^to++++=to
represent ^vbi++++=represent.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
an ^at++++=an
ambassador ^nn++++=ambassador
receives ^vbz++++=receives
seventy ^cd++++=seventy-five
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
thousand ^cd++++=thousand
dollars ^nns++++=dollars
and ^cc++++=and
spends ^vbz++++=spends
fifty ^cd++++=fifty
thousand ^cd++++=thousand
in ^in++++=in
the ^ati++++=the
public ^jj+atrb+++=public
service ^nn++++=service,
, ^zz++++=EXTRAWORD
the ^ati++++=the
nation ^nn++++=nation
has ^vbz+hvz+vrb++=has
not ^xnot++not++=not
lost ^jj+++xvbn+=lost
seventy ^cd++++=seventy-five
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
thousand ^cd++++=thousand.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
has ^vbz+hvz+aux++=has
purchased ^vprf+++xvbnx+=purchased
access ^nn++++=access,
, ^zz++++=EXTRAWORD
information ^nn+nom+++=information,
, ^zz++++=EXTRAWORD
influence ^nn+nom+++=influence,
, ^zz++++=EXTRAWORD
dignity ^nn+nom+++=dignity,
, ^zz++++=EXTRAWORD
commercial ^jj+atrb+++=commercial
opportunity ^nn+nom+++=opportunity,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
ability ^nn+nom+++=ability
to ^to+ncmp+++=to
give ^vbi++++=give
dinner ^nn++++=dinner
without ^in++++=without
pawning ^xvbg+++xvbg+=pawning
the ^ati++++=the
eagle ^nn++++=eagle.
. ^zz++++=EXTRAWORD
These ^dt+pdem+++=These
are ^vb+ber+vrb++=are
not ^xnot++not++=not
sentimental ^jj+atrb+++=sentimental
luxuries ^nns++++=luxuries.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
are ^vb+ber+vrb++=are
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
machinery ^nn+nom+++=machinery
of ^in++++=of
power ^nn++++=power.
. ^zz++++=EXTRAWORD
The ^ati++++=The
farmer ^nn++++=farmer
oils ^nns++++=oils
a ^at++++=a
reaper ^nn++++=reaper.
. ^zz++++=EXTRAWORD
The ^ati++++=The
manufacturer ^nn+nom+++=manufacturer
repairs ^nns++++=repairs
an ^at++++=an
engine ^nn++++=engine.
. ^zz++++=EXTRAWORD
The ^ati++++=The
merchant ^nn+nom+++=merchant
advertises ^vbz++++=advertises.
. ^zz++++=EXTRAWORD
The ^ati++++=The
railway ^nn++++=railway
maintains ^vbz+vpub+++=maintains
stations ^nns+nom+++=stations.
. ^zz++++=EXTRAWORD
None ^pn++++=None
of ^in++++=of
them ^pp3o+pp3+++=them
calls ^nns++++=calls
it ^pp3+it+++=it
extravagance ^nn+nom+++=extravagance.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
nation ^nn++++=nation
buys ^vbz++++=buys
an ^at++++=an
ambassador ^nn++++=ambassador,
, ^zz++++=EXTRAWORD
declines ^vbz++++=declines
to ^to+vcmp+++=to
oil ^vb++++=oil
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
expresses ^nns+nom+++=expresses
surprise ^nn++++=surprise
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
squeaks ^nns++++=squeaks
in ^rb++++=in
public ^rb"++++=public.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
objection ^nn+nom+++=objection
comes ^vbz++++=comes
partly ^rb+down+++=partly
from ^in++++=from
an ^at++++=an
ancient ^nn++++=ancient
fear ^vb++++=fear
that ^tht+vcmp+++=that
proper ^jj+atrb+++=proper
compensation ^nn+nom+++=compensation
will ^md+prd+++=will
create ^vb++++=create
an ^at++++=an
aristocracy ^nn+nom+++=aristocracy.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
imagine ^vb+vprv+++=imagine
that ^tht+vcmp+++=that
if ^cs+cnd+++=if
a ^at++++=a
diplomat ^nn++++=diplomat
wears ^vbz++++=wears
a ^at++++=a
uniform ^nn++++=uniform
or ^cc++++=or
lives ^nns++++=lives
in ^in++++=in
a ^at++++=a
suitable ^jj+atrb+++=suitable
house ^nn++++=house,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
will ^md+prd+++=will
return ^vb++++=return
home ^nr++++=home
with ^in++++=with
monarchical ^jj+atrb+++=monarchical
designs ^nns++++=designs
upon ^in++++=upon
the ^ati++++=the
county ^nn++++=county
courthouse ^nn+++??+=courthouse.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
anxiety ^nn++++=anxiety
underrates ^nns+nom+++=underrates
the ^ati++++=the
county ^nn++++=county
courthouse ^nn+++??+=courthouse.
. ^zz++++=EXTRAWORD
A ^at++++=A
citizen ^nn++++=citizen
who ^whp+rel+subj++=who
has ^vbz+hvz+aux++=has
endured ^vprf+++xvbnx+=endured
three ^cd++++=three
years ^nns++++=years
of ^in++++=of
European ^jj+atrb+++=European
ceremony ^nn++++=ceremony
will ^md+prd+++=will
generally ^rb+down+++=generally
be ^vb+be+vrb++=be
glad ^jj+pred+++=glad
to ^to+jcmp+++=to
get ^vbi++++=get
home ^nr++++=home,
, ^zz++++=EXTRAWORD
take ^vb++++=take
off ^rb+phrv+++=off
his ^pp$+pp3+++=his
decorations ^nns+nom+++=decorations,
, ^zz++++=EXTRAWORD
put ^j+++xvbn+=put
his ^pp$+pp3+++=his
feet ^nns++++=feet
on ^in++++=on
the ^ati++++=the
stove ^nn++++=stove,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
discuss ^vb++++=discuss
the ^ati++++=the
tariff ^nn++++=tariff
with ^in++++=with
a ^at++++=a
man ^nn++++=man
who ^whp+rel+obj++=who
calls ^nns++++=calls
him ^pp3o+pp3+++=him
Bill ^nn++++=Bill.
. ^zz++++=EXTRAWORD
No ^at++++=No
republic ^nn++++=republic
was ^vbd+bedz+aux++=was
ever ^rb++splt++=ever
overthrown ^vpsv++by+xvbnx+=overthrown
by ^in++++=by
a ^at++++=a
dinner ^nn++++=dinner
allowance ^nn+nom+++=allowance.
. ^zz++++=EXTRAWORD
Republics ^nns++++=Republics
are ^vb+ber+aux++=are
endangered ^vpsv++by+xvbnx+=endangered
by ^in++++=by
folly ^nn++++=folly,
, ^zz++++=EXTRAWORD
corruption ^nn+nom+++=corruption,
, ^zz++++=EXTRAWORD
ignorance ^nn+nom+++=ignorance,
, ^zz++++=EXTRAWORD
injustice ^nn++++=injustice,
, ^zz++++=EXTRAWORD
vanity ^nn++++=vanity,
, ^zz++++=EXTRAWORD
cowardice ^nn++++=cowardice,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
habit ^nn++++=habit
of ^in++++=of
mistaking ^xvbg+++xvbg+=mistaking
phrases ^nns++++=phrases
for ^in++++=for
principles ^nns++++=principles.
. ^zz++++=EXTRAWORD
Republican ^nn+nom+++=Republican
Simplicity ^nn+nom+++=Simplicity
was ^vbd+bedz+vrb++=was
once ^rb+tm+++=once
a ^at++++=a
principle ^nn++++=principle.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
now ^rn+tm+++=now
often ^rb++++=often
a ^at++++=a
phrase ^nn++++=phrase
used ^md"++pmd"++=used
to ^to++++=to
save ^vb++++=save
small ^jj+atrb+++=small
sums ^nns++++=sums
in ^in++++=in
conspicuous ^jj+atrb+++=conspicuous
places ^nns++++=places
while ^cs+sub+++=while
losing ^jj+atrb++xvbg+=losing
large ^jj+atrb+++=large
sums ^nns++++=sums
where ^wrb+who+++=where
nobody ^pn++++=nobody
can ^md+pos+++=can
photograph ^vb++++=photograph
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
must ^md+nec+++=must
separate ^nn+nom+++=separate
simplicity ^nn+nom+++=simplicity
from ^in++++=from
meanness ^nns+nom+++=meanness.
. ^zz++++=EXTRAWORD
Simplicity ^nn+nom+++=Simplicity
is ^vbz+bez+vrb++=is
Washington ^np++++=Washington
refusing ^vwbg+++xvbg+=refusing
a ^at++++=a
crown ^nn++++=crown.
. ^zz++++=EXTRAWORD
Meanness ^nns+nom+++=Meanness
is ^vbz+bez+vrb++=is
Washington ^np++++=Washington
refusing ^vb+++xvbg+=refusing
to ^to+vcmp+++=to
pay ^vbi++++=pay
the ^ati++++=the
cook ^nn++++=cook.
. ^zz++++=EXTRAWORD
Simplicity ^nn+nom+++=Simplicity
is ^vbz+bez+vrb++=is
plain ^nn++++=plain
speech ^nn++++=speech,
, ^zz++++=EXTRAWORD
honest ^jj+atrb+++=honest
conduct ^nn++++=conduct,
, ^zz++++=EXTRAWORD
modest ^jj+atrb+++=modest
authority ^nn+nom+++=authority,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
public ^jj+atrb+++=public
service ^nn++++=service
without ^in++++=without
ostentation ^nn+nom+++=ostentation.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
does ^vbz+doz+aux++=does
not ^xnot++not++=not
require ^vb+vsua+++=require
the ^ati++++=the
national ^jj+atrb+++=national
representative ^nn++++=representative
to ^to++++=to
go ^vbi++++=go
cold ^jj++++=cold,
, ^zz++++=EXTRAWORD
hungry ^jj++++=hungry,
, ^zz++++=EXTRAWORD
badly ^rb++++=badly
housed ^vbd+++xvbn+=housed,
, ^zz++++=EXTRAWORD
badly ^rb++++=badly
dressed ^vbd+++xvbn+=dressed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
socially ^rb++++=socially
disabled ^jj++++=disabled
merely ^rb+down+++=merely
that ^cs+sub+++=that
a ^at++++=a
congressman ^jj+atrb+++=congressman
may ^md+pos+++=may
point ^vb++++=point
to ^in++++=to
him ^pp3o+pp3+++=him
from ^in++++=from
a ^at++++=a
comfortable ^jj+atrb+++=comfortable
hotel ^nn++++=hotel
and ^cc++++=and
praise ^nn++++=praise
the ^ati++++=the
virtues ^nns++++=virtues
of ^in++++=of
the ^ati++++=the
fathers ^nns+nom+++=fathers.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fathers ^nns+nom+++=fathers
themselves ^ppls+pp3+++=themselves
were ^vbd+bed+vrb++=were
practical ^jj+atrb+++=practical
men ^nns++++=men.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
they ^pp3a+pp3+++=they
returned ^vbd+++xvbnx+=returned
now ^rn+tm+++=now
and ^cc++++=and
saw ^vbd+vprv++xvbn+=saw
the ^ati++++=the
United ^np++++=United
States ^nns++++=States
as ^ql++++=as
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
its ^pp$+it+++=its
cities ^nns++++=cities
roaring ^vwbg+++xvbg+=roaring,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
wires ^nns++++=wires
circling ^vwbg+++xvbg+=circling
the ^ati++++=the
globe ^nn++++=globe,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
locomotives ^nns++++=locomotives
crossing ^xvbg+++xvbg+=crossing
deserts ^vbz++++=deserts,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
factories ^nns++++=factories
darkening ^vwbg+++xvbg+=darkening
noon ^nn++++=noon,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
fortunes ^nns++++=fortunes
larger ^jjr++++=larger
than ^in++++=than
old ^jj+atrb+++=old
kingdoms ^nns+nom+++=kingdoms
they ^pp3a+pp3+++=they
would ^md+prd+++=would
not ^xnot++not++=not
ask ^vb++++=ask
us ^pp1o+pp1+++=us
to ^to++++=to
pretend ^vbi+vprv+tht0++=pretend
we ^pp1a+pp1+++=we
still ^rb++++=still
keep ^vb++++=keep
the ^ati++++=the
national ^jj+atrb+++=national
treasury ^np++++=treasury
in ^in++++=in
a ^at++++=a
teapot ^nn++++=teapot.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
would ^md+prd+++=would
enlarge ^vb++++=enlarge
the ^ati++++=the
diplomatic ^jj+atrb+++=diplomatic
appropriations ^nns+nom+++=appropriations.
. ^zz++++=EXTRAWORD
At ^rb++++=At
least ^rb"++++=least
Franklin ^np++++=Franklin
would ^md+prd+++=would.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
too ^ql++++=too
much ^ap++++=much
common ^jj+atrb+++=common
sense ^nn++++=sense
to ^to++++=to
insist ^vbi+vpub+++=insist
that ^tht+vcmp+++=that
every ^at++++=every
successor ^nn++++=successor
win ^nn++++=win
France ^np++++=France
with ^in++++=with
the ^ati++++=the
same ^ap++++=same
hat ^nn++++=hat.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
so ^ql++++=so
I ^pp1a+pp1+++=I
return ^vb++++=return
to ^in++++=to
the ^ati++++=the
Peace ^nn++++=Peace
Commissioners ^nns+nom+++=Commissioners
and ^cc++++=and
their ^pp$+pp3+++=their
one ^cd1++++=one
hundred ^cd++++=hundred
thousand ^cd++++=thousand
dollars ^nns++++=dollars
apiece ^rb++++=apiece.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
welcome ^vb++++=welcome
the ^ati++++=the
precedent ^nn++++=precedent.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
salute ^vb++++=salute
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
urge ^vb+vsua+tht0++=urge
it ^pp3+it+++=it
to ^to++++=to
resist ^vbi++++=resist
assassins ^nns+++??+=assassins.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
it ^pp3+it+++=it
spread ^vbd+++xvbn+=spread
from ^in++++=from
commission ^nn++++=commission
to ^in++++=to
embassy ^nn++++=embassy,
, ^zz++++=EXTRAWORD
from ^in++++=from
embassy ^nn++++=embassy
to ^in++++=to
legation ^nn+nom+++=legation,
, ^zz++++=EXTRAWORD
from ^in++++=from
legation ^nn+nom+++=legation
to ^in++++=to
consulate ^nn+nom+++=consulate.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
our ^pp$+pp1+++=our
servants ^nns+nom+++=servants
abroad ^rb+pl+++=abroad
be ^vb+be+aux++=be
paid ^vpsv++agls+xvbnx+=paid
according ^in+cmpx+++=according
to ^in"++++=to
the ^ati++++=the
work ^nn++++=work
expected ^vwbn+vprv++xvbn+=expected
of ^in++++=of
them ^pp3o+pp3+++=them
and ^cc++++=and
the ^ati++++=the
nation ^nn++++=nation
behind ^in+pl+++=behind
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
America ^np++++=America
cease ^vb++++=cease
appearing ^vbg+seem++xvbg+=appearing
at ^in++++=at
the ^ati++++=the
banquet ^nn++++=banquet
of ^in++++=of
nations ^nns+nom+++=nations
with ^in++++=with
diamonds ^nns++++=diamonds
in ^in++++=in
her ^pp$+pp3+++=her
pockets ^nns++++=pockets
and ^cc++++=and
a ^at++++=a
paper ^nn++++=paper
collar ^nn++++=collar
around ^rp++++=around
her ^pp3o+pp3+++=her
neck ^nn++++=neck.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
make ^vb++++=make
these ^dt+dem+++=these
observations ^nns+nom+++=observations
wholly ^rb++++=wholly
in ^in++++=in
the ^ati++++=the
public ^jj+atrb+++=public
interest ^nn++++=interest.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
have ^vb+hv+vrb++=have
no ^at++++=no
personal ^jj+atrb+++=personal
application ^nn+nom+++=application.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
not ^xnot++not++=not
an ^at++++=an
applicant ^nn+nom+++=applicant
for ^in++++=for
diplomatic ^jj+atrb+++=diplomatic
employment ^nn+nom+++=employment;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
never ^rb++splt++=never
desired ^vprf+++xvbnx+=desired
an ^at++++=an
embassy ^nn++++=embassy;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would
not ^xnot++not++=not
accept ^vb+vprv+++=accept
one ^pn++++=one
except ^in++++=except
under ^in++++=under
circumstances ^nns+nom+++=circumstances
so ^rb+emph+++=so
peculiar ^jj++++=peculiar,
, ^zz++++=EXTRAWORD
honorable ^jj++++=honorable,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
financially ^rb++++=financially
adequate ^jj++++=adequate
that ^cs+sub+++=that
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
not ^xnot++not++=not
worth ^in++++=worth
mentioning ^nn++++=mentioning.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
concern ^nn++++=concern
is ^vbz+bez+vrb++=is
for ^in++++=for
the ^ati++++=the
flag ^nn++++=flag,
, ^zz++++=EXTRAWORD
for ^in++++=for
commerce ^nn++++=commerce,
, ^zz++++=EXTRAWORD
for ^in++++=for
national ^jj+atrb+++=national
dignity ^nn+nom+++=dignity,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
those ^dt+dem+++=those
unfortunate ^jj+atrb+++=unfortunate
gentlemen ^nns++++=gentlemen
who ^whp+rel+subj++=who
must ^md+nec+++=must
support ^vb++++=support
all ^abn++++=all
three ^cd++++=three
while ^cs+sub+++=while
calculating ^jj+++xvbg+=calculating
whether ^cs+who+++=whether
they ^pp3a+pp3+++=they
can ^md+pos+++=can
afford ^vb++++=afford
another ^dt++++=another
chicken ^nn++++=chicken.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
spoken ^vprf+++xvbnx+=spoken
plainly ^rb++++=plainly
because ^cs+cos+++=because
patriotism ^nn+nom+++=patriotism
that ^tht+rel+subj++=that
never ^rb++++=never
criticizes ^vbz++++=criticizes
is ^vbz+bez+vrb++=is
only ^rb+down+++=only
applause ^nn++++=applause
with ^in++++=with
a ^at++++=a
brass ^nn++++=brass
band ^nn++++=band
behind ^in+pl+++=behind
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
are ^vb+ber+vrb++=are
a ^at++++=a
great ^jj+atrb+++=great
people ^nns++++=people,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
greatness ^nns+nom+++=greatness
does ^vbz+doz+aux++=does
not ^xnot++not++=not
become ^vb++++=become
smaller ^jjr++++=smaller
when ^wrb+who+++=when
it ^pp3+it+++=it
pays ^vbz++++=pays
its ^pp$+it+++=its
bills ^nns++++=bills.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
are ^vb+ber+vrb++=are
democratic ^jj+pred+++=democratic,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
democracy ^nn+nom+++=democracy
need ^nn++++=need
not ^xnot++not++=not
wear ^vb++++=wear
an ^at++++=an
undertaker ^nn+nom+++=undertaker's
's ^$++++=EXTRAWORD
coat ^nn++++=coat
to ^to++++=to
prove ^vbi+vprv+++=prove
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
are ^vb+ber+vrb++=are
practical ^jj+pred+++=practical,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
a ^at++++=a
policy ^nn++++=policy
that ^tht+rel+obj++=that
saves ^nns++++=saves
a ^at++++=a
dinner ^nn++++=dinner
and ^cc++++=and
loses ^vbz++++=loses
a ^at++++=a
railway ^nn++++=railway
is ^vbz+bez+vrb++=is
practicality ^nn+nom+++=practicality
standing ^vwbg+++xvbg+=standing
on ^in++++=on
its ^pp$+it+++=its
head ^nn++++=head.
. ^zz++++=EXTRAWORD
Pay ^nn++++=Pay
the ^ati++++=the
men ^nns++++=men.
. ^zz++++=EXTRAWORD
House ^nn++++=House
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Dress ^nn++++=Dress
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Give ^vb++++=Give
them ^pp3o+pp3+++=them
the ^ati++++=the
tools ^nns++++=tools
of ^in++++=of
their ^pp$+pp3+++=their
trade ^nn++++=trade.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
fail ^vb++++=fail,
, ^zz++++=EXTRAWORD
recall ^vb+vprv+++=recall
them ^pp3o+pp3+++=them
with ^in++++=with
dignity ^nn+nom+++=dignity
and ^cc++++=and
appoint ^vb++++=appoint
better ^jjr+atrb+++=better
men ^nns++++=men.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
do ^vb+do+aux++=do
not ^xnot++not++=not
send ^vb++++=send
them ^pp3o+pp3+++=them
unarmed ^jj++++=unarmed
into ^in++++=into
a ^at++++=a
contest ^nn++++=contest
of ^in++++=of
influence ^nn+nom+++=influence
and ^cc++++=and
blame ^nn++++=blame
them ^pp3o+pp3+++=them
because ^cs+cos+++=because
they ^pp3a+pp3+++=they
return ^vb++++=return
carrying ^vbg+++xvbg+=carrying
nothing ^pn++++=nothing
but ^cc++++=but
the ^ati++++=the
flag ^nn++++=flag.
. ^zz++++=EXTRAWORD
**postscript ^j+++xvbn+=**POSTSCRIPT,
, ^zz++++=EXTRAWORD
May ^md+pos+++=May
18 ^cd++++=18.
. ^zz++++=EXTRAWORD
**i ^nn+++??+=**I
have ^vb+hv+aux++=have
just ^rb+emph+splt++=just
learned ^vprf+++xvbnx+=learned
from ^in++++=from
an ^at++++=an
authoritative ^jj+atrb+++=authoritative
source ^nn++++=source
an ^at++++=an
under ^in++++=under-secretary
- ^zz++++=EXTRAWORD
secretary ^npt+nom+++=EXTRAWORD
who ^whp+rel+subj++=who
heard ^vbd+vprv+tht0+xvbn+=heard
it ^pp3+it+++=it
from ^in++++=from
a ^at++++=a
chamberlain ^np++++=chamberlain
whose ^whp+rel+obj++=whose
wife ^nn++++=wife
was ^vbd+bedz+aux++=was
told ^vpsv++by+xvbnx+=told
by ^in++++=by
an ^at++++=an
American ^jj+atrb+++=American
lady ^npt++++=lady
at ^rb++++=at
luncheon ^nn++++=luncheon
that ^tht+rel+obj++=that
the ^ati++++=the
Vienna ^np++++=Vienna
appointment ^nn+nom+++=appointment
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
settled ^vpsv++agls+xvbnx+=settled.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
not ^xnot++not++=not
to ^to++++=to
have ^vbi++vrb++=have
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
information ^nn+nom+++=information
is ^vbz+bez+vrb++=is
of ^in++++=of
no ^at++++=no
consequence ^nn+nom+++=consequence.
. ^zz++++=EXTRAWORD
None ^pn++++=None
whatever ^nn+nom+++=whatever.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
mention ^nn+nom+++=mention
it ^pp3+it+++=it
merely ^rb+down+++=merely
to ^in++++=to
correct ^jj++++=correct
a ^at++++=a
rumor ^nn++++=rumor
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
not ^xnot++not++=not
heard ^vbd+vprv++xvbn+=heard
until ^cs+sub+++=until
I ^pp1a+pp1+++=I
corrected ^vbd+++xvbnx+=corrected
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
There ^rn+pl+++=There
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
some ^dti++++=some
foolish ^jj+atrb+++=foolish
talk ^nn++++=talk,
, ^zz++++=EXTRAWORD
apparently ^rb+cnj+++=apparently,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
my ^pp$+pp1+++=my
interest ^nn++++=interest
in ^in++++=in
diplomatic ^jj+atrb+++=diplomatic
salaries ^nns++++=salaries
might ^md+pos+++=might
possess ^nns+nom+++=possess
a ^at++++=a
personal ^jj+atrb+++=personal
color ^nn++++=color.
. ^zz++++=EXTRAWORD
The ^ati++++=The
suggestion ^nn+nom+++=suggestion
is ^vbz+bez+vrb++=is
grotesque ^jj+pred+++=grotesque.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
never ^rb++++=never
wanted ^vbd+++xvbn+=wanted
Vienna ^np++++=Vienna.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
always ^rb++splt++=always
regarded ^vprf+++xvbnx+=regarded
Vienna ^np++++=Vienna
as ^ql++++=as
too ^ql++++=too
musical ^jj++++=musical.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
architecture ^nn++++=architecture
is ^vbz+bez+vrb++=is
excessive ^jj+pred+++=excessive,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
cakes ^nns++++=cakes
dangerous ^jj++++=dangerous,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
its ^pp$+it+++=its
official ^jj+atrb+++=official
dinners ^nns+nom+++=dinners
occur ^vb++++=occur
at ^in++++=at
an ^at++++=an
hour ^nn++++=hour
injurious ^jj++++=injurious
to ^in++++=to
literary ^jj+atrb+++=literary
men ^nns++++=men.
. ^zz++++=EXTRAWORD
Besides ^rb++++=Besides,
, ^zz++++=EXTRAWORD
the ^ati++++=the
climate ^nn+nom+++=climate
does ^vbz+doz+aux++=does
not ^xnot++not++=not
agree ^vb+vpub+++=agree
with ^in++++=with
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
enjoyed ^vprf+++xvbnx+=enjoyed
perfect ^jj+atrb+++=perfect
health ^nn++++=health
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
but ^cs+sub+++=but
that ^cs"++++=that
proves ^vbz+vprv+tht0++=proves
