# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
September ^nr+nom+++=September
cried ^vbd+++xvbnx+=cried,
, ^zz++++=EXTRAWORD
" ^zz++++="come
come ^vprf+++xvbn+=EXTRAWORD
with ^in++++=with
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Lady ^npt++++=Lady
Ursula ^np+++??+=Ursula
drew ^vbd+++xvbn+=drew
herself ^ppl+pp3+++=herself
up ^rp++++=up.
. ^zz++++=EXTRAWORD
" ^zz++++="Insolent
insolent ^jj+atrb+++=EXTRAWORD
beggar ^nn++++=beggar!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Albert ^np++++=Albert
stepped ^vbd+++xvbn+=stepped
forward ^rb++++=forward.
. ^zz++++=EXTRAWORD
" ^zz++++="Remove
remove ^nn++++=EXTRAWORD
yourself ^ppl+pp2+++=yourself
before ^cs+sub+++=before
you ^pp2+pp2+++=you
are ^vb+ber+aux++=are
beaten ^vpsv++agls+xvbnx+=beaten
from ^in++++=from
the ^ati++++=the
gate ^nn++++=gate."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
recoiled ^vbd+++xvbnx+=recoiled.
. ^zz++++=EXTRAWORD
Whether ^cs+who+++=Whether
some ^dti++++=some
remnant ^nn+nom+++=remnant
of ^in++++=of
the ^ati++++=the
elixir ^nn+++??+=elixir's
's ^$++++=EXTRAWORD
fire ^nn++++=fire
shone ^vbd+++xvbn+=shone
in ^in++++=in
my ^pp$+pp1+++=my
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
whether ^cs+who+++=whether
courage ^nn+nom+++=courage
alone ^rb++++=alone
confounds ^nns+++??+=confounds
those ^dt+dem+++=those
accustomed ^jj+++xvbn+=accustomed
to ^in++++=to
submission ^nn++++=submission,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
say ^vb+vpub+++=say.
. ^zz++++=EXTRAWORD
" ^zz++++="Bertha,"
bertha ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
repeated ^vbd+++xvbnx+=repeated,
, ^zz++++=EXTRAWORD
" ^zz++++="yesterday
yesterday ^nr+tm+++=EXTRAWORD
I ^pp1a+pp1+++=I
wronged ^vbd+++xvbnx+=wronged
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
mad ^jj+pred+++=mad
with ^in++++=with
jealousy ^nn++++=jealousy
because ^cs+cos+++=because
I ^pp1a+pp1+++=I
loved ^vbd+++xvbnx+=loved
you ^pp2+pp2+++=you
beyond ^in++++=beyond
reason ^nn++++=reason.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
nothing ^pn++++=nothing
no ^at++++=no
land ^nn++++=land,
, ^zz++++=EXTRAWORD
no ^at++++=no
gold ^nn++++=gold,
, ^zz++++=EXTRAWORD
no ^at++++=no
name ^nn++++=name
that ^tht+rel+obj++=that
men ^nns++++=men
honour ^nn++++=honour.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
life ^nn++++=life,
, ^zz++++=EXTRAWORD
strength ^nn++++=strength,
, ^zz++++=EXTRAWORD
fidelity ^nn+nom+++=fidelity,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
heart ^nn++++=heart
that ^tht+rel+subj++=that
is ^vbz+bez+vrb++=is
wholly ^rb++++=wholly
yours ^pp$$++++=yours.
. ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come
with ^in++++=with
me ^pp1o+pp1+++=me
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
command ^nn++++=command
me ^pp1o+pp1+++=me
never ^rb++++=never
to ^to++++=to
seek ^vbi++++=seek
you ^pp2+pp2+++=you
again ^rb+tm+++=again."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
trembled ^vbd+++xvbnx+=trembled.
. ^zz++++=EXTRAWORD
Lady ^npt++++=Lady
Ursula ^np+++??+=Ursula
caught ^vbd+++xvbn+=caught
her ^pp$+pp3+++=her
wrist ^nn++++=wrist.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
will ^md+prd+++=will
enter ^vb++++=enter
the ^ati++++=the
house ^nn++++=house."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Bertha ^np+++??+=Bertha
looked ^vbd+++xvbn+=looked
at ^rb++++=at
the ^ati++++=the
iron ^nn++++=iron
door ^nn++++=door,
, ^zz++++=EXTRAWORD
the ^ati++++=the
high ^jj+atrb+++=high
windows ^nns++++=windows,
, ^zz++++=EXTRAWORD
the ^ati++++=the
stern ^jj+atrb+++=stern
faces ^nns++++=faces;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
at ^rb++++=at
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
In ^cs+sub+++=In
that ^cs"++++=that
moment ^nn++++=moment
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
childhood ^nn+nom+++=childhood,
, ^zz++++=EXTRAWORD
hope ^nn++++=hope,
, ^zz++++=EXTRAWORD
fear ^vb++++=fear,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
love ^nn++++=love
contend ^vb+vpub+++=contend
within ^in++++=within
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Love ^nn++++=Love
conquered ^vbd+++xvbn+=conquered.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
go ^vb++++=go
with ^in++++=with
Winzy ^np+++??+=Winzy,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj+atrb+++=old
lady ^nn++++=lady's
's ^$++++=EXTRAWORD
grasp ^vb+vprv+++=grasp
tightened ^vbd+++xvbn+=tightened.
. ^zz++++=EXTRAWORD
Bertha ^np+++??+=Bertha
tore ^vbd+++xvbn+=tore
herself ^ppl+pp3+++=herself
free ^jj++++=free
and ^cc++++=and
flew ^vpsv++agls+xvbn+=flew
to ^in++++=to
me ^pp1o+pp1+++=me
flew ^vbd+++xvbn+=flew
like ^in++++=like
the ^ati++++=the
dark ^jj++++=dark-haired
- ^zz++++=EXTRAWORD
haired ^jj+atrb+++=EXTRAWORD
fawn ^nn++++=fawn
of ^in++++=of
our ^pp$+pp1+++=our
early ^jj+atrb+++=early
days ^nns++++=days.
. ^zz++++=EXTRAWORD
Albert ^np++++=Albert
called ^vbd+++xvbn+=called
for ^in+ppvb+++=for
servants ^nns+nom+++=servants;
; ^zz++++=EXTRAWORD
Lady ^npt++++=Lady
Ursula ^np+++??+=Ursula
threatened ^vbd+++xvbn+=threatened
convent ^nn++++=convent,
, ^zz++++=EXTRAWORD
prison ^nn++++=prison,
, ^zz++++=EXTRAWORD
damnation ^nn+nom+++=damnation.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
heard ^vbd+vprv++xvbn+=heard
them ^pp3o+pp3+++=them
as ^ql++++=as
birds ^nns++++=birds
may ^md+pos+++=may
hear ^vb+vprv+++=hear
the ^ati++++=the
barking ^nn++++=barking
of ^in++++=of
dogs ^nns++++=dogs
far ^rb+pl+++=far
below ^rb++++=below
while ^cs+sub+++=while
they ^pp3a+pp3+++=they
cleave ^vb+++??+=cleave
the ^ati++++=the
upper ^jjb+atrb+++=upper
air ^nn++++=air.
. ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
noon ^nn++++=noon
we ^pp1a+pp1+++=we
had ^vbd+hvd+aux++=had
left ^vprf+++xvbnx+=left
the ^ati++++=the
valley ^nn++++=valley.
. ^zz++++=EXTRAWORD
Within ^in++++=Within
a ^at++++=a
month ^nn++++=month
Bertha ^np+++??+=Bertha
became ^vbd+++xvbn+=became
my ^pp$+pp1+++=my
wife ^nn++++=wife.
. ^zz++++=EXTRAWORD
Those ^dt+pdem+++=Those
who ^whp+rel+subj++=who
say ^vb+vpub+++=say
that ^tht+vcmp+++=that
happiness ^nns+nom+++=happiness
is ^vbz+bez+aux++=is
brief ^jj+pred+++=brief
speak ^vb++++=speak
truth ^nn++++=truth,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
not ^xnot++not++=not
the ^ati++++=the
whole ^jj+atrb+++=whole
truth ^nn++++=truth;
; ^zz++++=EXTRAWORD
for ^in++++=for
one ^cd1++++=one
hour ^nn++++=hour
of ^in++++=of
perfect ^jj+atrb+++=perfect
happiness ^nns+nom+++=happiness
may ^md+pos+++=may
spread ^vbd+++xvbn+=spread
its ^pp$+it+++=its
radiance ^nn+nom+++=radiance
over ^in++++=over
years ^nns++++=years,
, ^zz++++=EXTRAWORD
even ^rb++++=even
as ^ql++++=as
one ^cd1++++=one
lamp ^nn++++=lamp
illumines ^nns+++??+=illumines
a ^at++++=a
vast ^jj+atrb+++=vast
and ^cc+phrs+++=and
gloomy ^jj+atrb+++=gloomy
hall ^nn++++=hall.
. ^zz++++=EXTRAWORD
For ^in++++=For
five ^cd++++=five
years ^nns++++=years
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
poor ^jj+pred+++=poor,
, ^zz++++=EXTRAWORD
industrious ^jj++++=industrious,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
blessed ^jj+++xvbn+=blessed.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hired ^vbd+++xvbnx+=hired
a ^at++++=a
cottage ^nn+nom+++=cottage
beside ^in+pl+++=beside
a ^at++++=a
vineyard ^nn++++=vineyard;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
laboured ^vbd+++xvbnx+=laboured
among ^in++++=among
the ^ati++++=the
vines ^nns++++=vines,
, ^zz++++=EXTRAWORD
repaired ^jj+atrb++xvbn+=repaired
wheels ^nns++++=wheels,
, ^zz++++=EXTRAWORD
cut ^jj+atrb++xvbn+=cut
timber ^nn++++=timber,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
undertook ^vbd+vsua++xvbn+=undertook
whatever ^nn+nom+++=whatever
honest ^jj+atrb+++=honest
task ^nn++++=task
came ^vbd+++xvbn+=came
to ^in++++=to
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
Bertha ^np+++??+=Bertha
spun ^vbd+++xvbn+=spun,
, ^zz++++=EXTRAWORD
tended ^j+++xvbn+=tended
our ^pp$+pp1+++=our
garden ^nn++++=garden,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
made ^vbd+++xvbn+=made
our ^pp$+pp1+++=our
humble ^jj+atrb+++=humble
room ^nn++++=room
beautiful ^jj++++=beautiful
by ^in++++=by
that ^dt+dem+++=that
domestic ^jj+atrb+++=domestic
enchantment ^nn+nom+++=enchantment
which ^whp+rel+obj++=which
no ^at++++=no
alchymist ^nn+nom+++=alchymist
has ^vbz+hvz+aux++=has
ever ^rb++splt++=ever
imitated ^vprf+++xvbnx+=imitated.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
she ^pp3a+pp3+++=she
rallied ^vbd+++xvbnx+=rallied
me ^pp1o+pp1+++=me
concerning ^in++++=concerning
the ^ati++++=the
miraculous ^jj+atrb+++=miraculous
draught ^nn++++=draught.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
noble ^jj+atrb+++=noble
cure ^nn++++=cure,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
would ^md+prd+++=would
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
resting ^nvbg+++xvbg+=resting
her ^pp3o+pp3+++=her
head ^jjb++++=head
upon ^in++++=upon
my ^pp$+pp1+++=my
shoulder ^nn+nom+++=shoulder.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
delivered ^vbd+++xvbn+=delivered
you ^pp2+pp2+++=you
from ^in++++=from
love ^nn++++=love
so ^ql++++=so
completely ^rb+amp+++=completely
that ^cs+sub+++=that
you ^pp2+pp2+++=you
married ^vbd+++xvbn+=married
the ^ati++++=the
object ^nn++++=object
of ^in++++=of
your ^pp$+pp2+++=your
indifference ^nn+nom+++=indifference."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
drank ^vbd+++xvbnx+=drank
too ^ql++++=too
little ^ap++++=little."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
return ^nn++++=return
for ^in++++=for
the ^ati++++=the
remainder ^nn+nom+++=remainder."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Never!
never ^rb++++=EXTRAWORD
! ^zz++++=EXTRAWORD
A ^at++++=A
second ^od++++=second
dose ^nn++++=dose
might ^md+pos+++=might
make ^vb++++=make
me ^pp1o+pp1+++=me
hate ^vb++++=hate
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
laughed ^vbd+++xvbnx+=laughed;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
remembering ^vbg+vprv++xvbg+=remembering
the ^ati++++=the
broken ^jj+atrb++xvbn+=broken
vessel ^nn++++=vessel
and ^cc++++=and
Agrippa ^np++++=Agrippa's
's ^$++++=EXTRAWORD
despair ^vb++++=despair,
, ^zz++++=EXTRAWORD
felt ^j+++xvbn+=felt
a ^at++++=a
passing ^jj+atrb++xvbg+=passing
uneasiness ^nns+nom+++=uneasiness.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
youth ^nn++++=youth
is ^vbz+bez+vrb++=is
credulous ^jj+pred+++=credulous
toward ^in++++=toward
joy ^nn++++=joy
and ^cc++++=and
sceptical ^jj++++=sceptical
toward ^in++++=toward
danger ^nn++++=danger.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
health ^nn++++=health
was ^vbd+bedz+vrb++=was
perfect ^jj+pred+++=perfect;
; ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
strength ^nn++++=strength
seemed ^vbd+seem++xvbn+=seemed
inexhaustible ^jj++++=inexhaustible;
; ^zz++++=EXTRAWORD
these ^dt+dem+++=these
I ^pp1a+pp1+++=I
attributed ^vbd+++xvbnx+=attributed
to ^in++++=to
temperance ^nn+nom+++=temperance,
, ^zz++++=EXTRAWORD
labour ^nn++++=labour,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
contentment ^nn+nom+++=contentment.
. ^zz++++=EXTRAWORD
Five ^cd++++=Five
years ^nns++++=years
afterwards ^rb+tm+++=afterwards
a ^at++++=a
messenger ^nn+nom+++=messenger
came ^vbd+++xvbn+=came
from ^in+ppvb+++=from
Agrippa ^np+++??+=Agrippa.
. ^zz++++=EXTRAWORD
The ^ati++++=The
great ^jj+atrb+++=great
philosopher ^nn+nom+++=philosopher
lay ^vbd+++xvbn+=lay
dying ^nvbg+++xvbg+=dying
and ^cc++++=and
desired ^vb+++xvbn+=desired
to ^to+vcmp+++=to
see ^vbi+vprv+++=see
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
found ^vbd+vprv++xvbnx+=found
him ^pp3o+pp3+++=him
in ^in++++=in
the ^ati++++=the
chamber ^nn++++=chamber
of ^in++++=of
the ^ati++++=the
experiment ^nn+nom+++=experiment.
. ^zz++++=EXTRAWORD
Dust ^vb++++=Dust
covered ^vbd+++xvbn+=covered
the ^ati++++=the
instruments ^nns+nom+++=instruments;
; ^zz++++=EXTRAWORD
cobwebs ^nns++++=cobwebs
hung ^vbd+++xvbn+=hung
from ^in++++=from
the ^ati++++=the
arch ^nn++++=arch;
; ^zz++++=EXTRAWORD
the ^ati++++=the
furnace ^nn++++=furnace
was ^vbd+bedz+vrb++=was
cold ^jj+pred+++=cold.
. ^zz++++=EXTRAWORD
Agrippa ^np+++??+=Agrippa,
, ^zz++++=EXTRAWORD
once ^rb+tm+++=once
so ^ql++++=so
commanding ^nvbg+++xvbg+=commanding,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
dwindled ^vprf+++xvbnx+=dwindled
to ^in++++=to
a ^at++++=a
shadow ^nn++++=shadow
upon ^in++++=upon
his ^pp$+pp3+++=his
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
retained ^vbd+++xvbn+=retained
their ^pp$+pp3+++=their
ancient ^jj+atrb+++=ancient
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
drank ^vbd+++xvbn+=drank
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
murmured ^vbd+++xvbnx+=murmured
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
alone ^rb++++=alone.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
cure ^nn++++=cure
for ^in++++=for
love ^nn++++=love?
? ^zz++++=EXTRAWORD
Yes ^uh++++=Yes
and ^cc++++=and
a ^at++++=a
poor ^jj+atrb+++=poor
cure ^nn++++=cure
it ^pp3+it+++=it
proved ^vbd+vprv++xvbn+=proved."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Again ^rb+tm+++=Again
that ^cs+sub+++=that
strange ^jj++++=strange
smile ^vb++++=smile
touched ^vbd+++xvbn+=touched
his ^pp$+pp3+++=his
mouth ^nn++++=mouth.
. ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
you ^pp2+pp2+++=you
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I
wasted ^vbd+++xvbnx+=wasted
years ^nns++++=years
to ^to++++=to
compose ^vbi++++=compose
a ^at++++=a
remedy ^nn++++=remedy
for ^in++++=for
a ^at++++=a
boy ^nn++++=boy's
's ^$++++=EXTRAWORD
sighs ^nns++++=sighs?
? ^zz++++=EXTRAWORD
The ^ati++++=The
manuscript ^nn++++=manuscript
spoke ^vbd+++xvbn+=spoke
of ^in++++=of
another ^dt++++=another
preparation ^nn+nom+++=preparation.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
you ^pp2+pp2+++=you
stole ^vbd+++xvbn+=stole
was ^vbd+bedz+vrb++=was
the ^ati++++=the
work ^nn++++=work
of ^in++++=of
my ^pp$+pp1+++=my
life ^nn++++=life."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
work ^nn++++=work?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
raised ^vbd+++xvbnx+=raised
himself ^ppl+pp3+++=himself
with ^in++++=with
difficulty ^nn++++=difficulty.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
Elixir ^np+++??+=Elixir
of ^in++++=of
Immortality ^nn+nom+++=Immortality."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
stared ^vbd+++xvbnx+=stared,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
laughed ^vbd+++xvbn+=laughed.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
not ^xnot++not++=not
help ^vb++++=help
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
chamber ^nn++++=chamber
of ^in++++=of
death ^nn++++=death,
, ^zz++++=EXTRAWORD
the ^ati++++=the
solemn ^jj+atrb+++=solemn
alchymist ^nn+nom+++=alchymist,
, ^zz++++=EXTRAWORD
the ^ati++++=the
monstrous ^jj+atrb+++=monstrous
declaration ^nn+nom+++=declaration
all ^abn++++=all
appeared ^jj+++xvbn+=appeared
the ^ati++++=the
machinery ^nn+nom+++=machinery
of ^in++++=of
some ^dti++++=some
grim ^jj+atrb+++=grim
jest ^nn++++=jest.
. ^zz++++=EXTRAWORD
" ^zz++++="Immortality!
immortality ^nn+nom+++=EXTRAWORD
! ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
why ^wrb+who+whq++=why
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
lie ^vb++++=lie
there ^rn+pl+++=there?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Because
because ^cs+cos+++=EXTRAWORD
you ^pp2+pp2+++=you
drank ^vbd+++xvbn+=drank
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Half
half ^abn++++=EXTRAWORD
only ^rb+down+++=only.
. ^zz++++=EXTRAWORD
The ^ati++++=The
rest ^nn++++=rest
was ^vbd+bedz+aux++=was
spilled ^vpsv++agls+xvbnx+=spilled."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
fingers ^nns+nom+++=fingers
fastened ^vbd+++xvbn+=fastened
upon ^in++++=upon
mine ^nn++++=mine
with ^in++++=with
startling ^jj+atrb+++=startling
force ^nn++++=force.
. ^zz++++=EXTRAWORD
" ^zz++++="Half!
half ^abn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
your ^pp$+pp2+++=your
destiny ^nn++++=destiny
is ^vbz+bez+vrb++=is
uncertain ^jj+pred+++=uncertain.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
eternal ^jj+atrb+++=eternal
youth ^nn++++=youth
perhaps ^rb++++=perhaps
centuries ^nns++++=centuries
perhaps ^rb++++=perhaps
only ^rb+down+++=only
a ^at++++=a
life ^nn++++=life
extended ^vbd+++xvbn+=extended
beyond ^in++++=beyond
the ^ati++++=the
common ^nn++++=common
measure ^vb++++=measure.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
tell ^vb++++=tell.
. ^zz++++=EXTRAWORD
No ^at++++=No
man ^nn++++=man
can ^md+pos+++=can
tell ^vb++++=tell.
. ^zz++++=EXTRAWORD
The ^ati++++=The
experiment ^nn+nom+++=experiment
is ^vbz+bez+aux++=is
made ^vpsv++agls+xvbnx+=made
in ^in++++=in
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Master,
master ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
fever ^nn++++=fever
wanders ^nns+nom+++=wanders
in ^in++++=in
your ^pp$+pp2+++=your
brain ^nn++++=brain."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Would
would ^md+prd+++=EXTRAWORD
that ^cs+sub+++=that
it ^pp3+it+++=it
did ^vbd+dod+aux++=did!
! ^zz++++=EXTRAWORD
Look ^vb++++=Look
at ^rb++++=at
yourself ^ppl+pp2+++=yourself.
. ^zz++++=EXTRAWORD
Five ^cd++++=Five
years ^nns++++=years
have ^vb+hv+aux++=have
passed ^vprf+++xvbnx+=passed.
. ^zz++++=EXTRAWORD
Has ^vbz+hvz+vrb++=Has
one ^cd1++++=one
line ^nn++++=line
appeared ^vbd+seem++xvbn+=appeared?
? ^zz++++=EXTRAWORD
Has ^vbz+hvz+vrb++=Has
one ^cd1++++=one
hair ^nn++++=hair
altered ^vwbn+++xvbn+=altered?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
young ^jj+pred+++=young."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
will ^md+prd+++=will
say ^vb+vpub+++=say
so ^ql++++=so
when ^wrb+who+++=when
these ^dt+dem+++=these
walls ^nns++++=walls
are ^vb+ber+vrb++=are
dust ^nn++++=dust."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sank ^vbd+++xvbnx+=sank
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wished ^vbd+vprv++xvbnx+=wished
to ^to+vcmp+++=to
summon ^vbi++++=summon
an ^at++++=an
attendant ^nn+nom+++=attendant,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
detained ^vbd+++xvbnx+=detained
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
" ^zz++++="Hear
hear ^vb+vprv+++=EXTRAWORD
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
death ^nn++++=death
forgets ^vbz++++=forgets
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=do
not ^xnot++not++=not
bless ^vb++++=bless
the ^ati++++=the
gift ^nn++++=gift.
. ^zz++++=EXTRAWORD
Nature ^nn++++=Nature
permits ^vbz++++=permits
no ^at++++=no
solitary ^jj+atrb+++=solitary
triumph ^nn++++=triumph.
. ^zz++++=EXTRAWORD
The ^ati++++=The
immortal ^jj+atrb+++=immortal
man ^nn++++=man
would ^md+prd+++=would
be ^vb+be+aux++=be
severed ^vpsv++agls+xvbnx+=severed
from ^in++++=from
his ^pp$+pp3+++=his
kind ^nn++++=kind
an ^at++++=an
eagle ^nn++++=eagle
chained ^vbd+++xvbn+=chained
among ^in++++=among
insects ^nns++++=insects,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
chained ^vprf+++xvbn+=chained
still ^jj+pred+++=still.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
will ^md+prd+++=will
love ^vb++++=love;
; ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
will ^md+prd+++=will
perish ^vb++++=perish.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
will ^md+prd+++=will
build ^vb++++=build;
; ^zz++++=EXTRAWORD
time ^nn++++=time
will ^md+prd+++=will
overthrow ^vb++++=overthrow.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
will ^md+prd+++=will
remember ^nn+nom+++=remember;
; ^zz++++=EXTRAWORD
no ^at++++=no
one ^cd1++++=one
will ^md+prd+++=will
share ^vb++++=share
remembrance ^nn+nom+++=remembrance.
. ^zz++++=EXTRAWORD
Beware ^vb++++=Beware
hope ^nn++++=hope
it ^pp3+it+++=it
will ^md+prd+++=will
become ^vb++++=become
your ^pp$+pp2+++=your
cruellest ^jjt++++=cruellest
jailer ^jjr++++=jailer."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
voice ^nn++++=voice
failed ^vbd+++xvbn+=failed.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
a ^at++++=a
moment ^nn++++=moment
he ^pp3a+pp3+++=he
added ^vbd+vpub++xvbnx+=added,
