# ^zz++++=##
# ^zz++++=EXTRAWORD
Indian ^jj+atrb+++=INDIAN
Maine ^np++++=Maine
looked ^vbd+++xvbn+=looked
troubled ^vbd+++xvbn+=troubled.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
some ^dti++++=some
town ^nn++++=town
person ^nn++++=person
took ^vbd+++xvbn+=took
those ^dt+dem+++=those
branches ^nns++++=branches
" ^zz++++="
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
will ^md+prd+++=will
discover ^nn+nom+++=discover
botany ^nn++++=botany
by ^in++++=by
practical ^jj+atrb+++=practical
experiment ^nn+nom+++=experiment,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Tennessee ^np+nom+++=Tennessee.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
tell ^vb++++=tell
Miss ^npt++++=Miss
Auden ^np++++=Auden."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
say ^vb+vpub+++=say
what ^wdt+who+whcl++=what?
? ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
an ^at++++=an
unknown ^jj+atrb+++=unknown
person ^nn++++=person
stole ^vbd+++xvbn+=stole
an ^at++++=an
unknown ^jj+atrb+++=unknown
plant ^nn++++=plant
which ^whp+rel+subj++=which
may ^md+pos+++=may
possibly ^rb++++=possibly
be ^vb+be+vrb++=be
poisonous ^jj+pred+++=poisonous?
? ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
would ^md+prd+++=would
send ^vb++++=send
the ^ati++++=the
gardener ^nn+nom+++=gardener
to ^to++++=to
cut ^vbi++++=cut
every ^at++++=every
shrub ^nn++++=shrub
on ^in++++=on
the ^ati++++=the
hill ^nn++++=hill."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Maine ^np++++=Maine
went ^vbd+++xvbn+=went
to ^in++++=to
the ^ati++++=the
window ^nn++++=window.
. ^zz++++=EXTRAWORD
Below ^rb++++=Below,
, ^zz++++=EXTRAWORD
girls ^nns++++=girls
were ^vbd+bed+aux++=were
carrying ^vbg+++xvbgx+=carrying
a ^at++++=a
papier ^&fw++++=papier-m
- ^zz++++=EXTRAWORD
m ^zz++++=EXTRAWORD
ch ^nnu++++=ch
moon ^np++++=moon
across ^in+pl+++=across
the ^ati++++=the
courtyard ^nn++++=courtyard.
. ^zz++++=EXTRAWORD
Chicago ^np++++=Chicago
stood ^vbd+++xvbn+=stood
beside ^in+pl+++=beside
the ^ati++++=the
gymnasium ^nn++++=gymnasium
steps ^nns++++=steps,
, ^zz++++=EXTRAWORD
wearing ^vbg+++xvbg+=wearing
a ^at++++=a
long ^jj+atrb+++=long
cloak ^nn++++=cloak
buttoned ^vbd+++xvbn+=buttoned
closely ^rb++++=closely
to ^in++++=to
her ^pp$+pp3+++=her
throat ^nn++++=throat.
. ^zz++++=EXTRAWORD
As ^ql++++=As
Maine ^np++++=Maine
watched ^vbd+++xvbn+=watched,
, ^zz++++=EXTRAWORD
Chicago ^np++++=Chicago
glanced ^vbd+++xvbn+=glanced
up ^rp++++=up,
, ^zz++++=EXTRAWORD
saw ^j+++xvbn+=saw
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
turned ^vbd+++xvbn+=turned
quickly ^rb++++=quickly
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
" ^zz++++="Maine,"
maine ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Tennessee ^np+nom+++=Tennessee
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="did
did ^vbd+dod+aux++=EXTRAWORD
Chicago ^np++++=Chicago
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
you ^pp2+pp2+++=you
meant ^vbd+vprv++xvbn+=meant
to ^to+vcmp+++=to
wear ^vbi++++=wear?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
may ^md+pos+++=may
have ^vb+hv+aux++=have
heard ^vprf+++xvbnx+=heard
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
ask ^vb++++=ask
her ^pp$+pp3+++=her."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
Chicago ^np++++=Chicago
had ^vbd+hvd+aux++=had
disappeared ^vprf+++xvbnx+=disappeared
by ^in++++=by
the ^ati++++=the
time ^nn++++=time
Maine ^np++++=Maine
reached ^vbd+++xvbn+=reached
the ^ati++++=the
courtyard ^nn++++=courtyard.
. ^zz++++=EXTRAWORD
Inside ^jjb++++=Inside
her ^pp$+pp3+++=her
room ^nn++++=room
she ^pp3a+pp3+++=she
locked ^vbd+++xvbnx+=locked
the ^ati++++=the
door ^nn++++=door
and ^cc++++=and
flung ^vpsv++agls+xvbn+=flung
off ^in+pl+++=off
the ^ati++++=the
cloak ^nn++++=cloak.
. ^zz++++=EXTRAWORD
Upon ^in++++=Upon
the ^ati++++=the
bed ^nn++++=bed
lay ^vbd+++xvbn+=lay
the ^ati++++=the
stolen ^jj+atrb++xvbn+=stolen
branches ^nns++++=branches,
, ^zz++++=EXTRAWORD
freshened ^j+++xvbn+=freshened
in ^in++++=in
pitchers ^nns+nom+++=pitchers
of ^in++++=of
water ^nn++++=water,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
scarlet ^jj+atrb+++=scarlet
leaves ^nns++++=leaves
glowing ^vwbg+++xvbg+=glowing
against ^in++++=against
the ^ati++++=the
white ^nn++++=white
spread ^vbd+++xvbn+=spread.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
spent ^vprf+++xvbnx+=spent
half ^abn++++=half
the ^ati++++=the
night ^nn++++=night
wiring ^nn++++=wiring
them ^pp3o+pp3+++=them
into ^in++++=into
a ^at++++=a
wreath ^nn++++=wreath,
, ^zz++++=EXTRAWORD
a ^at++++=a
girdle ^nn+++??+=girdle,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
long ^rb++++=long
festoons ^nns+++??+=festoons
for ^in++++=for
her ^pp$+pp3+++=her
gown ^nn++++=gown.
. ^zz++++=EXTRAWORD
The ^ati++++=The
effect ^nn++++=effect,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
knew ^vbd+vprv++xvbnx+=knew,
, ^zz++++=EXTRAWORD
would ^md+prd+++=would
be ^vb+be+vrb++=be
magnificent ^jj+pred+++=magnificent.
. ^zz++++=EXTRAWORD
At ^rb++++=At
first ^rb"++++=first
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
intended ^vprf+++xvbnx+=intended
merely ^rb+down+++=merely
to ^to++++=to
spoil ^vbi++++=spoil
Maine ^np++++=Maine's
's ^$++++=EXTRAWORD
costume ^nn++++=costume.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
a ^at++++=a
better ^jjr+atrb+++=better
revenge ^nn++++=revenge
occurred ^vbd+++xvbn+=occurred
to ^in++++=to
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
would ^md+prd+++=would
wear ^vb++++=wear
the ^ati++++=the
leaves ^nns++++=leaves
herself ^ppl+pp3+++=herself.
. ^zz++++=EXTRAWORD
Maine ^np++++=Maine,
, ^zz++++=EXTRAWORD
appearing ^vbg+seem++xvbg+=appearing
in ^in++++=in
some ^dti++++=some
makeshift ^jj+atrb+++=makeshift
dress ^nn++++=dress,
, ^zz++++=EXTRAWORD
would ^md+prd+++=would
see ^vb+vprv+++=see
Chicago ^np++++=Chicago
sweep ^nn++++=sweep
into ^in++++=into
the ^ati++++=the
hall ^nn++++=hall
in ^in++++=in
all ^abn++++=all
the ^ati++++=the
glory ^nn++++=glory
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
planned ^vpsv++agls+xvbnx+=planned
for ^in+ppvb+++=for
October ^nr++++=October.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
chosen ^vprf+++xvbnx+=chosen
the ^ati++++=the
name ^nn++++=name
" ^zz++++="Indian
indian ^jj+atrb+++=EXTRAWORD
Summer ^nn++++=Summer."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
sounded ^vbd+++xvbn+=sounded
languorous ^jj++++=languorous
and ^cc+phrs+++=and
splendid ^jj++++=splendid.
. ^zz++++=EXTRAWORD
A ^at++++=A
faint ^jj++++=faint
red ^jj++++=red
mark ^vb++++=mark
showed ^vbd+vprv++xvbn+=showed
upon ^in++++=upon
one ^cd1++++=one
wrist ^nn++++=wrist,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Chicago ^np++++=Chicago
rubbed ^vbd+++xvbn+=rubbed
it ^pp3+it+++=it
impatiently ^rb++++=impatiently.
. ^zz++++=EXTRAWORD
" ^zz++++="Those
those ^dt+dem+++=EXTRAWORD
old ^jj+atrb+++=old
stories ^nns++++=stories
are ^vb+ber+vrb++=are
nonsense ^nn++++=nonsense,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Maine
maine ^np++++=EXTRAWORD
handled ^vbd+++xvbn+=handled
the ^ati++++=the
leaves ^nns++++=leaves."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
When ^wrb+who+++=When
a ^at++++=a
knock ^nn++++=knock
came ^vbd+++xvbn+=came,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
drew ^vbd+++xvbnx+=drew
the ^ati++++=the
cloak ^nn++++=cloak
over ^in++++=over
the ^ati++++=the
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
" ^zz++++="Who
who ^whp+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Maine."
maine ^np++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
want ^vb++++=want?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
wondered ^vbd+vprv++xvbnx+=wondered
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
had ^vbd+hvd+aux++=had
seen ^vprf+++xvbnx+=seen
anyone ^pn++++=anyone
near ^in+pl+++=near
the ^ati++++=the
scarlet ^jj+atrb+++=scarlet
bushes ^nns++++=bushes
yesterday ^nr+tm+++=yesterday."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Chicago ^np++++=Chicago's
's ^$++++=EXTRAWORD
answer ^nn++++=answer
was ^vbd+bedz+vrb++=was
so ^ql++++=so
sharp ^np++++=sharp
that ^tht+rel+obj++=that
the ^ati++++=the
little ^jj+atrb+++=little
word ^nn++++=word
might ^md+pos+++=might
have ^vb+hv+aux++=have
cut ^vprf+++xvbnx+=cut
paper ^nn++++=paper.
. ^zz++++=EXTRAWORD
" ^zz++++="Miss
miss ^npt++++=EXTRAWORD
Auden ^np++++=Auden
thinks ^vbz+vprv+tht0++=thinks
they ^pp3a+pp3+++=they
may ^md+pos+++=may
be ^vb+be+vrb++=be
poisonous ^jj+pred+++=poisonous,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Maine ^np++++=Maine
continued ^vbd+++xvbn+=continued
through ^in++++=through
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
you ^pp2+pp2+++=you
happen ^vb+++??+=happen
to ^to+vcmp+++=to
know ^vbi+vprv+++=know
who ^whp+wpr+whcl++=who
took ^vbd+++xvbn+=took
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
please ^uh++++=please
warn ^vb+vpub+++=warn
her ^pp$+pp3+++=her
not ^xnot++not++=not
to ^to++++=to
wear ^vbi++++=wear
them ^pp3o+pp3+++=them."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
said ^vbd+vpub+tht0+xvbnx+=said
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
anything ^pn++++=anything
about ^rb++++=about
them ^pp3o+pp3+++=them."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
sorry ^jj++++=sorry
to ^to+jcmp+++=to
bother ^vbi++++=bother
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Maine ^np++++=Maine's
's ^$++++=EXTRAWORD
footsteps ^nns++++=footsteps
retreated ^vwbn+++xvbn+=retreated.
. ^zz++++=EXTRAWORD
Chicago ^np++++=Chicago
stood ^vbd+++xvbn+=stood
motionless ^jj++++=motionless.
. ^zz++++=EXTRAWORD
For ^in++++=For
an ^at++++=an
instant ^nn+nom+++=instant
she ^pp3a+pp3+++=she
wished ^vbd+vprv+tht0+xvbnx+=wished
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
opened ^vprf+++xvbnx+=opened
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
remembered ^vbd+vprv++xvbnx+=remembered
the ^ati++++=the
word ^nn++++=word
*snake* ^nn+++??+=*snake*
and ^cc++++=and
the ^ati++++=the
laughter ^nn+nom+++=laughter
on ^in++++=on
the ^ati++++=the
hill ^nn++++=hill
though ^rb+cnj+++=though,
, ^zz++++=EXTRAWORD
strictly ^rb++++=strictly
speaking ^jj+++xvbg+=speaking,
, ^zz++++=EXTRAWORD
no ^at++++=no
one ^cd1++++=one
had ^vbd+hvd+aux++=had
laughed ^vprf+++xvbnx+=laughed
after ^cs+sub+++=after
Maine ^np++++=Maine
said ^vbd+vpub+tht0+xvbn+=said
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
only ^rb+down+++=only
wants ^vbz++++=wants
the ^ati++++=the
leaves ^nns++++=leaves
back ^jjb++++=back,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Chicago ^np++++=Chicago
told ^vbd+vpub+tht0+xvbn+=told
herself ^ppl+pp3+++=herself.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
thinks ^vbz+vprv+tht0++=thinks
she ^pp3a+pp3+++=she
can ^md+pos+++=can
frighten ^vb++++=frighten
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
scarlet ^jj+atrb+++=scarlet
branches ^nns++++=branches
rustled ^vbd+++xvbn+=rustled
faintly ^rb++++=faintly
on ^in++++=on
the ^ati++++=the
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
* ^zz++++=*
* ^zz++++=*
* ^zz++++=*
* ^zz++++=*
* ^zz++++=*
On ^in++++=On
Friday ^nr++++=Friday
evening ^nn++++=evening
the ^ati++++=the
assembly ^nn++++=assembly
hall ^nn++++=hall
became ^vbd+++xvbn+=became
a ^at++++=a
realm ^nn++++=realm
of ^in++++=of
happy ^jj+atrb+++=happy
absurdity ^nn+nom+++=absurdity.
. ^zz++++=EXTRAWORD
Autumn ^nn++++=Autumn
leaves ^vbz++++=leaves
veiled ^vbd+++xvbn+=veiled
the ^ati++++=the
lamps ^nns++++=lamps.
. ^zz++++=EXTRAWORD
Jack-o ^np+++??+=Jack-o'-lanterns
'-lanterns ^nns+++??+0=EXTRAWORD
grinned ^vbd+++xvbn+=grinned
from ^in++++=from
safe ^jj+atrb+++=safe
positions ^nns+nom+++=positions
upon ^in++++=upon
the ^ati++++=the
platform ^nn++++=platform.
. ^zz++++=EXTRAWORD
Apples ^nns++++=Apples
swung ^vbd+++xvbn+=swung
from ^in++++=from
strings ^nns++++=strings;
; ^zz++++=EXTRAWORD
ears ^nns++++=ears
of ^in++++=of
corn ^nn++++=corn
ornamented ^vbd+++xvbn+=ornamented
the ^ati++++=the
walls ^nns++++=walls;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
over ^in++++=over
the ^ati++++=the
piano ^nn++++=piano
hung ^vbd+++xvbn+=hung
a ^at++++=a
banner ^nn++++=banner
reading ^vwbg+++xvbg+=reading:
: ^zz++++=EXTRAWORD
**welcome ^nn+++??+=**WELCOME,
, ^zz++++=EXTRAWORD
Founders ^nns+nom+++=FOUNDERS,
, ^zz++++=EXTRAWORD
Frosts ^nns++++=FROSTS,
, ^zz++++=EXTRAWORD
And ^cc+cls+++=AND
Football ^nn++++=FOOTBALL
Heroes!** ^np+++??+=HEROES!**
Mademoiselle ^np+++??+=Mademoiselle
had ^vbd+hvd+aux++=had
caused ^vprf+++xvbnx+=caused
" ^zz++++="AND
and ^cc++++=EXTRAWORD
Scarecrows ^np+++??+=SCARECROWS"
" ^zz++++=EXTRAWORD
to ^to++++=to
be ^vbi+vbi+aux++=be
crossed ^vpsv++agls+xvbnx+=crossed
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
The ^ati++++=The
costumes ^nns++++=costumes
surpassed ^vwbn+++xvbn+=surpassed
all ^rb++++=all
expectation ^nn+nom+++=expectation.
. ^zz++++=EXTRAWORD
Massachusetts ^np+++??+=Massachusetts
appeared ^vbd+seem++xvbn+=appeared
as ^ql++++=as
Thanksgiving ^np+++??+=Thanksgiving
Dinner ^nn++++=Dinner
in ^in++++=in
a ^at++++=a
brown ^np++++=brown
turkey ^nn++++=turkey-tail,
- ^zz++++=EXTRAWORD
tail ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
a ^at++++=a
necklace ^nn++++=necklace
of ^in++++=of
cranberries ^nns++++=cranberries,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
pasteboard ^nn+++??+=pasteboard
platter ^nn++++=platter
around ^rp++++=around
her ^pp3o+pp3+++=her
waist ^nn++++=waist.
. ^zz++++=EXTRAWORD
Tennessee ^np+nom+++=Tennessee,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
First ^rb++++=First
Day ^nn++++=Day
of ^in++++=of
School ^nn++++=School,
, ^zz++++=EXTRAWORD
wore ^jj+atrb++xvbn+=wore
black ^jj+atrb+++=black
robes ^nns++++=robes
and ^cc++++=and
carried ^vbd+++xvbn+=carried
an ^at++++=an
alarm ^nn++++=alarm
clock ^nn++++=clock,
, ^zz++++=EXTRAWORD
a ^at++++=a
pile ^nn++++=pile
of ^in++++=of
examination ^nn+nom+++=examination
papers ^nns++++=papers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
birch ^nn++++=birch
rod ^np++++=rod
borrowed ^vbd+++xvbn+=borrowed
from ^in++++=from
the ^ati++++=the
primary ^jj+atrb+++=primary
classroom ^nn++++=classroom.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
not ^xnot++not++=not
autumn ^nn++++=autumn,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Massachusetts ^np+++??+=Massachusetts
objected ^vbd+vpub++xvbn+=objected.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
return ^vb++++=return
with ^in++++=with
every ^at++++=every
autumn ^nn++++=autumn,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Tennessee ^np+nom+++=Tennessee
replied ^vbd+vpub++xvbn+=replied.
. ^zz++++=EXTRAWORD
" ^zz++++="Nothing
nothing ^pn++++=EXTRAWORD
is ^vbz+bez+vrb++=is
more ^rbr++++=more
inevitable ^jj+pred+++=inevitable
except ^in++++=except
your ^pp$+pp2+++=your
appetite ^nn++++=appetite."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Georgia ^np+++??+=Georgia
came ^vbd+++xvbn+=came
as ^ql++++=as
Purple ^jj+atrb+++=Purple
Grapes ^nns++++=Grapes,
, ^zz++++=EXTRAWORD
Vermont ^np+++??+=Vermont
as ^in++++=as
a ^at++++=a
Red ^jj+atrb+++=Red
Apple ^nn++++=Apple,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Kansas ^np++++=Kansas,
, ^zz++++=EXTRAWORD
deprived ^j+++xvbn+=deprived
of ^in++++=of
access ^nn++++=access
to ^in++++=to
the ^ati++++=the
piano ^nn++++=piano,
, ^zz++++=EXTRAWORD
rustled ^j+++xvbn+=rustled
contentedly ^rb++++=contentedly
as ^in++++=as
a ^at++++=a
scarecrow ^nn+++??+=scarecrow
by ^in++++=by
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Maine ^np++++=Maine
entered ^vbd+++xvbn+=entered.
. ^zz++++=EXTRAWORD
The ^ati++++=The
goldenrod ^nn+++??+=goldenrod
had ^vbd+hvd+aux++=had
kept ^vprf+++xvbnx+=kept
its ^pp$+it+++=its
color ^nn++++=color;
; ^zz++++=EXTRAWORD
the ^ati++++=the
oak ^nn++++=oak
leaves ^nns++++=leaves
made ^vbd+++xvbn+=made
a ^at++++=a
quaint ^jj+atrb+++=quaint,
, ^zz++++=EXTRAWORD
pointed ^jj+atrb++xvbn+=pointed
border ^nn++++=border;
; ^zz++++=EXTRAWORD
bittersweet ^nn+++??+=bittersweet
berries ^nns++++=berries
glowed ^vbd+++xvbn+=glowed
in ^in++++=in
her ^pp$+pp3+++=her
brown ^jj+atrb+++=brown
hair ^nn++++=hair.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
nothing ^pn++++=nothing
brilliant ^jj++++=brilliant
about ^in++++=about
the ^ati++++=the
dress ^nn++++=dress,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
possessed ^vbd+++xvbn+=possessed
the ^ati++++=the
mellow ^jj+atrb+++=mellow
charm ^nn++++=charm
of ^in++++=of
late ^jj+atrb+++=late
fields ^nns++++=fields
and ^cc++++=and
warm ^jj++++=warm,
, ^zz++++=EXTRAWORD
quiet ^nn++++=quiet
woods ^nns++++=woods.
. ^zz++++=EXTRAWORD
The ^ati++++=The
girls ^nns++++=girls
applauded ^vwbn+++xvbn+=applauded.
. ^zz++++=EXTRAWORD
" ^zz++++="Miss
miss ^npt++++=EXTRAWORD
October ^np++++=October!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Massachusetts ^np+++??+=Massachusetts.
. ^zz++++=EXTRAWORD
" ^zz++++="Come
come ^vprf+++xvbn+=EXTRAWORD
and ^cc+phrs+++=and
embrace ^vb++++=embrace
the ^ati++++=the
turkey ^nn++++=turkey."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
will ^md+prd+++=will
crush ^vb++++=crush
your ^pp$+pp2+++=your
platter ^nn++++=platter."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
platter ^nn++++=platter
is ^vbz+bez+vrb++=is
symbolic ^jj+pred+++=symbolic.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
can ^md+pos+++=can
endure ^vb++++=endure
affection ^nn+nom+++=affection."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Maine ^np++++=Maine
laughed ^vbd+++xvbn+=laughed,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
strayed ^vbd+++xvbn+=strayed
toward ^in++++=toward
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
Chicago ^np++++=Chicago
had ^vb+hv+aux++=had
not ^xnot++not++=not
yet ^rb++++=yet
appeared ^vbd+seem++xvbn+=appeared.
. ^zz++++=EXTRAWORD
The ^ati++++=The
orchestra ^nn++++=orchestra
Mademoiselle ^np+++??+=Mademoiselle
at ^in++++=at
the ^ati++++=the
piano ^nn++++=piano
and ^cc++++=and
two ^cd++++=two
juniors ^nns++++=juniors
with ^in++++=with
violins ^nns++++=violins
began ^vbd+++xvbn+=began
a ^at++++=a
march ^nn++++=march.
. ^zz++++=EXTRAWORD
Couples ^nns++++=Couples
formed ^vbd+++xvbn+=formed
amid ^in++++=amid
jokes ^nns++++=jokes
and ^cc++++=and
protests ^nns++++=protests.
. ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
as ^ql++++=as
Miss ^npt++++=Miss
Auden ^np++++=Auden
raised ^vbd+++xvbn+=raised
her ^pp3o+pp3+++=her
hand ^nn++++=hand
for ^in++++=for
silence ^nn+nom+++=silence,
, ^zz++++=EXTRAWORD
the ^ati++++=the
hall ^nn++++=hall
door ^nn++++=door
opened ^vbd+++xvbn+=opened.
. ^zz++++=EXTRAWORD
Chicago ^np++++=Chicago
stood ^vbd+++xvbn+=stood
upon ^in++++=upon
the ^ati++++=the
threshold ^nn++++=threshold.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^rb++++=a
little ^rb"++++=little
gasp ^nn++++=gasp.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
gown ^nn++++=gown
was ^vbd+bedz+vrb++=was
of ^in++++=of
flame ^nn++++=flame-colored
- ^zz++++=EXTRAWORD
colored ^jj+++xvbn+=EXTRAWORD
tarlatan ^jj++++=tarlatan,
, ^zz++++=EXTRAWORD
cut ^j+++xvbn+=cut
low ^jj++++=low
over ^in++++=over
a ^at++++=a
white ^jj+atrb+++=white
blouse ^nn++++=blouse,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
from ^in++++=from
shoulder ^nn+nom+++=shoulder
to ^in++++=to
hem ^nn++++=hem
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
covered ^vpsv++agls+xvbnx+=covered
with ^in++++=with
scarlet ^jj+atrb+++=scarlet
leaves ^nns++++=leaves.
. ^zz++++=EXTRAWORD
Leaves ^vbz++++=Leaves
made ^vbd+++xvbn+=made
a ^at++++=a
deep ^jj+atrb+++=deep
collar ^nn++++=collar
about ^rb++++=about
her ^pp3o+pp3+++=her
neck ^nn++++=neck,
, ^zz++++=EXTRAWORD
leaves ^vbz++++=leaves
crowned ^vbd+++xvbn+=crowned
her ^pp$+pp3+++=her
dark ^jj+atrb+++=dark
hair ^nn++++=hair,
, ^zz++++=EXTRAWORD
leaves ^vbz++++=leaves
trailed ^vbd+++xvbn+=trailed
from ^in++++=from
her ^pp$+pp3+++=her
arms ^nns++++=arms
in ^in++++=in
long ^jj+atrb+++=long,
, ^zz++++=EXTRAWORD
glowing ^jj+atrb++xvbg+=glowing
