Among ^in++++=Among
St ^npt++++=St.
. ^zz++++=EXTRAWORD
Stephen ^np++++=Stephen
was ^vbd+bedz+aux++=was
placed ^vpsv++agls+xvbnx+=placed
upon ^in++++=upon
his ^pp$+pp3+++=his
head ^nn++++=head,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
attendants ^nns+nom+++=attendants
were ^vbd+bed+aux++=were
obliged ^jj++agls+xvbnx+=obliged
to ^to+jcmp+++=to
support ^vbi++++=support
its ^pp$+it+++=its
weight ^nn++++=weight.
. ^zz++++=EXTRAWORD
The ^ati++++=The
gold ^nn++++=gold
diadem ^nn+++??+=diadem
which ^whp+rel+subj++=which
grown ^xvbn+++xvbn+=grown
men ^nns++++=men
coveted ^jj++++=coveted
was ^vbd+bedz+vrb++=was
too ^ql++++=too
large ^jj++++=large
and ^cc+phrs+++=and
heavy ^jj++++=heavy
for ^in++++=for
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
yet ^rb++++=yet
in ^in++++=in
the ^ati++++=the
eyes ^nns++++=eyes
of ^in++++=of
his ^pp$+pp3+++=his
party ^nn++++=party
the ^ati++++=the
act ^nn++++=act
transformed ^vwbn+++xvbn+=transformed
his ^pp$+pp3+++=his
claim ^nn++++=claim.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
no ^at++++=no
longer ^rbr++++=longer
merely ^rb+down+++=merely
Albert ^np++++=Albert's
's ^$++++=EXTRAWORD
posthumous ^jj+atrb+++=posthumous
son ^nn++++=son.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
anointed ^vpsv++agls+xvbnx+=anointed
at ^rb++++=at
the ^ati++++=the
proper ^jj+atrb+++=proper
place ^nn++++=place,
, ^zz++++=EXTRAWORD
by ^in++++=by
the ^ati++++=the
proper ^jj+atrb+++=proper
authority ^nn+nom+++=authority,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
one ^cd1++++=one
true ^jj+atrb+++=true
crown ^nn++++=crown.
. ^zz++++=EXTRAWORD
Bells ^nns++++=Bells
rang ^vbd+++xvbn+=rang,
, ^zz++++=EXTRAWORD
voices ^nns++++=voices
shouted ^vbd+vpub++xvbn+=shouted
for ^in++++=for
King ^nn++++=King
Ladislas ^np+++??+=Ladislas,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
infant ^nn++++=infant
continued ^vbd+++xvbn+=continued
his ^pp$+pp3+++=his
lamentation ^nn+nom+++=lamentation
as ^cs+sub+++=as
if ^cs+cnd+++=if
giving ^vbg+++xvbg+=giving
the ^ati++++=the
only ^rb+down+++=only
candid ^jj+atrb+++=candid
judgment ^nn+nom+++=judgment
upon ^in++++=upon
the ^ati++++=the
burdens ^nns++++=burdens
of ^in++++=of
monarchy ^nn++++=monarchy.
. ^zz++++=EXTRAWORD
The ^ati++++=The
ceremony ^nn++++=ceremony
did ^vbd+dod+aux++=did
not ^xnot++not++=not
end ^vb++++=end
the ^ati++++=the
struggle ^nn++++=struggle.
. ^zz++++=EXTRAWORD
A ^at++++=A
crown ^nn++++=crown
can ^md+pos+++=can
bestow ^vb++++=bestow
legitimacy ^nn+nom+++=legitimacy
upon ^in++++=upon
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
believe ^vb+vprv+++=believe
in ^in++++=in
its ^pp$+it+++=its
authority ^nn+nom+++=authority,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
cannot ^md+pos+not++=cannot
compel ^vb++++=compel
obedience ^nn+nom+++=obedience
from ^in++++=from
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
have ^vb+hv+aux++=have
already ^rb++splt++=already
chosen ^vprf+++xvbnx+=chosen
another ^ppls++++=another
king ^npt++++=king.
. ^zz++++=EXTRAWORD
Wladislas ^np+++??+=Wladislas
entered ^vbd+++xvbn+=entered
Hungary ^np+nom+++=Hungary
and ^cc++++=and
was ^vbd+bedz+aux++=was
himself ^ppl+pp3+++=himself
crowned ^vbd+++xvbn+=crowned
with ^in++++=with
another ^dt++++=another
object ^nn++++=object
in ^in++++=in
the ^ati++++=the
absence ^nn+nom+++=absence
of ^in++++=of
the ^ati++++=the
sacred ^jj+atrb+++=sacred
diadem ^nn+++??+=diadem;
; ^zz++++=EXTRAWORD
civil ^jj+atrb+++=civil
war ^nn++++=war
and ^cc++++=and
divided ^jj+atrb++xvbn+=divided
allegiance ^nn+nom+++=allegiance
followed ^vbd+vprv++xvbn+=followed.
. ^zz++++=EXTRAWORD
Elizabeth ^np++++=Elizabeth,
, ^zz++++=EXTRAWORD
fearing ^vbg+vprv++xvbg+=fearing
for ^in++++=for
her ^pp$+pp3+++=her
son ^nn++++=son,
, ^zz++++=EXTRAWORD
carried ^j+++xvbn+=carried
him ^pp3o+pp3+++=him
into ^in++++=into
Austria ^np++++=Austria,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
stronger ^jjr+atrb+++=stronger
hands ^nns++++=hands
might ^md+pos+++=might
protect ^vb++++=protect
what ^wdt+who+++=what
Helen ^np++++=Helen's
's ^$++++=EXTRAWORD
courage ^nn+nom+++=courage
had ^vbd+hvd+aux++=had
preserved ^vprf+++xvbnx+=preserved.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
would ^md+prd+++=would
be ^vb+be+vrb++=be
easy ^jj+pred+++=easy,
, ^zz++++=EXTRAWORD
after ^in++++=after
the ^ati++++=the
fashion ^nn++++=fashion
of ^in++++=of
partisan ^nn+nom+++=partisan
chronicles ^nns++++=chronicles,
, ^zz++++=EXTRAWORD
to ^to++++=to
declare ^vbi+vpub+++=declare
the ^ati++++=the
queen ^nn++++=queen
wholly ^rb++++=wholly
right ^jj++++=right
or ^cc++++=or
wholly ^rb++++=wholly
guilty ^jj++++=guilty.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
defended ^vbd+++xvbnx+=defended
her ^pp$+pp3+++=her
child ^nn++++=child's
's ^$++++=EXTRAWORD
inheritance ^nn+nom+++=inheritance,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
also ^rb++++=also
placed ^vbd+++xvbn+=placed
private ^jj+atrb+++=private
and ^cc+phrs+++=and
dynastic ^jj+atrb+++=dynastic
interest ^nn++++=interest
against ^in++++=against
the ^ati++++=the
judgment ^nn+nom+++=judgment
of ^in++++=of
many ^ap++++=many
who ^whp+rel+subj++=who
feared ^vbd+vprv++xvbn+=feared
for ^in++++=for
the ^ati++++=the
kingdom ^nn+nom+++=kingdom.
. ^zz++++=EXTRAWORD
The ^ati++++=The
theft ^nn++++=theft
secured ^vbd+++xvbn+=secured
a ^at++++=a
lawful ^jj+atrb+++=lawful
symbol ^nn++++=symbol
and ^cc++++=and
helped ^vbd+++xvbn+=helped
to ^to+vcmp+++=to
deepen ^vbi++++=deepen
a ^at++++=a
dangerous ^jj+atrb+++=dangerous
division ^nn++++=division.
. ^zz++++=EXTRAWORD
History ^nn++++=History
seldom ^rb++++=seldom
permits ^vbz++++=permits
a ^at++++=a
crown ^nn++++=crown
to ^to++++=to
be ^vbi+vbi+aux++=be
stolen ^vpsv++agls+xvbnx+=stolen
without ^in++++=without
sending ^xvbg+++xvbg+=sending
the ^ati++++=the
account ^nn++++=account,
, ^zz++++=EXTRAWORD
in ^in++++=in
blood ^nn++++=blood
or ^cc++++=or
sorrow ^nn++++=sorrow,
, ^zz++++=EXTRAWORD
to ^in++++=to
persons ^nns++++=persons
who ^whp+rel+subj++=who
had ^vb+hv+vrb++=had
no ^at++++=no
share ^nn++++=share
in ^in++++=in
the ^ati++++=the
design ^nn++++=design.
. ^zz++++=EXTRAWORD
Helen ^np++++=Helen's
's ^$++++=EXTRAWORD
case ^nn++++=case
is ^vbz+bez+vrb++=is
clearer ^jjr+pred+++=clearer.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
did ^vbd+dod+aux++=did
not ^xnot++not++=not
devise ^vb++++=devise
the ^ati++++=the
policy ^nn++++=policy,
, ^zz++++=EXTRAWORD
summon ^vb++++=summon
armies ^nns++++=armies,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
seek ^vb++++=seek
advancement ^nn+nom+++=advancement.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
a ^at++++=a
servant ^nn+nom+++=servant
placed ^vwbn+++xvbn+=placed
between ^in++++=between
obedience ^nn+nom+++=obedience
and ^cc++++=and
terror ^nn++++=terror,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
performed ^vbd+++xvbnx+=performed
what ^wdt+who+++=what
she ^pp3a+pp3+++=she
believed ^vbd+vprv++xvbnx+=believed
to ^to+vcmp+++=to
be ^vbi++vrb++=be
her ^pp$+pp3+++=her
duty ^nn++++=duty
with ^in++++=with
extraordinary ^jj+atrb+++=extraordinary
resolution ^nn+nom+++=resolution.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
courage ^nn+nom+++=courage
consisted ^vbd+++xvbn+=consisted
not ^xnot++not++=not
in ^in++++=in
ignorance ^nn+nom+++=ignorance
of ^in++++=of
danger ^nn++++=danger,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
in ^in++++=in
seeing ^xvbg+++xvbg+=seeing
each ^dt++++=each
danger ^nn++++=danger
distinctly ^rb++++=distinctly
the ^ati++++=the
prison ^nn++++=prison,
, ^zz++++=EXTRAWORD
the ^ati++++=the
executioner ^nn+nom+++=executioner,
, ^zz++++=EXTRAWORD
the ^ati++++=the
river ^nn++++=river,
, ^zz++++=EXTRAWORD
the ^ati++++=the
searching ^jj+atrb++xvbg+=searching
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
the ^ati++++=the
judgment ^nn+nom+++=judgment
of ^in++++=of
God ^np++++=God
and ^cc++++=and
continuing ^jj+++xvbg+=continuing
nevertheless ^rb+cnj+++=nevertheless.
. ^zz++++=EXTRAWORD
The ^ati++++=The
crown ^nn++++=crown
survived ^vbd+++xvbn+=survived
further ^jjb+atrb+++=further
wars ^nns++++=wars,
, ^zz++++=EXTRAWORD
journeys ^nns++++=journeys,
, ^zz++++=EXTRAWORD
concealments ^nns+nom+++=concealments,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dynastic ^jj+atrb+++=dynastic
revolutions ^nns+nom+++=revolutions;
; ^zz++++=EXTRAWORD
kingdoms ^nns+nom+++=kingdoms
changed ^vbd+++xvbn+=changed,
, ^zz++++=EXTRAWORD
families ^nns++++=families
perished ^vbd+++xvbn+=perished,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
sacred ^jj++++=sacred
diadem ^jj+++??+=diadem
passed ^jj+++xvbn+=passed
through ^in++++=through
adventures ^nns++++=adventures
scarcely ^rb+down+++=scarcely
less ^rbr++++=less
remarkable ^jj++++=remarkable
than ^in++++=than
its ^pp$+it+++=its
escape ^nn++++=escape
from ^in++++=from
Vissegrad ^np+++??+=Vissegrad.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
among ^in++++=among
all ^abn++++=all
who ^whp+who+++=who
guarded ^vbd+++xvbn+=guarded,
, ^zz++++=EXTRAWORD
wore ^j+++xvbn+=wore,
, ^zz++++=EXTRAWORD
coveted ^jj++++=coveted,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
carried ^vbd+++xvbn+=carried
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
few ^ap++++=few
served ^jj+++xvbn+=served
it ^pp3+it+++=it
in ^in++++=in
a ^at++++=a
stranger ^jjr+atrb+++=stranger
fashion ^nn++++=fashion
than ^in++++=than
Helen ^np++++=Helen
Kottenner ^np+nom++??+=Kottenner,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
broke ^vbd+++xvbn+=broke
into ^in+ppvb+++=into
a ^at++++=a
royal ^jj+atrb+++=royal
vault ^nn++++=vault
by ^in++++=by
night ^nn++++=night,
, ^zz++++=EXTRAWORD
hid ^j+++xvbn+=hid
the ^ati++++=the
sovereignty ^nn++++=sovereignty
of ^in++++=of
Hungary ^np+nom+++=Hungary
in ^in++++=in
a ^at++++=a
cushion ^nn++++=cushion,
, ^zz++++=EXTRAWORD
bore ^j+++xvbn+=bore
it ^pp3+it+++=it
across ^in+pl+++=across
the ^ati++++=the
thawing ^jj+++xvbg+=thawing
Danube ^np++++=Danube
beneath ^in+pl+++=beneath
an ^at++++=an
ox ^nn++++=ox-hide,
- ^zz++++=EXTRAWORD
hide ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
laid ^j+++xvbn+=laid
it ^pp3+it+++=it
under ^in++++=under
a ^at++++=a
crying ^jj+atrb++xvbg+=crying
child ^nn++++=child's
's ^$++++=EXTRAWORD
mattress ^nns+nom+++=mattress,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^rb++++=at
last ^rb"++++=last
held ^vbn+vprv++xvbn+=held
that ^tht+vcmp+++=that
child ^nn++++=child
upright ^jj++++=upright
while ^cs+sub+++=while
bishops ^npt++++=bishops
crowned ^vwbn+++xvbn+=crowned
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
mistress ^nns+nom+++=mistress's
's ^vbz+bez+vrb++0=EXTRAWORD
political ^jj+atrb+++=political
wisdom ^nn++++=wisdom
may ^md+pos+++=may
still ^rb++++=still
be ^vb+be+aux++=be
questioned ^vpsv++agls+xvbn+=questioned.
. ^zz++++=EXTRAWORD
her ^pp$+pp3+++=Her
own ^ap++++=own
fidelity ^nn+nom+++=fidelity
cannot ^md+pos+not++=cannot.
. ^zz++++=EXTRAWORD
