Wal ^nn++++=Wal,
turned ^vbd+++xvbn+=turned
red ^jj++++=red.
. ^zz++++=EXTRAWORD
" ^zz++++="Huldy,"
huldy ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="when
when ^wrb+who+++=EXTRAWORD
my ^pp$+pp1+++=my
wife ^nn++++=wife
died ^vbd+++xvbn+=died,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
believed ^vbd+vprv+tht0+xvbnx+=believed
my ^pp$+pp1+++=my
usefulness ^nns+nom+++=usefulness
was ^vbd+bedz+aux++=was
nearly ^rb+down+splt++=nearly
ended ^vpsv++agls+xvbnx+=ended.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
not ^xnot++not++=not
order ^to++++=order
my ^pp$+pp1+++=my
own ^ap++++=own
days ^nns++++=days.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
lonely ^jj+pred+++=lonely,
, ^zz++++=EXTRAWORD
confused ^j+++xvbn+=confused,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
as ^ql++++=as
subsequent ^jj+atrb+++=subsequent
events ^nns++++=events
have ^vb+hv+aux++=have
demonstrated ^vprf+++xvbnx+=demonstrated,
, ^zz++++=EXTRAWORD
liable ^jj++++=liable
to ^to+jcmp+++=to
impose ^vbi++++=impose
grave ^jj+atrb+++=grave
responsibilities ^nns+nom+++=responsibilities
upon ^in++++=upon
unsuitable ^jj+atrb+++=unsuitable
turkeys ^nns+++??+=turkeys."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Huldy ^np+++??+=Huldy
laughed ^vbd+++xvbn+=laughed
in ^in++++=in
spite ^in"++++=spite
of ^in"++++=of
herself ^ppl+pp3+++=herself.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+aux++=have
restored ^vprf+++xvbnx+=restored
peace ^nn++++=peace
to ^in++++=to
this ^dt+dem+++=this
house ^nn++++=house,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+aux++=have
guarded ^vprf+++xvbnx+=guarded
my ^pp$+pp1+++=my
interests ^nns++++=interests,
, ^zz++++=EXTRAWORD
improved ^j+++xvbn+=improved
my ^pp$+pp1+++=my
health ^nn++++=health,
, ^zz++++=EXTRAWORD
prevented ^jj+atrb++xvbn+=prevented
waste ^nn++++=waste,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
rescued ^vbd+++xvbn+=rescued
livestock ^nn++++=livestock
from ^in++++=from
consequences ^nns+nom+++=consequences
into ^in++++=into
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
ignorantly ^jj++++=ignorantly
precipitated ^jj+++xvbn+=precipitated
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
pig ^nn++++=pig
war ^nn++++=warn't
n't ^xnot++not++0=EXTRAWORD
much ^rb++++=much
harmed ^vbd+++xvbn+=harmed,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Huldy ^np+++??+=Huldy.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
does ^vbz+doz+aux++=does
not ^xnot++not++=not
lessen ^vb++++=lessen
the ^ati++++=the
principle ^nn++++=principle,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
depended ^vprf+++xvbnx+=depended
upon ^in++++=upon
you ^pp2+pp2+++=you
because ^cs+cos+++=because
your ^pp$+pp2+++=your
judgment ^nn+nom+++=judgment
is ^vbz+bez+vrb++=is
superior ^jj+pred+++=superior
to ^in++++=to
mine ^pp$$++++=mine
in ^in++++=in
matters ^nns+nom+++=matters
where ^wrb+who+++=where
mine ^nn++++=mine
is ^vbz+bez+vrb++=is
exceedingly ^rb++++=exceedingly
poor ^jj+pred+++=poor.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
malicious ^jj+atrb+++=malicious
persons ^nns++++=persons
have ^vb+hv+aux++=have
misrepresented ^vprf+++xvbnx+=misrepresented
that ^dt+dem+++=that
dependence ^nn+nom+++=dependence,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
regret ^vb++++=regret
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
consent ^vb++++=consent
to ^to++++=to
lose ^vbi++++=lose
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
stay ^vb++++=stay
and ^cc++++=and
be ^vb+be+aux++=be
talked ^vpsv++agls+xvbnx+=talked
about ^in+strn+++=about,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Huldy ^np+++??+=Huldy.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Parson ^nn++++=Parson
walked ^vbd+++xvbn+=walked
agin ^nn+++??+=agin.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
stopped ^vbd+++xvbnx+=stopped
afore ^in++++=afore
her ^pp$+pp3+++=her
with ^in++++=with
the ^ati++++=the
look ^nn++++=look
he ^pp3a+pp3+++=he
wore ^vbd+++xvbnx+=wore
when ^wrb+who+++=when
he ^pp3a+pp3+++0=he'd
'd ^vbd+hvd+aux++=EXTRAWORD
reached ^vprf+++xvbnx+=reached
the ^ati++++=the
final ^jj+atrb+++=final
division ^nn++++=division
of ^in++++=of
a ^at++++=a
sermon ^nn++++=sermon.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
appears ^vbz+seem+++=appears,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="to
to ^to++++=EXTRAWORD
be ^vbi++vrb++=be
one ^cd1++++=one
honorable ^jj+atrb+++=honorable
and ^cc+phrs+++=and
decisive ^jj+atrb+++=decisive
method ^nn++++=method
of ^in++++=of
rendering ^nn++++=rendering
such ^abl++++=such
conversation ^nn+nom+++=conversation
pointless ^jj++++=pointless."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Huldy ^np+++??+=Huldy
looked ^vbd+++xvbn+=looked
up ^rp++++=up.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
you ^pp2+pp2+++=you
were ^vbd+bed+vrb++=were
my ^pp$+pp1+++=my
wife ^nn++++=wife,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
the ^ati++++=the
Parson ^nn++++=Parson,
, ^zz++++=EXTRAWORD
" ^zz++++="no
no ^at++++=EXTRAWORD
person ^nn++++=person
could ^md+pos+++=could
object ^vb++++=object
to ^in++++=to
your ^pp$+pp2+++=your
managing ^jj+++xvbg+=managing
my ^pp$+pp1+++=my
household ^nn++++=household,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
garden ^nn++++=garden,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
accounts ^nns++++=accounts,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
myself ^ppl+pp1+++=myself.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
I ^pp1a+pp1+++=I
should ^md+nec+++=should
esteem ^vb++++=esteem
it ^pp3+it+++=it
the ^ati++++=the
greatest ^jjt+atrb+++=greatest
mercy ^nn++++=mercy
Providence ^np+nom++??+=Providence
has ^vbz+hvz+aux++=has
shown ^vprf+++xvbnx+=shown
me ^pp1o+pp1+++=me
since ^in++++=since
my ^pp$+pp1+++=my
bereavement ^nn+nom+++=bereavement.
. ^zz++++=EXTRAWORD
Huldy ^np+++??+=Huldy,
, ^zz++++=EXTRAWORD
will ^md+prd+++=will
you ^pp2+pp2+++=you
marry ^vb++++=marry
me ^pp1o+pp1+++=me?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
went ^vbd+++xvbnx+=went
red ^jj++++=red
as ^ql++++=as
the ^ati++++=the
roses ^nns++++=roses
she ^pp3a+pp3+++0=she'd
'd ^vbd+hvd+aux++=EXTRAWORD
been ^vprf+ben+vrb+xvbnx+=been
cuttin ^nn+++??+=cuttin'.
'. ^nn+++??+=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
that ^dt+dem+++=that
because ^cs+cos+++=because
of ^in"++++=of
the ^ati++++=the
talk ^nn++++=talk?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she.
. ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
talk ^nn++++=talk
has ^vbz+hvz+aux++=has
merely ^rb+down+splt++=merely
compelled ^vprf+++xvbnx+=compelled
me ^pp1o+pp1+++=me
to ^to++++=to
understand ^vbi+vprv+++=understand
what ^wdt+who+whcl++=what
the ^ati++++=the
turkey ^nn++++=turkey,
, ^zz++++=EXTRAWORD
the ^ati++++=the
pig ^nn++++=pig,
, ^zz++++=EXTRAWORD
the ^ati++++=the
ministers ^nns+nom+++=ministers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
every ^at++++=every
peaceful ^jj+atrb+++=peaceful
day ^nn++++=day
in ^in++++=in
this ^dt+dem+++=this
house ^nn++++=house
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
have ^vbi+vbi+aux++=have
taught ^vbd+vsua++xvbn+=taught
me ^pp1o+pp1+++=me
already ^rb++++=already."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Wal ^nn++++=Wal,
, ^zz++++=EXTRAWORD
Huldy ^np+++??+=Huldy
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she
made ^vbd+++xvbnx+=made
him ^pp3o+pp3+++=him
wait ^vb++++=wait
near ^in+pl+++=near
a ^at++++=a
whole ^jj+atrb+++=whole
minute ^nn++++=minute,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
I ^pp1a+pp1+++=I
expect ^vb+vprv+tht0++=expect
it ^pp3+it+++=it
only ^ap+down+++=only
seemed ^jj+++xvbn+=seemed
so ^ql++++=so
to ^in++++=to
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
was ^vbd+bedz+aux++=was
married ^vpsv++agls+xvbnx+=married
the ^ati++++=the
next ^ap++++=next
Thursday ^nr++++=Thursday.
. ^zz++++=EXTRAWORD
Mis ^npt++++=Mis'
' ^zz++++=EXTRAWORD
Pipperidge ^np+++??+=Pipperidge
attended ^vbd+++xvbn+=attended
in ^in++++=in
her ^pp$+pp3+++=her
best ^jjt+atrb+++=best
bonnet ^nn++++=bonnet
and ^cc++++=and
said ^vbd+vpub+tht0+xvbn+=said
she ^pp3a+pp3+++0=she'd
'd ^vbd+hvd+aux++=EXTRAWORD
suspected ^vprf++tht0+xvbnx+=suspected
it ^pp3+it+++=it
from ^in++++=from
the ^ati++++=the
first ^rb+cnj+++=first,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
true ^jj+pred+++=true
enough ^dt++++=enough,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
not ^xnot++not++=not
in ^in++++=in
the ^ati++++=the
way ^nn++++=way
she ^pp3a+pp3+++=she
meant ^vbd+vprv++xvbnx+=meant.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
funniest ^jjt+atrb+++=funniest
part ^nn++++=part
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
arter ^jjr++++=arter
the ^ati++++=the
ceremony ^nn++++=ceremony
the ^ati++++=the
Parson ^nn++++=Parson
asked ^vbd+vsua++xvbn+=asked
Huldy ^np+++??+=Huldy
where ^wrb+who+++=where
they ^pp3a+pp3+++=they
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
go ^vb++++=go
for ^in+ppvb+++=for
their ^pp$+pp3+++=their
wedding ^nn++++=wedding
journey ^nn++++=journey.
. ^zz++++=EXTRAWORD
" ^zz++++="Nowhere
nowhere ^rb+pl+++=EXTRAWORD
jist ^nn++++=jist
yet ^rb+cnj+++=yet,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
beans ^nns++++=beans
need ^nn++++=need
pickin ^nn+++??+=pickin',
', ^nn+++??+=EXTRAWORD
the ^ati++++=the
north ^np+pl+++=north
chimney ^nn++++=chimney
needs ^nns++++=needs
pointin ^nn+++??+=pointin',
', ^nn+++??+=EXTRAWORD
and ^cc++++=and
them ^pp3o+pp3+++=them
turkeys ^nns+++??+=turkeys
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
feed ^vb++++=feed
themselves ^ppls+pp3+++=themselves."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Your
your ^pp$+pp2+++=EXTRAWORD
judgment ^nn+nom+++=judgment,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
the ^ati++++=the
Parson ^nn++++=Parson,
, ^zz++++=EXTRAWORD
" ^zz++++="is
is ^vbz+bez+vrb++=EXTRAWORD
entirely ^rb+amp+++=entirely
sound ^jj+pred+++=sound."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
So ^ql++++=So
they ^pp3a+pp3+++=they
stayed ^vbd+++xvbnx+=stayed
home ^nr++++=home,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
from ^in++++=from
that ^dt+dem+++=that
day ^nn++++=day
to ^in++++=to
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
Parson ^nn++++=Parson
Carryl ^np+++??+=Carryl
never ^rb++++=never
undertook ^vbd+vsua++xvbn+=undertook
to ^to++++=to
improve ^vbi++++=improve
a ^at++++=a
turkey ^nn++++=turkey,
, ^zz++++=EXTRAWORD
pen ^nn++++=pen
a ^at++++=a
pig ^nn++++=pig,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
instruct ^vb++++=instruct
Huldy ^np+++??+=Huldy
in ^in++++=in
anything ^pn++++=anything
she ^pp3a+pp3+++=she
already ^rb++++=already
understood ^vbd+vprv++xvbn+=understood.
. ^zz++++=EXTRAWORD
Which ^whp+who+++=Which,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
tell ^vb++++=tell
ye ^pp2+pp2+++=ye,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
principal ^jjb+atrb+++=principal
sign ^nn++++=sign
that ^tht+ncmp+++=that
marriage ^nn+nom+++=marriage
had ^vbd+hvd+aux++=had
made ^vwbn+++xvbn+=made
him ^pp3o+pp3+++=him
a ^at++++=a
wiser ^jjr+atrb+++=wiser
man ^nn++++=man.
. ^zz++++=EXTRAWORD
